[14.881] 霧月むげつ: こんばんは お疲れ様です
[18.209] tsubame5204: umeSalute
[3203.869] (S)bushman0913: マスター行っちゃったら、カジュアルマッチみたいな感覚になりそうで怖い。ダイヤの今が一番楽しいのではとかおもう。
[3206.603] saibabasan: トレーニングの時にプレワークアウトって飲んでます？
[3208.883] 浦田まや: ウメちゃん今日夜ご飯何食べますか？？
[3209.593] ビフィダス: ギア
[3213.324] taro0140: アンサー動画ほしいですよねー
[3220.625] いからし: 次のSFL予想企画は名古屋でしたっけ
[3220.697] (S)ikageso5: ミートいけるんか
[3231.585] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[3234.417] (S)hiro_chan: レッドブル飲みます
[3238.872] torahanda: 動画編集者雇ったんですか？
[3248.205] saibabasan: 海外産のプレワークアウト飲むと脳がバキバキになるんですけど格ゲーに流用できません？
[3251.309] ねこまる0309: ウメハラさんの動画見はじめて格ゲー熱が再熱しました！
[3252.075] ビフィダス: 投げやりにw
[3252.494] battyo76: ゾーンを立証するならどんな計測が必要なんやろ
[3256.087] saketyazu: 勝負メシってありますか？
[3258.519] qty11: ダイエット企画やるつもりはありますか
[3259.531] BigbossJP: ジム前にプレワークアウト飲むと体ピリピリするけど集中できて重量＋で挙げられるようになる
[3260.351] (S)perfecttakahashi: ウメちゃんアメリカで散歩配信やる？
[3264.453] gashirag2: アドえっぐ
[3265.044] yomogi0610: 動画クオリティ上がったよね
[3265.223] (S)nacci516: ビーストカップって何人くらい想定とかはまだ出ないですよね
[3265.353] towai8: 新しい編集さんいいかんじ
[3267.065] mifune1046: こわい…
[3270.569] ビフィダス: 離婚直前の夫婦みたいな投げやりさ
[3276.009] avan256: avan256 subscribed with Prime. They've subscribed for 47 months, currently on a 2 month streak! 
[3276.089] latenight000: シンプルヤバいじゃんねぇ
[3277.489] (S)hiro_chan: ドラッグやん
[3280.734] koro3__: ウメさん夜ご飯まだなんだ
[3286.078] (S)tetete06: 松屋のチキンカレーうまい
[3286.209] (S)2pc_genjin: ラシード何時にアプデ入るんだろう
[3291.412] (S)gorogorogorn: まゆきちまた来るかなあ
[3291.826] ddb365: 体ピリピリ
[3298.638] mifune1046: EVOも尿検査する時代かぁ…
[3300.311] えいた: ラシードは12時の噂
[3300.367] saibabasan: 脳汁の量が半端なくなって挙げられる重量とか別物になる
[3301.110] ビフィダス: プレワークアウト？
[3306.322] ~MISSING_COMMENTER_INFO~: 擬似ドーピングみたいな事できるじゃん
[3307.247] chin_56_: ドーピングコンソメスープ
[3324.047] (S)hiro_chan: ジョビンに飲ませてテストしよ
[3325.455] mifune1046: “無極”
[3325.518] (S)axchuuu: 重量挙げの選手が叫ぶのもそういう効果だっけ？
[3325.652] taro0140: バスケとかだとマジでシュート落とさないゾーンとかはありますね
[3326.261] yomogi0610: 怪我しそうだな
[3326.384] niemalsaufgeben: 明日16時からじゃなかったけ、ラシード
[3328.123] joksterthe: Why dont you play Ryu 😁
[3333.177] クレシー: eスポーツってドーピング規定みたいなのあるんです？
[3335.539] (S)ゴリゴリのゴリ: 格ゲーの大会ってドーピングの規定あるんですか？
[3339.994] (S)tabibitox: まぁ人間はリミッターかけなければ自分の骨壊すくらい動けるしな
[3340.656] (S)esutark: いやいや覚えるより、好奇心で覚えるとシータ波優位になって5倍学習効率がでる
[3347.073] みょんみょんあかみ: でもEスポも賞金でかいしドーピング検査はいると思う
[3349.032] ビフィダス: 延長戦でガス欠しそうな怖さ
[3351.866] roytaly: じゃあ
[3356.747] saibabasan: FPSだと集中力を上げるADHD用の薬をほぼトップ層が使ってる
[3357.007] (S)octo_56: 脳汁＝アドレナリンじゃなくて？
[3359.290] (S)2pc_genjin: 賞金上がればそういうことするやつも絶対出てくるよね
[3360.714] xxzoids: カフェインだってドーピングみたいなものだよね。
[3365.223] ~MISSING_COMMENTER_INFO~: いつか規定出来るんかな…
[3366.043] mifune1046: 室伏が叫ぶのもシャウト効果っていうのを狙ってるらしい
[3366.092] (S)hiro_chan: アジア大会でるマゴカワノは検査受けてた
[3366.137] erisuk: 集中力だけあげるクスリとかあるんかね？
[3370.247] (S)bushman0913: お酒飲んで出るのもOK？
[3372.824] (S)マンゴスチン: はえー
[3376.490] (S)ましゅダヨ: ごはんごはーん
[3384.284] セツリ: いーすぽの闇・・
[3388.701] バージル4260: 一億なら普通にドーピング使ってくるやつおるやろな
[3388.750] 新ころりん: まぁ近いうちに大規模大会はドーピング検査とか来るかもねぇ…
[3390.218] joksterthe: You are the best RYU of all time
[3401.127] Nanafushi_san: コンサータ、海外だと市販されてたりするのかなぁ
[3401.860] takahashiseigi: こんばんは。キャミィ対策は最近進んでいますか？
[3406.222] みょんみょんあかみ: まぁオンラインじゃやりようがないですな
[3407.585] kaigaizei: スト5でジョビンが死ぬほどキマった顔してる試合なったな
[3408.823] erisuk: 使用禁止にしない意味がわからない絶対身体には悪いのに
[3410.093] ぶどうぱん: 体に良い訳はないわな
[3412.092] cure_afro: 集中力維持するならまずは持久力だよね
[3417.741] battyo76: マゴさん糖質で引っかかりそう
[3420.576] (S)axchuuu: 実際そういう特性の人が飲む分には禁止にできるのかなあ
[3425.474] chin_56_: どれだけ凄くなるか見てみたい
[3427.163] (S)やんやんとりやん: Cheer1000 CRカップ見てスト6と勝負論、勝ち続ける意思力買いました！！
[3428.826] kazurock69: 変なクスリで12F確認する奴いてもおかしくない
[3443.430] だいこん_: すばらしい
[3448.176] ebismine47: また1人小亀が生まれてしまった…
[3452.872] underground0714: いにしえの書
[3455.406] jagajaga1943: 新しい本だして
[3456.326] (S)箸くれ: 古来から伝わる本です
[3463.933] ビフィダス: 優勝決定後にヤバいヤクやってたの発覚したらどうなんだろ
[3464.124] みょんみょんあかみ: もう１０年くらい前？
[3465.244] ~MISSING_COMMENTER_INFO~: 古書
[3468.087] BigbossJP: 視聴者も新規層ふえてきてるね！！
[3470.368] (S)Sgt_Rudolf: umeCatSleep
[3470.377] 皇帝ルル: そろそろ新作欲しい
[3475.128] saketyazu: 新刊まってます
[3477.641] ddb365: 信者がまたひとり
[3479.379] taro0140: 民明書房？
[3479.992] saibabasan: 日本でオリンピックやったときもADHD薬が日本に持ち込めないからって海外選手が揉めてたニュースしらない？
[3483.316] hikky722: 俺も買ったなぁ
[3484.194] 新ころりん: CRカップからやっぱ色々な層増えたんやねぇ
[3489.355] koro3__: 古いけど良い本
[3492.340] マイネームイズアキラックス: 格ゲーマー本出すの流行ってるの？
[3492.528] (S)tabibitox: 田中さんか？
[3496.828] niemalsaufgeben: 何事にも応用できるいい本だよ
[3508.569] みょんみょんあかみ: もうそんなに経つんですなぁ
[3509.533] gondawaragon: 自作パスタのおすすめレシピ教えて
[3513.491] (S)Jasminexxx2525: 最近ウメハラさんの本がaudibleになりましたね
[3515.946] prisira: ももちょこ
[3517.086] degajun: ｗｗ
[3517.227] (M)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[3517.699] セツリ: ももち
[3520.599] ビフィダス: こええな
[3521.866] xxzoids: ももチョコが最近。
[3522.504] radi38: ももち
[3523.107] あり0221: ももち
[3523.639] (S)tabibitox: ももちょこも出してるな
[3525.190] みょんみょんあかみ: あと最近ももち夫妻が
[3525.576] バージル4260: ネモさんも出してる
[3526.129] (S)SeventyTwo_7: ももち夫妻
[3530.604] (S)hiro_chan: 夫婦でだす
[3531.740] クレシー: ネモさん出してたんだ
[3532.066] (S)ましゅダヨ: 執筆で大変だったことありますか？
[3536.553] battyo76: 1万人大会開いたら過程を本にして欲しいわ
[3546.833] low_single: 次はふ～きゅんかな
[3548.240] nihonsyu_: 後はkskが3億の借金の返し方を出すだけ
[3548.467] リエオ: 私も今年、本を買いました。10年も前なんですねー
[3550.106] kaigaizei: 次誰が出すか賭けよう
[3550.819] 皇帝ルル: ももちやネモから貰わなかったの？
[3554.819] ビフィダス: 菜根譚は帯だけ？
[3555.142] (S)bushman0913: 一日一つ強くなる は本当に参考になった。
[3556.853] ar777fn: 対談系また見たいな
[3558.753] mifune1046: 漫画も好きです
[3560.791] 霧月むげつ: 一切校正しないで本書いたら面白そうなの誰がいます？
[3561.504] chanmipoin: 本って儲かる？
[3561.861] erisuk: 肉ブルンブルン
[3561.913] degajun: ウメさんの本海外勢も買ってるのすげぇよな
[3567.910] (S)nobushi1129: nobushi1129 is gifting 1 Tier 1 Subs to DaigoTheBeasTV's community! They've gifted a total of 2 in the channel! 
[3568.106] uroitann: ここだけの話プロ勢の本、結構図書館で読めるよ！
[3568.235] (S)nobushi1129: nobushi1129 gifted a Tier 1 sub to moyashiiiiiiiiiiiiiiiiiii! 
[3568.272] hirohirohiroshishi2: 枕草子、方丈記、徒然草、勝ち続ける意志力は日本四代随筆
[3579.374] みょんみょんあかみ: 随筆なのか
[3579.479] saibabasan: ウメ本の執筆依頼って最近はない感じですか？
[3581.961] battyo76: マンガ 暴君ボンちゃん出たら絶対買う
[3583.044] マイネームイズアキラックス: 池上彰の本の売り上げを超えてたと噂の本
[3593.950] latenight000: 常にアプローチw
[3594.570] omochi09: 常にｗ
[3596.084] ビフィダス: 「他人の期待に応えるな」書いてほしい
[3598.637] tsukikage_saga: そういう自伝とかはどうやって作るんですか？一から全部自分が文章考えてプロの人と話ながら変えていくって感じなのでしょうか？
[3601.802] saketyazu: 引っ越しのときも手放さずに引っ越し先に本持っていった
[3607.405] (S)nacci516: ちきりんさんってかなり凄い人よね
[3609.297] v_harumi_v: 対談読みたいです
[3613.662] gondawaragon: 田中さんて人が文字にしてくれる人？
[3615.086] (S)tabibitox: 編集の田中とブロンズの田中
[3616.747] matsu_zalem: 「期待に応えない」はボツ
[3617.235] (S)ましゅダヨ: ふうーん！
[3618.411] yomogi0610: 講演とかももうやる予定なしです？
[3621.298] omochi09: 講演の依頼もない？
[3622.763] degajun: ぼんちゃんとか子育て系の本書いたら売れそう
[3623.007] (S)hiro_chan: CRカップ本だしたら初心者ふえる
[3627.262] (S)gorogorogorn: 青森散歩の本、期待
[3629.706] ChudanCherry: ChudanCherry subscribed with Prime. 
[3638.826] kaigaizei: 格ゲーマーで本出したら面白そうなやついる？
[3640.960] ddb365: 立浪監督とやってた
[3651.254] daizin0716: 漫画はケンゴローさんとハンサムさんがちゃんと他を牽制してる
[3655.951] kazurock69: やっぱり配信とかしてると都度情報発信してるから本書くネタがない感じですか？
[3659.696] yomogi0610: ほうほう、youtubeにあったら見たいなぁ
[3679.107] matsu_zalem: にゃん師
[3679.121] ビフィダス: 川村君の自伝とか
[3682.571] dlc84: マゴさん
[3685.833] (S)ましゅダヨ: うめ散歩本まだですか？
[3686.932] (S)axchuuu: 読みたい
[3687.942] kaigaizei: じゃあKSKか
[3689.234] kaomoji3: ササモとか面白そう
[3689.410] blackcoffee0821: ふけえよ
[3690.360] degajun: たしかに
[3691.545] mifune1046: ササモは自伝書けそう
[3691.661] tsukikage_saga: なるほど
[3696.093] daizin0716: 講演は慶応と梅田の2回分はYouTubeにありますね
