[32.079] れいとろん: にちは〜
[4009.835] (S)港区ザンギエフ: どぐらさん紫好きよね
[4014.537] 吉田じんぎ: 茸頭軍男
[4021.257] モドキ: せめてハクメンの悪滅にしときましょうよ
[4024.478] miyazawatahu: あっぶね
[4030.058] chamoro_g: ディレイやっぱむずいんや
[4030.863] ろぎあす: 一瞬千撃 無休連勤 残業超過 故豪鬼成
[4038.599] unimel1x: 社畜豪鬼もいます
[4042.544] 地球最弱を継ぐもの: 相手もじつはエドにたいして攻めあぐねること覆いからおもろいね
[4043.876] (S)港区ザンギエフ: ブラック企業勤めの豪鬼
[4046.992] 蒼い人: 退職代行
[4055.058] poiyu_jp: 一応アケコン初心者でキャラはリュウ、マノン、キャミィをやってました。
[4057.718] (S)港区ザンギエフ: 我、過労を極めし者也
[4064.648] Evqns99: 労鬼やめてね 
[4069.496] saddle_67: 茸頭毒女 風纏突女 筋肉鎧女 故スト6也
[4078.440] しぼみ: うぬ、出来ないという言葉は虚言なり
[4082.914] miyazawatahu: プロでもミスる
[4096.971] とろきりで: 出世の道はどこまで続くか
[4101.023] (S)港区ザンギエフ: うぬ、やれぬ理由よりやれる方法を考えよ
[4105.450] なべつよ: 一瞬千撃 電車通勤 満員電車  故我豪鬼
[4132.792] unimel1x: うぬ、何が嫌いかより、何が好きかで己を語れ
[4134.630] 地球最弱を継ぐもの: 体力バー下げればいいのにと思ったけど大会だと出来ないから意味ないか
[4137.878] とろきりで: 通勤客を一瞬千撃する豪鬼
[4143.714] (S)港区ザンギエフ: エドやっぱりめくり飛び落とすの大変そうだな
[4144.595] siba1ken: エド、ODフリッカーを通常技でつぶされた時のもったいなさが半端ない
[4146.538] acis3983: 三六協定 見盛残業 経費負担 故我豪鬼
[4149.948] (S)0パン2大佐: 入れ込みの弱ブリッツってカクハンないんですか？
[4151.609] kaeruseijin1008: 豪鬼ちゃんと風呂入ってる？電車でとなりに座りたくない
[4154.990] atryosi: MR１５００から１３００まで落ちる時間がまた来たよ。ストレスで禿げ上がるわボケ
[4168.201] ガルポ大統領_はやぶさかな: レジェンド帯のジェイミーってコマ投げは通常版使ってるも使ってる感じですか？OD版しか使ってない感じですか？
[4175.889] みなぷ080821_: コパン短し恋せよ乙女
[4179.122] とろきりで: 豪鬼は健康的で文化的な生活してるだろ
[4180.041] (S)港区ザンギエフ: 我、シャンプーは1日2回しておる
[4184.537] tkgnotamago: 一瞬線切 野菜切断 人参輪切 故豪鬼成
[4186.636] 吉田じんぎ: でもジュリの方がコパン短いよね？
[4188.568] ポップマンです: あれ繋がんないのか？
[4196.600] siba1ken: 豪鬼はリュウよりまともな生活してるぞ
[4198.099] saddle_67: いまダイア帯なんだけど、アプデ後はしばらくやらない方がええかなぁ
[4198.294] サケ缶: たかしより清潔そう
[4209.137] 蒼い人: ガイルは増えそうですか？
[4211.404] miyazawatahu: たかしは豚骨くさそう
[4220.094] tkgnotamago: 逆にたかしって普段何してるの？
[4221.999] 農みんみん: 微タメ判定？
[4234.225] unimel1x: へーる
[4236.002] siba1ken: 石の上に座ってる
[4239.332] (S)ノーススター: レーティングの仕様とか自分の腕前的にも仕方ないんですけどMRリセットのたびにボコられまくるのは辛い…
[4247.632] kaeruseijin1008: たかしはWTだとずっとお昼寝してるよね
[4247.854] (S)港区ザンギエフ: 何！？グリーストラップは掃除しなくてはいけないのか！？
[4249.043] ガルポ大統領_はやぶさかな: タカシは確か普通に肉体労働してたって言ってた気がする
[4250.537] yuxu78: レバーですがガイルむずすぎました
[4251.454] Biruron: がまんできませーん！
[4251.824] シュミットひでかず: ガイル勘弁しとくれー
[4251.974] 吉田じんぎ: 無理アレルギー出る
[4253.233] njpw2017: マジでガイルイヤや
[4253.908] jennifer2penguin: 溜め大嫌い
[4254.186] unimel1x: 溜めキャラ苦手勢は多いよね
[4255.889] ポップマンです: ガイルは嫌いです
[4262.573] (S)田中脊髄剣田中: 溜めキャラどう頑張ってできなかった
[4262.699] miyazawatahu: 俺もあんま使いたくはない
[4268.709] pcccuoopafdpoajdfka: ガイル使ってみたけど普通におもん無くてやめたw
[4269.192] (S)g_dms: どこまでいっても弾で動かして狩り取るキャラだから向き不向きはある
[4269.914] 欠損: 溜めがそもそも難しいから
[4271.876] 地球最弱を継ぐもの: ジェイミー増えるならガイルつかうかなぁ～
[4273.034] (S)港区ザンギエフ: 溜めキャラ使うの難しいんよね
[4277.917] 三パチ: 溜めはともかく待ちキャラ無理勢もいます
[4278.065] こすもどりっぷ: 俺は溜めることがむりだったわ
[4279.771] siba1ken: 梅原さんが使ったらどうせ増える
[4282.608] katanantoka: やはりAKI
[4284.927] なべつよ: ガイル滅多に会わないからへろへろプレミア扱いしてる
[4285.068] naryuhama: 溜めキャラずっと食わず嫌いしてる
[4285.183] ぽい06_24: ブランカ始めたけどジュリから2キャラ目だから溜めもあってくそむずい
[4285.740] kusarin3: 楽して勝てない気がするからムズイ
[4285.979] andy30209: 溜めキャラがなんか手に馴染まないのはあるんよな
[4290.044] (S)港区ザンギエフ: 俺はどこまで行っても投げキャラよ……
[4299.554] (S)mukubado2: ソニックの硬直変わらんらしいけど大丈夫なんか？
[4301.709] (S)つの: つの subscribed at Tier 1. They've subscribed for 6 months! 
[4302.791] unimel1x: 港区さんは強く生きて
[4307.836] risa_rice: スト5にいうほどガイルいたか？
[4309.632] (S)ノーススター: コンボ覚えてないのにソニック撃ってるだけで認定ダイア行ってビビったガイル
[4314.266] 吉田じんぎ: 歩くのがメインのゲームでなんでしゃがまないかんのや
[4315.990] tm1386: ももちさんとかもコパン素振りしてますがなんのためにしているのですか？
[4321.884] nyanyatyuya: エドが試合中にカルビとか言っててカルビ好きなのかなと思ってました
[4323.566] tkgnotamago: ソニックの硬直変わったらそれもうガイルじゃないし.....
[4328.400] (S)港区ザンギエフ: 初めてスト4でザンギを使った時から宿命付けられていた投げキャラ人生
[4332.711] 春詩音: ガイルってモダンのトレモコンボが鬼畜難易度ってのは何かで見た
[4339.144] saddle_67: いや、弱く生きて、ザンギは『悪』
[4339.942] oreyuta: 固定砲台してるだけで相手が壊れていくならそれはそれでおもろい
[4344.594] miyazawatahu: コンボ中どっかで溜めたりせんとあかんのやろ？面倒だわ
[4344.798] risa_rice: 港区さんは折れずにコマ投げキャラを使い続けてほしい
[4349.241] (S)港区ザンギエフ: ；；
[4353.916] (S)g_dms: 弱く生きるとは一体
[4361.917] 欠損: パリイしたらゲージ増えるようにしたら、すぐに解決しそうではあるけども
[4364.833] siba1ken: ガイルのコンボ大半はオタクコンボ
[4368.794] (S)港区ザンギエフ: おもむろインパクト
[4371.880] なべつよ: ２３区にザンギっているの？
[4374.050] todo_maru: Mガイルのトライアル、ホンマにむずかった
[4377.108] (S)うちま_: 弱Kサマーとかだっけトレモコンボ
[4396.489] (S)ノーススター: ソニックとブレイドを気分で撃ち分けるだけで相手がやられていくのを見た時にどう思うかで決まる気がする
[4396.911] 蒼い人: もう弾ないキャラは拳銃でも持てばいいのに 流派にこだわるな
[4400.010] (S)港区ザンギエフ: 23区全てにザンギ使いは生息しています
[4407.642] kuma2455: こんばんはー
[4422.693] なべつよ: やっぱ頂点は板ザンさん？
[4427.915] 吉田じんぎ: ガンカタキャラ来い
[4439.730] kaeruseijin1008: 葛飾区ザンギまゆげ繋がってそう
[4441.277] unimel1x: 国内外問わずならSnake eyesとか
[4446.496] (S)田中脊髄剣田中: 弱き生物に擬態して真面目君から体力ちゅーちゅーする、それがコマ投げキャラ使い
[4450.200] siba1ken: 集中！！（拳銃スチャ
[4451.010] saddle_67: 拳銃かぁ、ナックルで抜けれるかなぁ
[4455.504] なべつよ: 世田谷ザンギ金持ちなんやろなぁ
[4461.529] (S)港区ザンギエフ: 見てる感じジュニアさんが1番ノってるかなぁって感じですね でも皆上手いです
[4462.668] todo_maru: 魔法少女ザンギたんは？
[4469.576] kuma2455: 千代田区ザンギは偉そうだな
[4481.212] nyanyatyuya: 集中！(拳銃リロード)
[4483.855] (S)g_dms: 港区ザンギ
[4488.131] 春詩音: なんでザンギってバニシング消えたん？
[4490.032] (S)港区ザンギエフ: ザンギもチャカ持て
[4497.962] unimel1x: バニシングは「悪」だった
[4499.424] (S)田中脊髄剣田中: ザギンザンギはロシアンシース食べさせてくれそう
[4502.244] kusarin3: 北区ザンギは強そう
[4502.466] (S)港区ザンギエフ: 4の時暴れすぎたから消された
[4507.058] falcanon: こんばんは
[4515.559] (S)田中脊髄剣田中: バニは転校したよ
[4516.598] tkgnotamago: シベリアンって飛べば簡単に避けれるから騒がれないだけでいざ使われたら普通に怖いよな
[4523.323] 春詩音: バニシングだけにバニシングされたんか…
[4523.943] douban_f89: んっ！EXバニ赤セビ！
[4526.541] siba1ken: バニシングはただの移動技だったのになんでけされたんだろうね？（）
[4528.935] なべつよ: 渋谷ザンギはなんかいろいろヤバそうw
[4540.040] buena_onda11: どぐらさんメインキャラ誰になりそうなの？
[4541.573] 4649funamushi: 質問です。試遊のときラッシュの暗転で入力がとぶの修正されてましたか？
[4546.701] (S)アンコモンたこやき: 普通にキャンセルで使いやすい打撃としてバニ返してほしいな
[4549.441] (S)g_dms: 足立区ザンギはめちゃくちゃやってきそう
[4550.758] (S)ノーススター: レジェンド近く行っても全然弱ブリッツに確定取られないのか…真似してみようかな
[4561.242] unimel1x: 暗転で入力が飛ぶのって修正可能なんか？
[4565.226] (S)田中脊髄剣田中: 仕様なんだろうなぁそれ...
[4574.177] saddle_67: 高田馬場ンギは1人知っとる
[4575.470] dan_syo: 弱ブリッツマイナスなんぼ？
[4576.370] (S)港区ザンギエフ: ザンギには弱ブリッツ打たない方がいいよ 絶対回してるから
[4579.783] douban_f89: 治しようがなさそう
[4585.966] unimel1x: 弱ブリッツは-4のはず
[4593.091] (S)田中脊髄剣田中: !?
[4594.796] (S)ノーススター: -4ですね
[4598.533] ろぎあす: プログラムの仕様に近いから無理だとおもう
[4607.390] なべつよ: 生駒ザンギはいないんですかね？
[4610.304] 欠損: 原因が分かってないのかな
[4614.108] kuma2455: オラオラオラあ！！
[4617.294] saddle_67: まぁでも暗転せんと絶対止められへんなぁ
[4620.116] ねむお3: 弱ブリッツは-5やで
[4624.140] (S)港区ザンギエフ: マジでバニフラ帰ってこねぇかなぁ〜
[4631.571] (S)ノーススター: なんてことだ…ずっと勘違いしてた…
[4634.384] (S)田中脊髄剣田中: 生駒ザンギは、SFLのお楽しみやって
[4639.038] unimel1x: あれ-5やっけ...すんまへん文字の方々
[4641.259] 春詩音: バニシングのケツけっこう好きやった
[4643.043] 三パチ: ザンギは世界中に偏在してるから
[4648.644] tkgnotamago: バニフラは弱体化したらフツーに許す
[4655.271] nyanyatyuya: チャカ龍烈破
[4656.500] サロム: ウゥン
[4657.950] (S)港区ザンギエフ: 世界に散らばるザンギ使いの魂
[4663.992] miyazawatahu: ザンギウイルスが世界に！？
[4669.453] シュミットひでかず: -5だけど、ヒットストップ短い？すごい反撃ミスる
[4674.075] unimel1x: 両面ザンギ
[4675.724] (S)港区ザンギエフ: ｳｩﾝ…
[4679.011] (M)墾田永年私財砲: 短い
[4684.640] 春詩音: 我、プロレスを極めし者…
[4689.326] (S)ekiben_taro: まぁそれぐらいみんな弱ブリッツ知らんってことじゃんねぇ
[4693.100] tkgnotamago: 散らばった魂は惹かれあいやがて一つとなる(適当)
[4693.973] なべつよ: ゴリスも実質ザンギ
[4695.454] 蒼い人: 可愛い女ザンギ出して
[4695.610] saddle_67: ザンギのケツに興奮するな。でもマノンのメダル5のときの落ちてきた時のケツは凝視しろ
[4696.732] ただのぶいすぽ好き: ｳｩﾝ...
[4700.229] andy30209: うんま
[4702.459] (S)mukubado2: ウゥンの時間だぁー！
[4707.020] mame_riddle: ザンギを覗く時ザンギも
[4720.551] tkgnotamago: こちらを投げてくるのだ
