[4.124] (S)sakusannyo: きたーー
[679.293] ﾆｺﾏﾒ: らだおはまず四天王すらはれん
[679.847] みずきはな: radaoHi
[680.158] jhonnymorimori: 守られるポジション
[680.343] (S)_ひかるくん_: 僧侶なめんな
[681.219] hrk_0417: radaoCry1
[681.456] いのりさん: クフフ
[681.771] toma_ruku_teacher: 名前を知りたい
[681.893] センライ: お前は荷物持ち
[683.664] tubugu: 落ちろ
[684.245] なななこな: ぴったりだな
[684.534] hanbunpurin: らだおは四天王の中でも最弱
[684.834] そふぃ3: ドラクエ？
[685.011] taconomi8888: アスレなん
[685.072] ピーナッツ0328: ヒーラー
[685.750] (S)sora_mameee: お前にぴったりやん
[686.021] miruki_tyoko: らっだぁは村人Aだろ？
[686.481] cookie__2525: すぐ棺桶なるだろ
[687.452] かんめん: ネコネコクエスト
[687.774] ちぃず太郎: パシリ
[688.155] tsu147: 裏切りタイプ
[689.010] じもじ: あ
[689.086] hikage_0324: お前は脇役だ
[692.490] mo_coa: お前ビリやん
[692.846] psycosilver3: 置いてけぼり
[693.667] hrk_0417: radaoPien
[697.950] egeowp: ぼっち
[698.199] miruki_tyoko: らっだぁは村人A
[698.379] もふちゃん: おいてかれてる
[698.623] ﾆｺﾏﾒ: 脇役で草
[698.806] 唐突ならっと: 嘘つけ
[700.034] satowasa: ぼっちやん
[700.178] tubugu: ここでもぼっちか
[700.201] おいでやす: こえ
[701.129] becpac: お前はモブ
[701.201] gyuru22: ヤマト運輸さすが
[701.992] (S)りあるやめる: radaoPien
[702.020] (S)0ox_Q: アスレ放送ですか？
[702.150] rioapr03: wwwww
[703.525] (S)sora_mameee: ぼっちやん
[703.791] tsuruka_: wwwww
[703.865] m_tl_0: お前最弱
[704.191] (S)peng1130: そろそろ周回遅れ
[704.752] matcha_moti: こえ
[705.295] unitaroo_1117: ぼっち
[705.550] おだ_115: 大名行列やと妥当やない？3番目
[705.771] (S)キラキラボシ: wwwww
[705.873] ちぃず太郎: クロネコヤマト
[706.217] おいでやす: 荷物持ち
[706.311] taida_4040: 脇役で臭
[706.321] hanbunpurin: ビリで草
[706.565] そふぃ3: wwwwwwww
[707.052] 0401122: 新人の集まりなんとちゃうん？
[707.252] tonn_donnnnn: 舐められてるな
[707.289] satowasa: ドンケツ
[707.299] aina___10812: www
[707.462] (S)tsuM6G1_: wwwwwwwwwwwwwwww
[707.497] harii_raaa: wwwwwwwwwww
[707.561] hiiiiiiiiiikr: さすがぼっち
[707.718] センライ: もうサクッとは行けてないよ？
[707.781] (S)~MISSING_COMMENTER_INFO~: ライバルキャラ
[708.875] nina_radaaosi: 今北わこらだ
[709.103] かめしん: このねこたちはパーティー組んでるかもだけどらっだぁはぼっちだね
[709.331] (S)0ox_Q: アスレ放送
[709.338] (S)ななしふじ: wwww
[709.444] 抹茶の午後: ｗｗｗｗｗｗ
[710.046] jhonnymorimori: ドベ
[710.586] raorao_82: ハブかれてんじゃん
[710.657] exia_182: wwwwww
[711.995] (S)tukky1208: お前もや
[712.051] (S)惰性さん: ｗｗｗ
[713.144] (S)えりさ_: wwwwww
[714.657] chiteneko: www
[714.920] もふちゃん: www
[715.369] 唐突ならっと: お前もだろ
[715.554] Ichigo_Strawberry15: wwwww
[716.430] お豚様: ぼっちww
[716.528] 虎名: w
[717.293] (S)にわすずめ: wwww
[718.217] tyanponmen0726: www
[718.229] katonaaaa_: 玄人やぞこいつ
[718.275] (S)tsuM6G1_: 優秀
[719.135] ﾆｺﾏﾒ: wwwwwwwww
[719.304] (S)kinari_iro_: radaoHi
[720.049] センライ: いやヤマトさんはねぇ?
[721.636] nina_radaaosi: 同じだろ
[721.917] 0401122: 守られて過ごせ
[722.206] tubugu: いよいよモブだ
[723.357] siragiku_nobaka: お前もだろ
[723.567] Ichigo_Strawberry15: wwwwww
[723.825] ぺーきち: 猫は自由なんだぜ
[723.889] そふぃ3: え
[724.097] mom_0222: 最弱
[724.127] なっしー0812: らっだあさん、これオンラインですよ
[724.333] とても柔らかい猫: ヤマトくんさぁ
[724.370] ajihurai_000: 黒猫こそ先頭であるべき
[725.299] hisamo1001: わこらだ 
[725.414] m_tl_0: 入れ
[725.650] miruki_tyoko: 4番がお似合いだよ
[725.658] ﾆｺﾏﾒ: 目立ちたがりwwwwwwwww
[725.972] hannari_3729: 四天王がチュートリアルて
[726.265] めるめ: 配達急いでんだよ
[726.293] cori5698: wwww
[726.497] satowasa: きたないーん
[726.530] おいでやす: どうやっても主人公になれないらしい
[726.565] (S)many7575: ノアさんはもう昨日やったから
[726.711] (S)peng1130: www
[726.800] yona_0724: wwww
[727.616] hanbunpurin: せっま
[727.808] miyamiya138: わこらだ
[728.369] gyuru22: ヤマトに喧嘩売んな
[728.443] (S)sora_mameee: 有能だから仕方ない
[728.596] hiiiiiiiiiikr: 草野がやだ
[728.600] cacao_316: ランクが低いってことよ
[729.484] (S)norato041197: radaoKawaiin
[729.750] gibdyvjn: radaoKun
[730.159] ちぃず太郎: ww
[730.384] (S)~MISSING_COMMENTER_INFO~: クロネコヤマト敵にするの？
[730.541] w0rkaho1ic: 苔すごそう
[731.825] ラムネ味: wwwww
[732.438] rira_nyan: いそーw
[732.519] ozokunchan: ざっこ
[732.655] rito1725: ww
[732.661] taida_4040: 他優秀すぎ
[733.799] gumi21021: AIなんで関係ないです
[733.835] hana1274: wwww
[734.024] (S)tsuM6G1_: wwwwwwwwwwwww
[734.398] 唐突ならっと: お前にはお似合いだよ
[734.730] いのりさん: キモい虫は餌だぞ
[734.971] babitto: 怒るとこじゃねえｗ
[735.211] そふぃ3: 想像力豊かかよwwww
[735.417] chiteneko: 最弱www
[735.688] (S)peng1130: 絶対いるw
[735.958] nina_radaaosi: 女子かw
[736.022] (S)あ表示名これでいいじゃん: クモの巣だらけやで
[736.604] (S)~MISSING_COMMENTER_INFO~: 猫だぞ？
[736.628] (S)0ox_Q: おおおおお
[736.635] ちぃず太郎: おぉ
[736.829] じもじ: うわぁぁぁ
[737.084] (S)inuyo: 女子かよwww
[737.095] ピーナッツ0328: 優秀なんだよお前と違って
[738.045] aki_mokomoko0209: きれい
[739.812] lightreft1250: ぽまえのほうがきもい
[740.011] butakoro: 猫は虫も咥えるぞ？
[740.012] mom_0222: こわ
[740.256] haruito_222: wwwwwwww
[740.698] miruki_tyoko: 閉所恐怖症にきちぃ
[740.908] gumi21021: いないです
[741.661] ばなばなな: かわい
[741.879] (S)~MISSING_COMMENTER_INFO~: 野良猫って知ってる？
[741.907] (S)真クロすけ: きれいやなー
[741.970] 遅れたディーノ: 今からそんなこと言ってると、、、
[742.123] 虎名: いけ
[742.687] センライ: ぽまえが？
[743.085] toguro_otouto: !uptime
[743.197] exia_182: 女子かよ
[743.440] (M)Nightbot: らっだぁ が配信を始めてから 12 minutes 30 seconds 経過しています。
[744.017] akatuki_1203: 黒猫優秀
[744.544] なまものだもの: わこらだ
[744.680] zaruudonnami: wwww
[744.797] ぺーきち: 後頭部たまらん
[746.961] nina_radaaosi: またたび
[747.037] (S)sora_mameee: 女子かよ
[747.361] seven_0718: お前もキモイぞ
[747.776] gumi21021: おー
[748.663] (S)sirowo_17: ぽまえよりましだよ
[749.166] sisyou3326: お前のこと???
[749.426] toma_ruku_teacher: 顔リアルゥ
[749.434] lemoncheesesource: 野良猫なんて体中ノミだらけだぞ
[751.179] satowasa: だおには似合ってるよ
[751.834] 中原きょうか: ねこらだぁ
[752.086] びーとれくん: わこらだ
[752.210] (S)natsu_mikan_ame: radaoHi
[752.439] 0401122: ネズミ捕まえてこい
[752.642] mikan_san: お？
[752.755] やちよ172: 女子かいな
[753.315] (S)りあるやめる: ぽまえのこといってる？
[753.988] ruchi_13: え
[754.236] taida_4040: やめろし笑
[754.576] w0rkaho1ic: こわ
[754.716] (S)tukky1208: あ
[754.833] アーユン: あ
[755.117] ﾆｺﾏﾒ: えぐ
[755.173] siragiku_nobaka: お前も変わらん
[755.607] raorao_82: やばい
[755.608] yubaharu: ワクワクする
[755.947] ちぃず太郎: :(
[756.339] lightreft1250: マジでかわいいな
[756.387] Ichigo_Strawberry15: こy
[756.659] センライ: 麻薬と同じだよ？
[756.908] 猫又01: あ
[757.051] (S)1chimare: あ
[757.101] (S)たこわささん: SAN値高いぞこのゲーム
[757.671] そふぃ3: え？
[757.851] yona_0724: あ
[757.879] tsuruka_: あ
[757.912] (S)にわすずめ: あ
[758.108] hiyoko_5020_: これどんな世界線
[758.226] くろうるふ: あ
[758.282] san_0917: あ
[759.096] lightreft1250: あ
[759.220] satowasa: あ
[759.445] 犬ﾚ: あ
[759.451] mirina017: あ
[759.640] ozokunchan: あ
[759.675] (S)sora_mameee: あ
[759.705] ちぃず太郎: こy
[759.709] (S)inuyo: あ
[759.873] きのここ: あ
[760.091] (S)rosemary0920: あ
[760.845] ベニマル: あ
[760.858] rainkarin: あ
[760.884] cacao_316: 遅いから待たれとるやん
[760.885] yura_0611: あ
[760.961] 唐突ならっと: あ
[761.017] 紗弥0926: あ
[761.281] w0rkaho1ic: 大丈夫そ？
[761.332] suragulu: あ
[761.350] lii_q13: おいおいおちおい
[761.497] (S)peng1130: うわ
[761.589] ラムネ味: あ
[761.694] (S)kagura_0107: あ
[761.846] (S)惰性さん: あ
[761.927] taida_4040: あ
[761.965] kawasemi2525: あ
[762.072] (S)キラキラボシ: あ
[762.101] (S)りあるやめる: いかにもスギィ！！！！
[762.206] ﾆｺﾏﾒ: えきれいすぎんか
[762.269] クリーンバー: あ
[762.666] sisyou3326: あ
[762.924] tsuruka_: やばい
[762.987] sasimigakuitai: わこらだ
[762.997] yotsuha1218: あ
[763.142] (S)ももかっ: あ
[763.285] tomatina550: あ
[763.315] konayukichan: やっばぁ
[763.492] ajihurai_000: 今までありがとう
[763.511] ちぃず太郎: あ
[764.273] gahahaaaaa: あ
[764.287] (S)tsuM6G1_: あ
[764.457] babu_z: あ
[764.495] kamimi339: あ
[764.503] kagura_kiba: あ
[764.536] sunomono8: あ
[764.592] (S)peng1130: あ
[764.679] (S)にわすずめ: やめて
[764.705] raorao_82: 滑ろ！！
[764.786] いぬひよこ: やめてぇ
[764.919] sisyou3326: や
[765.032] miruki_tyoko: あ
[765.106] sumikko_ai: わこらだ
[765.195] nekonaaa: あ
[765.575] rara_2024: あ
[765.624] chike0614: あ
[765.743] ピーナッツ0328: 猫
[765.976] toma_ruku_teacher: あ
[766.240] ﾆｺﾏﾒ: わお
[766.275] m_tl_0: あ
[766.352] (S)many7575: おちるやつ
[766.480] hanbunpurin: あ
[767.352] はるきゃべつ: あ
[767.378] みやたぁ: あ
[767.415] Ichigo_Strawberry15: あ
[767.461] aina___10812: こy
[767.523] mitoya_1115: あ
[767.540] syrup_rc: あ
[767.567] satowasa: やだ見れな
[767.575] haruito_222: あ
[767.621] みりンゴ: あ
[768.022] sisyou3326: ｱｱｱｱｱｱｱｱｱｱ
[768.047] もふちゃん: あ
[768.431] mo_coa: あ
[769.223] tanbochann: あ
[769.262] gato_syokora: あ
[769.331] (S)tukky1208: あああああ
[769.598] (S)ななしふじ: あ
[769.673] jhonnymorimori: あ
[769.738] 唐突ならっと: にゃぁぁぁぁん！！！！！
[769.795] tomatina550: ねこおおおおおおおおおおおお
[769.864] bluepanda0603: あ
[770.041] タス乗り初心者: あ
[770.108] harii_raaa: あ
[770.262] akatuki_1203: めちゃ綺麗だな
[770.547] (S)peng1130: あー－－
[770.718] (S)てぃやんでい: あ
[770.778] ギンナン: あ
[770.782] Riisu_amms: あ
[770.921] wantikin: あ
[771.142] maruhumo: あ
[771.165] (S)0ox_Q: 終わったな
[771.379] (S)inuyo: radaoRIP
[771.428] ayunosioyaki0223: あ
[771.448] おいでやす: あ、らだお〜
[771.496] (S)many7575: いやああああああ
[771.521] ピーナッツ0328: あ
[771.764] huuuyooo: 危ない
[772.046] 0707_shinn: あ
[772.144] yubaharu: あ
[772.275] yona_0724: あああああ
[772.487] ちぃず太郎: やめてえゑ
[772.792] 21_leonnnn: きた
[772.863] lemoncheesesource: あ
[772.892] katonaaaa_: あ
[772.961] ozokunchan: ﾆｬｰﾝ
[772.995] (S)のせ太郎: ああああ
[773.012] クリーンバー: 死んだぁーー
[773.061] ゐのうえ: あーーーー
[773.130] ﾆｺﾏﾒ: あー
[773.318] (S)peng1130: あああああ
[773.580] unitaroo_1117: あ
[774.051] m_tl_0: 見下されてる
[774.225] ゆあたまご: 悲しい
[774.332] ホトトギス: あああああ
[774.406] mashiro0131: あ
[774.535] (S)uni_mm: ああああ
[774.553] (S)kagura_0107: あああああ
[774.556] (S)にわすずめ: ああああああああ
[774.731] kamimi339: ああああああ
[774.980] ぺーきち: フワッと
[774.994] ちぃず太郎: やぁぁあ
[775.028] 0401122: クロネコヤマト宅急便を敵に回したぞお前
[775.221] wpj575: radaoHi
[775.235] harii_raaa: あああああああああ
[775.271] そふぃ3: ええええええええ
[775.465] hamiy1125: あ
[775.743] Amam1ya0000: かわいそう
[775.766] shityousya: あ
[775.909] アーユン: あああああああああ
[775.951] あすかだよぉ: やだー
[776.000] mimizu_ikoi: 猫って2色しか見えないらしい
[776.032] 中原きょうか: ふぇぇええええ
[776.151] Riisu_amms: あああああああ
[776.243] hikage_0324: うあ
[776.477] aina___10812: ああああ
[776.567] (S)many7575: ぬこおおおおおおお
[776.598] tsuruka_: あああああああああ
[776.618] havanero_yamy: らだおーーーーーー 
[776.721] いぬひよこ: 800m
[776.777] siragiku_nobaka: さようなららだお。
[777.079] もふちゃん: ああ
[777.299] ajihurai_000: あー
[777.301] gumi21021: あ
[777.378] taconomi8888: そういうゲームなんかよ
[777.467] raorao_82: あーあ
[777.520] (S)sora_mameee: にゃぁぁぁぁ
[777.539] ra_ra_ra_ra_: ｲｱｧｧｱｱ!!!!
[777.657] (S)norato041197: あー
[777.748] myugi39: あああああああ
[777.778] rioapr03: ああああああ
[777.800] shi__409: あ
[778.014] chiteneko: あ
[778.061] ruchi_13: あー！
[778.140] (S)あ表示名これでいいじゃん: 爪をとぎすぎたばっかりに、、
[778.155] katonaaaa_: いやぁぁああ
[778.208] ねねねい: ムービーはまっずい
[778.251] tyanponmen0726: ああ
[778.263] (S)0ox_Q: あ
[778.268] 唐突ならっと: ぁぁだぁぁ！！
[778.318] marumuudesu: あああ
[778.474] 猫又01: あああああ
[778.497] とまとかれー: ああああああああ
[778.519] hanbunpurin: あああああ
[778.876] ワンダー0924: wwwwww
[778.941] そふぃ3: こわすぎる
[778.949] Ichigo_Strawberry15: radaoCry1
[779.084] やちよ172: あ
[779.094] はるきゃべつ: あ、
[779.101] taida_4040: あえ
[779.143] dynamite_bunbun: さよなら
[779.191] お豚様: あああああああ
[779.245] waraashi: あああああああああああ
[779.250] akita_210: ぁぁぁぁあ
[779.307] kawasemi2525: ああああああ
[779.435] 佐野ちャん: ああああああああ；；；；
[779.486] おいでやす: 裏切られたらダオ
[779.499] kagura_kiba: あああああああ
[779.675] みりンゴ: うわあああ
[780.183] harii_raaa: あああああああああああ
[780.212] mo_coa: あああああ
[780.358] YodoRa: ああああああああ
[780.362] (S)baceneKo: radaoHi
[780.393] (S)river_shallow: お前が最弱だったか
[780.415] とりここ: あ
[780.466] クリーンバー: あーー
[780.492] (S)つむじのきもち: wwwwwwww
[780.521] (S)asagi51: あああああああああ
[780.585] (S)あぷあぷえる: あばよ
[780.600] syrup_rc: ああああああああぁぁぁあ
[780.631] (S)リンゴ雨: 研いだからだぁ
[780.819] (S)えぬあい: radaoCry1
[780.861] (S)0ox_Q: ああああああ
[781.046] kujirai___: radaoCry1
[781.050] センライ: ぽまえみたいな人生だね
[781.132] (S)惰性さん: あああああ
[781.234] ft2828: 好感度足りん
[781.284] (S)にわすずめ: radaoCry1
[781.335] ﾆｺﾏﾒ: これ映画で見たシチュ
[781.348] (S)ななしふじ: radaoCry1
[781.415] (S)gakuto1007: あ
[781.417] lightreft1250: radaoCry1
[781.452] ラボア: ああああああああぁぁぁ
[781.459] rira_nyan: ああああああ
[781.564] らお3: うああああ
[781.579] リライトパンダ: w
[781.801] roro_san090: ああああ
[781.805] mitoya_1115: ああああああああぁぁぁ
[782.034] じもじ: ぐちょ
[782.038] ベニマル: radaoCry1
[782.048] bunchaan: あああああああ
[782.256] クリーンバー: あああああああ
[782.268] ちぃず太郎: 殺すな
[782.278] (S)kagemoegi81: あああああ
[782.287] (S)ｵﾝ: あああああ
[782.290] かたくなったわたがし: ﾌﾝ…
[782.353] みかぬです: あああああ
[782.382] lemoncheesesource: 痛い
