[16.618] tsukikage_saga: ウメちゃんおはよう
[5792.007] tabibitox: ｵｱｰ
[5795.860] teruharu_: オアー
[5796.781] pot1111111: なるほどなぁ
[5797.973] ancehutn: いいキャラやん
[5800.264] ry0444: ももちは自分でそう言ってる
[5800.950] mike39cc: なるほど
[5802.165] (S)マンゴスチン: くさそう
[5803.613] シミズム: いちいち選ぶフレーズが面白い
[5804.052] (S)right_8: オギャー
[5804.085] buildingoodman: しっくりきた
[5804.182] ガヤン0521: どうせ気づくはそうだよね
[5805.999] gajonaori: オアーオアー
[5809.641] (S)playatlas: 頭めっちゃよさそう
[5810.455] (S)yut7xot8: DJ批判はやめましょうか
[5810.822] くまたく: LOLのなんかのキャラの全一だったよねササモさん
[5811.068] esutark: ももちは忍
[5811.744] loopy000401: お礼はホタテだよ
[5812.026] thefrozensun_: あれ、この景色みたことあるぞ…？
[5812.688] kinama_92: ささも君絶対頭いいよなぁ
[5814.110] berurusuko: 強みを押し付けるキャラか
[5814.268] (S)blupon06: 叙々苑弁当？
[5815.612] 新ころりん: バイソン臭はわかりやすいな
[5816.027] Opening_Runner: これはSFLスパーしてあげないと
[5816.089] arotadiph: 再春館なんだ
[5819.447] sdy_hs: お弁当二つ用意しないと
[5820.573] (S)apacheconf: ささも君の喋りおもろい
[5824.638] monpiipop: やっぱケンなんかな
[5826.017] ねろ_555: 喋り上手いなあ
[5826.123] nail06k: 喋りイイ
[5827.373] sh1zuku716: lizpexZyo
[5830.087] (S)jusankokuki: ケンのくせにｗ
[5831.151] WhiteShoreDrive: くせにｗ
[5831.682] naginagi99: ケンのくせに弾を！？
[5831.949] (S)kani7321: ケン側の弱点は配信外でもにぃに教えてあげてね
[5832.617] homoludens8: ケンのくせに草
[5833.237] icyblue1985: ノイズになる
[5834.480] ram_doggo: ケンの癖にｗ
[5835.501] (S)2youyou2: ケンのくせによぉ
[5836.019] (S)~MISSING_COMMENTER_INFO~: リュウの玉ほしくない？ｄｊ線
[5838.424] chipstar9: ケンのくせにw
[5839.084] niemalsaufgeben: 弾よわいくせにｗ
[5839.325] (S)箸くれ: 無いも同然といいつつちゃんと弾使ってる王
[5839.769] crownin_fumizuki: 生意気だぞ？
[5841.113] sndkzfm1: 再春館はいぶし銀とパートナーシップ契約結んでる
[5842.230] 新ころりん: 今年はシュートとささも君で再春館勢に世話になってるね
[5844.486] ramenbrake115: 今こんなにこやかなささも君も今年は◯モ社長の元で働くんだよな…
[5845.385] (S)moyashi117: ケンが玉うつなっての
[5846.025] てぃけーチカ: 中級者基準だとケンよりDJだと思って使ってるけど、最上位だとそういう考え方になるのね
[5847.867] MasturBT: けんのくせに
[5855.090] arotadiph: ケン使い目の前にしてｗ
[5861.473] teruharu_: プロの会話おもしろなあ
[5861.945] berurusuko: キャミィ入れ替えすぎやろあれ
[5864.063] edgawatinpo: ときどが選んだケンを信じろ
[5864.589] lun__01: ジュリそこまでかなあ
[5864.683] valhalla5555: まーじか
[5866.506] coconuts3tu: えいたvsDJ探して鑑賞しない？
[5867.766] ry0444: キャミィは特に上位にいける感じ
[5870.517] naginagi99: なんだかんだキャミィのODで抜けちゃうの良いほうに転がったんだな
[5870.959] pot1111111: この子は目をかけてやってほしいね
[5871.311] kaigaizei: いや面白いね
[5871.995] (S)蝉時雨: パーフェクト戦士
[5872.012] tktkappaking: インパクトにも強いしね
[5872.611] (S)2youyou2: パーフェクト戦士
[5872.687] crytina: ジュリの評価ささもさん高いよね
[5873.556] shellfish55: ルークそんなに？
[5874.883] john117_s: ときどケンは話半分
[5875.124] sndkzfm1: 神
[5875.482] ys120: マゴさんが選んだ女
[5877.634] ebikatsu39: キャミィジュリのマゴさんは熱い
[5878.397] niemalsaufgeben: ジュリは全対応感ある
[5880.500] MasturBT: 面白い
[5883.943] (S)playatlas: ｽｺﾞｲ
[5884.668] (S)ババシャツ: 5神w
[5884.887] 皇帝ルル: ジュリの遅い弾対処できない・・
[5884.925] (S)johndoe6523rp: たわけ5神
[5885.235] (S)alice_in_jp: たわけ
[5885.772] 母の日ですお母さんに: ODで入れ替えてくんのほんとよくないキャミィ
[5886.223] naginagi99: アイツチョトスゴイ
[5886.444] goroutai: スト65神
[5887.719] kaigaizei: 身内に最強JPいるしな
[5890.660] (S)蝉時雨: ｽｺｲ
[5892.859] とぷろ: キャミィのODスパイクで入れ替えするのなんなん
[5893.377] sonic_chop: ｗｗ
[5893.688] valhalla5555: ｗｗ
[5893.848] oleo0227: いぶし銀だと翔いるしね
[5894.425] uriuri77777: 今でしょ
[5895.029] (S)BATAKE21: 人によってバラけるよなあ
[5895.105] iwaisi: ｗｗ
[5895.254] (S)~MISSING_COMMENTER_INFO~: ｗｗｗ
[5895.541] tamayugek9: すごい（たわけ）
[5895.800] ~MISSING_COMMENTER_INFO~: 順平・・・
[5895.834] rt340: w
[5896.077] WhiteShoreDrive: 疑問ｗ
[5896.747] monpiipop: www
[5896.886] icyblue1985: ｗｗ
[5898.430] ガヤン0521: 今強いは重要
[5898.662] (S)gazesd: 翔とかいう存在
[5898.769] (S)~MISSING_COMMENTER_INFO~: ほんとにィ？
[5899.448] 霧月むげつ: 今きついんだよ！！！
[5899.594] ys120: 懐疑派
[5899.603] hotsumaowo: ｗ
[5901.521] blackcoffee0821: ほんとですか？
[5903.939] ry0444: 対策されても強いキャラかもね
[5905.223] みゃおお: 母数の問題だと思うがなぁ
[5907.099] rindou_22: ウメちゃん？
[5908.347] kiton_taichi: マゴさんの持ちキャラだからね
[5908.712] gorooon: 信じていいんですか？
[5910.806] teruharu_: ｗｗｗ
[5911.623] ramle_39: だって身内にやばいのいるもんね
[5911.667] gorilla_osaka: ささもん長く格ゲーやってないから
[5912.126] ネフェ: ジュリは弾キャラに弱いけどな
[5912.745] cubespin: ｗｗ
[5914.520] potocki1810: ｗｗｗ
[5915.245] momiji4431: ｗｗｗ
[5915.634] (S)dorayann: ｗｗｗ
[5916.788] blackcoffee0821: あいつw
[5918.786] homoludens8: 信じて！
[5919.536] Opening_Runner: CAPCOMの方針まだわからないしどうなるかなぁ
[5920.262] ry0444: 翔君は人つよがある
[5921.463] りあ仮称: ウメさんの硬派行動
[5921.500] lun__01: キャラ論議いいねw
[5921.781] sndkzfm1: あいつさぁ
[5923.781] gintokutwitch: リーダーから連絡ない？
[5923.888] WhiteShoreDrive: やっぱりつよかった系
[5925.917] えーひろ: アンチおったかー
[5928.950] naginagi99: JPはハイスペックなダルシムだから、強いよｗ
[5929.503] Ochimusha123: JP絶対許さないマン
[5932.305] oleo0227: DJにはリニアがあるはずなのに
[5934.920] Ritu654321: DJもジュリも弾はきつい
[5935.249] tabibitox: ワープだしな
[5936.311] (S)yut7xot8: カケルの圧か、、、
[5938.571] teruharu_: 大魔王かけるくん
[5939.737] (S)jusankokuki: やはり翔のせい・・・
[5941.068] tegeyodaki: 社長の圧は・・・？
[5945.975] 今井みどり: 純也さあ
[5948.079] pot1111111: ウメちゃんとこんなにしゃべれてるのも凄い気がする
[5948.877] (S)蝉時雨: 社長から
[5954.274] MasturBT: 今年は翔の年
[5954.572] ry0444: 翔君はインパクトもステップも通らないから
[5955.769] tosshy_type89: ネモさんからお話が来るぞ
[5963.669] ramenbrake115: 社長に潰されないでね；；
[5963.838] (S)蝉時雨: これ以上は言い過ぎだよ〜
[5966.067] tktkappaking: 翔くんが圧倒的にJPの中でうまいからね
[5969.118] takahashiseigi: ウメさん、結果欲しいプロは今勝ちたいんやで…
[5969.507] shifoncafe: ぶっちゃけた
[5973.378] sh1zuku716: ほう
[5974.170] lun__01: そうね
[5977.057] samidare8: やっぱ勝ちたいなら強キャラだよね
[5978.118] sh1zuku716: メモメモ
[5978.421] (S)moyashi117: みんなそんな感じなんだね
[5979.244] (S)ColinDeMalmanche: だれは？
[5981.842] demonbane_twosword: 納得の面々
[5982.438] (S)johndoe6523rp: たわけ6神
[5982.496] sistersguitarreplica: まあそうなる
[5983.381] taroru3: ささにい話おもしれぇな
[5983.625] moririka755: 固まりつつあるね
[5983.673] sndkzfm1: キャラランクは皆んな配信で話してるからなぁ
[5983.739] niemalsaufgeben: 大体同じ考え
[5985.831] kusatarooo: 春麗 
[5986.859] りあ仮称: そろそろネモさんから連絡が
[5987.635] pekusuyada: その中でもやっぱケンはむずくね？
[5988.184] (S)gorogorogorn: ガイルどこいった？
[5988.538] pinkdark01: たわ６
[5989.490] (S)towai8: ゴワス...
[5990.197] merkava_mk2: たかし…
[5991.656] (S)たまたまちんたま: ガイルの評価聞きたい
[5992.321] ebikatsu39: 尻キャミィこそ至高
[5992.970] (S)kogejirou: RyuChamp
[5997.789] kawayu1038: 有料級の対談ですね！
[5998.173] ry0444: プロのキャラ対これからだしな
[5999.000] ancehutn: 楽しみやなあｗｗｗ
[6000.080] valhalla5555: えぐそうｗ
[6000.166] sagantosu0719: 春麗はどうなの？
[6000.878] shellfish55: 豪鬼たしかにやばそう
[6001.034] shifoncafe: らーしーどー
[6001.075] tabibitox: 9500だとは思う
[6001.145] potocki1810: なさそうｗ
[6002.067] pot1111111: 確かにｗ
[6002.219] yam1351: 結局ガイル影薄いな
[6002.773] ram_doggo: ラシードにも震えろ
[6003.064] sndkzfm1: ラシードだよ
[6003.245] (S)~MISSING_COMMENTER_INFO~: ウメ豪鬼たのしみだね
[6003.779] kazurock69: まあガイルは厳しいか
[6004.117] lun__01: 豪鬼体力10000あるか
[6004.523] taroumaruh: 怖いよぉ…
[6005.024] WhiteShoreDrive: うーんｗ
[6005.055] iwaisi: やべーやつがくる
[6005.814] buildingoodman: ウメ豪鬼
[6007.633] 皇帝ルル: ラシードも怖そう
[6009.985] (S)yut7xot8: ウメ豪鬼期待だね〜
[6010.537] icyblue1985: とんでもない豪鬼みたいわｗ
[6013.057] (S)chachachakoma: たしかにこわいなぁ
[6013.168] ogisaka: このゲームの豪鬼どうなっちゃうんだろう・・・確かに！！
[6013.759] mike39cc: なるほど
[6014.078] domontyan: 豪鬼はそうとう強そう
[6015.067] 157655: 良い人だけどそれだけとフラレるリュウさん
[6016.478] とぷろ: ラシードは
[6017.641] UCNOVA: 豪鬼やばそう
[6018.932] naginagi99: べつに体力多少低くても火力正義なゲーム性だから変わらん気する
[6020.097] tktkappaking: 低いも個性だしありそう
[6021.550] 墾田永年私財砲: 逆に豪鬼が10000なのであればある程度安心できそう
[6023.234] toki0823: 豪鬼はラッシュえぐそう
[6025.545] shellfish55: 最初ぶっ壊れで炎上してほしいｗ
[6026.167] あり0221: ときどのゲームになっちまう
[6027.615] taroumaruh: ウメちゃんはファン好きだからアキ気になってる
[6028.760] takahashiseigi: ケン並みに、エグいだろうね
[6029.532] crytina: 瞬獄殺終わってそう
[6031.458] shifoncafe: 草
[6032.841] crownin_fumizuki: ｗｗｗｗｗ
[6033.119] sh1zuku716: ごうきは体力低いの盾にしてくるか
[6033.412] kiton_taichi: 体力10000の豪鬼
[6034.581] (S)osarusan26: DLキャラで一番強そうなのは豪鬼だよなぁ
[6034.804] うちにし: w
[6034.973] teruharu_: ｗｗｗ
[6035.595] やく満: BibleThump
[6036.008] tegeyodaki: ｗ
[6036.502] ry0444: その前にラシードよ
[6036.872] tabibitox: 一般人たかし
[6037.200] blackmark2: でもガイルはホンダのケツに対空出来て5000もっていけるよ
[6037.460] lun__01: たかし…
[6038.421] tosshy_type89: LUL
[6038.720] 皇帝ルル: 歴史が変わる瞬間
[6039.466] damumeta: 低体力なら逆にとんでもねー性能になるぞ
[6039.562] (S)箸くれ: たかしーーーーっっ
[6039.939] valhalla5555: ときどが待ち望んでる
[6040.746] kaigaizei: 逆に多くしよう
[6040.771] あさつき教: リリーより体力少ない豪鬼とかｗｗ
[6040.860] みゃおお: いや瞬獄殺あるから無理だろ
[6041.997] icyblue1985: たかし・・・
[6042.265] ancehutn: たかし；；
[6042.516] れんぞね: たかし…
[6042.533] (S)マンゴスチン: たかし。。。
[6042.772] (S)蝉時雨: 名前も変わるしな
[6042.946] verity225: うまい言い回しするな
[6043.186] ~MISSING_COMMENTER_INFO~: たかし…どうして…
[6043.615] (S)hakuchi11: たかし...どうして...
[6043.823] (S)blueplanet96: タカシ。。。。
[6044.287] TOMATOKANA: BibleThump
[6044.752] niemalsaufgeben: たかしは主人公でも・・・
[6045.108] kobetaf: アベル・・・
[6049.372] りあ仮称: たかしは殺意に目覚めるから
[6051.158] chari3: 豪鬼1万だったらリュウが完全にいらない子に
[6051.254] gintokutwitch: ブラックカード持ってるだけだから
[6051.628] (S)chachachakoma: リュウ主人公じゃないなら強くしよっか
[6051.798] (S)latenight000: 豪鬼「もう、リュウはええわ、時代はルーク、ルークくんは殺意にご興味は？」
[6052.921] friendbakery: ラッシュ瞬獄殺えぐそう
[6053.851] (S)黒光り肉の: ささも自分の考えがしっかり言えてセンス感じる
[6054.734] えーひろ: ゴウキラシードに震えが止まらんよwww
[6055.001] sndkzfm1: そうなんよね
[6055.009] shellfish55: たしかに！
[6055.482] shifoncafe: 語るねぇ～
[6057.834] (S)yut7xot8: 分析力すげーーな
[6058.105] (S)kogejirou: RyuChamp
[6059.470] (S)gorogorogorn: 深読みするねえｗ
[6059.895] うおおろーど: 切り返しがうまいなぁ
[6062.706] thefrozensun_: 考察おもろいなあ～
[6063.087] (S)jusankokuki: 違いを出してきたか
[6063.396] hato_pizza: ゲームとしてみてるのねえ すごい
[6063.642] sndkzfm1: ササモくんは鋭いなぁ
[6064.498] lun__01: ラシードもやばそうだなw
[6065.579] totsuoji: 主人公はリュウじゃないのの説得力やばいな
[6066.756] taroru3: 作者の気持ち
[6068.153] MasturBT: カプコンやる気だ!
[6068.907] kinama_92: 話うめぇなぁ
[6070.900] beautiful_life_ohoh: Who is that guy?
[6071.692] prisira: たわけビースト
[6071.733] shellfish55: 考察が鋭いｗ
[6071.970] hoihoi101010: 話うまいな
[6072.584] (S)蝉時雨: それな
[6072.598] (S)kani7321: もにぃ分析しすぎてておもろいw
[6072.799] ~MISSING_COMMENTER_INFO~: 再春館ささものストーリー考察チャンネル
[6073.190] taroumaruh: やってそうよな
[6073.219] mentp: リュウの使用率も６で陥落したよね
[6073.786] WhiteShoreDrive: もにぃ普通に話もおもしろいなｗ
[6074.707] emu773: そんな感じするな
[6076.052] (S)~MISSING_COMMENTER_INFO~: ｊｐみたいなやつストリートで会ってたまるか
[6076.631] niemalsaufgeben: 別の格ゲーから人いれるために色々やってる
[6077.641] tamayugek9: おもしれえ話だ
[6078.065] ankake2: JPおまえ格闘しろ
[6078.179] kiton_taichi: ネモさんの魂キャラ
[6079.814] 10orq: もにぃ良いね
[6080.399] kaigaizei: 「これが新しいストリートファイターだ」って運営のメッセージJP
[6082.455] Myr_: who is that person
[6084.274] ry0444: あらゆる格ゲーの要素があるのよな
[6084.456] tama_ko: 今作はギルティとかメルブラに似た要素多いよね
[6085.300] nokekogann: sasamo
[6088.079] あり0221: それくらい新しくして良いって言ったのもウメちゃんだし適応するだけよね
[6090.202] naginagi99: 夏以降に出るキャラたぶんやばいよなあ
[6090.270] samidare8: JPとテスタメントは当て身のモーションも同じポーズ
[6092.619] mu_chan: ラシード戦いたくないなぁ
[6093.299] ちょうど良いです: ササモくん一生話せそうだなw
[6094.401] sh1zuku716: ネモさんがJPしっくりくるってそういうことか
