[1.846] (S)ひなづき0712: わだこら!!
[1043.266] しゃあろっく: radaoHi
[1045.998] o_0nigir1_o: 今北わこらだ
[1049.102] 青いアフロ: いきなりバンとか来たら死ぬ
[1050.662] pikajun_dx: どう入れたんだその車
[1051.701] 愛の林檎: 不安になる音
[1053.680] sosko3260: 今北わこらだ 
[1057.279] many7575: 車ライトでてらすとか？
[1061.372] (S)れなのすけ: れなのすけ subscribed at Tier 1. They've subscribed for 8 months, currently on a 8 month streak! 
[1061.557] 労い: こy
[1063.249] ngorongoroci19: radaoCry1
[1064.276] ぶるすく: ﾃｴｲ 
[1067.120] k1nak0_13: わこらだ
[1068.500] おつむぎぃ: あ
[1068.930] nasu_nameko: こｙ
[1071.184] オレオおおおおおお: おお
[1071.244] (S)dhisan_ino: 敵はエレベーターの先かな？
[1071.252] alcoholsyodoku: 音が不穏すぎる
[1071.448] しじみエキス: 急に来んのかな
[1071.695] batu_0009: え
[1073.103] (S)AoironoMalco: 形とか？
[1073.853] kaito_0310: こy
[1074.584] 雨傘ライ: え
[1074.895] natane0958: こy
[1076.258] たこのめ: radaoHi
[1077.655] ayunosioyaki0223: www
[1077.757] ngorongoroci19: ks
[1078.767] yuasee: wwww
[1078.781] (S)sora_mameee: ｗｗｗｗｗｗ
[1079.418] オレオおおおおおお: wwww
[1079.928] shin0_25: こy
[1080.819] 愛の林檎: wwwwwwwww
[1081.767] itoido: ｗｗｗ
[1081.777] nattu__: radaoHi
[1081.875] えりさ_: www
[1081.978] kotetsu_yuzu0108: wwww
[1082.337] れむら: wwwwwwww
[1082.613] やぎめにゃっ豆: www
[1082.616] (S)nobume0v0: www
[1083.016] crowsuke96: ｗｗｗｗｗｗｗｗｗ
[1083.246] ewokakou: wwww
[1083.597] 白玉のハルハル: www
[1083.797] さち_: w
[1083.915] ぶるすく: ｗｗｗｗｗｗ
[1083.980] kado_kd: 音怖すぎる
[1084.050] (S)Ruria00: wwwwwww
[1084.271] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗｗｗｗｗｗ
[1084.504] (S)リムヲ: wwww
[1084.519] akai_ringo_daaaa: ww
[1084.710] yuasee: wwwwww
[1084.794] halcloud: wwww
[1084.957] ura__5: wwwwwww
[1085.030] yukamuta: ｗｗｗｗ
[1085.286] yururano_0: wwwwwww
[1085.352] ｺﾄﾐｱ: wwww
[1085.361] warabimoti42: wwwww
[1085.433] (S)あるみ屋: wwwwwwwwww
[1085.651] itoyu_62: wwwwwww
[1085.998] 脳内人格者タルパーちゃん: 君の名は
[1086.064] 心1203: wwww
[1086.122] rislo_tto: えぇwwwww
[1086.139] 少納言あずき: 我が名はアシタカ！！
[1086.178] puyopuyokun: www
[1086.233] 労い: wwwwwwwww
[1086.301] 愛の林檎: ちょっとおもろい
[1086.347] まだら25: wwwwww
[1086.426] shi__409: wwwwww
[1086.450] setsunananoda: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[1086.456] しじみエキス: w
[1086.541] ミィリス_0318: www
[1086.545] itoido: ｗｗｗｗｗｗ
[1086.574] sakuranoomoti: wwwww
[1086.743] クマんじゅー: ww
[1087.254] 犬ﾚ: wwwwww
[1087.279] (S)わらびもち_11: wwwwww
[1087.497] たくみん_1: ｗｗｗ
[1088.255] omuraisu_nana10: わこらだ
[1088.271] kotetsu_yuzu0108: wwwww
[1088.361] どあちゃさん: wwww
[1088.390] (S)m_sakuta: 笑笑笑笑笑笑
[1088.431] taakatuki1024: www
[1088.450] 愛の林檎: wwwwwwwww
[1088.588] renkuwa0331: www
[1088.732] ~MISSING_COMMENTER_INFO~: 利敵
[1088.968] (S)七蝉: wwwwwwwww
[1088.994] えりさ_: wwwwwwwwwwww
[1089.337] (S)あるみ屋: wwwwwwwwwwwwwwwwwwwwwwww
[1089.422] きのこのこぉ: wwwww
[1089.550] _ゆずれもん: wwwww
[1089.560] (S)もあり: wwwwwww
[1089.604] rya_ya: wwwwwwwww
[1089.789] (S)hqll_dayo: ｗｗｗ
[1089.799] リライトパンダ: w
[1089.808] mizusakura0326: wwwwwwww
[1089.878] (S)tnkmtnr: いまきたわこらだ
[1090.038] (S)リムヲ: ホンモノですw
[1090.117] yakari_sk3: wwwww
[1090.119] 白玉のハルハル: wwwwwww
[1090.150] motizunnda: wwwww
[1090.262] kado_kd: wwww
[1090.580] hime_rate: www
[1090.746] crow_0226: www
[1090.827] おつむぎぃ: ｽｯ…って出すやんwww
[1091.348] 暇な爆弾魔: wwwwww
[1091.538] mk_37564: 床に番号ないね
[1091.641] fk3526: www
[1091.851] kokubot_ch: wwwwww
[1092.064] (S)AoironoMalco: wwwww
[1092.087] gakuto1007: wwwwww
[1092.100] (S)あかね0313: www
[1093.118] eboru0915: わこらだ
[1093.836] しじみエキス: 流れるように
[1093.872] 白玉のハルハル: 閉めたw
[1093.936] aya1207_: なんでしめるん？
[1094.220] (S)みら_1125: わこらだ 
[1094.802] あく____: さりげなくwwwwww
[1096.917] (S)あるみ屋: 嫌がらせやんwwwwww
[1097.451] kosei000: wwwww
[1098.349] たこのめ: !member
[1098.471] (M)Nightbot: [solo]
[1100.258] mizuno0624: wwwww
[1106.071] aya1207_: radaoHi
[1108.602] kosei000: たしかにどうやって車入れたんだ？
[1111.858] 3ringoame: radaoCry1
[1117.048] ruuga_1113: 初めて観る
[1117.973] ngorongoroci19: radaoCry1
[1119.894] rislo_tto: radaoCry1
[1122.155] kaneki_sai_: radaoCry1
[1123.108] komayyu: radaoHi
[1124.886] kado_kd: 音怖
[1125.431] 脳内人格者タルパーちゃん: coco
[1125.960] ちゅるちゅるぅ: radaoCry1
[1128.892] nya_san0829: わこらだ〜 
[1128.899] (S)ねううう: わこらだ
[1129.707] (S)みんてぃぁ: www
[1130.069] eichan_2470: wwwwwwwwwww
[1131.857] aya1207_: こんちゃんか！？
[1132.543] 格好いいよねロックマン: みどりくんはいずこに
[1133.030] kado_kd: wwww
[1133.192] (S)あるみ屋: wwwwww
[1134.717] 白玉のハルハル: 雰囲気めちゃこわ
[1135.641] kado_kd: ほんとか？
[1136.130] 雨傘ライ: www
[1136.718] ll_nx9: わこらだ~
[1137.229] tatetato: わこらだー
[1138.774] warabimoti42: wwww
[1140.461] 3939244: 人間不信
[1145.478] peng1130: わこらだ今北
[1146.335] milk_2_7: わこらだ
[1146.594] ngorongoroci19: 高そうな車がww
[1147.307] 愛の林檎: 車ぺちゃんこやん
[1150.215] at_22_7424: わこらだ
[1150.449] 脳内人格者タルパーちゃん: radaoMidori
[1151.029] youcan1201: 位置と色であってそう？
[1153.656] kado_kd: 黄色無いよねやっぱね
[1153.985] おつむぎぃ: 車で爆走しようとしてない？
[1154.794] (S)あのまの: 異世界なんだっけ
[1157.504] ~MISSING_COMMENTER_INFO~: わこらだ
[1161.772] rya_ya: あってるんかい
[1162.324] 愛の林檎: ね
[1162.672] 青いアフロ: 単体行動ドッキドキ
[1163.492] 甘酒大好き: radaoHi
[1163.689] aya1207_: じゃあそうやん
[1163.722] rislo_tto: じゃあ違うんじゃね？
[1164.964] (S)あるみ屋: 合っててわろた
[1166.045] peperonchi_no0127: わこらだ
[1168.946] border_listener: わこらだ 
[1169.785] setsunananoda: あてずっぽ推理
[1170.922] aira_iiyo: わこらだ
[1172.683] ngorongoroci19: あってるぅぅ
[1173.675] koma_428: わこらだ
[1173.891] クランベリーオカダ: radaoHi
[1174.809] shishamo1015: 今北〜、わこらだー 
[1174.929] aira_iiyo: radaoHi
[1176.555] とうむ: わこらだ
[1182.123] tukky1208: くっら
[1183.112] rislo_tto: くら
[1183.329] kado_kd: くっら
[1183.457] aya1207_: 推理Music
[1183.502] sakuranoomoti: くっら
[1186.024] omoti_415: そろそろ来そ
[1186.249] mikan_san: こy
[1187.761] many7575: 上のパイプの色は？
[1187.819] おはぎちゃん_: 今北
[1187.962] kotetsu_yuzu0108: くっら
[1190.962] adsordu: 上の鉄骨みたいな奴色4色なかった？
[1191.178] (S)ログリア: わこらだ
[1191.815] pottkin: 黄色は選択肢に無いって事？
[1191.955] わさびぬきで: わこらだ〜
[1192.069] mayupapepon: こわわわわわ
[1195.045] narunaruchan4: くら
[1195.362] koma_428: ホラゲか…
[1196.558] utoi_hito: ここってエンティティおらんのかな
[1199.538] tapioka5525: くらー
[1200.837] gorilllla08: わこらだ!!!
[1209.319] oreyade7: わこらだ
[1210.896] (S)AoironoMalco: 形とかじゃない？
[1212.524] 愛の林檎: 敵おらんのかな
[1214.430] denou777: あ
[1214.579] waterdragon131: 夜？！
[1214.616] おつむぎぃ: あ
[1214.954] ~MISSING_COMMENTER_INFO~: は
[1215.166] 格好いいよねロックマン: え
[1215.254] yuasee: ええ
[1215.289] sakuranoomoti: え
[1215.305] mikan_san: え？
[1215.495] halcloud: え
[1215.562] オレオおおおおおお: え
[1215.568] にょまれ: ヨル！？
[1215.732] ayunosioyaki0223: え
[1215.784] stella_1213: え
[1216.361] おむらいすさん: ヨル！？
[1216.476] 愛の林檎: え
[1216.562] ura__5: え
[1216.639] (S)みんてぃぁ: あ
[1216.691] tukky1208: え
[1216.736] crowsuke96: あ
[1216.762] himikokichi_06: え
[1216.998] ui_nemutai: え
[1217.009] 魔神モマン: ｗ
[1217.097] utoi_hito: え？？？？？？？？？
[1217.251] オレオおおおおおお: あ
[1217.316] (S)rimrfy: あ？
[1217.325] れむら: え
[1217.348] shi__409: え
[1217.365] (S)sora_mameee: え
[1217.467] ryotamk_2: あ
[1217.540] puyopuyokun: え
[1217.581] rislo_tto: え
[1217.622] やぎめにゃっ豆: え！？
[1217.789] rya_ya: あ
[1217.830] aoi_0902: え
[1217.929] itoido: え
[1217.996] ewokakou: え
[1218.080] mikan_san: あ
[1218.130] fish_37: あ
[1218.174] yakki_san: おい
[1218.200] ~MISSING_COMMENTER_INFO~: え？
[1218.202] 3939244: え
[1218.216] rioapr03: え
[1218.232] たくみん_1: え
[1218.327] setsunananoda: え
[1218.448] (S)リムヲ: おい
[1218.457] (S)あるみ屋: え
[1218.595] hima_norita: え
[1218.811] wpj575: あ
[1218.818] jha2_: え
[1218.856] kotetsu_yuzu0108: え
[1218.924] sunomono8: あ
[1219.502] itoido: あ
[1219.517] あく____: え？
[1219.520] rosemary0920: え
[1219.556] baceneKo: え
[1219.577] (S)その辺のねこ: え
[1222.091] 心1203: え
[1222.129] raime0905: え
[1222.149] seeker_41528: うわ
[1222.163] すいぺりあ: あれ
[1222.164] marimoko6231: え
[1222.196] (S)さつまいもおいしい: え
[1222.313] (S)あかね0313: え
[1222.330] (S)haruneo_s: え
[1222.366] sasami_yeah: え
[1222.399] roune123: あ
[1222.451] hassaku2417: あ
[1222.514] 魔神モマン: うせやんｗｗ
[1222.528] クマんじゅー: ﾁｮｯ
[1222.559] sayorin25256: え
[1222.624] (S)chiteneko: え
[1222.731] obake_cyan: あ
[1222.773] syann_0131: え
[1222.780] 白玉のハルハル: え
[1222.814] kokubot_ch: え？！！
[1222.822] Yakishio_1219: え
[1222.908] おつむぎぃ: やばお前
[1222.922] rya_ya: え
[1223.007] ha_dorio_o: おい
[1223.209] れむら: やったな
[1223.261] らみせ_0626: え
[1223.401] (S)yuuuu_2525: え
[1223.454] (S)misakishiro821: え
[1223.485] taakatuki1024: え
[1223.515] ayunosioyaki0223: え？w
[1223.564] (S)あるみ屋: wwwwww
[1223.730] crow_0226: え
[1223.804] (S)seillane: え
[1223.916] akai_ringo_daaaa: wwwwwwww
[1223.924] たくみん_1: ｗｗｗｗｗｗｗ
[1225.020] まだら25: え
[1225.031] ぶるすく: えｗｗｗｗｗｗｗ
[1225.062] まゆだま: あ
[1225.070] stella_1213: 当たっちゃった？？ww
[1225.150] kuduki52: www
[1225.226] mijyu_711: え？？？？？
[1225.232] honehone_2: www
[1225.263] (S)mrgrtpsr: あーあ
[1225.335] 労い: おい
[1225.367] mikan_san: お前マジか
[1225.370] oorei924: え
[1225.417] らんね: こーれは寝てますわ
[1225.687] haruru3896: やったな
[1225.693] crowsuke96: やったなお前
[1225.739] setsunananoda: 歪
[1225.790] hassaku2417: ああ…
[1225.835] color2525: おい？
[1225.886] ca5151: あ
[1225.909] komua3: え
[1225.916] 犬ﾚ: radaoHusei
[1225.935] (S)sutolaba: おーい
[1226.010] a_ebihurai: 天才？
[1226.070] aya1207_: やった
[1226.123] サトヲ: え
[1226.151] _ゆずれもん: あーあ
[1226.164] ofurosaboten: wwww
[1226.269] が_じゅ: ゲーム壊した？
[1226.399] (S)haruneo_s: ？？？？
[1226.629] (S)惰性さん: あ
[1226.707] asuhi59: あ！！
[1226.850] きのこのこぉ: 不正
[1226.868] ura__5: やったな
[1226.882] shiron0310: なんで
[1228.056] komua3: あーあ
[1228.063] utusin_no_geboku: え
[1228.083] reo106: え
[1228.210] rin5_3: なにやってんねん
[1228.231] えふむ: うま
[1228.242] (S)emazkirin: radaoHusei
[1228.426] (S)seillane: radaoHusei
[1228.429] うぉ: あ
[1228.438] sakuebi_: 歪？
[1228.442] sota978: おいおいおいおい
[1228.458] ぼついぬ: あ
[1228.677] thebraker9990: え？
[1228.857] (S)その辺のねこ: radaoHusei
[1228.893] shi__409: やっちゃったw
[1228.913] uta5213os: あ
[1228.919] denou777: 歪
[1228.927] utoi_hito: 歪
[1228.930] setsunananoda: あ
[1228.950] border_listener: wwwwwww
[1228.969] kyouka_ky: あ
[1228.992] nekozukikun: え
[1229.089] mirumiru_h: radaoHusei
[1229.116] miyuka_2002: あ
[1229.208] wataridi: あ
[1229.283] Bey0803: 歪
[1229.470] (S)miam_1018: wwwwwww
[1229.539] ゆゆま_: お前まじか
[1229.703] (S)haondayo: radaoHusei
[1229.714] めぐを: やった？
[1229.763] imagabell: やった？
[1229.767] crowsuke96: ｗｗｗｗｗｗｗｗｗｗｗｗ
[1229.783] ~MISSING_COMMENTER_INFO~: ｗｗｗｗｗｗ
[1229.875] れむら: あーあ
[1229.878] aoi_0902: これは歪
[1231.120] (S)chiteneko: お前やば...
[1231.168] 白玉のハルハル: 不正
[1231.203] omomo67: あ
[1231.224] yuasee: wwwwwww
[1231.307] ayunosioyaki0223: wwwwwwwwwwwwwww
[1231.372] mikuninnjinn: www
[1231.374] なめらかぷりん: wwwww
[1231.513] komua3: やっちゃった
[1231.534] (S)もあり: radaoHusei
[1231.536] kohaku_rd: あーあ
[1231.538] nekomrnn930: え
[1231.541] kado_kd: おい…w
[1231.692] mizusakura0326: あ
[1231.748] ねねねい: radaoHusei
[1231.752] (S)sintara12: radaoHusei
[1231.752] sakura6323: あーあ
[1231.993] (S)あるみ屋: あーあ
[1232.000] ぶるすく: 天才なの？
[1232.004] 邪王真眼の使い手: wwwwwwww
[1232.029] many7575: radaoHusei
[1232.053] かわたぱの: えええ
[1232.064] sakuranoomoti: 不正
[1232.088] shiron0310: 不正
[1232.215] scarche00: お前まじかよ
[1232.217] ゆちま: www
[1232.286] kotetsu_yuzu0108: 歪
[1232.345] yutaaaaaaa4737: おい
[1232.506] baceneKo: やったな？
[1232.735] sunomono8: wwwwwwwww
[1232.784] 青いアフロ: うわ
[1232.874] aya1207_: なんしたん？
[1232.882] utusin_no_geboku: 歪
[1234.222] yakari_sk3: radaoHusei
[1234.274] setsunananoda: おい
[1234.307] 愛の林檎: あーあwwwwwwwwwwwwwwwww
[1234.486] 脳内人格者タルパーちゃん: ゲーム壊したな？
[1234.488] (S)m_sakuta: 笑笑笑笑笑笑
[1234.499] youcan1201: wwwwwwwww
[1234.523] kado_kd: wwwwww
[1234.585] (S)seillane: wwwwwwwwwwwwwwww
[1234.668] しじみエキス: w
[1234.689] あしゅ_1127_: wwww
[1234.710] わさびぬきで: 歪
[1234.828] (S)ろくはの: radaoHusei
[1235.026] mayupapepon: やったわwwww
[1235.039] (S)makaron_016: radaoHusei
[1235.078] 犬ﾚ: wwwwwww
[1235.205] rya_ya: wwwwwwwww
[1235.254] chiii_107: 歪
[1235.269] (S)あるみ屋: wwwwwwwwwwww
[1235.345] tukky1208: クリップするしかねえ
[1235.496] ぶるすく: アーニャ
[1235.568] 暇な爆弾魔: radaoHusei
[1235.586] オレオおおおおおお: あーあwwwwww
[1235.589] ewokakou: wwww
[1235.596] hurapetiinooo: 歪
[1235.717] rislo_tto: あーあ
[1235.738] えりさ_: radaoHusei
[1235.798] (S)chiteneko: radaoHusei
[1235.820] shin0_25: 歪
[1235.849] 灰鷹: おい
[1235.850] kokubot_ch: www
[1235.891] mikan_san: こーれガチです。
[1236.001] nekomrnn930: wwwwwwwwww
[1236.133] kakyouin0726: radaoHusei
[1236.167] yuzuyu_2: w
[1236.372] (S)seillane: おーいw
[1236.377] (S)hqll_dayo: radaoHusei
[1236.533] あばらボブ: radaoHusei
[1236.585] riku0572: なんでｗｗｗｗ
[1236.644] (S)machiru88: radaoHusei
[1236.773] rin5_3: おい
[1236.774] (S)mtgaoi: radaoHusei
[1236.858] (S)Ruria00: radaoHusei
[1238.154] 甘酒大好き: Cですか？
[1238.162] fk3526: おいw
[1238.308] mizusakura0326: 歪
[1238.345] baceneKo: ｗｗｗｗｗｗｗ
[1238.369] Miriotta: www
[1238.395] (S)リムヲ: radaoHusei
[1238.562] ikicha_2525: 不正！
[1238.631] (S)rimrfy: radaoHusei
[1238.792] akai_ringo_daaaa: wwww
[1238.823] tomotomo134: LUL
[1238.827] nyanko_0222: 歪
[1238.866] (S)あぅら: radaoHusei
[1238.883] まだら25: wwwwwww
[1239.024] sasami_yeah: 歪
[1239.050] shiron0310: 歪歪
[1239.085] (S)nobume0v0: radaoHusei
[1239.156] kurokodai104423: 不正
[1239.176] narunaruchan4: 歪
[1239.405] (S)フュ: radaoHusei
[1239.503] らんね: radaoHusei
[1239.522] narunaru0817: 青緑赤赤でしょ
[1239.628] pu_tyan: radaoHusei
[1239.679] (S)なりぷし: radaoHusei
[1239.800] そふぃ3: お前さぁwwwww
[1239.806] tawashida_3000: 歪
[1239.889] ginger_1202: radaoHusei
[1240.428] shishamo1015: おーいww
[1240.481] (S)seillane: やったなw
[1240.491] tunamayo1234: 歪
[1240.606] しじみエキス: まぁ
[1240.663] (S)もあり: おい
[1240.664] 脳内人格者タルパーちゃん: つまんねー
[1240.670] raime0905: 歪か…
[1240.772] むぎせ: wwwwwwwww
[1240.821] oorei924: うーわ
[1240.872] aya1207_: 不正
[1241.163] (S)Rayouumami: radaoHusei
[1241.321] hime_rate: 歪
[1241.409] at_22_7424: おい
[1241.429] (S)七蝉: radaoHusei
[1241.551] kyouka_ky: radaoHusei
[1241.551] 和泉ぴけ: 解けちゃったのやつやめろや
[1241.554] thebraker9990: 歪
[1241.616] (S)壱代目: まじかwww
[1241.674] momiji1029: wwww
[1241.759] (S)rimi0221: radaoHusei
[1242.115] 犬ﾚ: サクサクマウンテン
[1242.190] halcloud: やりやがったw
[1242.230] saya0808: やったね
[1242.506] (S)あるみ屋: なんでだよwwwwww
[1242.940] まゆだま: radaoHusei
[1243.080] scarche00: ゲームを破壊する男
[1243.160] mizusakura0326: wwwwwwww
[1243.189] 白玉のハルハル: やばw
[1243.320] えりさ_: radaoMidori
[1243.354] oli_liriri: こんなミラクルあるかよ
[1243.381] (S)kurono1627: やってなぁ
[1243.451] sjindoa: radaoHusei
[1243.654] kanikamadesu: www
[1243.666] (S)つむじのきもち: radaoHusei
[1243.680] eichan_2470: 歪
[1244.005] (S)itijiku_0605: wwww
[1244.097] らみせ_0626: 歪
[1244.396] many7575: 完全にやらかしてますね
[1244.492] rislo_tto: 強行突破すんなww
[1244.650] marimoko6231: radaoHusei
[1244.689] aoi_0902: 誰かがクリップするぞ
[1244.797] しじみエキス: しゃあない
[1245.248] rya_ya: まあええかぁ、ガハ！
[1245.249] ｱﾁｬﾓ: 歪
[1245.316] kado_kd: 歪
[1245.477] strawberry_7_2: 歪
[1245.611] スーベニア: 歪
[1245.677] mayupapepon: やっちまったな
[1245.844] mushigohan: やりなおし
[1245.882] あく____: 歪ですこれ
[1245.919] (S)きくおきく: radaoHusei
[1245.941] みそギン: 草
[1246.398] (S)sutolaba: 奇跡的すぎるだろ
[1246.523] siguma0852: 歪
[1246.713] (S)tnkmtnr: radaoHusei
[1246.748] denou777: うー－わ
[1246.940] Yakishio_1219: そんなことある？？wwww
[1247.240] sakuranoomoti: やってるなぁ
[1247.369] (S)sora_mameee: やったね
[1247.498] りりうりう: 歪
[1247.572] (S)kohakuu1123: radaoHusei
[1247.614] れむら: やった
[1247.723] ぶるすく: 歪
[1247.808] kuro9651: やば
[1247.814] 心1203: やったな
[1247.816] (S)kuronowa2525: radaoHusei
[1248.081] romu_00: あ
[1248.292] scarche00: おもんな
