[13.787] (S)RFKage: umeCossack
[3125.450] yusan090: 温泉券は金払って買うんでは
[3131.848] daichan1200: 産油国ずるい
[3135.905] (S)ましゅダヨ: 俺が貰うべきものなのに！ってかんじ
[3138.217] ミジンコ隊長: ずる！
[3138.799] sh1zuku716: ずるい
[3139.322] fujimike: 金もうけに嫉妬してるからってこと？つまり金
[3139.938] fuan4444: 住んでた時期を投資と思ってるからとか＞
[3142.579] (S)noriyuki3: 卑しいっていう嫌悪感が強いかな
[3147.354] njpw2017: それは不利益被るからな
[3147.959] adachikufgc: ゴッズの後にトパンガつくられたみたいな？
[3150.828] side_box: 自分以外のプロゲーマーの話になっちゃう。
[3151.170] melon_pan14: いままでここに固定資産税払ってたのに、ただ乗りしやがってよーって思う
[3158.799] sh1zuku716: 世間一般だと金からみ多そう
[3158.863] お寿司食べたいマン: ズルいのは行動力が無い若しくは遅い人が言う言葉なのかな？
[3168.419] (S)ましゅダヨ: そうなのよ
[3169.232] lucentsnow: 法的にはグレーだけど、倫理観的にはだめみたいのもあるよな
[3169.600] クラクラ777: ままま
[3169.822] nekositi: 列の割り込みはずるじゃなくて不届きものだ
[3171.532] ミジンコ隊長: ままま
[3173.443] gorogorogorn: こわｗ
[3173.479] koaraa: ウメちゃん！だんごが一時間弱しゃべってないよ！
[3174.122] fuan4444: 実際騙されてはいる
[3174.461] (S)kosmos5567: 狡猾さとか本来のずるさとは変わるねぇ
[3176.547] niwakanoppo187: とりあえず違法不法なずるいは別かなぁ
[3177.195] tabibitox: 誰だお前！
[3177.727] pondenring0930: すっｐ
[3178.821] (S)ましゅダヨ: うんうん
[3180.216] 闘劇のアルベルト: おおー
[3183.987] chin_56_: よっ！
[3185.644] (S)monpiipop: ww
[3189.465] bokuchan44: NPO法人同士でお互いの団体に寄付金をやりあって脱税してる事
[3190.862] gokukeshi: 価値観かぁ
[3190.864] takeiteasy55: 努力ではあるからな
[3196.318] もきち555: お見事は失礼ｗ
[3211.572] zyangara2: 桜井章一
[3212.053] ラリぶべぼ: 自分がやられた事がある事には他人事でも腹立つかもね
[3212.866] goozy009: 簡単に言うとそれぞれの道徳を逸脱したルールを破る事はズルいんだろうな
[3219.101] クラクラ777: コンビはなぁ
[3219.970] kaban1192: あるある
[3221.190] (S)イエール: 哲也
[3223.805] リク21: 哲也の世界
[3229.632] マイネームイズアキラックス: 生々しいのやめてね？
[3230.287] (S)rm_rf__: 直近の相手に不利益が生じるかだな
[3231.889] (S)ましゅダヨ: なるほどねぇー
[3232.649] chin_56_: うつくしい
[3232.733] (S)monpiipop: そそ。不利益を被るとね
[3236.776] nappamatei: やることのベクトルが相手を思ってか、自分の利益のためかって感じするな
[3238.787] daichan1200: ショットガンをズルいってのはよくわかんない
[3239.656] リク21: 確かに漫画はかっこいい
[3242.946] erisuk: 外からみてもこいつ汚ねぇことしてんなってムカつくけどなぁ
[3244.362] (S)おしるこ11: 印南がかっけえもんなｗ
[3245.690] lucentsnow: ずるいと勝負自体つまんなくなるよな
[3250.930] sh1zuku716: ずるいはむずい
[3252.444] (S)ましゅダヨ: やみふかいぞこれは
[3255.625] (S)イエール: だんご酔ってるなこれw
[3256.786] bikibiki999: 利益と美学か
[3264.797] (S)おしるこ11: Ｄ赤いｗｗｗ
[3268.244] ミジンコ隊長: あるね
[3268.870] melon_pan14: ズルいって言葉を広く使いすぎなのかも、細かく言語化すると賢いとか狡猾とか出てくるよね
[3270.335] (S)demonbane_twosword: 最近だとモダンをズルいって話題あったなあ
[3271.878] niwakanoppo187: それやるとゲーム終わるよっていうやつね
[3273.232] おいす_: 大会見てるときは投げキャラ応援するみたいな感じだ
[3278.100] dcdryuya404: あれって公式がVC非推奨っていってなかったけ
[3280.066] goozy009: ほんとだD赤くなってきたw
[3281.930] v_harumi_v: ダンゴさん、リンゴ色になってきた
[3284.710] daichan1200: ゴースティングだね
[3287.086] クラクラ777: 努力・・・・
[3287.211] (S)ましゅダヨ: じゃあ配信ダメじゃんねw
[3287.225] ミジンコ隊長: 努力はずる？
[3287.292] fujimike: つかD喋ったか？
[3288.180] tanu_p: ｶﾁｶﾁ
[3288.815] chin_56_: 努力はずるい
[3290.041] kaban1192: ｗｗｗ
[3290.259] (S)イエール: wwww
[3292.208] maddy2623: ｗｗｗｗ
[3292.640] nikukuisugi333: ｗｗｗｗ
[3292.743] latenight000: wwww
[3294.182] kaban1192: ずるい
[3294.553] (S)~MISSING_COMMENTER_INFO~: ｗｗｗｗｗｗ
[3294.652] rias9121: あったｗ
[3294.948] zyangara2: ヌキさん！ｗ
[3295.015] neojapan01010: ｗｗｗｗｗｗ
[3295.716] lucentsnow: ｗｗｗ
[3295.925] (S)demonbane_twosword: ｗｗｗｗｗ
[3295.931] sn0wf0x3: wwww
[3296.089] 将門ゴルゴロ: ｗｗｗｗｗｗｗ
[3296.330] nikukuisugi333: あった
[3296.573] yattunohoo: ww
[3297.145] ミジンコ隊長: あ
[3298.597] 将門ゴルゴロ: あったｗ
[3298.851] (S)オーカミマン: っけい
[3299.167] maddy2623: ほんとずるいしやめてほしい
[3299.616] gokukeshi: パッション一閃
[3299.699] evimayo88: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[3302.964] borkh3js: LUL
[3303.329] erisuk: ズルイでいいとおもう
[3303.962] kaban1192: まーーーーーじか
[3304.029] goozy009: ダンゴさん次の段階は無言
[3304.295] sengoku_cyber: オオヌキのこれ何回も聞いたわｗ
[3305.671] (S)monpiipop: wwww
[3305.676] pondenring0930: ｗ
[3306.508] raurakd: こくもやってたw
[3307.722] ミジンコ隊長: ｗｗｗ
[3308.583] (S)~MISSING_COMMENTER_INFO~: ｗｗｗ
[3308.735] shougik: ｗｗｗｗｗｗ
[3309.400] (S)イエール: マジでよぉw
[3309.556] chin_56_: 結果
[3310.058] tama_zx61: ｗｗｗ
[3311.932] クラクラ777: ｗｗｗ
[3312.178] poiuytrewqasdfg0987654321: ｗｗｗ
[3313.397] 闘劇のアルベルト: あれはまあ…
[3313.619] rias9121: コメ荒れたんよねあれｗ
[3313.635] yusan090: ヌキは許せない
[3314.746] toshio0224: 人狼でもガチギレは嫌われるよねえ
[3315.483] nipopo2682: ヌキさんはずる
[3316.456] (S)sharks_up: うまいとズルいが紙一重なのか〜
[3316.595] (S)~MISSING_COMMENTER_INFO~: あれはせこい
[3321.043] neojapan01010: ＫＳＫのトロールに切れたこく兄は
[3323.434] hairi0610: 人狼未経験のメンツに「ローラーなら飲む！」って叫んでたｗ
[3323.939] kame277: それはずるい
[3324.782] (S)おしるこ11: ヌキはずるい
[3327.205] (S)noriyuki3: 遊ばなくなるよね
[3327.407] (S)相田俊介: ズルさの化身だからｗ
[3327.529] いろなし0110: JP、本田でマスター行ってる初心者はズルい？
[3328.182] fuan4444: ゲームの外とも言えるから難しいとこだね
[3328.303] ざわちんたむ: メタ寄りだね
[3331.099] sh1zuku716: うまい＝ずるいじゃない？
[3331.573] pondenring0930: ヌキさんはずるいって事で
[3332.813] zyangara2: だから本当はメタはNGなんよねｗ
[3333.233] gularain: ヌキさんだからでは？ｗ
[3334.392] maddy2623: 空気悪くなるキレ方ｗ
[3335.380] njpw2017: ズルいけど上手いことやってはいるよね
[3335.730] latenight000: 沈黙のD
[3337.282] daichan1200: メンタリストがいますけどね
[3338.526] tabibitox: 粋はいい表現やな
[3339.456] nihonsyu_: wwwwwwwwwwwww
[3340.046] ミジンコ隊長: 自然
[3346.252] (S)sharks_up: 自分がズルい側だとどうだろう
[3346.499] kame277: ヌキさんはそういうとこありそう
[3347.969] ミジンコ隊長: Ｄの日常
[3353.005] (S)イエール: 嘘つけえw
[3353.610] lucentsnow: Dの潜伏
[3353.868] (S)おしるこ11: ｗｗｗ
[3354.582] おーとん: Dはずるいじゃなくて、ぬるい
[3355.660] pondenring0930: 赤いんだよｗｗｗｗｗ
[3356.554] goozy009: これが醍醐味
[3357.104] neojapan01010: ｗｗｗ
[3357.222] v_harumi_v: うそだーーｗ
[3358.673] njpw2017: 顔赤くない？
[3359.776] (S)monpiipop: うそつけぇw
[3362.291] sn0wf0x3: ほんとかよw
[3362.371] (S)イエール: いい話題だね
[3362.514] (S)noriyuki3: dはいるだけでいい
[3367.897] fuan4444: 自分のターンだけで十二分に仕事するからずるくない
[3374.625] goozy009: オレはこのDを見に来ている
[3376.110] neojapan01010: いいよいっちゃいなよ
[3380.407] (S)おしるこ11: 高画質でどんどん赤くなるだけで面白い
[3387.508] adachikufgc: favずるい
[3388.960] gettyozi: 絶対行く！
[3389.780] zyangara2: オフライン闇話題いいねｗ
[3390.834] (S)sharks_up: 配信外はずるい
[3395.702] daichan1200: 動画ならピーってできるな
[3399.353] v_harumi_v: いいですね。
[3406.901] latenight000: 阿佐ヶ谷ロフトワン：オフライン闇話題：配信なし：議題：ずるいとは
[3412.214] chin_56_: マナーに反してる
[3413.407] lobelia_c: ”は”が大事か
[3418.750] (S)~MISSING_COMMENTER_INFO~: ルールの穴をつく
[3427.820] sh1zuku716: 主観だよなぁ
[3428.158] (S)イエール: ルールというか美学に反するってことだね
[3435.625] lobelia_c: それぞれのジャスティスがあるからね
[3439.072] daichan1200: 自分の正義によるんだ
[3439.264] monti370: 目的と手段が違ってたらズルいよな
[3442.777] fuan4444: そもそも大体のルールに曖昧な所あるしな
[3443.767] (S)demonbane_twosword: 倫理観の問題なのかな
[3447.124] (S)sharks_up: ずるいが違法になることも
[3449.338] niwakanoppo187: 国対国は無法やからな
[3453.183] pondenring0930: グレーゾーンがずるいって感じかな
[3454.040] sistersguitarreplica: そんな本気になるなよがずるいな気がしてきた
[3456.499] やあああ: 石油王ってずるいよな
[3458.130] goozy009: 著作権とか肖像権とかそういうやつね
[3464.781] njpw2017: 北方領土とかまさにズルいだし
[3466.573] poiuytrewqasdfg0987654321: 自分ルールの中で公平じゃないと感じるとずるいってなるのかな
[3467.185] erisuk: 仮想通貨もクッソ悪用されたしな
[3468.218] (S)noriyuki3: ミサイル打たれまくってるしな
[3476.388] lucentsnow: ずるいが蔓延するといいことないな
[3477.021] aranami0: お
[3479.097] (S)イエール: きたああああ
[3479.870] ミジンコ隊長: うめちゃ
[3480.430] goozy009: きた〜
[3480.448] v_harumi_v: おおー
[3480.554] (S)demonbane_twosword: きたああああ
[3484.062] v_harumi_v: 楽しみー
[3484.175] 反省済2: きたあ！
[3484.260] chin_56_: ぶらぶら
[3487.098] adachikufgc: 嫁が権力者はずるい
[3488.193] (S)ましゅダヨ: 確かにw
[3510.438] goozy009: シンプルに
[3510.596] (M)(S)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[3513.349] chin_56_: マジで思ったの
[3514.393] shiro_risu01: umeCatHope
[3515.766] korekitwitch: 無い事の美しさ？
[3525.973] pondenring0930: あー
[3529.901] リク21: 自分の話？
[3535.815] adachikufgc: 色気づきやがってってコト！？
[3541.288] kame277: あっ
[3541.708] (S)ましゅダヨ: その話やめないか……？
[3552.115] chin_56_: ビンカン♪
[3554.323] pondenring0930: 流行をチェックするかどうかみたいな
[3560.287] lucentsnow: ウメちゃん歳とかめちゃ気にするよな
[3562.934] リク21: あー
[3563.416] 闘劇のアルベルト: そうだね
[3569.111] (S)~MISSING_COMMENTER_INFO~: ｗｗｗｗｗｗｗ
[3569.159] gabe_era: ｗｗｗｗｗｗ
[3569.190] 箸くれ: ｗｗｗｗｗ
[3569.207] chin_56_: もう40じゃん
[3570.899] (S)ましゅダヨ: めっちゃ気にするじゃん……w
[3571.036] aranami0: ｗｗｗｗｗ
[3571.139] v_harumi_v: ｗｗｗ
[3571.161] ミジンコ隊長: ｗｗｗ
[3571.461] maddy2623: チクリ
[3571.843] nikukuisugi333: ｗｗｗ
[3572.013] れい0127: ww
[3572.252] gularain: ｗｗｗｗ
[3572.828] sublinear: www
[3573.021] ryo913: wwwwww
[3573.214] (S)demonbane_twosword: ｗｗｗｗ
[3573.337] shougik: ｗｗｗｗｗｗｗ
[3575.251] 反省済2: wwwww
[3575.460] erisuk: きっしょ
[3576.368] tama_zx61: 確定なの？ｗ
[3576.713] lobelia_c: 向上心のかたまり
[3576.736] (S)ましゅダヨ: ダメなん？それw
[3576.780] niwakanoppo187: 自分の中に捨てられない芯みたいなのがあると流行りには乗らなくなるよな
[3577.673] sn0wf0x3: wwww
[3578.858] adachikufgc: ゆのしー限定w
[3579.198] (S)noriyuki3: やめたれww
[3579.791] kimanaka28: ｗｗｗ
[3579.842] 反省済2: 鋭利すぎるwwww
[3583.251] そらたま: きっしょ
[3583.644] 箸くれ: ある種の強さ
[3583.991] ババシャツ: yuno爺
[3584.321] xxtidorixx: ４０でゆのしーをパクるはきついｗ
[3586.961] (S)オーカミマン: オワシーぼこぼこで草
[3587.190] マイネームイズアキラックス: kskどうして・・・
[3587.608] リク21: 自分の色を完全に持つかみたいな話
[3588.140] (S)rm_rf__: yunocy憧れおもろいなぁw
[3593.524] yusan090: 好きな物を追ってるだけだけど若い方が世界が狭いだけ
[3597.609] msyyy: 流行は自然と追えなくなっていくから流れに身を任せるしかない
[3598.760] 反省済2: オワシーwwwww
[3599.521] newriver824: 流行りのファッション追いかけてる人にはいつまでやるのとは思う
[3601.910] ババシャツ: よそじーなんよw
[3603.121] v_harumi_v: わかる
[3605.975] daichan1200: you know 爺？
[3609.595] lucentsnow: 40代ゆのしーKSKです
[3610.441] successmk2: もういいかなってなったらボケるよ
[3613.022] (S)ましゅダヨ: 流行りに関しては引退したい人は勝手にすればいいって思う
[3613.220] tetete06: 金があるからでしょ
[3613.723] sublinear: 太ってる時点でもう・・・
[3619.047] (S)おしるこ11: ウメちゃん結構おしゃれしてたもんな
[3621.648] chin_56_: ノ
[3629.283] (S)noriyuki3: ウメちゃんクソイケメンだったもんな
[3633.862] Chris_XG1128: うめちゃんお洒落だったよな
[3634.287] 闘劇のアルベルト: へー
[3636.949] pondenring0930: プロすげー
[3637.295] gularain: さすがや
[3639.375] (S)demonbane_twosword: おおお
[3640.111] erisuk: それは有効活用やん
[3641.970] リク21: フォトショ使ってたら全員使ってるレベルではある
[3646.050] (S)ましゅダヨ: あーそれもありますね
[3648.435] niwakanoppo187: AIは流行りなんかなぁ
[3658.538] fuan4444: AIは一般的と言うほどじゃなくないか
