[49.886] えたーなるぶるー: culonyanKonChadoumodoumo
[7446.852] (S)~MISSING_COMMENTER_INFO~: finally i can watch daigo kage lobby game 
[7448.848] (S)rinze_chan: チェリは配信時間長すぎて追いきれん、、、、
[7450.180] admjg23654: 娘16歳、母親32歳-34歳なら・・・
[7451.283] shuhei5623: 最近通知こないんだけどなんでだろ？
[7455.607] (S)titilrin: ウメレイドがJKに繋がってると思うと面白いな
[7458.846] (S)yamasa141414: 昨日のチェリ太郎配信面白すぎたわ
[7482.706] (S)rinze_chan: ウメレイドでJKと母親にご飯を奢るチェリ
[7490.056] millioniwashi: ファイナルチェリーって何？とかいうナウマンの問いに草生えた
[7495.368] yamamaya673: りゅうせいってヒカルの碁好きなんかな
[7495.493] (S)king_ice23: 今日はKSKでキャッチボールするのかなぁ？
[7498.376] eteswhatetes: nice
[7503.393] (S)Hitode_noko: ニル！
[7517.205] seiji141141: そもそもチェリーはこくじん発祥なのになｗ
[7521.078] (S)rinze_chan: 圧倒的じゃあないか
[7521.829] redbull_daisuki: ガチくんにまであ！チェリ太郎。って呼ばれたのは面白かった
[7525.255] (S)kaigaizei: KSK死んでる前提で草
[7528.796] admjg23654: 瞬獄いくかなこれ
[7532.516] mmiiacha: りゅうせい君はCEOの入場で曲流すぐらいヒカルの碁が好きだよ
[7533.973] (S)strange_love00: ああいう口調のアングラ界の人は本当にヤベー奴だから
[7544.822] BrotherBarnes: Uh oh... Hikaru no go 
[7550.074] ryu_hado: RYU-HADSHOWRYUKR
[7556.438] Hoonbaba_Woods: relentless
[7557.243] (S)鶴太郎: さいきょ
[7558.326] ryu_hado: add me ps4
[7560.803] inzaghi09b: しゅんごくはvトリ2
[7566.810] (S)rinze_chan: 三太郎さんはガチの闇の住人て感じする
[7569.834] (S)~MISSING_COMMENTER_INFO~: well toya akira is igo player but who played that urien
[7574.010] millioniwashi: ベリーをチェリーはまだ理解出来るけどビーコンが超必で定着してるのマジで面白い
[7578.628] zigeny: 前よりめっちゃ勝ってるのはなんでだろ
[7583.203] (S)ebithunder: ユリアンには１でしょう
[7585.866] BrotherBarnes: :D
[7589.406] みやもっさん: Sakoさんをサイ役で背負ってきて欲しい
[7590.119] (S)tabibitox: 睡眠かな？
[7592.325] Roxy_ovo: ryusei
[7598.984] (S)booby_one: バッテリーなんだよなぁ
[7599.583] (S)rinze_chan: ビーコンが超必になったのってなんでなん？
[7602.911] zanpei501: どこかにこく語のまとめが欲しいねぇ
[7605.487] (S)鶴太郎: 前は負けまくってガイル出してたイメージ
[7607.396] (S)~MISSING_COMMENTER_INFO~: daigo is steam player now PCMR 
[7623.943] 不渡哲也: 名前チェリ太郎としか書いてないのに野良でチェリーボーイさんて呼ばれてたわ
[7630.603] millioniwashi: ヌキさんが拾って「これ超必でしょ」って言ったから
[7635.866] (S)dohyaaaa: 超必とサイエンティスト庫はヌキ語
[7640.244] hojihojidx: 昇竜阿修羅でエイジス拒否れるのか
[7652.640] (S)rinze_chan: 意味不明で草
[7653.327] (S)strange_love00: うちこボスってきいてから無邪気な笑顔で刺せる人種って気がした
[7663.858] (S)ebithunder: 今日は飛びがとおるな
[7667.149] (S)rinze_chan: うちこってなんですか？
[7683.074] amagigoe: タイステでライアン殴ったみたいな噂なかったチェリ太郎さん
[7691.808] mmiiacha: エイジスを乗り切った後のゴール感すごい
[7692.648] admjg23654: ジリジリ
[7693.564] (S)booby_one: 余計な詮索はやめなされ
[7693.940] obo_006: 言うてちぇり太郎さんも最初トレイターをクレーターつってたからね
[7699.442] BrotherBarnes: Nice
[7702.513] (S)titilrin: 灼熱がかなり相手の択を絞ってる印象
[7706.152] ymdmad: ユリアンカゲの方が良い説ある？
[7706.326] (S)rinze_chan: 雪山ボコボコで草
[7707.012] admjg23654: 新しい
[7708.203] みやもっさん: つよいなあ
[7717.633] ポンポン: かっこよ
[7720.011] millioniwashi: トレイター トレーラー プレイラー プレデター 呼び名はたくさん
[7723.184] (S)Hitode_noko: Ryusei is a best Rope player.
[7725.020] (S)wahaha7788: あまりにもつよい
[7725.897] une3333: あ
[7726.641] nihonsyu_: あ
[7726.656] (S)~MISSING_COMMENTER_INFO~: noooo
[7727.079] daruma2597: 昇竜阿修羅がエイジスに機能するのでしょうか
[7727.292] tmo_012: あら？
[7727.690] amagigoe: あ・・
[7729.019] ESTEN69: 12-3
[7731.796] amagigoe: 壊しちゃった
[7733.177] obo_006: りゅうせい、しょられてるなぁってｗ
[7733.806] zigeny: リプレイ見てくるそうです
[7736.535] admjg23654: Noあいさつ
[7736.987] (S)ssheulnd: umeYay
[7737.154] inzaghi09b: あっ
[7737.260] (S)hayama01: 処られすぎたからリプレイ見てくるらしいです
[7737.358] (S)ゴン太マン: 怒りのバクステ
[7737.675] imamu25: りゅうせいリプ見るって
[7738.098] (S)鶴太郎: 壊れちゃった
[7738.128] zanpei501: すねちゃま
[7738.420] (S)~MISSING_COMMENTER_INFO~: igo player left 
[7740.419] (S)wahaha7788: ロープ買いに・・・
[7740.928] (S)~MISSING_COMMENTER_INFO~: LUL
[7743.623] 不渡哲也: どうして…
[7744.373] hojihojidx: ウメちゃんが泣かせたー
[7745.378] (S)booby_one: りゅうせい、壊されちゃったぁ…
[7747.961] (S)rinze_chan: りゅうせいブチ切れらしいね
[7749.259] une3333: さっきのガイルの方のアドバイスを
[7750.402] burisuke: かみ合わなくて切れそうだったりゅうせい
[7752.602] diediedying: 一旦退散しまーすだそうです
[7755.982] (S)Hitode_noko: うめちゃんもリプレイ見る?
[7757.645] stvcr3: そういや最初の方のガイルの人にアドバイスしてー
[7758.455] inzaghi09b: 戦略的撤退
[7763.957] une3333: まだいますかー？
[7765.078] ryu_hado: make ryu great again
[7767.777] SaoudTV: Damn Ryusi got free'd
[7769.880] admjg23654: せめて挨拶はせーやｗ
[7770.986] (S)~MISSING_COMMENTER_INFO~: go ranked 
[7773.010] obo_006: ２人でしゃべりながら見て欲しい
[7773.691] 宇佐見連コ: 光のバクステwww
[7786.444] balthazar000: むしろ、こっちでもリプレイ見て指摘するのどうです？
[7787.075] 不渡哲也: 光じゃなくて怒りね
[7787.669] BrotherBarnes: E. Honda #1
[7791.535] une3333: いな....いのかな
[7795.955] (S)ichigyo24: いるかな・・・
[7802.883] (S)157655: りゅうせいはリプレイ反省に帰った
[7806.365] (S)mugixxmugi: 雪山もリプレイ見よう
[7808.790] prototypeie: んー いない！
[7814.066] mmiiacha: 対戦したの結構前だしねぇ
[7816.972] (S)tar2800: アーカイブ残るから話してもいいんじゃない？
[7819.331] (S)Hitode_noko: 居なかったらりゅうせいのリプレイ見る？
[7823.780] (S)king_ice23: ゆるしてつかーさいw
[7824.751] (S)titilrin: 雪山リプレイはかなり大事
[7832.878] zigeny: 赤ペン先生もったいないw
[7841.798] une3333: 見れないっす
[7845.284] millioniwashi: アーカイブで
[7847.890] (S)ichigyo24: アーカイブになっちゃうね
[7848.997] (S)titilrin: 自分の録画ねｗ
[7849.879] ebikatsu39: 配信でなら
[7850.051] une3333: 録画するかアーカイブで
[7850.179] (S)ssheulnd: 流石に？
[7853.721] rere0: アーカイブ
[7854.026] (S)wahaha7788: りゅうせいはもうアドバイスとか必要ない感じかな
[7866.583] balthazar000: 見れないんかい。
[7873.087] imamu25: 雪山ウメ蘇生はかなり面白かった
[7875.948] kouwaruoman: 別の人の配信のアーカイブで立ち回り研究とか
[7879.428] smssssss: 敢えて三太郎視点のアーカイブを見てみる
[7890.453] tk44444: 梅ちゃん自分のyoutube
[7893.057] 不渡哲也: アドバイス欲しいさっきのガイル使いの人おらんかー
[7893.650] daruma2597: ほかの人のアーカイブは配信では難しいかな
[7894.829] ememeume: ナウマンくん視点の雪山とか
[7895.177] kiraku08: 野田の立ち回り凄い進化してましたねー
[7897.189] thefrozensun_: スーパーさんの野良雪山見よっか
[7901.066] ポンポン: さんちゃん19時にアラームで起きるらしい
[7913.151] sasa123234: あえて三太郎さんとアルチキやらない？
[7916.361] teteton555: 19時越えたら増えそう
[7917.621] brandonmuth07: hi daigo, say hello for brazil 🤩
[7921.956] stvcr3: アドバイスもアーカイブに残るしやっとく？
[7924.486] (S)Hitode_noko: ナウマン視点の雪山リプレイかなり勉強になりそう
[7925.645] nicknocknocken: そろそろ雪山にふーどさん召喚してもよっさそう
[7931.146] (S)mugixxmugi: 昨日のウメちゃんトレイターになると動きがバレバレだった
[7933.302] 滝川投ゲステル: 髪くれやらん？
[7936.438] RabbitUta: RabbitUta subscribed with Twitch Prime. 
[7936.551] (M)Moobot: @RABBITUTAさんTwitch Prime登録ありがとうございます！
[7940.670] GoldRectangle: 昨日の野良もだいぶやばかった
[7948.034] ememeume: やさしい
[7949.519] (S)oyukakete3min: oyukakete3min subscribed with Twitch Prime. They've subscribed for 5 months, currently on a 5 month streak! 
[7949.589] (M)Moobot: Thanks for subbing for 5 months, @OYUKAKETE3MIN 
[7954.435] mmiiacha: ありがてぇありがてぇ
[7955.852] smssssss: カゲは本番使う可能性何パー？
[7960.024] (S)strange_love00: 三太郎さんのペヤングいつ食うんだろう
[7962.765] (S)titilrin: 仕事だからねあれ
[7972.669] balthazar000: 雪山一色だねぇ。人気あるな〜。
[7972.727] (S)ebimayoo: 目を酷使するもんな
[7973.016] daruma2597: 紙くれ3日サボるともうできなくなる
[7978.549] (S)kuroroku03: 疲れるよねw
[7982.763] ememeume: 時給発生してもいいレベル
[7992.859] rere0: 他ゲーやッテ欲しい
[7994.341] millioniwashi: 純粋に覚える要素あるもんなー
[8027.525] ememeume: 対カゲは中距離で戦うのがいいと教わった
[8122.560] (S)mugixxmugi: ウメちゃんの雪山は面白すぎるわ
[8163.938] millioniwashi: ミルダムだからウメちゃん視点のクリップないのだけ残念だなー
[8194.211] hojihojidx: ダイブはありなの？
[8217.882] mmiiacha: 使えなくなっちゃったんだねぇ
[8227.450] ememeume: そうかぁ
[8243.399] moribar1173: カゲの人へのアドバイスは？
[8289.533] (S)The_Loewenator: The_Loewenator subscribed at Tier 1. They've subscribed for 3 months! ooooooo i get to sub again 
[8289.622] (M)Moobot: @THE_LOEWENATORさん、サブスク登録3ヶ月目！
[8323.582] mmiiacha: 名前わっかんねぇけどありがと～
[8326.180] (S)~MISSING_COMMENTER_INFO~: センキューーーー！
[8336.536] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[8352.283] une3333: カゲの人ｗ
[8356.512] (S)tar2800: 影の人ｗ
[8359.306] mmiiacha: 自分へのアドバイス配信
[8362.622] tmo_012: あなた様です
[8362.901] (S)lutz001: 影の人聞いてるか？
[8369.081] (S)hayama01: この影なかなかやるよ
[8374.407] ememeume: カゲの人w
[8384.021] avmajvm: カゲの人、他人の意見あんま聞かなそう
[8392.156] lyo0822: ビーストさん聞いてるかー？ｗ
[8403.613] satoukazuma777: そろそろ麻雀が見たいです(小声
[8408.371] (S)ゴン太マン: 通話して教えてあげよう
[8415.700] (S)The_Loewenator: i would love to see Kage in tournament for you 
[8422.474] ememeume: わ。板ザンさん今日誕生日で39歳へ🎉
[8437.371] zigeny: 闇麻雀報道あるし気を付けないとね
[8441.077] (S)lesame: 勝った試合だしなぁｗ
[8442.678] (S)hayama01: おろろ～ん
[8443.968] une3333: 指摘点がない.....だと？！
[8449.595] (S)The_Loewenator: but i know evil ryu in SF4 is alot better then kage is in SFV
[8450.976] (S)wikokihgrs: ノーミスパーフェクト
[8452.377] (S)ichigyo24: 板ザンも誕生日近いのか
[8453.434] avmajvm: レベル９９
[8453.921] mccvay: 自分の理屈以上に納得することじゃないと受け入れられない
[8454.802] mmiiacha: 誕生日も近いんか
[8463.680] 不渡哲也: 板Zも39に
[8505.169] (S)strange_love00: 罰ホラゲ勝負を希望
[8510.147] adam_markii2nd: なるほど
[8518.472] ミヤ0085: 三太郎さんからプレゼントもらった？
[8521.161] prototypeie: ウメちゃんが生まれた二日後に
[8531.665] tmo_012: 溜めなしガイルには灼熱が有効
[8565.149] dcppio: Hey diago mannie said he beat you
[8571.016] dcppio: smugelineAlex
[8597.524] une3333: そう考えるとすごいよねぇ
[8627.882] nismo07: is this a replay?
[8628.021] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[8635.913] admjg23654: 失礼チョップ
[8644.715] mmiiacha: yes
[8649.182] une3333: ウメちゃんが「あいごー」って生まれた二日後に板zさんが「おーん」って生まれてるんだから
[8650.215] (S)lesame: ｗ
[8660.459] (S)ebimayoo: 自分のガイルとカゲが戦ったら相当カゲきつい？
[8665.934] nismo07: ty @mmiiacha
[8677.952] mmiiacha: VoHiYo
[8678.053] une3333: へー
[8698.604] (S)Hitode_noko: ベビハラ「アイゴォー！アイゴォー！」
[8702.166] onigiri21: onigiri21 subscribed with Twitch Prime. They've subscribed for 17 months, currently on a 1 month streak! 
[8702.282] (M)Moobot: @ONIGIRI21 with the 17 months re-sub! 
[8713.805] (S)strange_love00: アールさんはめくりジャンプしながら生まれてきたらしい
[8727.648] (S)ebimayoo: スラじゃなくて？
[8727.793] tmo_012: 大足みてから当てれたら相当灼熱うちずらくなりそう
[8733.368] une3333: いやスラで自分から産まれてきたんやで
[8741.237] hojihojidx: ダメージ勝ちできるのか
[8756.544] sum_life: もう少し待って戦ってみます
[8762.622] 略してエバ: ザンギさんは自分のレバー回しながらかな？
