[24.304] alyncoo: k4sen5ban
[6318.157] takenokoyarou_no2: UBIだけどどうなの？
[6318.381] katamarusan: codやってる奴はおもろいって思う
[6319.181] lucis27: Codよりは面白い
[6321.424] kuda1050: 無限に撃ち合える
[6324.573] vwaiwaiv: 日本人BOシリーズ好きだから流行りそうやけどな
[6325.164] かずとら: ShatterLineみたいにはならんでくれ。。。
[6327.509] carubo_: ubiでしょ？
[6330.428] yasutaka_000: 盾やめてね
[6330.826] 834217: インタベ追加してくれ
[6334.915] ufoforyou: うわ
[6336.258] ftchinbk: ｗ
[6336.980] katamarusan: でたーw
[6338.605] templecat35: えーこれで無料なのかすごい
[6339.631] Reo__________: ｗｗ
[6341.112] Annoymouse: キルした時気持ち良さそう
[6344.962] ftchinbk: ラインハルトやめてね
[6345.053] h9lios: きもすぎ
[6347.070] takenokoyarou_no2: キモすぎwww
[6347.247] 3104fjkw: 目新しいルールは欲しいな
[6350.240] hatatv: ゴリ押し
[6350.334] march1643: Finalsみたいにならなきゃいいんだけどねー
[6353.104] kantaaq: ぐろｗｗｗ
[6354.476] dekapuri397: キルストないからキャリーするの難しい
[6356.418] セブンイレブンバイト: つんよ
[6360.408] negitoro_gg: これおもろいんかw
[6362.382] ufoforyou: 何でどのシリーズでも盾不評やのに意地でも実装するんやろな
[6366.937] みちちち: それって近接で虹６みたいな盾パンチできるんかな
[6370.517] ftchinbk: 腰だめ露骨にバラける
[6372.452] h9lios: 覗かんかい
[6374.896] siesuterinn: 腰撃ちほんまあたらん
[6376.562] yasutaka_000: このモードコイツ必須じゃないか？ｗ
[6378.593] ぐちた: エイムか
[6378.686] なはむな: シャッターライン面白かったけど気がついたら死んでた
[6384.583] (S)激ローメタモン: tonaka2Nikkori753
[6387.123] ftchinbk: ｗｗｗ
[6396.073] h9lios: グラフィックキャッチー
[6397.767] みちちち: がちでｗｗｗｗｗ
[6399.090] すれいさん: ｗｗｗｗ
[6399.113] consensus_low: w」
[6399.453] 低音ちゃん: 一応足は抜ける
[6400.819] yoshizawa_ktk: きもすぎ
[6401.856] ~MISSING_COMMENTER_INFO~: うざすぎるｗ
[6404.857] (S)venven8: w
[6405.959] (S)なちょがすきー: がおすう
[6405.979] みちちち: 全員これでええやん笑
[6407.104] katamarusan: きめーw
[6410.537] h9lios: ジブンイックス 
[6419.697] (S)rushhikakinzz: 腰撃ち信者は一生エペやってろ
[6421.825] ufoforyou: 腰打ち終わってる
[6424.673] Reo__________: シャッターラインは武器ガチャで性能変わるのゴミだった
[6433.810] ぐりーむ6: このゲーム腰打ちしないほうがいい
[6437.663] vqlva2525: このゲームジャンプ撃ち強いです？
[6445.473] yasutaka_000: 盾に近接あるの？
[6445.585] h9lios: ドリまんえっっど
[6451.533] storm_777: EMPグレで盾なくなる
[6457.449] みちちち: エスコードの円に入ってる人数分、ロボットの動きはやなるからしょうみ全員これでいい
[6461.016] ufoforyou: レーザーポイントみたいなやつ無いんかな
[6463.579] ~MISSING_COMMENTER_INFO~: フィードくる！？
[6470.789] グリフォンです: アタッチメントで絞れないかな？
[6475.835] siesuterinn: 武器ガチャはダメだってiwから学べなかったのか
[6480.098] ufoforyou: ボドカの凸スナキター
[6480.557] みちちち: つよ
[6480.798] ~MISSING_COMMENTER_INFO~: やーる
[6483.147] akat2314: っパ砂よ
[6486.227] みちちち: まーじでつよい
[6488.775] katamarusan: 武器ガチャあるん？
[6489.905] (S)激ローメタモン: kyouchD
[6493.522] なはむな: 武器ガチャさえなければなぁ
[6494.005] 834217: JqJqJqJq
[6495.077] agonaga_onisan: rpgないの？？
[6495.629] 3代目吉幾三: フィーダーの血が騒ぐ
[6510.143] ftchinbk: ｗｗｗｗ
[6514.973] superlover_: @katamarusan このゲームはバトルパスとスキンしか課金要素ないで
[6515.257] 丸山だ: 武器ガチャないけどバトルパスで新武器解放はある
[6515.492] すれいさん: ｗｗｗｗｗ
[6517.582] tamamajidayo: ｗｗｗ
[6519.979] ftchinbk: 盾キモすぎるｗ
[6522.201] vqlva2525: wwww
[6528.354] yasutaka_000: このゲームからあの壁消したら完成だろ
[6529.652] kane8n_sub: ime-jiha
[6532.720] 髙橋御膳: ジョージ！？
[6534.221] katamarusan: PipeHype
[6535.614] raven0185: スナで盾www
[6535.790] vwaiwaiv: PipeHype
[6536.775] ufoforyou: エイムおっそいなあ
[6537.745] みちちち: ＣｏＤならバチボコに叩かれてる
[6538.832] kane8n_sub: このゲームって武器のカスタムとかあるん？
[6539.233] h9lios: うま
[6550.367] milf1you: ごーストみたいな覗き方やな
[6556.801] みちちち: うんま
[6559.484] tamamajidayo: うま
[6561.289] Annoymouse: 厳しいって
[6564.393] katamarusan: いんさね
[6572.513] h9lios: いんさね厳しいって
[6581.912] h9lios: スラキャンやろう
[6585.715] yoshizawa_ktk: エペみたいなキャラコン
[6591.417] ufoforyou: スラキャンあんの？
[6594.913] repal_badhop: こんちゃ
[6595.160] みちちち: バニホみたいなんできるよね
[6601.963] h9lios: カルビみたいな喋り方してたな今
[6612.347] すれいさん: 殴れそうじゃね？
[6617.090] GussanRR: ハンドガンも構えられんのかな
[6625.323] みちちち: 近接でなぐられへんかったっけ？
[6626.922] まよらー007: ボタン配置カスタムできますか？
[6632.879] aisakajp: Ironsightにめっちゃ似てないか？これ
[6633.559] あきたいぬぷらねっと: 一応殴れる
[6634.450] みちちち: 虹６のブリッツみたいな。
[6634.912] jaiko0808: pad同士でしかマッチしないんやね
[6636.371] ふらわだ: シールドバッシュはできます
[6644.150] osakanatemplar: 近接で７０くらいダメ入るよ
[6657.778] gigarogu: 砂って結構ハンショ出る？
[6660.506] ひゅが21: 弾抜けするんだよね バグで
[6666.941] 浪風ミナミ: 謎の画面のカクつきでまともにプレイできないんやけど 誰か対策知らないですか？
[6684.132] すひらひ: なんやコレｗ
[6687.095] みちちち: あの盾キャラ、パッシブでちょっと体固いんよな。
[6693.394] みちちち: ウルトきた！
[6697.558] Annoymouse: 砂気持ちいいな絶対これ
[6702.165] ~MISSING_COMMENTER_INFO~: やっぱ砂だなぁ
[6702.205] h9lios: 頭悪いスコ
[6705.727] vqlva2525: ボルトアクションいいな
[6706.583] あのがわ: obeyきた
[6713.073] gogen_g: エスコートが一番つまらん
[6714.783] tamamajidayo: やっぱこの手のゲームやるとうまいな
[6715.060] tomoya_eg: bo4の時近接強かったから1、2発撃ったら殴る練習してた笑
[6718.890] ecozarashi_ez: 少なくとも縦が通常武器枠になくてよかった
[6720.353] h9lios: うま
[6721.689] (S)venven8: うま
[6729.806] かいるですよ: うま
[6732.338] o_mafu: もう一個の方の砂胴体一発で強い
[6732.358] foot_chicken: うま
[6732.377] mintonll: うま
[6734.803] みちちち: えーーーーうま！！
[6741.365] ufoforyou: なにそれ
[6742.222] j0ker_fps: obey時代のｖｄｋやん
[6745.286] めなっきー: おっっっほ
[6746.800] ftchinbk: ウルトつっよ
[6747.359] ~MISSING_COMMENTER_INFO~: ﾚｯﾂｺﾞｶﾓﾝﾍﾞｲﾋﾞｨ
[6747.859] siki772: このウルトの最後の一押しつええ
[6749.138] みちちち: ｗｗｗｗｗｗ
[6749.426] よーへい: さいごにそれつよｗ
[6750.697] jur1_vl: うんま
[6752.300] h9lios: きもすぐぃ
[6753.500] らむぽっぷ: これまじで厄介
[6753.724] わたあめ___: 最高ｗｗｗｗ
[6755.391] mm_kos: サクサク倒せるな
[6757.240] whiskey7n: もう一個のスナイパー良かった
[6757.934] 3代目吉幾三: pamaj思い出す
[6762.605] Annoymouse: いいね
[6762.840] gigarogu: コッキングかっこよ
[6763.060] 年金暮らし: このゲームおもろいよな
[6764.445] nana_121: CODとOW合したみたいなもん？
[6764.562] bob_dosukoi: っぱぼどの砂みててきもっち
[6764.580] まよあん: ｷﾓﾃｨｰ
[6765.804] yoru_game__: これいくらですか？
[6766.427] h9lios: スプラ思い出す
[6766.521] みちちち: 次のラウンドにとっとくんかと思ったら笑
[6767.659] (S)rushhikakinzz: l9knewってIDがもう懐かしい
[6769.793] gigarogu: 音ええな
[6772.086] aisakajp: やっぱ実銃ってクソかっこいいな
[6775.512] buriyamaburio: いろいろ要素あるくせにチュートリアルも練習場もないのキツすぎる
[6776.979] 歴戦のヨーダ: 無料
[6779.021] zariganidao: ちな武器レベル100まであるよ
[6783.010] Natu_er: エイムアシストのちょうどいい塩梅がわからん
[6785.376] ufoforyou: asd 遅すぎるな
[6786.851] riandu_: なんかそのうち課金でレベ上げできそう
[6790.729] daichaaan12: あ
[6792.905] ~MISSING_COMMENTER_INFO~: 引退おめ
[6794.638] みちちち: もう一個の砂は覗くん遅いけどボディワンパンらしい。
[6795.622] h9lios: そこに愛はあるんか
[6795.897] yoru_game__: @歴戦のヨーダ ありがとう
[6801.529] agonaga_onisan: 迷彩とかもあるの？
[6802.926] superlover_: 後半武器スキンやで
[6806.025] aisakajp: CODのパクリのIronsightにめっちゃ似てる感
[6812.859] ぐりーむ6: まぁカスタム出るのは前半まで
[6817.085] Knoll____: レベル制FPS流行りません
[6817.311] grave_ex2: ヴァロやめてこれやるか
[6825.802] よーへい: マップが遊んだことあるゲームであつい
[6831.257] 丸山だ: 42レベ以降は武器スキン解放の為にレベル上げって感じだよ
[6831.949] みちちち: よく見えたな今？？？？
[6846.787] riandu_: 武器の経験値かなり重くない？
[6847.739] みちちち: えぐいレレレ笑
[6857.231] ~MISSING_COMMENTER_INFO~: mw3で視点グルグルして回避してたわ
[6860.479] yasutaka_000: 最終エリアまで遊ぼう
[6860.705] 96_nineteensix: 普通にこのゲームくっそおもろい
[6870.088] rachelzgxe: MWⅡ・Ⅲがアタッチメント共有とかで武器レベルほとんど20くらいなのってだいぶ遊びやすいな
[6897.797] katamarusan: 厳しいって
[6899.303] gogen_g: DMRつよいぞちな
[6905.894] ひゅが21: 名前にxxついてる人ハセシンさんのファン？教えてくれ
[6906.857] Reo__________: 初期スコ12倍なのほんま笑う
[6908.587] yuuta0922: ズーム感度上げれるよ
[6909.807] gogen_g: 砂無理すぎる
[6919.624] Annoymouse: 芋るしかない
[6930.654] 丸山だ: @hyuga420gk1 老兵だよ
[6935.093] katamarusan: ハセシンのファンw
[6936.884] grave_ex2: エペヴァロも衰退気味やし丁度いい機会やな
[6937.444] riandu_: なんかドミネーションで火炎瓶とショットガンでクソきもムーブするやつ多かったんだけどメタ？
[6937.992] Annoymouse: スコープ使わなくても当たるんかな
[6939.425] 96_nineteensix: ガチでBO4あたりの感覚に近くてほんとに楽しい
[6944.181] みちちち: ばんざい
[6958.624] milf1you: そのうちストロボライト出てくるよー
[6971.517] siesuterinn: くりっぴー取れそうなシーンだった
[6974.398] 石田凱: BFにこんな感じのマップなかったっけ
[6976.113] ひゅが21: 老兵って意味なんだ ty
[6977.270] ぐちた: むず
[6979.745] riandu_: ｗｗ
[6987.349] よーへい: 砂ってさいしょそれだけ？
[6991.461] Annoymouse: 思ってたより使いやすそう
[6994.580] katamarusan: 確かにbfっぽいマップ
[6995.051] gussan5532: ６べぇくらいでいいな
[6997.054] riandu_: スナの育成マジ大変そうだなｗ
[6997.499] 電気マツモト: wwww
[6999.957] Reo__________: パッシブで120HPあるやつは死なないんよな
[7003.797] みちちち: その盾キャラジブみたいなパッシブもっててかたい。
[7008.827] kuda1050: 古のメトロッカー
[7011.883] Ankhq: そのモード盾持てるやつ攻めのとき強い
[7016.012] 834217: 12しんどいな
[7029.198] siki772: PADのSRくそむずそ
[7031.424] ecozarashi_ez: アリーナFPSで高倍率過ぎてもな…
[7035.041] ~MISSING_COMMENTER_INFO~: 動いてると完全に覗き込んでも多々外れる
[7049.655] yuuta0922: codレジェンドのスカンプ毎試合50キルぐらいしてて無双してたわ
[7052.398] s415_coco: 気になってたゲーム
[7054.628] ~MISSING_COMMENTER_INFO~: これ無料？
[7055.700] gigarogu: ストッピングあるん？
[7058.669] バルサミコ酢: ハンドガンが育つにょ
[7061.480] わたあめ___: 1発でやれないのきついなぁ
[7067.136] らむぽっぷ: 砂ちょっと弱いかも
[7069.490] whiskey7n: もう一個のスナイパーじゃない？
[7072.323] decoy_55: アタッチメントのせいとか？
[7072.494] ゆるふわ霊柩車: これバリスタか？
[7075.910] みちちち: あの盾キャラが、ジブみたいな体固いパッシブ持ってるんよ
[7084.548] j0ker_fps: l9knewとかくそなつかしい
[7088.990] みちちち: やっばい
[7089.199] riandu_: あのジブやばいｗｗ
[7091.246] vqlva2525: 盾ほんまいらんな
[7091.619] tamamajidayo: ｗｗｗ
[7093.026] fshell3: ｗｗｗｗ
[7093.825] ディナンシー: www
[7093.881] kantaaq: ｗｗｗｗ
[7094.099] 3代目吉幾三: ラグい時のバリスタ
[7095.482] Natu_er: ｗｗｗｗｗｗｗｗ
[7096.552] みちちち: ｗｗｗｗｗｗｗｗ
[7097.391] mintonll: www
[7098.779] まよあん: やばｗ
[7099.078] ひゅが21: おすすめpad感度ない?
[7100.790] わたあめ___: ultか
[7101.096] みちちち: 要塞が歩いてきよる
[7102.912] Annoymouse: w
[7106.668] aklife11: さすがにおもろい
[7110.206] gogen_g: ドミネ楽しいっすよ
[7110.527] ruandayo0206: これって無料？
[7120.029] ecozarashi_ez: ファッキン無料
[7120.293] tamamajidayo: 動くジブドームで草
[7124.760] riandu_: ドミネがまじでおもろい
[7129.146] siesuterinn: 大真面目にやるとあの盾男強すぎそうがすぎる
[7134.079] ロート: 自己回復はやくていいね
[7134.843] gogen_g: このモードゴミ
[7138.746] daichaaan12: 覚醒まどか
[7142.005] ~MISSING_COMMENTER_INFO~: 警察だ！
[7143.706] h9lios: 大人を舐めるなよ
[7143.991] わたあめ___: ｗｗｗ
