[18.253] kiiroiinu88: O
[549.610] るーでんすらっと: ひろき、僕の人生は終わってるよ 
[549.676] (S)hirunaruna: 今日だね
[549.920] gengoro560: 今日じゃん
[550.137] wazukanin: あ
[550.541] kuma0_0927: 今日じゃん
[550.786] おしょんぽ: お
[550.842] (S)hibari_1104: 今日や
[551.404] sekuharatandai4: いいね
[551.614] (S)まなみ_____: 今日だ
[551.693] lemiko0919: こわ
[552.239] (S)汁無坦々麺: 汁無坦々麺 subscribed at Tier 1. 
[552.401] (S)romshiyo: 今日じゃん
[552.774] hayagriiber: タイムリー
[553.554] mochi963: 今日だな
[553.569] (S)mizore_ame: 今日だね(笑)
[553.824] kotori_10152: 今日
[554.294] (S)omaenoushiroda_0: 連動してんのか？
[554.325] (S)kometsubutsubu: ｗｗｗｗｗ
[554.453] (S)v_ga8g: 今日だ
[555.611] gomoda: 一週間で給料？
[555.829] hiromaro120525: geroki1Punch
[556.377] (S)三色おだんご: 連動してんの？
[556.566] ikumin08: 今日だね
[556.614] usagiraran: www
[556.640] ようですよ: すげ
[556.680] (S)hibari_1104: してないけどねｗ
[556.866] (S)巻き毛猫: FallWinning
[556.871] sekuharatandai4: すげえ
[556.936] Oreo9_monster: リアルタイム？
[557.419] aruha_0113: タイムリー！！
[557.573] ace1ace1111: 店いこー
[557.621] 食券です: 今日きたああああああああ
[557.763] mdmdmdmdmdw: 今日？
[557.848] atnb_: みられてるぞ
[557.863] michiwwwwwwwww: 今日だね
[558.706] (S)iwaminn_22: 今日だ
[559.462] aksan0816: 今日だ
[559.525] yukimiomochi: 飛んだなぁ
[559.577] (S)迷子の社会人: リアタイ？＿
[559.590] (S)umttmm: 見られてる
[559.717] takitategohann: ほんとだ
[559.944] Hiyori__123: リンクしたww
[561.282] (S)zoba_57: ギャンブルしよう
[561.953] hatati2075: おい監視されてるぞ‼️
[561.996] aruha_0113: いいやん
[563.095] rxrx2525: 関係ない
[564.520] (S)いけちゃむ: 今日だね
[567.483] (S)anri_kamekame: アルミホイルまこう
[567.593] 2moji_: 週払いか
[568.383] lukadesuga: 羨ましい
[569.887] ようですよ: あ
[569.976] (S)swimkinpop: みているぞ
[569.978] amadeus_0716: 給料日やん
[570.966] 30ー30フリーター: 貯金しろばか
[571.818] nuuuum_: 週払いええな
[571.833] mochi963: まんまと誘われてるw
[572.098] puwa_chomo: 計画的にw
[572.323] satomaru__: お前が頑張ったからだよ
[572.751] notorious_aka: やっす
[572.955] nanohana20: へー
[573.017] (S)wanwan_5: えらいやん
[574.092] るーでんすらっと: 遠隔されてる
[574.322] (S)yuu_harugami: やっす
[574.459] (S)チズケキ: Cheer100 Cheer100 Cheer100 Cheer100 Cheer100
[576.421] (S)三色おだんご: ひくう
[576.602] (S)hirunaruna: 週払いすご
[576.782] やっちょ: 週払いの派遣か
[576.839] pelican666pp: ギャンブルいこう
[577.062] gomoda: やっす
[578.213] ripslyme99: ゴールデンウィーク明け仕事だるいから３連有給とったったｗｗｗｗ
[578.555] sekuharatandai4: 週払い
[579.863] kotori_10152: へーやっす
[579.900] yukimiomochi: あああああ
[580.055] yae_karasu: 週払い
[581.353] takitategohann: へー
[582.355] (S)omaenoushiroda_0: ひろきガルバ行き慣れてるんだから大丈夫だよな！？！？
[582.529] (S)いけちゃむ: やっす
[583.103] (S)hirunaruna: 6万円
[583.966] (S)yuu_harugami: カス金すぎる
[584.622] nanohana20: そうね
[585.013] (S)hibari_1104: 入店すべ
[585.202] (S)kamosuzo_: 店行くべ
[585.243] nuuuum_: しかもまあまあもらってる
[585.512] kotori_10152: wwwww
[585.660] 2moji_: ギャンブルいこう
[587.067] mugichano: エ口ゲー？
[587.119] アレックスオチョア: wwww
[587.282] aruha_0113: たしかに！
[587.495] (S)wanwan_5: ぎゃんぶる…
[587.519] mochic4n: 60,000で？は？
[587.680] sekuharatandai4: www
[588.233] xen0v3rse: ゲーム音が小さいです
[588.844] raru_004: ギャンブルすべ
[589.782] kotori_10152: ね
[590.064] yukimiomochi: おおー
[590.400] しこたまコアラ: このゲームCV.Geroなのが良いな
[590.464] riz0022: そうですね
[592.122] 田中くんさん: 週4.5なら悪くないぞ
[592.369] (S)ちゃろまま: ねっ
[593.364] hatati2075: く、くる
[593.436] mokeke_kemono: ときメモ…？
[594.975] mochi963: 青春を金で買う
[595.144] sekuharatandai4: おにやルートいこう
[595.198] kenchi0122: ギャンブルギャンブルギャンブルギャンブル
[595.662] eveningmist_: く、くる
[596.507] ようですよ: 強制ww
[596.511] ika_poppo_chan: くるぞ
[596.674] (S)romakkuq: wwwwwwwwwwww
[597.135] (S)hirunaruna: ボイスいいねえ
[597.878] tomo_28256: 声優
[598.533] hiru684: 声優
[598.701] yae_karasu: スマホライクになっとる
[598.753] nano_gr: www
[598.969] nanohana20: ｗ
[599.109] michiwwwwwwwww: 週払いってバイトじゃん
[599.390] ~MISSING_COMMENTER_INFO~: あ
[599.842] mumindaniel: wwww
[600.014] 青ネギ婦人: く、くる
[600.180] puwa_chomo: 読み方悪意あるなーw
[600.222] (S)でんがく_: たしかに
[600.431] 椎野とおる: higeZipperanime
[600.464] 96san_788: ｗｗｗ
[600.825] aruha_0113: おぉ
[600.850] kuma0_0927: あ
[600.980] (S)v_ga8g: あ
[601.104] hachiware_chan: あの
[601.118] (S)かん69: あ
[601.183] s_yupi05: wwwwwww
[601.282] atnb_: あ
[601.375] ruri_gm: ん？？？
[601.414] (S)omaenoushiroda_0: うおおおおおおおおおおおおおおおおおお
[601.606] mugichano: いい声w
[601.808] riz0022: あ
[602.173] okashiya: にやっ
[602.211] (S)迷子の社会人: あ
[602.272] ripslyme99: ケツでっか
[602.306] (S)zoba_57: あ
[602.449] moko_rainbow: あ
[602.469] (S)yuu_harugami: お、好きな子いるぞ
[602.482] lemiko0919: アウト
[602.521] ace1ace1111: 終了
[602.625] しこたまコアラ: ななななな！？
[602.786] (S)三色おだんご: 顔ｗｗｗ
[602.792] 3ゆ: geroki1Yametene
[602.824] kotori_10152: 声優やめww
[603.000] (S)musshuuuuu: ニヤニヤ
[603.007] nanohana20: ぶるん！
[603.099] (S)miena317: あれw
[603.267] 所情事: 前身がドリクラだっけか
[603.486] (S)いけちゃむ: www
[603.726] (S)saaaawa: 無駄なイケボ
[603.754] (S)迷子の社会人: ｗｗｗｗ
[603.840] おしょんぽ: wwww
[603.956] (S)romshiyo: ひろき？
[603.998] ebimayo27: www
[604.351] tyoushitirou: 演技よ〜
[604.579] raru_004: geroki1Yametene
[604.712] (S)yuu_harugami: おっと？
[604.785] (S)kamosuzo_: あ
[604.793] MachineGunBaby_00: あぶなw
[605.281] (S)zoba_57: ニヤニヤ
[605.440] (S)でんがく_: 入店！
[605.564] (S)koma_6611: もーまたかー
[605.573] 食券です: でっっっっ
[605.753] (S)tansann_0: うおおおおおおおおお
[605.872] hachiware_chan: たゆん
[605.943] sakura_yrsk: あれ？
[605.971] ocha72525: ふぉー
[606.103] hqrcaaaaa: wwwwwwwwwwwwwww
[606.127] umiheta: あ
[606.530] ubibibibibibibibibi: えどどどど
[606.602] (S)zoba_57: ムクムク
[606.637] sky8763: wwwwww
[606.637] (S)ギャ: ひろき？？？？？
[606.667] ikumin08: 顔よwww
[606.781] andante_mii: アウト
[606.803] (S)おばけちゃそ: えっっっっっっっっど
[606.928] muzoudokozo: DinoDance
[606.970] (S)汁無坦々麺: リアルでキャバ行ったらどんな感じ？
[607.068] (S)pon8_k5: イケボwww
[607.116] (S)yuu_harugami: ひろき？
[607.155] atmgmwgs: あれ？
[607.180] kuma0_0927: ダメだろ
[607.381] puwa_chomo: wwwwwwwwwwwwwwwwww
[607.469] mochic4n: で、でかい
[607.481] マソ仔: ときメモって何ですか？
[607.625] yukkiyoko: www
[607.735] mugichano: wwwwwww
[607.836] (S)iwaminn_22: お
[607.913] usagiraran: ニヤニヤ
[607.933] (S)romakkuq: ひらき？
[608.040] uru__n: ひろきwwwww
[608.070] aruha_0113: wwwww
[608.090] uribo_3: さすがの演技力！！
[608.166] gomoda: ストライク
[608.356] hiru684: 終わり
[608.416] udon48273: あ
[608.559] (S)mitsuki2525816: にやけてるし
[608.598] ぐあんぐあん: あ
[608.638] gengoro560: でっか
[608.828] (S)hayakenta: ｗｗｗｗｗｗｗｗｗ
[608.843] haizi: wwww
[608.949] (S)miena317: 顔www
[609.046] matsu3232: あ
[609.151] (S)wowzowee: お？
[609.183] (S)hina_korori_: geroki1P
[609.378] sk_sleeeep: wwwwww
[609.544] (S)sonna0926: イケボ助かる
[609.577] osamurai_samurai: 体入しよう
[609.738] mochi963: お？
[609.935] (S)omaenoushiroda_0: でっっか
[610.098] (S)ten76558: あ
[610.173] なちゃん25: アウトで草
[610.229] しこたまコアラ: めちゃくちゃおもろそう
[610.646] (S)セイ00: 配信終了
[610.788] taruto39: ニヤニヤ
[610.867] (S)wanwan_5: 鼻の下びよーん
[610.884] nuuuum_: えっど
[610.923] karinto_h: おっと？(￣▽￣)
[610.942] okashiya: あれー？げろーちゃーん？
[610.998] koratyo: ニヤニヤw
[611.216] dawn0022: にやにやしてるだろｗｗｗ
[611.327] hatati2075: ギリか…？
[611.462] ようですよ: おいww
[611.706] まめた: でっか！
[611.780] ruri_gm: wwwwwww
[611.908] sakura_yrsk: もうおわりだよ
[611.995] (S)kohaku_sazanami: はいアウトです
[612.353] こいだま: ひろきくん？？？www
[612.389] (S)ten76558: 終わり
[612.410] uru__n: アウトwwwww
[612.417] yukimiomochi: お前らワイプに注目すんぞ
[612.568] me_go_: ひろき？？WWWWWWWW
[612.575] riz0022: 目が
[612.603] ~MISSING_COMMENTER_INFO~: ニヤニヤ
[612.644] (S)hibari_1104: えっど
[612.732] mack2525: 覗こうとすなｗｗｗ
[612.839] ocha72525: wwwwwww
[612.856] (S)tansann_0: えっど
[612.871] ace1ace1111: ニヤけたね？
[612.965] daco_chan: あっ
[613.904] nanohana20: ｗｗｗｗ
[613.949] violet_801: おや
[614.106] 07haru07: アウトでしょww
[614.145] mugichano: にやけすぎw
[614.193] pelican666pp: ひろきー？
[614.577] (S)lemon_smashmk3: でっか
[614.700] (S)hirunaruna: あ
[614.800] (S)makiwoooo: んー 
[614.999] ぐあんぐあん: ムクムク
[615.045] harukotahin: ニヤニヤ
[615.204] 食券です: ニヤ…
[615.262] takayan4290: のびてるぅ
[615.281] (S)suzubba: イケボ
[615.411] 青ネギ婦人: あ
[615.441] (S)moyashi1222529: geroki1Daipan
[615.613] (S)v_ga8g: アウト、？
[615.703] (S)fluid55: タユンタユンタユン
[615.748] amanojaku_neko: 顔www
[615.934] amadeus_0716: はい逮捕
[616.010] pppppyonti: おわりおわり
[616.011] daco_chan: ﾆﾁｬｧｯ
[616.185] atmgmwgs: えっど
[616.217] haizi: ニヤついてはいけない
[616.336] (S)おばけちゃそ: geroki1Kawaii
[616.479] (S)ちゃろまま: お顔✨
[616.591] harunyun: かお
[616.685] ebimayo27: 見方www
[616.806] rnine0222: ピクって
[617.426] アレックスオチョア: おい
[617.513] (S)エレみょん: ぐび、と
[617.617] ace1ace1111: それやめろ
[617.630] yocchin_2525: おい
[617.838] (S)ren_noze: wwwwwww
[618.010] atnb_: 鼻うごいてら
[618.040] (S)hina_korori_: geroki1P
[618.230] (S)miena317: 飲んだwww
[618.381] (S)tansann_0: ゴクリ
[618.443] ocha72525: ごくり
[618.449] (S)hibari_1104: ごまかし酒
[618.673] s_yupi05: 一旦ね
[618.678] yukkiyoko: アウトやろ
[618.734] (S)zoba_57: あ
[618.756] (S)iwaminn_22: 悟りを開いた？？？
[618.933] (S)いけちゃむ: 鼻の下伸びてるよ
[618.940] (S)mussannnn: でぇ
[618.953] (S)かん69: 酒で誤魔化すな
[618.969] moko_rainbow: ごまかすな
[619.124] takayan4290: 酒
[619.132] kuma0_0927: ひろきー？
[619.303] ruri_gm: おいおいおい
[619.508] aruha_0113: アウト？
[619.523] usagiraran: wwwwww
[619.534] (S)まつば: 😂
[619.564] michiwwwwwwwww: 顔やばくね
[619.634] sakura_yrsk: もうニヤけてるのよ
[619.744] (S)omaenoushiroda_0: ニヤニヤ
[619.756] uru__n: 配信終了だろwwwwwww
[619.773] ochiko115: 金城耐久レーーーーーーース
[619.977] (S)yuu_harugami: にやけてんな？？？？？
[619.986] (S)wanwan_5: むくむく
[620.044] yukimiomochi: ひろきさーん？？？
[620.087] 96san_788: ムクムク
[620.205] (S)おばけちゃそ: geroki1Kawaii
[620.299] warachia0536: アウト？
[620.352] ryubi1211: 鼻の下伸びてて草
[620.562] kotori_10152: wwwwwww
[620.741] moyasimen: アウトだろw
[620.867] ma_t_ri: ゆるんでるぞwww
[620.948] 3ゆ: にやけ顔の間違いだろ
[621.122] (S)makiwoooo: あら 
[621.272] hopma_7: ひろきー？
[621.273] (S)三色おだんご: ニヤケガードで酒のむなｗｗ
[621.288] flyingpizza104: 何やその表情
[621.367] ぐあんぐあん: ムクムク💦
[621.606] クロ321: ^_^
[621.821] めめせー: 顔w
[621.844] (S)musshuuuuu: 酒で隠すな
[622.235] (S)megenai_suzume: 覗くな覗くなwwwwww
[622.350] mdmdmdmdmdw: かお
[622.438] (S)umttmm: 酒が進むなあ！？
[622.712] (S)pon8_k5: ひろき？www
[622.895] (S)cochan417: wwwwwwwww
[622.924] lemiko0919: グビちゃうねん
[623.007] aksan0816: アウトだろww
[623.090] (S)迷子の社会人: 単純すぎｗｗ
[623.161] (S)チズケキ: どれどれ
[623.185] まなぴぃちゃん: おやおやおやぁ？
[623.268] cheru0saaaaaaan: 画面見ててね
[623.422] yuyu02321: はいぐい
[623.425] mumindaniel: つらっとしないでw
[623.501] haizi: 笑うな
[623.509] ika_poppo_chan: ムクムクしてますね
[623.652] mochi963: クソおもろい
[623.861] tyoushitirou: 酒で隠すな！！
[623.891] クロ321: ^^
[623.950] kooooooooooooooooooooooou: ゴクリ
[624.039] ぱか10: 黙るなｗｗｗｗｗ
[624.157] しこたまコアラ: 名前変えれんのか？
[624.325] hitonastu: おじさんにやけてるよ！
[624.379] wwrlyz: ゴクリ
[624.542] kitatoshi: 終わりそう？
[625.341] (S)mitsuki2525816: にやけたら酒に…
[625.466] mugichano: グビっ
[625.570] keeeeeeeeei_13: 角度wwww
[625.674] wakusei_525: ん
[625.779] atmgmwgs: 飲むな
[625.909] (S)lemon_smashmk3: ちょっとムクムクしてませんか？
[625.972] muzoudokozo: 酒でごまかすのやめてね 
[626.103] (S)ten76558: 酒で誤魔化すな！
[626.155] ebimayo27: 歌い手？
[626.591] がしゃーーん: アイトラッカー付けてくれよwwwwwwww
[626.660] すくいーず: ｗｗｗ
[626.681] yuuuu_an: ひろき顔アウトw
[626.747] (S)mizore_ame: Geroさんwしゎべらなくなっちゃったwww
[626.786] hatati2075: 横山緑みたいな誤魔化し方すんな
[626.965] satomaru__: 口角上がってますよ
[627.171] wazukanin: え
[628.383] (S)ren_noze: ビクッってすんなwwwwwww
[628.581] takitategohann: 目バキバキやん
[628.683] gedonk: ｗｗｗｗｗ
[628.818] yukimiomochi: おい飲むなや！！！
[628.822] kenchi0122: 鼻垂れてますよ
[628.941] 00_asuka: 酒で誤魔化すな
[629.014] か___: wwwwwwww
[629.200] hoshiya2525: ぐび
[629.256] ray_828: wwww
[629.419] tiger_72xx: ニヤついてない？w
[629.865] aruha_0113: かわよ
[630.085] eenn_25: ムクムク
[630.481] chama_live: れもんどうなくなったらごまかせなくなるぞ
[630.549] udon48273: ｗｗｗ
[630.584] (S)zoba_57: 鼻の下伸びてます
[630.683] (S)おばけちゃそ: geroki1Kawaii
[631.401] riz0022: 可愛いね〜
[631.495] (S)tansann_0: 歌い手～？
[631.789] なりほど: ニヤニヤ
[632.011] (S)romakkuq: 歌い手？
[632.269] usagiraran: www
[632.470] (S)swimkinpop: 今日何杯飲むかな？
[632.530] ebimayo27: 笑ってるwww
[632.799] (S)pinjky: 覗き見するな
[632.840] mochi963: 歌い手ー？
[632.892] (S)hibari_1104: ニヤけてんな
[633.008] 084bean: 右下
[633.432] yuyu__uyuy2796: wwwwww
[633.435] yv_kattt: 頼む！続けてくれ！
[634.067] しこたまコアラ: あごあがってるよ
[634.181] (S)n4tsumik4n: ひろき？wwww
[634.212] takayan4290: 目がやべぇ
[634.669] hageyamasanagain: ｗｗｗｗｗｗｗｗｗｗｗ
[634.844] suda7770: ぐびーーーーっ 
[634.887] ロビンソン7: 後から見たおっぱいどないなっとんねん
[634.988] すくいーず: いま
[635.056] (S)yuu_harugami: まじで草
[635.261] aruha_0113: 上がってるやん
[635.469] (S)ten76558: もう、アウトだろ
[635.503] hiromaro120525: Geroさん〜
[635.519] (S)moyashi1222529: geroki1P
[635.611] (S)いけちゃむ: ごまかせてないよひろき
[635.733] yukkiyoko: www
[635.876] npa_a: アウトやんWWW
[636.090] 内向的: geroki1Yametene
[636.320] ruri_gm: ひろき？？
[636.378] sakura_yrsk: 上がってるよwww
[636.564] uni_0141: もうおわりかあ
[636.726] michiwwwwwwwww: まんまと
[636.796] mugichano: wwwwwww
[636.821] るーでんすらっと: wwww
[636.908] payzuridensetsu: もう終わりそうかな
[637.370] michannnnnn1023: あ？？？？
[638.383] nanohana20: 微動だにしてないな
[638.670] (S)迷子の社会人: ｗｗｗｗｗ
[638.705] (S)hina_korori_: geroki1P
[638.958] (S)hirunaruna: wwwwww
[638.962] okashiya: w
[639.091] (S)三色おだんご: ほーん？
[639.241] gomoda: 今に焼けたた
[639.400] me_go_: OUTやってWWWW
[639.785] lemiko0919: じゃあねろや！
[639.970] (S)musshuuuuu: ？
[640.019] クロ321: mago2dYametene2
[640.205] (S)omaenoushiroda_0: さすがに刺激がないか
[640.459] (S)hibari_1104: どんな言い訳やねん
[640.623] (S)zoba_57: しろ
[640.636] michannnnnn1023: 嘘つくなや
[640.998] ochiko115: 目ぇバッキバキやんwwwwwwww
[641.159] マキシマス田中: あがってるよw
[641.207] ace1ace1111: 鼻の穴ふくらんでた
[641.729] 리리_01: ｗｗｗｗｗ
[641.900] (S)ten76558: 上がりまくりで草
[642.527] mugichano: つり上がってるよ
[642.636] riz0022: 眠いか
[642.667] chama_live: つかれてるんだよな
[642.702] (S)かん69: あくびか〜
[642.723] (S)kamosuzo_: 鼻の穴でかくなってる
[642.742] meimeimiko: www
[642.747] (S)tansann_0: そかそか
[642.797] yukimiomochi: 黄色の子タイプや
[642.851] kotori_10152: こっちは電車なんだからはやく終わらせてくれw顔で笑ってしまうw
[644.370] D0r0thy_Haze: じゃあしょうがないな
[644.405] (S)umttmm: ゲーム音大きくしてほしいかも
[644.484] harunyun: ワイプ大きくして
[644.675] puwa_chomo: 元祖歌い手だいじょぶかーー
