[6.359] (S)peho_okok: PopNemo
[4159.946] (S)ーてるまー: wwwwwwwww
[4159.954] (S)__さち__: こっわ！
[4159.981] (S)ゆきち178: 最高w
[4160.141] (S)みゆ5252: gocchaWww
[4160.143] (S)ちょろまつ: w
[4160.148] hachiko0000: wwwwww
[4160.336] (S)kiara3_55: wwwwwww
[4160.346] (S)ボクタクロー: オチまで完璧www
[4160.362] (S)とびうお30匹: 外し方うまいｗｗ
[4160.587] (S)twmonitor: ちゃんと外したｗｗｗ
[4160.612] (S)_凛_: あっぶねえｗｗｗｗ
[4160.700] (S)tukino_00: www
[4160.854] (S)あいめろち: いけー！！！！！！
[4161.345] lakara777: www
[4161.429] (S)ルーぽん: wwwww
[4161.536] うめた: wwwwwww
[4161.653] ayano72o: gocchaWww
[4161.712] さなちゃん__: wwwwwww
[4161.749] (S)_ぴぴまる: wwwww
[4161.956] (S)ぇみちん: wwww
[4161.982] (S)右打ち中: gocchaWww
[4162.224] (S)tapachun: ちゃんとまってくれたｗｗｗｗｗｗｗｗｗ
[4162.453] (S)hofura05: wwww
[4162.514] (S)nanashi3774: 外し方がうまいｗ
[4162.693] (S)4restgecko: wwwwwww
[4162.942] (S)みほまる_: しぬ wwwwwwwwww
[4162.965] KABAYAKIGG: ええてwwwwwwwwwwww
[4162.975] (S)リイア: やばいwwwww
[4163.174] スヴァル: あーー
[4163.311] (S)けいこ0630: wwwww
[4163.400] (S)jack__herer_: ｗｗｗｗ
[4163.412] (S)meiko_1327: wwwwww
[4164.136] (S)さるもず: wwwwwwwwww
[4164.165] (S)歩雨: ほんまエンターテイナーwww
[4164.733] (S)くうれい: ｗｗｗｗ
[4164.944] (S)とまだ: wwwwww
[4165.041] _ねねね_: エンタメえぐいwww
[4165.076] (S)darumario: 最高だ！！
[4165.280] (S)お湯さん2533: wwwwww
[4165.290] (S)いおりさ: 最高すぎて泣いた
[4165.494] (S)りょうた893: wwwww
[4165.698] (S)地下飛びぺんぎん: www
[4165.899] (S)勇海_ゆう: gocchaWww
[4165.946] (S)アベベ: あぶね！wwwww
[4166.091] (S)akira_1026: gocchaWww
[4166.161] (S)わかるとも: エンターテイナーすぎるwww
[4166.185] (S)ダーヨ: ｗｗｗ
[4166.211] cheeeeekun: rp最高
[4166.233] (S)僞髏_ぎる_: wwwwww
[4166.405] (S)しろくも3: wwwwww
[4166.556] (S)あいめろち: こわwwww
[4166.589] (S)__しずか: 最高 
[4166.749] (S)ankosan0375: gocchaWww
[4166.798] 35p_blaugrana: ちゃんと外すんだよねww
[4166.844] (S)エメリ: wwwww
[4166.972] (S)nachos_spg: しょうじありがとうｗ
[4167.214] (S)はにちっく: コント最高👏👏👏👏👏
[4167.292] (S)べるやん: しょうじ最高w
[4167.358] (S)ピン汰: 面白すぎ 
[4167.445] (S)shiki_karakyou: wwwwwww
[4167.461] (S)わかころりん: おもろすぎだろwwwwwwww
[4167.524] (S)きっこまん: www
[4167.596] (S)りくたん_: 最高wwwwww
[4167.626] ちゃむ05: wwwwwwwwwwwwwwww
[4168.066] (S)しばんばんばん: さすがだなぁｗ
[4168.078] (S)おーちゃん21: gocchaWww
[4168.479] (S)chip_chop122: やさしいw
[4168.693] 桃饅: えぐいw
[4168.714] どーぷちゃん: wwwwwwwww
[4169.030] (S)鬼煎ちゃん: www
[4169.145] ふ_ま__: wwe
[4169.361] (S)ヅラーチ: エンターテイナーすぎるｗｗｗ
[4169.383] (S)はくまいこ: もったいねぇwww
[4169.626] (S)milky_herb_candy: gocchaWww
[4169.842] (S)ゆきぃにゃん: ちゃんと待ってたｗｗ
[4169.913] (S)tmgapmj: ちゃんとおもろい笑笑
[4170.041] (S)__みゆ___: おもしろw
[4170.044] (S)みすたぁ801: 最高すぎるｗ
[4170.340] otukimis: うますぎる
[4170.411] (S)るえん: ありがとう楽しかったよｗｗ
[4170.560] (S)あねむ: エンタメすごい
[4170.742] 水仙すいせん: 最高WWWW
[4170.884] (S)ayaka1125: gocchaWww
[4170.958] (S)ちゃこだよ: gocchaWww
[4171.075] yukodu456: w w w
[4171.208] (S)_ぴぴまる: しぬwww
[4171.264] (S)まろんぬ__: ちゃんと外してくれてるの優しいwww
[4171.620] 1_pessy_6: ちゃんと外すww
[4171.850] (S)tukino_00: れむくんやんwww
[4171.899] (S)うめめたん: あぶなwww
[4171.989] (S)p3qp3q: 最高だよしょうじw
[4172.132] (S)_みはや_: エンタメ力高すぎwwww
[4172.151] ya10_n: 弾もったいな🤣🤣🤣
[4172.201] (S)ぷつん: 最高の看守だwww
[4172.780] rumina_1018: 待ってくれてるw
[4172.873] yamaya34: キャップの後輩かww
[4173.018] (S)みゆ5252: 最高wwwww
[4173.099] スヴァル: えぐいてw
[4173.192] (S)dolphin_1_: エンタメ性能たかすぎｗｗｗｗ
[4173.426] (S)僞髏_ぎる_: 最高かwwwwww
[4173.569] (S)夜食はお茶漬け: 面白すぎるｗｗｗｗ
[4173.691] (S)ららるる0206: wwwww
[4173.696] さんっ: 上手いなーｗｗｗｗｗｗ
[4173.736] (S)lorri_r: 最高 
[4174.227] (S)ちょろまつ: エンタメ最高w
[4174.317] (S)あーさん__: 𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀𝔀
[4174.835] らなちゃん: gocchaWww
[4175.054] (S)ひゆみこ: ちょっと待ってくれてた
[4175.062] 浪漫プリン: ちゃんと外してくれるしｗ
[4175.089] (S)野苺: おもろすぎwww
[4175.162] (S)ももたらばがに: 通知言ったから怒られるやつWWW
[4175.199] (S)kiara3_55: やばいってwwww
[4175.265] sub_chan_d: オチが完璧すぎるwwww
[4175.429] (S)atapi_jp: 当てるきないのいいな
[4175.559] kirisora0: 劇団適正ありｗ
[4177.552] (S)jack__herer_: いいなーーｗｗｗｗ
[4177.772] (S)バブみわかりみありけり: いいrp
[4179.539] (S)えりンギ: やばいやばいw
[4179.760] (S)__さち__: 楽しんでるなぁ 
[4180.007] ウリム: オチまで完璧w
[4180.324] たるたろす: ちゃんとエンタメｗ
[4180.416] rumina_1018: 上手いなぁw
[4180.509] tairu167: wwww
[4180.527] 1_pessy_6: うまいなーw
[4180.675] (S)さるもず: さいこーっw
[4180.722] (S)mari_atsu_kai: おもろすぎwww
[4180.757] truemoon00: ちゃんと当てる気のないロケランで草ｗ
[4182.519] (S)地下飛びぺんぎん: はーたのしかったw
[4182.628] (S)darumario: めちゃくちゃエンタメ！
[4182.689] (S)ace_sss777: 警察プリズン集まってくるてw
[4182.913] (S)たけちゃん軍団: しょうじありがとうｗ
[4183.259] (S)ガウ_: さすがエンタメ
[4183.440] のりすけオジサン: エンタメ全振りだなw
[4184.113] u_tkta: 1ミリも危なくないだろ
[4184.216] (S)エメリ: おもろすぎた 
[4184.247] (S)すーさん1111: おもろかったwww
[4184.257] (S)しゅまろん: 楽しい劇団ありがとう
[4184.466] (S)くうれい: 竹井いつでもおいでｗｗｗ
[4185.268] (S)まいちゃんさま: 2000万ｗｗｗ
[4185.380] (S)ねもしょう: 通知でほかの警官にバレるのにｗ
[4185.535] (S)しろくも3: エンタメ上手だーwww
[4186.323] (S)あじぃじぃ: 特殊刑事課ばりのトリガーの軽さｗｗ
[4186.629] (S)_ぴぴまる: 外なの考えられないwwww
[4186.860] ya10_n: おもろいから良き👍🤣
[4186.901] (S)kobo_gm: 最高だわꉂ🤣 𐤔𐤔𐤔𐤔
[4187.331] _ねねね_: しょーじいいなー 
[4188.092] 鬼九: 切り抜き楽しみやｗ
[4188.684] (S)僞髏_ぎる_: おもろすぎwwww
[4190.420] (S)えりンギ: あぶねーーwwwおもろーww
[4190.477] teosan123: あれ？衛星外でロケラン撃つマ？
[4190.488] (S)いとあ: やっぱしょうじいいなー おもろ
[4190.490] maid3983: なんでロケラン持ってるんだ看守なのにｗ
[4191.060] (S)みゃみゅみょん: はー、おもろ
[4193.812] ウリム: しょうじありがとうw
[4194.730] ちゃむ05: ナイスだ那須さんwwwww
[4196.592] tsubada19: 竹井さすがwww
[4197.235] ぴーすん406421: ヤミー見てるか？
[4198.344] specter_888: しょうじいてくれるだけでwww
[4201.076] (S)biscuit_oliver10: しょうじ天才だ
[4203.156] (S)真っ赤なとまと: 今日の警察カオスだw
[4206.245] kuro_inu_: 劇団アンブレラ刑務所編〜完
[4206.519] (S)kyaman_1728: 面白すぎるwww
[4207.071] (S)せい_6934: おもろすぎwww
[4207.536] saifon001rx: 面会コントからの～ｗｗｗｗ
[4207.876] (S)ガウ_: え？衛星外なの？
[4209.374] gyankokoko: 衛星外なの!?
[4209.500] (S)dolphin_1_: いやまじでおもろすぎるわｗ
[4209.633] いかたこ: おもろかったわw
[4210.676] charlie_drk: コント代２０００万円
[4210.713] (S)8yuunyan8: クビになったら餡で拾ってあ替えよう
[4213.266] (S)メロ_02: 衛星内だよ
[4213.467] (S)ピン汰: 劇団最高です 
[4217.515] (S)ガウ_: もったいねえw
[4218.613] (S)lorri_r: 面白かった。。。
[4218.726] (S)さち115: gocchaWww
[4220.932] (S)_ぴぴまる: 腹痛いwww
[4224.450] (S)tigersliker1967: 税金泥棒やw
[4225.936] (S)りびりび: しょうじは衛星してる
[4226.552] (S)静寂_: これ今度から面会に来てもらったら１分で出れるな
[4226.666] (S)thehabu: 色々見習って欲しい人おるなｗ
[4226.789] (S)べるやん: タクシー需要あるんやねぇ
[4229.485] sub_chan_d: タクシー依頼けっこうあるなあw
[4230.411] (S)ﾊﾑﾀﾛｻﾝ: これで竹井にお礼のお金渡したら汚職なんだよな
[4235.768] (S)ねもしょう: ありぴ
[4239.880] _ねねね_: こんな物語があったっていい 
[4240.102] anco3334: しょうじさん面白かった
[4241.830] (S)アベベ: ありちーおる
[4244.746] 浪漫プリン: 色々ありすぎたｗ
[4245.546] teosan123: おもろ
[4250.554] (S)ガウ_: しょうじはいつもおもろい
[4250.855] (S)照焼: 古のれむ君感ｗ
[4252.735] (S)thehabu: しょうじはやっぱり上手い
[4259.065] (S)ピン汰: お疲れ様でした 
[4266.870] (S)ゆきち178: ありちー
[4268.026] (S)まぁﾁｬﾝ: 面白かったー
[4271.462] こはるぅ: 家具増えてるw
[4277.410] (S)バブみわかりみありけり: しょうじやるやん
[4277.557] (S)みゃみゅみょん: はー笑い疲れた
[4286.143] (S)うちのわんこしか勝たん: 雰囲気（空気）読める人はさすがやぁ
[4286.323] (S)thehabu: ボスとの相性良いのよ
[4288.812] (S)lorri_r: 満足感がやばいw
[4290.579] (S)みじんこベジた: 劇団餡ブレラに是非ともしょうじ来てほしいねwww
[4293.245] (S)zen_swinter: Cheer1000
[4293.288] (S)夜食はお茶漬け: あるぴからしょうじの流れすごかったなｗ
[4299.666] (S)おやつはほねっこ: gocchaLove
[4302.257] tengindox: 竹井にギャラ発生すんのかなw?
[4305.808] (S)ピン汰: 看守面白かったぁwww
[4311.083] akiaki1109: gocchaLove
[4311.983] (S)ららるる0206: www
[4313.953] (S)ガウ_: 毎回アンブレラ劇場にスパイスくれる
[4315.492] (S)アベベ: wwwww
[4316.529] (S)__さち__: www
[4317.017] 35p_blaugrana: www
[4319.032] (S)リイア: パラドックス生まれてしまった
[4324.806] q9q___: いいRPだ
[4326.257] (S)ks230011: 面会させなきゃ良かっただけやろw
[4341.168] のりすけオジサン: 差し入れが銃w
[4342.680] (S)アイシュ: やっぱ ぼしゅ凄いやｗｗｗｗ
[4343.141] (S)chip_chop122: 餡だからおもろくなったけど、MOZUだとシリアスになって詰められそうwww
[4351.509] (S)kitchan777: ヴァーミリオンのチラシとかポスターできたのかな
[4352.404] (S)darumario: これは名作
[4362.520] (S)jansanpubg: 餡ブレラだからこそできるんだよねw
[4366.509] (S)あいつぉん: www
[4380.497] boscels: gocchaWakotu
[4401.308] (S)tapachun: 女か！
[4401.523] (S)ピン汰: wwwwww
[4403.115] (S)みゃみゅみょん: おやすみー
[4403.719] (S)青崎すみれ: 女
[4404.531] (S)あいつぉん: 政宗女か！！
[4405.441] nobuto1106: はっや
[4406.019] _ねねね_: おやすみなさい🌙*ﾟ
[4406.671] (S)nanashi3774: 政宗おやすみー
[4408.247] (S)ゆきち178: ww
[4408.413] (S)アベベ: おやすみー
[4408.621] nico_sleeeeep: wwww
[4408.851] akamisored: gocchaWakotu
[4409.942] (S)すーさん1111: www
[4410.605] (S)しののめかなた: え？
[4411.790] (S)kiara3_55: おやすみー 
[4412.251] (S)ねもしょう: ｗｗｗｗ
[4414.688] (S)tm_171717: wwww
[4415.360] (S)地下飛びぺんぎん: おやすみなさい 
[4415.720] (S)hidarime003: おやすみなさぃ 
[4415.968] (S)mari_atsu_kai: 政宗おやすみ～ 
[4416.821] (S)るえん: ｗｗ
[4417.887] (S)後ろ姿のあさり: www
[4418.248] (S)しろくも3: www
[4418.291] さなちゃん__: www
[4418.573] (S)_ぴぴまる: wwww
[4419.748] __とうふ__: おやすみ
[4421.909] (S)jansanpubg: おきるy
[4423.867] (S)しののめかなた: 政宗いじめたんだｗ
[4424.073] (S)__みゆ___: ありちw
[4425.005] (S)ピン汰: gocchaWww
[4429.623] (S)lorri_r: 有坂さんw
[4430.275] (S)rei_siriusu: あれ？ｗ
[4431.976] (S)nananana7a: ありちおる
[4432.520] (S)みゃみゅみょん: ありちw
[4433.575] さなちゃん__: ありちw
[4434.992] (S)りおんん: かわいいやりとりwwww
[4436.405] 桃饅: 練習あるからか
[4436.516] (S)tukino_00: www
[4436.623] (S)tm_171717: ありちwwww
[4437.104] (S)mari_atsu_kai: ありちーwww
[4437.684] (S)しろくも3: ありちー
[4438.811] (S)こよい__: ありちも参戦ｗ
[4439.013] (S)静寂_: ありちーw
[4440.375] (S)おやつはほねっこ: 🤣🤣🤣🤣🤣🤣
[4441.016] nico_sleeeeep: ありちーwwww
[4441.017] (S)さるもず: ありちw
[4441.142] (S)るえん: ｗｗｗｗ
[4441.152] akiaki1109: w w w
[4441.882] (S)ガウ_: はじまったw
[4442.612] (S)rei_siriusu: 有坂さんが参戦したｗｗ
[4442.927] (S)蒼依_はるの: ｗｗｗｗｗ
[4443.357] __とうふ__: wwwww
[4444.562] (S)jansanpubg: あれ、政宗も、、？w
[4445.953] (S)hidarime003: おはさかぁ 
[4451.179] (S)あいつぉん: おきる最強w
[4451.443] ゆーきり: おはさかー
[4452.872] (S)akira_1026: 知ってるw
[4453.462] (S)jansanpubg: 逃げたw
[4454.170] (S)chip_chop122: www
[4455.992] (S)しろくも3: 知ってるwww
[4459.063] さんっ: 知ってる！w
[4470.453] (S)らいおん__: △
[4479.294] (S)kohalu_: まるいやつ
[4480.785] (S)aaaepoeo: 🔼
[4483.442] (S)はくまいこ: みんな無線ww
[4489.763] (S)atapi_jp: 16.141なってるｗ
[4493.065] (S)dolphin_1_: ボス、無線番号かわっちゃってるｗ
[4497.509] (S)あいつぉん: ほんまやw
[4497.683] さなちゃん__: ボス1人w
[4499.642] (S)rei_siriusu: 無線番号がｗ
[4501.113] (S)hidarime003: 無線 
[4503.945] (S)蒼依_はるの: 無線一人あｗ
[4507.060] (S)とまだ: 無線番号w
[4508.250] (S)lorri_r: 僕だけがいない無線w
[4508.499] (S)僞髏_ぎる_: ボス無線番号変わったw
[4509.877] (S)みゃみゅみょん: あれ？
[4512.484] (S)aaaepoeo: あれ？
[4519.747] (S)しろくも3: あれ？
[4523.186] (S)はくまいこ: みんないた！w
[4526.238] (S)atapi_jp: 横で無線の番号も変えれるんや
[4530.399] (S)るえん: ｗｗ
[4538.417] (S)aaaepoeo: wwwww
[4555.775] (S)ヤサグレ44: 島の特典はまだですか?
[4555.852] こはるぅ: 一方そのころな餡ブレラ好きw
[4557.222] (S)はくまいこ: お店の準備落ち着いたしねー
[4568.153] (S)kzn_kiki: kzn_kiki subscribed at Tier 1. They've subscribed for 7 months! 
[4575.996] (S)ながれ0131: おもろいことないかなー
[4579.447] (S)dolphin_1_: ボスはMOZUみたいに毎日ステーキっぽいのあるほうがすき？ｗ
[4590.751] (S)shigechan3rd: さうたちゃんは参加しない感じですか？
[4604.166] のりすけオジサン: BMCメンバーにデモンストレーションが残ってるくらい
[4610.258] (S)あいつぉん: 心無きじゃますぎるww
[4617.716] (S)アベベ: www
[4626.472] (S)おーちゃん21: 神様 
[4641.923] (S)lorri_r: www
[4642.973] (S)るえん: gocchaWww
[4643.718] (S)蒼依_はるの: ｗｗｗｗ
[4644.035] (S)らいおん__: 遊びw
[4644.810] (S)はくまいこ: wwwwww
[4645.741] (S)kiara3_55: www
[4647.058] (S)ゆう_黒: w
[4647.119] (S)__みゆ___: gocchaWww
[4648.061] (S)リイア: 逆にね
[4648.158] (S)野苺: wwwwwww
[4649.453] (S)しろくも3: www
[4649.865] (S)僞髏_ぎる_: wwwww
[4649.887] (S)るえん: みんな面会きてくれるかなｗ
[4650.308] einzig9: いいw
[4650.798] (S)hidarime003: gocchaWww
[4650.973] (S)地下飛びぺんぎん: www
[4651.036] (S)ももたらばがに: WWW
[4651.771] (S)後ろ姿のあさり: wwwwww
[4652.270] こはるぅ: 看守じゃなく？w
[4652.422] (S)__さち__: gocchaWww
[4654.164] 桃饅: 先輩囚人w
[4654.321] (S)こよい__: 一生コントになるｗｗｗ
[4656.181] (S)野苺: たけいとコントw
[4656.734] (S)ピン汰: 囚人 
[4658.378] (S)アベベ: 囚人コントwww
[4658.563] (S)_ぴぴまる: しぬwww
[4660.417] ちょっと走るメロス: しょうじも喜ぶよ
[4660.632] (S)komachi0715: しょうじと遊ぶかw
[4660.833] (S)うらしーま: 永久囚人？
[4662.115] (S)___み___: ｗｗｗ
[4663.987] (S)chip_chop122: 看守に会いたいだけでしょwww
[4666.945] (S)Caaarii_: 気に入ったんだねw
[4667.888] (S)dotsnacky: 模範囚RP
[4668.883] (S)twmonitor: 看守の引き出しが試されるｗ
[4670.596] (S)oshiro33: 先輩囚人ww
[4670.722] (S)__さち__: 交代制で面会かw
[4671.202] (S)ももたらばがに: ボスのことだから数分で飽きそうWWW
[4672.018] (S)のなに: 楽しそう！w
[4672.189] pufu_2525: ありだねw
[4673.042] knty_jp: 竹井さん楽しそうだったなｗ
[4673.281] 廃人しゃん: なんで囚人？
[4675.509] (S)ヤサグレ44: 半グレとも交流があるかもね
[4676.006] gkbn413: 新メンバー探し！！
[4676.057] 35p_blaugrana: しょうじ地域貢券知らなかったね
[4681.563] (S)nemuiyoru: 新入りかぁ〜言うてwww
[4683.202] (S)komachi0715: 先輩囚人こわそうw
[4683.430] のんちゃん太郎: 最近クズピがやってたwww
[4684.250] (S)こよい__: おきるちゃんにも面会きてもらおう
[4688.968] タピオカエル: 来るやつ全員に会えるの絶対おもろいw
[4691.085] (S)のなに: 色んなギャングと話せそうww
[4695.863] (S)hashiman666: 半グレに合ういい機会になるかも
[4698.251] (S)hanapungo: ついに罪を反省する気に
[4701.216] (S)さくら_0121: 来週水曜日まで、配信無い感じですか？
[4702.527] 桃饅: 定期的に面会ありw
[4702.560] (S)aaaepoeo: みんなで囚人コントしよう
[4705.499] (S)kitchan777: おきるちゃんと遊ぶところも見たいw
[4716.847] ちょっと走るメロス: 大型起きた時に犯罪してわざと捕まってほかのギャングを待つ
[4717.040] こはるぅ: プリズンの服欲しいねw
[4730.497] (S)のかねん: のかねん subscribed with Prime. They've subscribed for 6 months! 
[4730.629] (S)sieru096619: sieru096619 subscribed at Tier 1. They've subscribed for 4 months! 
[4745.865] (S)rouga3: １日子供に２代目継がせた囚人rpだっていい
[4747.749] (S)toratoratorako: Cheer100
[4766.405] (S)__みみ__33: gocchaWakotu
[4769.868] akiaki1109: ないび 
[4773.753] (S)しののめかなた: 今日あらいｗ
[4777.890] こはるぅ: ボロボロｗ
[4779.274] (S)おやつはほねっこ: gocchaLove
[4784.084] さんっ: 暴れてるw
[4792.452] (S)ノイジースズカ38: ノイジースズカ38 subscribed at Tier 1. They've subscribed for 7 months! 
[4795.673] (S)nemuiyoru: 運転えぐすぎて脳みそぐちゃぐちゃになってそうww
[4796.727] (S)アベベ: 運転が荒れてるw
[4798.289] (S)がちにだ: がちにだ subscribed at Tier 1. 
[4813.670] 桃饅: お肉食べてご機嫌よさげw
[4816.669] (S)あいつぉん: ぼしゅ頭痛無理せずにね〜 
[4821.212] 廃人しゃん: コメ欄脇見運転
[4827.885] (S)atapi_jp: 猫カフェエリアもあるんかそういえば
[4869.726] (S)ヤサグレ44: プリズンにギャンボス全員がいたら面白そう
[4882.187] 東ぬりえ: gocchaWakotu
[4908.221] (S)umachoko: gocchaWakotu
[4919.965] (S)rouga3: ヴァンさんと囚人ちるは面白そうw
[4940.836] J0keR7th: そういえば火曜のためにカラー渡しておかないとヤバそう
