[1.988] 哀れな人の子: radaoTrain
[1663.869] aromamoon_: wwwwwwww
[1663.890] (S)しょこら25: wwwwwwwwwwwwwwwwww
[1664.043] murasaki_chan: wwwwww
[1664.056] あきらび: ｗｗｗｗｗｗｗｗ
[1664.085] (S)しのんの: ｗｗｗｗｗｗ
[1664.303] (S)rin12027: でも、違う？
[1664.516] neu_rose: 草
[1664.567] jhonnymorimori: おれあぽアンチか
[1664.764] smikot: しとるwz
[1664.848] (S)nekodama2155: wwwwww
[1664.863] 咲虎: wwwwwwwwwww
[1664.932] air1_1: でた
[1666.215] peace3511: wwwww
[1666.234] 甘酒大好き: ｗｗｗｗ
[1666.342] pwmjgpwdjgwuj: まんまw
[1666.379] aleo9110: 俺アポ
[1666.384] koya_cha: はやく
[1666.423] まとま: きたwwwwww
[1666.428] しがー: wwww
[1666.438] kai_4869: ひなーのいろちがわね？
[1666.494] umarekawattasaba: wwwwwwwww
[1666.506] wakaba1018: ルージュラwww
[1666.520] (S)akky_0209: でたｗ
[1666.558] みとまろ: wwwww
[1666.580] ｿﾙﾄ: www
[1666.622] shira_to: wwwww
[1666.695] (S)藤之助: しとる
[1666.786] (S)ほのぼの: wwwww
[1666.801] mimi_o7: しとる
[1666.901] ふぉー040: wwwwwwww
[1667.091] (S)はぐりっと: 見たまんま
[1667.094] gu_taranosuke: wwwwwwwww
[1667.113] at_22_7424: しとるwwwwww
[1667.123] (S)ﾅﾏﾁｬ: www
[1667.307] フェネックだよ: www
[1667.314] bamubamu615: wwwwww
[1667.321] toubun__: wwwwwww
[1667.469] (S)なん69: ｗｗｗｗｗｗ
[1667.668] すいらら: w
[1667.680] (S)oldish_widow6: カミトとあどみん？
[1667.693] kittyrxxy: wwwwwwwwwwwwwwwwwwww
[1667.741] (S)ruchi_13: ルージュラw
[1667.744] (S)tokita707: しとるww
[1669.270] rona0525: きちゃあwwwwwwwww
[1669.349] 神代あのラジオ: べれぼんぼん
[1669.432] tonkatsu_0413: 絶対あれで草
[1669.511] うぃらすと: wwww
[1669.570] fuyukeshiki: wwww
[1669.571] chinami_288: でたwwww
[1669.585] (S)rin12027: 感想？
[1669.649] asaborake0408: 見たままで草
[1669.675] koya_cha: www
[1669.709] kurot0923: wwww
[1669.813] (S)mary611: wwww
[1669.823] hennkyooooo: 解説すんな
[1669.864] kalium_s: www
[1669.922] sjindoa: ありぴwwww
[1670.017] muutyo_io: しとるwwwwww
[1670.089] dis_min: しとるw
[1670.248] (S)mayu_329: www
[1670.273] kosuke25252: wwwwww
[1670.279] ちょーみん: wwwwww
[1670.300] mizuno0624: wwwwww
[1670.455] (S)kiratoragame: しとる
[1670.483] aoao_san: みたまんまwww
[1670.567] Raruruum: いったな……
[1670.706] 灰白色_: るぅじゅらぁ
[1670.787] gentian_916: 感想やんけww
[1670.920] jun_ju_jun: しとるww
[1671.052] ドらコアら: また本人に行ったなwwwww
[1671.127] (S)れなぽんぽん: きつwww
[1671.136] salted_Wani: wwwwwww
[1671.148] カナバ: でたw
[1671.267] 湯とうふ: www
[1671.277] ベニマル: しとるwwwwwwww
[1671.341] jhonnymorimori: えっぐ
[1671.364] ayunosioyaki0223: wwwwwwwwww
[1671.391] mera9696: 報告？？笑笑
[1671.573] colt01200: えっちだ…
[1671.612] koronn1101: 感想じゃねーかww
[1671.787] nibosichan_0403: しとるてww
[1671.791] kittyrxxy: ルージュラきちゃwwwww
[1671.844] nakarobots: きちゃーーーーあ
[1671.934] 2時半: ルージュラきたw
[1671.935] nishina___: wwwwwww
[1671.937] (S)panndaman1: wwwwww
[1672.428] おむりゃいす: ルージュラきたwwwwwwwww
[1672.460] myouban: うっわwww
[1672.625] kapu_seru: wwww
[1672.657] rqrurqru__1103: しとるwwwwwww
[1672.670] (S)yusan913: wwwwwwww
[1672.670] soumen652: キメラ生まれるだろw
[1672.672] itoido: wwwwww
[1672.696] (S)fuucyann: ルージュラwwwwwww
[1672.704] suima131: しとるwww
[1672.738] らくた: しぬwwwwwww
[1672.807] shifon0708: ひぇっ
[1672.859] みとまろ: ルージュラwwww
[1672.911] ららら0913: w.ww
[1672.917] (S)星空くん: おっとw
[1673.105] mayo1i: ルージュラべにwwwwwwwwwwwww
[1673.119] ななしふじ: きおったwwwww
[1673.119] (S)たぴおか1267: きたwwwwwwwwwww
[1673.120] (S)slt_silk: wwwww
[1673.314] (S)jima922: wwww
[1673.347] aisathank: ルージュラべに草
[1673.424] (S)who_tawn: エラいもん来たなw
[1673.447] (S)鳥野郎の蘭: wwwwwwww
[1673.520] (S)ラボア: ただの状況説明で草
[1673.724] ちょこみんとあいす: wwwwwww
[1673.863] HICHITO1234: ンルージャラァ
[1673.868] (S)drem_chan: ルージュラｧﾝ
[1673.873] miichan8111: いいお題
[1673.877] さばあいす: 説明www
[1673.937] (S)yoichimu: あ
[1674.991] flower_sayasaya: しとるww
[1675.010] 愛の林檎: ww
[1675.025] 401332: コンなんお題で笑うわ
[1675.199] AKArKArK: 状況説明で草
[1675.215] gaiantufan: wwwwwwwww
[1675.242] kaku7293: しとるw
[1675.414] (S)ファルム: 襲い来るは草
[1675.432] のんﾁｬ: ルージュラきちゃwww
[1675.650] (S)ちゅーだい: いや、間違ってないwww
[1675.972] silua24: おれあぽと誰www
[1676.119] soumen0305: ありぴwww
[1676.181] kapu_seru: きちゃぁぁぁあ
[1676.201] dis_min: wwwwwww
[1676.329] conpota09: てぇてぇ警察
[1676.332] kro_cat: べれぼんぼん
[1676.350] pwmjgpwdjgwuj: wwwwww
[1676.476] kohaku_0205: wwwwwwwwww
[1676.512] limg23: うわ
[1676.543] _さらん_: wwwwww
[1676.552] murasaki_chan: きちゃあw
[1676.692] inakano_tako: ルージュラww
[1676.791] salted_Wani: でたwwwwwww
[1676.823] at_22_7424: ルージュラきちゃああ！wwwwww
[1676.850] (S)しのんの: ｗｗｗｗｗｗｗｗｗｗｗｗ
[1676.880] seni2104: 来たwwwwwwww
[1676.920] ウツル: でたーーーｗｗｗｗｗｗｗｗ
[1677.051] (S)ふちてゃん: ルージュラきたｗｗｗ
[1677.080] にやにや2828: しとるw
[1677.129] anzuuu_23: ルージュラーwwwwwwwww
[1677.348] tkmof: べにージュラ
[1677.366] myouban: お
[1677.367] kopapa06: ww
[1677.450] yan_kamo: やってんね〜
[1677.584] あおどろ: でたぁww
[1677.741] すいらら: ルージュラwww
[1677.881] pochipo_122922: あ
[1678.107] aruto_33: wwwwww
[1678.252] mirumiru_h: きちゃwww
[1678.477] jun08081031: しとるw
[1678.484] atush1_: ルージュラぁ
[1678.631] Miriotta: wwwwww
[1678.652] ベニマル: 襲い来るwwwwwwww
[1678.784] ワタスですわ: wwwwwwww
[1678.857] 7むし: ルージュラでたwwwwww
[1679.028] solomon_0219: 草
[1679.228] knowrta: あ
[1679.242] 年中頭痛: Wwwwwwwwwww
[1679.537] campanella2225: ピンクの方あどみんにしか見えんかった
[1679.583] kyo_kaaa: ルージュラきた
[1679.781] main94: ｗｗｗｗｗｗ
[1679.923] しかくのさんかく: べれぼんぼんべれぼんぼん
[1680.075] rito1725: wwwww
[1680.133] (S)fuu_maru: えっぐwwww
[1680.343] (S)tokita707: ルージュラきちゃあw
[1680.668] 五色椿: ルージュラwww
[1680.825] ichinomyo_taro: www
[1680.830] sakura_03_: wwwwwwwwwwww
[1680.909] nenuidot: キメラ？
[1680.923] Natsu7676: wwww
[1681.549] sakanoooo: ルージュラべにwww
[1681.578] aromamoon_: これありぴだろw
[1681.798] stellaAQ: いった？本人に
[1681.825] mawt___: やばwwwww
[1681.979] ｿﾙﾄ: あら？
[1681.983] シマ8595: wwwおこられるwww
[1682.044] (S)藤之助: 土下座しとるのは分かったんよ
[1682.046] astligia: きっつw
[1682.064] 6choco2: wwwwwwwww
[1682.174] kapu_seru: ありぴきたな
[1682.274] (S)kanoaaa8: ルージュラベニきた
[1682.329] おむりゃいす: wwwwwwwww
[1682.921] nobume0v0: ルージュラきちゃあw
[1682.925] ウツル: きたｗｗｗｗｗｗｗｗ
[1682.961] l___haru___l: wwwwwwwwww
[1682.990] origo_to29831: おいwww
[1683.244] silua24: でたわね
[1683.332] お手軽炊飯器: ？？？？
[1683.542] jun08081031: wwwww
[1683.676] sisk_3: ルージュラきたww
[1683.742] (S)はぐりっと: 指さしながら言ってるでしょ？
[1683.798] (S)ruchi_13: wwwwwww
[1684.200] bamubamu615: ルージュラwww
[1684.354] neu_rose: あ、もしかして当たったか？
[1684.423] myouban: 当たったねぇ
[1684.425] amo_0723: えぇwwwww
[1684.476] (S)ラボア: きちゃwwwwwwwwwwwwwwwww
[1684.615] gentian_916: やくもべにですぅ
[1684.691] tyontyon: ありぴ引いたなwwwww
[1684.846] fuyukeshiki: ルージュラべにぃ
[1685.432] (S)an_do121: wwwwwwww
[1685.583] (S)souranbushiman: ルージュラwwwwwwwwwwwwwwwwwwww
[1685.653] pochipo_122922: wwwwwww
[1685.981] (S)~MISSING_COMMENTER_INFO~: 手ｗ
[1686.285] (S)おの_レエイ_00: ルージュラwww
[1686.306] (S)すぃま: 今回えぐwwww
[1686.846] dis_min: るーじゅらww
[1686.973] 雷鳴のモチ: きたwwww
[1687.050] 年中頭痛: えぐwwwwwwww
[1687.280] 小トロ: www
[1687.654] koyaren: 昆布？
[1687.717] shinichan227: ありぴやろこれw
[1687.962] kotonoha039: 書きようによっては八雲さんがキレる時
[1688.081] 夜伽らぁ: ありぴらだおの引いただろw
[1688.224] kittyrxxy: ルージュラべにきたwwwww
[1688.438] koya_cha: だるさかきたか？ww
[1688.468] (S)yoichimu: 絶対あれで草
[1688.544] るかるかお: 分け目しっかりね!www
[1688.612] まおーん: ルージュラぁん来ちゃ
[1688.675] (S)fuucyann: ありぴひいたな
[1688.696] 2時半: 襲い来るww
[1688.696] (S)星空くん: ベレボンボンベレボンボン
[1688.714] カナバ: 今回ので2人のキメラ生まれたねw
[1688.906] 親愛なるニンジン: べれぼん
[1688.980] honekara: こっわ
[1689.070] お手軽炊飯器: ？？？？？
[1689.099] at_22_7424: ルージュラべにってなんやねんwwwwww
[1689.178] みとまろ: ありぴwwww
[1689.279] アカツキ2369: 襲い来るがムズすぎる
[1689.288] (S)moris1013: なんかそれっぽいwwwww
[1689.297] cobaltsolt: だるさかが本人に行ったな
[1689.343] 五色椿: wwwwww
[1689.377] (S)kuromono_o: wwwwwww
[1689.582] kuru053: ルージュラきたwww
[1689.683] kinu0917: wwwwwww
[1689.800] (S)はぐりっと: ルージュラきたwww
[1689.892] うぃらすと: ルージュラw
[1689.924] sumikko_ai: radaoW
[1690.047] (S)マシュマロ: ありぴあれ来たなわら
[1690.053] karinn0323: べれぼんぼん
[1690.222] rooooooooo12: きたな
[1690.314] SANSEI_3SE: さぼってんちゃうぞ描けばええよ
[1690.563] (S)roro_131: wwwwww
[1690.816] ベニマル: 文字だけで笑うwwww
[1691.030] でにぃ: ルージュラべにwwwwwww
[1691.160] kurono1022: えぐ
[1691.557] ドらコアら: ルージュラwwwwwww
[1691.578] you_28: ベレボンボンベレボンボン
[1691.826] 8分19秒: だるさｋいったな
[1691.914] せここ: ﾌﾟﾚﾎﾟﾙﾝﾎﾟﾝﾌﾟﾚﾎﾟﾙﾝﾎﾟﾝ
[1692.047] みさお婆ちゃん: www
[1692.052] kyo_kaaa: ほんにんにいったなぁwww
[1692.453] ドコサヘキサエン: wwwwwwww
[1692.720] 愛の林檎: ちゃんと伝わってそうやねwwww
[1692.856] (S)Ichigo_Strawberry15: wwwwww
[1692.928] kopapa06: ルージュラベニ？！
[1692.931] kosuke25252: べれぼんぼんべれぼんぼんwwwww
[1692.959] (S)mikan_san: 手が震えるはやべぇだろw
[1693.164] (S)akky_0209: きちゃぁｗｗｗ
[1693.336] reito0819: やっばぁwww
[1693.376] honehone_2: wwwwww
[1693.436] kohei20: お題の破壊力が過去一ヤバイwww
[1693.642] (S)nonsugar017: ルージュラべにwww
[1694.519] sjindoa: ルージュラwwww
[1694.558] マスクさん: こっわ
[1694.764] mazirou: wwwwwwwwwww
[1695.015] 朱宇奈: 襲い来るwwwww
[1695.116] hiyamugi_2na: ベレボンボンベレボンボンかければなぁ…www
[1695.567] nodoka111: ルージュラべにw
[1695.855] お手軽炊飯器: ？？？？？？？
[1695.889] kumada111: ルージュラ〜ン
[1696.520] omoti1208: wwwwwwwwww
[1696.553] 鏡神: ベレボンボンベレボンボン
[1696.763] 06to21_flowover: ﾍﾞﾚﾎﾞﾝﾎﾞﾝﾍﾞﾚﾎﾞﾝﾎﾞﾝ
[1696.816] soumen0305: wwwwwwwwwwww
[1697.309] (S)souranbushiman: radaoW
[1697.648] SHUTTOooo: こわwww
[1697.851] (S)shi_n_tou: もういいww
[1697.990] yuimo_1823: wwwww
[1698.150] kryo2525: www
[1698.202] (S)roro_131: 黒いw
[1698.308] (S)ぷ_る_た_ぶ: wwwwwww
[1698.324] tumabeko: くっろw
[1698.917] (S)chamo_chako: お題が悪夢ｗｗｗ
[1698.962] cobaltsolt: きっっっっっ
[1699.491] (S)星空くん: こわw
[1699.640] じゃがビぃ: wwww
[1699.699] akatuki_1221: wwwwwwwww
[1699.721] にょまれ: もうあやしいw
[1700.063] (S)fuu_maru: こっわwwww
[1700.152] pwmjgpwdjgwuj: ルージュラベニいったな
[1700.364] tkmof: 合成獣きた
[1700.806] haru_anura: wwwwwwwww
[1701.324] すいぺりあ: ﾍﾞﾚﾎﾞﾝﾎﾞﾝ
[1701.440] (S)もるねちろ: えぐいのktkr
[1701.676] (S)mary611: ﾍﾞﾚﾎﾞﾝﾎﾞﾝ
[1701.686] son10230924: 黒はまずい
[1701.970] いのりさん: 色違いルージュラ
[1702.251] (S)k0nam1kan: だれだw
[1702.391] (S)そふぃ3: ワロタwwwwwwwwwwww
[1702.433] ぐる君: やくもまさこだ
[1702.633] waon_point: らっだぁだろw
[1702.633] rona0525: wwwww
[1702.823] お手軽炊飯器: ｗｗｗｗｗｗｗｗ
[1702.951] itoido: ペレボンボンペレボンボン
[1703.012] でにぃ: ベレボンボンベレボンボン
[1703.122] (S)kagemoegi81: 黒くねw
[1703.186] rito1725: ルージュラべにwww
[1703.232] dis_min: wwwwwww
[1703.240] ユゥジサン: こわ
[1703.327] solomon_0219: ﾍﾞﾚﾎﾞﾝﾎﾞﾝﾍﾞﾚﾎﾞﾝﾎﾞﾝ
[1703.417] uchichan_p: wwwwww
[1703.818] (S)rinka59: 黒ないかwwwwwww
[1703.865] (S)ruchi_13: もうバケモンなのよ
[1704.027] 神崎立夏: 紫やで
[1704.130] takkuuuuuuu: くろwwww
[1704.267] (S)ame_1239: ベレボンボン ベレボンボン
[1704.373] さばっとっと: 黒いなぁw
[1704.861] (S)Ichigo_Strawberry15: wwww
[1705.050] pwmjgpwdjgwuj: えぐい
[1705.150] karinn0323: wwwwww
[1705.317] sjindoa: wwww
[1705.665] yubaharu: こy
[1705.804] ぱんなこっった: こっわwww
[1705.883] kittyrxxy: ベレボンボンべレボンボン
[1705.935] (S)who_tawn: こっわw
[1705.982] hiina_091426: ｗｗｗ
[1706.162] kurot0923: こわwww
[1706.394] (S)souranbushiman: radaoKitya
[1706.412] 五色椿: ヤバそうwwwwww
[1706.738] aruto_33: キメラwwwww
[1707.176] (S)きっこまん: ルジュラーーン
[1707.465] zukky13mst: ﾍﾞﾚﾎﾞﾝﾎﾞﾝﾍﾞﾚﾎﾞﾝﾎﾞﾝ
[1707.595] myouban: wwwwwwwww
[1707.603] ruu_ha: こわ
[1707.619] ReachAwake: 顔は白いよｗ
[1707.691] 小トロ: ﾋｪ
[1707.851] rk_ne4rl: おおおおお
[1707.914] koukoukoy: 一応紫やぞ
[1707.935] せここ: wwwwwwwww
[1707.996] soumen0305: 怖いwwwwww
[1708.176] pwmjgpwdjgwuj: wwww
[1708.381] (S)roro_131: 大丈夫？w
[1708.387] nodoka111: ベレボンボン
[1708.618] マスクさん: こわすぎ
[1708.826] 梨一: ｗｗｗｗｗｗｗ
[1708.900] ベニマル: ﾍﾞﾚﾎﾞﾝﾎﾞﾝﾍﾞﾚﾎﾞﾝﾎﾞﾝ
[1709.105] kapu_seru: ﾍﾞﾚﾎﾞﾝﾎﾞﾝﾍﾞﾚﾎﾞﾝﾎﾞﾝ
[1709.112] tukky1208: あいつwww
[1709.121] en07nn: こわ
[1709.145] (S)roy_rag: こy
[1709.182] kinu0917: wwwwww
[1709.329] (S)こんばんは1: こy
[1709.342] prpr_friedrice2: くろw
[1709.512] aika_0317: くろ
[1709.809] ari120515: くっろ
[1709.855] ryuna514: こっわ
[1709.948] yan_kamo: ベレボンボンきちゃーww
[1710.027] iriss3535: こっわ
[1710.049] cobaltsolt: ﾍﾞﾚﾎﾞﾝﾎﾞﾝﾍﾞﾚﾎﾞﾝﾎﾞﾝ
[1710.050] おむりゃいす: こy
[1710.050] aisathank: 下半身ルージュラにしたらまぁ
[1710.085] sjindoa: 紫w
[1710.085] waon_point: たらこ
[1710.197] kuru053: 黒…？
[1710.230] 伊丙カオル: こｙ
[1710.242] tonkatsu_0920: wwwwww
[1710.433] kittyrxxy: こわwwwwwwwwww
[1710.566] そおお: こわ
[1710.571] 2時半: wwww
[1710.988] 縮緬雑魚: ｗｗｗｗｗ
[1711.199] moririnn1103: こわいって
[1711.244] toubun__: Wwwwwww
[1711.344] (S)nakihai556: wwwwwww
[1711.363] kyo_kaaa: ベレボンボンべレボンボン
[1711.399] くまべりー: ｗｗｗｗｗｗ
[1711.416] (S)4maten: くっろwww
[1711.451] (S)藤之助: こないだの緑の寿司思い出した
[1711.701] sunomono8: wwwwwwwwwwwwwwww
[1711.721] ドコサヘキサエン: こわ
[1711.742] しかくのさんかく: こｙ
[1711.916] ogu_0: うまい
[1711.920] ニバリス: ルージュラぁん
[1711.923] _さらん_: wwwwww
[1711.924] dis_min: www
[1712.130] (S)たぴおか1267: wwwwwwww
[1712.181] Amam1ya0000: こわ
[1712.211] mameko_7: ルージュラ？w
[1712.216] (S)ちゃんめる: www
[1712.221] (S)kuromono_o: こyw
[1712.339] utuyarou: こわすぎwww
[1712.600] makuro0308: 唇が大事やな
[1712.602] (S)はぐりっと: こわいwwwww
[1712.762] nanoxxxx: 鮮度の悪い寿司？
[1712.828] (S)ラボア: こy
[1712.854] mcchihiro: あいつ
[1713.060] 8分19秒: ﾍﾞﾆﾎﾞﾝﾎﾞﾝﾍﾞﾆﾎﾞﾝ
[1713.102] tetoro4368: ルージュラってむらさきじゃね？ｗ
[1713.273] pan_dawa_: ｗｗｗｗｗｗｗ
[1713.298] えぬあい: こy
[1713.358] (S)りかお: ぽいwwwwww
[1713.384] せここ: もうおもろい
[1713.400] たーにょ: ミスターポポ？
[1713.407] のんﾁｬ: こy
[1713.418] (S)moti14925: 紫だっけあいつ
[1713.483] kel525: ルージュラべにが突然草むらから飛び出してきた！
[1713.617] (S)あげだし丸: 襲い来るっていう表現がww
[1713.643] (S)鬼田: wwwwwwwww
[1713.840] fuyukeshiki: こy
[1714.045] tkmof: こy
[1714.069] kopapa06: いろが
[1714.105] (S)akky_0209: こｙ
[1714.176] tonkatsu_0413: こｙ
[1714.239] koya_cha: お腹痛い
[1714.312] peace3511: こっわww
[1714.342] omoti1208: こy
[1714.372] るかるかお: ホラーwww
[1714.416] (S)panndaman1: こy
[1714.474] いのりさん: こy
[1714.497] (S)星空くん: 唇分厚い
[1714.629] あぐお: こっわ
[1714.660] haru_anura: wwwwwwwwwww
[1714.688] family857: こy
[1714.704] (S)kotaroabc: こy
[1714.705] 親愛なるニンジン: こy
[1714.713] en07nn: ばけもんばけもん
[1714.786] ぴーやぽう: wwww
[1714.840] t_kskw: こy
[1714.937] yuu62_o: ww
[1716.095] murasaki_chan: 鳴き声がw
[1716.139] (S)Ichigo_Strawberry15: こy
[1716.170] (S)雪代: 顔黒なの！？w
[1716.198] あきらび: こｙ
[1716.269] (S)box_tissue: こy
[1716.325] mazirou: こy
[1716.382] タクトン: 本来金髪だけどそこを緑に変えるのか
[1716.448] 縮緬雑魚: やべぇｗｗｗｗｗ
[1716.483] shiki_maru: こｙ
[1716.529] nton1023: www
[1716.580] すいぺりあ: くっろwww
[1716.591] リライトパンダ: しかも昔のルージュラかよw
[1716.615] sjindoa: wwwwww
[1716.620] Hiraga_Name: こy
[1716.661] (S)templeppp: こっわ
[1716.712] じゃがビぃ: こy
[1716.722] tsua0520: くろすぎ
[1716.755] bamubamu615: くろwwww
[1716.817] たまごかけごはんさん: こｙ
[1717.105] 神崎立夏: wwwwwwwwwwww
