[4.490] Pear10257: O̤̮K̤̮で̤̮ー̤̮す̤̮
[750.633] てちに: 元カノおおおお
[750.638] y0ur_n4m333: アスレの説明はwwwwwよ
[750.645] (S)kaito_taise: はい
[750.693] (S)jasmugi: あ
[750.805] danon0613: wwwww
[750.811] (S)ruhu_0522: 元カノ！？ww
[750.839] (S)zabuton5mai: あ
[750.920] (S)kotehan31415: 草
[751.001] rikorikor: うっさ
[751.207] (S)焼畑: あ
[751.345] あまとう_: ；；
[751.348] (S)Unininini114: うっさ
[751.360] (S)shiro0704: 元カノ草
[751.364] (S)勿忘草: 元カノw
[751.386] (S)1003_barbara: あ
[751.424] (S)shira_to: 元カノwww
[751.500] (S)haruu_603: wwwww
[751.591] うめた: はい
[751.694] (S)kuronera_m: あ
[751.731] Sironoawa_: うっさ
[751.802] ねる汰: ww
[751.943] ほつけ: はいw
[753.180] (S)独炎レイト2525: radaoKasu
[753.203] momose_1945: あ
[753.286] Remint39: うっさ
[753.354] (S)outinoyami: www
[753.567] (S)kurono1022: あ
[753.659] (S)raskumen: うっさ
[753.667] toma_neko: うっさ
[753.839] gaiantufan: うっさ
[753.870] (S)rascal_techonol: radaoKasu
[753.871] りゅい: うっさ
[753.871] (S)lara_3o: うっさ
[753.939] miomio1221: 不倫
[754.126] ripumpkin: 元カノ捨てるの早すぎワロた
[754.159] (S)kaito_taise: radaoRIP
[754.297] ftfigaro: きいた?^^
[754.346] hasami_girotin: radaoGG
[754.373] _イオ_: お前が穀した
[754.449] aya_39: 元カノw
[754.575] (S)flower_sayasaya: うっさ
[754.622] jrnishinihon: デスカメ
[754.674] bucket_niwatori: 草
[754.699] (S)metoronoomu: うっさ
[754.702] あきぬこ: ぽまえのせい
[754.703] (S)coconuts_803: 効いたね
[754.805] (S)babi893: wwwwww
[754.896] (S)kiri_girisu: うっさ
[754.933] (S)kumagorou5656: うっさ
[754.949] SeBurosu_: うっさ
[754.986] suteneko__: うっさ
[755.047] (S)hi_oyu: アスレ行け
[755.203] (S)ゐそやん: はいw
[755.460] (S)kio_1216: www
[755.685] deccslomp: はい
[755.760] touhu_0910: あ
[755.806] takaha_ty: かわいそーーー
[755.857] mikazuki29: うっさ
[755.903] unknown_ra: ストリーマーw
[755.904] UnDerxbAr: うっさ
[756.287] 琥珀はこ: うっさw
[756.336] (S)iriss3535: www
[756.408] hasami_girotin: radaoGG
[756.493] (S)Unininini114: ホラゲーやん
[756.547] kaikina0905: あ
[756.710] (S)kurono1022: うっさ
[756.789] (S)独炎レイト2525: radaoKasu
[756.900] (S)pannnakottajp: radaoW
[756.919] y0ur_n4m333: アスレの説明はよ
[756.944] kg_uman: うっさ
[757.198] かすてら_0110: 命を大事にしないからだよ
[757.446] (S)7sasuke: あ
[757.493] いる1023: あ
[757.593] ｻｧｻ: わこらだ！！
[757.610] oisu_ois: ｱﾞｱﾞｱﾞｱﾞｱﾞ
[757.728] (S)ruhu_0522: うるさ
[757.739] (S)ocha179: 元カノw
[757.802] (S)karasu57: radaoRIP
[757.971] (S)aru_rujp: radaoRIP
[758.036] (S)じょぶたみ: あ
[758.318] hasami_girotin: radaoGG
[758.328] Ichigoore0110: あ
[758.392] (S)akagi111: あわっさ
[758.440] むつくる: あ
[758.520] ユーキ0703: はい
[758.540] ぱくぱくうどん: うっさ
[758.550] shiitake0130: おつ
[758.626] ヴェライス: 元カノぇ
[758.632] (S)iboziperopero: ぽまえのせい
[758.734] きゃノ: イージーモードでもこれか
[758.752] (S)n_emu_: うっさ
[758.830] (S)しかくのさんかく: はい
[758.880] (S)しおつ: うっさ
[759.330] takaha_ty: ぽまえのせいだ
[759.391] kaziki_1213: 元カノ…w
[759.421] hasami_girotin: radaoGG
[759.538] むつき7777: うっさ
[759.544] (S)mitsuxx00: あ
[759.579] dauto_622: うっさ
[759.639] (S)にわとり鶏: あああ
[759.760] (S)ぴーやぽう: w
[759.838] gaiantufan: あ
[759.855] ジークジーク: はい
[759.969] (S)Unininini114: うっさ
[759.977] namu0418: あ、いつものじゃん
[759.977] yumenoiatu: はい
[760.043] areq55: うっさ
[760.056] shishamooooo: 最低の中の最低
[760.213] (S)bagio_mu: うっさ
[760.245] (S)murasaki_chan: はい
[760.263] いのりさん: うっさ
[760.321] (S)mazirou: 未練タラタラ男
[760.334] シャケ権三郎: うっさ
[760.343] (S)nonsugar017: 元カノに釣られたな
[760.481] (S)rakotann: うっさ
[760.925] enerunrun: メンヘラ彼氏が元カノに会いに来たのか
[761.020] (S)waraashi: お前だよ
[761.142] (S)ruhu_0522: うっさ
[761.168] (S)shiro0704: radaoRIP
[761.217] rikorikor: うっさwww
[761.227] hellger27: うっさ
[761.238] applebell: はいw
[761.240] aya_ksar: www
[761.252] (S)flower_sayasaya: www
[761.355] (S)yozora_0923: うっさ
[761.362] kg_uman: あ
[761.565] りゅい: 鼓膜がwwww
[761.799] (S)461kuma: はい
[761.813] (S)babi893: あ
[761.853] 72_28: お前のせい
[761.922] ちゃりんどう: よわすぎん？
[762.260] (S)nana_om: あー 
[762.361] まき627: 早いなーw
[762.444] aya_39: うっさ
[762.456] (S)真_クロすけ: アスレ配信きたー
[762.572] (S)湯とうふ: あ
[762.595] (S)nnick1__: ぽまえが殺した
[762.622] (S)kinote3: はい
[762.678] (S)bearin627: radaoRIP
[762.767] hasami_girotin: radaoGG
[762.799] (S)勿忘草: うっさ
[762.818] (S)zabuton5mai: radaoRIP
[762.842] (S)yogharu: あー
[763.279] burukuremu: あ
[763.333] sina__sina_: うっさ
[763.385] (S)debuff_o__: アスレ放送
[763.423] ねる汰: ほんま下手
[763.472] いる1023: うっっさ
[763.497] (S)じょぶたみ: radaoRIP
[763.554] (S)n_emu_: はい
[763.554] (S)yuu_umi: radaoRIP
[763.576] (S)rioapr03: どう考えてもお前のせい
[763.611] bucket_niwatori: はいｲﾝｶﾞｵﾎｫ
[763.639] kinopi25: うっさ
[763.709] masukis: やった～アスレ配信だ～
[763.784] (S)jasmugi: うっさ
[763.813] (S)mikan_san: お前のせい
[764.121] umiriku_umimi: ぽまえのせい
[764.127] ﾊｲﾌﾝ: うっさ
[764.330] (S)sakanano_imouto: gg
[764.342] irino_0018: うっさ
[764.355] (S)mitsuxx00: はい
[764.402] 月無水2420: うっさ
[764.655] (S)海苔820: はい
[764.724] (S)roze_25252: 元カノに執着するからやぞ
[764.946] 紗弥0926: はい
[765.386] riery_04: 効いたね
[765.575] takusyon8080: お前が穀した
[765.616] manzoku_gohan: wwwwwww
[765.631] japarada_xeno: wwwww
[765.754] (S)36maru: radaoCry
[765.802] (S)湯とうふ: radaoRIP
[765.832] yumenoiatu: あー
[765.922] (S)ぬこが好き: ぽまえのせい
[765.944] (S)独炎レイト2525: radaoRIP
[765.984] ちおちお: あー
[766.008] ヽ丶: お前のせい
[766.009] piriodo_1: 元カノ
[766.185] (S)kuronera_m: はい
[766.373] murasaki_0204: うっさ
[766.390] (S)ﾑﾂｷ: radaoRIP
[766.711] (S)yukinakomochi: あーあ
[766.826] kaname17ksb: お前が穀した
[766.964] しぐぅ: radaoRIP
[767.048] (S)shira_to: はい
[767.080] 亜莉紗: 鼓膜案件
[767.220] (S)outinoyami: アスレの説明のためだよな
[767.241] (S)murasakineko6262: (´･ω･｀)
[767.266] Ichigoore0110: あー
[767.452] ciel_88: 元カノも道ずれ
[767.629] (S)ぽてって: うっさ
[767.678] milk_3169: うっさ
[767.719] having_harumaki: アスレもかわってるからね
[767.796] (S)独炎レイト2525: radaoRIP
[767.893] pct_oo: 今彼おこじゃん
[767.992] 珠翡: はい
[768.015] りゅい: あーあー
[768.048] ネギ犬: わこらだ
[768.130] gobanei: ざっこ
[768.230] oisu_ois: えこー
[768.346] (S)Unininini114: アスレ放送
[768.413] karintou_painappuru: うるさいのはうわぁだけにして。
[768.534] aono_kasisu: DVすな
[768.665] potemashusyu: 素直に面白い展開
[768.813] (S)arumame: 鬼来るタイミング最高すぎて草
[769.018] (S)さおりん_: radaoGG
[769.501] (S)mizuno0624: ぽまえが穀した
[769.570] (S)mameinu_: ぽまえのせいだよ
[769.716] chunchumu: 揉めてる
[769.941] (S)n_emu_: お前が殺した
[770.020] ずれ: くさ
[770.167] ジークジーク: おつらだ
[770.180] irino_0018: ぽまえのせい
[770.372] むつき7777: あーあ
[770.761] (S)yummy0324: radaoRIP
[770.983] painame_: ぽまえのせい
[771.001] (S)nandemonaimomo: wwwww
[771.012] milk_3169: あーあ
[771.915] (S)nana_om: wwwwwww
[771.928] (S)ruhu_0522: radaoRIP
[772.154] (S)sakanano_imouto: アスレやろっか
[772.463] (S)pannnakottajp: あえてね
[772.645] (S)zabuton5mai: ぽまえのせい
[772.676] kuuuuuuuuchan: あー
[772.682] (S)cillie390: ストリーマー特権無駄にしたな
[772.732] asaborake0408: 甘えてもなおアスレ配信するってマジ？
[772.765] SeBurosu_: おまえのせい
[772.859] (S)mikan_san: おおお
[773.079] (S)zyaga_b: 元カノの元カノが来た
[773.214] (S)koukoukoy: おおおおおお
[773.346] (S)karasu57: 結局アスレ放送
[773.370] piriodo_1: ぽまえのせい
[773.484] miomio1221: はいアスレ放送
[773.722] rikorikor: あーあ
[773.757] べるみ: すごい
[773.804] 紗弥0926: おお
[773.817] (S)torikko_: 元カノオオオオオオオ
[773.920] negironn: 笑笑
[773.966] ねる汰: まーたアスレ放送ですか
[774.072] (S)kimty__12: あーあ
[774.141] (S)湯とうふ: 元カノー
[774.269] (S)ryo_ngz: えっ
[774.370] りゅい: ぽまえのせい
[774.485] あえん: 元カノのケツなんて追いかけるから...
[774.496] (S)n_emu_: ぽまえのせい
[774.532] ruchi_13: あ、なるほどね笑
[774.605] (S)kuuhaku417: あ
[774.896] (S)kotehan31415: 新しい復活見せれるね！
[775.028] (S)shira_to: ぽまえのせい
[775.060] ヴェライス: すごいーん
[775.253] jun08081031: 歪してもアスレいき
[775.284] ずれ: あーあ
[775.441] umiriku_umimi: 動いてる
[775.489] 桃組の最終兵器: コイキング編と同じ死に方してて草
[775.631] sakuchi_1108: おおおお
[775.696] dauto_622: あーあ
[775.718] くじらくん126: ガチホラー
[775.739] (S)debuff_o__: ぽまえのせい
[775.762] touhu_0910: ぽまえがやった
[775.861] yumenoiatu: ぽまえのせい
[776.033] deccslomp: ！？
[776.049] いる1023: 3つ心臓あるのほんとに
[776.055] (S)lara_3o: ストリーマーの無駄遣いだよ
[776.231] (S)rioapr03: これ完全にランダムなん？
[776.454] ユーキ0703: 過去みるから...
[776.481] minto13579: ！？
[776.484] (S)こもり: て
[776.487] まき627: 3個命あっても変わらんやないかい!!!
[776.646] (S)ぽてって: うん
[776.713] (S)をきう: おお
[776.717] hasami_girotin: おめえのせいだよ
[776.739] (S)lisa_12_12: なんか動いてる...
[776.869] (S)rakotann: ぽまえのせい
[776.982] (S)そまる: おおー
[777.246] murasaki_0204: アスレ放送もどったね
[777.430] 伶音: すごいーん！！！
[777.455] (S)ruhu_0522: あーあ
[777.468] (S)zyagaimo__: radaoRIP
[777.487] (S)metoronoomu: ぽまえだよ
[777.493] (S)Unininini114: ぽまえのせい
[777.721] (S)flower_sayasaya: ぽまえのせい
[778.080] sigu_re12: すごいーん
[778.174] (S)akagi111: すごいーん
[778.201] nikkouak: radaoSeven
[778.287] kojirou917: 元カノに○されるの草
[778.375] outoroma96: radaoRIP
[778.396] 珠翡: あーあ
[778.430] takaha_ty: すごいいーーーん
[778.434] ciel_88: てらいきー
[778.597] のら05: ポケモン多いね
[778.631] (S)ワタメル0324: ぽまえが殺した
[778.727] (S)skylark_25: これマジで当たらん
[778.960] danon0613: すごいーん
[779.057] kanahebi1125: おー
[779.146] (S)mazirou: おー
[779.150] (S)燐だよ: あーあ
[779.162] りゅい: ぽまえのせいだ
[779.163] ftfigaro: すごーいん
[779.176] unknown_ra: そ！？
[779.462] 1__matsu: すごいわん
[779.589] (S)lisa_12_12: すごいーん
[779.601] (S)閉織: え
[779.651] (S)lv_0_: ぽまえのせい
[779.801] せなせんせー: さすがらっでぃはいろいろ考えてるんだなぁ
[779.822] bucket_niwatori: ぽまえのせいです
[779.870] かすてら_0110: 無理やん
[779.942] (S)salt_w12: へー
[780.027] (S)ZAKUtesta: かわいそう
[780.087] (S)ガクフル: おおおお
[780.104] (S)ぬこが好き: むっず
[780.157] (S)sjindoa: むず
[780.317] (S)こしつぶ: おお
[780.386] (S)hitsugi14: へー
[780.413] すのっぺ: 謝って
[780.547] あきぬこ: なんかあるね
[780.567] (S)kuuhaku417: ぽまえのせい
[780.692] ヽ丶: おお
[780.768] sekibunkun0619: お前のせいだよ笑
[780.792] (S)じょぶたみ: 3回復活してもアスレ行きなのかよ
[781.245] むつくる: すげ
[781.339] (S)zaaaako__: お
[781.521] (S)まいちゃそ: アスレ配信かぁ
[781.547] (S)kaito_taise: おー
[781.548] himokata: ぽまえのせい
[781.780] _イオ_: すごいーん
[782.167] yakki_san: すごいーーーん
[782.260] (S)Da1_ChaN1026: あれ？残機一個残ってるはずだよ？
[782.287] ほつけ: すごいーん
[782.426] applebell: 結局アスレ
[782.453] kiminonamo: ぽまえのせい
[782.491] (S)こもり: すごいーん
[782.636] りゅい: ふーん
[782.640] (S)いかみるく: 仲良死か
[782.698] skyhigh_day0: 所詮夢遊病だね
[782.747] yonku_2512: おかえり
[782.820] (S)閉織: 動いてる・・・！？
[783.001] (S)rascal_techonol: 3つの命が・・・
[783.240] player_zod: これは動画化
[783.313] masukis: え？
[783.393] (S)雪華0830: すごいーん
[783.630] まき627: お
[783.759] minto13579: むっず
[783.809] (S)murasakineko6262: むっず
[783.846] bon_sai: (´・ω・)
[783.899] (S)nnick1__: すごいーん
[784.062] (S)raskumen: すげーーーーーーーーーーーー
[784.363] namu0418: すごいーん
[784.369] (S)みえのえ: すごいーん
[784.404] suteneko__: お
[784.672] (S)owatativv: いよいよ運営いらないな
[784.884] Remint39: お前が穀した
[784.920] あまとう_: 鬼畜ｗｗｗｗ
[784.922] (S)湯とうふ: おー
[784.924] (S)kimty__12: radaoRIP
[784.987] kaziki_1213: おおお
[785.132] (S)Unininini114: おー
[785.180] (S)渚けい1210: すごいーん
[785.182] sakuchi_1108: すごいーん
[785.187] (S)きんいろ: むっず
[785.340] (S)fuzi_inari: はぇー
[785.400] piriodo_1: ぽまえが殻した
[785.473] takaha_ty: すごいーーーー、ーん
[785.487] yusagi1: きっっっっつ
[785.552] (S)涼晴: ぽまえのせい
[785.552] zutsuusann: むっず
[786.093] SeBurosu_: うげぇ
[786.314] (S)kaito_taise: すご
[786.546] (S)ゐそやん: おおおおおおおお
[786.560] 46_kulo: おおおお
[786.648] (S)crowsuke96: むっずｗ
[786.738] りゅい: え！
[786.947] umiriku_umimi: すごいーん
[787.167] (S)ぽてって: 打てんの？
[787.169] (S)karasu57: すごいーん
[787.230] jrnishinihon: SeemsGood
[787.270] (S)n_emu_: radaoIiwake
[787.323] Ruu_0201: むっず
[787.442] むつき7777: え？
[787.475] ﾊｲﾌﾝ: すごいーん
[787.539] (S)1003_barbara: え
[787.651] toma_neko: おおお
[787.677] まき627: すごいーん
[787.730] (S)nano_913: うごいてる
[787.799] Ichigoore0110: すげー
[787.882] ネギ犬: 運営の仕事が無くなった青鬼ごっこはここですか？
[787.896] himokata: すごいーん
[788.238] (S)をきう: むっず
[788.262] (S)いさお130: おおお
[788.312] (S)debuff_o__: むず
[788.463] (S)bearin627: radaoWdare
[788.469] kaikina0905: むず
[788.471] applebell: えすごい
[788.473] ariariaris: すごいーん
[788.603] suteneko__: すごいーん！
[788.648] dauto_622: ぽまえが殻した
[788.661] りゅい: すごいん
[788.680] akashima: ええええ
[788.760] からたべ: すごいーん
[788.866] (S)zaaaako__: むっず
[789.541] (S)metoronoomu: すごいーん
[789.571] japarada_xeno: すごいーん
[789.940] (S)kuuhaku417: あ
[789.952] いる1023: 上手いこと言うなw
[790.063] touhu_0910: ファ！？
[790.090] いのりさん: 動き読めないのよねー
[790.136] jun08081031: むっず
[790.146] (S)Unininini114: すごいーん
[790.258] bucket_niwatori: むっず
[790.330] masukis: むずくね？
[790.362] (S)ちゃば00: ぶさいく
[790.520] あんりりり: むっず
[790.548] sorabosi: むっず
[790.593] ruchi_13: わざと死んだんですね
[790.732] (S)yakkora: うわああ
[790.822] 月無水2420: むずw
[790.949] kuroha252: すげー！
[790.998] パンケーキ奉行: うごぉ
[791.030] ripumpkin: ぐちつぼ対策？？？？
[791.129] (S)焼畑: すごいーん
[791.532] 神崎立夏: むずっ
[791.579] (S)zero_gram77: きびし
[791.590] (S)izumi_0520: むっず
[791.754] emilu1765: えw
[791.845] (M)Nightbot: らっだぁ切り抜きチャンネルはこちら→https://www.youtube.com/channel/UCh-qC7-Ru8a54apFdHnASsA/
[792.213] かすてら_0110: あたんの？これ
[792.246] (S)lara_3o: すごいーん
[792.277] 夢現: 射的感増した
[792.292] kinopi25: むっず
[792.304] (S)461kuma: むっず
[792.313] (S)g_n_u_kana: おおおおおおおおおおおお
[792.313] すのっぺ: すごいーん
[792.400] まき627: むっず
[792.422] Toki_1259: すごいーん
[792.765] むつくる: むっず
[792.913] むつき7777: むっず
[792.944] (S)ぽてって: あw
[793.113] (S)rakotann: おー
[793.282] (S)skylark_25: まじでむずいこれ
[793.311] 五芒: 前と比べて簡単になったから楽に蘇生できる
[793.316] 珠翡: うわむず
[793.328] (S)Unininini114: むっず
[793.347] (S)lv_0_: むっず
[793.397] asaborake0408: むっず
[793.592] applebell: むっず
[793.801] (S)ワタメル0324: むっず
[793.871] (S)月ねこ: むずい
[793.990] (S)唐辛子ガール: おおー
[794.004] (S)yakkora: むっず
[794.009] kuuuuuuuuchan: むず
[794.016] r0_0Ru_ruru: むず
[794.832] rikorikor: うんぁ
[794.868] noga_892: うわ
[794.945] りゅい: なんてこった
[795.038] てちに: むず
[795.075] deccslomp: すごいーん
[795.080] (S)shira_to: すごいーん
[795.193] (S)na_mo: むっず
[795.420] ちおちお: おー？
[795.490] (S)yogharu: やば
[795.642] piriodo_1: むず
[795.648] (S)わたちゃ: むっず
[795.743] 伶音: あ
[795.880] Remint39: すごいーん
[796.038] momose_1945: すごいーん
[796.044] minto13579: らだ復活出来んの？
[796.183] namu0418: むずくない?
[796.219] 琥珀はこ: むっず
[796.265] (S)n_emu_: むっず
[796.694] irino_0018: すごいーん
[796.893] (S)zyaga_b: 何だこのゲームすごいーん
[796.928] (S)もふ_00: むず
[797.110] mikazuki29: むず
[797.113] りゅい: ／(^o^)＼
[797.121] ciel_88: ムッず
[797.122] (S)aono_202: むず
[797.275] oisu_ois: 運営？
[797.318] (S)~MISSING_COMMENTER_INFO~: むっず
[797.327] (S)kiri_girisu: むず
[797.358] (S)murasaki_chan: すごいーん
[797.360] (S)cillie390: おおおおおお
[797.445] suteneko__: むっず
[797.497] (S)しかくのさんかく: むっず
[797.545] noga_892: むず
[797.681] (S)yuu_umi: むず
[797.710] yume_setu1374: ほえー
[797.754] (S)nana_om: いやむっずwwwwwwwwww
