[25.270] careful_crab: Oh 
[5055.735] miyusayers: バグは尋常じゃない
[5055.884] demonbane_twosword: 現状SA2一択？
[5063.429] 1108044k: 億キャラか
[5063.537] icyblue1985: 無責任発動
[5065.280] hideto007: SA2使い勝手よさそう
[5067.645] potocki1810: ガチくん、ジョン竹、もっけはにっこにこ
[5068.811] mt7f: SA1も便利
[5075.103] gorilla_osaka: 自動投げ抜け
[5078.076] redbull_daisuki: この方、クソキャラ過ぎない？
[5080.153] erisuk: 制限時間がついてないのに持続する元トリガーのＳＡ２だから普通にやってる
[5095.988] (S)仙ニーン: こんばんは♪ラシード追加なってるゥゥーーー！
[5099.449] (S)monpiipop: ？！
[5114.032] カブトシロ: 今日はラシードの味見してる人多いんだろうなぁ。
[5118.234] (S)nagasaki3662: ケンは許されたってこと？
[5120.090] NekkyOne: 1億ラシード
[5127.605] johndoe6523rp: SAは全体的に発生遅め？
[5134.734] latenight000: 一応、5Fのリーチは短いのかな？
[5144.841] (S)オワオワタ: ケンの方が強そうだな
[5147.124] hideto007: もけは春継続じゃない？あのキャラめっちゃ強いっしょむずいけど
[5150.887] lucia_morgan: 今日はみんなラシード触ってるから対戦は難しそう
[5163.047] (S)仙ニーン: ガチ君と10先したらラシードわかるかも？
[5178.209] nutsberry1701: いうて初見のL8と普通にガチれてるから、のケンキャラパワーとウメちゃんの自力も上がってる
[5179.047] (S)monpiipop: ロックマンのエアーマンの竜巻みたいだな
[5181.586] t0m0yuki: BO中は大P実践してるな
[5183.281] Trailkozou: ももちカスタム募集してない？
[5195.028] gorilla_osaka: CPUラシードはちょっと上品？
[5200.523] (S)オワオワタ: リーガーでラシードに変えそうなのってガチ君とジョン君くらい？
[5217.545] mt7f: コパン長くね
[5218.423] Gordstorm: もっけは
[5221.624] johndoe6523rp: ももちいくか
[5222.252] (S)仙ニーン: ガン攻めラシードの印象が薄いね。このラシード
[5223.698] takahashiseigi: 板zはザンギ配信か
[5226.359] nutsberry1701: プレイヤーラシードはえげつないムーヴ擦ってきそう
[5227.656] (S)bolabola102: ガチくんevoはマノンで行くかもって言ってたね
[5232.413] potocki1810: でるー
[5233.148] demonbane_twosword: ガチくん５のラシードとマノンが混ざって大変そうだった
[5235.208] (S)オワオワタ: マジで昇竜でるな
[5240.974] (S)日本語かな: CPU全然アラビアンサイクロン連携使わないね
[5243.136] (S)monpiipop: ふーむ
[5243.581] t0m0yuki: evoはさすがに練度が間に合わんでしょ
[5247.942] (S)仙ニーン: なるほど
[5268.328] redbull_daisuki: パルクールがなんで殴り合いに強いのか理解できない
[5273.776] (S)bolabola102: ジョン竹はevoもラシードかも
[5280.948] グンダム: それ言い出したらヨガは・・・
[5281.219] (S)日本語かな: 前大Kかな？
[5281.764] latenight000: 5F技は短いかな？
[5282.218] mt7f: 弱P結構流そう
[5285.706] (S)tabibitox: 足短いけぇ
[5291.205] (S)monpiipop: ﾖｶﾞｯ
[5295.218] たびヤドン: 弱点きたぁ
[5300.245] keikohiro: 短いけぇ
[5302.057] (S)仙ニーン: 竜巻🌪️ってまだある？
[5310.991] のぞみくん: torimeKotori
[5311.854] configlist: 微妙にUI変わってるね
[5315.475] nutsberry1701: 足は長いけぇ
[5318.167] 0208h: イケメンだからな。それくらいしてもらわないと
[5344.734] killabeezle: they released Rashid just in time for Evo
[5356.536] (S)usamaru_noir: ももち配信がカスタム募集中0724って書いてるけど対戦できるかな…鳩は飛ばしてないです
[5364.964] latenight000: あとはOD無敵技で割り込めるかどうかか
[5370.821] keikohiro: ODミキサーで割れる？
[5371.307] mt7f: 立ち弱Pは4Fだっけ？だとしたら4Fの中では長いかも
[5379.332] (S)monpiipop: えっ
[5389.100] (S)monpiipop: 短すぎない…？
[5393.394] 1108044k: 5のガイル並み？
[5393.706] (S)仙ニーン: 5よりは弱くなってる感じ？
[5394.696] Placidusax_: rashid looking solid af
[5395.160] t0m0yuki: ラシード震えてるか？
[5396.847] seanoh: seanoh subscribed with Prime. 
[5404.499] (S)bolabola102: 立ち弱はどっちも4fだね
[5410.772] latenight000: 通常技はリュウケンよりも短いからね
[5412.441] (S)仙ニーン: ほんまや
[5416.430] johndoe6523rp: ビンタ
[5422.839] t0m0yuki: はいっ！
[5423.881] potocki1810: ｗｗｗｗｗｗｗ
[5423.989] quwrof_sb: あっ…
[5425.682] (S)tabibitox: ケン有利ぽいな
[5427.155] (S)monpiipop: www
[5428.093] (S)sai927: umeYay
[5430.545] Several_Potatoes: lmao
[5431.055] (S)ちゅうべえ: ちゅうべえ subscribed with Prime. 
[5431.127] (S)FilthyOjiChan: www
[5432.822] t0m0yuki: ケンｻｲｯｷｮ
[5433.039] ビフィダス: ww
[5434.288] (S)仙ニーン: すっすっすっ…
[5435.207] 1108044k: 捥がれてる？
[5435.516] trumyolo: Oil King screaming happily 
[5441.459] keikohiro: 翻訳も困惑しとるわ
[5441.718] goroutai: スィノさん
[5443.364] kebiisi: 翻訳w
[5450.563] battyo76: 無敵技詐欺れるのかな？
[5451.258] ビフィダス: 中米
[5453.188] のぞみくん: ちゅうべい
[5461.558] saketyazu: また英会話始まったかと
[5477.857] latenight000: さすがにウメハラ助手が調べる
[5478.014] (M)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[5480.192] 1108044k: 基本的なとこはね
[5506.556] sistersguitarreplica: 小学生みたいな名前やな
[5509.014] (S)monpiipop: ラシードキック？
[5509.607] (S)tabibitox: ガードできた
[5513.317] keikohiro: 早くないな
[5526.170] (S)仙ニーン: ライダーキック？
[5528.808] keikohiro: え
[5529.074] t0m0yuki: あっ
[5540.727] t0m0yuki: っぱケンよ
[5543.128] 1108044k: あれラシードくん？
[5548.632] keikohiro: あれ
[5548.903] (S)仙ニーン: あれ？
[5552.479] latenight000: バーンアウトしたら重ねれるけぇ
[5553.077] (S)monpiipop: むむ
[5564.125] (S)tabibitox: ODミキサーはさすがに
[5568.414] t0m0yuki: さすがに
[5572.276] keikohiro: さすがにだわ
[5575.220] (S)仙ニーン: ミキサーは健在か
[5577.169] グンダム: インパクトも割れるODミキサー
[5578.714] mt7f: ふわっ
[5578.808] kazurock69: 今回のラシード、弾抜け技ない感じですか？？
[5579.958] saketyazu: ぐるぐる
[5584.466] nutsberry1701: SCAM GROUP
[5589.777] 1108044k: 垂直安定ヤバイな
[5596.647] maruta0612: 弱い方の無敵
[5608.226] (S)nen_100: ザンギにもこの回転力教えてあげよう
[5610.133] t0m0yuki: 激痛
[5610.988] hukohuko: 玉抜けはランから派生だからねー
[5620.353] mt7f: 風溜めなくていいから・・・
[5625.258] nutsberry1701: これはもうワール・・・ワールしかない！
[5650.827] (S)kekekenochan: ラシードお前も両手に棒持つか？？
[5654.989] グンダム: ザンギよりリリーに無敵を教えてやってくれ
[5657.661] keikohiro: 確定か
[5674.989] (S)monpiipop: 角度が
[5675.887] t0m0yuki: 隙がヤバイ
[5677.890] (S)仙ニーン: 風を無くしたラシードでok？
[5694.092] (S)nen_100: この回転力でダブラリ放って欲しい
[5697.534] 1108044k: インパクトに強すぎる
[5713.668] nutsberry1701: 次のシーズンでリリーと合体
[5739.188] (S)ラリメモ: 今回のラシード多段が多すぎてノーゲージでインパクト割れるイメージ
[5741.085] 1108044k: 大ミキサーがめくり落とすんだっけ
[5746.189] (S)H_WILDE: PoroSad
[5746.461] zaregoto1026: 弱Kの下にパリィ入れてたんですが仕込めるやつになり場所を変えたいですがおすすめの場所ありますか？
[5749.908] kazurock69: マリーザキラーになれるかも？
[5771.408] beichan0601: ラーシードジャンプ攻撃がやばいです
[5777.408] t0m0yuki: スト5よりはマシ
[5779.128] (S)monpiipop: タケコプタ〜
[5779.833] (S)tabibitox: 屈中P対空がケンの大Pに負ける
[5780.306] johndoe6523rp: 対空無敵ないんだっけ？
[5780.432] (M)Moobot: ～ 新ヘッドセット登場 ～ HyperX Cloud III → 空間オーディオの臨場感で楽しくゲーム出来てます https://hyperx.gg/42XVwOf
[5780.596] latenight000: 大ミキサーは早出ししないと、対空無敵が1Fから無いのか潰される
[5787.604] (S)ラリメモ: めくりも落とせますが、引き付けると負けるらしいです
[5799.369] のぞみくん: さすがに
[5799.574] (S)仙ニーン: 巻き上がれのスピード遅くなってる？
[5800.625] 1108044k: これが許されるならダブラリもめくり落とせていいのに・・・
[5800.755] (S)日本語かな: 無敵はないから早出ししないいけない
[5822.649] hukohuko: このゲームの対空だからやっぱり厳しい所あるな
[5830.097] t0m0yuki: ゾンギアフだから別人かもしれない
[5836.788] 霧月むげつ: ODダブラリゲージ払ってめくり落とせないのほんま可哀想
[5841.075] kaigaizei: ダブラリはODしてもめくり落ちないのに格差が
[5841.216] グンダム: 出る前から政治されすぎてしまった
[5847.514] touruko: evoまでにこんなの対応すんの面倒だねえ
[5850.821] だいこん_: ラシュ雑
[5854.345] beichan0601: ジャンプ攻撃二回入るw
[5857.658] latenight000: めくり落とせたらネモさんがブチギレます
[5864.183] kc_tc0006: ＪＰに勝てんのかな
[5867.487] (S)kekekenochan: ザンギも垂直に上昇するなら落とせるよきっと
[5880.358] lucia_morgan: 今回ケンって全く調整入らなかったみたいね
[5885.416] nutsberry1701: 野球コスないからまだヘイトは低い
[5888.819] t0m0yuki: 最速ラッシュ雑
[5907.895] kazurock69: キャラ調整あったんですか？？
[5909.934] johndoe6523rp: いいかんじっすね
[5910.302] sistersguitarreplica: 調整ってか修正メインだからね
[5912.607] (S)nen_100: ラシード、前にネットで話題になった、イケメンすぎて国外追放された人に似てる。もしかして本人？
[5918.252] (S)仙ニーン: wwwwwwww
[5919.008] oshiridayo: やれるぜ！
[5919.172] だいこん_: 不具合修正だけ
[5919.202] inpma555: 調整て全キャラ共通でしょ？
[5919.267] pondenring0930: ピヤアアアアア
[5919.450] グンダム: 生ラッシュ雑談ｗ
[5919.481] 霧月むげつ: いいけどｗ
[5920.449] あり0221: www
[5921.464] potocki1810: wwwwwwww
[5923.163] (S)tabibitox: 厳密にいえばキャラ調整はほぼ無し。修正メイン
[5923.429] diego_ohunabara: umeGoat
[5923.603] 新ころりん: 感謝のショートダッシュ
[5923.606] 超ゲジゲジ: お供しやす
[5924.938] 5don: umeYay
[5926.401] wonton_shooop: mandeHey
[5926.525] kazuxeno: 体に染み込ませるのか・・・
[5926.761] (S)aruch_22: やれるぜ！
[5927.835] balthazar000: 是非とも配信でやろう
[5928.182] (S)仙ニーン: umeYay
[5928.271] pengetop: ラッシュ上手くなってるｗ
[5931.971] latenight000: ある意味、格ゲーのレベルアップ作業してる感じよね、経験値稼いでるw
[5933.594] (S)monpiipop: コツコツ練習ﾋﾟｬｰ 
[5938.081] kc_tc0006: やれるぜ！
[5939.990] mogu0621: 最速で出す練習ですね
[5940.266] (S)kani7321: これ平気で3時間できるの最強すぎる
[5942.115] lucia_morgan: なるほど
[5943.914] chanmipoin: スト６のネガキャンやろ
[5948.540] potocki1810: 視聴者も鍛えられていくｗ
[5951.702] pyamaaaa: プロは大変
[5952.786] 新ころりん: 決める！やれるぜ！
[5953.059] jhkkhfdathvd: 基本が大事
[5955.402] kazuxeno: エルデンリングとかもそういう練習しないと上手くなれないのかなー
[5955.548] yunyun_ada: このラッシュ入力緩和はウメちゃんどう思う？
[5957.102] (S)mart_00_: 今日はラシードだから対戦できんかー
[5958.339] kakutora_no_o: こんばんはー！今日はなにやった感じです？？
[5963.818] latenight000: これが格ゲーRPGってわけ
[5966.995] erisuk: 試合やってくうちに熟練度上がるのを待つとかじゃなくて基礎やるんだね
[5970.036] あり0221: 平然と繰り返され続ける生ラッシュ地獄
[5972.542] korejanai: 字幕付いたの気付かなかった！
[5973.389] dodoria089: 最速ラッシュは必須だもんなぁ
[5974.370] sharks_up: レベルアップしたら教えて
[5976.490] tankbba146: キャンセルラッシュ増えたの実際どうなの？
[5982.272] (S)axchuuu: カチャカチャ音すこ
[5982.316] tankbba146: いいんだ
[5982.954] sistersguitarreplica: よき
[5988.732] ビフィダス: めぐみちゃんw
[5988.885] (S)nagasaki3662: この練習はレバーレスの方が安定する？
[5991.201] ザマニール: 3時間やっても人間はミスってしまう😭
[5993.468] 新ころりん: 翻訳様は荒ぶってらっしゃる
[5999.412] keikohiro: 失敗したら若木の棒で叩かれるとかどうでしょうか？
[6001.213] 0208h: めぐみちゃんねぇ
[6001.261] gorilla_osaka: めぐみって誰よ
[6004.637] (S)ohyoi2002: この練習が苦じゃない人間だけがプロゲーマーになりなさい
[6004.892] pondenring0930: へぇ～ウメハラはやれるんだ～？
[6005.098] 絕悲特: PogChamp
[6006.165] さえぐさたくま: 指痛くならないですか
[6006.333] NekkyOne: 小パン当たったらリーサルなの嫌いって言ってたもんね
[6011.512] takahashiseigi: プロのほとんどが今ラシード触ってますね
[6011.662] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[6015.323] (S)日本語かな: 密着気味の立ち大pキャンセル大竜巻前転+1だからね〜
[6019.958] latenight000: ふ～ども初心者には嬉しい調整で、上級者が困る調整は良い調整と言っていた
[6020.057] (S)punpunjp_: 煽ってくるねぇラシード
[6020.480] potocki1810: パリィ、パヒ、パウリィ
[6022.329] (S)kani7321: 翻訳でてる
[6023.194] korejanai: 理沙とは
[6025.990] (S)ババシャツ: パパ！？
[6026.182] のぞみくん: りさ
[6026.457] (S)仙ニーン: ラシードのセリフうぜーwww
[6027.802] kebiisi: パパ
[6028.272] jhkkhfdathvd: 1年後が楽しみだなー
[6029.385] demonbane_twosword: 今日パパ理沙の聞いてってなにｗ
[6031.688] すみ___: 翻訳がイマイチだね
[6041.254] dodoria089: ウメちゃんはキャンセルラッシュはボタンに矯正するの？
[6042.957] のぞみくん: umeYay
[6050.761] (S)monpiipop: 話し言葉と格ゲー用語は、やはりムズいな
