[8.841] ゆにゆにゆにーく: wakorad
[4441.946] (S)mira_o: へー
[4442.381] ainoseeeee1111: ランク上がったら使えそう
[4442.678] ねんここ: 説教部屋
[4442.894] ネコミミカラス: ランク上位の仕事？
[4443.046] くろもちげん: 雰囲気であるだけか
[4444.131] yume_1103: へー
[4445.012] raimu_27: エビデンス見るか
[4445.218] tiger_bay: んで迷子？
[4445.510] 豊田育斗: どこむかっとる？
[4448.318] mawa_0: 雰囲気…
[4448.759] (S)かげぬい: 落ち着く
[4449.030] ne6mchan: 蘇生きっとの素材とかないのか
[4449.547] isaco135: お
[4449.600] みりぃもち: すご
[4452.145] にわすずめ: おお
[4454.782] hima_norita: ぽい
[4454.848] ainoseeeee1111: おー
[4455.023] 囚人番号: あー一緒に見てあげた方がいいか？
[4455.171] ひかるのかがみ: 解決した事件の押収品いれるとこっぽいよね
[4455.550] yume_1103: おお
[4455.798] nobume0v0: そこ仮眠室にしなよw
[4455.870] kon0703: おお
[4460.029] ashikabi691: え
[4461.504] ぽよぽよピンク: 押収部屋じゃね
[4461.560] peperonn17: お
[4462.055] naosiki: おっ
[4462.089] dokukinoco: お
[4462.252] (S)seillane: お
[4462.366] ミスタ一: お
[4462.939] kon0703: お
[4463.162] 囚人番号: ウェスカーか
[4463.247] many7575: ウェスカー？
[4463.435] Rimon_sky: え？
[4463.515] にわすずめ: ウェスカーか
[4463.761] rei_0610: お
[4463.997] kanariatobu: お
[4464.226] (S)ベスプラ: お
[4464.328] yuasee: お
[4464.342] つきあかり: お
[4464.496] 慧沙: お
[4464.526] mirina017: お
[4464.600] (S)わらびもち_11: お
[4464.692] (S)ゆずシフォン: お
[4464.739] 八坂乃宮: お
[4464.861] merongo_1023: お
[4464.880] みりぃもち: おお
[4464.922] mary611: お
[4464.942] harou_momiji: お
[4465.244] mizuhusen_aq: お
[4465.309] kur_oi_: お
[4465.336] すいぺりあ: お
[4465.368] shi__409: ウェスカー！
[4465.392] (S)_りおん: お
[4465.750] ayunosioyaki0223: お
[4465.946] 雪華0830: ウェスカーか
[4465.985] れもんちぃ0: ウェスカー？
[4465.987] (S)ククリン: え
[4465.991] 冷たい南風: お
[4466.078] mawa_0: おお
[4466.233] nattoniboshi: ん？
[4466.295] meroasu_: お
[4466.520] ちなこぽっぷ: お
[4466.906] (S)hijiki0877: ウェスカーきた
[4467.082] sora_mameee: お
[4467.094] same__15: おお
[4467.277] ainoseeeee1111: ウェスカー？
[4467.315] sato_imoo: お
[4467.324] みそ汁363: お
[4467.491] yume_1103: お
[4467.720] koyatai117: らだおもエビデンス一応調べた方が良くない？
[4467.756] Rimon_sky: おおお
[4468.008] (S)mira_o: おお
[4468.044] しん_4696: お
[4468.211] しゃしゃも_: お
[4468.721] Mira7510: おお
[4468.775] baceneKo: お！？
[4468.809] うめまろぉ: ウェスカー！
[4468.810] rotty531: あたり
[4469.170] qqg0: ウェスカーか
[4469.397] zarame0531: お！
[4469.397] meso_1001: ウェスカー！？
[4469.436] roikn: お
[4469.458] gccxhhhui: お
[4469.646] melonmelo_: お
[4469.848] coco8q: ウェスカー拾えたか！
[4470.082] mawa_0: それっぽ
[4470.122] goodmanpppp: おお
[4470.185] miu_119: おー
[4470.391] sjindoa: らだおもエビデンスとってなかった？
[4472.024] ﾏﾙﾏﾙ: おー
[4472.146] (S)海にぃ: お
[4472.531] ureshiin: SSR
[4472.542] reitoumikannokawa_: お
[4473.276] すてらいつ: SSRきた
[4473.476] 贄ﾁｬﾝ: ウェスカー様！？
[4473.534] many7575: えらいだねー
[4474.434] sora_mameee: えらい！！
[4474.549] 八坂乃宮: ウェスカーさんか！
[4474.709] kon0703: いいね
[4475.454] にわすずめ: おー
[4475.518] nobume0v0: おおお！？
[4475.592] suiha_7: radaoKitya
[4475.640] Rimon_sky: 一応やる？
[4475.855] syu_0317: 迷子
[4476.029] (S)いぬひよこ: えらい
[4476.751] ainoseeeee1111: 偉い
[4477.404] yume_1103: えらー
[4477.502] gccxhhhui: えらいだね
[4477.671] 八坂乃宮: ナイス！！
[4478.137] つきあかり: えらい！！
[4478.379] meso_1001: えらい
[4478.618] massandazei: えら
[4478.667] zwei3108: ユージュアルサスペクツで見た
[4479.010] goodmanpppp: 大当たりだ
[4479.279] うたたねさん: 猫仕事できます
[4479.449] luumasu: おー
[4481.340] しん_4696: 一方探検中
[4482.514] gyouzachann: ないす！
[4482.788] ~MISSING_COMMENTER_INFO~: radaoBanzai
[4483.038] rimutarouo: …
[4483.899] ark_jorqera: 指名手配いける？
[4484.097] (S)いぬひよこ: 迷子もいます
[4484.098] さーそー: 大当たり
[4484.291] suiha_7: radaoKitya
[4484.312] suidousuiii: あれ？歪みで聞こえてない？
[4485.380] 贄ﾁｬﾝ: いい血痕引いたねぇ〜
[4486.316] coco8q: わきおとウェスカーだったんか
[4486.812] umisora323: だおも一個っとってない？
[4486.886] 囚人番号: らだおのエビデンスは？
[4487.031] (S)雪狐0143: 大当たり
[4487.342] (S)ユウ太郎: 偉い
[4489.022] peperonn17: 大当たりやんけ
[4489.341] 八坂乃宮: 仕事猫！
[4489.660] とり肉: ないすだまんごー
[4489.935] みりぃもち: ガチャ成功
[4493.834] rei_0610: 大当たり枠
[4494.412] (S)ユウ太郎: チュール貰える
[4494.484] shi__409: 大当たりだ
[4495.082] many7575: 一方その頃らだおは
[4495.564] 八坂乃宮: 大当たり
[4495.897] zarame0531: ね
[4496.027] (S)mira_o: radaoBanzai
[4496.813] 贄ﾁｬﾝ: これは確変
[4497.804] ainoseeeee1111: 大当たり
[4498.607] (S)ふぁじぃねーぶる: きちゃ
[4498.928] つきあかり: 猫有能すぎる
[4499.580] ebitene: しごでき
[4500.613] 花海0806: 今北わこらだ
[4504.739] (S)黒ごまソフト: 猫えらいだねー
[4507.150] (S)seillane: あー
[4507.477] (S)hijiki0877: わきをか
[4507.710] にわすずめ: わきおか
[4507.947] つきあかり: わきをか
[4509.856] sora_mameee: あー
[4509.954] 囚人番号: なるほどね
[4510.530] shi__409: わきをか
[4512.132] many7575: 黄色いレディオ？
[4512.553] 八坂乃宮: わきをか
[4513.838] わーみー_: アルファートじゃなくてアルフォートじゃない？ウェスカーは
[4514.425] ぐつぐつ茶釜: say yo？
[4514.538] れもんちぃ0: レディオ？www
[4514.694] meso_1001: れでぃおw
[4514.786] (S)kin6100: わきを名前多いなw
[4515.657] ayunosioyaki0223: あー
[4515.878] koyatai117: 指名手配？
[4516.482] みりぃもち: レディオ？ww
[4516.771] yuasee: おおお
[4517.793] ベニマル: おお
[4518.175] reitoumikannokawa_: www
[4518.538] (S)seillane: ないすないす
[4518.956] にわすずめ: おー！
[4519.145] oli_liriri: 黄色井レディオ
[4519.236] (S)海にぃ: ナイスだ
[4519.502] hiragi_114514: れりあみたいだな
[4520.025] gaiantufan: おおおお
[4520.194] naosiki: れりあと間違えるわ
[4521.377] suiha_7: radaoGJ
[4521.430] すてらいつ: せいようれりお？
[4521.747] melonmelo_: おおお
[4522.027] (S)ユウ太郎: 偉すぎ！
[4522.240] みりぃもち: おおおお
[4522.241] daikiti1234567: 中華系？
[4522.261] (S)ベスプラ: ナイスすぎる
[4522.262] yume_1103: ないすー
[4522.269] 贄ﾁｬﾝ: わきをがれでぃおの語感強いな
[4522.361] (S)くーちゃん123: いいねぇ
[4522.586] (S)ゆずシフォン: ないす！！
[4522.738] ぷちます: 緑れりあ
[4522.993] midmile_: naisu~
[4522.995] ﾏﾙﾏﾙ: ナイス
[4523.150] 梨食べる: 聖王れりお？
[4523.191] (S)ククリン: ☆5キャラ ウェスカー
[4523.217] (S)わらびもち_11: ないすー
[4523.429] 暗黙の緑茶: わきをがれりをw
[4523.891] ichi__go: わきおとれでぃお？
[4524.039] ぐつぐつ茶釜: お手柄だ！！
[4524.211] shapu_meg: shapu_meg subscribed with Prime. They've subscribed for 45 months, currently on a 2 month streak! 
[4524.383] yassandesu: ナイス
[4524.599] すいぺりあ: アルフォートww
[4524.600] (S)雪狐0143: ないすないす
[4524.840] 和泉ぴけ: れりお？
[4525.042] にわすずめ: ないす！
[4525.246] つきあかり: ないす
[4525.565] eaSTARTwind39: わきをやったのはお手柄
[4525.698] bosabossa: 優秀
[4525.814] mary611: radaoGJ
[4526.469] sjindoa: ないすぅ
[4527.013] (S)hijiki0877: ウェスカー4人くらいいるからな
[4527.069] zarame0531: ないす！
[4527.246] らぁめん三郎: ないすう
[4527.710] kohana0d06: ないす
[4527.953] si_nn_me_319: お手柄
[4527.963] にわすずめ: wwwww
[4528.317] キアラ3: ないす
[4528.498] hkr_r: 聖王れりおか
[4528.973] yakkooo630: 聖王れりを？
[4529.134] Soratandao: 黄色井れでぃおか
[4529.953] gsucix: お手柄マンゴー
[4529.986] same__15: ないすー！
[4530.209] rukkkoru: ないす！
[4530.404] mizuhusen_aq: ないすう
[4530.605] 贄ﾁｬﾝ: ありがとうねぇ
[4530.958] ayunosioyaki0223: wwwwww
[4531.588] gccxhhhui: wwwwww
[4531.921] kapu_seru: 黄色井レディオか？
[4532.234] world_kohaku: 聖男れりお?
[4532.332] coco8q: マンゴーお手柄！
[4532.484] 雨傘ライ: www
[4532.608] roikn: ないすう
[4532.825] suiha_7: radaoKansya
[4533.309] mizusakura0326: wwwww
[4533.495] (S)かげぬい: ﾅｲｽﾏﾝｺﾞ！
[4533.537] ~MISSING_COMMENTER_INFO~: かわいw
[4533.595] aina___10812: ｗｗｗｗｗ
[4534.716] zarame0531: www
[4534.759] さつまいもおいしい: www
[4534.889] nobume0v0: ないすマンゴー！
[4534.938] reitoumikannokawa_: wwwwww
[4534.956] 囚人番号: 確認した方がいいのかな一応
[4536.385] こーさかちゃん: いいこだな
[4536.942] みるあむ: wwww
[4537.109] saki_3656: ww
[4537.932] logic_gori: 聖王れりお？
[4538.337] 弥紅: ないす！
[4538.347] みえのえ: radaoGJ
[4538.788] rukkkoru: wwwwwwwww
[4538.870] カバ333: 聖王れりを？
[4539.070] 兎水: www
[4539.661] koyaren: wwwww
[4540.395] バナナチ: お手柄やね
[4540.634] miu_119: さっすがー
[4542.308] 贄ﾁｬﾝ: ウェスカー様の血はまじでナイスだね
[4542.763] naosiki: チュールあげよう
[4544.622] koyaren: !uptime
[4544.622] mawa_0: wwwwwww
[4544.848] 唐辛子ガール: wwwww
[4544.888] (M)Nightbot: らっだぁ が配信を始めてから 1 hour 15 minutes 50 seconds 経過しています。
[4548.818] (S)Tori_Kara_99: radaoW
[4557.988] hkr_r: 聖王れりいおは聖母れりあとかけてるのかな・
[4559.873] koyaren: えびおｗ
[4559.937] 囚人番号: プロファイルも見ればわかるだろ
[4561.845] にわすずめ: w
[4562.816] Rimon_sky: あ
[4563.185] sora_mameee: wwww
[4563.939] (S)いぬひよこ: エビオ！
[4564.891] めっつびたー: プロファイルで見れるぜ
[4565.222] (S)ユウ太郎: ウェスカーって偽名使わないのカッコいい
[4565.493] merongo_1023: w
[4568.931] coco8q: せやろな
[4569.145] 雨傘ライ: w
[4569.182] 八坂乃宮: w
[4569.388] 角角家: wwww
[4569.979] キャホー: 当たり前だろｗ
[4570.446] reitoumikannokawa_: www
[4571.550] (M)Nightbot: マイクラ参加方法はサブスクティア３のみ。サブスクdiscordから→https://twitter.com/rader2525/status/1167079316754067456
[4571.766] (S)ふぁじぃねーぶる: えびおー！
[4571.962] zarame0531: w
[4572.053] ただの絵描き: www
[4572.641] すてらいつ: 何の張り合い？w
[4574.709] nobume0v0: wwwww
[4579.258] rin12027: そりゃそうだろうw
[4579.313] many7575: かっこいい
[4580.449] eaSTARTwind39: 犯罪あんだけ頻繁にやってたら、もう免許はないだろう
[4582.540] Ishio_62113125: 男さんじゃーん
[4582.839] rins_in_shanpoo: 指さすのいいよねww
[4583.314] 八坂乃宮: かっこいい
[4586.138] らーいさら: えびおの指差しなんか好きだわ
[4592.877] (S)ふぁじぃねーぶる: エビオはバイク持ってないのか
[4593.308] ぷちます: 申請して🦐
[4595.666] daikiti1234567: NINJA
[4597.212] ミスタ一: とりあえず乗ってみるｗ
[4601.574] coco8q: オレンジもいいよな
[4601.651] れもんちぃ0: オレンジ違和感あるなw
[4602.809] nobume0v0: えび男の指さしかわいいw
[4605.651] si_nn_me_319: 映えるな
[4606.126] (S)海にぃ: え
[4606.157] (S)seillane: ｗｗｗ
[4606.615] many7575: おい
[4606.852] 八坂乃宮: えびも申請すればええね
[4607.687] yuasee: wwwww」
[4608.319] hima_norita: おい
[4608.504] koyaren: wwww
[4608.745] koyatai117: 100年前の集まりがw
[4608.911] (S)雪狐0143: おい
[4608.947] かなるる: え
[4608.972] (S)saraniron: おい
[4609.284] sakeoo_0102: おい
[4609.310] mizuhusen_aq: おい
[4609.527] ペネロペ: おい
[4609.768] 楓さん: え
[4609.799] mirina017: www
[4610.015] (S)tiroru202: wwwwww
[4610.108] twikashi: ｗｗｗ
[4610.245] gccxhhhui: おい
[4610.326] れもんちぃ0: え？w
[4610.407] 雪華0830: www
[4610.451] merongo_1023: wwwwww
[4611.064] にわすずめ: 謙遜を知れ
[4611.152] (S)ベスプラ: おい
[4611.157] same__15: おい
[4611.227] yume_1103: おい
[4611.280] ねる㌨: ww
[4611.394] (S)いぬひよこ: え
[4611.449] suidousuiii: wwwwww
[4611.474] 雨傘ライ: www
[4611.601] Mira7510: おい
[4611.609] すかあと: wwww
[4611.714] miu_119: wwwwww
[4611.750] (S)黒ごまソフト: え？
[4611.822] (S)ふぁじぃねーぶる: え？
[4612.240] sora_mameee: おい
[4612.301] runana_1123: wwwwwww
[4612.323] つむじのきもち: 驕るな
[4612.485] ainoseeeee1111: え
[4612.777] aina___10812: おい
[4613.241] ui_nemutai: え？
[4613.273] melonmelo_: wwww
[4613.333] zarame0531: www
[4613.398] nanashico27: wwwwwww
[4613.577] sjindoa: wwwwwwww
[4613.609] ayunosioyaki0223: おい
[4613.614] (S)ゆずシフォン: radaoTENGU
[4613.656] 0ruoro: おい
[4613.812] にわすずめ: wwwwwwwwwwww
[4613.839] 惰性さん: ｗｗｗｗｗ
[4613.864] ただの絵描き: wwwwww
[4614.144] Ringosuki_2525: www
[4614.200] (S)seillane: ｗｗｗｗｗｗｗ
[4614.231] koyaren: おい
[4614.894] Rimon_sky: え
[4614.914] yassandesu: wwwww
[4615.158] (S)huuyu_Hy: www
[4616.158] momonoizu: www
[4616.669] Rimon_sky: wwww
[4616.878] ayunosioyaki0223: wwwwww
[4616.963] ﾏﾙﾏﾙ: かみっかみw
[4617.013] ayatakay: wwww
[4617.097] PONkokok: おカッパ
[4617.109] sasasa_kama: え
[4617.175] mochi_00v: wwwwwwwwww
[4617.333] kuugay0905: wwwwwwwwww
[4617.527] (S)かげぬい: え
[4617.670] many7575: 誰目線だよ
[4617.696] こーさかちゃん: まるんさんまじで仕事丁寧
[4617.997] s95618: おい
[4618.102] nao_ya8: wwwww
[4618.167] (S)海にぃ: www
[4618.229] (S)雪狐0143: wwwwww
[4618.248] ペネロペ: wwwwww
[4618.248] Mira7510: www
[4618.306] れもんちぃ0: wwwwwwwwwwww
[4618.670] shintanjent: www
[4618.741] sigunan22: すーぐ調子乗る
[4618.856] (S)わらびもち_11: wwwwww
[4618.963] すかあと: wwwwwwww
[4618.988] cyarasu: www
[4619.186] 楓さん: そういうとこだぞ
[4619.218] さつまいもおいしい: wwwwww
[4619.518] mary611: wwwwww
[4619.598] すてらいつ: ごうきゃきゃきゃ
[4619.863] くろもちげん: えwwwwwww
[4619.980] ミスタ一: ごうきゃきゃきゃ
[4620.083] 暗黙の緑茶: wwwwwwww
[4620.094] isaco135: あんま変わらんやろ
[4620.418] (S)ゆずシフォン: wwww
[4620.491] sakeoo_0102: やめたれやｗｗｗｗｗ
[4620.575] リリシア013: www
[4620.659] goodmanpppp: え
[4620.692] aina___10812: ｗｗｗｗｗｗｗｗｗｗｗｗ
[4620.791] shi__409: 言い難いよねー
[4620.866] peperonn17: ｗｗｗｗ
[4620.889] ainoseeeee1111: wwww
[4620.923] さつまおいも1010: www
[4620.935] same__15: 言えてないwww
[4621.032] まあく: wwwww
[4621.158] みるあむ: wwwww
[4621.385] 兎水: かみかみ
[4621.667] ただの絵描き: wwwwwww
[4621.948] nobume0v0: wwwww
[4622.482] かなるる: wwww
[4622.589] ゆきじぃ: 間髪入れず
[4622.709] (S)ほたて12: ごうきゃ
[4623.294] みりぃもち: wwww
[4623.469] ayunosioyaki0223: やめたれw
[4623.534] rosemary0920: お口とろとろwww
[4624.261] justin01120707: 次は船降りないといいよね
[4624.837] kilokilo0518: まるんは頑張ってるw
[4626.079] ぽっけです: radaoHi
[4626.325] ぐつぐつ茶釜: かみっかみw
[4626.809] twikashi: まるんはツッコミで輝く
[4627.065] mike39cc: 言いにくいのわかる
[4627.175] pow119119: 簗先輩
[4632.519] nobume0v0: めっちゃ噛むw
[4637.871] kosu_mosu: kosu_mosu subscribed with Prime. They've subscribed for 42 months! 
[4641.448] (S)海にぃ: 言いにくいな
[4642.762] koyatai117: まじで桐生ちゃんはなんなんだよw
[4646.133] coco8q: 練習ｗ
[4646.961] meso_1001: 言いにくいね
[4649.291] つきあかり: 有り得るな
[4652.489] にわすずめ: わお
[4653.132] sjindoa: すげぇ
[4653.839] 八坂乃宮: 一馬会いたいねw
[4654.317] (S)nekonaaa: たっか
[4654.325] ﾏﾙﾏﾙ: わお
[4654.442] meroasu_: たか
[4654.802] つきあかり: わぁお
[4655.770] かなるる: やば
[4656.010] れもんちぃ0: えぐ
[4656.479] (S)海にぃ: わお
[4656.616] tukky1208: たっか
[4656.683] mizuhusen_aq: わあ
[4656.912] にわすずめ: wwwwwwwww
[4657.429] ﾏﾙﾏﾙ: wwwww
[4657.598] suidousuiii: たか
[4657.998] miu_119: うぇえ！？？
[4658.100] (S)ura__5: www
[4658.194] ayunosioyaki0223: たっか
[4658.226] emeraru_: わお
[4658.385] sjindoa: www
[4658.887] shi__409: wwwwwww
[4659.487] (S)雪狐0143: たっか
[4659.706] mochi_00v: wwwwwwwwwwww
[4659.933] mizuhusen_aq: wwwwwwwww
[4660.528] yume_1103: たっか
[4660.636] 慧沙: wwwwww
[4660.638] ねる㌨: www
[4660.693] meso_1001: たっっっっっか！
[4660.768] ainoseeeee1111: たっか
[4660.938] (S)いぬひよこ: www
[4660.997] mira_bell5: wwwwww
[4661.110] れもんちぃ0: wwwwwwwwwwwwwwwwww
[4661.144] twikashi: 噛みすぎｗ
[4661.225] many7575: いえないね
[4661.328] gccxhhhui: wwwww
[4661.432] zarame0531: まじか
[4661.446] runana_1123: wwwwwww
[4661.926] さつまおいも1010: www
[4661.974] aina___10812: ｗｗｗｗｗｗｗｗｗｗ
[4661.998] eaSTARTwind39: でかいなｗ
[4662.441] harou_momiji: たっか
[4662.479] さつまいもおいしい: wwwwwwwwwwww
[4662.568] (S)ベスプラ: wwww
[4662.628] melonmelo_: wwwwwww
[4662.714] にわすずめ: たっか
[4662.800] rins_in_shanpoo: ずっと言えないww
[4662.885] (S)ゆずシフォン: えぐ
