[7.203] (S)はくまい_45: 何事？
[500.242] とりにく1026: すっご
[500.268] tc_core: すご
[500.376] yonagatsuki: でしょうね
[500.415] kio_1216: おお
[500.492] mitora2916: 初めてがらっだぁで良かったんか？
[500.603] ねこいろ: すご
[500.651] (S)misogomadare: でしょーね
[500.683] (S)凩_: すげ
[500.703] narumi_1111: そりゃーね笑笑
[500.733] bunshin2525: 悪魔かな？
[500.744] Ramune__0: そうだろなぁ
[500.762] rowbo2525: まじ？w
[500.773] りゅい: そうなの？ｗｗｗ
[500.774] (S)わっふるるる: 良かったね
[500.778] みんご1234: おおおおーー！！！！！
[500.816] maroooo_2525: すげー
[500.820] panndaman1: えええ
[500.821] (S)itijiku_0605: すご
[500.909] 胡桃柚子: なんでおまえ？
[503.188] (S)御白湯: お前青いのになんで選ばれたんだよ
[503.188] くりぃむぱん: すご
[503.236] mizusakura0326: すご
[503.241] monmon09060: すご
[503.249] てれぶーん: すごw
[503.289] t_reo_t: おおおおおお
[503.343] 花くらげ: すごすぎる
[503.411] porietirenn: すご
[503.425] (S)あるみ屋: すげ
[503.431] のんんんん: 初めてがぽまえでいいのか
[503.535] (S)つむじのきもち: その日人類は思い出した青い怪物にシハイサレテイルコト（
[503.617] neu_rose: せやろな
[503.645] (S)さつまいもおいしい: えぐ
[503.672] nostalgic8451: 転スラコラボはあったけどすごいな
[503.687] スパアイ: また先駆者になるのか
[503.706] そふぃ3: あの🟦はやはりらっだぁだったのか
[503.937] 縮緬雑魚: 視聴者がカモだからってこと？！
[503.987] (S)あかね0313: おおおおおおおおお
[504.070] kuromonnn: ええやん
[504.103] (S)ベニマル: 初めて貰っちゃったねぇ
[504.180] ららら0913: 初めてがお前かぁ
[504.187] ねここねる: またここから始まるのか
[504.200] (S)kuugay0905: すっご
[504.223] ginger_1202: なんでお前？？？？
[504.225] (S)わらびもち_11: すご
[504.232] mittan21: え？すごいやん
[504.341] まだら25: すご
[504.356] necohina: なんでらっだぁ？？
[504.462] うめた: これでよかったのか…
[504.465] 神崎立夏: 本当に何で？
[504.704] yozakuraaaaaaaaa: それがお前でいいのか
[504.747] narumi_1111: すごーい
[504.829] すてらいつ: やばい
[504.833] kanishantaclaus: えぐ
[504.919] ashioto_442: やば
[506.963] すわずし: なんでぽまえ？？？？
[506.975] みんご1234: まじすごやん
[507.007] (S)oowatari: 大丈夫かよ
[507.012] ふわみん_: えぐいな
[507.055] nemuneko222: なんで？
[507.056] (S)まいえもん: すごい！
[507.117] dadapan_koubow: 大きくなったなぁ
[507.136] (S)冷ユレ: ロイター板…
[507.136] nya_san37: すごすぎ
[507.140] (S)kiiwiii4649: やば！
[507.162] yaginoesa: 東京スカイツリーもあるしね
[507.251] rubychaaan: なんでぽまえなん？？
[507.363] ayunosioyaki0223: なんで？？？？？
[507.556] mirumiru_h: なんでお前なん？
[507.652] unauna713: トップバッターよ
[507.729] iambum_210: なんでらっだぁ
[507.884] あやとちん: スゴすぎる
[507.904] なぎさん39: Twitterのアイコンにしろ
[507.908] shu_piiiiiii: すげぇ
[507.921] na_naaaaaa: えー
[507.923] iludaaa: すげぇや
[508.684] 宇宙に浮かぶひつじ: 宇宙に浮かぶひつじ subscribed at Tier 3. They've subscribed for 9 months, currently on a 9 month streak! すごすぎ
[510.086] sasasakura_39: 初めてらっだぁで良かったんか
[510.114] annzu125: 誰？
[510.117] (S)凩_: わからんなぁ
[510.179] レだん: ヒカさんとかじゃないんだ
[510.306] 瑠壱: なんでらっだぁなんだ、
[510.308] sakiritu: なんで初めてがお前なんだ
[510.311] aruto_33: 東京タワーといい
[510.325] そふぃ3: マジで意味わからんwwwww
[510.342] あちゅんぬ: らだおすごいねほんと…
[510.342] はしち: すご
[510.427] tirimen_2: なんで？？？？？
[510.442] (S)ぴーまん0610: さすがに尊敬する
[510.551] のこ木綿: なぜ…？
[510.567] Akitsu_26: 人外でよかったね
[510.695] (S)miya________: 東京タワーといい、進撃ボルトルームといい
[510.803] moshimo00: 大御所なのに小物感すごい
[510.805] zeroooooorei: なんで
[510.815] rinku_: 怪物だから？
[510.844] sotono213: 初めてがらっだぁっていいの？
[510.867] hima_norita: ホントね
[510.941] ひなたやで: やば
[510.989] siroppoiusagi: なんで？
[511.004] ~MISSING_COMMENTER_INFO~: 名誉毀損
[511.064] (S)ankoro0825: すごすぎわろた
[511.116] YodoRa: まぁ化け物だしな………
[511.134] (S)バモスアジャ: 御所になっちまったのか？？？
[511.178] ハル_ｮｮ: 偉業じゃん
[511.284] (S)doronumakuma: 普通にすごい
[511.287] becpac: 大きくなっちまって．．．
[511.565] milk__lemon: キモさの具現化
[511.737] shiu27: 大きくなったな
[511.774] runbachan_: 調子乗ってこう
[511.792] sota978: 全てがわけわからん
[511.800] ariri130: どうしちゃったん
[511.910] (S)ko_do_1123: オモニー
[511.926] mizusakura0326: なんでお前なんだ
[513.702] ココマイ0: ｗｗｗ
[513.705] seruson2525: すげ
[513.799] wcat_pm: なんで？
[513.842] takuan_umauma: ？？？
[513.985] 銀河ポテト: らっだぁで様子見してるかもしれん
[513.990] raaaaaaaaaaaaan: なせ？
[514.021] kinntamu1900: やべぇな
[514.107] honekara: 血迷ったか？
[514.194] ずつうがいたい: ちょうどよかったってこと！？
[514.216] ふくうう: 東京タワーといい…
[514.238] ららら0913: ほんとそれ
[514.340] (S)ピポ助: またロイター板
[514.353] (S)utugi3: ね
[514.360] Ichigo_Strawberry15: www
[514.423] なっち: すごE
[516.292] mizuumi_3: うん
[516.351] light37564: すごwww
[516.353] curyyyyyyy_rice: 東京タワーといいどうしたんほんと
[516.360] mikann7: 何があったら本当にこうなる？
[516.388] kio_1216: すごい勇気だね
[516.405] (S)toro_0317: 在庫何個ある？
[516.473] n6jttvzox0: 始祖やん
[516.476] goma35: 試験運用枠玩具
[516.477] ﾕｯｹ: スタートミスってるな
[516.519] ~MISSING_COMMENTER_INFO~: もしかして意外とお前すごいやつ？？
[516.528] ekatensan: なんでーな
[516.565] さんちーむ_: 大きくなったねぇ
[516.567] masao0203: 人外だからか？
[516.577] heuchera_617: 東京タワーといい最近凄いな
[516.604] そふぃ3: マジでなんでwwwww
[516.743] らぐのーら: らぐのーら subscribed at Tier 1. They've subscribed for 23 months! え？
[516.793] なつ1111: ｴｯ
[516.863] ぽーてっと: ほんとになんで？
[516.896] ざらめめ: どこ目指してんの？
[516.923] nano_m_: カンゴール式だから安心しろ
[517.036] はしち: Twitterのアイコンにしろ
[517.060] dairyu1128: なんで？
[517.195] nyarin_0302: 凄すぎる
[517.202] kr_nagisa: おい俺、進撃の巨人に巨人出るって知らなかったのにあ～あ、ネタバレだ
[517.232] mutuki4: 失敗してもいいからじゃね？
[517.250] (S)タキ: カンゴール現象なるかね
[517.383] nattoniboshi: また踏み台だよ
[517.423] (S)あめのち: 初がらだお
[517.539] nekodama2155: やっぱ、とりあえず「らっだぁ」なのか…
[517.636] (S)s0rash1d: このシーンで止まってるの面白いんだが
[517.713] ゾヘーブ: 進撃とコラボする配信者がお前ってどうなってんだまじ
[517.720] g3j4zadcefk3tt4: なんでわからんのww
[517.779] むつくる: 草
[517.847] mio28824: なんでやねん
[517.854] yugogon: ほんとになんで？
[517.880] (S)青猫はる: なにがあった？？
[519.370] (S)つむじのきもち: wwwwwwwwwwww
[519.373] yakkaaman: ほんとにすごい
[519.487] chitose0917: もっといい人いたやろw
[519.504] ねここねる: wwww
[519.587] (S)はっる坊: ぽまえ使ったらグッズがすぐ売り切れるからだよ
[519.620] るあ_: やっぱ人外だから
[519.637] かーりんご: 実験台か
[519.637] zirotyann: 人望が厚いからだよ
[519.683] きっこまん: わかってろよ
[519.690] ずうちゃ: 俺もわからん
[519.761] soramimi___: お前が始めた物語だろ
[519.815] 877kuskus: お前かい
[519.834] ponparo: らっだぁ駆逐したい人いたのかなぁ
[519.886] みかんかわ: 人選ぶセンスないのかな？
[519.999] (S)kalsen9: らっだぁでよかったんか
[520.023] yuinokawa: まじで血迷ってるやん
[520.199] (S)awayuri: 知ってる
[520.210] nuuuuunn: 何した？
[520.310] (S)muuuui7: wwwww
[520.411] もなおから: 伸びてるから
[520.445] nashu_noike: 弱み握った？
[520.461] あるごん0555: すごいねぇ
[520.463] rani_08: 人外でよかったやん
[520.547] merongo_1023: 100万人行ってないってマ？？
[520.633] (S)hina___4: なんで？？
[520.871] heuchera_617: どう見えて？
[520.947] ferunora: なんかの間違いなんじゃ...？
[521.032] こだま15: ｗｗｗ
[521.088] (S)msz_1114: 化け物代表いけ
[521.092] tori10_40: お前いつも最初だな
[521.109] minmindaha: 一応御所やろ
[521.401] (S)kinopi25: www
[521.501] (S)はくまい_45: www
[521.607] (S)okuchan0751: なんでだよ笑笑
[521.613] kotatsu_san: 血迷いすぎ
[521.634] dochjam: 普通に間違えたんじゃね？
[521.636] (S)けーつぐ: 東京タワーはいつなんですか？？？？？？？？？？？
[521.660] zero053100: らっだぁも大御所になっちゃった、、、
[521.717] からどら: 人外だから？
[521.719] aomushitaberu: wwwwww
[521.806] 片栗粉栗: でも全巻買うほど好きな作品にコラボされる気持ちは？
[521.916] sin_pin_: またしてもか
[522.422] (S)choco17_: choco17_ subscribed at Tier 1. They've subscribed for 10 months! 
[523.068] nolu37: お前はわかっとけよ
[523.075] maaaaayu_p: すごいな
[523.141] (S)peng1130: wwwwww
[523.148] カナバ: 東京タワーと進撃の巨人の赤くてでかいものとコラボする青くて小さいやつ
[523.166] m_neige: 大きくなっちまったな
[523.179] vattyo1224: www
[523.187] cyarasu: 多分誰も分かってないよ
[523.190] mo_coa: wwwwwwwww
[523.314] (S)miam_1018: わこらだ
[523.315] light37564: 奇跡？
[523.322] tarou_83: 体売ったのか？
[523.380] (S)まいえもん: ｗｗｗｗｗｗ
[523.567] (S)ベニマル: wwwwwwww
[523.662] (S)Ruria00: wwwwwww
[523.698] syachoo_: なんで進撃の巨人なの？？？
[523.803] えりさ_: wwwwww
[523.848] (S)らあくちゃん: ｗｗｗ
[524.032] tiger_bay: 配信者界隈ってどんなもん？ってのに使われてる
[524.042] (S)kuugay0905: wwwwwww
[524.172] ねこねこお嬢: 2桁万人なのに？
[524.217] poncho_popo: いいのか？
[524.233] n0413taro: 1番キモイ色選んだのかな
[524.290] ハル_ｮｮ: レスポンスが早いから？
[524.439] キラキラボシ: wwwww
[524.465] まだら25: wwwwww
[524.476] hendaizard: wwwww
[524.482] (S)sisui_golira: 東京タワーも控えてるんでしょ？
[524.553] (S)きのここ: 分かってろよ
[524.647] (S)つむじのきもち: またしても何も知らないらっだぁ
[524.692] (S)ちゃモん: 何でらっだぁなの？？、
[524.727] yoruiiiin: なにこれ
[524.829] 都さむらい: なんでや
[524.877] (S)ひなれと: 一番奇行種に見えるもんな
[524.887] rimi0221: 様子見か
[524.898] (S)ウツル: またしても何も知らないらっだぁ
[524.924] Rode_HRI: 化け物扱いできるから…？
[526.083] yousan_luck315: 実験台か
[526.086] (S)suiten_: なんでだよｗ
[526.120] みんご1234: wwwww
[526.125] 甘酒大好き: いつも頭空っぽだもんな
[526.150] オレオおおおおおお: またしてもw
[526.161] まチャチャ: www
[526.204] きっこまん: wwwwww
[526.222] レインズ: またしても
[526.265] _海鮮_: またしても何も知らない
[526.296] (S)yuru_2222_: wwwwww
[526.321] okami0704: www
[526.361] hazuki_153: バケモノ代表
[526.393] ria0115: 本人が謎なのがうける
[526.489] (S)冷ユレ: またしても何も知らないらっだぁ
[526.629] (S)にわすずめ: お前最近大泉洋してるよな
[526.727] runbachan_: 金積んだ？
[526.750] nobitade: Twitterのアイコンにしよ
[526.752] (S)sav11119: wwwwww
[526.837] yanyantsukebo: 本人だろ
[526.873] (S)ベニマル: またしても
[526.892] (S)やきとりくん: 物理的にでかいコラボ多いな
[527.084] yonagatsuki: ご本人でしょ
[527.085] (S)inuyo: wwwww
[527.232] morry1063: またしたも
[527.320] ぞんびたん: またしても何も知らない
[527.321] (S)ankoro0825: wwwwww
[527.339] kurono1022: ホームページでも動画流れてるって
[527.520] (S)buchibuchichann: www
[527.636] (S)shunmin_914: 色んな意味で大物になったんだね
[527.637] cha_ti: 人外だからか？
[527.711] (S)sora_mameee: 化け物代表ってこと？？？
[527.760] runa_1226: Twitterのアイコンこれにしてくれ
[527.765] exia_182: www
[527.767] rani_08: ｗｗｗ
[527.786] potetireenu: 東京タワーから…
[527.823] rinku_: すご
[527.843] はるーかす: またしても
[527.846] sasasakura_39: wwww
[530.822] hatiti88: うまくいったら他の人で続くんか？
[530.955] cloverya: なんで何？東京タワーに続き
[530.974] いろどり__: なぞｗｗ
[531.005] basashi_0e0: またしても何も知らないらっだぁ
[531.032] アラル海: 配信者代表背負ってる？
[531.052] すなまなす: 東京タワーだし巨人なんだねでかいね
[531.081] rinka59: wwwwwwww
[531.162] WIWY_YY_: wwwwwww
[531.187] ツカモト: らっだぁでよかったんか？？
[531.426] すてぃんぐ: radaoHi
[531.452] who_tawn: またしても何も知らないらっだぁさん
[531.493] (S)msz_1114: またしてもなにもしらない
[531.607] shi__409: またしても
[531.629] (S)aratttttta: 何も知らないらっだぁ
[531.667] Ichigo_Strawberry15: またしても何も知らないらっだぁさん（30）
[533.250] aruto_33: wwwwww
[533.318] アーユン: 踏み台にされる…ってコト？！
[533.321] umino_p: wwww
[533.337] ららら0913: お前が分からなきゃ俺らが分かるわけない
[533.413] (S)にわすずめ: wwwwwwwwwwww
[533.482] iambum_210: 次は大泉洋とのコラボってこと？
[533.484] rosemary0920: なんもわかってない
[533.492] 床_: またしても何も知らないらっだぁさん(30)
[533.506] (S)aiwei18028: がちの化け物
[533.576] べりーぶるー: らっだぁ東京タワーとか進撃とか大きいもん好きなん？
[533.583] りこぴんｽ: まじかよー
[533.699] (S)楓_くん: もうみんなわからんwww
[533.782] zakry_39: またしても何も知らないらっだぁ(30)
[533.830] ringo288: キモかったからじゃない？
[533.837] konfrodaooo: www
[534.057] なぎさん39: またしても何も知らないらっだぁ
[534.089] ゆまちゃん: またしてもなにもしらないらっだぁ
[534.186] (S)you_28: またしてもなにもしらないらっだぁさん（29）
[534.223] (S)頭痛が痛いから寝る: まだしも何も知らないらっだぁ
[534.237] siyu_25: なんでらっだぁを選んだか聞きたい
[534.262] swu_cha: どいーらが喜んで欲しいって
[534.265] たか野: またしても何も知らないらっだぁ(30)
[534.295] crowsuke96: またしても何も知らないｗ
[534.311] ryoei1215: らだおさんは持ってんのかな。、
[534.574] 夢現: 何も知らない 福田修也さん（30）
[534.600] gawrib: 本人が分かってなかったらリスナーも訳わからんわww
[534.611] luno_snow: またしても何も知らんか
[534.717] スパアイ: いつものこれからいろんな配信者コラボ始まるやつか????
[534.829] mittan21: またしても何も知らないらっだぁ
[534.906] うわの紺空: またしても何も知らないらっだぁ
[534.906] soratobo_: またしても何も知らないらっだぁ
