[18.565] ゆかりんりん: わこらだ！！！
[506.293] kazusuna: うん
[506.325] koshiankoOUO: 今日ダイヤいったら弾け飛ぶわ
[506.410] おへそ: だからCRカップでキル取らなかったのか
[506.449] PEI_OwO_: らだおも俺らを泣かしてくれ笑笑
[506.593] なぎさん39: ドッヂボール部門つくる？？？
[506.648] オクタ: 人体発火現象
[506.810] めぐを: めちゃくちゃ叫ぶ自信ある
[507.013] cheche291: 爆発させて
[507.282] bigdream0321: www
[507.778] itumi434: 無いから大丈夫
[507.854] (S)negishio___: あえてね
[507.905] (S)shi_n_tou: そういうのもういいよ
[507.986] anp01008: ガチ嬉しくなる
[508.018] KAKKO_7120: 爆発死体大量発生
[508.103] mikan_san: もうブチブチよ
[508.238] tasuke_: テロリストかよ
[508.321] (S)nin__zin202: 配慮ですかw
[508.352] (S)をぺ: 爆発したいなぁ
[508.548] 6choco2: 号泣よ
[508.767] おやじちゃん: させて
[508.888] rito1725: うん
[509.017] (S)ぜろんろ: レンチン卵のようにはぜるよ
[509.304] (S)さくまほたる: さくまほたる subscribed at Tier 1. They've subscribed for 7 months! わこらだ
[509.526] でんぶ: 爆発したい
[509.543] (S)mochimochiku: 破片がお前の家まで行くかもしれない
[509.602] (S)kopepe_: 弾け飛びたい
[509.966] naonaokio: はじけとばしてよ
[510.188] 角角家: 鼻血ものw
[510.287] 箏奈: 弾け飛ばさせてくれ
[510.341] pu_tyan: つまり出来ないと
[510.484] にゃおにゃお: 本望だよ
[510.518] (S)犬ﾚ: 別にいいよ
[510.894] 柴桜: それはまあ
[511.013] fcls_janken: 爆発させてくれ
[511.174] kkotarou1204: あちこちで火災が起こる
[511.325] サニーゴ: ヴァロ触ったことあるんだっけ
[511.573] Chico_19_03: ありがとうね
[511.734] asaborake0408: 弾け飛ばせてくれよ
[512.023] nobume0v0: ありがと
[512.163] 魔神モマン: 陰キャでゲーム下手とか終わってるもんな
[512.378] honehone_2: あえてね
[512.573] hoipoiii: スパイギアも見た？
[512.843] (S)baruto837: 爆発させて？
[513.405] jgpmwp: ちりも残らないよ
[513.571] michio0106: でも本番0キルだしなぁ
[513.651] aisathank: あぺで爆発ギリ耐え
[513.793] o_satou: いいよ
[513.826] pochi_po: そっか
[514.129] (S)キリン_: 俺ら以上にお前が爆発するだろ
[514.349] しゃあろっく: 爆発させて
[514.351] 6choco2: ありがと
[514.411] miuta_aruru: ああ、あえてね？
[514.441] petitgrain_y: 花火みせるよ
[514.685] enpt___qmq: 飛ばせてくれよ
[514.873] mirumiru_h: やってみせて
[515.104] enu_xo: 弾け飛びたいからやってよ
[515.116] ものかの: もう鼓膜はなくなってるよ
[515.129] stockun18: 無理だろ
[515.189] karage210: それくらいの感動をくれ
[515.730] (S)yusan913: 今目キラキラしてそう
[516.325] 夜の星海: 爆発させていいぞ
[516.501] (S)なーぽん: ドラゴンボールのクリリンの爆破かな？
[516.983] kinkintrust: ありがtp
[517.668] (S)marimoko6231: 大丈夫だよ
[518.289] cogetaoyu: でもあたるくん.exe使わないでね
[518.309] perrier85note1229: ランク？
[518.423] mameme99: やって
[518.438] rokomoko0415: そうやって死にたいからいいよ
[518.442] mikan_san: はよはじけさせて
[518.481] nebiki_0525: あえてね
[518.885] たか野: 弾け飛ばせてくれよ
[519.019] maka918: 次はらだおが50キル
[519.098] louis_bun: はやくやれ
[519.315] hakomira: 体犠牲にしてもいいから見たいな
[519.397] おむりゃいす: ありがと
[519.787] anp01008: いいよ
[519.849] koronn1101: 爆発してもいいからしてくれ
[519.932] ぴーやぽう: 日本中で同時爆破テロなっちゃう
[520.618] 6choco2: あえてね、あえて
[520.756] (S)れい03: 一般視聴者より驚く
[520.802] shiba_retasu73: いいよ爆発させてくれ
[520.980] (S)bloom_petit: そうやって逃げるよね
[521.012] siro_wara: 最近弾けたいんだよね
[521.334] jolevre: 爆発耐えるからして
[521.441] ryuso1012: 芸術は爆発やぞ
[521.527] ogi_3: 別に大丈夫
[521.887] warabi_mochi_99: させてよ
[522.283] ぴあの0429: できないんだろ
[522.366] 朱宇奈: 爆発しても平気よ
[522.497] スカイウリ: 同時多発テロを防止してくれる配信者の鑑
[522.695] (S)kopepe_: 優しいじゃん
[522.712] noe_215: ありがと
[522.727] (S)犬ﾚ: してもいいけどね
[523.252] naonaomeow: 爆発する準備はできてるんだが
[523.332] hana3856: もう鼓膜敗れてるよ
[523.370] みずい1472: １回だけやってみ？？
[523.390] (S)namakemono_d: それで死ねるならいいよ
[523.400] みみと: わこらだ！
[523.751] (S)れなぽんぽん: 握手
[523.875] negishio___: 弾け飛ばさせてくれ
[524.019] mimipaadesu0428: わこらだ
[524.267] o_satou: 爆破して
[524.395] ペタラム: とびたいです
[524.429] 8分19秒: らっだぁCRカップ本番はダメダメだから大丈夫^^
[524.472] kazusuna: 弾け飛びたい
[524.539] fcls_janken: 飛ばしてくれ
[524.649] komeokun85: うん
[524.702] hotallu_42: 破片ぽまえの家に送るわ
[524.849] 光龍: 体心配しないでまず鼓膜心配してくれ
[525.339] (S)shinichan227: 汚い花火にさせてくれ
[525.565] (S)もうねむたくないよ: スパイク（リスナー）爆破しよ
[525.661] remamura: 本望やぞ
[525.773] ﾁｬﾝすい: 爆破されていい
[526.016] keroppyyyyy: 花火になっちゃう
[526.490] natubatch: 爆発したいからはよ
[526.531] 0to___: だからマスター行けないんだぞ
[526.575] here_________: Mなので爆発したいです
[527.269] hanikuma: わこらだもうシンデレラのお前はどこにもいない
[527.325] debuff_o__: !uptime
[527.639] (M)Nightbot: らっだぁ が配信を始めてから 8 minutes 56 seconds 経過しています。
[527.752] world_kohaku: ゲンスルーさん！？
[527.784] mochimochi_mochimochi: CRスクリム初戦の三たては爆発した
[527.870] くろやぎちゃん: らっだぁに爆破されるとか本望だよ
[528.089] 朱宇奈: 残機はまだあるから
[528.314] oten_0999: 弾け飛ばせてみて
[528.520] torafuku59: ＃VALOから逃げるな
[528.667] YodoRa: できないの間違いだろ
[528.718] (S)hana1016: 逃げるな
[529.372] (S)哀れな人の子: 覚悟はできてる
[529.531] nana_om: nana_om subscribed at Tier 1. They've subscribed for 13 months, currently on a 13 month streak! わこらだ〜！！！
[529.615] ririna0508: 大事にしないでいいよ
[529.685] yuimo_1823: ゲンスルー！？
[529.708] たっきーーー: あー今時限爆弾スイッチ起動したね
[530.037] anp01008: むしろたのむ
[530.528] raama1018: わこらだ
[530.696] bigdream0321: 爆発するのは耳くらい
[530.915] すいぺりあ: らだおはほんとに優しい
[531.203] (S)まここま: こっちはらっだぁのプレーで感動したい
[531.636] ひゅうが0_0: わこらだ
[531.641] でんぶ: 至るところで爆散事件
[532.170] ひのした: 爆破させていいよ
[532.278] ペタラム: とばせてくれ
[532.304] koshiankoOUO: エアコン
[532.372] venibear3466: 花火見せてくれ
[532.394] ゆち888: いつもリスナーの鼓膜は大事にしてくれないのに
[532.842] crow_d27i7: ボマー
[533.954] natsu_rd_2002: わこらだ
[534.205] なぎさん39: なるほど喋りはらだおでプレイヤーは別の人か
[534.455] オクタ: ほむらびとになっちゃう
[534.727] 柴桜: そこをやって
[534.862] the_koi_king: カスタム初日の3タテは死にかけた
[534.873] (S)yukidaruna: らだおのプレイ見て死ねるなら本望
[534.927] kino_0812: コレチア人思い出した
[536.340] ガミうさ: 視聴者思いだな〜〜ほんとに
[536.958] ririna0508: 1回本気でやってみ？
[536.991] noe_215: 爆発は鼓膜だけだぞ
[537.093] mase_hs: ラダー！？
[537.173] しゃあろっく: 裏切り者やんけ
[537.630] garry_tokyo: ゲンスルー
[537.780] yuity_: ごめんHUNTER×HUNTERわからん
[537.853] sakiika0w0: ボマー
[538.552] mochimochi_mochimochi: らだするー
[538.900] みずい1472: 疑ってる訳じゃないけど１回だけやってみ？
[539.044] (S)dia11313: わこらだ
[539.153] koronn1101: 爆発したいですお願いします
[539.316] 燐だよ: あいつ嫌い
[539.509] biiifu: らっでぃにきたいしてるね
[539.627] cheche291: 弾きとびてー
[539.751] いのりさん: 俺が3人分になる
[539.858] 鮎の水煮缶: いやしろよ
[539.902] 肘丸: 同時多発不審死事件おきるね
[540.479] shiba_retasu73: ボマーマン
[540.616] (S)unsan_0904: らだおで爆発できるなら本望だよ
[541.845] (S)kopepe_: らっだぁはほんと優しいね
[542.465] (S)akaneko_2232: シェルターの中で配信見るわ
[543.065] isikirimaru: ボマー捕まえた
[543.274] gobooodooo_510: げんするー
[543.508] PEI_OwO_: 至る所で爆発してるやつやん
[543.548] mokupachi88: 俺爆発してぇよ
[543.769] sakiritu: そういえばロケリは見てたん？
[544.466] hakomira: 犠牲にしても見てぇんだ
[544.653] mirumiru_h: ちょうど弾け飛びたかったのでよろ
[544.691] ameame25: ありがとう
[544.856] 8分19秒: ゲンスルーさん！？
[544.980] 日々花: ちなポキ農のカスタム1日目の3タテで爆発したよ
[545.481] (S)yusan913: ボマー捕まえた
[545.519] みーとまーと: ヴァロみてAPEXやるの謎すぎて草
[545.569] mikankan693: 知ってるんだ
[545.677] (S)ameringoame: なつかしw
[545.721] haaayatee: 裏切り者め
[545.745] akino77777: 全てを破壊しに行くやん
[546.764] (S)RoNe00_: いつ仕掛けた？！…
[547.960] ユッキァ: よぉ、おらボマーっていうやつか
[548.192] 中落ちカルビ: わこらだ
[548.962] negitoro014147: どこもマジであつかったね
[549.488] Hamutyaro_126: やらないの？
[549.756] zazo70: 解放！
[550.394] JP_cruller: ボマー捕まえた！
[551.029] frankotono: １回ふき飛ぶか試そ
[551.822] yuki_snowdrop: わこらだ
[553.222] nebiki_0525: はいボマー捕まえた
[553.492] jisupeke3: 心を摘む戦い
[553.706] パッック: ボマー捕まえた！
[553.922] h_xx__sh: ボマーには気をつけろよ
[554.122] fcls_janken: 味方の鼓膜破りそう
[554.994] (S)akaneko_2232: 言い方よ
[555.869] pakapaka1027: ボマーみっけ！
[556.918] ooootyaaaa: わらこだ
[557.311] kagupu: 今北産業
[557.541] けとせとら: 勝手に俺らを消しとばすな
[558.095] sosko3260: wwwwww
[558.501] ﾁｬﾝすい: ゲンスルーらだお
[558.533] (S)銀河ポテト: のあちゃんね
[558.634] 柴桜: ボマーって知ってる？(握手)
[558.982] aisathank: あのゲームやらかしても面白くならないの怖い
[559.292] たず__: 本番一キルもできないから大丈夫だよ
[559.835] h_xx__sh: リリース!!!!!
[560.328] ぴーやぽう: まじメンタルえぐそう
[560.811] (S)ruchi_13: プレッシャーやばいやろ
[560.926] オサカナさん: メンタルおかしいよ、参加者
[562.546] kazusuna: ボマー捕まえた
[563.944] くらむぼむ: マジ尊敬する
[564.165] そー司郎: 今北産業
[564.387] ryuryu_ryu: コーチングとかすごかった
[564.408] もちまるた: 一週間でここまで仕上がるのすごすぎるよね
[565.284] つなまる: ほんとにね
[565.768] (S)hana1016: 絶対キツい
[566.271] 五色椿: たしかに
[566.588] でんぶ: らっだぁはメンタル面がキツそう
[567.444] naonaomeow: 解放！
[568.719] garry_tokyo: ボマーに気を付けろよ
[568.897] おへそ: らっだぁも参加できるレベルじゃないか
[570.683] (S)もうねむたくないよ: ヴァロはほんとにメンタルな
[570.704] PEI_OwO_: プレッシャーえぐいよな
[570.909] honehone_2: ぽまえだったら4んでるね
[571.925] sakutaro_xyz: 持ちつ持たれつ！
[572.782] (S)Ichigo_Strawberry15: 今北わこらだ
[573.058] きのここ: 初心者とは思えんぐらい動きがキレキレだった…
[573.484] kuleimoa: すごいなあ
[573.876] 雪華0830: みんなめちゃ泣いてたよ…
[574.915] KAKKO_7120: メンタルつよつよ
[577.353] sakanakoo: 足引っ張っちゃうかもって思うもんね
[577.819] rarami29: 1回爆発してみたいからお願いします
[578.051] みーとまーと: 怖いコメも多かったしね
[579.250] (S)犬ﾚ: たしかに
[579.458] debuff_o__: んー
[579.541] maritoshp0202: わこらだ
[579.745] スカイウリ: それはそう
[580.317] (S)akaneko_2232: せやね
[580.536] hotallu_42: チームゲーはほんとにメンタル
[580.614] めぐを: 初心者でもめちゃくちゃ上手くなってた
[581.223] michio0106: あれは初心者排除するゲーム
[581.503] mirumiru_h: みんな頑張ってた
[582.014] きのここ: うん
[582.394] raisiro: メンタルプレデターの初心者だったね
[583.175] (S)みそチョコ: 1週間でよくあそこまで出来るよね
[583.289] stockun18: らだおないちゃう
[583.399] すいぺりあ: らだお集中力もたなそう
[583.642] 256番: せやね
[583.815] Chico_19_03: 周りに影響されて上手くなるからさ
[584.707] 6choco2: それ
[584.718] (S)Setiara: それはねw
[585.527] (S)ponnta0810: 辛辣多かったね
[586.621] enpt___qmq: うん
[586.843] なぎさん39: それはそう
[587.981] haaayatee: 上級者枠の人も
[588.779] negitoro014147: 悔し泣きが凄かった
[588.803] (S)もうねむたくないよ: 最後の一人だ ほんとやだ
[589.330] karage210: まあね
[591.000] aisathank: そうだね
[591.584] harua0915: せやね
[591.818] (S)しなと: メンタル鍛えるのどうしたらいいんだろうね
[592.038] (S)ぜろんろ: 命が重いゲームだもんね
[592.288] ぴーやぽう: らっでぃプレッシャーで爆発しちゃうぞ
[592.467] (S)零度_0: radaoCry2
[593.014] (S)YAROUjp: ｗｗｗ
[594.159] ryuryu_ryu: www
[595.086] おやじちゃん: らだお発狂しそう
[595.613] (S)netaiyo: メンタル強くなきゃできんよな
[595.722] 8分19秒: コメ欄ガチで荒れまくって怖すぎたわw
[596.407] PEI_OwO_: 確かにコメントとかでも言われるから怖いところあるよね
[596.551] (S)ぜろんろ: radaoCry2
[596.736] sunomono8: wwww
[597.307] (S)an_do121: www
[597.447] nixi25: そうだよね
[597.555] オサカナさん: ならかさんとかマジで凄いと思う
[597.903] Chico_19_03: wwwww
[597.920] jolevre: www
[598.250] (S)Setiara: radaoKuuuun
[598.588] zanngyouchu: なんでバロやないねん
[598.664] (S)ruchi_13: コメデター多いから余計ヤバそう
[599.011] maiodayo: どこも主人公だった
[599.031] ペタラム: うんうん
[599.115] (S)みそチョコ: wwww
[599.815] スカイウリ: wwww
[600.657] 五色椿: パニックなりそう
[600.897] つなまる: radaoCry
[600.917] maka918: カウンターストライク経験者
[600.992] fcls_janken: 迷惑
[601.792] watchan_arm: わこらだ
[601.873] (S)YAROUjp: メンタルよわｗ
[602.324] (S)zecky310: コーチ1人ずつつけてたんだっけ？
[602.460] (S)コモてや: www
[602.848] (S)Ichigo_Strawberry15: radaoCry2
[603.090] oo1016: 象にドスドス踏み潰されるようなもんやな…
