[13.348] aki_0122: こんちわ
[8773.637] sistersguitarreplica: アメリカのバーで歌う凄さの物差しがない
[8774.697] 箸くれ: ただのｹﾘｵｷじゃないのそれ
[8776.742] bikibiki999: なんでその話をここで・
[8778.505] (S)すれいまん: ビースト一門（？）として？
[8790.016] (S)イエール: あんまりおにやくんの話ここで出ないからねえw
[8790.255] tikkyponpon: 度胸は讃えられるべき
[8795.097] bikibiki999: 日本のバーで歌ったとほぼ同じで草
[8803.124] acdg_146: 分かりにくいけど、動画で見たらメンタル強ッてなった
[8809.785] tanu_p: キン肉マン
[8814.778] Youhei6251: へのツッパリは要らんですよ状態ってこと？！
[8817.161] (S)ましゅダヨ: おーにゃの歌う直前にうめちゃんの配信始まったの気づいて抜けてきたw
[8820.700] るーるい: 俺もどこかのバーで歌ったらすごいのかな
[8832.761] ilm0806: ゴンタさんのバーで歌っても、すごいって言えるな
[8845.566] (S)ましゅダヨ: 結局ちゃんとうたえたんか、おーにゃは
[8851.074] (S)すれいまん: ウメちゃんってカラオケとか行くの？
[8853.314] une3333: おにやって誰だっけって思ったらこの人か
[8854.810] (S)イエール: あの歌わないウメちゃんが歌ったとかならビビるけどw
[8855.061] mart_00_: 格ゲー界隈以外にも鳩いるんやねー
[8855.289] godnortn: 梅さんこんばんは！！携帯止まってて新規で使えたんでようやくコメント出来ます！！スト6楽しいです！
[8861.594] ミカロニ: 飛び入りでうろ覚えの洋楽をインチキ英語で歌ってた
[8874.234] acdg_146: 外国で英語の歌を大勢の前でバーで歌ったら凄い
[8876.677] une3333: ウメちゃんは歌とホラゲーとはオギャゼロで別離しました
[8879.031] (S)ましゅダヨ: 洋楽歌ったのかwwwww
[8880.098] じゅーくぼーい: 先端すぎた
[8886.981] johndoe6523rp: おにやくんすげぇ
[8887.435] (S)すれいまん: すんごい珍しい当たり方した
[8889.698] sistersguitarreplica: おにや洋楽詳しそうなのにインチキ英語なんか
[8890.324] 泣き虫サクラ: しかも観客を煽ってサビを海外の方と一緒に歌ってた
[8891.837] だいこん_: ウメちゃんこんばんは～ 
[8896.679] Youhei6251: カス当たり始めて見た
[8920.653] big_suge662: Play ryu, he is more fun
[8924.464] une3333: でもむしろ海外の人の前で歌う方が楽そう
[8948.177] zenbo7: サムスン・ギャラクシー24の新機種について、皆さんはどう思われますか？
[8958.023] (S)イエール: 知らねえよww
[8968.990] bikibiki999: ここは掲示板じゃねえんだよｗ
[8972.532] (S)おいしいごはん_: 草
[8978.158] るーるい: ｗｗｗ
[8978.215] だいこん_: umeWhat
[8982.553] mart_00_: 2000でもレジェンドじゃないのか今
[8984.131] teruharu_: NotLikeThis
[8984.388] pepepe393: umeYay
[8986.455] chachachakoma: いきなりなんだｗｗ
[8993.966] ilm0806: ソニー派なので、わかりません
[9001.050] ラリメモ: アメリカにはカラオケ文化ないから外で歌おうとしたら結果的にそんな感じになりそうだよ？ｗ
[9006.156] (S)黒猫くん: やあウメさん
[9011.669] るーるい: ここは掲示板じゃねぇんだよ！
[9015.310] latenight000: みなさんご存知ギャラクシー24と来ましたか
[9032.232] acdg_146: しらねぇよw
[9032.437] Youhei6251: ウメちゃんスタンプも増えたなぁ、最近
[9034.578] (S)すれいまん: みなさんご存知のあの！？
[9036.517] tikkyponpon: ギャラクシー48が出るまでは待ちだよ
[9044.815] だいこん_: umeFire
[9073.575] ilm0806: 私は ギャラクシアンエクスプロージョン を待ってます
[9073.821] (S)すれいまん: 家に居るんだしだんごさんの写真撮ってスタンプ増やして？
[9092.072] (S)ましゅダヨ: もうだんごさんはかえったよ……
[9094.570] Youhei6251: 黄金聖闘士いたぁ
[9103.743] (S)すれいまん: 悪霊退散しちゃったの？
[9105.331] sistersguitarreplica: ダンゴザゴースト
[9107.057] (S)イエール: だんごは昨日都から帰ったのだ・・・
[9110.584] ミカロニ: だんごさんは家賃払えなくて居候でもしてんの？
[9114.331] takomaketakonosuke: 梅ちゃん引っ越したの？
[9116.165] だいこん_: あ
[9117.286] ラリメモ: そいやＰＣで見始めたら固定コメント消えてる…
[9118.276] じゅーくぼーい: まーじか
[9127.277] (S)おいしいごはん_: 生きた~
[9129.328] (S)イエール: 配信部屋変わっただけだよー
[9129.820] (S)ましゅダヨ: いやあー
[9131.454] 泣き虫サクラ: 別部屋
[9132.966] pyamaaaa: ウメちゃんこんばんは〜
[9134.788] teruharu_: 定期）配信部屋変えたよ。トパチャリ別の予定で出場キャンセルだよ。だんご（D）は昨日帰ったよ。後ろの絵は不慮の事故で傾いてるよ。
[9152.775] une3333: 死んだ！生きた！死んだ！
[9157.113] punipunitaru: ウメちゃんとカワノってなんで仲悪くなったの？
[9161.671] une3333: 除霊は完了したんですね
[9174.846] (S)イエール: 除霊完了！！
[9179.395] じゅーくぼーい: え、ウメちゃんトパチャリでないの
[9195.131] (S)すれいまん: そもそもウメちゃんとカワノ仲悪い情報はどっから出てきたんだ
[9195.557] (S)イエール: 除霊間際にコーヒーこぼしていったw
[9196.514] une3333: 確かにちょうど角にあるから、傾いてるのがよくわかるw
[9197.016] ilm0806: 格闘ゲーム選手会って、活動してるのな、テニス選手会と話したとか
[9199.016] 蝉時雨: カワノと仲悪くなったの？
[9207.824] johndoe6523rp: すげ
[9210.159] Youhei6251: ウメちゃんが居候させるギリギリのラインはどの辺ですか
[9219.367] (S)イエール: MR2000すげえ
[9220.740] market_fujisaki: 別に悪くなってなくね？絡みは少なくなったけど
[9223.667] une3333: なんかポップなカラーだ
[9223.771] pyamaaaa: どこの情報なん
[9224.240] tikkyponpon: そもそもそんな仲良かったか
[9225.951] ilm0806: 配信に映らなくなっただけでしょ
[9226.064] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[9256.056] じゅーくぼーい: ウメちゃんカワノジョビンの三すくみ時代はあったような
[9260.029] tabibitox: すごい当たり方
[9270.406] blackcoffee0821: 浅いって言うな
[9278.046] avareinu: そもそもウメちゃんと仲悪い人なんて格ゲー界隈にいないでしょ
[9278.774] une3333: もっかい走ってたらリーサルだったんじゃ
[9280.613] (S)すれいまん: 三すくみになってない感あるなその3人
[9281.891] dahlia_mars: マリーザの２中Ｐ妙に強いよな
[9283.826] ilm0806: JとKがミルダム時代やらかしてからだね
[9285.385] だいこん_: 結果オーライ
[9287.892] keigunnoikkaku: 絡みが少なくなった＝仲が悪くなったって短絡的な思考が怖い
[9288.243] Youhei6251: 勝ったからセーフで
[9310.339] (S)イエール: ぐえええ
[9312.782] tabibitox: すーごい
[9314.372] じゅーくぼーい: ＝超分かるww
[9315.231] 泣き虫サクラ: ウメスレか
[9315.866] blackcoffee0821: 画面はし
[9319.862] (S)すれいまん: 王と仲悪くなったムラハチってワケ
[9321.522] 蝉時雨: まぁ確かに絡みは減ったけど別に仲悪くはなってないんじゃないかね
[9327.777] dahlia_mars: ジェイミーの端の詐欺飛びってガードするしかないんかな
[9328.348] sistersguitarreplica: ジョビンはひぐち君優勝した次の配信でレバーにする男
[9344.242] 温かいやさむぎ: 中悪くなった←こわい。
[9348.424] twitchyarutch: チームを優先するのが自然
[9365.034] 温かいやさむぎ: まじでこっわ。
[9371.250] (S)すれいまん: ラッシュ飲み！
[9372.667] tabibitox: 突然飲んだｗ
[9375.303] une3333: ポイポイ
[9402.440] tarantarantaran: umeOredayo
[9427.092] (S)イエール: つええw
[9428.691] Youhei6251: 俺だよスタンプの"圧"すごいな
[9431.522] une3333: 足りるんだ
[9441.219] (S)イエール: umeHansamu
[9445.278] はっち_8: なんだこのパステルカラーの酒飲みは
[9449.671] jambotanishi: ピンクのひょうたんおしゃれ
[9450.431] (S)Opening_Runner: mirunjaneeNORI
[9454.569] じゅーくぼーい: なぬ
[9477.219] sistersguitarreplica: 磁石食ってる石井さんスタンプ
[9479.921] 新ころりん: キティーちゃんついててもおかしくないひょうたん
[9485.400] (S)イエール: 石井プロの妖怪スタンプ
[9494.071] myodent21: 折笠さんのスタンプ追加されてるの今知ったw
[9498.428] のぶとも: ピンクのエナドリが入ってます
[9502.238] Youhei6251: なんとなく鳥山明感のあるカラーですねぇ
[9506.650] だいこん_: umeHansamu
[9509.904] (S)イエール: わかる
[9511.720] twitchyarutch: 何食ってるのプロw
[9512.009] 新ころりん: これアレか 俺を獲れのふんどしの時のかｗ
[9513.091] (S)ponponguripon: ジェラピケかも
[9514.201] latenight000: umeHansamu
[9515.197] (S)イエール: 桃白白カラーやんな
[9523.831] (S)Opening_Runner: CurseLit
[9528.899] myodent21: umeHansamu
[9529.055] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[9529.725] じゅーくぼーい: wwwwwww
[9530.957] はっち_8: 桜餅みたい
[9538.228] じゅーくぼーい: それかあwwww
[9543.030] latenight000: umeOno
[9573.241] 5don: umeOno
[9582.964] (S)ponponguripon: Fire
[9597.776] (S)けろろがめ: umeMezame
[9607.427] pyamaaaa: おおお
[9607.517] peke2914: クソ技
[9607.560] (S)日本語かな: 闇
[9615.072] sefo_xdd: モダン相手OD中でも甘えれないのしんどい
[9622.532] johndoe6523rp: ジェイミー伸びてますよね〜
[9623.052] keigunnoikkaku: ギターデブはやめてもろて
[9653.161] (S)イエール: umeFire
[9654.848] 5don: umeOno
[9656.623] keigunnoikkaku: あ、ベースだった
[9663.542] latenight000: モダンは次の調整で強化されるのか、弱体化されるのかでカプコンのスタンスがわかるな
[9681.686] Hitode_noko: 微強化で頼む
[9689.880] Youhei6251: 手癖デブだの手枷デブだのギターデブだの
[9695.722] 蝉時雨: カプコンはそもそも強いと思った方を使えば良いってスタンスじゃないっけ
[9703.627] 5don: リュウの真空波動がマーブルみたいな棒状になってほしい
[9706.321] (S)日本語かな: デブだけ外れないの草
[9713.983] (S)Opening_Runner: doodBeamL
[9715.686] avareinu: モダンもうちょい強化でいいと思う
[9719.430] bowabowa999: モダンはどんどん強くしていいよ
[9720.343] nanaumemayo: 1つ強くなった
[9728.956] 5don: @opening_runner それぇ！ 
[9730.558] blackcoffee0821: しなくていっす
[9733.281] ilm0806: クラシックなくそうとしたから、モダン優先でしょ
[9736.069] twitchyarutch: モダン適正のばらつきを改善するだけでだいぶいい
[9740.432] fireballkid1981: いつも思うんだけどメモってからランクマONにすればいいのにｗ
[9742.097] (S)イエール: なるーおと当たりそうな予感
[9747.408] のぶとも: サイクロプスのビームぐらいでかくなるよ
[9748.257] tama_zx61: umeHansamu
[9752.615] (S)dcdryuya404: モダン格差をなくしてあげてほしさはある
[9755.046] (S)イエール: カワイイゾ
[9758.577] (S)Opening_Runner: doodShake
[9759.724] Hitode_noko: スマブラとかから来たプロが勝つためにクラシック移行するようなことがないように強化してくれい
[9760.012] kodekodechan: クラシックなくそうとしたことはないぞ
[9774.500] だいこん_: アシストコン格差はどうにかしてあげて欲しい
[9781.910] hanzou3: モダンなんて強化しないでくれお
[9784.216] Youhei6251: モダンジェイミーとか小技変更されましたよね？ じゃあモダンを改善する意思はあるはず
[9793.582] sefo_xdd: 海外からめちゃくちゃ嫌われてるモダン大幅強化はされない気がするな
[9807.052] keigunnoikkaku: 年一の調整を信じろ…
[9810.596] (S)すれいまん: 弱アシ全キャラ共通で自動ヒット確認コンにしてくれればええわ
[9810.830] moririka755: たぶんカプコンはクラシックおじ安楽死計画進めてるよ
[9812.268] 蝉時雨: Mブランカとかはアシコン強いのにね
[9813.068] touhaku_abiko: 格差は直したほうがいいけど純粋に強化はやめとけ
[9820.200] Hitode_noko: 実際全ユーザの人口割合ってどんなもんなんだろうね
[9825.519] market_fujisaki: モダンはこのままでいいと思う、格差は無くした方が良いけど
[9835.892] kodekodechan: モダン適性のあるキャラがもう少し増えていいと思う、アシストコンボつよくするとか
[9836.027] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[9837.681] fireballkid1981: 最低でも現状使い物にならんモダンのキャラは改善入ると思う
[9840.108] だいこん_: すげー吹っ飛び方
[9841.675] 新ころりん: Mのアシコン格差は調整スべきやろな
[9848.090] (S)イエール: あるんか？
[9849.117] johndoe6523rp: ｗwｗw
[9861.047] のぶとも: めちゃくちゃやw
[9874.338] touhaku_abiko: 鉄拳のモダンが入力Fプラスして技出るようにしてるからそれくらいはやったほうがいい
[9877.246] kodekodechan: ケンのアシストはもっといいのあるとおもう、
[9880.857] blackcoffee0821: vトリ
[9890.515] Youhei6251: メナがこんな動きしてきたらもう誰も勝てねぇよ…
[9897.837] 5don: 人形！
[9900.652] blackcoffee0821: 人形蹴れたらおもろい
[9902.875] げとぅーすぐる: Mあるから買って始めて春麗使いたいとか可哀想
[9903.109] 蝉時雨: キャミィの弱アシの強さは相当ある
[9903.869] Hitode_noko: オートヒット確認はどう思う？
[9946.203] (S)すれいまん: ブランカってSA3じゃないと無敵ないのね
[9952.438] (S)イエール: umeYay
[9958.857] Youhei6251: スト2レインボーくらいロリ連打してくるやん…
[9965.382] avareinu: ケンは強度選べない必殺技ある時点でクラシック超えるのは無理そうなんだよなあ
[9966.264] 蝉時雨: SA1も無敵ないっけ
[9977.062] (S)すれいまん: ごめんSA1も打撃無敵あったわ
