[15.553] momouni: わらこだ
[238.451] ny61: うそつけ
[238.465] raijin__1007: ぐっち大丈夫だったの？
[238.708] (S)みんてぃぁ: はー
[238.839] (S)ふぉるお: やた〜
[239.059] kitakitune_27: おーーー
[239.111] k_otone: 今新幹線から見てるよ
[239.150] mikan__1124: おおおお
[239.169] zeno1725: ぉぉおおお
[239.305] さつまいもおいしい: おおおおおお
[239.340] 蒼來: おー
[239.482] 柔らかぷりん: 先っちょだけだぞ！
[239.529] annindouhu0530: おおーー
[239.644] (S)ほしちゃ: おお！
[240.128] mattya_dau: よっしゃ
[240.269] gaiantufan: お
[240.337] gonnchan: 12じ？
[240.339] Reea2: えぺ？
[240.371] Amam1ya0000: おお
[240.441] kirin_n_n: おおお
[240.494] Kounotori_kaiju: おー
[240.544] me1oxdy: お
[240.670] (S)ha1maru_: お？
[240.889] karasu57: お
[240.975] sulapon58: ヤります！？
[241.061] (S)nakihai556: おk
[241.125] (S)kainn_1114: おお
[241.156] mego0946: わーい
[241.461] mini3931: おｋ
[241.631] nana_tiroru: おお
[241.632] tumetai_kokoa: お
[242.092] gomoku1012: おー
[242.137] ainoseeeee1111: おおお？？
[242.181] suzuduffy: いつから？
[242.270] sashisashisabi: うおおおお
[242.299] rizuki1219: おおおおお
[242.398] yuu_915: うおおお
[242.589] omuraisu_nana10: うおおおお
[242.611] 縮緬雑魚: 先っちょヴァロラント
[242.619] nekomrnn930: おおおおおお
[242.830] riimito: お
[242.888] Yakishio_1219: お
[243.044] 砂ザトウ: おk
[243.048] suibotu_: おお
[243.100] tasyysta1019: おい
[243.373] (S)こねずみ: お、
[243.442] sky_100603: いぇい
[243.478] ttt_1onz: おー
[243.559] (S)キラキラボシ: radaoNikkori
[243.564] mochiiita: radaoWakotu
[243.703] 雪狐0143: おお
[243.795] reinoanohito2525: すぷら！！！？？？
[244.015] (S)ふぉるお: お！！
[244.120] syamuneb: おk
[244.225] (S)mg_rafu: うぇい
[244.252] nanananana016: お
[244.276] syui415: おお
[244.306] pu_tyan: radaoWakotu
[244.482] ikachan02: おおお
[244.571] tuukune: おおおー
[244.590] たかぎ3: おー
[244.682] naki_516: おｋ
[244.699] sakura31644: 先っちょ
[244.717] 探偵ちゃん_1216: ぐちぃ
[244.718] murasaki_chan: おおおお
[244.779] ogapaka: おー
[244.795] pasu0517: おおおおおおおおお
[244.869] rg_irece: おお
[245.259] mimitabu_92: お
[245.313] そらまめのあそび場: お？
[245.404] shiroa1019: おぉ！
[245.481] rito1725: おおおお
[245.488] sashisashisabi: ないす
[245.491] (S)~MISSING_COMMENTER_INFO~: きちゃー
[245.497] (S)itayui5: おk
[245.620] 星空の海月: おお！
[245.708] gi_1209: わーい
[246.190] muutyo_io: やたー
[246.207] ねねこねこねこ: お
[246.249] (S)nobume0v0: おおお
[246.297] hanadango823: おk
[246.406] me1oxdy: いぇーい
[246.516] sachan_606: うおおおお
[246.518] kuroneko_terumu: バレンタインのこと忘れてないよな？
[246.673] てんたた: おk
[247.023] atama_no_tansu: atama_no_tansu subscribed at Tier 1. They've subscribed for 26 months! 
[247.063] kana5929: おk
[247.126] shion_0202: おお
[247.127] (S)塩ばたー: おk
[247.176] やおにいち: うおおお
[247.197] Misa33ss: おおおお
[247.268] (S)kaz19212: おお
[247.306] 雫綺: 腰トントンしてる?おじいちゃん
[247.589] 角角家: おおおお
[247.811] no__chi: うぉー！
[247.847] (S)chamo_chako: おおおお
[247.968] tomatotto_: うおおおおぉ
[248.025] aoi_0101: おおお
[248.031] みけぽちゃ: やったー、！
[248.080] どぎゃ: りょっだぁ
[248.080] ゆきとよ: おお
[248.093] Amam1ya0000: おk
[248.286] (S)~MISSING_COMMENTER_INFO~: ぐちさん
[248.494] zeno1725: わーい
[248.499] okomemoti: おおおおおお
[248.513] syura001: おー
[248.572] miki_15g: おお〜
[248.706] ainoseeeee1111: おk
[248.721] tasyysta1019: まじか？！
[248.743] o_mo_m25: おー
[248.944] (S)たゆう_はね: 眠いから助かる
[249.171] いるーじゅ: 腹パンパンしてる？？？
[249.185] (S)aya_ksar: おk
[249.347] f_erick: お疲れですか？
[249.403] nana_tiroru: やったね
[249.452] アラル海: おお
[249.458] moguse_15: きちゃー
[249.965] shion_0202: やたー
[250.368] よぞら_: やた
[250.460] mochi082: おお
[250.523] suzu6ya: やたー
[250.575] skysandayo: 先っちょだけな
[250.612] riimito: 楽しみー
[251.379] sashisashisabi: おk
[251.620] marusuke2723: おー
[251.630] yunetyi0505: おおお
[251.655] ケーブル接続: きちゃー
[251.699] donbishari: おk
[251.715] cori5698: わかる
[251.813] (S)s_i_i_a: ヴァロ！
[251.813] あんま: わこらだ
[252.021] ikachan02: それ先っちょだけじゃないよね
[252.322] にわすずめ: それな
[252.400] 紗弥0926: おk
[252.589] piisuke0428: おけ
[253.050] sari0830: らだおはどのロールが好きなの？
[253.114] 縮緬雑魚: わかる
[253.189] rioapr03: radaoWakotu
[253.417] さかなはら: もうソロマス諦めたの？
[253.433] k_otone: やた
[254.080] mope716: わかる
[254.205] ayunosioyaki0223: わかる
[254.576] ムラさん: それな
[254.611] rizuki1219: やったぁ
[254.619] などない: それな
[254.673] ちゃのすけ: わかる
[254.848] (S)Saa_chann: わこらだ今北
[254.852] f_erick: 夏ー
[254.878] まりるー: わかる
[254.911] イオです: お！
[255.051] ogapaka: わかる
[255.060] okomemoti: おけ
[255.065] ainoseeeee1111: たのしみ
[255.113] ena_0000: わかる
[255.270] raijin__1007: それな
[255.296] (S)Lamp1119: それ全部入るやつ
[255.710] yu_2525_: 今北
[255.817] rincho22: それな
[255.861] kyo___n: いぇーい
[255.918] ラムネ味: わかる
[256.021] 雫綺: あちー
[256.198] toitoi_526: わこらだー
[256.264] 塩辛食べたい: それな
[256.274] (S)Sora1roooo: おk
[256.561] るくおにく: わかる
[256.832] rena_547r: たのしみやね
[257.084] アーユン: ガチで暑い
[257.107] takuanrx: まだ寒い
[257.246] miki_15g: よかったー
[257.369] ra_ra_ra_ra_: 今日あつかったね
[257.462] ねこねこお嬢: 2時間とか？
[257.485] 誤字しまくるマン: それな
[257.579] muutyo_io: 了解
[257.660] 針猫: わかるー
[257.685] sqku1255: おk
[257.894] 琉凪: おけ
[258.121] antette: わかる
[258.158] syamuneb: 分かる
[258.381] tuukune: それな
[258.452] (S)rosemary0920: それな
[258.470] つむぎ__: やたー
[258.664] solomon_0219: わかる
[258.702] hanadango823: それな
[258.998] (S)ナラ抹茶: わかる
[259.182] (S)きのここ: わかる
[259.224] suzuduffy: あ、やっぱ暑い？
[259.258] 写真家止野栄三: お
[259.272] eitowa_22: それな
[259.284] maru_dayoooo: 春やだなあ
[259.529] sho0331: おk
[259.561] navyblue___: あついよな
[259.598] (S)s_i_i_a: あつすぎ
[259.740] ろしる: あちl
[259.753] samekosi: 暑いね〜
[259.755] mikannn_0117: わこらだー
[259.992] てんたた: わかる
[260.051] ruu_ha: 急に春感じた
[260.093] nopiki1018: あつい
[260.124] (S)nakihai556: あつい
[260.208] (S)retomin0901: おけ
[260.221] (S)nattu__: わかる
[260.247] (S)~MISSING_COMMENTER_INFO~: 🌵
[260.261] (S)tsuM6G1_: それな
[260.519] (S)わんここ: んね
[260.687] (S)nenemaru_: わかる
[260.707] riku0572: 暖かいね
[260.731] suzu6ya: まじかぁ
[260.732] cori5698: 今日寝汗やばかった
[260.743] moguse_15: 花粉ヤバいね
[261.252] non_tako: それな
[261.295] y_yoshi_y: あーちょっとね（5時間
[261.296] カナバ: 25度のとこあったぞ
[261.311] hanadango823: 暑い
[261.499] tanuki_pan: 突然の春
[261.508] alice8629: わかる
[261.511] (S)いいだこ: わかる
[261.530] momoreed: ぐちつぼ体調もう大丈夫？
[261.535] coconutuuuuuu: わこらだ
[261.683] テラン: それな
[261.897] nirakki: おk
[261.905] のそのん: やったぁ＾＾
[262.124] shizuku_088: もう夏だろ
[262.283] ラムネ味: 虫たくさんいた
[262.332] yaaaaaagi: わかる
[262.368] (S)トマト狩り: なんなら夏だろ
[262.514] sakanoooo: 暑いねえ
[262.529] (S)さくららて: あつい
[262.566] ねま_: 部屋26度
[262.610] にわすずめ: 半袖引っ張り出してきた
[262.735] pikkorosan1783: 朝までやって、どうぞ
[262.775] 砂ザトウ: 今日だけ夏だろ
[262.799] nemurihime5921: わこらだ
[262.837] itoido: 春到来！
[262.864] (S)ozokunchan: あつかった
[263.230] ayunosioyaki0223: もう夏だよ
[263.326] ugei0013: わこらだ
[263.396] ソラ1936: 急にあったかくなったよね
[263.476] (S)pao_pink_: 暑かった
[263.562] (S)しおなみ: わこらだ、わかる
[263.669] (S)covalt_blue: ゴールド近づいた？
[263.719] mizusakura0326: わかる
[263.816] takeru1104: 寒い
[263.874] ひなたやで: わこらだ
[263.892] ama_yzk00: ぐちつぼさんにチョコ渡せば？
[264.300] アラル海: やばいね
[264.303] ramune_02gw: あつい
[264.515] danana34: radaoOctane
[264.764] (S)ポテチの子: ねー
[265.012] はなすび: コートいらんかったね
[265.116] pu_tyan: !uptime
[265.129] tomatotto_: おけ
[265.251] ume_umee: 暑すぎる
[265.325] 縮緬雑魚: 春よ来い歌ってくれ
[265.427] ロクでなし: わかる
[265.580] さっちゃんまる: もう夏
[265.924] (M)Nightbot: らっだぁ が配信を始めてから 4 minutes 30 seconds 経過しています。
[266.024] (S)tsuM6G1_: わかる
[266.117] sashisashisabi: わかる
[266.137] sakura31644: いぇーい
[266.140] me1oxdy: それな
[266.281] (S)chamo_chako: ジェット使うん？
[266.539] wa_iam_: 夏かな?
[266.717] tsukiya_kazuki: あったかかった
[266.776] りあなだよ: 半袖かな？
[266.784] 売買: 上着いらんかった
[266.805] ramune_02gw: それな
[266.830] syura001: あついね
[266.881] natsu_mikan_ame: 花粉やばい
[266.950] rena_547r: 部活やばかった
[266.961] ちゃのすけ: 朝汗だらだらだった
[266.963] ねぴん活動休止中: くそ寒かった
[267.000] 誤字しまくるマン: 春超えて夏だわ
[267.166] よわはと: わかる
[267.256] しくだよ: 暑い
[267.633] ユーニ2: あついね
[267.792] k_otone: 夏だった
[267.950] まっしゅ2525: わかる
[268.204] pasu0517: わかる
[268.374] Amam1ya0000: 今日暑かった
[268.433] piisuke0428: わかる
[268.434] mattya_dau: それ
[268.465] tomatotto_: あつい
[268.575] muutyo_io: 暑かった
[268.616] ikachan02: あつおね
[268.695] (S)こねずみ: あちぃね
[268.800] gaiantufan: わかる
[269.031] nemulimuli: わかる
[269.106] (S)oya2maru: わこ
[269.158] せいやせいちゃん: 夏だろ
[269.230] 湊ソラ: エペやらんの？
[269.237] nameko0621: そんな（全部）な了解
[269.541] てんたた: 急に春
[269.550] suibotu_: それな
[269.708] sho0331: 今日暑くね？
[269.709] ｶﾏｷﾘ: わこ
[269.812] ramune_02gw: わかるわ
[269.923] me1oxdy: あつい
[270.036] nana_tiroru: 花粉ヤベェよ
[270.166] 砂ザトウ: まだセーター
[270.248] yyuuzzuu: 夏だ
[270.376] nanananana016: それー
[270.389] ﾅﾒｺのな: それな
[270.471] (S)ha1maru_: 暑かったね
[270.576] 星空の海月: わかる
[270.591] さやかっぱ: 暖かい☺
[270.707] tunamayo1234: わこらだ
[270.799] がちの天才: 外で走ってみろ？飛ぶぞ？
[270.933] kyassssssss: またヴァロ？
[270.982] mahiron1010: もう夏
[271.102] okomemoti: エアコンつけたわ
[271.149] ikachan02: あついね
[271.167] sunagiimo: それなー
[271.185] jinya222: 花粉凄い 
[271.186] 琉凪: わかる
[271.197] tuukune: 暑すぎ
[271.212] イオです: 今日まじ暑い
[271.250] samekosi: 春じゃなくて夏やん
[271.258] sakura31644: 夏
[271.260] donbishari: 花粉きつい
[271.441] (S)sky_moon3: 暑いし花粉もすごいですね
[271.807] tumetai_kokoa: もはや夏だろ
[271.848] sho0331: そへな
[272.074] ~MISSING_COMMENTER_INFO~: わかる
[272.136] rena_547r: 死ぬかと思った
[272.168] ちゃーこ: それな
[272.182] (S)ちゃむす: わこらだ
[272.342] (S)わんここ: 暑い
[272.580] (S)みんてぃぁ: あちぃね
[272.581] (S)kainn_1114: わかる
[272.732] aruto_33: あったか
[272.817] (S)pao_pink_: 天気がよくわからんくなる
[273.035] kuga_kun: 暑かった
[273.263] seiyou_817: わかる
[273.272] ozyou_____: わこらだー
[273.501] 誤字しまくるマン: なつ
[273.585] pasu0517: もはや夏
[273.626] rincho22: 何着たの？
[273.874] のそのん: もう半袖
[274.119] yusan0000: 夏並みに暑い
[274.354] わさびぬきで: あつい
[274.358] rizuki1219: 春一番歌って
[274.367] ﾓﾁﾓ: まじあつい
[274.388] sashisashisabi: 夏みたい
[274.418] yuu_915: わかる
[274.789] ritarokun: 今日暑いぜえぇぇ
[275.048] (S)ふぉるお: まじであつい
[275.077] k_otone: 自然サウナ
[275.275] aiilo_: 寒いんだけど？
[275.484] (S)ぴなちまん: めっちゃ春ってた
[275.552] (S)ポテチの子: 春感じたわ
[275.702] Reea2: それな
[275.979] 雪狐0143: 春通り越して夏じゃね？
[276.205] なのむーん: もう夏だよ
[276.229] syura001: 卒業したんだおめでとは？
[276.238] アラル海: もはや夏
[276.269] yuto020702: 脱げ
[276.287] wasabi_kinako: それな
[276.417] kitakitune_27: 寒くね？
[276.497] (S)林檎飴まんま: わかる
[276.628] mi_023: 寒かった
[276.652] (S)itayui5: わかる
[276.691] popon_0218: 今日暑すぎ
[276.774] 誤字しまくるマン: 夏だわ
[276.850] 柔らかぷりん: 夏か
[276.882] アマノジャクだよ: わかる
[276.985] skysandayo: わかる
[276.998] syamuneb: めちゃめちゃ分かる
[277.010] Manyuppe: 北海道全然肌寒い
[277.012] mikansara: 夏だよ
[277.112] Suima2525: 暑かった
[277.335] YuuKi_0222: 初夏らしい
[277.596] suibotu_: もう夏
[277.656] (S)s_i_i_a: 揚げ物？
[277.806] ama_yzk00: 暑すぎて燃えた
[277.891] (S)chamo_chako: あちー
[278.051] tino_hikun: めっちゃ汗かいた
[278.069] (S)yanitsuki24: 春飛んで夏
[278.091] kokesinn: あつい
[278.183] ri_ra_kun: いーなー
[278.288] sukeww: こっちは寒いぞ
[278.400] risa_kakipi: 家から出てないからわからん
[278.448] kuto0927: 引きこもりだから気温とか分かんない
[278.513] ラムネ味: 暑過ぎ
[278.542] (S)いいだこ: 花粉飛びすぎてしぬよ
[278.638] asuka_061: 暖かくなってきた
[279.073] 蒼來: 花粉の方が辛い
[279.150] 寥_: まじあつい
[279.523] suzu6ya: おちかれ
[279.560] アマノジャクだよ: それな
[279.772] なのス: 暑かった
[279.780] (S)pao_pink_: 夜寒いしね
[279.901] ぽむかも: まじであつかった
[280.035] cori5698: わかるわ
[280.153] zeno1725: あちいな
[280.602] suzuduffy: わかる
[280.619] Kounotori_kaiju: 暑いぞ
[280.625] pepelonteeno: わかる
[280.763] hikojyun: え、今日寒いんだが？
[280.828] annko2525: 外出ないからわからん
[280.838] (S)キラキラボシ: 自転車で海行ってきたよ
[280.847] ルイノ: 今日部活死ぬかと思った
[280.960] many7575: わこらだー
[281.067] miminaminamo: 春とばしてる
[281.112] nemulimuli: もう半袖
[281.215] 歩くバカ: わこらだ
[281.333] ケーブル接続: 久しぶりに外行ってみ。3分で引き返すから
[281.338] ramune_02gw: 喉痛くなる
[281.889] まっしゅ2525: 花粉でやられた
[282.045] honehone_2: わかる
[282.072] (S)ナラ抹茶: 雪めっちゃ溶けてた
[282.127] unihisiwo: よんだ？
[282.291] ぽむかも: 青春
[282.518] さやかっぱ: わかる
[282.524] 砂ザトウ: あー
[282.959] nanananana016: 制服暑かった
[282.969] mattya_dau: でなよ
[283.018] mikansara: なつ
[283.228] kyanna_0202: 鼻水ダラダラ
[283.415] muutyo_io: もこもこパジャマ暑すぎた
[283.432] me1oxdy: あっつい
[283.497] suzu6ya: あついよねぇ
[283.524] やおにいち: タンクトップでいける
[283.593] nyun426: リスナー全員にチョコかもん
[283.715] Reea2: まじあつい
[283.817] ritarokun: わこらだ！
[283.824] tanuki_pan: 去年の春なんの服着てたか毎年悩む
[283.857] waraashi: わかる
[284.065] カナバ: 一年中半袖で過ごしてたら楽だぞ
[284.298] tanakasan_29: いいなー
[284.421] sashisashisabi: 暑すぎ
[284.512] limdor_: 私服みして
[284.916] danana34: 下痢が凄すぎる
[285.041] (S)tsuM6G1_: それな
[285.044] おれんじいろ: ヒートテックやばい
[285.100] ramune_02gw: がちやばい
[285.139] macchan114514: 花粉きつい
[285.174] hoshi_aka_ri: こっち寒かった
[285.263] りあなだよ: 冷房つけたら？
[285.266] aiilo_: 寒いんだけど？？？
