[5.367] da1marrrr: うおおおおおおおおおおおお
[2823.946] 砂ザトウ: わこらだ
[2824.007] (S)つむじのきもち: Www
[2824.199] いろは0224: ｗｗ
[2824.243] Ichigo_Strawberry15: wwwwwwwww
[2824.409] takenokomusi: wwwww
[2824.774] koyaren: www
[2825.055] にわすずめ: wwwwwwww
[2825.454] おこめじるし_: ｗｗｗ
[2825.764] mi_tyan562: www
[2825.976] (S)おまめぃ: あーそこの高台あり
[2825.984] ぽん酢マン: radaoHi
[2826.503] (S)sora_mameee: wwwwwwww
[2826.692] 愛の林檎: はい
[2827.668] miyamiya138: wwww
[2828.030] 犬ﾚ: wwww
[2828.180] キラキラボシ: wwwww
[2828.219] (S)seillane: wwwww
[2828.798] waon_point: ｗｗｗｗ
[2828.895] ~MISSING_COMMENTER_INFO~: ｗｗ
[2828.929] (S)なんでもいい: www
[2829.056] ankoro0324: wwwwww
[2829.138] aruto_33: wwwww
[2829.531] (S)ベニマル: wwwwww
[2829.740] つよいこ: いまwww
[2830.262] yunchi_5648: www
[2830.435] thukimia: wwwwwww
[2830.620] (S)kuugay0905: wwwwwwwwwww
[2830.840] (S)Ruria00: wwwwwww
[2831.075] mikankan693: wwwwwww
[2831.081] (S)朝顔もーにんぐ: ｗｗｗｗ
[2832.047] まだら25: wwwww
[2832.566] (S)つむじのきもち: ちゃんとおじいちゃん
[2833.895] (S)ゴミ以下でごめん: フラグメントの右上かもね
[2834.602] ホトトギス: radaoCry1
[2834.653] tanuki_pan: radaoFight
[2834.770] akatsuki_tera: またw
[2835.416] gaiantufan: フラグメントと調査キャンプの間くらい？
[2836.027] mikankan693: おじぃちゃんwwwwww
[2836.375] pokaburu: おじいちゃんwwww
[2838.580] koyaren: 遠くは見えて近くは見えない
[2840.117] kiba_1129: 本番いつ？
[2840.662] (S)Ruria00: もちついてけやw
[2841.475] waon_point: ぼそっと言うなｗｗｗ
[2841.844] many7575: おちつけー
[2842.204] renkun1265: 遠いところは見えるのに
[2844.010] karutaru9: おじーちゃんw
[2845.016] yunchi_5648: じじいしっかりしろw
[2845.827] daijirooooo: radaoHi
[2847.371] 贄ﾁｬﾝ: 大会は視野狭くなるよな
[2848.147] (S)rabura_1: radaoOld
[2848.820] (S)sora_mameee: おじいちゃん出てる
[2852.727] (S)nobume0v0: 索敵うまいのに何で近く見えんw
[2853.253] da1marrrr: 別に大丈夫！
[2856.963] takenokomusi: コメント見てんなw
[2857.548] (S)2001mei: radaoOld
[2861.726] tomo331: 現在スクリム2戦目
[2866.463] tanuki_pan: とことこ〜
[2872.158] koyaren: !uptime
[2872.396] (M)Nightbot: らっだぁ が配信を始めてから 47 minutes 59 seconds 経過しています。
[2875.226] da1marrrr: radaoFight
[2880.464] ゆかりんりん: このスクリム２戦目が終わったら、インターバルで、19:30ごろから本番１試合目
[2881.188] you_28: また前線
[2884.160] MIKU_J0311: 先頭すきね
[2884.181] himikokichi_06: www
[2884.694] koyaren: www
[2885.047] ~MISSING_COMMENTER_INFO~: ぱっかす
[2885.422] mi_tyan562: wwwwww
[2885.446] にわすずめ: wwwwwwww
[2885.640] muzica1117: また先頭かw
[2885.841] 愛の林檎: wwwwwwwwwwwwwwwwww
[2885.888] (S)わらびもち_11: wwwwww
[2886.518] (S)kuugay0905: wwwwwwwwww
[2886.719] (S)nobume0v0: wwwww
[2888.322] tunamayo1234: wwww
[2888.330] miyamiya138: wwww
[2888.442] オレオおおおおおお: wwwwwww
[2889.168] (S)seillane: wwwww
[2889.359] Ichigo_Strawberry15: wwwwwwwww
[2891.102] つよいこ: たしかにwww
[2891.321] zent0817: 今北 スクリム1試合目どうやった？
[2891.529] haruruzu: wwwww
[2892.183] 甘の党: www
[2892.724] ichigomilk_252: wwwwwwwww
[2894.427] kiba_1129: 情報感謝
[2898.200] (S)さうだぁ: 3位でした
[2907.042] zent0817: 感謝
[2912.032] koyaren: ブルーザーかレンジャー
[2912.294] (S)ゴミ以下でごめん: ピーキーブルーザーこえー
[2913.110] 愛の林檎: 2倍ピーキーに付いとる
[2914.113] いろは0224: ｗｗｗ
[2914.890] (S)sora_mameee: ｗｗｗｗ
[2915.007] mi_tyan562: あぶなwww
[2915.550] humor_004: radaoHi
[2915.622] suiha_7: ぎゃ
[2915.838] tori3_0414: わこらだ
[2916.063] えりさ_: www
[2916.680] yumeaki12: www
[2917.224] (S)ベニマル: wwwwwwwww
[2917.408] charlotte0ra: wwwwww
[2917.457] you_28: ピーキーに二倍ついてるってマジ？！
[2919.300] kama325: 2倍ピーキーww
[2919.768] mikankan693: www
[2919.915] ryuto22209771: あぶな
[2921.382] suiha_7: ぎゃい・・
[2925.271] pokaburu: 流れ弾か？
[2928.518] つよいこ: 人力ブラハ
[2933.268] renkun1265: 二倍ピーキー？？？？？？
[2933.406] yomo_12: ii
[2933.779] あけくれ: ？？？？
[2933.878] tomo331: 現在スクリム2戦目インターバル挟んで19：30ごろから本番5マッチ予定
[2934.528] himikokichi_06: wwww
[2934.813] mi_tyan562: wwwwww
[2934.869] 愛の林檎: なんも見えんぞ
[2936.392] えりさ_: wwwwwwwwwwww
[2936.683] (S)わらびもち_11: wwwwww
[2937.125] thukimia: wwwwwww
[2937.280] (S)nobume0v0: www
[2938.934] cha_ti: 人力ブラハ
[2939.196] (S)seillane: wwwwwwwwww
[2939.219] (S)Ruria00: wwwwwww
[2939.410] miamio121: 人力ブラハきちゃw
[2939.458] yunchi_5648: 2倍ピーキーむずむずする
[2940.149] mbando55: wwwww
[2940.347] Sironoawa_: wwwww
[2940.688] 愛の林檎: いった
[2940.701] (S)なりぷし: スクリム1 スクリム2 インターバル マッチ1 マッチ2 マッチ3 インターバル マッチ4 マッチ5の順で進行します
[2941.081] takoyaki0917: よく見えるな
[2942.993] smile_826: wwwwwwww
[2943.605] takoyaki0917: あ
[2944.005] (S)狂人おかき: 人力ブラハつえー
[2945.503] tsunagungun: あっ
[2946.292] ma52_san: なんで見える？？
[2947.660] (S)Ruria00: あ
[2947.670] ku11ta: いった
[2949.097] takenokomusi: 視力プレデター
[2949.485] mikann7: こy
[2949.762] ryuto22209771: まずかった
[2949.767] とうむ: 何が見えとる
[2949.995] 骨格くん: この試合って本番？
[2951.489] Sironoawa_: よく見えるよねw
[2951.645] 愛の林檎: 怖いな
[2953.272] sabakanu: 痛すぎん？
[2953.583] (S)sora_mameee: こええ
[2955.146] saketyaduk25: 人力ブラハすげー
[2958.297] pokaburu: とんでもないのがいるw
[2960.975] kinkan_yokoseya: 結論！？
[2962.515] (S)さうだぁ: スクリムです練習試合
[2967.007] (S)hkr_r: ちー？
[2967.715] ~MISSING_COMMENTER_INFO~: 目の前TIEやろ
[2970.692] ayata_1110: まっずい
[2972.547] くろやぎちゃん: わこらだ
[2979.636] 1o_oyu: 何時から本番ですか？
[2979.713] 23gou: ないす
[2980.377] いろは0224: ないす
[2982.042] tunamayo1234: ないす
[2982.751] charlotte0ra: ないす
[2982.973] (S)seillane: ないす
[2985.238] (S)なんでもいい: ないす
[2985.262] rin5_3: www
[2985.430] 愛の林檎: 金ノックでかい
[2985.624] つよいこ: 金ないす！
[2986.669] soraha00: ないす
[2986.709] mikann7: ないす
[2987.891] aruto_33: ないす
[2989.085] haruruuuuuuuuuuuu: wwww
[2990.000] nonsugar017: ないす
[2990.600] 愛の林檎: ないす
[2991.247] rigore_napoli: ｖｄｋｗ
[2991.315] (S)いちうら: ｗｗｗｗｗ
[2991.545] (S)ログリア: ないす
[2991.626] オレオおおおおおお: ないせ
[2991.918] rei_0610: ないす
[2992.227] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[2992.245] (S)nobume0v0: ないす
[2992.356] しなと: すみません、これ何戦目ですか？
[2992.449] (S)わらびもち_11: ないす！
[2992.785] えりさ_: ないす
[2993.032] ryuto22209771: ないす
[2993.093] 甘の党: ないす
[2993.138] (S)sora_mameee: ｗｗｗｗ
[2994.006] にわすずめ: wwwwwww
[2994.201] 愛の林檎: wwwwwwwwwwwwwwwwww
[2994.494] mi_tyan562: www
[2994.496] (S)壱代目: ないす
[2994.639] himikokichi_06: wwwww
[2994.724] (S)seillane: w
[2994.752] ayunosioyaki0223: wwwwwwwwwwww
[2994.774] えりさ_: wwwwwwwwwwwwwww
[2995.750] めるめ: VDKｗｗｗｗ
[2995.794] Ichigo_Strawberry15: wwwwwwwwwwwwwww
[2995.988] suiha_7: ｗｗｗｗｗｗｗｗｗｗｗ
[2995.992] ayata_1110: ナイスカウンター
[2996.280] charlotte0ra: wwwwww
[2996.281] 猫又01: wwwwww
[2996.436] ホトトギス: wwwww
[2996.442] skkmrsaki: wwwwww
[2996.471] yunchi_5648: www
[2996.500] 1__rui__: wwwwww
[2996.505] (S)なんでもいい: www
[2996.843] びす3180: ないす
[2996.897] ご機嫌なシャチ: vdkｗ
[2996.994] hisoka_HyskoA0606: ないす！
[2997.048] (S)ベニマル: wwwwwwwww
[2997.064] (S)つむじのきもち: wwwwwwww
[2997.610] zikanman: ナイス”
[2997.703] pokaburu: wwwwww
[2997.822] (S)Ruria00: wwwwwww
[2997.860] miyamiya138: wwwwwwww
[2997.995] あちゃぽろ: wwwwwww
[2998.258] ruu_ha: ないす
[2999.189] えぬあい: wwwww
[2999.352] そー司郎: wwwwwww
[2999.423] (S)hkr_r: ボドカ
[2999.531] (S)~MISSING_COMMENTER_INFO~: wwwwwwww
[2999.830] まなまな__: www
[2999.849] ~MISSING_COMMENTER_INFO~: ぼとかw
[2999.992] akatonnbo0912: wwww
[3000.184] takenokomusi: えらい
[3000.415] おこめじるし_: ２戦目
[3000.493] main94: ｗｗｗｗ
[3000.764] (S)sora_mameee: vdkww
[3000.979] aina___10812: ないすｗｗｗｗ
[3001.082] (S)なりぷし: スクリム2戦目です
[3001.484] ゆきとよ: ｗｗｗｗ
[3001.484] __あお: wwwww
[3001.558] gaiantufan: wwwwwww
[3001.730] 愛の林檎: vdkかwwwwwwwww
[3001.749] ruk1q: ボドカw
[3001.916] mikann7: www
[3002.097] cha_ti: wwwwwwww
[3002.131] (S)Ruria00: ボドーw
[3002.287] えりさ_: ボドカさんwww
[3002.613] いろは0224: ｗｗｗｗｗ
[3003.439] tunamayo1234: www
[3003.569] mk_37564: ボドさんw
[3003.581] (S)ドミノくん: ボドさんw
[3003.645] 1o_oyu: VDKwwwwwwww
[3004.171] オレオおおおおおお: wwwwwwwww
[3004.251] sunomono8: wwwwwwww
[3004.672] まだら25: wwww
[3005.001] れぢくす: wwww
[3005.412] (S)kuugay0905: wwwwwwwwww
[3005.839] (S)nobume0v0: 返り討ちないすw
[3005.894] 和泉ぴけ: 私怨あるなw
[3006.030] kinkan_yokoseya: ヒカサマのとこや
[3006.071] にわすずめ: コノヤロウwwwwwww
[3006.586] 銀河ポテト: wwwww
[3006.767] つよいこ: wwwww
[3007.512] t_kskw: ボ、ドカ
[3007.651] (S)ログリア: wwww
[3008.208] みさお婆ちゃん: www
[3008.269] gonsuke796: 今練習？
[3008.345] (S)sora_mameee: ぼどｗｗｗ
[3008.395] (S)おまめぃ: 本番19:30からの予定です！
[3008.580] Ichigo_Strawberry15: VDKw
[3008.791] yona_0724: wwwwww
[3009.113] kama325: wwww
[3009.533] patche0219: おい釈迦さんえぐいって…
[3009.766] (S)seillane: ボドさんwwwwwwwwww
[3010.004] kajishun_doiya1016: ひか様のとこやん
[3010.716] moufu3: 私怨w
[3010.725] mizuno0624: wwww
[3011.767] nanasi___0: www
[3012.714] tomo331: 現在スクリム「練習」2戦目
[3012.933] miyasyuda: HIKAKINもおるのかww
[3015.773] えんま: vdkかwwwwww
[3017.047] 愛の林檎: いって
[3017.076] ruk1q: vdkじゃねぇかw
[3017.402] (S)Ruria00: えぐいて！！！
[3018.119] mirumiru_h: 気づくの早いのおもろいw
[3018.912] yumeaki12: ww
[3019.736] takenokomusi: ひかさまw
[3020.114] けろけろん: けろけろん subscribed at Tier 1. They've subscribed for 21 months, currently on a 21 month streak! 
[3020.289] ryuto22209771: VDKw
[3021.230] soraha00: w
[3021.423] (S)狂人おかき: いたい
[3021.487] やすぎ: w
[3023.413] (S)rabura_1: よし痛い
[3026.632] しなと: 教えてくださってありがとうございます！
[3026.941] 1o_oyu: 教えてくださってありがとうございます！！
[3027.123] mk_37564: HIKAKINチームだよwぼどさん
[3027.316] ayata_1110: 2倍や
[3027.575] 宙海: ぼどさんwww
[3030.012] miorink: わこらだ
[3030.244] オレオおおおおおお: wwww
[3030.320] charlotte0ra: おおお
[3031.161] キラキラボシ: wwwww
[3031.288] えりさ_: www
[3031.343] (S)sora_mameee: wwwww
[3031.498] (S)生がき: 違うんすよ釈迦さん…
[3032.132] Ichigo_Strawberry15: wwwwwwwww
[3034.123] ryuto22209771: wwwww
[3034.162] dokukinoco: 0
[3034.374] ~MISSING_COMMENTER_INFO~: ０
[3036.571] (S)壱代目: www
[3036.859] のらごま: 今北ですが1戦目ってどんな感じでしたか？
[3036.880] suiha_7: ヒカさまあああ
[3037.731] 愛の林檎: 0
[3037.843] とぬ: 0
[3037.941] キラキラボシ: 0
[3038.074] miyamiya138: 0
[3040.084] おこめじるし_: 12
[3040.906] Ichigo_Strawberry15: 釈迦さんしか言えねぇよw
[3041.624] Rimon_sky: 12
[3041.891] ruu_ha: 12
[3041.934] (S)seillane: 12
[3041.973] ~MISSING_COMMENTER_INFO~: 3位
[3042.636] r_ikuuun_: 0
[3043.484] ryuto22209771: 12
[3044.277] みゅんちゃん__: 今北わこらだ
[3044.472] yumeaki12: 12
[3046.129] 愛の林檎: ね
[3046.854] saketyaduk25: 12
[3049.570] takenokomusi: 3位
[3053.373] (S)さうだぁ: 練習試合1試合目は3位でした
[3054.396] やすぎ: 12
[3055.443] のらごま: ありがとうございます！
[3058.478] (S)ぽりごんのすけ: いまこん
[3068.581] takenokomusi: 1試合目3位
[3068.792] (S)kstpthsgpnr: radaoFight
[3069.821] ゆきとよ: あ
[3071.726] kotoa1108: わこらだ 
[3071.887] ﾐﾗ: しょがんぼ
[3071.925] にわすずめ: ショガンボ
[3071.935] 愛の林檎: あ
[3071.999] suiha_7: あ
[3072.097] sabakanu: ？？？？
[3072.159] kosuke25252: おい
[3072.446] Ichigo_Strawberry15: ショガンボwww
[3072.450] yona_0724: あ
[3072.649] ayata_1110: ショガンボ
[3072.698] pon2929: お
[3072.933] gaiantufan: あ
[3072.947] めるめ: ショガンボ
[3073.037] (S)sora_mameee: あ
[3073.246] hisoka_HyskoA0606: ショガンボ
[3073.349] 格好いいよねロックマン: しょがんぼ
[3073.378] marumuudesu: あ
[3073.403] charlotte0ra: あ
[3073.415] kiba_1129: あ
[3073.480] (S)るーむくん: ショガンボ
[3073.485] (S)いちうら: ショガンボ
[3073.500] yunchi_5648: あ
[3073.588] (S)kuugay0905: あ
[3073.670] sunomono8: あ
[3073.700] akatonnbo0912: あ
[3073.976] ごり之すけ: あ
[3074.038] (S)紫水晶02: a
[3074.214] Rc_Solie: あ
[3074.231] shiroinuno_roa: あ
[3074.272] if0990: あ
[3074.342] koronn1101: あ
[3074.436] rosemary0920: ショガンボ
[3074.441] ぴっくる: あ
[3074.479] tunamayo1234: あ
[3074.643] すてらいつ: ショガンボ
[3074.695] ホトトギス: ショガンボ
[3075.003] (S)ｻｧｻ: あ
[3075.112] 甘酒大好き: 言ったね
[3075.258] mi_tyan562: ショガンボw
[3075.303] とぬ: あ
[3075.344] (S)kanon070812: あ
[3075.514] kingfisher_love: あ
[3075.537] ねお0525: あ
[3075.557] tadanohituzi: しょがんぼ
[3075.722] hrktumi: あ
[3075.754] urusuka: あ
[3075.761] 髭ピー: あ
[3075.998] あちゃぽろ: あ
[3076.069] (S)nobume0v0: あ
[3076.099] (S)いゆ_と申す: あ
[3076.256] 恭仁: あ
[3076.284] (S)wimpe75: あ
[3076.490] kamuni47: あ
[3076.508] asaborake0408: 出た
[3076.509] 甘の党: あ
[3076.531] (S)なりぷし: あ
[3076.751] (S)朝顔もーにんぐ: あ
[3076.816] 23gou: しょがんぼ…？
[3077.008] (S)sizuya: あ
[3077.198] つよいこ: しょがんぼwww
[3077.446] mira_bell5: あ
[3077.458] (S)おまめぃ: でた！
[3077.561] rei_0537: あ
[3077.679] すいぺりあ: あ
[3077.800] メルほむ: ショガンボ
[3077.802] ご機嫌なシャチ: 触れられない...
[3077.840] (S)Shime_2: あ
[3078.022] zoon8629352: 言ったね
[3078.028] (S)nibosichan_0403: あ
[3078.058] r_ikuuun_: お
[3078.088] (S)emazkirin: ショガンボ
[3078.241] madatubomiyade: ショガンボ
[3078.537] とうむ: でたショガンボ
[3078.568] ankoro0324: あ
[3078.719] mbando55: ショガンボ
[3078.753] せおりー: radaoKitya
[3078.771] (S)わらびもち_11: あ
[3078.784] (S)狂人おかき: あ
[3078.884] まだら25: あ
[3078.968] Ichigo_Strawberry15: 自我
[3079.200] あまえび02: あ
[3079.203] mikankan693: あ
[3079.240] patche0219: ショガンボな
[3079.283] (S)_イオ_: あ
[3079.289] さいのめ: あ
[3079.339] ちゃんちゃな: あ
[3079.395] shilva_0: あ
[3079.415] (S)seillane: ショガンボ……
[3079.550] cha_ti: あ
[3079.793] キラキラボシ: あ
[3079.844] みゅんちゃん__: あ
[3080.167] (S)sora_mameee: 言ったな
[3080.214] ayunosioyaki0223: はい自我
[3080.349] mirumiru_h: ショガンボきた
[3080.382] 和泉ぴけ: ショガンボ出たな
[3080.520] (S)96猫3: あ
[3080.852] (S)ゆずシフォン: あ
[3080.871] さなもろ: あ
[3081.075] おれおお食べ: ショガンボ！
[3081.310] (S)seillane: あ
[3081.322] ちゃむす: ww
[3081.383] おこめじるし_: でたよ
[3081.515] kosuke25252: 自我出した
[3081.554] Rimon_sky: あ
[3081.784] ネコミミカラス: ショガンボ出た
[3082.039] やすぎ: あ
[3082.257] とぬ: ショガンボ
[3082.281] shintyan405: いいね
[3082.751] piisuke0428: あ
[3083.315] (S)ベニマル: ショガンボきちゃ
[3083.532] (S)Ruria00: ショガンボ 
[3083.566] heroharo117: でた
[3083.834] jhonnymorimori: ショ、ガンボ
[3083.857] (S)96猫3: radaoKitya
[3084.048] aruto_33: しょがんぼでたー！！
[3084.087] himikokichi_06: ショガンボ伝わったw
[3084.259] suiha_7: スルー
[3084.412] ゆきとよ: ついに出てしまった
[3084.689] (S)はちみつかぶりつきやろう: はちみつかぶりつきやろう subscribed at Tier 1. They've subscribed for 2 months! 
[3084.845] end_salt: あ
[3084.852] miyamiya138: あ
[3084.941] sarusaru3636_z: あ
[3084.942] めるめ: 封じられなかったショガンボ
[3085.178] (S)さうだぁ: radaoKitya
[3085.374] (S)朝顔もーにんぐ: ショガンボ
[3085.412] (S)rabura_1: しょがんぼｗ
[3085.725] 銀河ポテト: 受け入れられたか
[3086.235] Ichigo_Strawberry15: 通じた？？？w
[3086.513] fukuda1129: 言っちゃったよ…
[3086.740] ris_66: ショガンボ
[3086.754] tanuki_pan: radaoFight
[3086.968] (S)ぽりごんのすけ: でちゃったね
[3086.989] あげだし丸: ショガンボ通じた
[3087.158] rei_0610: ショガンボ頂きました
[3088.059] な_を: ショガンボ言ったね
[3088.095] piisuke0428: 自我出すな
[3088.130] (S)にくにっく: ショガキャンしなかったね
[3088.313] スパーズ: radaoKitya
[3088.499] (S)ヒロスケ: radaoKitya
