[18.310] ねこのけだま: selly55Lurk
[3253.398] えりさ_: おもろすぎるwww
[3253.643] koko_chan55: きょうはんだねーwww
[3253.688] まっちゃわらびもち: セルおる？w
[3253.897] 和泉ぴけ: ちゃんと真似しろw
[3253.922] gencharionx: なんだこれwwww
[3254.212] ﾊﾑ86: ハンドガンないなら打っていいんじゃ？ww
[3254.395] peperonn17: かめはめはｗｗｗｗ
[3255.157] mizusakura0326: wwwwwwwww
[3255.346] 中のヒト: おもろいからいったん放置ｗ
[3255.525] sh0wty_: 皇帝に確認してもらったほうがいいな
[3255.947] ramen_chicken: コントじゃねえかｗｗｗｗｗ
[3256.201] yuasee: ｗｗｗｗｗｗｗｗｗｗ
[3256.241] harou_momiji: まあ、面白いからヨシ
[3256.385] にわすずめ: radaoW
[3256.559] ﾏﾙﾏﾙ: ！？！？！？
[3256.687] しゃくやく: 逃げられるやろこれw
[3256.798] なべっ子: あなごさんだろwww
[3256.832] れもんちぃ0: wwwwwwwwwwww
[3256.909] ぼちゃまる: ｗｗｗｗ
[3257.054] sutila_13: wwww
[3257.135] sora_mameee: wwwwwwww
[3257.246] (S)ゆずシフォン: wwww
[3257.311] (S)ユウ太郎: なんかいろんな意味で勝ちだわw
[3257.356] isaco135: wwwwwwwww
[3257.527] (S)seillane: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[3257.677] harou_momiji: ｗｗｗｗｗｗｗ
[3257.831] drowsy__46: wwwwwwwwww
[3258.148] asahi__s: なんで人質が同じ格好してんのwwwww
[3258.221] (S)atrand0m: もう共犯だろこれ
[3258.287] aina___10812: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[3258.321] (S)ゆなべ: ぬめぬめしとるwwwwww
[3258.550] ハムスターのたみよ: かめはめ波ｗｗｗｗｗｗｗｗｗ
[3258.558] sakeoo_0102: wwwwwwwwwwww
[3258.696] chokemimi: ？！
[3258.743] みさお婆ちゃん: www
[3258.786] cyarasu: wwwwwwwwww
[3258.808] kairo_ej: ｗｗｗｗｗｗ
[3258.832] 銀河ポテト: wwwww
[3258.874] すかあと: wwwwwwwwwww
[3258.915] 猫又01: wwwwww
[3259.472] すーどん: 心なき人質無くすとこうなるなw
[3259.563] wata_mitsu: wwwwwwww
[3259.677] 宙海: wwwwwwwwwwwwwwwwwwww
[3259.724] oshousantotanbo: wwwwww
[3259.724] (S)キャ口ﾉﾚ: wwwwwwwwwww
[3259.832] 時雨さんだぞ: wwwwwwww
[3259.908] みりぃもち: wwwwwwwwww
[3259.956] 鴨柚1945: 意味わからんＷＷＷＷ
[3259.976] yogharu: ｗｗｗｗｗｗ
[3260.008] aqua_marin0619: wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww
[3260.052] よもぎモチモチ: 見たいwwwwww
[3260.200] suidousuiii: wwwww
[3260.229] いぬ科: wwwwwwwwwwwwwww
[3260.298] えりさ_: radaoW
[3260.381] ayunosioyaki0223: えwwwwwwwwwwww
[3260.465] goodmanpppp: www
[3260.626] roune123: wwwwwwwwwww
[3260.863] めるまろん: 声どうしたんだよ
[3260.890] fisicna: 皇帝に犯行させようとするなｗ
[3260.903] ベニマル: wwwwwwwwwwwwwww
[3260.909] justin01120707: www
[3261.253] emeraru_: wwwwww
[3261.318] honehone_2: wwwwww
[3261.320] はなかん: wwwwwww
[3261.351] iseitaisei: ｗｗｗｗｗｗｗｗ
[3261.420] namaco_o: もう一緒に走ってくの見たから共犯で良いでしょwww
[3261.439] salmonsuper: www
[3261.539] nanasikanasimi: ！？
[3261.546] lemondaifuku: wwwwwwww
[3261.565] magiku: wwwwwww
[3261.573] tukky1208: wwwwww
[3261.602] (S)nekonaaa: wwwwwwwwwwww
[3261.763] なあゆちゃん: wwwwwwwwww
[3261.808] kohana0d06: ｗｗｗｗｗｗｗｗｗｗ
[3261.868] shige__maru: wwwwwww
[3261.902] ~MISSING_COMMENTER_INFO~: www
[3261.926] 冷たい南風: www
[3262.004] ﾊﾑ86: w ww
[3262.025] karari3: かめはめ波wwww
[3262.027] urullowo: wwwwwww
[3262.086] kuugay0905: wwwwwwwwwwww
[3262.219] nekodama2155: wwwwwwwww
[3262.285] honorin_oni: 笑笑
[3262.441] mirina017: www
[3262.492] (S)Fukenn59: ！？
[3262.500] えぬあい: wwwwww
[3262.643] gencharionx: wwwwwwww
[3262.799] ねこのけだま: selly55ww
[3262.930] yuzu_306: wwwwww
[3263.996] シオマル: wwwww
[3264.013] (S)わらびもち_11: wwwwwww
[3264.019] sosko3260: wwwwwwww
[3264.023] らにてゃ: wwwwwwwww
[3264.060] (S)mito252525: radaoW
[3264.170] (S)toneka8284: wwwwwwwwwww
[3264.252] good_good_days: wwwwww
[3264.342] 泥水浴び: wwww
[3264.362] ragumaltutyo: wwwww
[3264.413] ぱる_071: wwwwwwwww
[3264.467] reitoumikannokawa_: wwwwwwwww
[3264.590] ﾏﾙﾏﾙ: wwwwwwwwwwww
[3264.683] nibosichan_0403: wwwwwww
[3264.695] Water_1013: wwwwwwwww
[3264.816] erunekd: wwwwwｗｗ
[3264.854] mimitabu_92: wwwww
[3264.911] にわすずめ: なになにwwwwwwwwww
[3264.912] rioka08: wwwwww
[3264.952] peperonn17: なんかしてるｗｗｗｗｗ
[3265.003] shu_nasu: wwwww
[3265.037] すいぺりあ: wwwwwww
[3265.154] taichimai: wwwwwww
[3265.438] おるかす: wwwwww
[3265.444] kyarameri_57: wwwwww
[3265.647] あっすー_: wwwwwww
[3265.747] gu_taranosuke: えwwwwww
[3265.778] syunta_: したwwwwwwwwm
[3265.807] diceddddd: ｗｗｗｗ
[3265.828] みるあむ: wwwwww
[3266.085] yuasee: ｗｗｗｗｗｗｗｗ
[3266.123] ラロウ: 見物だけしにいきたいｗｗ
[3266.267] 白クマ: wwwwwwwww
[3266.323] ﾜﾜﾜｦﾝ: wwwww
[3266.508] (S)coco8q: なにこれｗｗｗｗ
[3266.517] ichigomilk_252: wwwwww
[3266.686] 泣井サソリ: ギャグ集団ｗ
[3266.756] (S)ラキ2525: ！？
[3266.766] コケ国旗: wwwww
[3266.888] haruse55: www
[3267.194] ruterute_016: wwwwwwwwwwwwwww
[3267.256] ログリア: wwwwwwwww
[3267.347] しもばしら: なにしとるww
[3267.902] ゆゆうごだじぇ: wwww
[3267.965] gencharionx: なにwwwwwww
[3268.249] yakki_san: ｗｗｗｗｗｗ
[3268.473] まっちゃわらびもち: セルwwww
[3268.659] panndaman1: wwwwwwww
[3268.699] koko_chan55: www
[3268.750] ragumaltutyo: wwwwww
[3268.840] venusguider: ！？
[3269.040] (S)雪狐0143: wwwwwwwwwww
[3269.199] nekodama2155: ねぇwwwwww
[3269.257] きゃなおくん: www
[3269.321] カナバ: 人質2人で犯人1人なら人質逃げれるもんねw
[3269.432] (S)seillane: なになにｗｗｗｗｗ
[3269.495] aina___10812: きたｗｗｗｗｗｗｗｗ
[3269.509] (S)kokonattu334: wwwwwww
[3269.652] ayunosioyaki0223: wwwwwwwwwwwwwww
[3270.061] (S)ゆなべ: wwwwww
[3270.157] jizou13: ん？ｗ
[3270.460] よもぎモチモチ: wwwwwwwwwwwww
[3270.708] (S)naosiki: これ人質逃げれるだろｗｗｗ
[3270.789] tarabaaaa: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[3270.795] すかあと: wwwwwwwwwwwwwwwwwww
[3270.946] (S)seillane: ｗｗｗ
[3270.958] 二年前かららだ民です: wwwwww
[3271.025] tomatotto_: wwwwwwww
[3271.064] れもんちぃ0: wwwwwwwwwwwwwwwwwwwwwwww
[3271.325] epdk114: おいこいつらwwww
[3271.374] (S)しああき: wwwwwwwwwwww
[3271.560] めるまろん: wwwwwwww
[3271.834] みかにゃん_: きたｗｗ
[3271.880] sakeoo_0102: 皇帝wwwwwwwwwwww
[3271.896] urullowo: がしゃああ
[3272.236] na_na87590: 今北 
[3272.310] anemocha: wwwwww
[3272.445] にわすずめ: radaoW
[3272.473] (S)mito252525: かめはめ波wwwwwww
[3272.505] chokemimi: wwwwwwww
[3272.746] あぐれっと_: 気になるじゃねえかｗ
[3272.767] mashuuuuuuu22: カオス過ぎるwwwwww
[3272.821] いぬ科: wwww
[3273.011] (S)oreo12190: wwwww
[3273.078] えりさ_: 中でwwwwwwwwwwww
[3273.094] sora_mameee: wwwwwwwww
[3273.473] jackass0012: アホやｗ
[3273.596] asahi__s: ｗｗｗｗｗｗｗｗｗｗｗ
[3273.814] 八坂乃宮: コントが聞こえるw
[3273.863] taaagon0720: 遊んでんなw
[3274.245] (S)seillane: うるせぇｗｗｗｗｗｗ
[3274.253] ruu_ha: wwww
[3274.302] aqua_marin0619: 皇帝ー！！wwwww
[3274.571] えぬあい: きになるwwwww
[3275.419] (S)のむ_のむ: www
[3275.501] rin12027: 効果音ww
[3275.636] しゃしゃも_: wwwwwww
[3275.652] 銀河ポテト: コントかな
[3275.655] bin2726: www
[3275.662] ragumaltutyo: えぐ
[3275.682] kyarameri_57: wwwwwwwww
[3275.699] show_tarosan: www
[3275.709] (S)pocobokei: wwwwwwwww
[3275.886] ﾅﾏﾁｬ: wwwwww
[3275.922] nekozuki22: wwwwwwwww
[3277.169] yuasee: 増えたなぁｗｗｗ
[3277.371] kanariatobu: もう見物行こうぜw
[3277.433] sutila_13: ちゃんとセルだｗ
[3277.653] さえだ: wwww
[3277.786] nanasikanasimi: 増えた
[3277.810] many7575: さすがにもうちょっと人質のふりしてwww
[3277.908] goodmanpppp: かめはめ波wwww
[3277.978] rmdx_xb: 多すぎwwwwwwwwwwww
[3278.234] magiku: この視点いいわwwwww
[3278.941] さーそー: おおすぎだろｗｗｗ
[3279.101] lilyfwarugotto33: 頭wwwwww
[3279.325] miznohanabana: 見してくれる
[3279.387] nishimana: wwwwwwwwww
[3279.432] ~MISSING_COMMENTER_INFO~: たくさんいるな〜
[3279.489] lemondaifuku: コント集団？www
[3279.563] tomako_0309: 皇帝きちゃ
[3280.139] (S)seillane: ｗｗｗ
[3280.401] gencharionx: 皇帝さん！？
[3280.500] でんぶ: wwwwwwwwww
[3280.626] yuasee: ｗｗｗｗｗｗｗｗ
[3280.669] sakeoo_0102: wwwwwwwww
[3280.700] sora_mameee: おおおお
[3280.724] (S)minaduki37: ｗｗｗｗ
[3280.744] harou_momiji: ｗｗｗｗｗｗｗｗｗｗ
[3281.317] aina___10812: おおおおおｗｗｗｗｗｗｗｗ
[3281.580] aqua_marin0619: ！？！？wwwww
[3281.641] ゴードン松尾: wwwwww
[3281.723] スズメ_0610: wwwwwwwww
[3281.799] にわすずめ: おおおおおwwwwwwww
[3282.001] kairo_ej: ｗｗｗｗｗｗｗ
[3282.048] (S)ラキ2525: wwwwww
[3282.323] drowsy__46: wwwwwww
[3282.364] cyarasu: おおおおおおおおおwww
[3282.492] salmonsuper: あなごさん？！
[3282.588] gsucix: 2号言うとるやんwww
[3282.666] (S)seillane: おおおおおおｗｗｗｗｗ
[3282.906] れもんちぃ0: wwwwwwwwwwwwwwwwwwww
[3283.058] yakki_san: ｗｗｗｗｗｗｗ
[3283.185] kumadosu: 助かる
[3283.370] iseitaisei: ｗｗｗｗｗｗｗｗｗｗ
[3283.383] すかあと: wwwwwwwwwww
[3283.460] gencharionx: www
[3283.543] 時雨さんだぞ: wwwwwwwwwwwww
[3283.636] ﾏﾙﾏﾙ: えええwwwwwwwwwwww
[3284.008] (S)ゆずシフォン: radaoW
[3284.049] いぬ科: www
[3284.194] たけもにすと: wwwwwww
[3284.200] えりさ_: wwwwwwwwwwwwwwwwwwwwwwwwwww
[3284.236] mizusakura0326: wwwwwwwwwwww
[3284.313] chokemimi: うわぁw
[3284.330] bin2726: wwww
[3284.354] pirokasugg: wwwwww
[3284.398] wata_mitsu: wwwww
[3284.600] gito64: つっよｗ
[3284.848] みさお婆ちゃん: wwwwww
[3284.876] yogharu: ｗｗｗｗｗ
[3285.596] じょびず_うっでぃ: おおおｗｗｗｗ
[3285.639] shirokuroone: www
[3285.688] とり肉: え！？
[3285.693] tukky1208: 何してんだwww
[3286.150] urullowo: おもろwwwwew
[3286.229] zero18901: ｗｗｗｗｗｗｗｗｗｗ
[3286.268] norris_tuckerd: 水鉄砲www
[3286.300] はなかん: wwwwwwww
[3286.382] kuugay0905: wwwwwwwwww
[3286.444] mizuhusen_aq: wwwwwwwwwwww
[3286.974] ayunosioyaki0223: おおおおおwww
[3287.085] show_tarosan: wwwwwwww
[3287.336] ﾊﾑ86: すごーい！w
[3287.397] はたの: wwwwwwww
[3287.503] lemondaifuku: おおおおおおwwwww
[3287.634] mer0oooo: 最高のカメラ
[3287.651] 御輪: なにしとるｗｗｗｗ
[3287.702] kyarameri_57: wwwwwwww
[3287.726] mashuuuuuuu22: セルwwwwww
[3287.819] shige__maru: wwwwwwww
[3287.875] sobayu120: wwwwwww
[3287.880] miznohanabana: えぐw
[3287.925] nekodama2155: ええええええええwwwwww
[3287.975] peperonn17: あと一人のセルどこいったｗｗｗ
[3288.278] 猫又01: wwwwwwwwwwww
[3288.544] erunekd: wwwwwww
[3288.556] mimitabu_92: wwwwwwwwww
[3288.584] chokemimi: wwwwwwww
[3288.679] tarabaaaa: 水鉄砲ｗｗｗ
[3288.990] gencharionx: tuyoi
[3289.025] まっちゃわらびもち: セル3体wwwwww
[3289.099] 藤原紫苑: コント？？
[3289.138] (S)seillane: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[3289.175] cyarasu: なにしてんだwww
[3289.320] gaiantufan: wwwwwwwwww
[3289.453] sakeoo_0102: 何やってんだよwwwwww
[3289.555] (S)わらびもち_11: wwwwww
[3289.565] gu_taranosuke: やばいwwwwww
[3289.609] harou_momiji: おもろいｗｗｗｗ
[3289.629] (S)suzuri_rarara: www
[3289.830] ~MISSING_COMMENTER_INFO~: 水鉄砲？
[3290.048] 棚畑: すご
[3290.118] sora_mameee: wwwwwww
[3290.142] (S)ゆなべ: つんよwwwwww
[3290.187] ベニマル: なんだこれwwwwwwwwwwww
[3290.295] r_konbu: radaoW
[3290.324] (S)ユウ太郎: 後一匹どこ行ったんだよww
[3290.376] えりさ_: 何しとるwwwwwwwwwwww
[3290.378] kairo_ej: これ共犯だろｗｗｗ
[3290.510] みりぃもち: wwwwww
[3290.654] reitoumikannokawa_: wwwwwww
[3290.953] ayato_shinami: なにやっとる？？
[3291.012] yumemiruneco: 巻き舌本当にwww
[3291.046] syunta_: すげえwwwwwwwww
[3291.060] ぱる_071: wwwww
[3291.344] いぬ科: やばwwwwwww
[3291.728] suzuyayaya: wwww
[3291.971] jizou13: なにこれｗｗｗｗ
[3292.204] luca24992: あそぶな
[3292.414] 月_ゆえ: www
[3292.570] (S)epopopo_i: radaoW
[3292.602] aqua_marin0619: wwwwwwwwww
[3292.648] lilyfwarugotto33: え？？？wwwww
[3292.676] ぐぐぐる: コントか
[3292.788] kanikamadesu: wwwww
[3292.883] 宙海: wwwwwwwwww
[3293.071] ramen_chicken: 人質なにしてんだよｗｗｗ
[3293.092] いんたーる: ジェネリック若本達やめろｗｗ
[3293.288] ogi_3: wwwwww
[3293.396] peperonn17: ｗｗｗｗｗｗｗｗｗ
[3293.401] panndaman1: wwwwwwwwwww
[3293.578] (S)soda_navy: やばいwwwwww
[3293.837] 雨傘ライ: wwwwww
[3293.904] emitsin: wwwwww
[3294.086] なあゆちゃん: wwwwwwwww
[3294.322] (S)oreo12190: wwww
[3294.426] ﾏﾙﾏﾙ: 楽しそうだなwwwwwwwwwwww
[3295.050] にわすずめ: カメラ内でやってくれるのありがてぇwwww
[3295.161] yakki_san: 人質か？ｗ
[3295.199] mizusakura0326: wwwwwwwwww
[3295.222] みかにゃん_: 人質どこやｗ
[3295.268] ~MISSING_COMMENTER_INFO~: もう一人どこや？
[3295.520] 八坂乃宮: なんなんだコイツらw
[3295.615] sora_mameee: おもろｗｗｗｗ
[3295.656] mashuuuuuuu22: 巻舌すぎんか
[3295.675] (S)yuki_empty: 遊んでる？
[3295.734] (S)seillane: やばいｗｗｗｗｗｗｗｗ
[3296.147] カナバ: セル劇場やめろw
[3296.382] itumi434: wwwwwwwwwwwwwwwwwwwwwwwwwww
[3296.419] puramiko: wwww
[3296.465] (S)coco8q: コントしたいだけじゃねえかｗｗ
[3296.547] 弥紅: ｗｗｗｗｗｗｗｗ
[3296.602] めるまろん: 何あれwwww
[3296.623] つむじのきもち: かめはめ波霧状かよ
[3296.668] のうまる: wwwwwwwww
[3296.728] 科座車: wwwwwwwwww
[3296.790] すいぺりあ: なにしてるwwwww
[3296.985] たけもにすと: なにしてんのwwwww
[3297.007] れもんちぃ0: 死ぬwwwwwwwwwww
[3297.199] oshousantotanbo: www
[3297.325] (S)雪狐0143: おもろwwwwwww
[3297.647] mmiinnnnn: wwwww
[3297.796] ラロウ: てかどれが人質？ｗ
[3298.023] karakusa1111: 撃ち殺しちゃえ
[3298.025] karokaro23: wwwwwwww
[3298.028] 冷たい南風: www
[3298.064] (S)るきこちゃ: wwwwwwwww
[3298.302] ちょこぱいおいしい: wwwww
[3298.537] runana_1123: wwwwwww
[3298.592] honorin_oni: 笑笑
[3298.619] logic_gori: 共犯です
[3298.892] つきあかり: wwwwwwwwwwww
[3299.261] ayunosioyaki0223: wwwwwwwwwwww
[3299.344] ray__ray__: wwwww
[3299.359] かふねちやん: 逃げられるだろこの人質ww
[3299.621] miam_1018: wwwwwwwwww
[3299.653] baberuboburu3939: wwwwww
[3299.668] せきつい: wwwwww
[3299.830] めたとろ: wwww
[3299.852] v_ryokoubato: 人質じゃないだろwww
[3299.993] 鴨柚1945: これ逃げれるくね？ＷＷ
[3300.391] chokemimi: wwwww
[3300.439] ログリア: 何しとるwwwww
[3301.220] (S)TamaBasu: 楽しそうだなぁw
[3301.367] kyarameri_57: rrrrrrrrrぁ
[3301.374] asakura832: 共犯だろwwwwwwww,
[3301.532] ゆゆうごだじぇ: ww
[3301.651] (S)soda_navy: きついwwwwww
[3301.688] からたべ: で？誰が人質？？？
[3302.881] many7575: いきなり例外なのこないでくれる？
[3302.951] しゃしゃも_: コントwww
[3303.166] 冷たい南風: おもろすぎるwww
[3303.472] かんがえるー: wwwwwww
[3303.885] (S)ゆなべ: しんどいwwwwww
[3303.899] gencharionx: なにやってんのこれwww
[3304.029] kurono1022: 人質これ逃げれるだろ
[3304.114] salmonsuper: wwwwww
[3304.132] 科座車: 水鉄砲か
[3304.697] gsucix: 今日も街は平和です
[3304.729] 네오ちゃん: しぬwwwwwwwwwwww
[3304.867] epdk114: これ逃げれるだろwwww
[3304.961] Amam1ya0000: なにしてんのwwww
[3305.112] ねこじゃむ: wwwwwwwww
[3305.136] tesofo: ファン太二番煎じかな？
[3305.959] (M)Nightbot: マイクラ参加方法はサブスクティア３のみ。サブスクdiscordから→https://twitter.com/rader2525/status/1167079316754067456
[3306.296] anruky: 共犯でいいだろw
[3307.414] つむじのきもち: かめはめ波霧状なんかよWww
[3307.626] (S)のむ_のむ: なんだこれwww
[3308.318] ウツル: うまいｗｗｗｗ
[3308.393] (S)Fukenn59: またyoutubeやん
[3308.656] aqua_marin0619: wwwwwwwwwwwwwww
[3308.732] 八坂乃宮: もう全員捕まえたいw
[3308.924] chokemimi: wwww
[3309.244] nanashico27: この視点面白すぎるw
[3310.137] ちょこぱいおいしい: あんま似てないwwww
[3310.643] いぬ科: これ共犯でいいだろもうwwwww
[3310.841] nanasikanasimi: wwww
[3311.068] bosabossa: ぐるだろw
[3311.598] sora_mameee: なんやこれｗｗｗ
[3312.035] cyarasu: 野良セル！？www
[3312.373] (S)ふぁじぃねーぶる: さすがに共犯だろwwww
[3313.027] asahi__s: これ逃げてよくね？ww
[3314.212] puramiko: アナゴさんw
[3314.321] mizusakura0326: wwwwwwwww
[3314.413] asakura832: 一般通過セルwwwwwww
[3314.521] lemondaifuku: 野次馬セル！？
[3314.529] ogi_3: wwwww
[3314.675] よもぎモチモチ: 共犯でしかないだろwwwww
[3314.788] mo_mo_mo_mon: 一般通過セルｗ
[3314.792] mashuuuuuuu22: セルがかめかめ波打つなよ
[3316.068] koko_chan55: あなごさんwww
[3316.323] guraku1: わからんwwww
[3316.688] 科座車: えぐーwww
[3317.223] ryu9726: これは共犯だろｗ
[3317.721] 11_try_06: ってかカメハメ破撃てるなら逃げれるだろwww
[3317.854] show_tarosan: wwww
[3318.013] 藤原紫苑: 全然人質じゃねぇじゃねぇかｗｗ
[3318.598] 和食定食: wwwwwww
[3318.618] にわすずめ: wwwwwwwwww
[3318.757] (S)しああき: wwwwwwwww
[3318.860] AKArKArK: 人質だったらもう逃げれるし捕まえようぜw
[3318.902] (S)seillane: ｗｗｗｗｗｗｗ
[3319.078] urullowo: 野良セル草
[3319.428] yuasee: ｗｗｗｗｗｗｗｗ
[3319.495] れもんちぃ0: 公務執行妨害だろwwwwww
[3319.563] oyazigarisan: くさ
[3319.683] mia_kie: 面倒くさい彼女みたいなこといってるやん
[3319.703] rioka08: あなごさんやんwwwww
[3320.343] ﾊﾑ86: めんどくさww
[3320.462] (S)riraaaaa: もう共犯だろｗｗｗ
[3320.469] 和泉ぴけ: あんま似てないのおもろい
[3320.565] tomako_0309: 既視感がwwwww
[3321.923] すかあと: wwwwwwwwwww
[3322.731] 7233san: 噛むなw
[3322.815] sakeoo_0102: wwwwwwwww
[3323.286] wata_mitsu: www
[3323.572] (S)seillane: ｗｗｗ
[3323.692] (S)toneka8284: 共犯だろwwwwwwwww
[3323.736] aqua_marin0619: wwwww
[3323.793] わるぷるぎしゅ: wwwwww
[3324.068] peperonn17: ｗｗｗｗｗｗｗｗｗ
[3324.539] (S)mito252525: wwwwwwwwww
[3324.613] めるまろん: 何この空間
