[3.050] (S)Seiran7343: radaoRainbow
[1136.438] (S)suuchaaa: あ
[1136.532] (S)murasaki24violet: わああ
[1136.582] 紗弥0926: そりゃそう
[1136.721] kon0703: わぁあああ
[1136.951] (S)ねひと: あああああ
[1137.173] (S)suzunone_: うわぁ
[1137.369] (S)コンさん: あ
[1137.390] urullowo: わあー
[1137.890] (S)ｼｷ_: わーw
[1138.057] れもんちぃ0: あらー
[1138.160] あるみ屋: ええええ
[1138.495] mizuno0624: おわああああ
[1138.590] asabangohan1945: わーーーー
[1138.681] (S)rinapi_pi: あ
[1138.883] (S)otooto_: うまいなあ
[1139.039] suiha_7: radaoW
[1139.239] rui_sk39: あらら
[1139.312] (S)kurageru: わーーー
[1139.660] ゆずシフォン: うわー
[1140.127] (S)dash_1324: ぎえええ
[1140.391] yuki_empty: radaoCry1
[1140.612] (S)suzunone_: radaoCry1
[1140.687] べ_た: うまい
[1141.643] るこるる: うわあ
[1141.786] (S)mekuro2047: わぁぁぁ
[1143.407] kinugoshi_douhu: おわー
[1143.447] 銀杏歩: radaoCry1
[1143.513] (S)omuricemogumogu: radaoScream2
[1143.520] (S)キキ키키: おわーw
[1144.190] (S)マロン_: ああああー
[1144.235] (S)ｼｷ_: radaoCry1
[1144.251] tanuki_pan: radaoCry1
[1144.417] (S)reiki_1220: うわー
[1144.844] (S)ケリーモン: 2台はー
[1145.755] (S)salyu__: radaoCry1
[1146.084] suiha_7: radaoW
[1146.525] (S)るりあげは: うわー
[1146.726] あるみ屋: radaoCry1
[1146.749] (S)mekuro2047: 吹っ飛んだ
[1148.158] (S)hishaku_o0: radaoCry1
[1148.835] (S)meria777: あ、歪んだか？
[1150.682] (S)mekuro2047: radaoCry1
[1150.985] (S)夏吉: うわぁぁぁー
[1152.280] (S)マロン_: radaoCry1
[1152.534] あじさ: radaoCry1
[1153.348] (S)冷凍みかん3: これ歪んでそう
[1153.532] tanuki_pan: たすけて〜
[1153.964] (S)arisa_184: しかもゆがんでら
[1154.206] (S)kojikoji333: ヘリがなかったー
[1155.467] エフまる: てか歪んだねw
[1158.753] ﾏﾙﾏﾙ: たすけて～；；；
[1159.523] (S)yunyun7171: 個人医〜っ
[1159.539] (S)pepechi80: radaoCry1
[1159.643] (S)zonzon_00: ギリ落ちなかったか
[1159.682] (S)とろネギ: まず〜い
[1160.578] (S)suuchaaa: レダーのピコピコすごく分かりやすい
[1163.083] (S)mekuro2047: 歪みかぁ
[1163.360] (S)よわいごりら: どんまいだー
[1163.693] (S)ぷてゃん: 歪んでる〜
[1164.291] (S)salyu__: ヘリが無かったなぁ
[1164.759] れもんちぃ0: いまのはしゃーない
[1165.200] (S)kumaqoo: radaoCry1
[1165.661] ゆかりんりん: 位置ずれ起きてそうｗ
[1166.095] (S)matou_06: radaoCry1
[1166.681] (S)kodada85: radaoCry1
[1168.049] (S)あっひょ: 個人医〜 
[1168.256] many7575: ありゃ
[1170.702] (S)suzunone_: 歪んでる……
[1170.841] ayunosioyaki0223: radaoCry1
[1171.207] sqltcandy: 銃声エグイ
[1171.250] (S)ほりいしなぁる: ずっとぐでーってなってる 
[1172.026] (S)matou_06: 歪み～
[1172.108] あるみ屋: 歪んでらw
[1177.117] an_do121: radaoHi
[1177.613] (S)ひるおおお: にんじんがw
[1179.382] なっち: にんじんカーいたw
[1179.632] あっすー_: ヘリの準備大事やねぇ
[1182.790] (S)nico_kk_mp: そす神が見えた
[1185.241] ayunosioyaki0223: www
[1187.807] (S)冷凍みかん3: なおった
[1188.438] ﾏﾙﾏﾙ: ﾍﾟｼｬ...
[1190.633] (S)Hyper_ringo: 落ちそうw
[1190.847] reo_014: ぐちゃ
[1190.944] (S)さわタイ焼き: お
[1191.820] tarabaaaa: お
[1191.953] kurose_i: お
[1192.025] baceneKo: べちゃっw
[1192.204] (S)キヨタカ: お
[1192.280] (S)ｼｷ_: なおったー
[1192.319] (S)arisa_184: ほ
[1192.436] many7575: 個人医ー！
[1192.636] (S)あっひょ: お！
[1192.940] (S)pepechi80: お
[1193.025] 佐野ちャん: お
[1193.246] ﾏﾙﾏﾙ: お！？
[1193.315] (S)matou_06: お！！！
[1193.529] (S)ねけめれ: わっ
[1193.750] (S)laitea1124: radaoKitya
[1193.761] (S)なち222: きちゃ
[1193.886] jeremiah_9s: お
[1193.980] rui_sk39: え
[1194.050] (S)kurageru: お
[1195.041] emazkirin: お
[1195.114] ゆずシフォン: お
[1195.213] (S)suzunone_: お
[1195.695] (S)maro__ma: お
[1195.735] るこるる: お
[1195.998] (S)arisa_184: あー
[1196.468] baceneKo: ！
[1196.771] (S)ｼｷ_: お！？
[1196.862] (S)yunyun7171: あ
[1196.975] kurose_i: あああ
[1196.986] あるみ屋: お！
[1197.201] urullowo: おーーー！！
[1197.423] わらびもち_11: お
[1197.478] rui_sk39: あ
[1197.785] (S)ookawaseiji: あ
[1197.827] higiomi: ｗｗｗｗｗ
[1197.914] ﾏﾙﾏﾙ: あああw
[1197.964] (S)Hyper_ringo: ああああ
[1197.981] frogflingpstfst: おしい
[1198.077] tarabaaaa: ｗｗｗ
[1198.143] (S)matou_06: おしい
[1198.332] an_do121: お
[1198.565] yuki_empty: あ
[1198.770] mizuno0624: あｗ
[1198.774] (S)laitea1124: wwwww
[1198.795] (S)salyu__: ないす
[1198.812] 佐野ちャん: うｗｗｗ
[1198.957] (S)Rio__44: あ
[1198.970] (S)あっひょ: あ
[1199.053] (S)mekuro2047: radaoKitya
[1199.100] (S)seiasama: あ
[1199.504] ちゃろ58: おｃ
[1199.545] (S)murasaki24violet: あ
[1199.963] (S)コンさん: お
[1199.993] 半角スペース: つん
[1200.067] れもんちぃ0: wwwwwwww
[1200.381] ayunosioyaki0223: あw
[1200.825] many7575: おちたwww
[1200.826] (S)和泉ぴけ: いたいw
[1200.863] urullowo: あ
[1200.938] mizn0_0: wwwww
[1201.124] kon0703: www
[1201.322] (S)ケリーモン: おしい
[1202.079] (S)furikakefurifuri: でもええんやないかｗ
[1202.082] (S)salyu__: あああああああ
[1202.296] (S)ねひと: あ
[1202.426] (S)dash_1324: うえぁ
[1202.437] kurose_i: あ
[1202.849] あるみ屋: あwww
[1203.193] (S)mekuro2047: wwwwww
[1203.307] (S)rinapi_pi: あｗｗ
[1203.392] (S)suuchaaa: www
[1203.608] (S)suzunone_: うぅ
[1204.105] (S)maro__ma: おしい
[1204.288] kuro_300: うおおお
[1204.336] (S)しめったチワワ: wwww
[1204.432] an_do121: www
[1204.510] (S)arisa_184: ！！！！！！
[1204.806] (S)komatuna_pipipi: にげろ〜！！
[1204.857] rui_sk39: え？
[1204.994] ばのさん: ゆちゃ
[1205.441] mizuno0624: おおおおおおおおおお
[1205.884] (S)ねけめれ: ；；
[1206.679] (S)にびびび: 主治医ぃいいい
[1206.915] (S)璃喜: すごいすごい
[1206.974] yuki_empty: おおおおお
[1207.169] (S)matou_06: おいおおいおいおいおい！！！
[1207.397] (S)冷凍みかん3: おおおおおおお
[1207.411] (S)ゆきじぃ: ないす！！！
[1207.548] isaco135: radaoFight
[1207.747] ko_do_1123: wwwwwwwww
[1207.938] ﾏﾙﾏﾙ: うおおおおおおお
[1207.958] (S)ねひと: おおおおおおお
[1208.199] nqta_coconut: おおおおおお
[1208.211] (S)さわタイ焼き: radaoFight
[1208.232] (S)pepechi80: がんばれーーーーー！！！！！
[1208.403] (S)Hyper_ringo: ゆちゃー！！！
[1208.414] 00kurosuke: radaoFight
[1208.684] (S)なち222: ゆちゃああああ
[1208.824] many7575: がんばれー！
[1208.873] (S)たけじ: takejjjj subscribed at Tier 1. They've subscribed for 2 months, currently on a 1 month streak! 神ぃ
[1208.891] (S)reiki_1220: おおおおお
[1208.968] (S)妖野蓮子: ゆちゃー！
[1209.095] なっち: ゆちゃ！！！
[1209.159] muru1113: うおおおおお
[1209.184] (S)ookawaseiji: ゆちゃ！！！！
[1209.231] mizn0_0: ゆちゃ！！！
[1209.378] (S)laitea1124: radaoBanzai
[1209.400] emazkirin: おおおおおお
[1209.443] (S)hukoiooo: うおおおおお
[1209.467] 濃香めろん: radaoFight
[1209.469] (S)red_S10: ゆちゃー！！
[1209.611] ゆずシフォン: ないすー
[1209.723] higiomi: ゆちゃ～～～！！！！！！
[1209.770] rui_sk39: おおおおおお
[1209.795] (S)murasaki24violet: がんばれ
[1209.806] ベニマル: うおおおおおおおおおお
[1209.840] (S)マロン_: おおおおおお
[1209.910] (S)和泉ぴけ: ゆちゃー！！！
[1209.911] (S)yunyun7171: おおおおおおお
[1209.981] yu_ri1416: ゆちゃー！！
[1210.166] (S)omuricemogumogu: radaoOtaku
[1210.353] 佐野ちャん: ゆちゃ～～！！！
[1210.354] (S)furikakefurifuri: きたああああああああああああああああ
[1210.397] panno_mimi: おおおお
[1210.454] (S)yui1yui: うおおおおお
[1210.735] (S)冷凍みかん3: ゆちゃあああああああ
[1210.758] くるくく: ないすうううう
[1210.863] (S)suuchaaa: 激アツ！！！
[1210.902] (S)ぷてゃん: ゆちゃ！！！！！
[1210.922] (S)あっひょ: がんばれーー！！
[1210.955] わらびもち_11: radaoFight
[1210.964] tanuki_pan: うおおおおおお
[1211.037] hima_norita: うおおおおおおお
[1211.071] tarabaaaa: ゆちゃ～～～！！！
[1211.076] (S)meria777: ゆちゃあああああああああああああ
[1211.103] baceneKo: がんばれー！
[1211.256] ぎむきょういくろせ: おおおおおおお
[1211.258] (S)suzunone_: ゆちゃー！！
[1211.405] kanariatobu: ゆちゃめろー！
[1211.497] mizyok4: ゆちゃーーーーー！！！！
[1211.778] (S)salyu__: がんばれ
[1211.805] dhisan_ino: ゆちゃああああああ
[1211.841] (S)きなこ117: ゆちゃー！
[1211.843] ryotamk_2: ゆちゃああああ！！！！！
[1211.896] nekodama2155: ゆちゃあああああああああ
[1211.898] many7575: radaoKansya
[1212.019] (S)hishaku_o0: radaoFight
[1212.123] (S)ケリーモン: ゆちゃーーー
[1212.204] (S)otooto_: ないすー！
[1212.341] suiha_7: radaoFight
[1212.417] あるみ屋: ゆちゃーー！！
[1212.466] urullowo: ゆちゃああああああ
[1212.842] ﾏﾙﾏﾙ: radaoKansya
[1212.855] emazkirin: がんばれ！！！
[1212.886] (S)kokone0927: ゆちゃー！！！
[1212.973] kon0703: ゆちゃーーーー!!!
[1213.041] (S)ｼｷ_: ゆちゃあああああ！！
[1213.069] an_do121: ゆちゃー！！！
[1213.077] ばのさん: きたああああああ
[1213.088] (S)Rio__44: ゆちゃーーーーー
[1213.169] (S)とろネギ: ゆちゃさ〜ん！！！
[1213.282] (S)コンさん: radaoFight
[1213.283] tanuki_pan: radaoFight
[1213.286] (S)kurageru: おおおおおおおおお
[1213.301] umitakekun: ゆちゃー！
[1213.384] (S)matou_06: まじか！！！神！！！！！！！
[1213.403] (S)南雲ン: おおおおおお！！！！
[1213.820] (S)dash_1324: ゆちゃ姉ー！！！
[1213.842] (S)キヨタカ: radaoBanzai
[1213.861] (S)zonzon_00: うおおおおおお
[1213.913] みさお婆ちゃん: radaoFight
[1213.925] けんん1203: ゆちゃ〜！！！
[1213.942] (S)arisa_184: 女神 
[1213.997] (S)ひるおおお: ゆちゃ～
[1214.041] まめのいる: ゆちゃぁああああああ
[1214.075] em21__: ゆちゃああああ
[1214.080] あっすー_: がんばれー！！！
[1214.130] (S)ほりいしなぁる: ゆちゃー！！！！
[1214.233] (S)nanoka_piyo: おおおおおお
[1214.357] skkmrsaki: radaoBanzai
[1214.452] れもんちぃ0: ゆちゃー！！！！！！
[1214.465] (S)しめったチワワ: radaoBanzai
[1217.764] suiha_7: radaoKansya
[1217.795] (S)tomako_0309: ゆちゃー！！！
[1217.806] mizuno0624: ゆちゃあああああああ
[1217.845] るこるる: radaoBanzai
[1217.861] (S)キキ키키: radaoBanzai
[1217.946] (S)michelyamachan: ゆちゃー！！！
[1219.044] ryotamk_2: radaoBanzai
[1219.216] (S)nico_kk_mp: ゆちゃーーーーー！！！！
[1219.249] (S)mekuro2047: radaoKitya
[1219.322] (S)ｼｷ_: ありがとおおおお 
[1219.422] (S)hojicha79: ゆちゃぁ！！！！！
[1219.424] シュウ米: radaoBanzai
[1219.579] sqchq_n55: radaoBanzai
[1219.729] (S)halu0622: radaoKitya
[1219.798] baceneKo: radaoKitya
[1220.147] many7575: ナイスピックー！
[1220.220] (S)lana_mx: radaoBanzai
[1220.252] (S)matou_06: ゆちゃ～～～！！！
[1220.265] ふむふる: ゆちゃああああああ！！！
[1220.292] (S)にびびび: ゆちゃさーん
[1220.323] (S)maro__ma: ゆちゃー！！
[1220.342] (S)haru_chan92: ゆちゃぁぁぁぁぁぁ
[1220.355] (S)pro_arc7: radaoBanzai
[1220.372] (S)Rio__44: radaoKitya
[1220.387] ameneko64: 神！！！
[1220.509] (S)都々: 神ピックきちゃあ
[1220.818] (S)zonzon_00: さすゆちゃ
[1220.843] (S)parumu252: ナイス
[1220.843] meso_1001: radaoKitya
[1220.863] mimipaadesu0428: radaoBanzai
[1220.893] (S)tera_7777: radaoBanzai
[1220.937] (S)yui1yui: radaoBanzai
[1220.958] (S)なち222: ゆちゃきちゃー！！！
[1220.977] sakiika0w0: radaoYatta
[1221.099] (S)あっひょ: 女神ーー！！！！
[1221.127] (S)rinchan1917: ゆちゃナイスーーーーー
[1221.157] (S)komatuna_pipipi: 神！！！！
[1221.166] (S)mekuro2047: radaoOtaku
[1221.202] (S)海にぃ: radaoBanzai
[1221.246] (S)hira_ra: radaoBanzai
[1221.352] urullowo: radaoBanzai
[1221.759] (S)kuronoa_1109: ゆちゃ！！！！！
[1221.766] (S)きなこ117: radaoBanzai
[1222.098] (S)yomoyomoyomochan: ナイスーーー！！！！
[1222.105] (S)ねけめれ: ゆちゃー！！！
[1222.129] ゆずシフォン: radaoBanzai
[1222.166] emazkirin: ゆちゃ！！！！！！
[1222.239] ﾏﾙﾏﾙ: ゆちゃ～～～～；；；；；
[1222.265] (S)wancoon: radaoBanzai
[1222.311] (S)夏吉: ゆちゃー！！ 
[1222.316] (S)枯木です: radaoBanzai
[1222.381] ばのさん: radaoKitya
[1222.383] シルキス: ゆちゃー！！
[1223.203] (S)ひなしろ: radaoBanzai
[1223.206] (S)kodada85: radaoBanzai
[1223.246] (S)towa1228: radaoKitya
[1223.318] (S)maro__ma: radaoBanzai
[1223.539] jeremiah_9s: ゆちゃぁぁぁぁぁ
[1224.146] (S)mekuro2047: radaoBanzai
[1224.330] (S)うにいくらどんどん: radaoPikon
[1224.332] (S)abara_129: ゆちゃぁぁああ 
[1224.373] (S)k0damaru: ゆちゃーーーありがとーーー
[1224.391] (S)ｼｷ_: radaoBanzai
[1224.519] (S)みゆちきんくりすぷ: radaoCry1
[1224.522] (S)ゆう1151: おおおおおおおおおおおお
[1224.575] (S)さわタイ焼き: radaoBanzai
[1224.605] (S)pepechi80: radaoBanzai
[1224.623] (S)ririca03: radaoBanzai
[1225.273] (S)komatuna_pipipi: radaoBanzai
[1225.474] nqta_coconut: ゆちゃー！！！！！！！
[1225.492] (S)たかなしはな: radaoBanzai
[1225.506] asabangohan1945: radaoBanzai
[1225.611] (S)hiro25800852: ゆちゃ神
[1225.694] (S)l32589: radaoBanzai
[1225.747] mizn0_0: radaoBanzai
[1225.909] cokeraita: ゆちゃー
[1225.922] (S)iriya_rey: radaoBanzai
[1226.020] しめざめ: radaoKitya
[1226.082] (S)ミヤオ: radaoBanzai
[1226.195] セレちゃ: radaoBanzai
[1226.221] (S)matou_06: radaoBanzai
[1226.286] emazkirin: radaoBanzai
[1226.428] れもんちぃ0: radaoBanzai
[1226.482] (S)mekuro2047: radaoKansya
[1226.482] (S)yutankonasu: radaoKansya
[1226.509] kuro_300: ゆちゃーー！
[1226.694] 紗弥0926: ナイスピック
[1226.913] (S)saraniron: radaoKansya
[1226.965] (S)rururu3_: radaoBanzai
[1226.994] (S)hukoiooo: radaoBanzai
[1227.130] (S)rago_118: ゆちゃー！！
[1227.169] rui_sk39: radaoBanzai
[1227.197] hima_norita: radaoBanzai
[1227.199] 銀杏歩: radaoBanzai
[1227.350] shiroinuno_roa: radaoKitya
[1227.357] (S)ぷてゃん: radaoKitya
[1227.579] shumile_: radaoKitya
[1227.583] zabuton5mai: radaoKansya
[1227.586] くるくく: ゆちゃあああああ
[1227.615] (S)moonside_rabbit: マジで助かる！
[1227.704] (S)~MISSING_COMMENTER_INFO~: すげー！！！！！！
[1227.742] なっち: 神いいい！
[1227.803] tanuki_pan: radaoDaisuke
[1227.932] (S)yunyun7171: radaoBanzai
[1228.378] (S)みゆちきんくりすぷ: radaoBanzai
[1228.417] (S)laitea1124: radaoBanzai
[1228.425] (S)1nu_wnwn: radaoKansya
[1228.758] (S)seiasama: radaoBanzai
[1228.912] (S)おーばちゃん: ゆちゃさーーーーん！！！！
[1228.991] 00kurosuke: なーいす！！！
[1228.998] わらびもち_11: radaoKansya
[1229.044] kurose_i: ゆちゃー！！！
[1229.076] (S)omuricemogumogu: radaoBanzai
[1229.109] ゆずシフォン: radaoKansya
[1229.118] (S)mochimurapiyokichi: 個人医最強！！！
[1229.120] ryotamk_2: radaoKansya
[1229.177] dokukinoco: radaoKansya
[1229.219] (S)とろネギ: radaoBanzai
[1229.227] sunomono8: radaoBanzai
[1229.236] (S)南雲ン: radaoBanzai
[1229.306] (S)otooto_: radaoBanzai
[1229.433] (S)あつこ_0609: 神ー！！！
[1230.068] (S)Rio__44: ゆちゃナイスぅーーーー
[1230.120] (S)kisaragimomo_: radaoBanzai
[1230.302] rui_sk39: radaoKansya
[1230.314] yuki_empty: radaoKansya
[1230.534] (S)kumai_san: radaoBanzai
[1230.650] kuro_300: radaoKansya
[1230.768] (S)yui1yui: radaoOtaku
[1230.779] あるみ屋: radaoKansya
[1230.869] emazkirin: ゆちゃーーーー！！！！
[1230.984] (S)キヨタカ: radaoKansya
[1230.994] (S)ケリーモン: radaoKansya
[1231.074] (S)つなまよ07: ゆちゃー！
[1231.124] (S)iris_r5: radaoBanzai
[1231.232] jyu_bako: radaoBanzai
[1231.265] (S)モンドカッツェ: radaoKansya
[1231.290] (S)salyu__: radaoKansya
[1231.326] many7575: やっぱ個人医なんだよー！
[1231.467] umitakekun: マジ女神！
[1231.499] (S)猫ミントン: radaoBanzai
[1231.506] nanashico27: radaoKansya
[1231.509] sakiika0w0: radaoBikkuri
[1231.759] (S)ナイトゥーロビダル: ゆちゃめろ神すぎ！
[1231.768] (S)ｼｷ_: かみいいいい！！！
[1231.911] ﾏﾙﾏﾙ: 神ピックすぎる！！
[1231.915] (S)ｶﾆﾁｬﾊﾝ: radaoBanzai
[1231.929] roy_rag: 神ピックきちゃあああああ
[1232.209] (S)ねこのみー: たすかるー！
[1232.339] (S)みゆちきんくりすぷ: radaoKansya
[1232.442] (S)ほりいしなぁる: radaoBanzai
[1232.552] ドコサヘキサエン: radaoKitya
[1232.590] sqltcandy: 神ピック！
[1232.661] miya_4950: ゆちゃ〜 
[1232.664] (S)aibou0511: radaoBanzai
[1232.669] 滑鶏: radaoBanzai
[1232.817] (S)koskeleton: radaoKitya
[1233.104] (S)reiki_1220: radaoBanzai
[1233.172] (S)るりあげは: ゆちゃさーん 
[1233.238] (S)kurageru: radaoKitya
[1233.428] (S)kanae2004: radaoBanzai
[1233.648] (S)さと卯: radaoBanzai
[1233.663] ばのさん: ゆちゃしか勝たん
[1234.191] シルキス: バザードが 
[1234.363] (S)キキ키키: ゆちゃー！
[1234.366] (S)moonside_rabbit: radaoBanzai
[1234.566] (S)heru1126: radaoBanzai
[1234.694] pan_dawa_: radaoCry1
[1234.809] るこるる: radaoKansya
[1234.888] (S)さるさろは: 神〜！！！
[1235.117] (S)kokone0927: 最強だー！！！
[1235.521] ayunosioyaki0223: radaoKansya
[1235.550] (S)ゆう1151: radaoBanzai
[1235.637] (S)arisa_184: ゆちゃさんが一番すきや
[1235.740] wimpe75: radaoBanzai
[1235.830] (S)あっひょ: radaoBanzai
[1235.863] (S)うどーんちゃ: radaoKansya
[1236.129] emazkirin: radaoKansya
[1236.348] (S)teyapn: radaoKansya
[1237.232] amasagi_: radaoBanzai
[1237.267] (S)yunyun7171: radaoKitya
[1237.478] セレちゃ: radaoKansya
[1237.600] suiha_7: radaoBanzai
[1237.854] るこるる: radaoBanzai
[1238.173] (S)篠影: radaoBanzai
[1238.655] wimpe75: radaoKansya
[1238.978] (S)猫ミントン: ゆちゃ...!!
