[7.670] もきち555: こんうめちゃん
[5716.405] KAKU78: さっきの見にくかったので少し修正
[5721.478] KAKU78: Red Bull Kumite 2024 NEW YORK 予定タイムスケジュール 2：00～メインイベント、2：30～TOP16 ROUND 1、6：00～ハーフタイムショー、6：20～準々決勝、10：00イベント終了
[5724.503] bb08763: umeGoat
[5727.288] tabibitox: バーチャ勢
[5743.597] ジャンクばっち: スケジュールありがとー
[5746.660] (S)ganaha5757: ウメちゃんのサインステッカー買ったからアケコンに貼ります
[5747.525] sasuke180sx: お相手プロの方ですね、別ゲーですが。
[5768.131] gb_niconico: スケジュールありがとうございます。長丁場ですな
[5771.220] にしん__: 生ラッシュ中にパリィボタンマジでやっちゃう
[5806.536] kilumedo: 全トナメ5先だから普段より長くなりそうね
[5810.266] kawasak1n: 助かります
[5823.453] ラリメモ: へぇ…別ゲーのプロはやっぱり考え方とかも近くて勝てやすいんかね？ｗ
[5829.219] shibaponz: おおよそ８時間なのか...
[5836.880] (S)nanakusan793: でんせつさんウメちゃんステッカー当ててる
[5837.667] muji_na: 深夜2時からやるってこと？
[5839.338] 江田島平八んぽこ: w
[5841.088] gb_niconico: あ、五先なんですね。スト6展開早いとはいえやな
[5841.189] 日本語かな: 5先なんだ〜。瞼が落ちるか先かもしれん。
[5841.376] (S)ganaha5757: ファンサするねぇ
[5842.990] (S)軽く捻るか: あら
[5843.452] だいこん_: 避けんなよ！
[5843.630] Fkdso555: コマ投げおじさん
[5848.303] 江田島平八んぽこ: アメリカだからね
[5849.096] johndoe6523rp: ５先の大会で優勝は嬉しいだろうなあ
[5867.194] ジャンクばっち: あ
[5873.671] 江田島平八んぽこ: おもむろ
[5875.365] ラリメモ: 5先ですがシングルトナメですのでお忘れなく
[5878.287] muji_na: チュ
[5883.297] 日本語かな: 納得性はある5先
[5903.746] kilumedo: ダブルイリミと違って負けたら終わり？
[5907.624] 江田島平八んぽこ: ボンさーんも納得のルール
[5918.631] 日本語かな: 残機0やから負けたら終わりやね
[5919.709] tabibitox: 前回も同じだった
[5925.984] らみはい: らみはい subscribed with Prime. They've subscribed for 21 months! 
[5927.521] micco_nami: he's titled huh 
[5929.292] zan_k9: 敗者復活戦なしってことか
[5931.854] (S)vaio_95: 起きてもまだやってるから大丈夫やで
[5933.267] (S)nanakusan793: スト5だったら阿呆みたいに時間掛かる
[5940.194] johndoe6523rp: 久しぶりにアイドムが見れて嬉しい
[5940.635] tabibitox: 前回はいきなりバード対決だったな
[5945.919] にしん__: また弾抜け忘れてそうな…
[5946.059] ラリメモ: もちろんｗ ５先でダブルイリミだったら１２時間やっても終わらんｗｗｗ
[5946.429] Fkdso555: 去年は何先だっけ
[5953.471] ジャンクばっち: つよーい
[5954.991] kilumedo: でもボンさーん７先のTOPANGAじゃあ
[5960.090] (S)ちぇんぷる: そろそろ2時だねえ
[5965.434] kazumetal: ルー↑ルが悪いだろぉ！
[5974.557] gb_niconico: 後2戦くらいかな
[5979.572] junjamaica: タツヤ起きてこねーなｗ
[5986.686] (S)vaio_95: すてーん
[6006.241] zan_k9: ハイゲ見てましたしね...
[6006.458] (S)hoshi_boshi_0: ボンちゃんのポストによると、トナメくじ引きにもひと工夫あるみたい？なので楽しみ
[6012.221] (S)pazsawa_: ジェイミーおもろいすか？
[6012.843] ジャンクばっち: とんおり対決
[6016.394] 江田島平八んぽこ: らしいね
[6023.379] aiukake: ジェイミー伸びしろどれくらいありそう？
[6031.524] micco_nami: take a break 
[6035.519] manimani1155855756452: ありけんさんとは初対面？
[6047.126] 江田島平八んぽこ: 一試合ごとに直前に引いて決める感じだったろ面白そう
[6061.445] johndoe6523rp: ウメさんの優勝予想が聞きたい
[6081.407] (S)ちぇんぷる: BibleThump
[6097.260] ラリメモ: 去年はそのくじ引きのお蔭（？）で
[6101.243] junjamaica: 賭けさせてくれうめちゃんｗ
[6104.173] banana_seven777: 酒を飲む過程がある時点でケンより弱くないですか？
[6115.585] ラリメモ: バード兄弟が初戦に当たったんですよねw
[6138.059] 江田島平八んぽこ: ジェイミーは本調整までの繋ぎ？
[6150.737] aiukake: とりあえず飽きるまでじゃない？
[6158.275] MaximumEffor7: What Daigo things of Jamie
[6160.175] muji_na: あら
[6162.968] kilumedo: 抽選くじって名前が書かれた札が高いところに釣られてて、それをレッドブル飲んで羽生えた主催者が取ってきて対戦カード決めるんだっけ？
[6189.400] ラリメモ: 現状は繋ぎ予定ですね…次の調整でのリスク分配って所らしいです
[6194.388] onigiri21: SA2なら終わったかな今の
[6196.402] pingu853: Good evening from France ! 
[6201.632] aiukake: 飲まなくてもとんおりも弾抜けもあるキャミィさん
[6208.748] aiksama100: ⚫️🟨🟥💨 ブッ
[6227.580] 江田島平八んぽこ: なるほど！
[6229.579] (S)nanakusan793: こいつのとんおりつええよお
[6230.330] tabibitox: キャミィさんは上位互換じゃけぇ・・・
[6233.930] DXKO: NotLikeThis
[6235.488] johndoe6523rp: 🥐is GOD
[6246.908] onigiri21: とんおりの歴史が違うってわけ
[6255.989] kazumetal: 調整までにあるデカい大会ってevojapanくらい？
[6256.507] 江田島平八んぽこ: またズリ
[6264.988] (S)ラベット: ｽﾞﾘﾁｬﾝ
[6268.655] aiukake: しかも手足もジェイミーより長い
[6352.693] ラリメモ: そう言えば誰かが『ジェイミーはルークのライバルキャラ』って話出てたけど、どこ情報かわかる方いらっしゃいますか？
[6365.237] pensador28: GoatEmotey
[6378.796] JustRight112: what are other jamie players not doin more? @DaigoTheBeasTV
[6387.196] np2np: もうすぐ２時に
[6390.218] (S)ちぇんぷる: もうすぐ2時だよー
[6395.545] v_harumi_v: そろそろ２時になるよー。
[6399.373] 日本語かな: ストーリーとかファイティンググラウンドのvsのイラストとかでライバルっぽさ出てる
[6402.023] (S)vaio_95: たつやスヤスヤか？
[6403.770] ryuken_future: ストーリー的にジェイミーとルークはライバル関係のはず
[6404.147] haru2b: ゲーム内の絵ちゃうか
[6407.275] kazumetal: 2時やから抜けてくれたんか?
[6408.682] pingu853: Modern Luke 
[6408.884] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[6409.581] micco_nami: so many modern players
[6410.559] 5don: これでおしまいかな
[6413.115] 箸くれ: ウメちゃんが舌打ちするのは相当ヤバい
[6426.633] 日本語かな: なお、街中で肩ぶつかっただけの模様
[6430.388] pingu853: @micco_nami Yeah...
[6440.801] vslash00: ルークジェイミーキンバリーが、リュウケン春麗ポジなんだよね
[6445.274] aiukake: Japan is modern kingdom
[6446.904] 江田島平八んぽこ: へー
[6451.610] JustRight112: they dont have a stigma towards modern players unlike the US
[6459.326] あつ氏_: もうすぐ2時ですが眠気大丈夫？
[6460.525] すれいまん: ウメちゃんミラーすんのか・・・明日が月曜日でなければ・・
[6464.557] 日本語かな: 公式は世代交代的な意味でその3人置いてるみたいね
[6468.023] micco_nami: they should
[6468.919] v_harumi_v: 本配信はじまったよー
[6469.724] ジャンクばっち: 2時なたよー
[6472.047] 5don: 本配信はスタート
[6473.772] 江田島平八んぽこ: ほえー
[6487.508] 京こ: 対空されて思い出すM
[6488.274] ラリメモ: 確かにライバルっぽく描かれてますが、ワールドツアーにも絡みほとんど無いし、よくわからんのです…
[6493.682] あつ氏_: めっちゃ眠そうw
[6494.038] duck138468: 見れるように、なたよ
[6495.217] zeth07: @DaigoTheBeasTV You can do sweep combo after 6HK for 1 drink instead.
[6495.925] JustRight112: @micco_nami disagree
[6506.225] kahaku91: ウメちゃん花粉つらいのでは？
[6511.205] 5don: ひびきさん「ひびきザ・ビースト」って紹介されてましたｗ
[6511.451] JustRight112: hence why Japan is better than us
[6511.883] (S)軽く捻るか: あるか？
[6512.252] zeth07: 5HK*
[6514.751] junjamaica: はじまったぞ
[6520.846] (S)vaio_95: ww
[6521.322] kilumedo: キャラデザがそんな感じってのだからシナリオはまた違うのかもね
[6524.390] Ophiuchuss: without modern mode i would've never played SF6 and have so much fun playing it, nothing to be ashamed of
[6525.276] micco_nami: ok
[6525.288] v_harumi_v: ミラー配信しないとだー
[6525.827] (S)nen_100: 米特殊部隊上がりの若者、中華街のゴロツキ、忍者ごっこのインテリ少女。
[6526.755] (S)軽く捻るか: あああ
[6528.379] だいこん_: すごい大胆な飲み
[6537.951] JustRight112: @Ophiuchuss good
[6543.190] aladdiz: 今回ワールドツアーのストーリー自体がそもそもキャラを深堀する内容じゃないからね
[6543.941] JustRight112: glad to have you
[6544.957] (S)ちぇんぷる: おお
[6546.994] ジャンクばっち: 確定か
[6557.811] tabibitox: 生はさすがに追撃減るなぁ
[6565.704] junjamaica: ミラーよりランクマｗ
[6593.135] 日本語かな: ナンバリング的にはスト1のケンがリュウのライバルですって言われても時間が経ってないからそのうち良きライバルになるっしょ
[6594.131] kilumedo: こうなってちょっと安心してる俺がいる
[6594.300] osarusan26: まぁさすがに今のタイミングで辞められないw
[6604.342] ダイナソー龍崎: 海外ニキ達もモダクラ論争捗ってます
[6606.798] aiukake: Japanese pros are calmly assessing the strength of modern and choosing classics based on that assessment.
[6609.758] yamamaya673: まぁまだでしょ
[6611.054] にしん__: 不要かもですが、画面端付近で中足(一部キャラ除く)以上の技ジャスパとるとOD絶唱が入って酒３杯いけます
[6612.540] (S)mobageiskusoge: はじまったぞ
[6617.667] v_harumi_v: メンおじさまが、設定してくれてたのできるかな
[6618.076] (S)vaio_95: 一応ね
[6621.495] shibaponz: あやうく普通の配信になるところだった
[6621.755] johndoe6523rp: メンおじ〜
[6624.886] ジャンクばっち: キター(・∀・)
[6631.785] 日本語かな: 助けてメンおじ〜
[6632.093] tabibitox: ミラー先は本配信？日本語配信？
[6634.787] 日本語かな: 大丈夫？
[6637.053] aiksama100: ⚫️🟥🟨💨 ブッ
[6638.876] (S)rockmantarou: こんな時間に配信してたんだ～
[6638.948] せんじ肉: 水分不足？
[6639.944] (S)ちぇんぷる: わーい、ミラーだー
[6640.580] osarusan26: 打ち上げでたくさん飲んだの？
[6640.719] Fkdso555: フェイカー
[6641.647] suupu: 飲みすぎた？
[6646.506] aiukake: Faker
[6647.528] kahaku91: ミラー無かったら寝てるわな
[6648.401] bec118_japan: 鳥山明みたいな話とは違うよね？？
[6648.447] (S)pazsawa_: 大丈夫？
[6649.295] ミジンコ隊長: NotLikeThis
[6651.216] baebae_6: 気圧か
[6653.197] JustRight112: @14tuu  wish we couldve done the same thing instead of bastardizing it
[6653.401] rommaler1: Daigo-San i hope gachikun does well and hibiki please
[6656.160] 日本語かな: 無理せんでも大丈夫よ
[6656.733] cafe_gondo: 休み休みね
[6657.069] Komichi2: 水のんでみ
[6661.729] 5don: バファりますか？ 
[6661.751] megurun: 頭痛は我慢しても治らないよ
[6667.758] Fkdso555: 寝起きで低血圧だから？
[6668.178] kuniyoshi8: 低気圧来てるんかな
[6670.430] ster9908: 科学の力に頼ろう
[6672.703] gularain: 無理せずにね
[6672.819] (S)ちぇんぷる: 頭痛薬ない？？
[6676.188] むだいさん: むりしないでくだせえ
[6678.729] 36mgh: 更新したら始まってるかも？
[6678.770] sindou_ume: 頭痛薬無いのです？
[6679.886] ryuken_future: 頭痛薬飲むしかないか
[6681.005] johndoe6523rp: 始まってますよ
[6681.026] megurun: 鎮痛剤飲んだ方がいい
[6681.200] rommaler1: Please cheer for team japan
[6681.490] (S)竹雪: 寝不足で酒の分解が進んでないのかも
[6681.748] hiisan: とりあえず水のもう水
[6683.179] ナベさん: ロキソニンプレミアムで飛ぼう
[6683.488] bec118_japan: アイコンの赤丸押したら？
[6688.167] 5don: 日本語配信は前説スタートしてます
[6692.570] v_harumi_v: 日本の方ははじまってる
[6696.848] ラリメモ: 日本語のYoutubeは始まってますね
[6698.402] (S)mobageiskusoge: ***
[6698.462] junjamaica: アールはがんばってるｗ
[6699.514] (S)rockmantarou: 長時間集中すると頭痛きます
[6699.833] ranbin5656: 右はマゴさん？
[6706.827] tabibitox: 日本語配信はいつもの2人と根本歌にぃ
[6707.734] (S)hoshi_boshi_0: それ本配信だからまだなのかな？
[6711.160] nobunagaking: wed buu KUMITAE
[6728.145] (M)gameinntwitch: F5おしてー
[6728.708] johndoe6523rp: ツイッチはまだなのか？
[6737.106] demonbane_twosword: F5?
[6737.846] zan_k9: え？マゴさん？
[6738.514] gabriel_gamer09: F5
[6738.826] (M)gameinntwitch: Twitchまだなのかな？
[6739.194] ちぶるすきー: ***
[6743.612] ryuken_future: メンおじありがとー
[6744.460] (S)mobageiskusoge: f5
[6745.179] kahaku91: 始まってるよ更新して
[6750.946] demonbane_twosword: きちゃああああ
[6752.553] 日本語かな: おおー
[6757.063] (S)ちぇんぷる: メンおじありがとおおお
[6761.963] 日本語かな: きこえてるよー
[6762.043] tabibitox: 本配信ミラーか
[6763.007] v_harumi_v: 音きてるー
[6763.612] 新ころりん: 聞こえてるー
[6763.632] maruta0612: こわw
[6763.910] 箸くれ: きこえまーす
[6764.126] hiisan: 聞こえてるでぇ
[6764.399] だいこん_: 聴こえてます！
[6765.006] zeth07: Lupin the 3rd
[6765.228] demonbane_twosword: 聞こえてます
