[14.222] (S)mimoru_385: wako
[852.720] 緑髪りょくがみ: 笑える
[853.507] 親愛なるニンジン: 上から超える？
[853.652] (S)ららら0913: おかえり
[853.678] cyaso_desu: www
[853.937] vivi_0914: おかえり
[854.167] 0秒: wwwwwww
[854.379] tukky1208: やめてもいいぞ
[854.546] uziro0836: これだからリビング勢がいなくなる
[855.011] なぁゆ: wwwwww
[855.104] 6atorokunen6: wwwww
[855.248] yoy0077: www
[855.500] (S)urullowo: おかえりい！
[855.532] attye_: ww
[855.540] (S)たゆう_はね: www
[855.551] mondaizi_monzirou: ケツでイクはアウト
[855.953] (S)きっこまん: やめる？
[856.194] miku_0427: 発想が天才やね
[856.392] itayui5: ちょっとどころじゃない
[856.633] oja_290: 言い方変えろ
[856.772] binsen_0707: おかえり
[856.789] dangokyoshinja: wwwwww
[857.091] srnk46: しっかりな
[857.383] nun__00: wwwwwwww
[857.491] えいぺる: わこらだ なにこれ
[857.628] pasu0517: ケツでイく
[857.643] あいむやで: お帰りなさいませー
[857.829] karin_1127: その電気にさっきから吸い込まれてる
[857.854] huku_mm: やめる？
[858.426] rukua0522: ほんとにケツで逝ったw
[859.031] おかチャン: 今北わこらだ
[859.302] benisyake_ibuki: おかえり
[859.325] マチュ: bin？？？
[859.901] haruh_0531: エペやるか
[860.303] reontannau: 壺よりやばい系？？
[860.731] yoy0077: おかえりw
[860.916] 0秒: チュッ
[860.955] oorer10969: ズルしようとするな
[861.272] yura1196: 電球エッrrrr
[862.134] (S)レだん: おお
[862.825] mirumiru_h: radaoTyu
[863.033] tena3256: 修羅場
[863.284] 和泉ぴけ: ちょっとチア
[863.957] 緑髪りょくがみ: 転がってけ
[864.021] 17ititonana: イこうとするからだぞ
[864.254] mimuraminato: はい、ばーん
[864.404] そー司郎: 今北わこらだ
[864.488] multiinu: わこらだ
[864.698] mikan_san: おおおおお
[864.807] ruu_ha: おお
[864.970] shijima_san: お
[865.931] アーユン: お
[866.456] ぱんだぁぁぁ: おおおおお
[866.533] riooooo_0815: 一緒に逃げよう
[866.958] Hamutyaro_126: にげよー
[866.984] reirein0: 今来たわこらだ
[867.219] 0秒: いいね
[867.442] 17ititonana: お
[867.503] (S)sjindoa: おおおお
[867.549] nun__00: やばこれw
[867.988] キョロちゃん: エペする？
[868.078] (S)harudesuyooo: この音耳に残りそう
[868.282] (S)nakihai556: おおおおお
[868.744] (S)レだん: ｗｗｗｗ
[869.045] pugumo: うま
[869.348] (S)らるーご: おおおお
[869.423] tukky1208: 勢いwwww
[869.447] cyaso_desu: きちゃあ！！！
[869.594] tsuyuki77: さっきの奇跡だった
[869.992] zenryona_egg: おおおお
[870.236] すいぺりあ: お
[870.543] georgesmp0: 宇宙回転~~~~~~~~
[871.070] itoido: おおおおおおおお
[871.150] (S)sapichaaan: きちゃ
[871.238] (S)きっこまん: はやすぎん？
[871.306] yona_0724: おおお
[871.487] rumia_rl: おおおお
[871.508] hanadango823: おお
[871.547] mari69122: おおおお
[871.632] rei_0610: おおおおお
[871.732] (S)アキレゐト: はっや
[871.790] きゅうりのピクルス: 地面ついたらおうなるの？
[872.686] (S)rigore_napoli: おおおおおおお
[872.707] (S)レだん: おお
[873.055] (S)si_o_r: おおおおお
[873.181] atuono: お
[873.588] mondaizi_monzirou: リビングにいなくてよかった.....💦💦💦
[873.675] (S)peng1130: わこらだ
[873.795] ayunosioyaki0223: あ
[873.840] reontannau: 焦るならだお！！
[873.976] kgofmylife: うまい！
[874.180] family857: おおおおおおおおお
[874.268] tanakakun_110: 今逃げればまだバレないぞ
[874.487] mizn0_0: 今北わこらだ何これ
[874.729] 白だょ: 今なら逃げれるぞ
[874.833] srnk46: きちゃー
[875.102] もっちりとろーる: エぺやる？
[875.176] (S)ほしちゃ: うまwww
[875.310] (S)レだん: ｗｗｗｗ
[875.362] pasu0517: そう言うプレイが好きなんですか？
[875.456] yakumo_higan: おー
[875.890] asaborake0408: うおおおおおと
[875.954] アーユン: あ
[876.023] (S)kotori_py: おお
[876.185] (S)nakihai556: wwwwwwwww
[876.346] yotsuha1218: わこらだ
[876.543] ruu_ha: wwwww
[876.705] (S)rigore_napoli: wwwwwwwwwwww
[876.833] (S)ryotamk_2: wwwwwwwww
[876.914] すいぺりあ: はやいw
[877.110] shijima_san: ｗｗｗｗｗｗｗｗ
[877.120] karume1203: ｗｗｗｗｗ
[877.301] karuta2110: みんなポケモンやってるのにぽまえは何をやってるんだ
[877.343] (S)せっきくん: 効果音ほしいw
[877.360] yukki7969: おおおおおお
[877.414] nun__00: お
[877.525] かかおしてます: おおおお
[877.528] (S)ココナッツ__24: わこらだ
[877.529] (S)nashu_noike: wwwwwwwwww
[877.611] makaron593: ｗｗｗ
[877.961] (S)nonaru4637: oc
[878.073] mari69122: www
[878.147] dangokyoshinja: おおおお
[878.166] あっすー_: わこらだ
[878.265] itoido: ｗｗｗｗｗｗ
[878.318] (S)haru_anura: www
[878.355] latte_21: お
[878.426] 塩辛食べたい: ねええｗ
[878.466] karin_1127: おお
[878.511] hanadango823: wwwwwwww
[878.561] uchichan_p: お
[878.645] おいしいざっそう: 弱すぎるwww
[878.752] ぱんだぁぁぁ: だよねー－－－www
[878.800] (S)ui_nemutai: はい
[878.986] itigomiruku0803: いいね👍
[879.023] zenryona_egg: おかえり
[880.081] chun_taro2004: wwwww
[880.112] attye_: おおお
[880.136] (S)nekodama2155: おおお
[880.274] kakiageda: wwwwwwwww
[880.318] れれんれ89776: 勢い良すぎたな
[880.324] (S)nonaru4637: おc
[880.514] (S)なつおよ: wwwwwwwwwww
[880.547] はやあ: はやあ subscribed at Tier 1. They've subscribed for 16 months, currently on a 5 month streak! ふわ～～
[880.565] きゅうりのピクルス: 地面ついてもいいんじゃない？
[880.951] chococoo_827_: wwwwwwww
[881.179] なるか3: www
[881.401] mimuraminato: おお
[881.605] karin_1127: いけるいける
[881.797] (S)レだん: ゆっくりがんばー
[881.833] family857: はい
[881.880] tunamayo1234: www
[882.018] (S)yoneto_: wwwwww
[882.035] (S)sjindoa: wwww
[882.144] mirumiru_h: はい
[882.147] pasu0517: wwwwwwwwwww
[882.291] れもねーどー: wwwwwwwww
[882.384] 0秒: はんっしゃ
[882.414] (S)urullowo: さっきの奇跡なんだったんだ
[882.535] uchichan_p: コツ掴んでるwwww
[882.574] Disco_11: うまい
[882.642] (S)ozokunchan: radaoOwari
[882.809] (S)ららら0913: はやいね
[882.882] 59orange36: 59orange36 subscribed at Tier 1. They've subscribed for 18 months! 
[883.273] mikan_san: 早すぎもダメと
[883.282] asaborake0408: はい
[883.362] jyogijyogipen: おおおお
[883.483] なぁゆ: うまいうまいwww
[883.502] mofumofu30: wwwwww
[883.592] tsuyuki77: wwww
[883.603] suzuya_watanabe: なん...だと
[884.228] 6atorokunen6: お！
[884.907] 哀れな人の子: 力を制御できない…！
[885.078] shiorin0124: 制御できません！！！
[885.328] 神崎立夏: ？？？？？？？？？
[885.342] atuono: はやwwwww
[885.511] benisyake_ibuki: すごおおwww
[885.564] (S)えりさ_: wwwwwwww
[886.089] chikuwa058: わこらだ
[886.176] (S)かわうそのうそ: バイキング小峠さん？
[886.223] huku_mm: 止まってくれないww
[886.682] tararu_095: はやw
[886.926] おかチャン: wwwwwwwww
[887.475] hakusei11124: おおー
[887.602] w_san: ぽまえけつでイクんか
[887.668] 1051_33: はええええええ
[887.724] piriodo_1: はやいな
[887.814] 17ititonana: うまいwww
[887.835] (S)たゆう_はね: これは
[888.736] mimitabu_92: wwww
[888.772] cyaso_desu: www
[888.934] おいしいざっそう: きちゃー！ww
[889.537] (S)Butta_SoS: おかえり
[889.568] suzunami1111: www
[889.738] ひのした: wwwwwwwwww
[889.766] tukky1208: 座禅は動かねえよ
[889.823] すいぺりあ: 車！？
[889.965] アステール: 名言じゃん
[889.980] (S)ishicoro_coro_coro: はい
[890.138] 2jqtpja: 哲学w
[890.179] 1051_33: wwwwwwwwww
[890.452] yukki7969: wwwwwww
[890.675] riooooo_0815: wwwwwww
[890.747] itigomiruku0803: w w
[890.889] nekomrnn930: ww
[891.014] badrai_: 安定してるんです
[891.090] karin_1127: wwww
[891.152] 白だょ: あーあ
[891.220] (S)nekodama2155: www
[891.227] かかおしてます: wwwww
[891.228] nekohakase_2525: nekohakase_2525 subscribed at Tier 1. They've subscribed for 23 months! わこらだー
[891.233] (S)kotori_py: wwwww
[891.265] さとううううう: wwwwwwwww
[891.736] アーユン: 普通こんなん出来ねぇよ
[891.816] (S)レだん: うまくね？
[891.905] reontannau: 1回転しとる
[891.934] (S)強仙人中野剛: おかえり
[891.988] toraaaaa_every: www
[892.090] niin08: wwwwww
[892.347] nun__00: おかえりなさい
[892.566] w_san: お
[892.569] (S)オデち: 車かよ
[892.706] kujirai___: 車みたいに言うな
[892.809] (S)ui_nemutai: ？
[892.921] 17ititonana: www
[892.993] haruh_0531: 見つけたんちゃうんけw
[893.143] raminkamo: www
[893.251] ｿﾙﾄ: あらら
[894.071] setu_6237: ものに当たった衝撃波すごーい
[894.174] chococoo_827_: 慣性には逆らえねえ
[894.298] oja_290: おい〜
[894.386] mimuraminato: wwww
[894.416] chun_taro2004: おお
[894.421] せらナミ: どこいくねーん
[894.800] karin_1127: とまれないんかーい
[895.062] (S)sinahalo: あとはブレーキだけや
[895.072] jyogijyogipen: ww
[895.823] ひのした: だめやんw
[895.867] のつか: 止まるんじゃねぇぞ
[896.106] 0秒: いいねえ
[896.806] (S)レだん: ｗｗｗｗｗ
[897.054] uchichan_p: ブレーキを覚えよう
[897.956] (S)たゆう_はね: 哲学
[897.974] (S)magaos_753: wwwww
[898.044] 白だょ: おかえり
[898.118] きゅうりのピクルス: 地面ついたらだめなの？
[898.748] rei_0610: 回ったwwww
[898.751] arisu0110: radaoMasuo
[899.398] suzuya_watanabe: 座禅は浮かない
[899.538] kk55109: www
[899.945] ちゃのすけ: どこいくねーん
[900.200] tarabaaaa: 坐禅はそもそも動かないんよ
[900.370] 6atorokunen6: 制御できません！！
[900.605] KinakoMochi_06: 座禅はうごかねぇよ
[901.043] みずきはな: radaoWakotu
[901.317] 緑髪りょくがみ: 足痺れるぞ🦵
[902.010] おしゅしのさぶ: エェwww
[902.972] kanon_nnn: 名言？？
[903.678] 白だょ: 事故
[903.869] (S)sjindoa: ww
[904.150] 塩漬けアップル: 名言「坐禅は急には止まれない」
[904.381] ZeNoN_GAHAHA: 迷言
[904.615] miku_0427: 困った時は連打っ
[904.647] 神崎立夏: 何かの監督みたいな台詞やな
[904.773] itigomiruku0803: 車（人）は急に止まれません
[905.012] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[905.214] badrai_: 夢は一瞬
[905.628] mikan_san: っていうかどんな家やねんw
[905.705] (S)えぬあい: ？？？
[905.892] 道端のまめ: 己の力を制御出来ない
[905.997] kumo3389: 尊師みたいなこと言ってら
[906.086] ぱんだぁぁぁ: スピード出しすぎ注意
[906.087] サンガリア: 車かよ
[906.710] kucha_n: www
[906.725] 椋榎: 座禅止まるってなんだ
[906.757] raminkamo: 進む
[906.982] 白だょ: おお
[907.017] w_san: ゆっくりいこ
[908.140] yakumo_higan: パワーワード「座禅は急には止まれない)
[909.408] reirein0: ムズいな
[909.613] tunamayo1234: ラノベのタイトルにありそうw
[909.658] uchichan_p: 前々から止まっておこう
[909.893] (S)クチナシ: じわじわくる
[910.283] mimuraminato: ストップしてくださーい
[910.856] すてらいつ: どんな慣性しとる
[911.830] 白だょ: あ
[911.833] 17ititonana: おお
[912.017] dangokyoshinja: wwwwwww
[912.050] tetomana1945: 斜め飛行
[912.227] ばばるーば: SeemsGood
[912.290] oyazigarisan: このゲーム終わった時には聖人になってそう
[912.866] riooooo_0815: シュールすぎるw
[914.681] suzuya_watanabe: シュールすぎる
[914.757] kinoko_re1: 車は急には止まれないみたいに言わないでw
[914.884] 17ititonana: あ
[915.669] きゅうりのピクルス: 着地できないの？
[915.697] waraashi: 座禅のブレーキ？？？？
[916.250] karin_1127: ※急ブレーキは搭載していません
[916.959] reontannau: てか何なんだよこのゲームwww
[917.281] 塩辛食べたい: 座禅はうかないて
[917.625] pasu0517: 名言きた
[919.914] (S)sapichaaan: おお
[920.238] 19sheeps: 座禅は運転するものだった……？
[920.728] (S)快眠枕: わこらだ
[921.452] mondaizi_monzirou: これは将来のらっだぁの顔です。(笑)
[922.597] hakusei11124: 無重力？
[923.606] remia_01021225: 完全に車初心者のノリ
[923.931] (S)レだん: ああ
[924.053] ちゃのすけ: 座禅ブレーキ
[924.263] (S)たゆう_はね: さっきのみたいにちまちま行くのがいい？
[924.855] (M)クヲーター: クヲーター subscribed with Prime. They've subscribed for 28 months! 
[924.903] ぱんだぁぁぁ: ww
[925.137] (S)うがら: おおおお
[925.278] (S)rigore_napoli: wwwwww
[925.328] しおおおおおおお: wwwwwwwww
[925.333] nari_0602: なれてきたな
[925.407] ayunosioyaki0223: wwwwwww
[926.079] yakumo_higan: そもそも座禅は動かないんだよなぁ
[926.839] とまとかれー: 等速直線運動？
[927.501] (S)si_o_r: ああ
[928.499] (S)nakihai556: wwwwww
[928.530] cyaso_desu: wwwwww
[928.568] dangokyoshinja: おぉ
[928.904] 凡人かな: ウケる
[929.262] みかんの佃煮: 回転すれば？
[929.477] shapu_meg: shabu_meg subscribed at Tier 3. They've subscribed for 27 months! 
[929.519] まみまる: wwwwwww
[929.651] raminkamo: 難しそう
[929.655] (S)うがら: www
[930.468] suzuya_watanabe: どこ行けばいいのw
[930.701] uchichan_p: この家座標高くね？
[931.373] 白だょ: ブレーキとアクセル間違えてるよ
[931.533] siroheiho: 座禅マスター
[931.650] t_fugu_0116: wwwww
[931.874] atuono: 4ぬことでブレーキ
[932.011] reontannau: グワッ！！
[932.142] もぐつむり: こらっ！制限速度オーバーですよ！
[932.405] あいむやで: 座禅は急に止まれない…
[932.642] w_san: ｗｗｗｗｗｗｗｗｗｗ
[932.672] huku_mm: 苦しそうw
[932.816] (S)レだん: 車か？
[933.802] gyqgngkg884: 猪突猛進🐗w
[934.258] れれんれ89776: 多分あの椅子の場所床屋だよな…
[934.639] 緑髪りょくがみ: そこの青い🟦🧣の止まりなさーい
[935.142] (S)えりさ_: あ
[935.286] (S)urullowo: 座禅はイライラ棒
[935.405] ぴーやぽう: 止まることを知らない
[936.144] nun__00: やばいw
[936.646] tukky1208: おお
[936.713] badrai_: 右の女性なに?
[937.489] suzuya_watanabe: 天才？？？？
[937.799] pasu0517: wwwwwwwwwwww
[937.971] (S)nakihai556: おおお
[938.050] suzunami1111: 止まらないwww
[938.292] mimuraminato: ちがいまーす
[938.491] cyaso_desu: 猪突猛進型
[938.920] 米だわら: わこらだ
[939.083] remiiiii_28: ww
[939.338] (S)kotori_py: 座禅のブレーキってなに？？？
[939.760] (S)~MISSING_COMMENTER_INFO~: うーん
[940.035] tarabaaaa: シンジくん？
[940.504] (S)sjindoa: おおお
[940.930] wttk3514: オーバーリアクションすぎる動き
[941.012] なるか3: 止まらない
[941.215] remona1: もうちょっと遅く行ったら?
[941.254] mofumofu30: おお
[941.458] (S)らるーご: ただし止まれない
[941.678] なぁゆ: 止まれwww
[941.889] w_san: うまいｗｗｗｗ
[941.989] a__res: ストップは矢印？
[942.641] (S)レだん: 上達はっや
[942.757] きゅうりのピクルス: 前から車が！？！？！？
[943.788] _こっぺぱん: わこらだ
[944.052] karin_1127: wwwwwwww
[944.210] zuzucco_zu: シュールすぎるwww
[944.677] tukky1208: まぶし
[945.701] uchichan_p: 窓から雲しか見えないの草
[945.724] (S)はぎわゃ: 止まるんじゃねぇぞ……
[945.919] (S)harudesuyooo: Kは？
[946.284] tanuki_pan: ぜーんぜん止まらんw
[946.869] しお0402: w
[947.553] おしゅしのさぶ: 暴走機関車(そんな早く無い)
[948.486] mimuraminato: お疲れ様♡
[948.555] Disco_11: このゲームやば
[949.845] gomoku1012: ヤバすぎやろwwwww
[951.371] yakumo_higan: でもらっだぁほんと上達早いね
[951.949] karin_1127: 上達すごい
[952.742] ken_ken346: www
[953.247] 白だょ: い○すけ！？
[955.536] pasu0517: 意味不明
[955.743] ayunosioyaki0223: ハゲ
[956.150] さらだぜぃ: 止まるんじゃねぇぞ…
[956.726] tararu_095: 上手い
[957.134] しおおおおおおお: お辞儀すんなwwwwwwwwwwwwwwwwww
[957.349] raminkamo: 止まれない問題
[958.778] (S)sikigasa: これが仏になるための修行ですか？
[959.351] suzunami1111: ハゲとるww
[960.252] w_san: 矢印使おう
[961.778] べクター: ゆうねこ7 subscribed at Tier 1. They've subscribed for 25 months! radaoW
[961.937] 親愛なるニンジン: このゲーム人生考えさせられる
[962.628] latte_21: 禿げ
[963.322] (S)sjindoa: wwww
[964.101] (S)otux2_0205: よし、風呂入ってくるか、
[964.535] (S)si_o_r: 上達速いねw
[965.485] itoido: はげがｗｗ
[965.630] (S)ui_nemutai: おかえり
[966.104] ひろまるちょ: ひろまるちょ subscribed with Prime. They've subscribed for 13 months, currently on a 1 month streak! 
[966.336] attye_: ww
[967.326] (S)うがら: www
[967.513] pasu0517: めっちゃハゲやん
[967.744] yoy0077: 止まれないはげ
[968.246] miku_0427: ガタガタしてるw
[969.013] yuri_0206: 息止めてる？
[969.017] t_fugu_0116: 禿げw
