[33.317] arare_1567: こんこんこん
[10031.504] ダリルちゃん: たかしは殺意の波動をガン無視で克服したけど、ジンは「デビルもワイや」って受け入れたから…
[10035.072] goma58n: 今作は全員体力180
[10036.686] ittsun: 皆火力えぐいな
[10037.532] ryu_kirino: 本田よりはキャミィ寄りかな…
[10039.407] (S)inemuri_tanuki: こないだの列伝で根性値と体力の差がないってきいた
[10064.374] bbimanim: ああキャミィと言われればキャミィ感なくも
[10073.855] ストナイ: キャミィかもしれない
[10078.355] ストナイ: 不快なキャミィ
[10081.719] namirou: 明日の調整で求められてた良いゲームになりそうなん？
[10082.377] (S)Takuge_mono: 強いて言うならキャミィは納得感
[10084.621] electric_gorilla: いけるいける
[10086.198] trick0918: 不快
[10087.864] ryu_kirino: 鳳凰とハイホがだいぶストライクしてる
[10090.920] irodo6: 悪質なキャミィ
[10100.106] ittsun: すんごい
[10100.681] trick0918: 不快なキャミィって嫌すぎるな
[10103.324] 紫ゆかり: 心のスキマガー不
[10105.741] (S)Takuge_mono: キャミィだって不快だろ！
[10110.515] hihiirosan: 鉄拳に体力差あったらどうなるんだろう
[10117.589] hamham9999: まずい！
[10118.493] kuromakutaro: 鉄拳ってすごい場所で戦うんすね
[10130.310] rocketo_games: 草
[10131.772] g_dms: 踊り狂われた
[10134.100] ストナイ: シャオユウ不快の次元が違う 上の方は分からんけど
[10134.349] 紫ゆかり: くぅ～
[10135.380] foodintwitch: 映えねらいです
[10135.445] sn0wf0x3: www
[10135.661] ryu_kirino: もっとアホな場所からここに移行しているという
[10136.750] bbimanim: おこなの
[10139.472] electric_gorilla: くううう
[10144.022] ittsun: 獄炎島もやばいとこやろ
[10147.495] namirou: キャミィと言えば１５０連勝キャミィ
[10148.127] goma58n: 身勝手の極意です
[10153.514] (S)やぎう氏: 2-0は危険なスコアと言われており
[10165.964] trick0918: 宇宙で戦ってるステージより100倍マシです
[10170.699] 居留守3: 三島は特にシャオに技当て辛いしなぁ
[10170.736] 紫ゆかり: あるあるある
[10175.515] electric_gorilla: 明日アプデかあ鉄拳
[10180.168] ラチくん: シャオユウとか小娘だから体力低くてもよくね？
[10181.210] ryu_kirino: シャオ実は確反がところどころ弱いっていう弱点があって、それを補うために一生撹乱回避する動きをするから深い度が上がる
[10184.086] (S)tamago67fa: 結局レイジアーツの使い方ってこれなのかなり終わってると思う
[10184.653] electric_gorilla: CAきたあああああああ
[10186.956] ryu_kirino: 不快度
[10187.506] desesseintes_: 分からない格ゲーでも分かるキャラでたとえてもらうと一気に味わい深くなる
[10196.510] onemoch: おおおお
[10197.817] ひまんちゅ10: ないすうううう
[10199.197] namirou: CAであんなもんなのか
[10199.394] ストナイ: 成敗！
[10199.558] ryu_kirino: www
[10202.088] g_dms: ダンス否定
[10204.057] ささみ橋: ｗｗｗｗ
[10204.273] hihiirosan: 横歩き！
[10204.469] Deaxxaed: wwwwww
[10204.852] trick0918: w
[10204.936] sn0wf0x3: やる〜www
[10205.240] electric_gorilla: うおおおおおおおおおおおお
[10206.588] 紫ゆかり: 勝ち勝ちィ！！！
[10208.270] (S)shi_a__: www
[10208.325] をかし: 暗黒盆踊り
[10208.672] yuzu_tekken: 勝負強かったｗ
[10209.859] (S)なんとなく二郎: こんばんは、阿波踊りｗ
[10216.999] (S)Takuge_mono: カンフーダンス女しばいたりぃ！
[10217.828] (S)やぎう氏: カチカチ山ァ！
[10219.954] sharkofjinbe: もうだいぶキレてる
[10221.308] (S)鉄板: 阿波踊りは草
[10223.441] inoki4649: まだ続くーよかったー
[10227.347] (S)aquari_s: いつか
[10227.554] g_dms: 鳳凰は 個性
[10229.515] hamham9999: また今度ね
[10230.006] (S)Takuge_mono: 個性 個性
[10230.997] bbimanim: 個性だからさー
[10232.329] goma58n: 今回仁多め
[10234.112] ryu_kirino: あれでも当たる技増えたっていう
[10234.555] foodintwitch: 開発「・・・・」
[10235.714] g_dms: 半ズボンだせえｗ
[10236.990] ダリルちゃん: 今でしょ！
[10237.958] ryu_kirino: 草
[10238.008] atamamiru: ｗｗｗ
[10238.163] ittsun: だっさ
[10239.264] (S)rimokon67: 草
[10239.640] chef_oizumi: まだイラついてない？
[10239.859] 煮干し銀: 草
[10239.865] trick0918: どんな格好やねん
[10240.207] bbimanim: 趣味
[10240.237] Deaxxaed: wwwww
[10240.708] mgdgmhtd: wwww
[10241.214] ストナイ: 元気だなｗ
[10241.524] namirou: 嫌なコスｗ
[10242.582] electric_gorilla: wwwwwww
[10242.934] shinobisugi: ｗｗｗｗ
[10243.599] sn0wf0x3: www
[10245.388] (S)inemuri_tanuki: えぇ……
[10245.513] (S)アベ0206: ロングコート半ズボン
[10245.824] onemoch: こわｗ
[10246.974] hamham9999: 寒そう
[10247.123] ダリルちゃん: ダッwww
[10247.360] 紫ゆかり: 変態くせぇ
[10247.648] 5ola5959: wwww
[10250.454] (S)トランスフルトリン: 変態っぽいｗ
[10250.520] if208: すーごいたなびいてる
[10250.638] ささみ橋: 見た目が不快
[10251.950] pakorepukins: アクセルさん！？
[10253.686] (S)raincoat214: うんこ漏らしたん？
[10253.873] 084bean: ハーフパンツって言ってね
[10255.421] foodintwitch: にこにこが止まっているから
[10255.579] gokoussgss: 変態だああ
[10256.595] (S)rimokon67: 露出狂みたいや
[10256.964] 居留守3: 鉄拳勢特有の変態コス
[10258.255] ストナイ: 主人公なのに・・・
[10258.708] g_dms: しかも裸足
[10259.448] dekkaipf3: ホテルから参戦
[10259.846] ken_shiba: 寝起きなんだ
[10261.325] (S)Takuge_mono: 高校生なんだから半ズボンくらい履きたくもなる
[10261.866] electric_gorilla: パンツ履き忘れてきた？
[10263.164] をかし: 紳士
[10264.127] aiuaiu19: だっっっっっs
[10264.579] hihiirosan: 今の突っ込みで空気が良くなった
[10267.094] kuroneko365: 太ももがチラチラしてる
[10268.311] mgdgmhtd: 角度のせいで露出狂にしか見えん
[10269.781] (S)エノオウ: 季節感バグった小学生かよｗ
[10269.897] (S)鉄板: チラチラ仁の脚みえるのなんかやだな
[10273.551] ittsun: ロンコ短パンw
[10274.886] 激動のマタドール: シャオは縦横無尽に全方向にジョスクール
[10280.151] sharkofjinbe: Xrdのアクセルの悪口はよせ
[10280.466] (S)aquari_s: 短パンでムキムキ
[10282.760] eks47: トイレの途中
[10284.253] g_dms: 太腿の筋肉すごい
[10295.899] ひまんちゅ10: 半ズボンまじでずっとじわじわくる
[10296.282] aruch_22: 短パンロングコートはちょっと
[10299.201] ittsun: 雨でピッチピチなのウケるな
[10307.031] pakorepukins: 脚ツヤッツヤで草
[10310.933] ストナイ: ムキムキになったのび太君みたい
[10313.328] (S)Takuge_mono: 鉄拳8のグラでテカテカ半ズボンにロングコートはためいてるのはレベル高い
[10315.694] (S)tamago67fa: アグレッシブ
[10325.726] じんー仁: でもこういう服着たおじさん梅田良くおるで
[10330.539] huurainomurabito: レイジアーツの当て勘冴えてますね
[10331.191] electric_gorilla: へるううう
[10336.572] goma58n: 逆ワンツー許された仁さん
[10337.853] ささみ橋: そりゃデビルも消えろと言いたくなる
[10338.449] g_dms: 梅田こわい
[10338.728] (S)raincoat214: えっ梅田こわ
[10339.078] ダリルちゃん: 最強サイコクラッシャー
[10341.085] namirou: このゲームCA必要なの？
[10343.073] trick0918: サイコクラッシャー
[10348.072] (S)inemuri_tanuki: ジンって梅田にたくさんおるんか
[10350.221] (S)ta3z_: 梅田って・・・
[10356.871] (S)再度落選の大統領マルモリ: 実際消えたほうがいいファッションセンス
[10365.227] aiuaiu19: 大阪って怖い所なんだ
[10365.700] (S)Takuge_mono: 生駒デビル、梅田ジン
[10381.066] ストナイ: レイジアーツまじいらんって9年前から思ってる
[10391.146] electric_gorilla: まずいい
[10395.152] trick0918: めっちゃ歩くやん
[10396.278] (S)やぎう氏: あっ
[10401.731] desesseintes_: 屈伸？
[10406.529] ダリルちゃん: んっ、最風練習かな？(すっとぼけ)
[10420.367] sn0wf0x3: 負けてるのに屈伸は草
[10426.689] ittsun: 56した後も動けるのいいね
[10434.611] yuzu_tekken: ステステのこと？
[10437.773] (S)Takuge_mono: プレイフィールがね
[10437.854] electric_gorilla: うおおおおおおお
[10439.492] trick0918: ステステでしょ？
[10440.313] (S)tamago67fa: 三島使いはステステ練習しがち
[10441.227] (S)やぎう氏: よくない(断言)
[10442.157] g_dms: ステステ練習
[10442.821] eks47: 殴ってこなければステップはいらっとしない
[10446.433] ダリルちゃん: 特殊ステップ
[10453.587] kuromakutaro: 半ズボン見てるの辛い
[10457.602] ryu_kirino: 三島使いはステステ練習しないと死んじゃう病を患ってる人が多いんで
[10458.914] 居留守3: 三島使いの儀式
[10465.454] chef_oizumi: 三島使いは9割やる
[10465.851] ninjin0141: 露出魔みたいなコスしやがって！
[10468.510] (S)inemuri_tanuki: 長ズボンに今からでもならんか？
[10477.315] yuzu_tekken: そっか2Ｄ勢にはステステは屈伸に見えるもんなんやねー初めて知った
[10477.606] (S)Takuge_mono: 半ズボンっていうかショーパンなんよ
[10478.491] trick0918: 長ズボンは履いて欲しい
[10480.112] ストナイ: このゲーム屈伸で煽るより死体蹴ってる事の方が多い
[10489.988] sn0wf0x3: そうなんやw
[10499.191] nokin1200: 自分のことを麗奈と勘違いしたジン
[10499.631] 6歳女児: 豪鬼のコス3もかっこいいのに太ももだけ気になる
[10510.865] foodintwitch: スト６も動けるようにしたらいいのに
[10515.139] kanameape: 鉄拳で煽る奴はもっと露骨にやってくるぞ
[10516.041] g_dms: 勝ち気合溜めとか死体蹴りは煽りだけどステステは平気なのそりゃやらん人にはわからんよな
[10520.889] goma58n: そういやノビさん死体蹴りっていう言い方は良くないみたいなこと言ってたな
[10545.427] aiuaiu19: せめて靴を履いてほしい
[10546.150] otddd: レイナみたいに仁とかにもエフェクト付けよう
[10551.513] 居留守3: 諸説あるけど 気合溜め＞死体蹴り＞屈伸 くらいのギルティ度
[10569.598] ストナイ: 下手したら屈伸されても気づかないかも
[10569.979] ラチくん: 死体蹴りはもはや挨拶か
[10571.693] yonamono: ふといふとももはみんな好きなはずなのに…
[10580.063] (S)Takuge_mono: この格好でレイジアーツアホ過ぎるw
[10584.071] if208: 股間見えるのやめて…
[10584.108] onemoch: その格好で凄まれてもなｗ
[10584.270] (S)inemuri_tanuki: cadaver kickとかいうんすか
[10587.362] ダリルちゃん: ていうか今作の豪鬼、横っ腹が太すぎて樽みたいだからちょっとやだ。故にクラシックコス
[10592.840] goma58n: 一様仁は残心風ステとかに目が一瞬光る
[10597.872] (S)tamago67fa: レイジアーツでコンボ〆たときの火力低いのが本当に暴れ用にされた感ある
[10605.796] kuromakutaro: コスで相手の集中を乱す戦術ありです？
[10610.964] (S)inemuri_tanuki: ボディービルダーみたいよね豪鬼
[10611.639] 忍野戒: 鉄拳とスト６同じアケコンでやってます？
[10616.067] chef_oizumi: 一部界隈では芸術店の高い死体蹴りは気にしないなんて人も居るしマジ人それぞれ
[10619.358] ストナイ: おしゃれ
[10624.724] trick0918: そういえばどぐにゃん今作は着せ替えしないの？
[10632.091] ryu_kirino: w
[10633.867] aiuaiu19: ミラーをデフォにしなかったバンナムのせい
[10635.517] ちるま: 素晴らしい
[10635.689] rock69696969: いいね
[10636.393] sn0wf0x3: wwww
[10637.898] ダリルちゃん: 倍返しだ！
[10638.466] ストナイ: やられたらやり返せ
[10641.254] sharkofjinbe: やられたら蹴り返す男
[10641.292] yuzu_tekken: デビルの死体蹴りの最大ってなんやろｗ
[10641.773] みすた811: 目には目を
[10644.432] 忍野戒: ｗｗｗｗ
[10648.680] (S)raincoat214: ハンニバルどぐら
[10649.241] huurainomurabito: 喧嘩祭りw
[10649.283] electric_gorilla: 所信表明
[10649.637] をかし: デキる男は仕返しも最大
[10650.819] eks47: 挨拶はちゃんと返す
[10650.935] (S)yubel_neftis: それでこそ格ゲーマーだ
[10651.865] eag1e2003: それが礼儀まである
[10655.047] g_dms: 鬼鐘楼じゃないすかね
[10655.468] ダリルちゃん: やられっぱなしって癪に障るやんねぇ
[10655.774] hihiirosan: たとえローキックでも？
[10657.414] じゃべりんまん: エンプレスヒールみたいな死体蹴り用技まだあるの？
[10657.495] (S)Takuge_mono: ミラーデフォじゃないってことはやっていいってことだからね
[10661.366] ten_10fly: やるからには覚悟してもらおうね
[10663.865] ストナイ: 躯割りってなんだっけ
[10665.342] yuzu_tekken: 骸なくなったんや？気づかんかった
[10669.538] handol_handol: CRに入ってもそこは変わらない
[10670.264] ラチくん: 技名そのまんまやんｗｗ
[10674.939] pakorepukins: ほぼ死体蹴りと意味同じでは
[10675.660] ストナイ: 9WPかｗ
[10676.262] (S)やぎう氏: プレイフィールを重視した結果だから
[10683.233] foodintwitch: みんなでカプコンに試合後うごけるようにお願いしよう
[10685.834] electric_gorilla: ショットガン持ってるぞ！！！！
[10688.244] poooo_jp: 地球パンチ結構優秀じゃない？
[10690.264] g_dms: 超地球パンチみたいな技だっけ
[10692.670] ryu_kirino: 今回結構削除技多いのよな
[10697.052] gguntama: コマンドおじ、9RP+RKだったと記憶してる
[10711.960] ストナイ: そうだったかも
[10715.896] yuzu_tekken: 9RP+RKでしたよね
