[29.783] yatomn55: うす
[6191.040] yabuchika: アラサープレイヤーで1600hzみない
[6196.332] cqrr0t_: 感度買ったらどう？？？ 
[6209.814] かいり채널: 400 0.38 1600 0.095オススメ
[6212.101] sugarbaronjp: その日のコンディションで感度変えてる
[6214.415] goc_tuyuu: !keyboard
[6214.539] (M)Nightbot: Wooting 60HE
[6216.455] hirokundao0: dpiって年齢関係あるんだ
[6225.929] akumadesu2: 今Xで少しバズってるピークの動画見た？
[6229.785] xos_83: 400が安定するけどマウスカーソル遅すぎるｗ
[6230.637] きつね__: おっそ
[6232.249] haatsuz: ローセンシは疲れます
[6233.823] じきさん: そういえばデスアダーV3って4000Hz対応してたっけ？
[6234.100] とうぶんかた: カーソルの速度変わるのだるいんだよなｗ
[6240.089] WtYnT: 設定でポインター速度上げよ
[6242.164] かむみそ: カーソル速度はwin設定から変えよう
[6247.329] fkc_lemond: Windows感度変えないと
[6247.576] (S)venven8: 気持ちよ
[6248.282] とうぶんかた: ピークが弱いなーｗ
[6250.048] ご飯大好き: winセンシかえるしか
[6253.812] エラーごめん: 麻
[6257.711] qoola711: カーソルの速度はwindowsの設定で自由に変えれるで
[6277.066] かいり채널: 400dpiにしてWindowsのマウス設定でカーソルの速度上げたら解決よ。カーソルの速度あげてもゲームに影響ないし
[6282.144] dayoshigg: でもプロは体の使い方上手い人強い
[6305.299] abesandess: ゆえ400の0.5だよ
[6312.609] akumadesu2: ゆ、え
[6314.309] makkengg: 400dpiは、処理が少し大雑把になるので、0.1ずつ感度を変えると良いかもです
[6316.582] じきさん: ぶっちゃけDPI云々より握り方とか姿勢とか変えた方がだいぶ変わりそう
[6316.834] weeeeed: え
[6319.422] MrET507: ゆ、え
[6320.034] チンゲマリファナ: キーボードの話だけどラピッドなんたらっていいの？
[6320.434] smidgezzz: ゆ、え
[6320.466] KABAYAKIGG: ゆ、え
[6321.299] ninjinoishii: それはまずい
[6321.475] aburizeunagi: うわぁ
[6322.734] vilee0127: 変えた方がいいよ
[6322.846] kotatsucoolerohutonn: もっと下げよう
[6323.128] qoola711: !yue
[6323.256] (M)Nightbot: 『ごめん！』『まじか』『ミリミリ！』仲間は全員死んだ。あとは俺だけ。これに勝てば俺たちの優勝までの軌跡が完成する。4人いた敵も、あと1人まで倒した。奇跡なんかじゃない。チームを救うんだ。『ごめん、裏画面いった』俺は“yue”
[6325.669] (S)venven8: イモいけるやん
[6327.243] (S)ゆにおん12: !yue
[6335.432] (S)激ローメタモン: ゆ、え
[6339.703] hisui1217: dpiを変えると動かした距離ごとの通信回数が変わるから、同じ感度だと低く感じる人もいる。4000hzだと1600がいいって言われてるのはこれに関連してる。
[6341.351] じきさん: ぼどかさんってつかみ持ち？
[6348.090] hirokundao0: aimめっちゃきれい
[6364.621] yusei0304: 被せ
[6372.388] egas66: 400と800ってそんな変わるんか
[6374.870] すねーーく: muraka8Ase
[6402.233] Aruru_nico: でもピークでは何も変わらない
[6413.448] アズリッド: ８００ってもう時代に取り残されてるの？
[6414.848] akumadesu2: 頭にフリックする時エイムアシスト掛かるイメージで力入れてみて欲しい
[6432.230] とうぶんかた: www
[6437.123] cqrr0t_: エイムアシストかかるイメージはムズすぎで草
[6437.328] ぱん2: ？
[6438.712] アズリッド: ｗｗｗ
[6443.022] ninjinoishii: ドット嫌い派？
[6445.992] じきさん: りゃんぐる式の動画見てみるといいかも
[6446.130] アズリッド: エイムアシストを感じれるのか
[6472.421] cqrr0t_: エイムアシストかかってるな
[6474.693] str_ao: 減速するエイムな
[6478.995] すねーーく: これはエイムアシスト
[6481.775] じきさん: 人口エイムアシスト
[6484.769] valorant_sukuitai: 0.01くらいかかってる
[6489.145] str_ao: ブラックウィズとかも言ってた
[6495.540] リビングデッドの呼び声: アシストかかってるやん
[6499.660] Aruru_nico: あたるくん消してね
[6506.748] じきさん: 「うわこいつマウサーかよ」
[6511.516] hirokundao0: ぼどってウーティング？
[6567.708] ninjinoishii: ACE君ぐらい画面近づけてやるとめっちゃ当たる
[6573.447] aiuem1235: 久しぶりにオーバーウォッチしたら楽しいですよ 
[6573.539] makkengg: 置き幅めっちゃうまい
[6574.846] 柊悠ト: ?
[6575.450] 姫戸: ラピッドトリガーはデッドゾーンっていうキーが反応しない区間があるから、買う時は製品の性能だけじゃなくて機種ごとのデッドゾーンも調べて買うといいよ
[6576.963] wangeeee: www
[6578.423] weeeeed: ｗｗｗ
[6581.784] じきさん: 正直長年しみついた動かし方とか持ち方とかそう簡単に変わらんよな
[6593.083] (S)激ローメタモン: dasokuMama
[6600.460] すねーーく: エイムラボすべ
[6609.017] akumadesu2: 近視不可避
[6613.681] じぇーらじぃ: xdefiantやったらエイムよくなった
[6615.497] (S)venven8: 疲れそう
[6616.199] とうぶんかた: でもマップ見えんくなるんよなｗ
[6616.944] ぱん2: 代償がでかい
[6617.078] yusei0304: 近づけすぎないくらいがちょうど良い
[6617.450] じきさん: その代わり目を代償にする
[6619.144] pudding229: 視力を犠牲にしてエイム強くなる
[6627.216] wangeeee: マップ見るとき画面から離れるのおもろいけどなw
[6627.681] tguarr: 指5本使ってマウスをうごかす
[6628.465] tasuku77777: でも首と目が終わる
[6632.283] aonn_d: shaoくらい離れても当たる
[6636.747] ninjinoishii: ドットクロスヘアも使いやすくなるし慣れたら利点しかない
[6640.442] hisui1217: 視力を代償に反応速度を得る
[6645.927] arisudayo0419: 集中できるかな
[6647.864] yusei0304: 肩甲骨から動かすと良いみたいなのきいたけど
[6652.693] エラーごめん: 引き延ばしやん
[6654.437] アズリッド: 実際でかいしな
[6661.006] とうぶんかた: 倍スコ
[6670.326] tguarr: 実質AIMラボ
[6690.492] アズリッド: 射的ゲームでまえにのりだすやつね
[6703.764] kyabetu_75: そもそも利き手でエイムしてないから不利でしょ
[6724.807] ninjinoishii: このゲームFOV調整出来たら狭めるのが最強だもんな
[6737.015] ajifly9518: 一般人には代償が重すぎる
[6755.366] オカっち: あぁ 
[6805.492] raatyan: 0;s;1;P;c;8;u;005AFFFF;o;1;d;1;b;1;0b;0;1b;0;S;d;0  これ最強です
[6807.714] レフトハンド: 1人始めると増える
[6810.866] (S)激ローメタモン: 某チェンバーへの憧れ
[6833.552] ninjinoishii: ファインダーLSATと同じ理論だよ
[6840.832] cqrr0t_: みんな頑張って練習してるんだよ
[6845.571] akumadesu2: オペ練習するくらいならマーシャルでやった方が効率よくね
[6881.220] cqrr0t_: 400dpiにしてからaspasって言われても信じるくらい強くなってる 
[6902.807] 縺倥縺吶繝ｼ繧定ｨｱ縺吶: BloodTrail
[6938.995] とうぶんかた: スプリットが嫌い
[6941.823] yusei0304: アイボ嫌い
[6956.112] makkengg: ローセンシのデスマ、腕疲れますよね…
[6956.124] (S)とらまるちゃん: オペ来たら抜けてる
[6957.544] とうぶんかた: www
[6958.096] ba0t1n: スプリットひろいからなぁ
[6964.933] matsuba_m: コンペ回しますか？
[6983.648] ninjinoishii: スプリットのデスマのA中で湧いた時絶望で嫌い
[6983.799] don991028: 今来ました。Sorava2良いよ！！
[6989.681] 屁設楽草杉田: デスマはアセントが一番おもろいよな
[6993.059] Telly2040peq: カオスってやっぱ使いやすいんか？
[7000.934] yosuke131259: うま
[7006.747] じきさん: オーバーキルの音きもちええ
[7009.445] 96nowa: uma
[7009.780] きつね__: つっよ
[7011.543] KABAYAKIGG: デデっデデーン
[7013.775] (S)venven8: んん
[7016.469] yosuke131259: あたまごりらちんぱんじー
[7040.781] とっしーです_: 結局センシどうなりました？
[7043.195] 縺倥縺吶繝ｼ繧定ｨｱ縺吶: ボドは今感度どれくらいでやってるの？
[7070.841] yosuke131259: うほ
[7075.476] ninjinoishii: 400にしてからマジで視点綺麗だね別人に見える
[7079.096] foldonigzit: 上手すぎです
[7079.262] レフトハンド: これで良さそうねｗ
[7081.001] funifunifunifunifuni: うま
[7082.073] Telly2040peq: いーですね
[7088.890] アズリッド: 時代は400か
[7099.309] yosuke131259: ソレカエルにしなくていいのか
[7100.063] matsuba_m: 初めて見たけど舐めてた…
[7103.187] レフトハンド: ハマったわ
[7105.143] Telly2040peq: 普段の作業とかが大変になりそうww
[7107.241] 姫戸: 1200もいいよ
[7111.545] カノぴー: 隙間があるから微調整しやすいのかも
[7139.445] potyama1212: スプリット難しい
[7153.501] yosuke131259: ちょっと
[7191.149] じきさん: DPIの話に向いちゃってるけどオススメデバイスとしてはTHORNが気に入った感じ？
[7223.315] okayu_uuu: 電池が悪いのが無理だったわ
[7251.390] potyama1212: 今なんのマウスとキーボード使ってますか？
[7268.427] ninjinoishii: 非対称使えるの羨ましいわ
[7272.027] じきさん: ちょっと前が高いけどSteelSeriesのPRIMEってマウスは充電よく持つよ
[7286.167] ばっっくす: まじでいいよ
[7299.951] Aruru_nico: ですあだー？
[7301.908] furafura_fura: viper v3そんな？
[7314.872] すこやん_: エルゴ系が好き？
[7327.287] 羅伊斧我弌怒: !mouse
[7327.474] (M)Nightbot: DeathAdder V3 Pro
[7345.351] 羅伊斧我弌怒: !keyboard
[7345.449] (M)Nightbot: Wooting 60HE
[7354.117] goc_tuyuu: HM Xuいいよ
[7360.581] 羅伊斧我弌怒: !mousepad
[7390.444] はらけんさん: vaxee pb買ってね 
[7422.532] じきさん: うまいな
[7429.662] potyama1212: うますぎ
[7433.971] 麻呂ちゃん: !rank
[7434.076] (M)Nightbot: Apex: Gold4 // Valo: Diamond2
[7456.795] 羅伊斧我弌怒: !sens
[7456.896] (M)Nightbot: Valo: dpi800, 0.25 // Apex pad: 4-1 linear, no deadzone // Apex mouse: dpi800, 1.26
[7485.343] ninjinoishii: レイズのブラパとか無理だよな
[7489.864] furafura_fura: ボドはキーボードななめ？
[7513.523] 麻呂ちゃん: 腕に布つけてますか？
[7532.140] midnightyk: !mic
[7555.860] (S)激ローメタモン: いいね
[7563.185] uma537: BloodTrail
[7564.799] 96nowa: otu
[7565.306] じきさん: おつでした！
[7566.094] funifunifunifunifuni: おつ
[7566.698] 公文のアルバイトでした: o2
[7567.291] ninjinoishii: おつ
[7567.368] だい05: o2ds
[7569.894] 姫戸: おつ
[7570.503] fps_yubo: BloodTrail
[7570.594] (S)激ローメタモン: おつ
[7572.435] leza0512: vodkav2Angryvdk
[7573.405] potyama1212: おつ
[7577.815] きつね__: おつかれさまでした
