[23.824] わらじは多い方がいい: 待ってた！！！！！！
[1673.758] (S)隼人さん: gutituSing
[1673.903] ちびちゃん12: gutituSing
[1674.170] ぽつかれ: gutituSing
[1674.376] (S)ことはみう: gutituSing
[1674.438] (S)レばにら: 名曲
[1674.570] (S)_ビビ_: gutituSing
[1674.581] (S)wlwall1: gutituSing
[1674.902] (S)いのが: gutituSing
[1675.026] ｶﾆﾁｬﾊﾝ: gutituDance
[1675.113] __たう__: 見てたわ
[1675.368] (S)エズシュト: gutituSing
[1675.640] かぶら_: gutituSing
[1675.848] (S)翠晃冠: gutituSing
[1676.292] mirin_rinririn: gutituSing
[1676.853] 戒吏: gutituSing
[1677.038] オメルス: gutituSing
[1677.069] cccla: gutituSing
[1677.223] (S)小火_: gutituSing
[1677.505] (S)トリア: gutituSing
[1677.522] (S)といなみ: gutituSing
[1678.429] (S)turu_yume: gutituSing
[1678.720] gorinchu: なつかし
[1678.748] neon_0524: しらん……
[1679.312] おととか: gutituSing
[1679.828] (S)とつぜんげんき: gutituSing
[1680.387] (S)レアミナト: gutituSing
[1680.838] こちょこがみ: gutituSing
[1681.056] (S)kou7586g: gutituSing
[1681.379] (S)AzuMa_5628: gutituSing
[1682.146] puch1111: なにそれ
[1682.419] うめおにぎり: gutituSing
[1682.865] epopopo_i: radaoOtaku
[1683.349] にこぜろ: gutituSing
[1683.701] aki_and: gutituSing
[1683.996] ももころん: なつっ
[1684.239] eggaemgwt: gutituSing
[1684.414] (S)yakitoro12: gutituSing
[1684.706] (S)ミロロン: gutituSing
[1685.749] davallia_: gutituSing
[1686.474] みたらしいなり: ちょっと起きてきた
[1686.826] (S)ありくいろーる: 世代だねぇ
[1687.040] (S)翠晃冠: なっつ
[1687.084] neon_0524: gutituSing
[1688.030] (S)raro12346: gutituSing
[1688.778] (S)rion2510: ？？
[1690.024] (S)いちごむすび: なつかし
[1692.175] バブちゃん太郎: ぐちつぼアレンジ
[1693.320] 島人3: 懐かしい
[1694.208] (S)あおあおりんご: gutituSing
[1695.149] Late1120: わかんないとなんか悔しいんだけど
[1698.095] YURI_320: 虹のゲートまでーー
[1698.352] (S)ことはみう: 懐かしすぎる
[1708.406] (S)いちごむすび: アレンジがきいてる
[1713.931] (S)ぱらめ: カボチャいいな
[1714.054] やきなす: gutituKnife
[1714.154] mirin_rinririn: gutituWaruikao
[1714.213] (S)べんべむ: w
[1715.605] rumiinn: 懐かしいな
[1715.757] (S)ありくいろーる: ケヒャヒャヒャ
[1715.811] 玉響のぞみ: 笑い方えぐ
[1716.493] (S)すうじー: 独特
[1716.516] 薮坂: おおお
[1716.528] (S)エズシュト: gutituWaruikao
[1716.699] hakamekisakura: けひゃひゃひゃひや。
[1717.844] かぶら_: おお
[1717.958] メランジュ: おお
[1718.954] yuidayo2_ab: ｹﾋｬﾋｬﾋｬﾋｬﾋｬ
[1719.521] みたらしいなり: うめぇ
[1719.798] yumeji404_astrono2: おお
[1719.889] うさきみん: おお
[1719.936] 薮坂: うれ！
[1720.169] アリメ: おお
[1720.324] わらじは多い方がいい: でっか
[1720.663] oci_neco: おお
[1720.801] 戒吏: おお
[1720.874] hakamekisakura: おお
[1722.313] (S)eiya_soiya: gutituHappy
[1722.635] にこぜろ: やった
[1722.696] (S)まこト: うまぁ
[1722.755] (S)7233san: うまうま
[1723.681] うさきみん: gutituHappy
[1723.780] (S)kou7586g: おおお
[1724.026] かぶら_: うま
[1724.231] (S)rion2510: おお
[1724.451] (S)あひるごよ: gutituWaruikao
[1725.355] パンのアレ: 最高の水辺
[1725.567] (S)トリア: うれ！
[1726.122] こちょこがみ: 飯3倍さいこう
[1726.580] 梨一: ｗｗｗｗ
[1726.602] (S)ことはみう: おお
[1726.625] (S)隼人さん: gutituHappy
[1727.892] mirin_rinririn: wwwwww
[1728.181] 島人3: うま
[1728.518] (S)あひるごよ: ｗｗｗ
[1729.505] kamonohashihamigi: www
[1729.540] 1nv2: www
[1729.923] 薮坂: www
[1730.092] (S)といなみ: wwwww
[1732.433] (S)ことはみう: www
[1732.489] 戒吏: wwwww
[1732.780] (S)翠晃冠: wwww
[1733.093] rumiinn: ｗｗｗｗｗｗｗｗ
[1735.908] uzura7373: wwwwww
[1736.758] (S)turu_yume: wwww
[1737.464] (S)_花_: wwww
[1739.716] にこぜろ: ｗｗｗｗｗｗｗ
[1741.397] みたらしいなり: コロコロ
[1741.859] (S)ことはみう: wwww
[1742.152] 薮坂: ころころー
[1742.335] えびれど11: wwwwwww
[1742.585] eggaemgwt: wwww
[1742.607] cccla: コロコロ
[1742.629] miina317317: ころころ
[1742.979] yumeji404_astrono2: wwwwww
[1743.050] loxoln: wwwwwwwwww
[1743.063] kamonohashihamigi: wwwww
[1743.411] うさきみん: wwwwwwwwwwww
[1744.453] davallia_: wwww
[1744.665] ささざら: コロコロ…
[1744.900] 戒吏: wwwwwww
[1745.524] アリメ: ｗｗｗ
[1746.027] shuriii0110: 食べれないw
[1746.251] (S)mant73962: ゴロゴロ
[1747.204] 1nv2: かわいい
[1748.557] naga_m: rustの季節だね
[1750.091] にこぜろ: 食べれない
[1751.576] seo_1920: seo_1920 subscribed at Tier 1. They've subscribed for 56 months! 
[1752.363] (S)翠晃冠: 永遠に転がるww
[1753.491] (S)ことはみう: かわいい
[1754.262] __たう__: gutituDance
[1754.760] うさきみん: 頑張って食べたね
[1757.704] シユウ: 極北に構えるか？
[1763.839] kegkke: 水辺だしな
[1766.873] naga_m: カボチャの近く
[1768.188] つのなんだが: お
[1768.806] (S)7233san: 川沿い多そう
[1770.076] 玉響のぞみ: 説明しよう！
[1773.326] にこぜろ: 説明しよう！
[1773.926] みたらしいなり: gutituTensai
[1779.782] mirin_rinririn: なるほどー
[1779.897] もくまげ: 淡水もカボチャもありがたい
[1780.521] 1nv2: gutituTensai
[1781.471] (S)いぬスキー: gutituKata
[1781.753] うさきみん: gutituKata
[1782.076] (S)べんべむ: はい
[1782.587] みたらしいなり: わー
[1782.789] つのなんだが: あっさ
[1782.962] 薮坂: ね～
[1784.140] 風鈴の音: CIVみたいな
[1784.791] 玉響のぞみ: なるほど
[1785.451] (S)カニかに: ね
[1785.623] (S)すうじー: 文明といっしょや
[1785.844] うさきみん: gutituTensai
[1785.854] (S)ありくいろーる: ね〜
[1786.036] __たう__: gutituKata
[1786.055] アリメ: ねー
[1786.494] にこぜろ: なるほど
[1786.743] あずちゃーん: gutituNe
[1786.928] アケノシルム: 水あるところに文明はできる
[1787.164] kegkke: レイドもされにくいし
[1787.375] (S)といなみ: gutituKata
[1787.947] シユウ: とっちゃえ
[1788.015] のつか: 文明と同じやねー
[1788.957] (S)warai_san3511: へー
[1789.098] Hinakong717: gutituKata
[1789.174] しおのおにぎり: いいんですね〜
[1789.579] (S)ことはみう: gutituTensai
[1790.525] (S)べんべむ: 川と同じぐらい浅い
[1795.114] miina317317: 場所取っとくか
[1798.326] (S)moriton_: moriton_ subscribed at Tier 1. They've subscribed for 4 months! 
[1799.591] __たう__: あり
[1809.660] こちょこがみ: 本拠点をいい感じにするためにね
[1813.360] にこぜろ: 仮だし
[1814.401] うさきみん: gutituLetsGo
[1817.116] __たう__: gutituLetsGo
[1817.593] シユウ: きたああああ
[1818.948] (S)べんべむ: w
[1820.713] mirin_rinririn: gutituLetsGo
[1822.362] うさきみん: gutituDance
[1823.104] (S)ことはみう: gutituLetsGo
[1823.288] (S)turu_yume: gutituLetsGo
[1823.643] __たう__: gutituSing
[1823.997] (S)warai_san3511: gutituLetsGo
[1824.572] かぶら_: gutituDance
[1824.779] loxoln: gutituLetsGo
[1825.013] (S)といなみ: gutituDance
[1825.055] にこぜろ: gutituLetsGo
[1825.471] 戒吏: gutituLetsGo
[1825.766] (S)ありくいろーる: gutituDance
[1826.107] (S)隼人さん: gutituLetsGo
[1826.304] 薮坂: gutituDance
[1827.324] yumeji404_astrono2: gutituDance
[1827.377] (S)小火_: gutituDance
[1827.427] おととか: gutituLetsGo
[1827.533] 1nv2: gutituLetsGo
[1827.543] (S)eiya_soiya: gutituLetsGo
[1828.652] (S)miru__102: gutituLetsGo
[1829.055] (S)さいはさん: gutituLetsGo
[1829.637] kh34716: オフラインレイドがあるならいいとこいっぱい取っときたい
[1829.695] zakuzakuya: gutituDance
[1830.412] (S)カニかに: gutituDance
[1830.625] みたらしいなり: コッペパン
[1830.733] のかちゃん_: gutituDance
[1831.113] nousagi2525: gutituLetsGo
[1831.218] (S)はなかん: gutituLetsGo
[1831.595] アリメ: コッペパン
[1831.601] chris_vect4045: gutituLetsGo
[1832.552] yuidayo2_ab: コッペパン♪
[1832.806] (S)warai_san3511: gutituSing
[1833.080] totemo_sugoi: gutituDance
[1833.813] ドレイン: gutituDance
[1834.371] __たう__: gutituSing
[1834.610] 戒吏: gutituDance
[1836.058] (S)warai_san3511: gutituDance
[1837.504] みたらしいなり: gutituDance
[1837.966] (S)turu_yume: gutituDance
[1839.131] neon_0524: gutituSing
[1839.524] hakamekisakura: ラララコッペパン♪
[1840.123] (S)azinori_127: gutituDance
[1841.097] eggaemgwt: 作業BGM
[1841.758] (S)ことはみう: コッペパン🎵
[1844.820] にこぜろ: gutituSing
[1846.040] こちょこがみ: ね
[1846.251] 薮坂: そだねえ
[1847.718] (S)ことはみう: gutituDance
[1850.476] __たう__: gutituTensai
[1853.443] davallia_: そうかも
[1853.583] こちょこがみ: オフラインレイドえぐい
[1857.357] naga_m: 楽しみだ
[1862.292] neon_0524: 実際食いもんに困らんのでかい
[1863.121] yuidayo2_ab: 結局助けてくれるのはかぼちゃ
[1896.031] (S)rain_bow_wow: 攻め込まれにくい土地を
[1898.377] アリメ: なんか強そう、知らんけど
[1899.455] うゆ__: 岩に囲まれてる
[1899.498] 多々良359: こういう立地好き
[1901.048] naga_m: rust勢よりの人
[1903.203] とくん: いつもの
[1903.874] ドレイン: ええやん
[1904.779] miina317317: いつもの
[1904.798] puch1111: いつものだ
[1906.776] __たう__: いいね
[1908.118] hakamekisakura: いつもの
[1910.324] シユウ: 何度も見た形
[1914.870] (S)rion2510: いつもの
[1915.363] うさきみん: gutituNice
[1915.434] つなまる: いつものきた
[1915.798] 1nv2: エアロックもちゃんとある
[1916.377] ぽんぺい: いつものでー！
[1917.006] こちょこがみ: さんかく好きね
[1918.549] アリメ: いつもの
[1919.155] 96hachiware: 相変わらず早いな～
[1920.901] (S)kou7586g: いつもの
[1920.939] (S)といなみ: いつものきた
[1923.416] davallia_: 舐めんな
[1926.314] __たう__: いつもの
[1927.622] みたらしいなり: 実用性◎
[1930.569] hinyari_pudding: サクサク建築たすかる
[1931.540] (S)まこト: スキン多いなw
[1935.346] きゅうりのピクルス: ぺろぺろ
[1936.897] (S)なっちろー: いいね
[1941.202] naga_m: rustの効果音すこ
[1943.860] kegkke: いつものドアならバレるな
[1951.509] miina317317: 主張控えめに
[1961.394] (S)かなこぴ: gutituHi
[1964.015] 1nv2: www
[1964.079] mirin_rinririn: www
[1966.596] アリメ: ｗｗｗ
[1966.659] (S)_花_: www
[1968.261] うゆ__: だろうねwww
[1968.434] 戒吏: wwww
[1968.488] にこぜろ: ｗｗｗｗ
[1968.734] __たう__: www
[1969.022] (S)といなみ: www
[1969.090] (S)ことはみう: www
[1969.660] ドレイン: wwwww
[1969.795] (S)宇多菜夏: w
[1970.320] karume_yaki: www
[1971.819] miina317317: 鈍ってるか
[1972.158] naga_m: 懐かしいね
[1973.864] うさきみん: www
[1993.760] _さらん_: gutituHi
[2002.417] 1nv2: この感じ懐かしい
[2018.737] うさきみん: なんかめっちゃうれしい
[2024.011] うさきみん: 懐かしくて
[2030.446] ajast99: そのTCスキンいいよね
[2033.494] やきなす: www
[2034.760] mirin_rinririn: wwwwwww
[2035.887] youyouchin0429: ｗｗ
[2036.931] こやはやみ: ww
[2036.999] 戒吏: wwwwww
[2037.163] アリメ: ｗｗｗ
[2037.358] (S)ことはみう: www
[2037.452] メランジュ: ｗｗｗ
[2037.713] loxoln: wwwwww
[2038.064] miina317317: 抜かれないし
[2038.148] hakamekisakura: ww
[2038.290] (S)rion2510: www
[2038.367] __たう__: wwwwwwww
[2038.370] (S)ありくいろーる: そうねw
[2039.450] (S)なななむる: wwww
[2039.455] yumeji404_astrono2: www
[2039.764] うさきみん: gutituNah
[2039.915] みたらしいなり: gutituNice
[2041.228] ハチノス: ｗ
[2042.448] やきなす: そうだな
[2042.662] にこぜろ: そうねｗｗ
[2042.862] 薮坂: gutituNice
[2042.902] neon_0524: 仮だしな
[2043.098] shouyumoti: www
[2043.506] ドレイン: wwwwww
[2043.872] (S)はなかん: たしかに
[2044.585] うゆ__: gutituNice
[2046.576] __たう__: gutituNice
[2046.771] こちょこがみ: きもジャン久々だと難そう
[2047.432] (S)といなみ: gutituNice
[2048.457] (S)_花_: gutituNice
[2048.485] 薮坂: どうせレイド来ないし
[2052.693] (S)ことはみう: gutituNice
[2058.487] はるのわーる: RUSTってみんな変わった家作るけど普通の家作ったらダメなの？
[2058.527] (S)azusawa_1020_suzuha: gutituNice
[2062.357] shuriii0110: オフラインレイド始まるの２日後？
[2066.366] (S)rain_bow_wow: 即寝式
[2069.152] みたらしいなり: 拠点完成
[2072.424] Late1120: スキンめっちゃいい！！
[2074.911] davallia_: Twitchのスキンいいね
[2081.232] (S)べんべむ: w
[2083.810] youyouchin0429: ｗｗｗｗ
[2085.153] 梨一: ｗｗ
[2085.637] アリメ: ｗｗｗ
[2085.754] とや_: ｗ
[2085.822] (S)あひるごよ: ｗｗｗ
[2086.225] うゆ__: wwwww
[2086.336] こやはやみ: ww
[2086.671] kamonohashihamigi: wwww
[2086.759] efferu_t: ww
[2086.808] (S)_花_: wwwww
[2086.891] karume_yaki: wwwwww
[2087.408] めたぬー: www
[2087.478] (S)ことはみう: www
[2087.558] loxoln: wwwwww
[2087.631] みたらしいなり: www
[2087.991] 1nv2: wwww
[2088.094] (S)second_san: www
[2088.132] Hinakong717: wwwwwww
[2088.139] __たう__: wwwww
[2088.268] miina317317: だいぶ普通www
[2088.288] 玉響のぞみ: wwwww
[2088.365] (S)kou7586g: wwwww
[2088.446] minibanbi: wwwww
[2088.454] ドレイン: wwwwwww
[2088.460] 戒吏: wwwww
[2088.525] (S)ゆーぐりっど: wwwww
[2088.533] 多々良359: www
[2088.612] (S)はなかん: wwwww
[2088.622] 泥水浴び: wwwwwwwwwwww
[2088.668] (S)ありくいろーる: www
[2088.814] (S)ヒロミヤ: wwwwww
[2088.820] yumeji404_astrono2: wwww
[2088.825] こちょこがみ: wwwwwwww
[2088.960] oci_neco: wwwww
[2089.413] (S)エズシュト: wwww
[2089.471] hakuseki13: ｗｗｗｗ
[2089.551] (S)いぬスキー: wwwwwww
[2089.761] rutile_8: wwwww
[2089.824] すすのき: wwwwww
[2090.354] 薮坂: www
[2090.437] kranke_571: wwwwww
[2090.542] karankoe_sp: www
[2090.582] mirin_rinririn: お前の家変だってよ
[2090.634] ram_nia: wwww
[2090.776] (S)renatus266: wwwww
[2091.251] uzura7373: wwwwwwww
[2091.681] 狐_火: ｗｗｗｗ
[2091.687] (S)0ㅏ아: wwww
[2091.902] hakamekisakura: wwwwwwww
[2092.151] ずうちゃ: 多様性だね
[2092.207] (S)とり肉: wwwwwwww
[2092.208] (S)rion2510: www
[2092.455] にこぜろ: ｗｗｗｗｗｗｗ
[2092.669] shouyumoti: wwwww
[2092.700] まよかた: wwwwwwww
[2092.787] eggaemgwt: 基礎
[2093.088] うさきみん: まあ
[2093.318] (S)さめざぁ: wwwww
[2093.529] shimuzuma_24: 確かにそう
[2093.532] kuronekosugitume: gutituHi
[2094.706] りらるら: いつもの
[2094.914] ヌン0318: www
[2095.073] なみのりを覚えない: マイクラでいう豆腐ハウス
[2095.182] 仮名141: そうねw
[2095.365] 島人3: ww
[2096.078] むネオ: スタンダード
[2096.123] しぇくと: 無難
[2096.273] (S)mot_tchan: www
[2096.463] つきあかり: wwww
[2096.485] __たう__: 実はね
[2096.510] うめおにぎり: wwwwwwwww
[2096.685] とや_: マイクラの豆腐か
[2096.697] フールツパンチ侍: 豆腐小屋
[2096.915] ひばりかも: ご存じではない？
[2097.038] (S)kou7586g: そうね
[2097.209] でどすた: 長方形の家とか
[2097.802] (S)といなみ: セオリー
[2098.365] やきなす: RUSTの豆腐
[2098.527] (S)べんべむ: 変な家
[2099.318] davallia_: スタンダード
[2099.349] (S)宇多菜夏: オンライン言ったらこの家が乱立してるwww
[2100.474] はなのい1: gutituHi
[2100.500] 薮坂: 完全体だよ
[2100.528] (S)rain_bow_wow: 劇場版変な家
[2101.103] (S)ありくいろーる: やーい、お前ん家おっばけやーしきー！
[2101.405] にこぜろ: 決定版
[2102.431] つのなんだが: 間取りがちょっと変
[2102.670] まよかた: まぁそうw
[2104.395] メランジュ: マイクラの豆腐的なね
[2104.848] ちびちゃん12: 定型分的な
[2105.061] うもうくん: 教科書通りの家
[2105.064] (S)エズシュト: マイクラとは違うからね
[2107.986] (S)kita_basedall: 知らない人からしたらそうか
[2109.211] うめおにぎり: 豆腐しか勝たん
[2109.564] たると_0924: gutituHi
[2110.227] kyou2887: せめて木にして・・・・
[2110.603] 泥水浴び: 変な家
[2111.817] neon_0524: マイクラで言う豆腐家
[2112.056] 掛け布団2345: この家……何が変？
[2112.268] (S)ことはみう: おお
[2112.927] みりらす: マイクラの豆腐ハウス
[2113.008] (S)azusawa_1020_suzuha: wwwwww
[2117.279] an_do121: この家窓がないんですよ
[2117.489] miina317317: wwwww
[2117.724] 薮坂: wwww
[2117.782] umeneranai: wwwwwwwwwwwww
[2117.975] 1nv2: gutituTensai
[2118.561] (S)ことはみう: www
[2119.226] kamonohashihamigi: www
[2119.634] yumeji404_astrono2: wwwwwwwww
[2119.852] (S)べんべむ: wwwwwwww
[2119.864] (S)saaya_24: おりこうさん
[2120.181] アリメ: ｗｗｗｗ
[2120.495] __たう__: wwwwwwwwww
[2120.960] こやはやみ: www
[2121.070] あまとう__: wwwwww
[2121.105] loxoln: wwwwwwwwwww
[2121.178] (S)tetora0727: ダイワハウス
[2121.623] minibanbi: 煽り？wwwwwwwwww
[2122.026] (S)_花_: wwwwww
