[27.069] pettan_omochi: かっこいいの着てるねぇ
[3076.039] hojihojidx: やめてる（他の人よりやってる）
[3077.862] (S)raurakd: 今から考えると短いよねえま
[3078.183] blackcoffee0821: Maumiさんとケンジさんとアールさんてつながってたんすね
[3096.780] (S)ノア1844: ダルシムも予想通り強そうみたいですし、マノンも強そうですしjpも遠距離コマ投げあって強そうらしいですねｗ
[3097.683] komine58: 昔はゲームタイトルの寿命短いから濃密すぎるな
[3100.503] tarantarantaran: umeCossack
[3107.325] おりっち: 6のザンギ触ってみます？
[3140.419] tukumi07: ウメザンギ！？
[3151.240] ootsukemono: ほう中野
[3151.892] nozomaro: ヌキさんと地球ソドムはその組手いたんだっけ
[3157.851] (S)asaka139: 東北散歩で体重減りましたか？しゅっとされたように見えます。
[3173.194] v_harumi_v: ほうほう
[3182.492] hiro_chan: 中野ザンギエフ
[3184.462] 吉田ジャスティスカツヲ: 昔ってスト、バーチャ、鉄拳の派閥って交流あった？
[3186.043] ootsukemono: 変装しないと
[3188.658] balthazar000: 太古の戦士やん
[3189.374] niwakanoppo187: マルゲや懐かしすぎるｗ
[3189.847] chin_56_: ウメハラくん
[3191.255] hiro_chan: 懐かしい
[3192.708] (S)raurakd: ほー
[3193.223] bufuagi: おじさんかな？
[3196.656] トルコ石: トルコ石 subscribed with Prime. They've subscribed for 50 months! 
[3203.833] (S)れく太: 牛さんだーｗ
[3204.180] 動画勢: あー
[3204.998] maddy2623: 知ってる知ってる
[3206.600] tabibitox: GYU
[3207.382] gettyozi: なんかいそうな名前
[3209.058] prototypeie: 1回…
[3218.536] hiro_chan: ゲーメスト買いに行ってた
[3218.625] (S)brutal9998: 一回w遠いなあw
[3221.087] gettyozi: すげー！
[3223.087] kaigaizei: メストライターでよく名前見た人
[3224.538] Loytory: すげえ記憶力ｗ
[3225.081] tukumi07: よく覚えてるなぁｗ
[3226.219] すか: 記憶力すご
[3228.814] aranami0: 記憶力どうなってんのｗｗｗ
[3228.870] tw_numa: すっけ
[3229.301] potesaraudon: すごｗ
[3230.112] ootsukemono: そりゃ嬉しい
[3230.165] (S)n242f45aa: すーごいｗ
[3230.295] (S)fikat_0702: よく覚えてるなあｗ
[3230.850] ddb365: えぐい
[3231.342] チョコミんト: 記憶力すご
[3231.667] tw_numa: えぐい
[3232.931] gettyozi: 相当えぐい
[3233.409] (S)黒猫くん: また色覚えてるw
[3233.484] (S)gazesd: キモいまである
[3233.913] momochan6: そういうのよく覚えてるなｗｗ
[3233.972] kanegon7237: ほぉーー！
[3234.034] yomogi0610: すごｗ
[3234.508] xxzoids: よく覚えてるね。
[3234.629] bufuagi: それ覚えてもらってたら嬉しそう
[3234.800] (S)brutal9998: 一回でよく覚えてるね
[3235.868] morinagasyuya: すーごい
[3235.924] yuki_aion_aion: 記憶力やば
[3237.977] goozy009: すげ
[3239.347] maddy2623: キャラとカラーで結びついてるのやばすぎｗ
[3239.442] niwakanoppo187: ｗｗｗｗｗ
[3240.410] (S)kani7321: えぐい
[3241.501] kotatan_twitch: kotatan_twitch subscribed with Prime. They've subscribed for 31 months! 
[3242.794] tw_numa: すげぇんだ
[3242.914] kebiisi: すげえわw
[3245.195] tabibitox: ジンバル「記憶力あったん？」
[3245.544] v_harumi_v: 記憶力が本当にすごい
[3246.272] (S)raurakd: 異常なレベルよw
[3247.454] chin_56_: 赤の他人
[3248.423] donder112: 何キャラってのが笑えるｗ
[3248.788] caruvi: 能力者
[3249.686] taroumaruh: プレイで関連付けされてるのかな？
[3250.016] tarantarantaran: FortOne
[3250.744] yuino5810: 間違いも多いけどねｗ
[3252.027] xxzoids: 異常なレベル。
[3253.257] カブトシロ: 何でジンバル無くなるんやろね。
[3254.240] (S)shun__suke__: 相手の人うれしかったやろなあ
[3255.779] もきち555: キャラの色で覚えてるの好き
[3258.029] (S)brutal9998: それはほぼ他人だよw
[3258.618] 墾田永年私財砲: のみ
[3259.948] v_harumi_v: 声かけた人の方がビックリしそう
[3260.444] omoikawa: 格ゲー周りになると記憶力おかしい
[3263.696] ddb365: 映画とか漫画もよーく覚えてるよ
[3263.838] hojihojidx: 強かったんじゃないの？
[3265.592] tw_numa: "だけ"
[3267.889] (S)baebae_6: ゲーセン限定の記憶力じゃない？
[3269.261] masarin763: 大会とかの対戦相手とかよく覚えていると思います。トップ勢の人
[3270.892] チョコミんト: 格ゲー特化
[3271.000] (S)latenight000: それ、オンライン対戦の相手にも適用されるのｗ？
[3271.657] (S)憂う者の弟子: 限定能力
[3273.542] Loytory: 記憶されてるって相当嬉しいだろうなぁ
[3273.801] (S)perfecttakahashi: ウメちゃんはプレイだけで誰かわかる？
[3274.009] taroumaruh: 格ゲー特化型脳漿
[3276.345] kamiya1979: 凄い偏り…
[3282.139] balthazar000: その記憶失う前にアーカイブしよ？
[3282.173] (S)n242f45aa: 格ゲーで記憶の宮殿作ってる
[3282.473] (S)wonderhit1: 格ゲーの時だけ集中スイッチ入るのかな
[3286.166] (S)れく太: バーチャの記事で良く名前見てた
[3286.268] (S)otyenco: とがった性能してるなー
[3286.726] yuki_aion_aion: その人感動して泣いちゃうよ
[3287.562] 吉田じんぎ: でもジンバルどこに置いたかは忘れる
[3288.112] kanegon7237: バイトでは発揮されず？？
[3289.978] falcanon: こんばんは
[3290.128] ムエタイ: キャラのカラーだけ記憶力最大w
[3290.327] chin_56_: アバター覚えられそう
[3290.421] v_harumi_v: それでも十分凄すぎる
[3304.813] chanmipoin: どんなことも格ゲーで紐付ければ忘れないんじゃないですか
[3304.966] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[3306.370] akiaki0612: 本人がカラー忘れてそう
[3311.175] bufuagi: メインゲーだったら気まずい
[3327.380] tw_numa: メストライターさんの名前覚えてるよなぁ
[3331.655] tukumi07: 草
[3335.967] Loytory: ｗｗｗ
[3336.540] ootsukemono: wwwwww
[3339.817] (S)brutal9998: 節穴だとw
[3341.553] kaigaizei: それ覚えてるわ
[3342.649] (S)n242f45aa: やめたれｗ
[3344.060] tw_numa: 草w
[3345.351] niwakanoppo187: 空中竜巻からコマ投げは抜けられないタイミングあった気がする
[3347.584] hizahashin: さすがに？
[3347.702] gettyozi: 神格化ｗｗｗ
[3349.829] chin_56_: 神話崩壊
[3354.983] ムエタイ: だまされてるｗ
[3356.017] 動画勢: wayaSykeiku
[3357.026] masarin763: 人性能が...
[3357.385] だいこん_: umeFail
[3357.996] akiaki0612: ダメじゃんw
[3359.624] 第四宇宙速度: 神話どうして・・・
[3361.129] niwakanoppo187: アナカリスだけじゃね？ｗ
[3361.886] tw_numa: んっ
[3366.048] (S)brutal9998: 洗脳が解けた瞬間w
[3366.149] (S)n242f45aa: 駄目じゃんねえ
[3366.980] (S)kazukitaiga: 神のいうことがまちがってるわけ
[3369.855] ootsukemono: やめたれw
[3377.642] (S)raurakd: 洗脳解けた？
[3379.928] kahaku91: でも神が言ってるし・・・
[3381.788] (S)ohigekujira: 神を疑った日
[3382.148] balthazar000: 聖書ではなくなった瞬間
[3384.078] kaigaizei: パイロンってそういうキャラなのかと当時思った
[3385.526] NutsSpatha1: ウメハラさんがバーチャファイターに興味を惹かれなかったのはなぜですか？
[3386.473] (S)kani7321: メストさぁ•••
[3388.108] tw_numa: 人間だった
[3390.661] ~MISSING_COMMENTER_INFO~: Dリバは投げに使えないとのことですがスト6のDリバは投げ無敵あるらしいんですが何のためにあるのですか？
[3396.745] oyaaa_duelist: 今更ながらセイヴァー触ってみましたが、キュービィー楽しいですね
[3402.334] aranami0: 高かったし…
[3421.775] (S)れく太: その分確反があるからねDリバ
[3424.135] (S)n242f45aa: ww
[3424.626] niwakanoppo187: ｗｗｗｗｗ
[3425.718] (S)1108044k: ｗｗｗｗｗ
[3426.262] tukumi07: ｗ
[3426.457] ドス_: ｗｗｗｗｗｗｗｗｗ
[3427.006] caruvi: ｗｗ
[3427.676] ぐぐっす: ｗｗｗｗｗ
[3427.697] (S)raurakd: くさぁ
[3427.708] (S)残り8万: 草
[3428.049] だいこん_: あ
[3428.244] aranami0: ｗｗｗ
[3428.551] tabibitox: あとアーマー貫通だっけ？Dリバ
[3428.692] showhey778: ｗｗｗｗｗ
[3428.884] kuuso1: ｗｗｗｗ
[3429.097] tw_numa: www
[3429.226] チョコミんト: 虫じゃん
[3429.326] uncledoon: ｗｗｗｗｗｗｗ
[3429.453] (S)baebae_6: ｗｗｗｗｗｗｗ
[3429.458] prototypeie: ｍ９
[3429.461] ~MISSING_COMMENTER_INFO~: ｗｗｗｗ
[3430.504] (S)latenight000: 一応、教えておきます
[3430.774] yomogi0610: ｗｗｗｗｗｗｗｗ
[3430.839] comment3: 教えておきます
[3431.164] (S)fikat_0702: ｗｗｗ
[3431.474] ootsukemono: そうなの！？
[3431.729] ddb365: ｗｗｗ
[3432.009] カブトシロ: ヒドイ・・・
[3433.288] tsubame5204: umeFail
[3433.601] hizahashin: やめて
[3433.625] Loytory: ｗｗｗ
[3433.983] cook_5921: umeYay
[3434.025] べーこん118: 高速中段はさぁ～
[3434.342] (S)shun__suke__: 辛辣ぅw
[3434.545] 墾田永年私財砲: だけぇ！
[3435.691] ムエタイ: wwwwww
[3436.008] tarantarantaran: yanai0Gpoase
[3436.469] (S)kazukitaiga: おれもQB使ってたけどそうだよなｗｗｗｗ
[3436.476] donder112: その通りですねｗ
[3436.907] tw_numa: サスカッチもかな？
[3441.802] (S)raurakd: www
[3441.952] kihiro_bq: ですよね…すいません
[3443.338] inkgran: BibleThump
[3444.212] bufuagi: やり始めた人にそういうこと言うw
[3444.260] (S)n242f45aa: www
[3444.585] (S)perfecttakahashi: w w w w w
[3445.340] すか: 真実の代弁者
[3445.378] v_harumi_v: ww
[3445.477] ドス_: その通りなんだよなぁ
[3447.117] morinagasyuya: FailFish
[3448.790] kahaku91: umeNirami
[3449.543] 1678923482: 本田「そうでごわす」
[3452.724] momochan6: あの蜂はくそすぎる
[3454.511] nozomaro: そんなもんシカトで良い
[3455.083] horikawa_r_i_k: ビシャモンだってそうやろ！
[3456.041] icyblue1985: こんばんは、ゼロ３どうですか？
[3461.949] masarin763: Dリバはガードブレイクついているから、攻略進むとまた違うかも？
[3462.734] triskeal: 聞いてるかメガネとタツヤ
[3463.854] v_harumi_v: 蜂さん
[3474.225] tw_numa: せっかく始めてくれたんやセイヴァー
[3491.897] 墾田永年私財砲: やれーい
[3492.040] カブトシロ: でも楽しいんでしょ？
[3493.625] (S)n242f45aa: w
[3493.888] ~MISSING_COMMENTER_INFO~: がんばれ〜
[3494.093] 第四宇宙速度: それはそうｗ
[3494.212] hizahashin: ｗｗｗ
[3495.758] (S)perfecttakahashi: ZERO3は体感どのぐらいで戻りそうなの？
[3497.046] comment3: スト6をやれーーい
[3497.535] tw_numa: 正論w
[3499.033] (S)raurakd: 1億目指せ！
[3499.103] niwakanoppo187: 現役勢二人がガチで殺しに来てるのやばいよなぁZERO3
[3499.334] (S)shun__suke__: バンパイアシリーズ新作でないかなぁ
[3499.605] ve968: マジの正論きた
[3499.718] icyblue1985: たしかにｗ
[3500.821] 吉田ジャスティスカツヲ: バレッタ使い多かったな
[3501.908] (S)kani7321: umeNirami
[3504.193] rt340: 両方やってもろてw
[3506.483] horikawa_r_i_k: ますみさんは勝てるって豪語してたよ
[3507.349] hojihojidx: ゲームのブランクとレバーのブランクどっちが大きいんですか？
[3508.351] aranami0: もう来月だぞ！
[3510.574] afro888: ハンター2とかセイヴァー2ってやった？
[3512.306] べーこん118: スト6今までにないくらい盛り上がりそうですよね～
[3512.408] maddy2623: 次第に誰もやってくれなくなる
[3512.621] ootsukemono: やっぱり最新作が正義…
[3516.581] myaaaaaa123: 昔のますみさんとのZリュウ対決の動画とか見ましたか？
[3520.491] chanmipoin: 逆に使ってる側も相手も楽しいキャラっているのか🤔
[3520.615] (S)fikat_0702: ゴンタさん家にウメさんの使ってた昔のグラボ売ってあげられますか？奥さんのPCだとスト6が重いらしく買い取れるなら買い取りたいと言ってました
[3525.681] yomogi0610: ｗｗｗ
[3529.457] tabibitox: ウメちゃんに脳を焼かれてるから
[3532.579] (S)perfecttakahashi: w w w w w
[3545.707] (S)brutal9998: 肉の芽植えつけられてるから
[3547.104] tallistor: howmany characters are there in sf6?
[3547.775] (S)latenight000: ちょっとわからない単語やめてください
[3548.074] blackcoffee0821: ウメ信者言うてたな
[3548.968] niwakanoppo187: 3日3時間ずつでウメちゃんを現役レベルに戻して余裕勝ちさせられるって言ってたよ！！！
[3549.342] (S)raurakd: ぐらぼ…?
[3553.928] (S)れく太: メンおじに聞ける場所あるの？
[3554.638] (S)fikat_0702: めんおじさーん！
[3557.890] tw_numa: グラフィックのボードや
[3563.126] gnm1616: そんなの鳩じゃなくて本人に言わせろよ
[3563.235] (S)gameinntwitch: 余ってない
[3567.031] masarin763: 既に出た話かもしれませんけど、ゼロ３の練習はいつごろから始める感じなんです？
[3567.811] 吉田じんぎ: 出でよ！メンおじ！
[3570.783] おりっち: 前は2080スーパーかな？ちょい足りんかも
[3575.431] 吉田じんぎ: 出た！
[3575.766] Blorp__: @tallistor 18
[3579.101] (S)黒猫くん: ちゃんといためんおじ
[3579.427] tukumi07: ほんとに出てきたｗ
[3581.039] (S)kani7321: メンオジはーやい
[3587.393] (S)brutal9998: すげえなメンおじw
[3594.063] takahashiseigi: 柏木、D44は、流石に現役勢が勝てよってスタンスでした
[3604.576] 第四宇宙速度: 柏木は現役勢が勝つって言ってたけどウメちゃん勝ったら一生子亀として生きていくって言ってた
[3606.232] akiaki0612: sマスミさんってどういう特徴のプレイヤーなのですか？
[3606.494] blackcoffee0821: 4本勝負？
[3607.495] (S)bec118_japan: その動画見ました！！
[3617.795] maddy2623: マスミシリーズｗ
[3619.925] gnm1616: あげられますかとか本人の迷惑になるから鳩するなって
