[12.660] ねこざけ: おｋ
[2081.652] lucentsnow: もう盾だけでよくない？棘つけて
[2083.228] じゃむじゃむお: 相手がグルグルに盾を固定してたらやばない？
[2084.199] toshiwakamaru: 弓でよくね？
[2084.232] muck_339: もれなく！？ｗ
[2084.520] じぇいみ: 土柱強いよ
[2084.763] sinsin565: ワンチャン武器やな
[2086.137] (S)gorogorogorn: ヨーヨーだよ
[2087.671] (S)hiaaru: FF16で強い手投げ斧
[2088.450] tang_swi: ゲッタードラゴン
[2088.795] うーたんんんっ: 斧斧
[2091.606] (S)sai927: ｗ
[2093.167] sh1zuku716: ヤリなら守りながら突けるの知らず？
[2093.610] 157655: そういや壁に斧投げる体験できるとこあるな
[2094.323] (S)ババシャツ: ｗｗ
[2094.466] balthazar000: 斧話しながら昇竜出るんだし、だいぶ馴染んできた
[2094.470] takastoz: 斧を投げれるバーか何かあるよね
[2094.589] (S)mothman369: 盾に食い込んだ斧って使い物になるの？
[2094.660] ryp_diebujo: Hii
[2094.888] (S)You_nari: あっ
[2095.195] vungo_mr: ｗｗ
[2095.362] mifune1046: wwwwwwww
[2095.391] jigen0104: それ影慶じゃん
[2095.403] sahaha213: 斧ビュンビュンで草
[2095.412] chin_56_: あさよっと
[2095.442] 吉田じんぎ: にししんくうは
[2096.114] (S)ymd1222: 投げ斧はファイアーエムブレムで強かった
[2097.053] potocki1810: w
[2097.272] kimi_3_: 投げるなら弓でよくねってなる
[2100.876] ledlight9413: 浅瀬
[2101.451] (S)こたのすけ: 煽り全一
[2101.537] akiaki0612: 微妙にリアリティあるのやめて
[2102.008] フィズバン2023: 集団で囲んで短刀投げる最強
[2102.330] (S)sakusakuman225: ｗｗｗｗｗ
[2102.354] latenight000: ウメは"深い"
[2104.054] tsukumo800: 彼岸島の敵が鎖斧使ってたな
[2104.243] いちのろく: 座礁しちゃう
[2105.114] boco_gaming33: ヴァンサバで斧そんな強くないな
[2105.364] jigen0104: www
[2106.464] sharks_up: 味方やろｗ
[2108.525] セリール: 盾でぶん殴った方がいい
[2110.084] (S)muteking510: FF14の斧はタンク
[2110.294] oleo0227: そら競馬外すわ
[2112.908] (S)You_nari: ちゃぷちゃぷ
[2113.236] mohita_3: 身バレしてると浅コメリスクきついなｗ
[2114.676] sistersguitarreplica: ロープつけて投げれば回収できるよ
[2116.163] Artorius_jp: 斧最強だけは譲らない男
[2116.205] v401: フランスの国の名前の由来は投げ斧やねんぞ
[2119.794] TB2117: 誰か武器オタいねえかな
[2121.452] (S)gorogorogorn: これは０斧だわｗ
[2122.012] muck_339: 進化すれば強いね
[2122.129] (S)~MISSING_COMMENTER_INFO~: デュエリングシールドっていう刃つきの盾強くないですか
[2123.173] (S)kadokichi: ゲッタートマホークはどうすか
[2125.373] よっとです: すみません やっぱ馬はゴミです
[2127.701] sahaha213: 盾に斧つけたら最強じゃね？
[2129.110] proajus: 斧を語るウメちゃんはいつもと違って厳しいぞ！
[2131.103] lucentsnow: 進化する強いと思ってた
[2131.765] syouyuireppa: 弓は習得まですごい時間かかるんよな
[2132.131] (S)johndoe6523rp: 斧最強ねゲームある？
[2133.307] SleepShiva: 進化したら強いけど
[2134.590] oyukakete3min: FEの投げ斧は敵にHITしたあとブーメランみたいに戻って来るよ
[2135.420] (S)pansollo: フランシスカっていって投げ斧でヨーロッパ制したんだぞ
[2136.440] kazuxeno: ファイアーエムブレムでも斧ってそんなに・・・
[2138.107] もんじゅー: 斧は、武器以外にも用途あるし作るコスパも良さそうだし、誰でも使えそう。
[2138.153] yamanekojiro: 必中前提なら投網が強いな
[2140.049] Nemu1010: ヴァンサバエアプもいます
[2140.598] doanobu00000: 武器、中世、最強で調べたらハルバート出てきた
[2143.893] akachin03: これ斧無しが1番良くね？
[2143.959] mifune1046: DBDのハントレスは投げ斧でカッコいい
[2144.484] (S)EDN3rd: トマホークバスターには無敵はない
[2144.760] エメラルドスプラッシュ: w
[2145.026] (S)近未来バスター: 結局ハンマーが最強じゃない？
[2145.337] なっつぃ: ｗｗｗ
[2145.459] potocki1810: 翻訳文体ｗ
[2145.898] フィズバン2023: www
[2146.887] norinorimaromaro: いい加減目覚まそうか
[2147.578] (S)堅甲: ヴァンパイアハンターもそういえば斧使ってたな
[2147.583] (S)fikat_0702: 即否定ｗ
[2150.381] (S)Danzarub: やっぱ馬・槍・弓の組み合わせが最強だよね
[2150.962] demaekan_: いいえ！
[2151.918] chin_56_: なぜならぁ
[2151.967] (S)ノア1844: 今だと特に強くないですね
[2152.710] dori369: cmonBruh
[2152.739] Artorius_jp: 実際投石が強くないか？
[2153.278] (S)sakusakuman225: NO
[2154.701] (S)You_nari: 定型文おつ
[2156.754] rt340: 斧にもこだわりがある
[2157.226] moscat0c7: 個人の感想ｗ
[2157.683] balthazar000: 盾に斧、、、どうやって使うんだ？
[2158.147] zoqzoq001: 英文みたいだ
[2158.931] のぞみくん: umeYay
[2158.946] ara5588: Google翻訳みたくなってるw
[2159.208] blueplanet96: 中世の武器で戦うスポーツありますが興味ありますか？
[2159.389] tabibitox: 弓最強でええやん
[2159.588] vungo_mr: ハンマーは片手だとなあ
[2160.135] mu_chan: 盾に斧ついても中途半端
[2162.170] (S)ババシャツ: 斧の持ち手の素材は何？
[2162.865] (S)homu0117: ダクソのトゲの盾結構強いよ？
[2163.615] oleo0227: 逆に斧を更に強化するならどんな形になるんだろう
[2164.059] pandascal: 根拠がプエルトリコで見たクソデカ斧だけなのが凄い
[2165.049] sharks_up: 関さん撮影で使った斧もらってたよ
[2166.274] ビフィダス: 鎌の素材なイメージ
[2166.467] tsukumo800: 片手斧に盾ってFF11くらいでしか見たことない
[2169.437] (S)顔面ユッケ: ランスは？
[2171.250] harumaki040212: レイピア好き
[2172.766] muck_339: あるねえ
[2173.970] (S)sai927: やろう
[2174.588] wandan01: 振り下ろす？薙ぎ払う？
[2174.820] zackz_fair: 魔界村でも斧ありましたね
[2176.072] rikaaa13: is it hard on his fingers chat thats why hes practicing this?
[2176.309] かっつん_121: 盾に棘つけたらいけそう？
[2176.499] vungo_mr: みたことあるそれｗ
[2176.591] OldTypeOji: 廚二病的にはカタナが最強なんだが
[2177.913] たけすーと申します: あれはやばいｗｗｗ
[2178.326] chin_56_: スポーツ？
[2178.960] フﾄ: あるねぇ
[2179.047] odoreminv2: 甲冑着てやるやつあるよねｗ
[2180.224] Nemu1010: アーマードバトル
[2180.658] muck_339: 両手剣とかポールとか片手剣とかあるよ
[2181.333] Kan_G: ヘヴィファイトやね
[2182.109] mohita_3: 甲冑着てね
[2182.519] one596: ガチのやつあるよ
[2182.777] urumax999: 西洋甲冑きて戦うスポーツあるよね
[2182.890] (S)hiro_chan: ガチで鎧きて戦うやつある
[2183.259] (S)けいしゃん: スパルタスみたいなやつだっけ
[2183.541] poroncho4: 鎧着るやつかｗ
[2183.560] ビフィダス: 魔界村に斧あったよね
[2184.070] フィズバン2023: 面白そう
[2184.566] akiaki0612: 斧使ってたわw
[2186.646] vvvv102: メイスとか使うやつじゃね
[2186.650] いつかっぷ: ジョストかな
[2186.742] (S)You_nari: 過激
[2186.772] tom236n236p: 鎧着込むやつか
[2186.850] ys120: みんなで鎧着込んで殴り合う
[2187.677] kazuxeno: おぶねｗ
[2187.817] (S)echizen2000: 甲冑でぶん殴りあうやつあるよ
[2188.922] メタルぱんだ: 甲冑着て、何でも
[2189.259] tambo567: くっそ危ねぇ
[2189.942] piyopiyomaru555: でもウメちゃんモンハンで斧じゃなくて大剣使ってたよね
[2189.982] (S)gorogorogorn: チャンバラ出来るんかｗ
[2190.037] ka1baset: ww
[2190.061] (S)こたのすけ: フルアーマーで殴り合うスポーツあるよね
[2190.412] (S)ymd1222: 俺を獲れで中世武器勢いなかったんですか
[2190.517] cheeetuss: 本物でやろうよ
[2190.836] セリール: タコ殴りにするやつね
[2191.270] modsdontgetpaidnun: Lol why so many dps
[2191.279] kinakobuta: 甲冑着てやるやつあるよ、めっちゃオモロい
[2191.620] (S)johndoe6523rp: 結構エグいやつｗwｗw
[2192.182] sistersguitarreplica: あぶねえ
[2192.294] (S)ノア1844: 甲冑で剣盾とか槍とか
[2192.336] saibabasan: 甲冑着てボコボコに殴り合うやつあるよ
[2192.533] 吉田じんぎ: 自身で証明するか斧を
[2192.695] (S)FilthyOjiChan: for muscle memory
[2192.846] (S)chujoe1101: チャンバラかそれ
[2192.907] yutt4n_fps: 結局槍最強説って無いんですか
[2193.906] (S)haicro_zm: 相当危なそう
[2194.766] icyblue1985: ４ぬでしょｗ
[2195.392] pettan_omochi: 甲冑着てチャンバラするスポーツあるよねｗ
[2195.856] chin_56_: 殺し合いやろ
[2195.999] inpma555: レイピアは実際強い
[2197.015] vungo_mr: 両手剣もあったな
[2197.674] (S)phenotypefgc: haha
[2197.735] (S)れんぞね: 鎧着るチャンバラあるね
[2198.726] sinsin565: モーニングスターは自爆するから
[2199.112] ペプシ男: 甲冑きて武器で殴り合う競技あるよね
[2199.865] watanabe0731: あれ死人出てないの？w
[2199.921] modsdontgetpaidnun: Is he working on muscle memory
[2202.877] (S)Racrepus: ゴボウ
[2203.381] Artorius_jp: ハルバード強そう
[2204.626] urumax999: 盾と剣と西洋甲冑
[2205.357] akiaki0612: 甲冑着て殴り合うイベントあるよ
[2205.467] (S)hiro_chan: 盾も金属製だから不利
[2205.512] (S)ノア1844: 斧盾も両手斧もあります
[2206.417] だわさワサワサ: 中世騎士チャンバラはよくツイッター動画で回ってくるね
[2207.529] (S)junjamaica: なんか古代の武器で戦う大会実際にあるよね
[2210.029] (S)sai927: ｗ
[2210.580] maruOMEGAmaru: 甲冑にやつは体格ゲーやね
[2212.284] roro_gc: あーあるね
[2214.416] DisposableAccount001: あるあるｗ
[2215.124] erisuk: 一人ディープなファンいても運営できねぇ・・・
[2215.323] saibabasan: 甲冑きて武器なんでもありで10vs10で殴り合うイベントあるよ
[2215.558] (S)gorogorogorn: 死人でるやんｗ
[2216.127] muck_339: 両手剣・片手剣＆盾、ポールとかそう言うの持って甲冑で殴り合う
[2216.589] syagami: 死人でない？
[2217.994] akachin03: もう戦争やん
[2218.673] (S)pansollo: 俺を獲れでもちこむか
[2219.426] TB2117: やっぱ感性独特ですねｗ
[2220.140] konjac_0419: アマプラで見れますね＞鎧での武器のなぐりあい
[2221.690] teteru: ロングスピア勢強いよな
[2221.849] (S)ババシャツ: アマプラかなんかで見た気がする
[2222.100] ys120: 歴史を感じたかい、出来そう
[2222.925] メタルぱんだ: 金属だから
[2223.398] urumax999: 真剣ではやらんので。。
[2223.834] (S)echizen2000: 日本のチームボコボコにされてて悲しかった
[2223.917] sahaha213: それスポーツじゃなくてマジじゃん
[2224.667] roro_gc: ちゃんと痛いらしいぞあれ
[2224.716] 0雑種0: レイピアはフェンシングがあるやん
[2225.618] (S)johndoe6523rp: テレビでみたことある
[2227.910] (S)oottssuu223: 海外に剣と鎧着てチャンバラする番組あります
[2229.023] ねろ5000: 刃は潰してる
[2229.304] (S)hiro_chan: 安全性てきにむり
[2229.937] (S)gorogorogorn: ダイアモンドの鎧？
[2230.188] セリール: 発勁
[2230.540] kinakobuta: 甲冑着てやるやつ日本人でめっちゃ強い人いたよね
[2230.664] (S)junjamaica: すんごい音なってるから怖いで
[2230.949] prototypeie: ｗｗｗ
[2231.515] saibabasan: もちろんダメージあるから倒れてるよ
[2231.553] mutuizumi: 潰すのが目的では？
[2232.223] muck_339: 武器は安全用のがある
[2233.786] OldTypeOji: 0フレ昇竜ずっと打ってるんだがこのお方。
[2233.960] chin_56_: おれはいいよ
[2234.162] 黒鼓ぜろ: つべで検索すればたくさん出てくるね
[2235.106] (S)ジャアスティン: 痛いは痛そう
[2235.237] latenight000: 俺は"ヤル"
[2235.702] Kan_G: ガチ鎧だから衝撃あるくらいらしい
[2235.987] zoqzoq001: 参加！？
[2236.235] akiaki0612: いや、結構ガツガツやってる
[2236.778] kimurayuichi: 動画あるよ
[2237.013] (S)sakusakuman225: ｗｗｗｗ
[2237.302] vvvv102: 楽しそうにガチなぐり合いしてるやつ
[2238.752] hayama01: 俺はいいよ？
[2239.032] ごや58: 鈍器みたいな音してる
[2240.084] rt340: 新企画くるか？w
[2240.248] pettan_omochi: 日本でもそれの装備品の専門店あるよね
[2240.294] DisposableAccount001: 日本人も参加するよ
[2240.324] (S)hiro_chan: 貫通禁止
[2240.431] 157655: えいたトラボの殴り合い中止なったし対決それにしようよ
[2240.552] one596: ガチ殴りしてる
[2240.872] jigokunonekomatu: しのさん止めて
[2241.941] mifune1046: 獣道（物理）
[2242.743] Artorius_jp: 素人なら射程正義ゲーじゃない？
[2242.985] (S)ノア1844: 言っても結構血が出てるっぽいですよね
[2243.521] 坐骨: 見たらそんなこと言えなくなる
[2244.500] SleepShiva: 中世の武器なんてほぼ全部鈍器だよ
[2244.768] セツリ: 斧で？
[2244.859] balthazar000: プレゼンタイミングきたよ
[2245.529] kinakomoko: スタミナ持たないだろうなあ
[2246.070] kingsbane_1_7_3: 失格だよ
[2246.650] mohita_3: 企画決まったな
[2246.867] vungo_mr: 流石に刃は落としてるだろう
[2247.150] (S)gorogorogorn: 隙間はｗｗｗ
[2247.345] saibabasan: まじで動画みたことないの？
[2248.128] suupu: ルールはあると思うよ？ｗ
[2249.975] blueplanet96: アーマーバトルでyoutubeで検索してみてください
[2251.279] goozy009: 刃を潰したらガチで斧が強い
[2251.928] (S)junjamaica: ガチで骨折ってる人おったし
[2252.625] chin_56_: 斧でこう！
[2253.820] bulletk7: あるよ。日本でもやってる人いたはず
[2253.842] (S)You_nari: だめですよー
[2254.439] roro_gc: あーみぃって芸人が昔3位とかだったかな
[2255.109] (S)sai927: ガチの戦じゃねえか
[2255.410] numb76: 斧って、刀に勝てんの？
[2257.724] sharks_up: ああいうのって昔の人からみたらめっちゃ浅そう
[2257.955] 無心に: Oh NO!
[2258.993] ペプシ男: お笑い芸人の人やってたね
[2259.177] セリール: 大人数でタコ殴り
[2259.632] (S)hiro_chan: 「盾を獲れ」
[2260.911] Nemu1010: アーマードバトルな
[2261.249] vvvv102: 結構体力勝負っぽかった
[2262.161] (S)FilthyOjiChan: he train this mostly for countering cammy dive kick
[2265.446] TB2117: リアル戦士じゃんｗ
[2266.708] mipporin: ガチの背水だ
[2268.754] urumax999: 当たり所悪いと骨位は折れそうなかんじでやってる
[2273.746] (S)junjamaica: みたらびびるってわれ
[2273.843] (S)homu0117: 次のウメハラ塾の罰ゲーム決まったな
[2275.201] (S)ymd1222: 武器版ブレイキングダウン
[2276.591] (S)johndoe6523rp: あれ結局フィジカルがものを言う系だったきがするｗw
[2277.132] tom236n236p: 獣道：ウメVSヌキ。種目「斧対槍」
[2279.849] (S)ババシャツ: えいたとトラボもこれならやってくれるかな
