[35.791] tarantarantaran: umeYay
[3217.910] yuhi_N: あさくまのソフトクリーム無限に食ってた
[3220.789] MELCK2242: 鹿浜は梅原大吾とスタミナ苑って聞いて行ってみたらうまかった
[3223.583] taroumaruh: 回らない寿司はいくよなっぁ
[3232.162] onyancoscratch: ？
[3232.440] thunderbolt0422: 自画自賛ｗｗｗ
[3236.217] chandio2251: umeYay
[3241.923] kiku1133: tanuka1Elu
[3242.524] れく太: 低
[3250.902] gorogorogorn: そんなコメントあった？
[3254.878] momochan6: グラム３万やべえｗ
[3266.365] ミジンコ隊長: ん？
[3266.894] pooh012345: 逆にまずいよね
[3269.003] laponta: ｗｗｗ
[3269.672] chin_56_: おろ？
[3271.001] gorugoru123: おっと
[3272.058] myaaaaaa123: おおん？？
[3272.279] kiku1133: あった
[3272.441] Coedawg: naru04Nltu
[3273.239] nail06k: cmonBruh
[3275.194] shir039: くっくにぃ？
[3275.241] gomeeen: 焼いたらなくなるやつ
[3275.293] nitamago33: クックにぃ？
[3275.347] kokusairengou: クックして自画自賛
[3275.419] もきち555: すーぐ作る
[3275.729] (S)asksrg: えいたは嘘つき
[3276.453] sengoku_cyber: あれーｗ
[3277.123] 泣き虫サクラ: ニコニコ出身はフカしもいるから
[3277.331] as6623: えいたやった？
[3278.174] feel2525: えいたもクックするんか
[3278.179] そろもん1: あら無いが
[3278.223] gorilla_osaka: その話したかっただけか
[3278.454] taroumaruh: クック
[3278.864] kaigaizei: えいたくんも必死なんだからさ
[3278.924] ハルキ10: やった？
[3288.651] DACKT711: えいたは、すーが盛る
[3294.510] umechin7: スッポン高いんだ
[3297.580] kaomoji3: ひぇ
[3298.034] abovebeyond7: スッポン
[3300.066] GelidiumJellyCat: うひょー
[3300.559] shir039: やべぇ
[3300.731] thunderbolt0422: １人１０万はそうとう
[3301.707] ミジンコ隊長: まーじか
[3302.152] nitamago33: それ凄いな
[3302.225] ハルキ10: ひー
[3302.524] laponta: １０万ｗ
[3307.115] クラウ07: やば
[3312.279] ekusu00x: ひえー
[3319.960] kimie_white: ふぐも高いぞ
[3321.502] そろもん1: ススキノの10万ソープはいった
[3322.181] shir039: ビックマックでも躊躇する
[3323.064] peperon17: うへえ
[3325.064] ミジンコ隊長: はえー
[3325.546] thunderbolt0422: ひえええええ
[3326.641] madahaya: ｗｗｗｗｗ
[3326.974] GelidiumJellyCat: CISさんありがとー
[3329.791] ハルキ10: ひえええ
[3333.883] chandio2251: なんでそんな人と知り合いなのに借金3億なの！？
[3336.101] suzan_star: あの株で有名な？
[3337.499] domontyan: レギュラーガソリンやっす！！！うち１７０円だいだぞｗｗ
[3338.390] momochan6: なつかしいな
[3340.599] nitamago33: ロマネコンティ飲んでるの凄いなぁ
[3347.279] gomeeen: ロマネコンティて
[3360.303] tansan_cola: え？CISってあの市況CIS！？？？すご
[3364.086] kimie_white: 現代の錬金術師
[3375.402] ハルキ10: d
[3382.661] laponta: 株のCISさんですね
[3390.469] tsukany: うめちゃん、格ゲーマーの皆さん、今世最大の注目ツール、チャットGPTは使いましたか？
[3392.134] ekusu00x: あのジェイコム株で大儲けした人！？
[3395.457] kiku1133: cisさんがスポンサーの大会とかあったから
[3396.488] momochan6: 中華の満漢全席とか高そう
[3397.635] kaigaizei: ある意味格ゲープロの生みの親みたいなもん
[3403.667] pooh012345: やっぱ海産物がいいよなー
[3409.185] kiku1133: www
[3410.296] ハルキ10: www
[3421.707] kimie_white: ああ本田の人の店か
[3433.840] ilm0806: JCOMとは別の人
[3438.199] haicro_zm: 本気
[3440.217] baibai29: 神咀嚼見せちゃったカー
[3443.781] ハルキ10: 本気
[3444.427] momochan6: 本気で食うってのが意味わからん
[3447.396] 泣き虫サクラ: 久々の「本気」
[3448.884] chin_56_: MAXパワー
[3450.457] gorugoru123: リミッター解除
[3462.236] laponta: 背水の陣
[3468.484] peperon17: ｗｗｗｗ
[3472.506] inkgran: ｗｗｗ
[3472.624] もきち555: カラじゃよ？
[3472.628] iguchiill: ｗｗｗｗ
[3472.862] 顔面ユッケ: ｗ
[3473.048] baibai29: ｗｗｗｗｗ
[3473.681] nitamago33: ｗｗｗｗｗｗ
[3475.106] ハルキ10: www
[3475.497] だるま屋ウィリー: 草
[3476.156] 将門ゴルゴロ: ｗｗ
[3476.791] クラウ07: w
[3477.275] gorogorogorn: 達人の居合ｗ
[3478.485] HirocoT: ｗｗｗ
[3478.965] balthazar000: いや、味わってないことに不快感現したのかもよ
[3479.003] ミジンコ隊長: ｗｗｗ
[3479.021] Coedawg: naru04Hifive
[3479.270] kimie_white: 切られたことに気づかない
[3479.407] wankoro_moti: ｗｗｗ
[3479.605] as6623: wwwwwwwww
[3481.041] suzan_star: ｗｗ
[3481.726] (S)dorayann: ｗｗｗ
[3481.791] 泣き虫サクラ: 七丁念仏
[3482.039] そろもん1: ボーイｗｗｗｗ
[3482.081] sarah_0519: wwww
[3483.432] thunderbolt0422: ｗｗｗ
[3483.610] raurakd: たくみw
[3484.427] ekusu00x: wwwwww
[3484.734] kiku1133: wwwww
[3484.837] tabibitox: ボーイ
[3485.361] domontyan: ｗｗｗｗｗｗｗｗｗｗｗ
[3485.675] taroumaruh: ふふふ もうないよボーイ
[3486.045] mako_oswald: wwwwww
[3486.900] amaterasdesign: 達人w
[3487.199] kiku1133: かっけえ
[3487.848] enuemu3: wwwww
[3488.294] piyopiyomaru555: な、なに！？
[3489.097] chin_56_: またつまらぬものを切ってしまった
[3490.782] kkshkk: 例えが絶妙
[3491.548] 泣き虫サクラ: 「麺ならもうないよボーイ」
[3491.846] (S)dufushi: ウメちゃんは話術が巧みすぎる
[3492.763] gorugoru123: 片付けようとした瞬間に初めて気づくんだよね
[3493.488] 157655: 早食いの刺客
[3501.150] ハルキ10: 刺客
[3507.398] ebibadi: 食われたことに気付いてない
[3512.123] (S)asksrg: ストレス？
[3512.644] momochan6: 封筒見たからじゃね
[3517.464] gorilla_osaka: 懐があったかいから
[3520.610] そろもん1: 環七だしラーメン有りだな
[3524.651] egoist5230: まだ食いたい
[3528.786] peperon17: 夜中終わりだな
[3528.927] triskeal: 封筒は食欲増進の効果がある
[3530.556] yuzubox: おお
[3532.173] ミジンコ隊長: 終わる？
[3532.295] valhalla5555: ｗｗｗ
[3532.895] lg99632: ｗｗｗ
[3533.546] kimie_white: まだ7件ｗ
[3534.235] おみくじ: ハードｗｗ
[3535.124] reganfa: 埼玉行ってる場合じゃなかったw
[3535.219] thunderbolt0422: ｗｗｗｗｗ
[3535.462] toro0524: 夜中ｗ
[3535.537] ハルキ10: すーごいw
[3535.544] GelidiumJellyCat: すーーーごい
[3535.604] balthazar000: ８時オーバーしそうだね
[3536.069] laponta: 終わるのかｗ
[3536.090] kkshkk: くっそあるじゃん
[3536.192] kokusairengou: 長旅
[3536.651] sengoku_cyber: まだまだあるｗ
[3537.531] kurageman: 相模原 海老名・・・
[3537.756] hanzou3: 今日終わらないあるな
[3537.811] ヨコグシ: おお
[3538.569] np2np: 終わらないんじゃない？ｗ
[3538.763] kaituburi: シノギ多いなぁ
[3540.392] cafe_gondo: 大変だね〜
[3540.643] gorugoru123: てっぺんまたぐ？
[3540.681] ~MISSING_COMMENTER_INFO~: 0時まわる？
[3541.464] baibai29: めっちゃ回るじゃんｗ
[3542.026] tabibitox: まだ1/3やんｗ
[3542.217] Botamoti1: これ日またぐ可能性全然ある
[3542.597] ilm0806: めっちゃ あるね。問い合わせしてくれた人に感謝
[3542.719] thunderbolt0422: １日ロケじゃんｗｗ
[3543.293] tonpon53: おわらんやんｗ
[3543.509] keiji25nico: 消化できるか
[3543.605] kimie_white: 日付超えるぞ
[3545.045] ocomedaipan: これ今日ｗｗｗ
[3545.231] amaterasdesign: 移動はかかるってw
[3545.289] gorogorogorn: 海老名は朝かなｗ
[3545.579] momochan6: もう5時やがｗ
[3546.424] taroumaruh: 高速使ってないしなｗ
[3546.857] もきち555: 何時に終わるのｗ
[3547.217] hodanonn: プロの配達員やん
[3547.780] pooh012345: だから終わるのかとｗ
[3549.570] onesolo52: 封筒待ってるから
[3554.177] 顔面ユッケ: スタート遅かったかー
[3555.283] pianoniisan: 七万かぁ…
[3555.421] tabibitox: そら移動時間考えたらな
[3559.764] hotokemax: 愛されている男
[3563.344] HirocoT: スタート地点がどっちかの端ならよかったですねｗ
[3564.364] peperon17: 埼玉行ってたらｗ
[3565.544] onyancoscratch: コメの蒲田にい消えたか
[3566.420] shir039: 逆ウーバーってなにを貰いにいってるんですか
[3566.515] gold_power1969: ずっと下道だしねw
[3568.193] ilm0806: 付き合ってくれるえいた、だんごさんにも感謝やな
[3570.390] kkshkk: 埼玉あったら終わってたな
[3571.174] laponta: 東京ぐるっと回って相模原だもんね
[3571.966] amaterasdesign: 封筒輸送車
[3574.431] タイフーン: 高速使えば半減くらいはしたかもだけど
[3576.351] sengoku_cyber: 東京の東西を走るからね
[3579.372] celsior_chan: 上板橋行きかー
[3582.290] balthazar000: 埼玉キャンセルしたの？
[3582.451] kaigaizei: 4時間で半分終わってないんだが
[3587.181] key1108: 今何件目ですか？
[3590.981] もきち555: 逆ウーバーがんばるでぇ
[3600.807] ilm0806: コメントに蒲田にあったんだけど、
[3604.135] adachikujin: コメントにいたよ
[3605.115] onyancoscratch: もともとなかったね
[3609.049] celsior_chan: うめちゃん 慶次郎の前だよ
[3617.105] chandio2251: タオルは外れじゃないよ！
[3619.285] thunderbolt0422: 封筒
[3621.389] key1108: 外れ！？
[3622.155] ハルキ10: 封筒
[3622.614] laponta: 封筒ｗ
[3623.381] nitamago33: 封筒
[3623.589] tsubame5204: 封筒
[3627.294] bec118_japan: くろせん
[3627.919] kaigaizei: 封筒くろせん夫婦ジョビナー
[3632.112] tabibitox: 誠意な
[3639.875] laponta: ４件か
[3644.988] nitamago33: ４件ではあるか
[3657.289] もきち555: くろせん期待を裏切らない姿だったなぁ
[3657.418] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[3660.815] kimie_white: 荷物全部乗る？
[3666.886] nakao1976: 公園向かいます～
[3669.114] pooh012345: カメラがどんどん下がってるｗ
[3673.124] key1108: ありがとうございます。あと７件結構かかりそうですね……！
[3677.185] blackcoffee0821: 終わり1:00か
[3677.759] ハルキ10: かかるねぇ~
[3678.780] イゼット: 時給？
[3687.933] kaigaizei: 最初スカったから実質5件こなしてる
[3688.298] kimie_white: いやあああああ
[3689.786] thunderbolt0422: これもう次場所指定して一気にもらった方がよさそうｗｗｗ
[3690.840] chin_56_: ぴゃー
[3691.026] tama_zx61: ｗｗｗｗ
[3691.047] wakky1114el: ｗｗｗ
[3692.906] ~MISSING_COMMENTER_INFO~: いやあ！
[3693.180] gomeeen: ななけん！
[3693.626] rm_rf__: そんなまだあるんだ
[3693.778] momiji4431: ｗｗｗ
[3694.319] momochan6: 日付変わるでｗｗ
[3694.542] nitamago33: ５時間はかかりそうｗ
[3694.544] myaaaaaa123: 24時超えるか？
[3695.822] shikiso49: ハードｗｗ
[3696.088] laponta: あと８時間ですねｗ
[3699.159] hukohuko: 時間足りるかわ。
[3699.216] potocki1810: あと7軒w
[3700.853] ilm0806: HyperX案件なんで、頑張って
[3704.683] sengoku_cyber: みんな海老名に集まってー
[3705.474] egoist5230: 二時三時やん
[3706.016] iguchiill: ゆっくりできていいね
[3706.301] クラウ07: 大変
[3707.506] tosshy_type89: きつすぎっす
[3712.244] as6623: KSKは毎日これを一人で…？
[3714.558] toro0524: kskずっと運転ｗ
[3715.830] myaaaaaa123: でも封筒が待ってるじゃんねエ
[3716.115] thunderbolt0422: みんな海老名集合でええか？
[3717.574] くろせん: ７つの封筒あつまりそうじゃん？
[3723.963] ノア1844: 掛かると思いましたｗ
[3727.146] nonemu01: ガソリンは大丈夫かな？🤔
[3729.141] kaigaizei: 番組中にキーワードとかいらんのやっけ？
[3729.943] thunderbolt0422: すげ～
[3731.557] njpw2017: みんな集まってもらうか
[3736.793] twitchyarutch: 配送業はブラックだなぁ
[3739.436] tabibitox: 東京近辺でも厳しいのに関東とか言ってたからなｗ
[3741.718] thunderbolt0422: ｗｗｗｗｗ
[3742.328] mako6912: 封筒待ってるから止められねえ
[3748.483] kimie_white: これ運転手大変すぎる
[3750.238] key1108: 運転交代してるかと思いきや、KSKさんがずっとなのかｗ
[3751.378] pooh012345: えいた体調悪くなりそう
[3751.470] nakao1976: あ。西口公園でなく、西池袋公園す。←ちょっと西
[3766.599] gorogorogorn: 使い勝手の良いパワー
[3769.712] balthazar000: IWGPならず
[3771.828] kimie_white: あ
[3775.661] thunderbolt0422: ｗｗｗｗｗｗ
[3777.301] xjxsnakex: Weather looks nice.
[3781.481] ハルキ10: w
[3781.654] bu_bu_2020: こんにちは evo japanは全日来場されますか？
[3791.974] svcchaozu: あんなに一緒だったのに
[3794.006] taroumaruh: ゴザ時代
[3798.908] nakao1976: あ、IWGPでも良いっすよw
[3799.326] Lifestyles703: when is evo japan?
[3809.880] tansan_cola: 出会えず→封筒→黒せん→ご夫婦→Switch→（池袋x2→相模原→海老名）？
[3810.807] ilm0806: よくそんなんで、嫁さんに、離婚されなかったな
[3811.392] ノア1844: もう2週間なのに決まっていないんですね
[3812.423] potocki1810: ガンダムSEEDww
[3827.912] kimie_white: YO
[3830.625] pooh012345: ですよいたぁ！
[3831.575] ハルキ10: よ！
[3833.851] yukke85: ですよｗ
[3836.212] svcchaozu: そしたら～？
[3836.751] mako6912: Yo！
[3838.211] nakao1976: 西池袋公園了解す！
[3844.421] shigepedia: ですyoの最近は？
[3848.163] ilm0806: 3/31 - 4/2 for EVOJ
[3848.190] 万年プラチナ: ザンギエフ
