[10.796] あかの: キター
[4406.953] dekamega: ただ、絵で表現すると「わかんない」って言う子も出てくるんだよねー
[4407.457] Areca129: バガボンドは絵メインで勝負して、リアルはめっちゃマンガな演出してバランス取ってるって聞いた。
[4410.202] (S)v_harumi_v: 現実に戻されるというか、世界に入れなくなる。
[4412.997] ゆっくり2121: 久保帯人一強ですか？笑
[4415.452] loverou_: ハチワンダイバーくらいの文字数好き
[4418.631] enuemu3: 文字多いとテンポ悪くなるよね
[4420.654] kyu_ku: 確かに
[4422.279] tangarami1122: 絵を描き込みすぎてる漫画も読みづらいんだよなぁ
[4424.463] (S)gyu_nyuu_pann: 攻殻とか昔のSF漫画文字多くて意味もわからなくて辛かった
[4425.439] (S)itechmech: #右|||わ
[4426.687] おひとつ: ただ日本語がうまくて読めちゃうパターンもある
[4428.824] daichan1200: 最近ワンピースも、絵で何がどうなってるのかよくわかんねぇよなぁ。そう考えると、鳥山明ってすごいって思った。
[4429.738] pascal171012: 裏設定は後で設定集だしたらええんよね
[4432.131] ほっきょく: 簡潔にモノを渡すプロ
[4432.543] balthazar000: 勝ち続ける意思力はよくまとまってた。
[4433.269] gorogorogorn: 小説は別？
[4435.445] camille4111: 絵で展開を見せて余計な文字削れないなら絵である意味ないですもんね
[4441.595] rapid_pierrot: 折笠さんのこと言ってる？
[4442.985] MisaMisa_12: 「ミサイルが飛んできたぞー」と言ってしまうアニメは下手なアニメって言われてるのと同じかな？
[4444.704] (S)arotadiph: バランスって難しいなぁ
[4444.737] うみんちゅ: 二瓶？
[4446.791] ゆっくり2121: ブリーチこそ至高なのか、、、
[4449.616] imokun888: 心理戦は絵にするの難題ちゃう…？心理戦漫画にするなっていうならそうだけど
[4450.416] hayashi01: 上手い人は誰にでも伝わるように表現できるからね
[4454.086] ANYONE_WHO: 裏設定ごちゃごちゃしてても読者には簡潔にみせるのが良いな
[4454.882] みっかぼうず: 水木しげるの漫画は何か読みましたか？
[4460.930] クラクラ777: なん・・・・だと・・・・・
[4475.906] kousei1231: 海皇記は読みましたか？
[4480.128] jambotanishi: ウメちゃん監禁してファイブスター物語読ませたい
[4483.066] qin_liangyu: ウメちゃんの話しは飽きないな
[4484.723] 増田ジゴロウ: 文字も絵も書き込みまくりなワンピース最低だな
[4488.115] latenight000: 小説家が絵で状況を説明しだしたら終わりだしな、逆もまたしかり
[4494.602] MisaMisa_12: 野球漫画なんてピッチャー投げてから打つまでにセリフ多すぎｗ
[4494.870] クラクラ777: ワンピースは挫折した
[4496.653] (S)arotadiph: ｗｗｗ
[4498.189] gorogorogorn: 噓食いとかかな
[4498.492] balthazar000: 戦ってる人が言う言葉は思い
[4500.101] 泣き虫サクラ: 正解
[4500.524] gettyozi: そこいっちゃうかｗ
[4502.808] Jupiter1207: デスノートは後半文字増えすぎたな
[4505.819] funacchi15: 今はなんか雑誌買って読んでますか？
[4506.049] ギュウタン: 士郎政宗作品は漫画自体は普通よ？欄外に書き込みが多いだけで。
[4506.675] 泣き虫サクラ: それジョジョ信者が言いますか？
[4510.302] adachi0919: ウメちゃんがそれ言うならそうだね
[4511.362] 1108044k: 実際そんな考えてたら体動かない
[4512.424] sugasikao: ウメちゃんがいうの説得力あるなw
[4514.572] tora6666: 嘘喰い最後まで読んだんですっけ？
[4515.377] daichan1200: 大きく振りかぶっての心理戦は大好き。
[4516.290] kurokurro: ハンタ合わなそうだ
[4519.217] weeep1: 細胞が瞬間的に反応したでいいんだよ
[4519.668] pascal171012: 野球のテレパシーは違和感あるわｗｗ
[4522.143] rapid_pierrot: ゲンスルー戦とか良かったなー
[4523.554] Areca129: 横山光輝の三国志読みました？
[4524.982] おひとつ: まさにその道のプロだもんね
[4527.542] (S)itechmech: 雷電 、いいえ X
[4531.487] EikounoTubo: ハンタのグリードアイランドくらいの心理戦にして欲しい
[4531.586] (S)gyu_nyuu_pann: 説得力ある
[4533.302] uridon123: 考えるな、感じろ
[4535.024] (S)v_harumi_v: なるほど、勝負師が言うから説得力ありますね。
[4536.129] guruguruwan: 喧嘩商売見てそれは感じた
[4537.414] クラクラ777: 士郎はむしろ欄外が作者がしたいこと
[4539.495] Artemis_Reinhold: I feel for this work force.
[4540.688] imokun888: 勝負してる人間だからそれはまあ仕方ないやね 医者が医学系マンガあんまなのと同じっぽい
[4541.376] adachi0919: 確かにジョビンさんも試合の前は逆に何も考えないって言ってた
[4553.084] Jupiter1207: 折笠さんと酒飲んだときこういう話してそうだね
[4560.080] 麻雀打ち: キャラ付けとしてはありだけど登場人物のほとんどがってなると違うかもね
[4560.367] dekamega: 激熱心理戦談議 継続してほしい
[4562.499] latenight000: ｗｗｗ
[4564.328] gunnsou123: 漫画あんまり読まなくなったなー
[4565.678] kaigaizei: 時間があくやつならわかる
[4566.782] yusan090: マサムネの凄さは出たときじゃないと正当評価できないと思うよ
[4567.103] ANYONE_WHO: ギャグっぽくみえる
[4569.970] taroumaruh: 折笠さん…
[4571.549] tora6666: バキはシンプル
[4575.830] ほっきょく: ｊはいつもでしょ
[4578.017] kino883: 炭次郎…
[4582.106] dekamega: カイジ以降、カイジみたいな奴っていうジャンルは増えた
[4583.324] adachi0919: 刃牙のあっけなさは逆にリアル
[4583.330] pascal171012: 練習したもの以外でないから、ほとんど反応になるんだろうね
[4584.927] decodeko5893: 巨人の星とか？
[4585.187] prototypeie: 説明しないとわからないだろうなって思ってるかも
[4593.592] camille4111: プロ格闘ゲーマーのその発言は心理すぎて全ての漫画家にきいてほしい
[4600.947] takastoz: 基本心理学をやった事のない人が描いてるからねー
[4607.561] hatsuyuki0283: ミステリー漫画とか嫌い？
[4612.884] おひとつ: 漫画の形態に最適化してくとああいう感じになってくってことなのかな
[4624.152] dekamega: コナンは漫画か漫画ではないか っていう奴ね
[4624.421] adachi0919: 漫画家はガチの勝負師じゃねぇからな
[4626.314] weeep1: 結論 面白けりゃいっす
[4631.577] jambotanishi: 呪術廻戦とか専門用語だらけでついて行けなくなった
[4633.770] gettyozi: 好きでは無いんだなｗ
[4638.397] kaigaizei: ネウロは全然違う
[4639.821] shomarusan: 攻殻機動隊の漫画とか後半説明なさすぎて難しい
[4644.588] 再度落選の大統領マルモリ: ネウロは推理モノの皮を被った単純娯楽漫画
[4646.490] rindy08: シャークっていうweb漫画すごくおもしろいよ
[4648.373] 谷部: ミステリーの皮をかぶった単純娯楽漫画
[4648.643] adachi0919: 呪術は心理戦こじらせてる系だねw
[4648.906] (S)gyu_nyuu_pann: 思考フローを考察するのは楽しいけど、それは漫画に書いてなくていい
[4650.089] jambotanishi: ネウロは奇人変人ショー
[4654.324] (S)erisuk: ミステリーって犯人がわかってる状態ですす物語のことじゃないの？
[4655.832] temprayatsu: その点ドラゴンボール無駄な冗長性無くよかったアニメの引きは別として
[4656.508] 麻雀打ち: ミステリー漫画の代表作ってなんだろ
[4660.058] umesecond: 約束のネバーランドは万人受けしそう
[4664.227] gettyozi: コナンはミステリーなんじゃないの
[4666.721] (S)neojapan01010: ミステリーというなかれは
[4666.950] adachi0919: ネウロの人の新作面白いすよね
[4672.818] goldroger004: コロンボ
[4673.270] gunnsou123: ラッキーマン位が1番おもろかったなー
[4674.116] 麻雀打ち: モンスターとか
[4674.652] 1108044k: モンスターとか？
[4674.652] imokun888: ミステリーは推理もののことです
[4675.127] kaigaizei: それも全然違う
[4676.890] nagilay1: 月間マガジンのQEDもミステリーかな
[4676.979] jigokunonekomatu: それはサスペンス
[4678.527] 再度落選の大統領マルモリ: コナンはド直球の探偵モノじゃね
[4680.972] ~MISSING_COMMENTER_INFO~: モンスターか！
[4683.740] クラクラ777: 金田一少年
[4684.886] SleepShiva: いや犯人わかってるなんて定義はない
[4688.777] hatsuyuki0283: コナンはミステリーだと思ってた。
[4688.869] ゆっくり2121: 僕だけがいない街とか？
[4690.017] 再度落選の大統領マルモリ: 逃げ若知らずか
[4690.824] (S)gyu_nyuu_pann: それは違くない？
[4690.927] dekamega: 攻殻機動隊は「素子が人類以上のものに進化したいという欲望を自身でも気が付かずに抱いている」という前提を理解できてないと読みとけないよ
[4692.077] (S)erisuk: サスペンスの逆だねごめんこ
[4693.011] daichan1200: ネウロの人結構ヒット続いてるよね
[4695.246] ハジメちゃん: もうスター懐かしいなあヨハネだっけ犯人
[4699.550] jambotanishi: ネウロの作者の漫画家になって無くても成功してるだろ感すごい
[4707.377] (S)gyu_nyuu_pann: 暗殺教室より後があるの？
[4710.498] kaigaizei: 犯人がわかってる状態で話が進むジャンルは別の名前がついてる
[4715.560] 再度落選の大統領マルモリ: 逃げ上手の若君
[4718.809] 子亀の親分: こんばんは
[4721.244] dekamega: コロンボもの
[4723.106] adachi0919: 逃げ上手の若君って言う歴史の漫画描いてますね今
[4724.762] 谷部: 逃げ上手の若君
[4726.506] hayashi01: ミステリーは謎を解き明かすことに主題を置いてる作品では
[4730.619] (S)arotadiph: ミステリーハイスクール学園七不思議
[4733.833] (S)gyu_nyuu_pann: へぇー 読んでみよ
[4738.969] kaigaizei: ミステリーはいわゆる推理小説のたぐい
[4740.604] imokun888: 犯人が分かってるのは倒叙ミステリっていって推理ものの一ジャンル
[4743.363] Papapadad: タイトルが面白そうだね
[4743.898] adachi0919: またヒット作、どんだけ売れるんだよネウロの人
[4744.477] 再度落選の大統領マルモリ: 鎌倉末期あたりの時代モノ
[4768.332] takastoz: 室町時代は最高にぐちゃって最高
[4778.590] kaigaizei: ついでに勧めとくと逃げ上手の若君はくっそ面白いぞ
[4778.734] (M)Moobot: レッドブルがアマゾンで買えるよ Get your Red Bull on Amazon! https://amzn.to/3oP9Fcp
[4779.142] 谷部: 主人公が逃げの天才
[4785.572] tangarami1122: 1作品より何作品も売れてる人の方がすごく感じちゃう
[4792.834] (S)chankoi: ミステリーは先の理由で漫画に適してないのかもね
[4794.531] vitaminc0516: へうげものって読みました？面白いから読んで欲しい
[4803.363] dekamega: へうげものはいいね
[4806.539] (S)arotadiph: 後ろの百太郎とかだめ？
[4812.249] daichan1200: あだち充かな
[4812.722] ハジメちゃん: モンスターの主人公の声優がバイオハザード７と8のイーサンの声当ててたから
[4821.200] 1108044k: ナルトの作者とか一発あてただけ感凄い
[4821.302] Artemis_Reinhold: Louine woman ran away from your camera
[4821.623] 再度落選の大統領マルモリ: 一発当てるだけですごいけど複数当てる人はなかなかおらんな
[4829.383] キリオ: 高橋留美子最強
[4833.215] MisaMisa_12: 冨樫・・
[4837.297] gettyozi: 高橋留美子とか全部アニメ化してそう
[4842.003] enuemu3: 高橋留美子凄すぎる
[4844.443] goldroger004: こち亀
[4846.883] よもぎです: 浦沢先生とか
[4852.937] クラクラ777: あだちみつるもすごいでぇ
[4854.534] musasa39: 新橋ですか？
[4855.737] (S)erisuk: なん作品も売れるではなくて面白いならすごい
[4855.932] (S)gyu_nyuu_pann: 内藤泰弘が好き2個だけど
[4858.950] daichan1200: 浦沢直樹もすごいねぇ
[4859.019] umesecond: ガンツの人の全部名作だから最強
[4871.723] loopy000401: 寄生獣の人のほかの作品も面白いよ
[4871.980] 再度落選の大統領マルモリ: 今日俺の西森博之はミドルヒットを何発も飛ばしてる
[4879.436] dekamega: 高橋留美子が格ゲーマーだったら「格ゲーするの疲れたから休憩で格ゲーするかぁ～～」っていう超人
[4881.982] gunnsou123: 中々新しい漫画読む気になれずに過去作ばっか何回も読んじゃう
[4889.335] okamasa456: 20世紀少年の最後はがっかりだったなあ
[4891.235] うんこまらかす: もう完結するよ
[4891.973] piyopiyomaru555: おすすめの小説ありますか？
[4897.204] 再度落選の大統領マルモリ: 何描いてもガンツだしな
[4900.457] hatsuyuki0283: でもこち亀40年毎週原稿描き続けたってバケモンだよね
[4901.817] 子亀の親分: オススメされた十二大戦、アニメで観たら半分回想だったぞw
[4901.985] (M)Moobot: ワイヤレスヘッドセット Cloud ll Wireless 発売！ http://hyperx.gg/3i5czYA
[4905.806] キリオ: わかる
[4906.052] g6_g6_g6: 幼女戦記
[4908.305] akky987: わかる
[4909.391] Artemis_Reinhold: Ume Jay Walk? eh?
[4910.756] gettyozi: どっちの変？
[4910.988] クラクラ777: 昔のをぐちゃぐちゃってして作り直してる感はある
[4912.156] kaigaizei: 変は面白かったな
[4916.135] (S)yogyogsothoth: 別の人の作画で江戸時代のガンツやってるね
[4917.551] tora6666: 胸の揺れを発明したとか
[4917.581] taroumaruh: 変は今なら話題トピックよな
