[33.508] (S)クヲーター: わこつ
[1183.742] kuro_amee: 動画ばえしなそう
[1183.832] (S)buchibuchichann: あれ
[1184.096] (S)うめめめめめ: あれ
[1184.345] hibiki325: あ
[1184.711] nyoiiinsan: あ
[1184.722] (S)minoto_0312: おも
[1184.754] kamabbo: あら
[1184.778] yuzu_67: 凄い！
[1184.877] (S)ひいも: すごーい
[1185.142] (S)edyuwar66: 大丈夫？
[1185.244] shion2215: 上手
[1185.269] ringo2525_: おぉ
[1185.342] kozuken_a: あ？
[1185.364] ヽ丶: あ
[1185.419] ankomochi011: あ
[1185.656] アインツ: あ
[1185.779] goti0_96: すこ
[1185.898] (S)sannnami: あ
[1186.590] kinusaya38: wwww
[1186.603] (S)あめたあめ: なにあれ
[1187.027] でっく: あ
[1187.048] (S)ossushisama: これは？
[1187.158] コナン好き: あ、落ちたか？
[1187.398] おもて: おおお
[1187.469] zaki14927: あれ
[1187.555] abato_2525: すごい！
[1187.605] rakulima_dgvgb_: あ
[1187.622] (S)ぴーやぽう: あ
[1187.644] (S)さゃ: あ
[1187.652] raina_1215: あ
[1187.740] sira_taki_: あ
[1187.780] (S)kero_ppi1: あ
[1187.834] shinogas: 強すぎん？
[1187.912] Alpha_5665: ひろし異世界転生帰りか
[1187.918] kinoto_2808: あ
[1187.919] きなこあんみつ: あ
[1187.950] (S)ふぁりるぶ: 閉じ込められてる
[1188.015] (S)guutyan: あ
[1188.050] ametubu1001: あ
[1188.090] (S)rarusyi_: すご
[1188.105] 我はエンチャントの精: あれ？
[1188.315] macaron_pm: あ
[1188.432] (S)いのりさん: あ
[1188.521] (S)46_kulo: あ
[1188.752] (S)沙央: あ
[1188.794] kurumi_615: 動いてないね
[1188.881] shityousya: おちた？
[1189.007] mikan_san: ん？
[1189.117] kujirades1: あ
[1189.119] (S)sannnami: radaokunA
[1189.287] yogu3: あ
[1189.624] (S)よっしぃ37: とまった？
[1189.783] (S)minoto_0312: あ
[1189.819] onakinn893: 止まってね？
[1189.829] egmtawjpd: 出られないw
[1189.836] (S)ゆげまる: 壊せるん？
[1189.856] kinako122: おもー
[1189.858] hitoha9625: あれ？
[1190.057] patrasche_pt: あ
[1190.072] (S)sanagikun: あ
[1190.152] (S)びあちゃん: おや？
[1190.213] spring_sea0402: www
[1190.281] (S)レンナ: すげ
[1190.417] (S)miloriblue: あ
[1190.421] (S)hisuzuran_: あ
[1190.440] (S)yuimo_1823: あ
[1190.442] 白い骨: あ？
[1190.718] (S)modoki123: あ
[1190.881] mamesiba2212: こ、怖い、、、
[1190.899] _々: あ
[1191.055] goti0_96: あ
[1191.295] kuru053: あ
[1191.489] (S)tiki915: あ
[1191.494] (M)(S)ペロロ様ファンクラブ: テザリングでマイクラしてます？
[1191.513] m0g018: あ
[1191.708] (S)rinrin510: あ
[1192.052] (S)himasora: あ
[1192.210] (S)そまる: あ
[1192.251] (S)alice_0109: またルール動画必須か……
[1192.258] おさしみくん: あ
[1192.361] (S)buchibuchichann: さばくん？？
[1192.478] (S)tonosan37: はいー
[1192.481] (S)aso_beat: あ
[1192.488] skylark2525: おっと？
[1192.584] (S)リライトパンダ: あ
[1192.587] kensan1025: あ
[1192.653] (S)edyuwar66: あー
[1192.727] (S)レンナ: あ
[1192.810] (S)laagu21: あ
[1193.171] k252525: 落ちたー笑
[1193.202] (S)haruuu1031: あ
[1193.208] noa_hakobune: あ
[1193.234] (S)めるめろん: あ
[1193.317] tousatsu: あ
[1193.339] にゃんこ侍: あ
[1193.346] (S)ほたころ: あ
[1193.346] ryo_ngz: あ
[1193.356] (S)kero_ppi1: うっ
[1193.413] gali_shun_rulo: あ
[1193.478] (S)まふぃんん: あ
[1193.603] (S)たちくん: よっしゃああああ
[1193.610] ~MISSING_COMMENTER_INFO~: あ
[1193.791] padoraria: あーあ
[1193.805] anpan132: あ
[1193.835] maru_aoi: あ
[1193.896] hotaru_mincraft: あ
[1194.064] (S)onsen_pengin: radaokunA
[1194.191] ぷちちゃん: あ
[1194.198] にうま: あ
[1194.202] コナン好き: 数字進んでなかったし
[1194.320] (S)alice_0109: あ
[1194.432] (S)lilac1104: あ
[1194.434] kujirai___: あ
[1194.453] (S)あおなみん: あれ？
[1194.534] sunoosan: あ
[1194.630] kinote3: radaokunA
[1194.632] kozuken_a: あーーれーー
[1194.708] (S)a_re_n_: ありゃ
[1194.779] 我はエンチャントの精: やったな
[1194.847] abato_2525: あ
[1194.877] (S)yureinoroki: あ
[1194.928] (S)peace3511: あ
[1196.350] spring_sea0402: あ
[1196.456] (S)raraaaby: radaokunA
[1196.522] meru_1jp: あ
[1196.545] でっく: ;;
[1196.574] porivucket: わこらだ
[1196.725] (S)ハーブティー信者: あ
[1196.730] hu_hu_mi1011: あ
[1196.745] narisan0817: あ
[1196.747] yusaaaa34: あ
[1196.785] (S)キャンバス: あ
[1196.787] (S)chamarunrun0_0: かたまったな
[1196.821] らみら: あ
[1196.932] (S)zane417: あ
[1196.997] (S)ゆげまる: あ
[1197.058] (S)tairara777: 落ちたわ
[1197.215] minmin2741: あ
[1197.232] (S)sannnami: やばい
[1197.353] (S)mido_0510: あ
[1197.391] (S)rukia0hana: あ
[1197.530] (S)sinann365: radaokunCry
[1197.763] yunchi_314: しってた
[1197.775] (S)こしつぶ: あ
[1197.810] 気合い: あ
[1197.866] mag_229: あ
[1197.902] brown_0822: ｗ
[1199.559] munimuni_04: 固まってる
[1199.581] (S)mikan_16218: radaokunA
[1199.601] redoo_iro: 落ちる？
[1199.645] minmin2741: 泣くな
[1199.686] kana_kanawo: あ
[1199.687] (S)umask_2664: radaokunA
[1199.785] 96猫ぐんそー: あ
[1199.789] mikun0717: さあ
[1199.841] おおかみ252: あ
[1199.905] shion2215: あ
[1199.913] yottuka: あ
[1199.922] (S)夏肆句: あ
[1199.974] (S)カーメ_66: あああああああ
[1200.012] (S)なの__: あ
[1200.024] (S)arneb257: あ
[1200.072] hi_m: あ
[1200.126] yoroyoromaru: あ
[1200.181] (S)edyuwar66: radaokunA
[1200.271] (S)aomidoro8324: あ
[1200.498] (S)salt_w12: radaokunA
[1200.563] venawy: radaokunA
[1200.810] chkisaaaan: あ
[1201.013] wtam: あ
[1201.024] でっく: 泣かないで
[1201.072] (S)kero_ppi1: wwwwwwwwww
[1201.149] (S)buchibuchichann: radaokunRIP
[1201.234] (S)sunao70_: あ
[1201.649] zoromeeeen: あ
[1201.677] ringo2525_: あ
[1201.692] (S)ぴーやぽう: radaokunA
[1201.861] (S)トーワ: まずい
[1201.876] マポ酢: え
[1202.584] jun_ya: あ
[1202.588] padoraria: ;;
[1202.603] saba_basa_: あ
[1202.617] maru_aoi: ;;
[1202.742] (S)よっしぃ37: 落ちた
[1202.783] (S)rekuron379: 近海しゃん……
[1202.807] bunchaan: あ
[1202.812] Janeru1: あ
[1202.816] 我はエンチャントの精: ありゃー
[1202.893] (S)あめたあめ: あ
[1202.910] (S)yumi_0715: あ
[1203.029] (S)cha_ti: あちゃー
[1203.173] (S)ameougi: radaokunCry
[1203.259] (S)ほたてかも: radaokunCry
[1203.505] (S)ossushisama: あ
[1203.515] (S)shiitake0130: 時止めか
[1203.576] (S)中の人: radaokunWdare
[1203.606] (S)かぼっちゃん: あ
[1203.649] (S)yuimo_1823: あちゃー
[1203.736] だしうどん: take２いこう
[1203.861] (S)moriteka1290: radaokunA
[1204.072] (S)kuronekomohu: あ
[1204.083] kinusaya38: あ
[1204.100] しろた_121: あ
[1204.123] Alpha_5665: あ
[1204.194] shityousya: あ
[1204.246] mikun0717: あ
[1204.274] ｫﾜ: あ;;
[1204.288] kono_ki: あ
[1204.325] 海苔820: あ
[1204.432] (S)gobliiiiiin: 幸先わる
[1204.522] (S)tonosan37: おっつぅ
[1204.569] zaki14927: はい、お疲れ様でしたー
[1204.715] potako____86: あ
[1204.842] (S)さゃ: ；；
[1204.871] koukoukoy: あ
[1206.164] grill_0226: あ
[1206.166] kotaru515: あ
[1206.395] (S)雪都: あ
[1206.414] (S)あおなみん: radaokunCry
[1206.450] あじさ: あ
[1206.478] nebusoku_zz: あ
[1206.547] (S)sumire012: あ
[1206.645] おさしみくん: 察し
[1206.656] しゃあろっく: あ
[1206.667] みるてぃん: あ
[1206.686] ぷちちゃん: 知ってた
[1206.754] (S)hisuzuran_: あーあ
[1206.810] ねここ716: きちゃー
[1206.835] airu2525: 終わりだ…
[1206.892] agrqua: あ
[1206.903] patrasche_pt: 草
[1206.931] kinako122: エコーかける
[1206.934] (S)まっしろです: radaokunCry
[1206.944] (S)ゆげまる: gg
[1206.964] yusaaaa34: おちたー
[1206.983] らみら: きちゃー
[1206.991] (S)うめめめめめ: radaokunCry
[1207.008] yumatya: あ
[1207.146] Clrula: あー
[1207.298] (S)シェンロン: radaokunCry
[1207.490] (S)しぐぅ: あれ
[1207.708] yuzu_67: あ
[1207.885] (S)沙央: radaokunA
[1207.899] おもちたべます: あ
[1207.899] (S)yuttala: これが魔法か
[1207.912] (S)甘夏0930: あ
[1207.929] (S)よっしぃ37: radaokunA
[1209.201] (S)kazu10041: わこらだ
[1209.224] のか_: はい
[1209.236] (S)efujiiiiiii: ノルマ達成
[1209.284] (S)kamatisa: あー
[1209.350] (S)alice_0109: やーん
[1209.356] pipu_bare: あ
[1209.372] spring_sea0402: しゃーなし
[1209.386] (S)ふぁりるぶ: 悲しい
[1209.408] (S)シヤクナ4897: あ
[1209.413] arrow_target: 脱の再来
[1209.433] alaky_ushira25: あら
[1209.444] redoo_iro: やったぁー
[1209.458] (S)owatativv: あ
[1209.495] yazirusi: あ
[1209.617] (S)ばらんすぼーる: radaokunCry
[1209.756] funinki_32: あー...
[1209.767] (S)kamiya_ren: あ
[1209.780] (S)urotti: あ
[1210.152] (S)salt_w12: radaokunA
[1210.216] (S)りはる: あ
[1210.240] eguma_1610: あー
[1210.309] アカール: タイムアウトー
[1210.327] (S)楓___: ああああああ
[1210.346] saki_1216: おっつぅ
[1210.362] (S)まっしろです: radaokunRIP
[1210.370] having_harumaki: 終了
[1210.381] uturu113: あ
[1210.386] (S)べクター: あ
[1210.391] おもて: あ
[1210.555] (S)sannnami: 一発目から飛ばすねぇ
[1210.809] hakumai060: これ終わったな
[1210.822] nyoiiinsan: ；；
[1210.864] 紫水七瀬: おっつぅ
[1212.199] catastrophefrost: 失敗作
[1212.253] (S)いのりさん: radaokunCry
[1212.255] (S)haka_340329: radaokunCry
[1212.332] tigerutigeru: ニョロも顔やばい
[1212.366] riku0572: おわりだ
[1212.478] tondengaku: あ
[1212.479] kinusaya38: ；；
[1212.499] kawa_mizu_: あ
[1212.574] (S)ゆげまる: radaokunCry
[1212.643] golem506: ありゃりゃりゃ
[1212.664] m0g018: ；；
[1212.685] (S)toriniku_ryuto: あ
[1212.695] hgk_king: あ
[1212.696] (S)ringopai1024: マイクラを落とす魔法！？
[1212.712] (S)monster25j: これからですよ
[1212.872] (S)rekuron379: おっつぅ
[1212.872] ミツキ0204: あ
[1212.878] (S)0itimaru: ；；
[1212.899] ginyu_tokusen: あ
[1212.907] ozibumaru: 草
[1213.166] (S)rm__chan: 今日鯖重い
[1213.198] (S)rukia0hana: デバックは大丈夫だったのに…
[1213.292] アカツキ2369: あ
[1213.382] (S)loupe_5385: radaokunRIP
[1213.385] なかなた: radaokunA
[1213.408] (S)kamiya_ren: radaokunA
[1213.419] (S)たまやん: あれま
[1213.600] (S)miloriblue: ；；；；
[1213.640] (S)mia_1640: radaokunA
[1213.814] (S)とーもです: あー
[1213.820] (S)ぴーやぽう: radaokunCry
[1213.824] こち_8: 草
[1213.830] airu2525: あ
[1213.924] (S)てと0903: あ
[1215.372] applebell: これが魔法？
[1215.399] bunchaan: おっつぅ
[1215.463] (S)kameatu: radaokunCry
[1215.500] kotobuki_twich: 知ってた
[1215.568] (S)sunao70_: radaokunCry
[1215.593] (S)リライトパンダ: radaokunCry
[1215.596] shuta7: あ
[1215.622] warazi713: radaokunOtu
[1215.632] (S)sasegu: なんで．．．
[1215.638] chiri_mame: 😭
[1215.656] (S)中の人: radaokunTariki
[1215.703] (S)パソスタ: 生き返れ生き返れ……
[1216.001] (S)すず天: ；；
[1216.025] (S)motuni_day: radaokunCry
[1216.065] (S)tonosan37: 豆鬼ですか？
[1216.179] (S)レンナ: radaokunCry
[1216.188] funinki_32: 泣くな
[1216.269] おもて: ああ
[1216.334] fuyu10_: 泣くな
[1216.394] spring_sea0402: 涙ふけよ
[1216.412] syalneko: おっつぅ
[1216.413] (S)kamiya_ren: radaokunCry
[1216.479] (S)note_mk3: 幸先悪し
[1216.599] the_koi_king: 負けないで
[1216.640] ria_ariete: どんまい
[1216.647] (S)haruuu1031: radaokunCry
[1216.721] (S)haka_340329: radaokunRIP
[1216.816] (S)peace3511: radaokunA
[1216.828] gr397: あ
[1216.839] agrqua: 草
[1216.842] kono_5no: ::
[1216.859] yzx_pro: 幸先わっる
[1216.921] yukichan2525: これ魔法？？
[1217.096] rukua0522: ドンマイ(´・ω・`)ノ どんまい
[1217.118] HamuHamuegg: ｱﾗﾏ(・А・` )
[1217.316] (S)dosukoinyanta: radaokunCry
[1217.343] 96猫ぐんそー: ；；
[1217.356] (S)shiitake0130: 企画終了ーーーー
[1217.368] (S)rrhsmile: あ
[1217.465] haru2328: おつ
[1217.683] (S)シヤクナ4897: お蔵入り
[1217.723] (S)あめたあめ: と、いうことでね
[1217.819] tanken31: いつもの
[1219.840] nekodaisukidaze: 草
[1219.917] チョコに溺れろ: あ
[1219.924] namattyan: あ
[1219.933] yoroyoromaru: おっつうー
[1220.022] (S)しろくじゃく: デバックじゃ落ちないのにねｗ
[1220.074] しゃあろっく: 泣かないで；
[1220.094] (S)くらげなまこ: どんまい
[1220.105] numbers57: 草
[1220.152] keibon0508: 土下座？土下座？
[1220.182] yozakura874: dosか
[1220.566] renge_0910: あ
[1220.691] asu_mint: ；；
[1220.693] ozibumaru: どんまき
[1220.849] jun_ya: 草
[1220.860] 写真家止野栄三: radaokunRIP
[1220.920] riku0120: さよなら
[1221.080] ailen0831: 涙
[1221.288] spring_sea0402: なくな
[1221.409] sunoosan: ;;
[1221.443] (S)umask_2664: radaokunGG
[1221.446] kuro_amee: 頑張れ
[1221.451] (S)rm__chan: radaokunCry
[1221.466] (S)anko1912: デバッグで落ちたことないのにな
[1221.477] okaki69: 出鼻ボキボキやん
[1221.500] (S)yureinoroki: radaokunCry
[1221.507] (S)alice_0109: いつもの
[1221.523] (S)izayoi0805: radaokunCry
[1221.570] (S)さゃ: デバックで落ちたことないのにｗ
[1222.788] harimikann: あ
[1222.901] tgigfrg: 草
[1222.920] 我はエンチャントの精: ドンマイ
[1224.756] (S)ぞーざ: radaokunRIP
[1224.794] (S)edyuwar66: radaokunRIP
[1224.970] (S)くいんと: radaokunCry
[1224.980] アカール: さようなら
[1225.252] ぴーよよよ: ドンマイ
[1225.329] gany_24: ；；
[1225.412] (S)rinrin510: radaokunCry
[1225.487] petipeti02: 泣かないで
[1225.502] teile: 泣かないで
[1225.514] mackey_a: 今悲しいBGM流れてる
[1225.537] (S)らいらみ: radaokunCry
[1225.592] (S)tonosan37: と、言うことでね
[1225.709] ratesan__: お蔵入りですか？
[1225.728] robot252525_: あ
[1225.735] (S)せふ: radaokunCry
[1225.739] ノノメメ: なかないで
[1225.769] (S)rarusyi_: ｽﾝｽﾝ;;
[1225.770] (S)izayoi0805: 泣かないで
[1225.851] (S)レオ君ちゃんさん: radaokunCry
[1227.215] shushushu0924: おおお！ーーーーー！！
[1227.224] (S)おいたん45: かわいそうw
[1227.235] (S)ruuub_ix: がんばれ
[1227.319] 4waiyo: ；；；
[1227.345] kana_kanawo: サブちゃん
[1227.346] (S)kamiya_ren: radaokunRIP
[1227.358] narisan0817: はい、ということでねお蔵入りということで
[1227.371] コナン好き: お疲れ様でした〜
[1227.373] (S)azucha_z: radaokunCry
[1227.426] (S)アンリ_こしあん: 良いところだったのに落ちたんですけど
[1227.455] (S)toriniku_ryuto: radaokunA
[1227.474] syalneko: 幸先わりーなー
[1227.495] kurumi_615: あーあ
[1227.535] (S)よっしぃ37: radaokunCry
[1227.634] (S)あおなみん: radaokunCry
[1227.717] (S)haka_340329: radaokunCry
[1227.736] modestender: ; ;
[1227.747] gorilllla08: あ
[1227.844] (S)lilac1104: おっつぅ
[1228.091] (S)なの__: radaokunCry
[1228.355] ~MISSING_COMMENTER_INFO~: 泣かないで
[1228.372] (S)ぺーきち: radaokunCry
[1228.574] (S)もさ吉: radaokunCry
[1228.596] sarubanana877: さよなら企画
[1228.648] (S)kero_ppi1: さよならっだぁ
[1228.661] (S)が_じゅ: はい、コンビニ行ってくる
[1228.773] ginyu_tokusen: お蔵入りということでね(*^^*)
[1228.794] kujirades1: 頑張って; ;
[1228.804] rem__09: radaokunA
[1228.816] raina_1215: ; ;
[1228.869] kono_5no: もっかいしよ
[1228.923] (S)mia_1640: どんまい
[1229.778] kaname17ksb: kaname17ksb subscribed at Tier 3. They've subscribed for 13 months! 
[1230.226] yoru164: ；；；；
[1230.261] (S)46_kulo: radaokunCry
[1230.314] maka0903: 泣きそうなbgmとテロップ流れてそう
[1230.417] tun252: ;;
[1230.496] (S)おねこもち: radaokunCry
[1230.549] けむバード: ；；
[1230.626] rock_3102: まだ行けるよ！
[1230.639] Alpha_5665: 頑張ってくれ
[1230.724] tumooon: 草草
[1230.746] (S)みきな: radaokunCry
[1230.777] ailen0831: おかえり
[1230.778] 2411115: あ
[1230.797] (S)中の人: radaokunCry
[1230.911] (S)yupe2525: radaokunCry
[1230.986] zoromeeeen: 没
[1230.998] jun_ya: 頑張れ
[1231.019] (S)toriniku_ryuto: radaokunCry
[1231.058] (S)yukinakomochi: radaokunA
[1231.166] (S)tiki915: 泣かないで;;
[1231.251] (S)五色椿: radaokunCry
[1231.281] (S)ざちゃ: 泣いていいよ
[1231.303] (S)satela_A: radaokunCry
[1231.637] (S)arneb257: radaokunCry
[1231.756] kaito_m_634: あらら
