[16.631] Aelynoth: lirikA
[5403.251] ブッチャー87世: 太鼓の達人のやつでも強いってコメンとは流石に笑ったわ
[5412.690] zyangara2: 「ガイルは太鼓の達人コントローラーで勝てる」は相当名言
[5413.426] daisan777: え！ももちさんいる！！
[5417.824] toyplastics: システムと云々はウメの受け売りじゃね？
[5421.589] akiaki0612: ウメちゃん、ルークは全然興味持たないよね
[5421.900] misopotato: タタコンでも強いガイル
[5422.147] takahashiseigi: 4人全員ガイルの、軍人集団、夢があるな
[5426.069] chin_56_: ドキッ！ガイルだらけのスト６
[5428.074] skyfeed: ガイルとダルシムしかいないゲームは勘弁な
[5429.051] prisira: まぁキャラの強さは全員でないとわからん、闇キャラまだ出てないし
[5430.749] reklats12: また隆になってしまうのか
[5431.214] おにたろう: SFLガイル対策するガイル使いだらけになるか
[5433.186] heishosann: リュウはめちゃくちゃ弱いってことはないでしょ
[5440.468] Basedgamertybg: did he say who he is maining???
[5442.152] donekofg: どうせ修正はいるとしか
[5448.437] Knetog: is this live?
[5448.976] ykhyo: ももちおるやん
[5449.959] fliege1515: ガザガザとかやだぁ
[5451.315] のってる: 実際タタコンでやった人いて負けてたけどな
[5452.324] prisira: いうてジュリも相当だと思うし
[5453.419] (S)fahmy0825: @Basedgamertybg who? Daigo?
[5454.649] MisaMisa_12: ガイルダルシムが強ければ俺たちにはやめるという選択があるけどプロは無理よな
[5455.252] (S)~MISSING_COMMENTER_INFO~: ザンギも怪しいしまだわからんでしょ
[5456.500] stopriverk: リュウは上位互換キャラがでやすいからな
[5456.998] ShinYakimura: Daigo hasn't decided yet.
[5457.465] (S)mobageiskusoge: yes this is live
[5459.835] tentough: 俺たちのザンギ
[5460.031] dcdryuya404: ももち？！
[5460.665] akiaki0612: リュウはちょうど良いくらい弱そう
[5462.025] 皇帝ルル: 小足からのダッシュうますぎ
[5469.674] 성검아주라: Kreygasm
[5470.403] khide05: リュウは他の道着より簡単に使えるのは普通に強み
[5470.534] Knetog: how are they playing it? 🤔
[5470.823] ShinYakimura: Momochi is almost certainly maining Ken
[5472.607] がーこ: 今のとこももちやないだけ？
[5473.218] kusogekun: 王のべが立ち
[5476.580] (S)pandasan_power: 発売してぶっ壊れキャラいてもすぐに調整されるだろうしね
[5478.159] ShinYakimura: @Knetog Demo
[5478.674] iguchiill: タタコン試すはセンスある
[5483.026] donekofg: ルークは絶対強調整だと思うGGSTのソル的な
[5485.601] (S)hamuko179862: （笑）
[5489.417] hellcanon1111: ヤナイくんこんなに強かったんか...
[5490.570] Knetog: @ShinYakimura it's still up in japan?
[5494.416] fliege1515: うあああ
[5494.617] (S)fahmy0825: daigo hasn't decided yet, but he's interested in Marisa, Jamie, Aki, and Lily
[5496.090] ddsato316: 地獄
[5497.612] 56ne5656: うまい
[5498.374] heishosann: ルークは意図して強くしてるだろうね
[5498.891] ShinYakimura: Demo is up everywhere. It's beta that's not up.
[5498.961] misopotato: 地獄のBO端
[5501.752] (S)brutal9998: 現代は修正が効くのはデカい
[5503.340] Sasakure3: まくられるう
[5506.882] (S)2youyou2: ゲージ削るプランうますぎ
[5507.463] fliege1515: このコンボ好き
[5507.582] Knetog: @ShinYakimura oooh, right ty
[5508.870] walala4869: @Knetog bruh this is demo not beta
[5509.529] pukeshi: 完璧すぎる
[5511.828] breeeezebear: ピッタリだ
[5513.194] yutama0502: ボタン押さんとあかんのか
[5513.740] donpapa3425: 匠
[5516.621] (S)brutal9998: さーすが
[5517.341] au0724: うんま
[5518.740] Afro_Droid: that was a sick combo
[5521.231] ShivaJones: got damn 
[5522.940] 56ne5656: 相手のコントロールがうますぎ
[5524.361] chari3: 今この３人であと水派じゃじぃりゅうせい
[5527.294] 皇帝ルル: ぴよってから歩くのはゲージ回復なのか
[5528.459] demonbane_twosword: うおおおおおももちだ！
[5529.902] (S)latenight000: GGSTも意図的にソル強いんだっけか？やっぱ強くするキャラ決めた方が丸いわな
[5531.515] ~MISSING_COMMENTER_INFO~: ウメハウスにももちさんがきてくれました😊
[5533.366] ddsato316: ｗｗｗｗｗ
[5534.001] (S)gorogorogorn: ｗｗ
[5537.722] (S)Ganondorf_nulvi: Momochi?
[5541.849] misopotato: 端でBOした方が悪いので受け入れてくださいという
[5545.316] potocki1810: yes
[5545.579] akiaki0612: yes
[5546.814] (S)hamuko179862: おお、あと3人来られるんですね、ありがとうございます！
[5548.342] aru_0928: 水派とももちの対決みたいな
[5550.801] donachan: LUL
[5552.010] (S)Ganondorf_nulvi: Nice
[5552.632] zett61: ピヨったあとに前歩き→前ジャンプはドライブゲージ回復だね
[5552.666] heishosann: ルークは主人公だしな、強くていい
[5554.445] nakao86: 強すぎる道場破り
[5557.456] azisiotaro: 空振りお仕置きマン
[5558.754] ~MISSING_COMMENTER_INFO~: 水派は楽しみですね
[5562.406] fliege1515: ガークラの現代版みたいな
[5564.134] chanmipoin: なんでスタンすると頭にひよこが出てくるの
[5567.654] fograin112: こくじんとか呼ばん？
[5570.287] prosciu: 差し返しに淀みがないな
[5571.529] thescrb: あと3人って誰が来るんですか？？みずはさん？
[5571.675] ~MISSING_COMMENTER_INFO~: かわいいから
[5572.878] demonbane_twosword: ウメちゃんとももち並ぶと何かスペシャル感ある
[5574.617] tabibitox: 伝統としか
[5586.963] pastagohan: スタンしたとき頭にひよこ出ない人いるんだ
[5588.392] 憂う者の弟子: OH! Momochi!
[5588.977] Sorachan1144: ももち休憩しなくていいの？
[5589.831] akiaki0612: 死神も天使も出るよ
[5595.226] daisan777: みずはvsももち見たい〜
[5600.437] yking0122: ﾋﾟﾖﾋﾟﾖだから？
[5602.124] (S)hamuko179862: 水派さん、じゃじぃさん、りゅうせいくん、と教えて下さった方が
[5602.182] myodent21: 🐥
[5605.758] a0rei0914: すぐに端にもどされる
[5607.802] みゃおお: 往年のベガ立ち
[5609.582] thescrb: ありがとうございます！
[5613.261] takeda0063: スタン経験勢もいる
[5613.569] akiaki0612: 気絶してみればわかる
[5618.358] prosciu: つええ
[5618.673] ShinYakimura: Footsies
[5619.944] あり0221: マゴさん呼んできたらももちもっと饒舌になるよ
[5622.229] ykhyo: ももちがあんまり他プレイヤーとつるまないからレア
[5623.563] toyplastics: ラーメン屋の店長おる？
[5623.730] donekofg: まだお昼2時でたいへんだ
[5624.450] hellcanon1111: ウメちゃんラーメン屋にいそう
[5624.543] (S)hamuko179862: (*'▽'*)ノシ
[5630.254] au0724: ももちは24時間ゲーム配信とかするストモンだから
[5630.274] shifoncafe: １ｐあったまってんね
[5632.622] (S)fahmy0825: Momochi's whiff punish are amazing
[5634.045] nakao86: あ
[5634.436] shifoncafe: お
[5635.597] Sasakure3: ぴぽぴぽぴぽ
[5636.476] azisiotaro: きた
[5636.748] サメカツ1999: ご来店
[5638.104] v_harumi_v: ご来店！
[5638.643] usa451: 店長
[5638.656] 憂う者の弟子: だれだ！
[5638.854] 東北のスロカス: きたな
[5639.002] geegaa: だれかきた
[5640.141] yutama0502: きたあああああああああ
[5640.800] ry0444: ご来店
[5641.049] donekofg: きたぁ
[5641.342] ギアふっしー: PS5始動
[5641.348] defjcody: ご来店
[5641.523] shopynis: お
[5642.025] lucentsnow: えいた おかえり
[5642.748] ヴィヴィ2046: お？
[5642.915] kinokaren: いらっしゃいませー
[5644.265] myodent21: 誰かな誰かな
[5644.280] darisu_k: お
[5644.508] daisan777: 誰や！
[5644.650] pastagohan: 来店
[5645.144] zyangara2: 水派？
[5645.393] (S)pandasan_power: この音は水派
[5645.782] (S)hamuko179862: お！いらっしゃいませー
[5648.024] feel2525: らっしゃっせ～
[5648.511] derwace_lifolve: 一名様ご案内
[5649.523] koro3__: ？
[5649.862] yuum_88: GlitchCat
[5650.876] yasubewe: ひあーかむずにゅーちゃれんじゃー
[5650.977] emaplusplus: じゃじいさんこい
[5651.252] ロミヲ: サブ台「待っていたぞ」
[5652.823] カブトシロ: ニューチャレンジャー！？
[5652.984] (S)fahmy0825: ohh Jazzy
[5653.452] ギアふっしー: じゃじじゃじ
[5653.512] tentough: あ
[5653.611] shifoncafe: じゃじぃ
[5655.166] 竹槍マン: じゃ爺
[5655.903] improvedkaine: じゃじぃくん
[5656.432] higan1983: ニューチャレンジャー？
[5656.642] レム__: ななななーう
[5657.323] もけたわけ: シャバに帰ってきた
[5657.499] ~MISSING_COMMENTER_INFO~: 禊を済ませたじゃじい
[5658.177] v_harumi_v: じゃじぃさん！
[5658.401] roa_silk: サブ台動くぞー
[5660.032] cubespin: らっしゃっせらっしゃっせ
[5660.633] (S)hamuko179862: じゃじぃさん！
[5662.483] neon_d99: 自粛
[5663.806] misopotato: ななななーう
[5666.016] gorilla_osaka: JZ
[5666.726] ekusu00x: New CHALLENGER
[5666.759] ~MISSING_COMMENTER_INFO~: みなさん温かい拍手を
[5668.281] (S)fahmy0825: I hope Mizuha really come too, I want to see his Ryu vs Momochi's Luke
[5668.395] ddsato316: 自粛明けにぃ
[5669.225] sugarsato_: 反省からの来店
[5669.536] doanobu00000: コンビニみたいなインターホン
[5669.625] HirocoT: じゃじじゃじ
[5670.553] (S)brutal9998: 謝罪男
[5671.078] akiaki0612: 許すぜじゃじい
[5671.533] みゃおお: 禊じゃじぃ
[5673.191] ~MISSING_COMMENTER_INFO~: 新しい船出です
[5673.223] LysanderVK: USA loves you Daigo!!!!
[5674.321] chin_56_: おさわがせしました
[5674.576] bec118_japan: 七年前のツイート謝罪おじ？
[5675.198] hinokihinoki: 頭丸めた？
[5676.199] chanmipoin: 緊張してきた
[5676.305] haru__12345: なんの
[5677.250] TEIKETTO: お勤めご苦労様？
[5677.528] heishosann: ps5くん、起床
[5678.750] tentough: ツイート
[5680.389] zyangara2: 禊（別に誰も求めてない）を終えたじゃじい
[5681.245] (S)latenight000: 謝罪にぃ～～
[5681.250] bajjio1976: じゃじいさんってももちと面識あるんかな
[5682.766] myodent21: 来週の人狼にもでるじゃじぃくん
[5684.436] (S)nikukuisugi333: じゃじぃはもっと来い！
[5685.540] debuneko55: 水派りゅうせいも来れば丁度リュウルークが３－３になるね
[5686.333] daisan777: ジャジイさんは悪くない！
[5697.350] johnnyppas: なんか知らんけど謝罪してたじゃじぃ君じゃないか
[5701.496] akinikuihuku: もっと髪短くしてたら笑う
[5701.501] (S)gorogorogorn: じゃじぃさん足払いに気を付けて
[5706.622] ギアふっしー: ウメちゃんがPS5起動できるわけないだろ！！
[5708.358] prisira: 何年も前の普通に掘り起こされるから下手なこと言えんな
[5715.203] (S)fahmy0825: Momochi really hit those buttons really hard huh, I don't remember hearing Daigo's buttons that loud lol
[5715.742] ekusu00x: そういや格ゲーマー人狼久しぶりになるんだったなw
[5718.763] (S)shibaponz: じゃじぃくん何やったんや...
[5726.263] ddsato316: 丸坊主は配信的に”あり”
[5726.925] rere0: 7年前とかもう他人だ
[5730.810] hato_pizza: 別にライン超えてなかったと思うけどね
[5733.551] (S)latenight000: 数年後に「粉ちゃんかきかき」問題にされたら笑っちまうなぁ
[5735.268] winsol: プロなるなら昔のツイートとか消した方がいいな
[5735.301] gongogon: じゃじぃ丸刈りで来るってマジ？
[5739.887] misopotato: 掘り返す方が頭おかしくない？
[5744.410] みゃおお: いうてじゃじぃ君が無名だったら起こらなかったよなぁ
[5747.971] dohyaaaa: マジでしょうもないことでプチ炎上しただけｗ
[5749.853] (S)gorogorogorn: 足を引っ張られたじゃじぃさん
[5751.766] ddsato316: 掘り返す奴がきもい
[5753.144] wasabi00009: まあじゃじぃより出づらい人も普通に戻れてるから大丈夫じゃんね、格ゲー業界そこらへん懐深い気がする
[5757.575] (S)super_fluo: こくとか過去の発言掘り返されたら結構やばいけどな
[5758.091] エヌジイ: この左の人はだれ？
[5758.609] akiaki0612: 下手に自粛して長引かせず、批判浴びても前ステする勇気をかおう
[5763.250] ~MISSING_COMMENTER_INFO~: ウメさんは何十年もそういうの無いから凄いな
[5767.585] tanaka200046: ア…アウゥ…
[5772.064] kakioonjjii: コリ○キはライン越えてるでしょ
[5772.080] きめらたくや: 左の人はももちさん
[5774.279] toyplastics: こくは昨日もひどかったから・・・
[5774.364] yasubewe: ぐえーーー
[5775.064] kokusairengou: その話もうええやろ
[5782.989] みゃおお: やないくんだよ
[5787.471] (S)edgawatinpo: 強ければいいのよ
[5790.357] friedebi: やないやないかい
[5790.752] ~MISSING_COMMENTER_INFO~: ｗｗｗｗ
[5792.566] yutama0502: じゃじいさんおかえりーー
[5794.245] Sasakure3: じゃじいさん！
[5794.734] オーストリっち: いたぁ！
[5794.927] ギアふっしー: 紙袋いっぱい
[5795.457] (S)gazesd: umeCossack
[5796.606] 10kio: じゃじいおかえり！！
[5796.756] ~MISSING_COMMENTER_INFO~: 手土産北ああ
[5798.605] emaplusplus: じゃじいさんおかえり
[5799.343] ddsato316: お勤めご苦労さま
[5799.458] haru__12345: なんの
[5800.120] akiaki0612: 電源たのむ
[5800.255] (S)hamuko179862: いらっしゃいませー
