[65.005] (S)kobayan86BRZ: きたああああ
[8802.817] xdfwjfpf: ヒットボックスでトラキアやれば解決やん
[8814.053] ysr846: もう加賀の逆転要素あらず？
[8815.933] (S)動くわんわん: これは手ごわいシミュレーションですね
[8817.705] kuchikey_7144: あとは移動ミスしなければ・・・
[8820.891] oyu3: この交換リレーを1800人が見ている
[8821.153] とりあえずちさと: ウメさんも仙水と同じでラスボスクリアしたくないタイプかな？
[8828.518] siuva7: 加賀さん負けた？
[8829.586] (S)ぼんじゅ: 晩飯もヒットボックスで食えばええ
[8832.981] (S)farronef: 加賀さん頼むよー 
[8833.989] ebismine47: こっからスト5やって時間大丈夫なん？
[8837.075] (S)小室友里: ヘイト溜まり過ぎて両足浮いてきたね
[8838.009] (S)zakkn: 加賀「ぐぬぬ・・」
[8848.094] tarosandesita: うめちゃん、彼女できたの？
[8859.920] aubergine101: 作戦成功 加賀撃沈
[8862.366] siuva7: 猫やで
[8867.425] metalface_05: でもごのゲームだけでもう5ヶ月配信しているｗｗｗ
[8870.223] (S)寝るポイント: もうクリア確実？風呂案件？
[8870.509] tw_numa: 出来てても誕生日は…
[8872.935] (S)るぅの: わいや 
[8878.980] (S)zakkn: いうて一日でいけるとは
[8882.299] kamisimeru: 正直ヒットボックスガイルのワクワク感に惹きつけられてます
[8882.435] (S)動くわんわん: この離脱ワープしてんのかね
[8891.458] ミスターポポ: このゲームほんとボリュームあるな
[8900.143] urza2uu: ｋｓマップじゃん
[8917.117] Siesta111: soushihanNeko2
[8924.102] sekihan_taketa: 物交換千本ノック
[8927.422] urza2uu: 何度奇襲されたことか
[8930.065] シケモクスッパマン: 誰かの脱出契機で増援とか？
[8952.572] (S)クズ220: パワーリング使っちゃえ
[8962.913] prisira: これ手持ちぐちゃぐちゃで整理めんどいなｗ
[8966.461] (S)zakkn: 離脱じゃー
[8990.434] urza2uu: 気付いたら滅茶苦茶進んでるなあ
[8995.665] (S)寝るポイント: あとは作業か。
[9015.757] シケモクスッパマン: さみしい.?
[9023.423] yukihiro3417: 長かったトラキア生活ももうすぐ終わりか
[9033.442] (S)shupii097: umeStretch
[9034.425] (S)超アンディー: 22章の10分の1くらいの時間だったな。ガハハ
[9039.406] とりあえずちさと: なんか声聞こえた
[9039.904] (S)zakkn: ウメの攻略が光ったな
[9051.330] (S)valhalla5555: umeCat2
[9056.699] ebismine47: ぬこが鳴いた
[9061.295] owa4gamer: このステージ簡単だったな
[9065.311] (S)zakkn: umeCat2
[9067.457] kamisimeru: トラキア去年からやってるよね 超続いてる
[9073.116] (S)margareta1111: umeCat2
[9073.861] aubergine101: ここでネコリセット
[9077.074] kuchikey_7144: １日攻略とは
[9078.258] batorubaa: もっと折檻地獄になると思ってた
[9078.488] (S)クズ220: umeParry1
[9080.207] (S)ponnypp: ま、
[9084.900] (S)titilrin: umeCat2
[9094.655] (S)zakkn: コントローラー壊すと思ったのに！
[9100.783] (S)寝るポイント: たわい
[9116.807] (S)oguricapg1: umeCat2
[9117.685] metalface_05: へへへ
[9125.968] シケモクスッパマン: 交換できるやつ最後足りなくなって死なないかな
[9128.220] (S)寝るポイント: タ
[9128.810] taroumaruh: ようやく苦行も終わり
[9133.940] (S)zakkn: 交換地獄
[9140.166] シケモクスッパマン: ないか
[9140.550] (S)ソルダ: 案外あっさりクリアしたね
[9142.985] (S)Kanquez05: 急がば回れ
[9143.266] (S)動くわんわん: 加賀「ちくしょおおおぉ」
[9144.319] (S)超アンディー: やったぜ
[9147.262] (S)zakkn: っけい
[9147.340] (S)クズ220: umeCat2
[9147.730] Kingasthereal: Daigo playing Thracia?? What world is this?
[9148.749] kuchikey_7144: やーる
[9154.627] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[9154.828] (S)寝るポイント: おめーーー！
[9156.987] yupika: Red Bull GAMING Presents トラキア776
[9158.715] (S)nabenights: やったぜ
[9159.202] Gordstorm: すげー
[9160.015] nozomaro: おめ
[9162.429] (S)tenten2156: o-
[9162.846] (S)zakkn: 裏テクがつよかった
[9163.991] (S)kaworuko19: 濡れ場？
[9164.973] urza2uu: ラストが近い
[9165.179] kumatedd: あと１面？
[9166.487] fourper212: ついに
[9167.726] (S)山田たろう太郎: umeSalute
[9167.734] (S)asakaze: 加賀を超えた
[9168.245] xdfwjfpf: サイッキョ
[9168.993] はらたいら3000: もっと阿鼻叫喚を想像したのに
[9169.808] (S)orange88: umeCat2
[9170.542] (S)zakkn: 次ラス
[9171.181] メンタム: おはなし覚えてるかねえ
[9173.850] (S)domontyan: おめ
[9175.313] (S)ソルダ: ここは泣けるシーン
[9178.860] (S)lyo0822: 次ラストなのか
[9180.467] (S)zakkn: ココｲｲﾊﾅｼぞ！
[9190.038] momochan6: 次なんのゲームやるのかな
[9192.770] (S)小室友里: ストーリー全然頭に入ってこない
[9193.999] (S)zakkn: 前作やってないんだっけｗ
[9197.097] pandascal: ゲーム時間と実時間同じくらい経ってる？
[9197.596] urza2uu: こいつ前作キャラなんだよね
[9206.529] (S)ソルダ: 性腺の系譜はやってんじゃないの
[9215.178] (S)クズ220: 聖戦の系譜やってないの勿体無い
[9215.555] taroumaruh: 聖戦やってないってマジ？サジ？
[9216.644] (S)山田たろう太郎: 性腺ｗ
[9220.595] (S)zakkn: ばーつ
[9226.021] metalface_05: 性腺ｗｗｗ
[9229.063] (S)zakkn: ひどｗ
[9229.282] momochan6: とんでもねえ変換だなｗ
[9231.036] (S)papipopon: ひどい
[9232.317] (S)lyo0822: ｗｗ
[9232.428] kireboshibasyato: ダダダ
[9240.155] yupika: 親父、恋か？。
[9243.992] yukihiro3417: 前半割と世話になったのにｗ
[9245.696] (S)shupii097: 普段どう過ごしてたらその変換になるんだ
[9266.045] urza2uu: 記憶喪失（子持ち放浪中）
[9266.493] ミスターポポ: いいエンディングだった
[9278.928] (S)zakkn: パティはかわいい
[9280.501] メンタム: 実質エンディング
[9288.886] yupika: おかんつよ
[9293.223] friedebi: 皆殺しとかこっわ
[9302.099] siuva7: つよい
[9302.485] batorubaa: これからは俺も見ていってくれないだろうか
[9304.678] (S)shupii097: すぐ殺す
[9305.529] (S)zakkn: 奴隷少女は加賀の趣味
[9310.551] falaura: 鏖だと
[9317.363] fourper212: いい話
[9319.298] (S)ソルダ: ウメ「（話なげーな・・・）」
[9319.625] ミスターポポ: 一回しか来るなと
[9322.400] (S)asakaze: マリータの薄い本
[9323.936] (S)zakkn: せやねｗ
[9330.758] tronen: もうくにへ帰ろう
[9334.169] siuva7: ヒロインかのような
[9336.885] (S)kitagawakun: いい話だから集中して！！！
[9339.665] シケモクスッパマン: いい契約だ
[9341.641] (S)クズ220: 勇者の槍が本体
[9342.026] (S)zakkn: BibleThump
[9344.318] nuka_cola_85: BibleThump
[9345.300] (S)動くわんわん: あった期間短いからなぁ
[9348.507] Identity88: 全クリじゃん
[9350.193] (S)zakkn: まあやってないと意味不だわなｗ
[9354.679] ariszkakf: 前作のネタバレやん
[9355.872] peacekeeper158: :(
[9358.568] クルミっ子: まぁ半分くらいはエーヴェル助ける話と思えば
[9359.065] urza2uu: いや記憶喪失がとぼけるなとｗ
[9360.148] ebismine47: 結論ファーストで頼むよチミ
[9366.932] (S)山田たろう太郎: きたー
[9367.425] (S)寝るポイント: ついにラスト？
[9367.737] (S)shupii097: たぶん・・・？
[9368.092] fourper212: うおおおお
[9368.331] (S)超アンディー: きたー！
[9368.414] scottiever06: イチイバル
[9369.023] (S)lyo0822: おお
[9369.323] (S)zakkn: 888
[9369.770] lisp06: 最終章！
[9370.971] (S)toyboze: ついに
[9371.581] kumatedd: ついに・・・
[9372.391] ariszkakf: ブリギッド強かったなぁ
[9375.687] (S)nabenights: ついに
[9376.712] itinitizaku: ついに・・・
[9379.457] prisira: そんなわけないぞ
[9380.015] urza2uu: ※盛りだくさんです
[9380.509] itinitizaku: ながかった
[9380.573] (S)zakkn: きたわね
[9381.173] batorubaa: カギを買えと言われた理由の章
[9385.009] (S)動くわんわん: ここは色んな攻略法あって好き
[9385.177] (S)クズ220: ついにラスト
[9386.258] (S)domontyan: 何月からトラキアはじめたんだ
[9386.354] nuka_cola_85: ふふふ
[9386.490] ミスターポポ: ぼすどこぉ？
[9387.042] (S)小室友里: マップだけ見てみるかぁ からの！
[9393.613] kumatedd: ちょっとやってみない？
[9394.803] siuva7: ドラゴン出そう
[9395.275] ~MISSING_COMMENTER_INFO~: 顔色わるっ
[9395.736] scottiever06: イチイバル持ってきてくれーい
[9396.074] (S)valhalla5555: ラスボス加賀
[9397.838] friedebi: 復活怪人
[9397.854] ミスターポポ: ときんす
[9397.920] momochan6: 顔色わるいなｗ
[9398.964] (S)zakkn: アインスツバイドライー
[9400.797] (S)Kanquez05: 顔色悪っ
[9402.428] (S)asakaze: 加賀集大成
[9404.237] (S)cheeseeater: お、やってるな
[9405.956] metalface_05: ゾンビね
[9408.574] ~MISSING_COMMENTER_INFO~: ゾンビ？
[9409.972] machaking: ピーマン食いすぎた顔
[9412.235] (S)寝るポイント: いけそう？
[9414.795] (S)shomarusan: 加賀おらず？
[9422.998] (S)小室友里: 胃腸炎っぽい(。-`ω-)
[9427.077] ebismine47: ターメリックライス食い過ぎたな
[9430.730] シケモクスッパマン: 黄色い
[9434.385] (S)matsumo2: 貯めてた杖惜しみなく使えるね
[9434.440] aubergine101: 肝臓悪そう
[9434.509] メンタム: レイドリック忘れられた
[9436.474] (S)ロイド安藤: GOisuniverse subscribed with Twitch Prime. 
[9441.125] batorubaa: あー、始まらないと強い敵がでてこないのか
[9442.946] (S)動くわんわん: 試しにスタートしてみたら？
[9443.433] ミスターポポ: 増援地獄なんじゃね
[9443.971] tronen: どこかで見た顔だなぁ！？
[9444.668] (S)寝るポイント: 強くなりすぎちゃった？
[9449.343] scottiever06: エルフが厄介すぎる
[9455.889] メンタム: ボスが見えてないな
[9456.947] (S)小室友里: いいの？
[9457.992] kumatedd: そっかぁ
[9458.543] (S)yupika: ストV
[9459.094] (S)zakkn: おつおつ
[9459.330] (S)shomarusan: やったー
[9461.699] (S)domontyan: やったあああああああああああ
[9463.019] (S)動くわんわん: おつー
[9463.204] fourper212: さすがにね
[9463.869] (S)tenten2156: やったー
[9464.004] kuchikey_7144: 感謝のすと５
[9464.015] taroumaruh: !uptime
[9465.137] tronen: しょくじたーいむ
[9465.769] ~MISSING_COMMENTER_INFO~: さす蟹
[9465.880] (S)titilrin: umeCat2
[9468.243] siuva7: ご飯？
[9469.316] Gordstorm: ほうち
[9471.321] (S)domontyan: まってたぜスト５
[9472.773] (S)超アンディー: さすがにぃいいいい！？
[9473.498] aubergine101: ブレークタイム
[9474.941] (S)shomarusan: break time
[9475.585] metalface_05: 晩ご飯かな
[9475.730] (S)Kanquez05: umeCat
[9477.842] hadogamosenpai: MST TIGER TKHS 
[9478.195] fourper212: 音切った？
[9482.522] harahara02: やっぱ格ゲー見るの楽しい
[9483.102] ebismine47: しっかりお祝いして🥂
[9486.896] (S)エリ_10: 音切って
[9489.197] (S)るぅの: 誕生日ご飯だよ 
[9490.659] (S)valhalla5555: だだもれ
[9491.434] (S)domontyan: うん
[9495.898] yuyu09250925: おとお！！
[9497.823] siuva7: 声聞こえるw
[9499.182] heterotopia3: 折角の誕生日ディナーも早食いか
[9499.834] (S)クズ220: ウメキャットとパーティー
[9500.704] (S)uncle_yam: ヒットBOX練習見るの楽しい
[9513.233] scottiever06: カワノ助けて・・・
[9514.453] tannkai: プライバシーゆるゆる
[9520.360] (S)domontyan: お
[9520.376] siuva7: きられた
[9528.952] (S)shomarusan: ３８才かー
[9529.129] (S)ﾔﾐ: ウメちゃんは防音部屋で配信して、扉しまってれば大丈夫にした方がいいな
[9529.544] ミスターポポ: umeGrin
[9529.764] (S)山田たろう太郎: 人形がすごい圧ある・・・
[9530.018] (S)domontyan: ウメキャット来い
[9532.689] (S)るぅの: 大丈夫 
[9532.897] (S)動くわんわん: 見つめるピクミン
[9535.915] user81023: SwiftRage
[9536.563] (S)domontyan: umeCat
[9537.962] metalface_05: ピクミンもう死んでいる・・
[9539.098] ebismine47: ウメキャットよく気づいた
[9540.798] (S)lyo0822: こっちみんな
[9543.122] (S)ソルダ: umeCat2
[9543.166] (S)エリ_10: 良かったw
[9547.930] (S)titilrin: umeCat2
[9548.453] (S)shomarusan: この赤いのがウメさん！！？？
[9551.776] spring__thief: 要介護者
[9558.211] harahara02: くたびれてる
[9560.797] ~MISSING_COMMENTER_INFO~: PogChamp
[9583.198] (S)~MISSING_COMMENTER_INFO~: hitboxかわいい～
[9591.772] (S)動くわんわん: トラキアはあと2～3回くらいの配信で終わるかなぁー
[9611.499] gypsy2603: 今日は何時まで配信やるん？
[9617.723] (S)lyo0822: トラキア終わったら何するんだろ
[9618.065] (S)lawtu01: lawtu01 subscribed with Twitch Prime. 
[9624.728] batorubaa: 終章簡単だし1回で終わる可能性も
[9625.261] (S)milt__: milt__ subscribed with Twitch Prime. They've subscribed for 2 months! 
[9641.141] (S)tenten2156: 応援配信のCMスキップできないとこで腹筋崩壊したｗ
[9646.968] (S)titilrin: ジョイジョイキッド並みの大作希望
[9656.399] ebismine47: グラブル格ゲーとかやって欲しいけどな
[9667.325] x_abu_xx: 決めてないっていってたよ>トラキア終わったら次
[9682.152] (S)farronef: SEKIROっしょ 
[9697.526] (S)titilrin: umeCat2
[9702.876] (S)元気な変態おすぎ: びっくりした
[9704.070] siuva7: 速いな
[9705.280] とりあえずちさと: はやすぎない？
[9705.891] marvelisdead: wtf
[9705.903] (S)asakaze: はっや
[9706.792] (S)kaworuko19: ちゃんと噛んで食べたかい
[9707.029] kumatedd: 日本電子
[9707.270] (S)Kanquez05: おーう
[9709.093] (S)valhalla5555: 早食いのウメ
