[12.561] momiji4431: おかえり
[4132.737] sam21111: WW
[4132.902] セツリ: 自腹で旅するか、帰るか...
[4133.841] (S)やすぽこ: (笑)
[4135.005] トール_0213: death折笠になっちまう
[4136.590] suginaka56: umeSalute
[4137.304] (S)dj0d4y4k4: ついに審判の時
[4137.655] korosuke123456: まじで後遺症のこったらしゃれにならんし強制してるわけじゃないからね
[4138.510] maohotu: ハンサムじゃないハンサムなんて
[4138.546] qq_taro: LUL
[4139.084] ebiebi12: 地元だからいいやん
[4139.528] towai8: 死折笠
[4140.260] lui2ver3: まぁ仮に再起不能になっても1人の犠牲で今後対策できるし足壊れてもゲームはできる
[4140.477] itokoba11058: じゃあハンサムになっちゃうだろ！
[4143.234] samuraichampoo: ハンサムトラック
[4143.814] jmyswrows: 今きたけどアイシールドのデスマーチみたいな企画やってんな
[4144.769] kazukitaiga: 二度とハンサムを名乗るな
[4145.491] komine58: KSK渋滞してる
[4145.605] une3333: 今の時点でもう相当ハンサムじゃないけどw
[4145.899] nitamago33: デス折笠プロ
[4146.304] (S)昼さん: ファイナルハンサム？
[4147.619] (S)しゅごいよ: ハンサムか4か
[4148.519] muji_na: 今もっとも死に近い男
[4148.988] (S)junjamaica: エンディングウォーカー折笠4WD
[4150.238] 0ek8u: ついに１人目か
[4150.301] (S)ｾﾀﾒﾝ: おじリーグの前に死ぬのか
[4151.179] kirakiraname: ハンサムきっかけのスピーチキャンセル狙ってるだろ
[4151.243] ペプシ男: ハンサムから普通の人へ戻ります
[4152.554] kchyan: これでなんか後遺症残ったら結局うめちゃんがなんか言われるからね
[4153.114] drizzy_124: ただの折笠
[4155.108] (S)redpeppar510: 死をえらんだらどうすんだよｗ
[4157.904] samonyan: ハンサムの思い出を語ろう
[4159.278] n242f45aa: ハンサムか死か選んでくださいw
[4160.564] svcchaozu: ハンサムか死かってこういう事だったのか
[4160.682] (S)mac011400: リタイアしたら自腹になるの？
[4161.749] 阿修羅サムライ: 頑張ったじゃないの、そうでしょ
[4163.931] suginaka56: 普通の人w
[4164.444] 記入漏れ: 関節は一回壊れたら終わりよ
[4166.946] komine58: そろそろエンディングウォーカー
[4167.606] (S)ハルキ10: 4WD
[4167.986] 破天荒田中: これが”死”か
[4168.857] shinobuchan4649: 杖の歩き方マジでやばい人だもんなｗ
[4169.138] teruharu_: 伏線だった
[4174.288] そらたま: 地元だから、タクシーで帰宅するか
[4176.287] ~MISSING_COMMENTER_INFO~: パンピー折笠になる
[4178.659] セツリ: この先まだまだ歩くんだし、本人が一番わかってるよね
[4178.910] kazukitaiga: 言われんだろ、勝手についてきてるんだし
[4179.964] koudou3: ハンサムを貫き通して故郷に散るのも、それはそれで良くない？
[4182.950] latenight000: もうあるきかたがやばすぎるｗ
[4186.609] ano_umineko: ハンサムさん限界なのか
[4189.462] goma_dara: 千日回峰行
[4190.373] (S)ancehutn: wwww
[4191.322] spica1987: 折笠さん最後に映ってアピールしよう
[4193.163] chandio2251: ここまで頑張ったんだからリタイアしてもうだうだ言われんでしょ
[4193.323] muji_na: へー
[4193.489] (S)gorogorogorn: ４日目だから、ホカはゲットしてるのか
[4195.249] HirocoT: ｗ
[4195.400] (S)junjamaica: 大阿闍梨だな
[4197.203] takk_frosty: ハンサム・オア・ダイ
[4201.444] orange88: ｗｗｗ
[4202.410] chin_56_: ヤケクソやな
[4204.092] towai8: 声w
[4204.202] tabibitox: 匕首
[4204.587] トール_0213: 比較対象がおかしい
[4204.825] kanitabetaina: 散歩だし・・・・
[4205.297] ラリメモ: ミートさんと言いハンサムさんと言い方ネームブレイカーになってしまうw
[4205.522] une3333: 声がw
[4206.343] のってる: 歩き方は一昨日くらいからあんなんだろ
[4207.748] samuraichampoo: できらぁ！？
[4208.133] shinobuchan4649: 泣きそうやんｗ
[4209.335] セツリ: ほんとに or die
[4210.459] bonanza_death: おじリーグ前に死？
[4211.226] (S)raurakd: こんなもん！(裏声
[4211.744] Eigyotyu440: むりすんなー
[4212.936] (S)昼さん: それ以上かもよ？
[4213.802] aru_0928: ジムでエアロバイク乗りながら見てるけど、一緒に歩いてる感じがしていつもより辛くない！
[4215.879] 破天荒田中: 消える前のロウソク
[4215.920] drizzy_124: あれしかも山道で足袋だからな
[4218.176] (S)waradosa: 折笠さんもいいおっさんなんだから大丈夫でしょ
[4218.250] takarasann: 折笠さん、、、ほな、、、また
[4218.331] 地耳: 応援してる
[4218.460] (S)junjamaica: 自殺用の刀持って出るからなあれは
[4218.601] mamama3: 千日回峰行はしかも山だしね
[4219.514] n242f45aa: NoハンサムNoLife
[4220.040] たぬきーですね: 2度”クビ”になった男に怖いものはない
[4220.083] MYNK1981: 残り996日と思えば…
[4220.226] 2bs_02: 千日ハンサムをやれば『ハンサムか死か』を出来るってことか
[4220.786] (S)ハルキ10: 散歩だもんね！
[4220.907] kanabuso: 千日回峰行はそもそも修行してきてる人がやるから・・・
[4221.899] nitamago33: もはや散歩というレベルではないｗ
[4223.284] ~MISSING_COMMENTER_INFO~: DO OR DIE
[4223.366] poyoyon915: これ無理なやつだ
[4224.105] (S)黒光り肉の: それと比べる事じゃないんだよなぁ
[4225.426] myodent21: 千日回峰行よりは楽かー
[4225.598] thegreatkaito: 欲しいですね、実感
[4225.640] amaterasdesign: こんなもん！（裏
[4227.765] (S)泣き虫サクラ: じゃあ近くの桜も見に行けますね
[4229.566] doublepush_da: 1週間念仏唱える 水ほとんど無しで ミスったら自殺っす
[4229.964] にゃんぽこ__: あっちはその前に訓練してるから
[4230.202] (S)メタルぱんだ: ギブアップしても、恥ずかしくないぞ！？
[4232.312] もきち555: どっちを選んでも死
[4234.103] eremin_39: 判断難しい人だなー
[4236.202] forthemoment_elt: ロウソクも最後よく燃えるよなぁ
[4236.272] (S)alphabetST: 対向車トラックまじ怖い
[4238.168] 65vr39: ハンサム頑張れ！！
[4238.314] (S)oceanp08: ほんとにドキュメンタリーやな
[4240.943] shikakubeats: そしてハンサムは星になった
[4241.027] (S)れの__: 長く歩くのにも関節を保護する筋肉必要だからねぇ…
[4242.129] (S)daichan1200: しかもその修行、普段のお勤めサボれないからな。寝る時間に歩くんやで
[4243.834] (S)ｾﾀﾒﾝ: 1300年間に2人しか達成してないのか、千日回峰行
[4243.928] lui2ver3: やめるのは本人だから、杞憂しても結局やめないハンサムが悪い
[4247.970] kazukitaiga: 一生心配コメが出てくるのもきちいな
[4253.554] totomaru_chan: じゃあもう終わりよ
[4253.863] そらたま: そうだね！じゃぁ2キロ増やして桜🌸見に行こ
[4256.159] てんつくてん: 脱落者なしで最後まで見たい気もあるが無理だけはほんとしないでほしい
[4256.358] セツリ: mala
[4257.130] moricocoa: 消耗品か
[4263.266] (S)しゅごいよ: 膝はやばいよなー
[4263.500] une3333: ひたすら膝なのね
[4265.335] (S)ハルキ10: 致命の一撃
[4266.405] orange88: ヒザは本当に危ない
[4266.699] 戸愚呂妹: スタン
[4271.458] latenight000: 無理だけは本当にね、怪我はしゃれにならない
[4271.637] プーゴリちゃん: 関節は替えがきかないからな
[4272.966] une3333: ウメちゃんが追い込んでる形にw
[4274.698] いちご煮: 肉より骨の方が大事
[4276.239] chin_56_: 膝って10回言って
[4279.020] karimen4: 武藤になったらまじやばいよｗ
[4279.355] (S)junjamaica: ルールは金持ちのみぞ握ってるから
[4281.188] ebiebi12: もうやめた方がいいね
[4283.803] 3113JP: この前達成した人が激レアさんに出てたね
[4284.295] Artorius_jp: 足を負傷した武蔵状態
[4285.183] トール_0213: 1日休んで翌日合流とかじゃダメなんか？
[4287.267] んまま: しかも関節は治りもおそいんだこれが
[4287.561] 2bs_02: ハンサムよ、身体は正直だねぇ
[4288.716] (S)jinkun80: 休んでもいいのよ？
[4289.485] une3333: 酒は飲むんだw
[4290.545] poyoyon915: 心配はするやろw判断は現場がすりゃいい
[4293.751] (S)ys120: シャレにならない場合もあるから部外者がノリで行けるとは言えないでしょ
[4293.769] (S)ｾﾀﾒﾝ: 即身仏になるか
[4297.094] twitchyarutch: 王大人、死亡確認に来てくれー
[4298.384] (S)redpeppar510: 三度のメシより酒が好きやからなぁ
[4305.855] にゃんぽこ__: 「死」を選べば「ハンサム」のままだよ
[4306.141] 寝るポイント: ハンサムでいる限りは、本人の意思を尊重してあげよう
[4307.139] (S)junjamaica: 家近くてちょうどよかったやん
[4308.752] fin_fannel: ハンサムか膝か
[4309.288] une3333: もう膝に酒かけとけばいいんざゃないw
[4309.318] (S)dufushi: 踵からでなく母指球で着地するようにすれば足首のクッションを活かせるから衝撃吸収できますよ
[4313.547] go6_____: 俺まだ見たい
[4317.226] gajonaori: 膝ダメージ軽減方法ねじる方向のちからを極力削ってロボットのように前後方向にだけ動かすのだ！
[4320.766] miruujyu: ハンサムは家も近いし、帰ったら？
[4322.318] puertoescondidomota: 後半山で車なんだし休息日間に作ればいいのに
[4322.373] 65vr39: ウメハラがルールだからウメハラがストップさせたらそれで終わりにできる
[4324.706] amaterasdesign: Rさんどこにおる？
[4326.754] セツリ: 明日もあります
[4326.962] (S)憂う者の弟子: 本人が決めることやで
[4330.317] kuniyoshi8: きっついんかー
[4334.606] (S)waradosa: 杞憂民は折笠さんがいい大人なんだから自分で判断するよ
[4336.075] (S)ｾﾀﾒﾝ: まあ無理しすぎないようにだけ
[4336.438] sistersguitarreplica: 本人が決める
[4337.673] (S)メタルぱんだ: 明日もあるんだぞ？
[4338.108] (S)昼さん: ハンサムいけるよ出たか
[4338.390] shinobuchan4649: 雨がどうなるかだねえ・・
[4340.184] blackmark2: 関節は治りにくいよ。でも決めるのは演者
[4340.237] (S)redpeppar510: 今日より明日、明日より明後日
[4340.272] rindou_22: 明日が本当の山場か
[4340.293] (S)junjamaica: 今リタイアしたら折笠は家近いかららくやぞ
[4341.507] une3333: 悪天候が最大の危機になりそうですね
[4344.733] doublepush_da: ハンサムえらんだ
[4345.285] sne_con: リタイヤしにくい空気を作らないようにだけ気を付ければ問題ない
[4346.044] kazukitaiga: 本人がいける言ってんだからいいだろ
[4346.848] chin_56_: 俺まだいける
[4352.330] sussy_int: 確実に壊れてきている
[4352.821] chamomile21: ？
[4353.019] (S)ancehutn: まだ手を繋いでない
[4355.209] さっぽさんぽ: 悪天候でループだ
[4355.861] itokoba11058: カゲ！？
[4357.029] たぬきーですね: カゲなるものに
[4357.661] 寝るポイント: 「孤独は疲れる」
[4357.793] lapistaxx: 言ってることもヤバくなってる
[4360.108] balthazar000: 一番のイベントである雨天もある
[4362.238] 65vr39: 最後まで折笠の意思でやらせろよ
[4363.740] forthemoment_elt: ハンサムの案山子紹介面白かったよ
[4368.866] 将門ゴルゴロ: ちょっと何言ってるか
[4368.888] (S)しゅごいよ: 紛れないからなー
[4370.281] セツリ: アドレナリンで無理してる可能性はあるから、コメントが冷静な場合もある
[4370.858] (S)昼さん: あっ、はぁ～～～～ そっすね！
[4371.137] Phenomer: 影なる者
[4372.441] akasanz3x: 喋ってたほうが気が散るからね
[4373.912] たぬきーですね: 7人で歩いて孤独はやべえよ
[4374.844] fin_fannel: ついにトークにも参加したハンサム
[4374.845] (S)junjamaica: なんやったらKSKが家まで送ってくるんじゃないここなら
[4376.378] MYNK1981: 歩き続ける意志力
[4380.643] itokoba11058: 言ってることがやばいのは元からなのでセーフ
[4380.780] (S)メタルぱんだ: ｗｗｗ
[4381.393] (S)しゅごいよ: 疲れちゃうかもねー
[4381.798] twitchyarutch: 倒れるならまえのめり
[4383.735] もきち555: 子供時代の話
[4384.318] kuniyoshi8: 気がまぎれるのかね
[4384.533] svcchaozu: 本当に挫けそうになったら手を繋げばいい
[4385.778] neo_jsk: 雨がきつかったら車で温泉療養しよう
[4386.159] kosmos5567: 心配くらいはして良いでしょうって話
[4388.312] korosuke123456: ドラえもん
[4397.119] shinobuchan4649: 見てる方としてはおもろい
[4398.508] (S)昼さん: いっすね～～～～～ｗ
[4403.296] lapistaxx: 大きいトラックよく通るねぇ
[4405.058] トール_0213: いかに薄くできるか
[4405.349] sistersguitarreplica: Www
[4405.773] habutaedango: 初日に大事な話してたのか
[4406.079] 破天荒田中: ｗｗｗ
[4407.146] (S)ancehutn: wwwww
[4408.856] (S)ｾﾀﾒﾝ: 一人では耐えれなかったかもしれない
[4409.351] Truth_function: じゃあここからだ
[4409.421] rindou_22: wwwwww
[4411.147] chin_56_: 天気いいなぁー
[4413.241] (S)メタルぱんだ: ！？
[4413.744] 寝るポイント: 海老と蟹、生まれ変わるならどっちがいい？？
[4414.053] ファーペン: なにがおきたんだよｗ
[4414.383] svcchaozu: 薄ければ薄い程いい
[4414.619] une3333: 声wwww
[4414.819] usa451: だいごのはじめてのテレビ出演の動画見れたやろうがい
[4415.243] Pai02: ｗｗｗｗ
[4415.693] (S)raurakd: だいぶ近いわw
[4417.929] 将門ゴルゴロ: ねっとりいこう
[4418.351] umesecond: スレスパの話見てきたけどまだやってたとは
[4419.421] (S)しゅごいよ: うすうす
[4420.176] (S)昼さん: うっすぅ
[4420.426] (S)jinkun80: Cheer1000 もうゴールしてもいいよね・・
[4421.045] (S)泣き虫サクラ: とは言いつつ初日二日目はしりとりしてたから
