[11.762] (S)~MISSING_COMMENTER_INFO~: ｷﾀ━(ﾟ∀ﾟ)━!
[9347.285] (S)yueria: radaoOtaku
[9347.812] su9na: radaoOtaku
[9349.294] (S)omizugokugoku3: radaoOtaku
[9353.092] (S)konkondesu: radaoOtaku
[9355.428] cupirus: radaoOtaku
[9355.662] (S)konkondesu: radaoOtaku
[9359.035] haruchiaa: radaoOtaku
[9362.816] (S)pomhono: radaoOtaku
[9363.056] (S)konkondesu: radaoRainbow
[9364.906] (S)pu_puririte: radaoOtaku
[9365.068] おじょーー: radaoOtaku
[9366.865] (S)くも0925: radaoOtaku
[9367.387] (S)poko011: radaoHi
[9368.184] aoneko_san: radaoOtaku
[9368.308] (S)ささみんた: radaoOtaku
[9369.001] (S)taromaru0630: radaoOtaku
[9369.247] ゆき_りな: radaoOtaku
[9369.755] umitakekun: radaoOtaku
[9371.606] ゆーたむ: radaoOtaku
[9371.755] ムラさん: DinoDance
[9376.084] (S)taromaru0630: radaoOtaku
[9376.677] many7575: radaoOtaku
[9378.982] gawrib: MercyWing1
[9379.104] mumu_17_: radaoOtaku
[9379.896] (S)Soudako___: radaoOtaku
[9381.844] ムラさん: radaoOtaku
[9382.832] なやしろ: radaoOtaku
[9383.086] (S)ぽてち3: radaoOtaku
[9384.598] (S)agekk0: radaoOtaku
[9385.197] many7575: radaoRainbow
[9386.545] (S)capricorn0001: radaoOtaku
[9388.344] (S)るでぃにあ: radaoOtaku
[9388.650] (S)ウルトラ戦士: radaoOtaku
[9391.014] (S)capricorn0001: radaoRainbow
[9392.524] (S)poko011: radaoOtaku
[9393.076] (S)ふぁんく: radaoOtaku
[9393.223] (S)pu_puririte: radaoOtaku
[9396.500] (S)るでぃにあ: radaoRainbow
[9398.126] (S)Mira7510: radaoOtaku
[9400.174] Ichigo_Strawberry15: radaoOtaku
[9400.436] (S)hishaku_o0: radaoOtaku
[9400.483] (S)かやふー: radaoOtaku
[9401.206] nqta_coconut: radaoOtaku
[9402.343] (S)nyanko_0222: radaoOtaku
[9402.565] ムラさん: radaoOtaku
[9403.446] kusarikakenotea: radaoOtaku
[9405.626] (S)kuronoa_1109: radaoOtaku
[9407.369] (S)reiki_1220: radaoOtaku
[9411.376] (S)るでぃにあ: radaoBanzai
[9414.386] (S)ともくん0128: radaoOtaku
[9414.511] ばにら0115: radaoOtaku
[9416.256] (S)ame__x_xq: radaoOtaku
[9416.336] 湊ソラ: radaoBanzai
[9419.392] ちさとまと: radaoOtaku
[9420.802] (S)bambi_vl: radaoOtaku
[9421.733] amanooomikami: radaoBanzai
[9422.505] るんぱっぱ12: radaoBanzai
[9422.738] (S)chamchampon: radaoBanzai
[9422.959] (S)うみ____: radaoBanzai
[9423.609] ばにら0115: radaoOtaku
[9423.803] hiro1106nj: radaoOtaku
[9424.436] (S)ウルトラ戦士: radaoOtaku
[9428.654] sora_mameee: radaoOtaku
[9429.147] (S)るでぃにあ: radaoOtaku
[9430.451] ばにら0115: radaoBanzai
[9430.710] (S)ラウド25: radaoOtaku
[9432.057] (S)sudjxjxjx: radaoBanzai
[9432.312] (S)kuronoa_1109: radaoOtaku
[9433.308] (S)agekk0: VirtualHug
[9433.334] (S)ぴよったじゅげろ: radaoBanzai
[9433.740] ばにら0115: radaoBanzai
[9434.534] po_pochon: radaoHi
[9436.428] (S)Touhokumin_A: radaoBanzai
[9437.544] ばにら0115: radaoBanzai
[9437.665] (S)るでぃにあ: radaoBanzai
[9440.742] reki_b: radaoHi
[9440.874] hiro1106nj: radaoOtaku
[9441.908] (S)yui1yui: radaoOtaku
[9442.345] (S)るでぃにあ: radaoHi
[9443.158] nassan46: radaoOtaku
[9443.921] wacchi1231: radaoBanzai
[9444.154] ばにら0115: radaoBanzai
[9446.597] tukky1208: radaoOtaku
[9447.417] mumu_17_: radaoBanzai
[9451.245] ばにら0115: radaoBanzai
[9451.415] (S)usakanono1030: radaoBanzai
[9452.978] (S)ウルトラ戦士: radaoRainbow
[9453.555] (S)ささみんた: radaoOtaku
[9455.037] ばにら0115: radaoBanzai
[9457.017] スイミ: radaoOtaku
[9458.788] (S)ぽてち3: radaoBanzai
[9459.328] merongo_1023: radaoBanzai
[9460.600] hiro1106nj: radaoBanzai
[9463.572] リムヲ: radaoOtaku
[9464.849] (S)omizugokugoku3: radaoRainbow
[9466.816] karokaro23: radaoBanzai
[9466.935] hiro1106nj: radaoRainbow
[9467.031] merongo_1023: radaoOtaku
[9468.422] (S)agekk0: Squid1
[9470.118] (S)ねこねこお嬢: SSSsss
[9471.491] (S)甘酒大好き: radaoBikkuri
[9472.762] ゆめきり: radaoOtaku
[9473.652] ばにら0115: radaoBanzai
[9475.798] inuyo: radaoOtaku
[9475.893] green_tea_1209: DinoDance
[9476.513] (S)ウルトラ戦士: radaoBanzai
[9476.825] (S)アリスクリスタ: radaoOtaku
[9477.090] (S)omizugokugoku3: radaoBikkuri
[9477.636] (S)LLENN0109: radaoRainbow
[9478.266] (S)みそてん: radaoOtaku
[9479.578] m_taku: radaoRainbow
[9480.316] 北宮エクストリーム: radaoBanzai
[9481.196] (S)ままめがねぱおね: ままめがねぱおね subscribed at Tier 1. They've subscribed for 3 months! 
[9481.656] manatsuyu0719: radaoHi
[9481.713] ゆずシフォン: radaoOtaku
[9482.502] nagiy04: nagiy04 subscribed with Prime. They've subscribed for 25 months, currently on a 24 month streak! 
[9483.749] (S)たかなしはな: radaoRainbow
[9484.382] (S)enemyacc: radaoOtaku
[9485.462] (S)omizugokugoku3: radaoRainbow
[9487.433] Yakishio_1219: radaoMugon
[9487.781] (S)みそてん: radaoOtaku
[9488.396] (S)hakurin12: radaoOtaku
[9488.443] (S)nemesia0219: radaoBanzai
[9488.697] (S)ままめがねぱおね: radaoOtaku
[9488.856] (S)agekk0: radaoPaan
[9489.126] yoru4095: radaoOtaku
[9489.468] hiro1106nj: radaoRainbow
[9489.723] (S)konkondesu: radaoKitya
[9489.988] (S)11_try_06: radaoOtaku
[9490.218] (S)mi_neee1122: radaoRainbow
[9490.807] バッシィ: radaoOtaku
[9492.550] 髭ピー: radaoOtaku
[9492.629] (S)だんぼーーーーる: radaoOtaku
[9492.755] (S)sakuta_589: radaoRainbow
[9495.263] (S)shiro_buuu: radaoOtaku
[9496.157] yo1tei: radaoBanzai
[9496.829] (S)seiasama: radaoOtaku
[9496.982] ばにら0115: radaoBanzai
[9497.034] hiro1106nj: radaoOtaku
[9497.269] れなぽんぽん: radaoKitya
[9498.008] (S)rikoris41ss: rikoris41ss subscribed at Tier 1. They've subscribed for 7 months! 
[9499.076] (S)abara_129: radaoOtaku
[9499.296] あさひ21: radaoOtaku
[9499.572] (S)ぽてち3: radaoKitya
[9499.824] えぬあい: radaoKitya
[9500.048] (S)ウルトラ戦士: radaoKitya
[9501.046] (S)suzunone_: radaoBanzai
[9501.258] (S)みやた23: radaoKitya
[9501.405] masao0203: radaoDoya
[9501.810] ぶラッく: ぶラッく subscribed with Prime. They've subscribed for 23 months! 
[9502.336] kujirai___: radaoRainbow
[9502.384] えぬあい: radaoOtaku
[9502.583] (S)ラウド25: radaoOtaku
[9503.710] darkmoca331: radaoKitya
[9505.963] darkmoca331: radaoOtaku
[9506.925] (S)朧つき: radaoOtaku
[9507.174] (S)honeytoast__73m: radaoOtaku
[9507.398] ムラさん: radaoKitya
[9507.886] (S)rai_0112: radaoOtaku
[9508.213] (S)赤人: radaoKitya
[9508.825] (S)enemyacc: radaoKitya
[9508.995] ペネロペ: radaoKitya
[9509.292] (S)LLENN0109: radaoOtaku
[9509.494] hiro1106nj: radaoOtaku
[9509.545] nassan46: radaoEhehe
[9509.570] (S)omizugokugoku3: radaoKitya
[9510.255] (S)おはおはお: radaoBanzai
[9510.946] (S)ドパーズ: radaoOtaku
[9511.172] (S)chamchampon: PowerUpL
[9512.085] (S)るでぃにあ: radaoKitya
[9512.769] (S)sudjxjxjx: radaoOtaku
[9512.789] (S)てっちゃん115222: radaoKitya
[9513.305] (S)rukan_x3: radaoKitya
[9513.585] 2006petoro: radaoKitya
[9513.806] (S)hanada_2: radaoKitya
[9514.695] izumi0609: radaoOtaku
[9515.237] yo1tei: radaoKitya
[9515.272] (S)dreamtake: radaoOtaku
[9515.325] ばにら0115: radaoKitya
[9515.471] (S)kodada85: radaoKitya
[9515.510] (S)うぷしろ: radaoOtaku
[9515.674] tarakobb: radaoOtaku
[9515.908] cupirus: radaoOtaku
[9516.085] (S)ウルトラ戦士: radaoKitya
[9516.141] (S)usakanono1030: radaoKitya
[9516.745] (S)agekk0: radaoToire
[9517.081] (S)komatuna_pipipi: radaoKitya
[9517.696] inuyo: radaoKitya
[9517.846] しああき: radaoKitya
[9517.899] tukky1208: radaoKitya
[9518.833] (S)しずく0624: radaoKitya
[9518.901] (S)ただのもち3321: radaoKitya
[9519.085] nassan46: radaoOtaku
[9519.092] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[9519.148] Yakishio_1219: radaoKitya
[9519.590] (S)おはおはお: radaoKitya
[9519.603] (S)るでぃにあ: radaoKitya
[9519.603] hiro1106nj: radaoKitya
[9519.854] 2006petoro: radaoKitya
[9520.132] vash_246: radaoKitya
[9520.381] ゆずシフォン: radaoKitya
[9521.044] なんでもいい: radaoKitya
[9521.116] (S)たかなしはな: radaoKitya
[9521.657] (S)sudjxjxjx: radaoOtaku
[9522.826] (S)夏吉: radaoKitya
[9523.094] isaco135: radaoOtaku
[9523.803] nassan46: radaoKitya
[9523.942] (S)だんぼーーーーる: radaoKitya
[9523.993] ばにら0115: radaoKitya
[9524.084] (S)ばなばなな: radaoTariki
[9524.436] aoneko_san: radaoKitya
[9524.694] muuuuucho: muuuuucho subscribed at Tier 1. They've subscribed for 21 months, currently on a 21 month streak! 
[9524.974] (S)かやふー: radaoKitya
[9525.697] (S)rai_0112: radaoKitya
[9525.761] (S)fukun_3651: radaoKitya
[9525.914] (S)ねこねこお嬢: PunchTrees
[9525.965] (S)アリスクリスタ: radaoKitya
[9526.123] (S)xy_08: radaoKitya
[9526.558] (S)アーホルン: radaoKitya
[9526.597] air1_1: radaoNikkori2
[9526.723] (S)nanase_176: nanase_176 subscribed at Tier 1. They've subscribed for 6 months! 
[9527.328] (S)お小夜: radaoOtaku
[9527.357] (S)うみ____: radaoKitya
[9527.470] (S)pu_puririte: radaoKitya
[9527.789] (S)ふぁんく: radaoKitya
[9527.997] (S)はたおかも: radaoOtaku
[9528.654] (S)3_9_r_e: radaoOtaku
[9528.668] (S)gupien: radaoKitya
[9528.874] (S)ゆう1151: radaoKitya
[9529.136] re0mi1283: radaoKitya
[9529.369] key_1950: radaoKitya
[9529.374] (S)るでぃにあ: radaoKitya
[9529.401] merongo_1023: radaoKitya
[9530.260] (S)10_jyu: radaoKitya
[9530.451] いぶ太郎: radaoKitya
[9530.635] (S)pea_green2: radaoKitya
[9530.880] (S)ぱわ一: radaoKitya
[9532.085] (S)halcloud: radaoKitya
[9532.492] kuugay0905: radaoKitya
[9532.723] (S)ねこねこお嬢: radaoRainbow
[9533.141] (S)sakuta_589: radaoKitya
[9533.257] (S)ゆーーれい: radaoKitya
[9533.294] niina0127: radaoKitya
[9533.467] (S)鴨柚1945: radaoOtaku
[9533.717] (S)sudjxjxjx: radaoOtaku
[9534.607] kakomero_24_: kakomero_24_ subscribed at Tier 1. They've subscribed for 25 months, currently on a 5 month streak! 
[9534.637] (S)kasutera313: radaoRainbow
[9534.799] (S)hachukyun: radaoKitya
[9535.056] (S)ドパーズ: radaoKitya
[9535.131] green_tea_1209: radaoHatena2
[9535.268] Yakishio_1219: radaoBanzai
[9535.459] (S)そら_1907: radaoKitya
[9536.131] (S)やなちゃそ: radaoKitya
[9536.382] (S)syungiku_0209: radaoKitya
[9536.899] (S)バリカタミニオン: radaoKitya
[9536.932] (S)ｻﾄｱ: radaoKitya
[9537.123] (S)potepote380: radaoKitya
[9537.187] ねこすず: radaoKitya
[9537.348] れもんちぃ0: radaoKitya
[9537.386] nassan46: radaoKitya
[9537.610] しああき: radaoKyoton
[9537.829] (S)ねこねこお嬢: radaoMugon
[9538.392] (S)enemyacc: radaoKitya
[9538.690] (S)algis_10o: radaoKitya
[9539.674] セレちゃ: radaoKitya
[9539.800] (S)kasutera313: radaoKitya
[9539.870] (S)Unininini114: radaoKitya
[9539.959] (S)ささみんた: radaoOtaku
[9540.948] (S)zussy55: radaoKitya
[9541.001] (S)yui1yui: radaoKitya
[9541.112] (S)aaaaaaayaaaa: radaoKitya
[9541.990] (S)ねこねこお嬢: radaoMugon
[9542.008] merongo_1023: radaoBanzai
[9542.371] kohana0d06: radaoKitya
[9542.455] (S)マロン_: radaoOtaku
[9542.578] (S)しろとらららら: radaoKitya
[9542.594] (S)れーな10105858: radaoKitya
[9543.035] ぽーてっと: radaoKitya
[9543.278] ばのさん: radaoKitya
[9543.323] (S)h2ln: radaoKitya
[9543.353] ゆずシフォン: radaoOtaku
[9543.357] (S)rain_less: radaoKitya
[9543.469] (S)halu0622: radaoKitya
[9543.505] かんこ: radaoKitya
[9543.736] (S)kasutera313: radaoRainbow
[9544.011] (S)suuchaaa: radaoKitya
[9544.252] (S)fukut403: radaoBanzai
[9544.301] (S)fuyun1a: radaoKitya
[9544.528] nqta_coconut: radaoKitya
[9544.653] (S)ウルトラ戦士: radaoBanzai
[9544.862] (S)omizugokugoku3: radaoKitya
[9545.077] ゆめきり: radaoKitya
[9545.362] (S)potima03: radaoKitya
[9545.971] (S)ばなばなな: radaoNikkori2
[9546.211] (S)pochama120: radaoKitya
[9546.303] (S)Mira7510: radaoKitya
[9547.274] (S)siroeri_sirosiro: radaoKitya
[9547.349] 黝猫あおぐろねこ: radaoKitya
[9547.431] (S)nox3010: radaoOtaku
[9547.457] (S)夏吉: radaoOtaku
[9548.414] 72みかんさん: 72みかんさん subscribed at Tier 1. They've subscribed for 42 months! 
[9548.578] (S)l0v3pedro: radaoPaan
[9548.872] ぷるぷるぽ: radaoHi
[9549.232] しめざめ: radaoKitya
[9549.692] (S)konkondesu: radaoKitya
[9549.911] 湊ソラ: radaoOtaku
[9550.106] (S)raineko_ym: radaoKitya
[9551.008] (S)chiiiko1221: radaoKitya
[9551.049] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[9551.240] (S)3_9_r_e: radaoOtaku
[9551.907] (S)すとーぶぅ: radaoKitya
[9552.035] (S)るでぃにあ: radaoKitya
[9552.104] (S)suzunone_: radaoKitya
[9552.756] 壱代目: radaoKitya
[9553.017] radaolove0000: radaoRainbow
[9553.126] (S)さくぅぅぅぅ: radaoOtaku
[9553.248] (S)shiro_buuu: radaoKitya
[9554.338] すんちゃん_0777: radaoOtaku
[9555.696] (S)みやんあ: radaoKitya
[9556.057] (S)kasutera313: radaoOtaku
[9556.212] (S)wlwall1: radaoKitya
[9556.336] 雨傘ライ: radaoKitya
[9556.570] (S)アリスクリスタ: radaoFight
[9557.656] とりのポトフ: radaoKitya
[9558.074] (S)runamea1101: radaoKitya
[9558.744] (S)agekk0: radaoMugon
[9559.671] (S)Taaai2626: radaoKitya
[9560.620] romu115: radaoKitya
[9561.198] (S)ウルトラ戦士: radaoMugon
[9561.427] 1しずく1: radaoKitya
[9561.459] harou_momiji: radaoKitya
[9562.112] (S)cliff_16: radaoBanzai
[9562.326] (S)konkondesu: DinoDance
[9562.580] (S)toura_me: radaoRainbow
[9562.912] (S)takumi06121: takumi06121 subscribed with Prime. They've subscribed for 2 months! 
[9563.124] (S)ねこねこお嬢: radaoHatena2
[9563.610] (S)kasutera313: radaoLimit
[9563.651] mizuhashi_2323: radaoOtaku
[9563.875] kokonoe_r: radaoKitya
[9564.573] (S)shiro_buuu: radaoYatta
[9564.584] (S)みるく金時: radaoKitya
[9564.961] どらこどら: radaoOtaku
[9565.645] (S)のむ_のむ: radaoFight
[9566.395] sa891: radaoRainbow
[9566.523] 00frisk: 00frisk subscribed with Prime. They've subscribed for 22 months, currently on a 22 month streak! 
[9566.641] many7575: radaoKitya
[9566.874] (S)ぴよったじゅげろ: radaoKitya
[9567.010] (S)そら_1907: radaoOtaku
[9567.263] スイミ: radaoKitya
[9568.136] (S)ねこねこお嬢: radaoMugon
[9569.127] 名無し333: radaoHatena2
[9569.957] sori_4629: radaoKitya
[9570.169] many7575: radaoKitya
[9570.557] (S)るでぃにあ: radaoTuuhou
[9570.645] (S)komatuna_pipipi: radaoKitya
[9570.936] あおなつ: radaoKitya
[9571.226] (S)星映天下: radaoKitya
[9571.630] ra1two: radaoKitya
[9571.653] kanzo0423: radaoKitya
[9572.182] (S)sudjxjxjx: radaoKitya
[9572.400] (S)朧つき: radaoOtaku
[9572.861] (S)h2ln: h2ln subscribed at Tier 1. They've subscribed for 3 months, currently on a 3 month streak! 
[9573.405] yo1tei: radaoSleep
[9574.572] (S)pochama120: radaoBanzai
[9575.441] (M)Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[9575.628] (S)アーホルン: radaoKitya
[9575.676] (S)kasutera313: radaoTariki
[9576.363] (S)shun1467: radaoKitya
[9576.492] _イオ_: radaoKitya
[9577.159] lycoris8: radaoKitya
[9577.427] (S)mog9221: mog9221 subscribed with Prime. They've subscribed for 3 months! 
[9577.946] (S)agekk0: radaoToire
[9579.006] (S)sakusakurano: radaoKitya
[9580.001] ばにら0115: radaoToire
[9580.120] (S)hachukyun: hachukyun subscribed with Prime. They've subscribed for 11 months! 
[9580.539] ていとかい: radaoKitya
[9580.554] (S)usakanono1030: radaoKitya
[9582.347] (S)るでぃにあ: radaoTuuhou
[9582.595] 名無し333: ~MISSING_MESSAGE_INFO~
[9582.798] (S)kokone0927: radaoKitya
[9582.984] えるあーるるけ: radaoKitya
[9583.259] (S)3_9_r_e: radaoKitya
[9584.166] (S)suzunone_: radaoKitya
[9584.166] (S)raineko_ym: radaoKitya
[9584.361] (S)shiro_buuu: radaoMasuo
[9584.552] ばにら0115: radaoToire
[9585.297] (S)3_9_r_e: radaoKitya
[9585.545] miki_15g: radaoOtaku
[9585.608] (S)kasutera313: radaoDaisuke
[9586.172] (S)あんちょび_: radaoKitya
[9586.249] ゆずシフォン: radaoKitya
[9586.374] (S)LQEC87: radaoHatena2
[9587.346] (S)ベスプラ: radaoKitya
[9587.577] (S)ななおもち: radaoKitya
[9587.578] (S)3_9_r_e: radaoKitya
[9587.751] manboutaro: radaoKitya
[9588.354] とりのポトフ: radaoKitya
[9588.444] (S)kobato1130: radaoKitya
[9588.504] (S)ウルトラ戦士: radaoHatena2
[9588.828] _りばいあ_: radaoKitya
[9589.078] (S)りりーそぐ: radaoOtaku
[9589.462] おじゅりん: ~MISSING_MESSAGE_INFO~
[9589.794] (S)あると_08: radaoKitya
[9589.998] (S)haru29131070265: radaoKitya
[9590.033] (S)3_9_r_e: radaoQuiche
[9590.538] (S)samuclown1027: radaoMugon
[9590.616] (S)baceneKo: radaoKitya
[9590.831] (S)ちきちきびーむ: radaoOtaku
[9591.547] yoru4095: radaoOtaku
[9591.846] (S)るでぃにあ: radaoHatena2
[9593.444] ばにら0115: radaoToire
[9593.589] (S)kodada85: radaoHatena2
[9594.048] Pantobox: radaoHatena2
[9594.670] ペネロペ: radaoOtaku
[9595.172] (S)potepote380: radaoOtaku
[9595.213] れつれつ: radaoOtaku
[9595.361] (S)ネソ: nesodayo subscribed at Tier 1. They've subscribed for 3 months! 行くぞーーー
[9595.369] (S)7daruno: radaoKitya
[9596.369] universal_studio_alice: radaoOtaku
[9597.308] (S)鴉羽魄鴉: radaoOtaku
[9597.609] (S)rxa_fine: radaoOme
[9597.886] (S)ぱぐぞぅ: radaoOtaku
[9598.481] crow_d27i7: crow_d27i7 subscribed at Tier 1. They've subscribed for 45 months! 
[9598.665] (S)pochama120: radaoToire
[9598.913] asabangohan1945: radaoOtaku
[9599.182] darkmoca331: radaoToire
[9600.532] (S)takasyan_2525: radaoOtaku
[9600.729] (S)chiiiko1221: radaoToire
[9600.746] のありす: radaoOtaku
[9600.993] 太陽がサン: radaoKitya
[9601.310] (S)agekk0: radaoMasuo
[9601.625] (S)hansintaigaaau: radaoOtaku
[9602.051] (S)nekonaaa: radaoOtaku
[9602.837] (S)ももあられ: radaoKitya
[9604.114] (S)3_9_r_e: radaoTariki
[9604.318] na_klo: radaoOtaku
[9604.318] moa___s2: radaoHatena2
[9604.688] (S)omizugokugoku3: radaoHatena2
[9604.712] (S)あかに: radaoToire
[9604.734] (S)ねこねこお嬢: radaoDoya
[9606.273] (S)SOKA_HARU35: radaoOtaku
[9606.657] (S)かやふー: radaoKitya
[9607.210] 雨傘ライ: radaoOtaku
[9607.256] (S)tabasukomothi: radaoOtaku
[9607.273] (S)mikun_pipipi: radaoOtaku
[9607.703] (S)椎茸0919: radaoOtaku
[9607.876] ばにら0115: radaoWaterserver
[9607.886] (S)るでぃにあ: radaoHatena2
[9608.080] なやしろ: radaoKitya
[9608.995] 名無し333: radaoMasuo
[9609.267] darkmoca331: radaoMugon
[9609.282] (S)hansintaigaaau: radaoTariki
[9609.420] (S)chan_kuma_: radaoOtaku
[9609.554] (S)ウルトラ戦士: radaoOtaku
[9609.818] (S)ふぁんく: radaoHatena2
[9610.069] (S)ryuya_3: radaoHi
[9610.190] maki0281: radaoOtaku
[9610.604] kira_011: radaoOtaku
[9610.734] (S)sponjapan: radaoHatena2
[9610.871] (S)honeytoast__73m: radaoToire
[9611.213] (S)yunyun7171: radaoRainbow
[9611.980] re0mi1283: radaoOtaku
[9612.587] (S)ちょりたつ壁: radaoTariki
[9612.605] (S)konkondesu: radaoNannann
[9612.645] (S)rxa_fine: radaoFight
[9613.196] (S)mog9221: radaoOtaku
[9613.519] (S)oreooo_24: radaoOtaku
[9613.636] (S)ねこねこお嬢: radaoMugon
[9614.012] (S)agekk0: radaoToire
[9615.213] スイミ: radaoOtaku
[9616.445] (S)さくらもち415: radaoBen
[9616.556] (S)sarutobi2101: radaoOtaku
[9616.589] (S)猫葱: radaoHatena2
[9616.775] (S)kuro_kuro03: radaoHatena2
[9617.708] ruuuuupi: ruuuuupi subscribed with Prime. They've subscribed for 17 months! 
[9617.949] (S)team18rin: radaoOtaku
[9618.148] (S)るでぃにあ: radaoHatena2
[9618.152] (S)omizugokugoku3: radaoGaha
[9619.030] (S)yuuuu87: radaoOtaku
[9619.536] (S)kin0214: radaoMoeru
[9619.755] ちさとまと: radaoToire
[9620.719] (S)猫ミントン: radaoYatta
[9621.258] NERUKUN004: radaoBanzai
[9621.654] (S)奏樹_カナタ_: radaoOtaku
[9622.173] (S)hansintaigaaau: radaoMidori
[9622.630] 黝猫あおぐろねこ: radaoRainbow
[9623.409] (S)3_9_r_e: radaoTariki
[9623.471] (S)いのな: radaoOtaku
[9623.499] (S)rikoris41ss: radaoOtaku
[9624.169] (S)しふくん: radaoBanzai
[9624.675] (S)hishaku_o0: radaoBanzai
[9624.932] (S)やなちゃそ: radaoHatena2
[9625.503] (S)yunyun7171: radaoOtaku
[9626.203] (S)アシ湯: radaoOtaku
[9626.985] (S)gyaryi: radaoRainbow
[9627.411] ayuayuayuayu8357: radaoOtaku
[9627.710] (S)hitotumeme: radaoBanzai
[9627.953] (S)るでぃにあ: radaoToire
[9628.010] niina0127: radaoRainbow
[9628.013] (S)a_onemu: radaoRainbow
[9628.194] (S)usakanono1030: radaoOtaku
[9628.219] mid_koa: radaoBikkuri
[9628.682] (S)シイ_ラ: radaoOtaku
[9628.686] (S)りりーそぐ: radaoHatena2
[9628.739] (S)3_9_r_e: radaoOtaku
[9628.795] (S)Rimon_sky: radaoBanzai
[9628.811] (S)hishaku_o0: radaoOtaku
[9629.173] ばにら0115: radaoToire
[9629.322] kokonoe_r: radaoGutyaaaa
[9629.835] (S)ウルトラ戦士: radaoToire
[9629.861] しめざめ: radaoOtaku
[9630.010] (S)ぱんちぱーまくん: radaoOtaku
[9630.099] cocon0x0: radaoOtaku
[9630.223] (S)SAKu_053: radaoRainbow
[9630.604] (S)hattoriiiiiii: radaoTariki
[9631.073] (S)kuro_kuro03: radaoRainbow
[9631.422] roy_rag: radaoTariki
[9631.678] (S)oreooo_24: radaoBanzai
[9632.350] (S)nekonaaa: radaoOtaku
[9633.139] (S)honeytoast__73m: radaoToire
[9633.377] えるあーるるけ: radaoOtaku
[9633.430] (S)samuclown1027: radaoTariki
[9633.646] shi_n_tou: shi_n_tou subscribed at Tier 1. They've subscribed for 40 months! 
[9634.038] (S)バザァァァド: MercyWing1
[9634.471] (S)sudjxjxjx: radaoBen
