[10.556] ほるす_: DinoDance
[12236.455] akiaki1109: かわちーw w w
[12237.379] (S)maicha1212: 消えなそうｗｗｗ
[12238.263] (S)おやつはほねっこ: 🤣🤣🤣🤣🤣
[12238.370] (S)みゃみゅみょん: wwww
[12238.418] (S)あちゃでぃー: 消えるかな 
[12238.711] (S)kobo_gm: www
[12238.889] (S)すーさん1111: gocchaWww
[12242.095] (S)jstatham00: 消えなさそうｗｗ
[12242.330] (S)リイア: かわちwww
[12242.809] えるす03: かわちぃ
[12243.027] (S)まりん_112: かわいい 
[12244.034] (S)うに073: かわいいwwww
[12244.291] (S)野苺: かわちいw
[12244.567] (S)ななみ0717: wwww
[12244.712] hachiko0000: 水の量wwww
[12245.458] tm_171717: 試してみたいwwww
[12245.908] (S)hidarime003: かわちぃ 
[12246.865] (S)アイシュ: 駄菓子屋にあるやつｗｗｗ
[12246.908] (S)_ぴぴまる: 可愛いwwww
[12247.006] (S)ruuu_a: 消えなさそう
[12247.011] (S)お湯さん2533: www
[12247.078] (S)けいこ0630: wwwww
[12248.125] (S)ななみ0717: 可愛いww
[12250.072] (S)maicha1212: どっかに火ないかなｗ
[12250.817] (S)ゆきぃにゃん: gocchaWww
[12251.547] AOi___12: おもちゃw
[12255.395] (S)_ぴぴまる: おもちゃ過ぎるww
[12255.671] (S)真っ赤なとまと: ちょっと怪しい？w
[12255.868] hachiko0000: やってみてほしいwww
[12257.286] (S)ななみ0717: お祭りとかにあるやつだww
[12260.949] (S)ゆん윤윤: w
[12265.891] (S)まめ222: きえる
[12266.549] (S)ruuu_a: 一回やってみる?ww
[12270.841] (S)まりん_112: 消してみてほしい 
[12280.836] (S)まめ222: 最強おもちゃ
[12305.616] (S)hidarime003: 水鉄砲買いますとか全然有りになってくる
[12310.180] (S)アルカ_27: アルカ_27 is gifting 1 Tier 1 Subs to ごっちゃんマイキー's community! They've gifted a total of 1 in the channel! 
[12310.491] akiaki1109: ペットボトルとおさらばだ 
[12310.526] (S)アルカ_27: アルカ_27 gifted a Tier 1 sub to 123qwweeerrrtttyyy! 
[12323.231] akiaki1109: ないぎふ 
[12327.699] (S)エコ狩りのおきな: クラフトに水鉄砲ある
[12363.754] (S)しーくんくん: 大きいやつはクラフトできないのか
[12417.821] (S)氷崎光輝_こうき_: おおお
[12419.168] akiaki1109: おお！
[12419.354] (S)みすたぁ801: 楽しみやね
[12421.108] みぃねこ: おおおお
[12421.243] (S)ruuu_a: おお
[12422.000] hachiko0000: おおおおお
[12425.389] (S)るえん: gocchaKirakira
[12425.971] (S)あちゃでぃー: なにぃ！
[12428.971] みぃねこ: すごぉ！
[12430.174] (S)まりん_112: おお
[12433.516] (S)リイア: おおお
[12434.144] hachiko0000: 広い
[12471.546] (S)hidarime003: 水ウメー
[12476.639] (S)ruuu_a: wwwww
[12485.439] (S)ななみ0717: ww
[12491.888] (S)_ぴぴまる: ww
[12492.490] hachiko0000: 消防士になれるw
[12495.843] うちのまめ: www
[12501.993] (S)maicha1212: 何発ｗｗｗｗ
[12503.282] (S)リイア: この水圧で消えるかw
[12518.919] 晩翠: ちょろっ
[12523.788] akiaki1109: ぴろw
[12575.097] nyanchi1206: ネルさん3800言われてるw
[12581.296] (S)ゆう_黒: www
[12601.985] (S)ruuu_a: あwww
[12607.558] (S)リイア: まずいw
[12609.188] (S)まりん_112: gocchaWww
[12620.095] (S)yogore_jp: もんちゃんがかたがわりしたんじゃないっけｗ
[12651.448] (S)ゆう_黒: ズズwww
[12653.390] (S)ユーイング: ズズwww
[12653.418] (S)gogobra1: ズズｗ
[12655.697] (S)ピンクアイス: ｗｗ
[12655.797] (S)hidarime003: ズズ 
[12659.322] (S)ruuu_a: ズズwww
[12664.841] haruharu3260: ギャグ縛りw
[12665.767] (S)りびりび: RAD耐性大丈夫なんかな
[12670.066] (S)きくリン: ファームとギャンブル禁止www
[12670.296] (S)nouka5hima: ズズなんでそんな生きにくいの？ww
[12672.092] (S)こはるぅ: ギャグ屋さんオープン！ｗ
[12673.478] (S)maicha1212: ストグラみたいになっとるやんｗ言い方がｗ
[12674.446] renren122202: ストグラいくの？？
[12699.626] (S)こはるぅ: ワープあるやんｗ
[12737.771] (S)ななみ0717: なんかすごい話聴こえるw
[12792.690] (S)maicha1212: チル
[12796.521] (S)ユーイング: ズズ人気や
[12954.963] (S)maicha1212: ここで本当にサメ釣れるのか・・・
[13108.221] (S)pokorugon: 舟釣じゃないかな
[13114.891] (S)右打ち中: gocchaWakotu
[13118.227] (S)あさ_0017_: 宝箱10個でアップグレードだっけ？
[13120.298] hiiiin_n: スカルばっかり。
[13139.378] mangosteen_kotabe: 餌値低いからね
[13181.025] (S)pokorugon: 釣りスポットってまだあるのかなぁ
[13302.032] hachiko0000: gocchaGanbare
[13362.456] (S)あちゃでぃー: プロの釣り師 
[13490.472] (S)りびりび: 釣りってナーフ宣言昨日あったと思うけどナーフされても美味しいの？
[13530.795] (S)える2525: サメ！
[13533.014] (S)ruuu_a: お
[13611.140] hachiko0000: 海にゴミ捨てるのNGなんだw
[13652.697] (S)こはるぅ: これいまだに0スクラップ？ｗ
[13779.543] (S)あちゃでぃー: サメだ！
[13924.778] (S)__とうふ__: 水の音眠くなる(  ¯꒳¯ )ᐝ
[14049.256] (S)__とうふ__: ごっちゃん眠くなってない？
[14082.694] (S)ruuu_a: www
[14187.741] akiaki1109: w w
[14188.096] (S)ひちゃそ: ｗｗｗｗ
[14188.551] (S)__とうふ__: やっぱり 
[14189.538] (S)みゆ5252: www
[14192.853] hachiko0000: www
[14194.454] (S)氷崎光輝_こうき_: 眠たいか～
[14200.574] (S)みこ03: あららw
[14200.819] (S)みすたぁ801: 寝たっていい
[14201.397] (S)まりん_112: 釣り眠くなるよねw
[14223.127] (S)パチモーノ_ウェスカー: ねむねむw
[14224.094] (S)__とうふ__: 眠いかどうか視点の動かし方で何となく分かるw
[14270.219] (S)ruuu_a: お
[14271.590] hachiko0000: え
[14273.212] (S)氷崎光輝_こうき_: え
[14276.132] akiaki1109: お
[14279.698] ねまーーーす: つよ
[14283.754] (S)__とうふ__: んえ
[14291.338] (S)あさ_0017_: つよ
[14294.211] hachiko0000: こんなの出るんだ
[14297.966] (S)あさ_0017_: しかも牛
[14320.171] (S)ruuu_a: wwww
[14323.842] (S)__とうふ__: マヌ太郎やんww
[14328.527] hachiko0000: wwwww
[14331.756] (S)あさ_0017_: ズズにあげよwww
[14333.213] (S)るえん: www
[14411.941] (S)tennis5009: ストグラいったっていい
[14490.731] (S)みすたぁ801: 10連えぐ
[14551.041] akiaki1109: 1が１１回！？やば
[14558.745] (S)るえん: ええ
[14572.681] (S)mofumofu_uchiko: までぃ？？
[14573.095] (S)ruuu_a: えぐw
[14581.675] (S)リイア: えぐぅ
[14598.253] akiaki1109: １０ずっときてないw
[14600.128] (S)ひちゃそ: ええ
[14652.471] hachiko0000: え
[14654.956] (S)Caaarii_: おお
[14661.630] hachiko0000: 12連こわ
[14664.913] (S)みすたぁ801: ルーレットこわれちゃった
[14665.078] (S)まりん_112: おーw
[14678.615] (S)氷崎光輝_こうき_: いつ裏切られるか怖すぎw
[14692.215] (S)まりん_112: 1すごいw
[14704.397] akiaki1109: 今までにない流れだ
[14717.021] (S)ruuu_a: えwww
[14720.301] hachiko0000: もう流石にじゃ？？？
[14726.849] (S)ゆきぃにゃん: すごｗ
[14728.884] akiaki1109: 流石にそろそろw
[14729.742] (S)hidarime003: ヤバイ・・・・
[14734.172] (S)氷崎光輝_こうき_: すごいなーwww
[14736.530] (S)miwa_jesee: w
[14736.569] hachiko0000: これできたらえぐい
[14736.744] (S)リイア: えーぐw
[14739.301] (S)tanifuji23: 流石に
[14741.227] (S)まりん_112: えぐいねw
[14741.534] (S)うに073: w
[14748.281] (S)_ぴぴまる: www
[14748.544] (S)Caaarii_: 1段全部w
[14765.337] (S)まりん_112: いつ裏切りおにぎりくるかこわいw
[14765.994] hachiko0000: また1ならもうルーレット壊れてるまであるw
[14769.623] akiaki1109: こわー
[14770.014] (S)るえん: えっぐｗ
[14771.655] (S)ruuu_a: えwwww
[14774.839] (S)Caaarii_: gocchaWww
[14777.939] (S)ruuu_a: 壊れとるww
[14783.370] (S)まりん_112: やばww
[14783.959] (S)リイア: どーなってんだ
[14784.297] hachiko0000: バグってるw
[14786.393] (S)あさ_0017_: やばすぎるw
[14918.586] (S)pokorugon: 海賊して金稼ご
[14946.115] (S)__とうふ__: 寝たっていい
[14952.239] (S)どん3: 寝たっていい
[14956.815] (S)みすたぁ801: お疲れ様
[14957.600] (S)tennis5009: 寝たっていい
[14957.821] (S)まりん_112: 無理せずにだよ 
[14958.365] akiaki1109: お！？
[14958.599] (S)氷崎光輝_こうき_: おおおお
[14958.895] (S)かなち__93: 睡眠だいじ
[14959.010] (S)sayapon_00: お
[14959.161] (S)リイア: 無理しないで寝よう
[14959.700] (S)うらしーま: おお
[14960.421] (S)hidarime003: お!
[14960.625] (S)nemuiyoru: え！？
[14960.970] hachiko0000: ストグラ嬉しい！
[14961.456] (S)るえん: おお
[14962.260] (S)_凛_: おおお
[14962.732] (S)さくら_0121: おおお
[14962.921] (S)ゆきぃにゃん: おお
[14963.595] (S)真っ赤なとまと: わーい！
[14963.803] (S)tennis5009: きたぁぁぁえ
[14964.009] YAMAZAERU: お
[14964.232] (S)ぷつん: 無理せずにね
[14964.560] (S)たくま12345: おおお
[14965.097] (S)まちぬん: お！
[14965.630] (S)meiko_1327: おお
[14966.114] (S)sayapon_00: gocchaKirakira
[14966.852] ゆーきり: お
[14966.971] (S)たおちゃ: おー！
[14967.851] (S)ずんずん322: gocchaLove
[14967.956] (S)野苺: おおお！
[14968.079] さんっ: お！？！！！
[14968.134] (S)リイア: おおお
[14968.505] (S)tennis5009: やったーーー
[14968.584] (S)まりん_112: お
[14968.805] (S)こばっちゃん: おおお
[14969.406] (S)ゆるう: おお 
[14969.752] (S)うに073: おー！
[14969.935] (S)かりん_86: 了解です！
[14970.168] (S)ゆきち178: gocchaLove
[14971.327] akiaki1109: 久々みんなに会える！？
[14972.220] (S)リイア: アリ
[14972.355] (S)ちゅーる19801128: おおー！！！
[14973.969] (S)_凛_: gocchaLove
[14974.117] (S)ぱんぱん8080: gocchaKirakira
[14975.239] (S)さくら_0121: gocchaKirakira
[14977.353] (S)きくリン: ありではある
[14977.459] n_nxo_n: おおお！きちゃ！
[14979.353] (S)てぃらち: gocchaLove
[14980.274] hachiko0000: gocchaLove
[14980.357] akiaki1109: gocchaLove
[14980.636] (S)みこ03: gocchaLove
[14985.870] (S)ちゅーる19801128: gocchaLove
[14987.173] (S)makaron0807: gocchaLove
[14988.723] (S)hidarime003: gocchaLove
[14989.257] (S)るえん: gocchaLove
[14990.462] (S)tamagon216: gocchaLove
[14991.231] (S)たおちゃ: gocchaLove
[14992.572] (S)nemuiyoru: ちょいちょい顔出すの伏線回収
[14992.820] (S)あさ_0017_: ちょっと言いにくいか？w
[14992.937] (S)おやつはほねっこ: おつかれさまでしたー！
[14995.989] (S)こばっちゃん: gocchaLove
[14997.241] (S)かなち__93: おつかれ様でした〜
[15002.904] (S)たおちゃ: お疲れ様〜！
[15004.131] (S)kiara3_55: お疲れ様でした～
[15004.334] hachiko0000: お疲れ様ですー
[15004.520] (S)たくま12345: みんなー！！
[15004.735] tm_171717: お疲れ様でしたー！
[15005.298] (S)氷崎光輝_こうき_: お疲れ様でした
[15005.776] (S)ゆゆぴぴあいす: お疲れ様でした！
[15007.335] (S)hirata923: お、いくか！
[15008.485] (S)まりん_112: お疲れ様 
[15008.715] (S)まちぬん: お疲れ様です
[15008.723] (S)kohalu_: お疲れ様でした
[15008.920] (S)リイア: お疲れ様ー！
[15009.146] (S)___み___: お
[15009.241] hachiko0000: やったー！
[15009.436] (S)pokorugon: お疲れ様〜
[15009.741] (S)ちぇりぴー: お疲れ様でした！
[15010.124] (S)123qwweeerrrtttyyy: gocchaLove
[15010.292] tetu330: みんなきっと待ちかねてるね。
[15010.300] (S)ない_: お疲れ様でした
[15010.362] (S)かもめも: ！！
[15010.761] (S)そるく: gocchaLove
[15011.842] (S)w_andon_w: gocchaLove
[15012.556] (S)_凛_: わーい！
[15012.740] さんっ: ぼしゅー！！！！
[15012.865] (S)tamagon216: お疲れ様でした！
[15013.133] (S)ろびろび8881: gocchaKirakira
[15013.290] akiaki1109: 久々だ〜 
[15013.314] (S)ゆるう: おつかれさまでしたー！
[15013.444] (S)nouka5hima: お疲れさまです
[15013.580] (S)hirata923: ストグラへ
[15013.923] (S)bu___bu: お疲れ様ー！低気圧やだね〜
[15013.928] tm_171717: はーい
[15014.327] n_nxo_n: はーい！
[15014.893] (S)るえん: はーい！
[15015.420] (S)しろくも3: お疲れ様でした
[15015.827] (S)___み___: はーい
[15016.036] (S)すーさん1111: お疲れ様でした。
[15016.102] (S)ずんずん322: お疲れ様でした 
[15016.134] (S)ちぇりぴー: gocchaLove
[15016.329] (S)いとあ: ストグラいくー？
[15016.387] akiaki1109: はーい！
[15016.390] (S)ななみ0717: gocchaLove
[15017.327] (S)ゆきぃにゃん: はーい！
[15017.439] (S)のーれい: はーい
[15017.445] (S)どん3: はーい
[15017.590] vanquire_: おおおお
[15017.672] (S)かなち__93: はーい
[15017.942] (S)ruuu_a: おけー
[15018.581] (S)huusuke3: 楽し
[15018.631] (S)kiara3_55: gocchaLove
[15018.826] (S)ゆるう: やったー 
[15019.040] (S)うらしーま: はーい
[15019.276] (S)蒼依_はるの: おつかれさまでしたーｗ
[15019.293] (S)まりん_112: はーい
[15019.894] (S)けいこ0630: おお 
[15019.964] (S)738yukapin: お疲れさまでしたー！
[15020.324] (S)hidarime003: はぃ
[15020.510] (S)はづきちゃん: わーーーい 
[15020.605] (S)seki_unn: ぼす！
[15020.618] (S)hofura05: gocchaGanbare
[15020.754] ゆーきり: はーい
[15020.850] (S)おやつはほねっこ: はーい 
[15021.046] (S)meiko_1327: はーい
[15021.056] (S)いとあ: gocchaGanbare
[15022.308] (S)ひぃ: おつかれさまでした！
[15022.682] (S)さくら_0121: ゴンヘイスト 
[15022.891] hachiko0000: はーい
[15023.011] (S)うに073: はーい
[15023.243] (S)wonder131415: いえーい
[15024.720] (S)みこ03: はーい
[15025.010] (S)kiara3_55: はーい
[15025.888] YAMAZAERU: はーい
[15026.054] (S)雄が如く: はーい
[15026.201] (S)wonder131415: gocchaLove
[15027.362] (S)ななみ0717: はーい
[15027.578] (S)けいこ0630: お疲れ様でした！
[15028.792] (S)yuzimorioka: 低気圧の悪夢〜
[15030.578] (S)nekonigt: お疲れ様でした♪
[15031.481] (S)あさ_0017_: gocchaLove
[15031.789] (S)ini6hpq6b51kjpq: やったー
[15032.920] (S)まりん_112: とりおつー
[15034.014] (S)きくリン: うおおおおお
[15034.617] (S)ookurayuki: はーい
[15034.922] (S)蒼依_はるの: ( ´ ▽ ` )ﾉﾊｰｲ
[15038.495] (S)みこ03: お疲れ様でした
[15040.005] (S)__とうふ__: とりおつ
[15046.759] tetu330: これ誰が書いたの？めちゃくちゃカッコイイ(*´>ω<`*)
