[10.418] rioniku1515: うおおおおおおお
[1413.922] t0zo_: ダイヤ耐久配信はここですか？
[1414.236] shilva_0: radaoHi
[1414.515] (S)yugappu_1031: pad環境すぎるなぁ…
[1414.943] あゆもちきよ: うーーーっすw
[1415.116] ~MISSING_COMMENTER_INFO~: お
[1415.146] クロイア: wwww
[1415.276] dokukinoco: お
[1415.416] (S)にわすずめ: お
[1415.542] dafukani_z: wwww
[1415.840] mo_coa: お
[1416.187] カナバ: 集中してけ〜
[1416.290] nyankichi_773: いったんね
[1416.528] asuparaginn: 一旦ね
[1417.492] (S)96猫3: お
[1417.539] ワタメル0324: お
[1417.818] miamio121: お
[1417.875] ペネロペ: お
[1418.465] 胡桃柚子: お
[1418.719] くろざき: o
[1418.969] まだら25: お
[1419.024] shi__409: お
[1419.372] (S)ログリア: お
[1419.679] tukky1208: お
[1420.155] Rino_238: お
[1420.281] sayorin25256: お
[1420.548] nyankichi_773: お
[1420.757] くろざき: お
[1420.829] miyamiya138: お
[1420.991] えむたろうさん: お
[1421.275] ruchi_13: レイードジブ！
[1421.732] qprz_: お
[1421.850] siguma0852: お
[1421.886] mayuffy: お
[1422.216] (S)壱代目: お
[1422.578] むろ_: お
[1423.499] 榊原紅葉: ダメなとこ見せるのうまいね
[1423.650] 白の六号: お
[1423.786] waon_point: ぽまえもんなんかだす？
[1424.836] (S)ちるぱん: わこらだ
[1425.214] ｳﾙ: お
[1428.142] cuekeeey: 他チームにシア多かったらいないとキツイかもね
[1428.400] (S)AoironoMalco: ならぽまえもレヴナントやれ
[1429.353] (S)koharapi: お
[1430.554] dokukinoco: おまえ頑なにオクタン？
[1430.780] a__airaa: わこらだ！
[1431.789] おっくん__: お
[1434.833] (S)momo_kou31: ぽまえいつまでオクタン
[1434.953] ゆきとよ: あ
[1435.128] mo_coa: あ
[1436.054] ruchi_13: はい
[1436.264] crowsuke96: あ
[1436.434] あらんえむかーびぃ: ｗｗｗｗｗｗｗｗｗ
[1436.551] miamio121: あ
[1436.720] tukky1208: いいわけないやろ
[1436.793] (S)raderkirai: オクタンはマジでない
[1437.118] 猫又01: wwwwwwwww
[1437.339] (S)にわすずめ: はい…
[1437.492] (S)izayoi_77: え？
[1437.553] ~MISSING_COMMENTER_INFO~: あ
[1437.585] Ichigo_Strawberry15: wwwwwwwww
[1437.689] himikokichi_06: あ
[1437.746] (S)sora_mameee: はい
[1437.781] ペネロペ: あ
[1437.801] まだら25: あ
[1437.924] (S)惰性さん: www
[1438.164] んさく: wwww
[1438.173] rei_00122: radaoHi
[1438.183] (S)ウツル: ｗｗｗｗｗ
[1438.617] aki_mokomoko0209: wwwwww
[1438.976] (S)ｻｧｻ: あ
[1439.229] ぎゃうすけ: お
[1439.520] (S)kuugay0905: あ
[1439.585] ayunosioyaki0223: www
[1439.736] mizusakura0326: あ
[1439.773] (S)AoironoMalco: オクタンは論外
[1439.820] ワタメル0324: はい…
[1439.847] (S)evolblackhole555: あ
[1439.863] 鯉々: 昨日のおまえはどこいった？
[1439.953] miamio121: wwwww
[1440.088] (S)rikurou56: あ
[1440.094] koba_yossy: はい
[1440.150] fumi_8734: wwwww
[1440.164] (S)96猫3: あ
[1440.224] かずはっと: 論外wwww
[1440.355] (S)raderkirai: 当たり前だろ
[1440.469] sarusaru3636_z: あ
[1440.559] 0501nao: wwwwwww
[1440.680] (S)もねねん: www
[1440.705] aruto_33: wwwwwww
[1440.778] (S)わらびもち_11: wwwwww
[1440.795] (S)nonchan428: radaoHi
[1440.918] kagura_kiba: はい
[1440.927] 縮緬雑魚: 論外です
[1440.945] syachoo_: wwwwwww
[1441.020] Turtle2465: あ
[1441.078] remiiiii_28: wwww
[1441.841] (S)izayoi_77: まずい
[1442.097] nyankichi_773: あ
[1442.107] omomo67: あ
[1442.109] ｳﾙ: あ
[1442.115] nobume0v0: wwwww
[1442.173] れもんちぃ0: wwwwwwwwww
[1442.282] アストモ: あ
[1442.399] 榊原紅葉: wwwwww
[1442.523] mary611: それはそう
[1442.536] dally_no: はい
[1442.736] (S)たくみん_1: w
[1442.926] toyu315: wwwwwwwww
[1443.345] こんにゃ: あ
[1443.375] tugussiy: そらそう
[1443.709] ibu1112: 論外www
[1443.842] (S)ロキト: wwwwwww
[1444.027] mikannn_0117: wwww
[1444.488] しゃろっく: はい
[1444.580] 西野ゆっけ: 悲しみ
[1444.751] (S)mrgrtpsr: wwwwwwwwwwwwwwwwwwwwwwww
[1444.999] Gomichandovuti: オクタンはない
[1445.091] poteti02: radaoHusei
[1445.220] kotatsu_san: あ
[1445.607] Ichigo_Strawberry15: radaoOctane
[1445.756] (S)めんだこ3: wwwww
[1445.771] md_spr: はい
[1446.041] charlotte0ra: wwwwww
[1446.052] melonmelo_: wwww
[1446.191] (S)big___melon: はいはいはい
[1446.705] クロイア: あ
[1446.868] (S)nibosichan_0403: www
[1446.985] miyamiya138: wwww
[1447.118] アキレゐト: radaoOctane
[1447.147] kawasemi2525: あ
[1447.479] かりんとお: 論外か
[1447.921] muu_select: ばんがやろ
[1448.532] えりさ_: wwwwwwwwwwww
[1449.341] こんにゃ: wwwwww
[1450.057] toyu315: あ
[1450.555] tukky1208: 大会に使うなって話な
[1450.919] (S)~MISSING_COMMENTER_INFO~: wwww
[1450.946] (S)raderkirai: オクタンとか戦犯確定だろ
[1451.607] toremoro_san: wwwwww
[1453.042] kainn_1114: wwww
[1453.530] Hamutyaro_126: バンガは？
[1455.286] えりさ_: そうね
[1455.428] negi1203: レヴ
[1455.683] (S)kotoa1108: わこらだ 
[1455.934] mayuffy: wwwww
[1456.477] ゆみけん: お
[1456.570] buruburu6425: 自己中って…コト？
[1456.612] おっくん__: 一応ね
[1457.310] (S)ゆずシフォン: わこらだ 
[1458.159] (S)おしりピーナッツ: radaoOctane
[1458.917] tsucchi39: ヴァルやろ
[1459.157] (S)ずっきーーーーに: radaoOctane
[1459.356] taauking: こんばんわ〜
[1459.973] toyu315: そうね
[1460.234] terosi08: ゾンは？
[1460.874] coconut_sheep_: radaoPikon
[1462.643] nyankichi_773: お？
[1462.928] boku_toya: radaoKun
[1462.994] ゆみけん: いいね
[1463.482] (S)AoironoMalco: オクタンとかソロ
[1464.615] ruchi_13: ホライゾン？
[1466.216] cuekeeey: ヴァルのお祈りジャンプくる？
[1467.985] (S)sintara12: radaoOctane
[1468.247] (S)かんべ_: わこらだ
[1469.157] dokukinoco: うーん
[1472.597] えりさ_: ふむ
[1473.152] (S)big___melon: radaoOctane
[1473.876] kyo_gyu: ヴァルいないチームもALGSでいるよね
[1475.589] mai161116katatumuri: え？
[1476.125] taitainini: ん
[1476.130] ayunosioyaki0223: ほう
[1476.765] cuekeeey: 車使いな
[1477.352] sakure88: ヴァルならありぴでよい？
[1477.810] evacoler: radaoOctane
[1479.253] めるめ: もぐもぐ
[1479.415] nyankichi_773: ふーむ？
[1479.906] はいほーー: わこらだ
[1480.700] ibu1112: ん？
[1480.809] nobume0v0: 先入り？
[1480.986] Gomichandovuti: ガチファイト構成もあり
[1481.441] 伊丙カオル: わこらだ
[1482.033] oli_liriri: ガッツリ後入りに寄せる作戦
[1482.589] しゃろっく: ヴァルやらないのねwww
[1482.806] kro_cat: らっだぁ微妙すぎやなw
[1483.972] (S)ウツル: もぐもぐ
[1484.104] mary611: もぐもぐ
[1484.630] (S)AoironoMalco: レヴナント
[1484.681] jmpta: ヴァル
[1485.358] (S)さらららみ: わこらだ
[1485.617] (S)~MISSING_COMMENTER_INFO~: みんな中入ってくから外ガラガラだもんね
[1485.642] すずすず: ヴァルならありさんの方が良さそう
[1486.620] dally_no: 移動、索敵はいたほうがええよな
[1487.417] waterdragon131: コス？
[1487.764] (S)you_28: レイードもぐもぐ？
[1487.946] (S)れむら: radaoOctane
[1488.579] syachoo_: めっちゃもぐもぐしとる
[1488.823] sarusaru3636_z: オクタンなんだwww
[1488.864] kannnazuk1: ノソノソチームかぁ
[1489.366] covalt_blue: ランドマーク次第なとこない？
[1489.556] ｱｵｲﾊﾙ: もぐもぐ
[1490.055] takuann9500: もぐれいど
[1490.101] nekodama2155: マップどうなん？
[1491.541] sharku_choki: もぐもぐ
[1492.319] 和泉ぴけ: ぶっちゃけスクリム待ちよな
[1493.801] 11ket: 何食べてるんだろ
[1494.070] tiger_bay: なんならゾン
[1494.206] えりさ_: あー
[1495.063] iwassy_gg: クリプト？
[1496.456] crowsuke96: あー
[1496.688] ayunosioyaki0223: あー
[1496.741] なつおよ: もぐもぐ
[1497.183] tukky1208: たしかに
[1497.413] えりさ_: たしかになー
[1498.028] (S)AoironoMalco: 今回マップによる
[1498.380] taitainini: んん
[1498.393] simesaba0521: やっぱ上手いなぁ
[1499.279] が_じゅ: レヴナントいこう
[1499.528] (S)にわすずめ: あー
[1500.341] mary611: あー
[1500.623] mafururudo: らだおしあするか
[1500.668] (S)96猫3: ねー
[1500.922] cuekeeey: シア多いと思うぞぉ～
[1501.028] まだら25: あー
[1501.630] (S)sora_mameee: あーね
[1501.844] みかん_まる: アッシュ？
[1502.179] kuroe_0425: シアクリプトヴァンガはあり
[1502.419] そふぃ3: radaoHi
[1503.536] haruokkkkkkkkkkkun: ジブキル数多い！！
[1503.859] mizusakura0326: あー
[1504.266] (S)96猫3: あー
[1507.662] 猫又01: www
[1508.210] tukky1208: 知ってる
[1508.475] るきち: そうなのかー
[1508.609] sunomono8: wwwwwwww
[1509.142] mizusakura0326: wwwwwwww
[1509.257] えりさ_: wwwwwwwww
[1509.294] mo_coa: もぐもぐwww
[1509.453] ~MISSING_COMMENTER_INFO~: ｗｗｗ
[1509.464] (S)kuugay0905: wwwwwwwwww
[1509.568] めがねおおかみー: レヴか…
[1509.957] ayunosioyaki0223: wwwwwwwww
[1511.485] dokukinoco: 1番CRカップを見てきた男の言葉はちげーな
[1511.703] kohaku0730: radaoKun
[1511.733] nobume0v0: www
[1512.436] (S)みやんちゅ: わこらだ
[1512.597] (S)96猫3: もぐもく
[1512.662] dally_no: wwwwwww
[1512.670] aruto_33: wwwwww
[1513.373] れもんちぃ0: wwwwwwwww
[1513.450] miyamiya138: wwww
[1513.609] (S)ゆずシフォン: wwWw
[1513.932] 榊原紅葉: シアに対するメタって無いの
[1514.007] tamagorouru: もごもご
[1514.094] (S)mrgrtpsr: wwwwwwwwww
[1514.686] show_918: wwwwwwwwww
[1514.827] kohaku0730: radaoKun
[1514.986] nyankichi_773: wwwwwwwww
[1515.113] na_tuno: もぐもぐ
[1515.500] tk1155: もぐもぐ
[1515.961] (S)96猫3: wwwww
[1516.289] poteti02: もぐもぐ
[1516.588] kohaku0730: radaoHi
[1516.845] ra1two: ガスジブヴァルが丸いけど
[1517.554] mo_coa: え？
[1517.565] ibu1112: シュークリームw
[1517.661] あらんえむかーびぃ: ｗｗｗｗｗｗｗｗｗｗｗｗ
[1517.863] おっくん__: めっちゃ頬張ってるやん
[1518.084] kohaku0730: radaoKun
[1518.554] (S)にわすずめ: wwwwwwwwwwww
[1518.949] (S)sora_mameee: ｗｗｗｗｗｗｗ
[1519.388] ciel_2628: おいしそ
[1519.413] Rino_238: wwww
[1519.426] ナラ抹茶: wwwwwwwwww
[1519.446] かえで_じーじー: BBじゃない！？
[1519.827] fumi_8734: wwwww
[1519.869] shilva_0: wwww
[1519.894] remiiiii_28: wwwwwwwwww
[1519.983] ruchi_13: wwwwwwwwwwww
[1520.009] おじょーー: wwww
[1520.074] えりさ_: え
[1520.079] おっくん__: ｗｗｗｗｗｗ
[1520.218] つよいこ: おいしそう
[1520.239] mero_cocoa: ！？
[1520.409] クロイア: wwww
[1520.445] (S)panno_mimi: www
[1520.477] oli_liriri: え？
[1520.659] ゆみけん: wwwwww
[1520.894] んさく: wwwwwww
[1521.120] とりちゃーん: もぐもぐwww
[1521.179] crowsuke96: できないんかいｗ
[1521.237] ayunosioyaki0223: え？wwww
[1521.346] まだら25: wwwwww
[1521.400] (S)kuugay0905: wwwwwwwwwww
[1521.931] (S)izayoi_77: え？ｗ
[1522.006] mizusakura0326: wwwwwwwwww
[1522.167] universal_studio_alice: ベースブレッド？
[1522.369] (S)koharapi: wwwwwww
[1522.406] takuann9500: wwwww
[1522.909] koba_yossy: できるよのテンションやんｗ
[1523.200] れもんちぃ0: wwwwwwwwwwww
[1523.369] 白の六号: www
[1523.457] えりさ_: wwwwwwwww
[1523.512] なつおよ: wwwwwwwwwww
[1523.714] なぷスタ: www
[1523.772] nobume0v0: wwwww
[1523.951] kohaku0730: ww
[1523.966] komitanara: またBB食べてるのか思ったわ
[1524.199] sarusaru3636_z: www！？
[1524.233] nekodama2155: wwwwwww
[1524.526] tk1155: www
[1524.765] kagura_kiba: www
[1524.850] (S)evolblackhole555: wwwwww
[1525.007] しゃろっく: wwwwwwwwww
[1525.119] (S)mrgrtpsr: wwwwwwwwwwww
[1525.240] aruto_33: wwwwwwwwww
[1525.371] haru_anura: wwwwwwwww
[1525.455] kosei000: wwwwwww
[1525.569] tiger_bay: じゃあヴァルキリー一択で良いくねｗ
[1525.663] oreo_oic101: wwwwww
[1525.751] aoringo252: ｗｗｗｗ
[1525.953] 猫又01: wwwwwwwww
[1527.425] (S)猫の髭: wwwwwwww
[1527.539] つよいこ: w
[1527.619] purima: えw
[1527.661] アストモ: できないんかいww
[1527.686] そふぃ3: wwwwwwwwww
[1527.728] ibu1112: 出来ないんかよ
[1527.857] まだら25: え！？wwwww
[1527.904] toremoro_san: wwwwwwwww
[1528.397] o_neo: 食い気味w
[1528.660] sobayu120: radaoHi
[1528.694] 社畜丸: 味のないパン食べろ
[1528.737] emitsin: できないのｗ
[1528.973] うたさゐ: ベースブレットじゃなかったんだ…
[1529.015] gaiantufan: wwwwww
[1529.416] melonmelo_: www
[1529.653] yanatama: w
[1529.839] mo_coa: 自信満々www
[1530.234] (S)にわすずめ: 出来ないのかよwwwwww
[1530.500] チョコ次郎: シアにはシアしか
[1531.038] (S)frisk_39: わこらだ 
[1531.297] toubun__: できんのかいwww
[1532.178] えりさ_: ありぴそーゆーとこあるwww
[1532.567] (S)ベニマル: wwwwwwwww
[1532.651] cuekeeey: ピックする勇気が大事ｗｗｗｗ
[1533.197] kohaku0730: 사랑해요ꔛ♡
[1533.728] yanatama: www
[1533.996] nekodama2155: 出来るテンションやんw
[1534.348] 678_PYPIR: できないのかよww
[1534.463] ゆみけん: はやかったねぇ
[1535.100] kuraha_0107: 堂々とwww
[1535.854] mo_coa: あれ？
[1537.209] つよいこ: 堂々とできないよwwww
[1538.274] (S)sintara12: wwwwwwwwwwwwwwww
[1539.756] あゆもちきよ: wwwwwww
[1540.780] ruchi_13: 心音？
[1543.054] ｳﾙ: wwwwwwww
[1544.757] waon_point: ぽまえシアやってたやんな？
[1546.801] nyankichi_773: wwwwwww
[1550.312] nyarumaru222: ありさかバルのらだシアの方がいいだろw
[1551.741] yo_ko_t: わこらだ 
[1551.859] tktktkppi: 敵の能力を知ることが大事、知らないキャラを使うのは大事
[1554.765] ryo_ngz: クフフ
[1556.340] そおお: くふふ
[1556.620] (S)umekkko: わこらだ！
[1557.419] マルゲリータ: 今北わこらだ
[1558.308] (S)AoironoMalco: ブラハの上位互換
[1558.568] yanatama: まぁ濁してもしょーもないしね？
[1563.284] maqurari: 今来たわこらだ 
[1569.596] (S)ウツル: お
[1570.218] yuzu0110: radaoHi
[1570.561] (S)にょまれ: ラダラルタル出陣しないか？
[1573.611] cuekeeey: 安置外で肉巻いてる敵にＱ当てたら気持ちええど
[1573.735] (S)dhisan_ino: ぽまえがやれ
[1576.829] ruchi_13: ばお
[1577.082] (S)にわすずめ: ヴぁーお
[1577.764] めるまろん: 今北わこらだ 
[1578.520] ayunosioyaki0223: ヴァオ
[1578.553] crowsuke96: ヴァーオ
[1579.710] 計算式: バーオ
[1579.928] マルゲリータ: ばーお
[1583.142] tukky1208: ヴァーオ
[1583.371] tk1155: ヴァーお
[1584.565] yanatama: ヴァオ
[1585.527] 犬ﾚ: radaoHi
[1585.723] taitainini: ばー－お
[1587.944] negi1203: ヴァーロ
[1588.779] めるまろん: ヴァーお
[1594.511] waon_point: ぽまえ
[1596.436] chipien_05: らだやってみよ
[1600.199] kro_cat: 全部人任せやから
[1601.278] ris_66: できます
[1605.535] kohaku0730: 他力本願寺
[1606.726] nobume0v0: 昨日のIGL良かったからやってみよ
[1608.111] venawy: インゲームリーダー
[1608.310] (S)タチうお: らっだぁか
[1609.472] mo_coa: お
[1609.483] coconut_sheep_: hinanoPiza
[1610.318] おっくん__: ｗｗｗ
[1610.628] ネコミミカラス: ショットガンアモ…
[1611.340] あらんえむかーびぃ: ｗｗｗｗ
[1611.541] (S)sora_mameee: ｗｗｗｗｗｗｗ
[1611.918] ~MISSING_COMMENTER_INFO~: ｗｗｗ
[1612.087] ayunosioyaki0223: wwwwww
[1612.195] dokukinoco: おいw
[1612.658] (S)にわすずめ: wwwwww
[1612.776] もげだ: 毎回ショットガンの球拾わないのおもろい
[1614.939] (S)猫の髭: おい
[1614.968] mizusakura0326: wwwwwww
[1615.019] kawaharaya: wwwwww
[1615.191] omomo67: wwwww
[1615.212] (S)inuyo: おいww
[1615.949] charlotte0ra: wwwwww
[1616.436] naturalboy115: ヴァルするなら、ありさんのがよさそうじゃね？
[1616.732] (S)ログリア: wwww
[1616.738] れもんちぃ0: wwwwwww
[1616.895] 胡桃柚子: www
[1617.085] maqurari: www
[1617.283] sakure88: あいじーえるれいーど
[1617.567] (S)壱代目: www
[1617.872] そふぃ3: wwwwwwwwwwwwwww
[1618.098] マルゲリータ: wwww
[1618.276] haru_anura: wwwwww
[1618.882] waon_point: ちなみにシアはIGLしやすい
[1618.915] ruchi_13: wwwwwwwwwwww
[1619.361] evacoler: ｗｗｗｗ
[1619.666] (S)96猫3: wwwww
[1619.911] つよいこ: wwww
[1620.842] (S)siro_choco11: 今北 
[1621.661] nyankichi_773: wwwwwwwww
[1622.046] ばんぶー1573: おいこらｗｗ
[1622.191] tk1155: www
[1622.197] 俺だよおれ: ジブなし！？
[1622.687] (S)hanamaru_chan323: radaoHi
[1624.926] mikofu55: まぁレイドレイス強いもんな
[1625.473] tktktkppi: フィジカルで通用する相手じゃないしねぇ
[1625.810] (S)~MISSING_COMMENTER_INFO~: らだのサブIGLよかったぞ
[1625.944] (S)hanamaru_chan323: わこらだ
[1626.079] cuekeeey: 結局ありさんがこっちいこって言う気がする
[1629.308] penaltykiss194: 消去法とか新しいなｗ
[1630.953] つよいこ: ジブなしきつそ〜
[1631.110] そふぃ3: 消去法www
[1631.966] (S)zeeebtg: 昨日練習してたじゃんww
[1633.298] yokoniki: ジブなしは怖いなぁ
[1633.326] 和泉ぴけ: 1人1回回してかん？
[1635.613] えりさ_: うん
[1638.688] ruchi_13: ん？
[1639.260] (S)you_28: シアはIGL向きよ
[1639.734] おっくん__: つよ
[1639.780] mo_coa: おお？
[1640.290] haruokkkkkkkkkkkun: ジブなしきつい
[1641.468] えりさ_: wwwwwwwwwwww
[1642.309] (S)惰性さん: nn?
[1642.391] tukky1208: 飛車角www
[1642.786] mo_coa: wwwwww
[1643.445] めるめ: でっか
[1643.601] mary611: お
[1643.682] koba_yossy: ｗｗ
[1643.685] ~MISSING_COMMENTER_INFO~: ｗｗｗ
[1643.862] あらんえむかーびぃ: ｗｗｗｗｗｗｗｗｗ
[1643.971] omoti1208: wwwwwwwww
[1644.301] 7no__n: 今北わこらだ
[1644.304] (S)96猫3: おお？
[1644.460] 猫又01: www
[1644.664] (S)わらびもち_11: wwwwww
[1645.055] drem_chan: ？
[1645.329] pirokasugg: wwwww
[1645.536] マルゲリータ: おっと？
[1645.961] Ichigo_Strawberry15: www
[1646.068] white6530: w
[1646.070] そふぃ3: え？？？？
[1646.106] Gomichandovuti: ん？
[1646.202] (S)猫の髭: wwww
[1646.283] aoringo252: ｗｗｗｗｗｗ
[1646.299] (S)sora_mameee: ｗｗｗｗｗｗｗ
[1646.313] (S)にわすずめ: 桂馬wwwwwwwwwwww
[1646.658] ayunosioyaki0223: wwwwwwwwwwww
[1647.026] (S)惰性さん: ｗｗｗ
[1647.180] Rino_238: www
[1647.415] (S)ベニマル: wwwwwwwww
[1647.671] kawaharaya: wwwwww
[1647.873] ~MISSING_COMMENTER_INFO~: ほんとにそうｗ
