[2.324] (S)なん69: なん69 subscribed with Prime. They've subscribed for 10 months, currently on a 10 month streak! 
[7.232] (S)上ゆい: こんちわ
[1575.039] (S)いのりょ: わこらだ、この時間めずらし
[1576.842] (S)お手軽炊飯器: おえ1/
[1582.489] 神崎立夏: はぇー
[1582.526] (S)レだん: おお
[1587.497] (S)お手軽炊飯器: こええ
[1590.260] (S)who_tawn: がんばれ〜
[1592.749] on_mame: わこらだ
[1596.376] (S)sjindoa: お
[1597.388] ayunosioyaki0223: え
[1597.583] uziro0836: ！？
[1598.809] (S)ナラ抹茶: え
[1599.263] family857: あー
[1599.519] rioapr03: え
[1599.707] sunomono8: え
[1599.740] ゆきとよ: え
[1599.745] (S)fuu_maru: え
[1600.192] なるか3: え
[1600.387] (S)evolblackhole555: え
[1600.632] r1n_t: え
[1600.639] venusguider: ｃ
[1600.655] (S)tempest0709: え？？
[1601.510] きまぐれ_: え
[1601.747] (S)moris1013: え
[1601.753] うぃらすと: え？
[1601.982] 哀れな人の子: べっぱ？
[1602.643] tubugu: え
[1602.902] (S)sjindoa: え
[1603.109] ruu_ha: え
[1603.651] みおん3078: え
[1603.711] panndaman1: え
[1604.161] (S)ちゃこも_02: え〜
[1604.584] remiiiii_28: え
[1604.770] 涼です: 別
[1605.265] もぐつむり: え
[1605.795] (S)aina___10812: え？
[1605.828] や5: え
[1607.633] family857: おかc
[1608.229] (S)お手軽炊飯器: radaoMasuo
[1608.976] (S)Ichigo_Strawberry15: え？
[1609.458] うぃらすと: あ
[1609.554] rioapr03: あらー
[1609.681] hamatarobanana: やば
[1609.943] (S)moris1013: Cのもの！？
[1610.098] (S)who_tawn: 別かあ
[1610.151] くろざき: え
[1610.361] あるみ屋: え
[1610.504] ラムネ味: え？
[1610.600] (S)もえもん: え
[1610.823] Yukimaru__31: え
[1613.015] ちょーみん: ん？
[1613.050] 神崎立夏: 別かぁ
[1613.070] nobume0v0: え？
[1616.205] (S)aina___10812: 別か
[1616.721] なるか3: 別か
[1618.603] そー司郎: え？
[1619.891] 17_ru: nf
[1620.040] (S)moris1013: 別か
[1620.262] きまぐれ_: まじかぁ
[1620.321] (S)himikokichi_06: タイミング悪かったな
[1621.975] ニコ丸0429: あらまぁ
[1623.200] ayunosioyaki0223: しゃーないやつや
[1623.239] (S)Ichigo_Strawberry15: 別パか
[1623.445] うぃらすと: びっくりしたは
[1625.475] (S)tempest0709: しゃーねぇな
[1626.119] トマト狩り: おｃ
[1627.254] (S)Ichigo_Strawberry15: びびったw
[1627.328] rioapr03: ；；
[1628.619] (S)grapejuzz: radaoCry2
[1629.860] (S)はなぁ: 別か〜おc
[1629.999] shi_n_tou: 難しいねえ
[1632.227] nonomini_h: BibleThump
[1632.628] nobume0v0: 別はしゃーない
[1632.895] あるみ屋: ビビるw
[1635.609] 神崎立夏: 床が手招いてる
[1636.569] (S)みそギン: radaoCry2
[1637.164] なるか3: radaoCry2
[1637.819] (S)もえもん: radaoCry2
[1637.926] ruchi_13: どんまい
[1639.018] (S)moris1013: ゴリゴリ削られるw
[1639.179] you_28: チーターかと思ったわ
[1641.295] maguro_tunakann: しゃーなし
[1643.275] masaba014147: ；；
[1643.698] (S)evolblackhole555: radaoCry2
[1645.751] すいぺりあ: radaoCry2
[1646.131] mikan_san: 5時までに終わるか…？
[1646.371] (S)いのりょ: 別パはしゃーない
[1646.808] venusguider: 床からが始まり
[1649.027] yoshi__126: ぺろる？
[1654.728] (S)えりさ_: radaoCry2
[1656.163] (S)who_tawn: 普通に漁夫にきたのかな
[1658.061] (S)はなぁ: radaoCry2
[1659.433] ruchi_13: radaoCry2
[1661.115] 3点リーダ: radaoCry2
[1666.090] (S)jima922: こっからってこと？
[1666.520] (S)レだん: radaoCry2
[1669.033] (S)nonaru4637: radaoCry2
[1676.808] ニコ丸0429: radaoToire
[1682.693] (M)Nightbot: サブスクdiscordの入り方はこちら→https://twitter.com/rader2525/status/1167079316754067456
[1682.938] (S)いのりょ: radaoCry2
[1683.098] panndaman1: radaoCry2
[1688.097] すいぺりあ: radaoToire
[1688.220] Paste1: radaoCry2
[1688.908] (S)きなこもち46: radaoCry2
[1691.571] mitakeshan: radaoCry2
[1693.057] ニコ丸0429: しのめ
[1695.302] ayunosioyaki0223: radaoOld
[1696.186] (S)Mikage0610: radaoBen
[1696.933] (S)sjindoa: radaoCry2
[1698.078] (S)RBlue_Lyco: radaoCry2
[1698.318] チュチュンバー: radaoOld
[1700.623] (S)ここねり: radaoOld
[1700.854] suzuyayaya: おじい、、
[1701.566] かまどのおこげ: radaoOld
[1701.688] すいぺりあ: しのめ
[1701.864] (S)Ichigo_Strawberry15: あっ
[1704.956] (S)sjindoa: radaoOld
[1704.987] 神崎立夏: あ
[1706.141] (S)who_tawn: コメント見たねえ
[1706.637] (S)はなぁ: あ
[1706.910] (S)えりさ_: radaoOld
[1707.068] ayunosioyaki0223: こっち見んな
[1707.126] きまぐれ_: あ
[1707.355] (S)お手軽炊飯器: ｗｗｗ
[1707.513] ruchi_13: 見たね
[1707.600] (S)いのりょ: radaoOld
[1707.867] フーリー: あ
[1708.139] なるか3: あ
[1708.231] あるみ屋: あ
[1708.286] (S)fuu_maru: おい
[1708.443] ゆきとよ: コメント見ました
[1709.229] (S)えりんぎ8: あ
[1709.484] (S)ここねり: あ
[1709.768] りむりん: あ
[1709.812] (S)jima922: 読んだな
[1709.870] yururano_0: あ
[1709.966] shi_n_tou: 見たねえ
[1710.387] (S)お手軽炊飯器: みたろ
[1711.298] (S)えりさ_: あ
[1711.543] うぃらすと: w
[1711.650] (S)moris1013: 絶対見たな
[1711.720] (S)sjindoa: みたな
[1711.757] (S)みそギン: あ
[1711.829] 惰性さん: あ
[1711.981] Oozora96: コメント見るな
[1712.259] (S)nakihai556: あ
[1712.486] (S)タクトン: あーあ
[1712.540] zabuton_fuwafuwa: あ
[1712.653] hima_norita: おい
[1712.727] (S)ちゃつう: こっちみんな
[1713.040] 17_ru: 見ました
[1713.647] (S)tempest0709: あ
[1713.879] (S)ココナッツ__24: あ
[1714.089] panndaman1: 見たな
[1714.136] atuono: あ
[1714.492] _もちもち_: こっちみんな
[1714.932] amcill: 見たな
[1715.000] ルロア: コメント見たな
[1715.046] (S)ここねり: こっちみんな
[1715.193] (S)unavele_nobu: コメント見たな
[1715.363] (S)PEI_OwO_: 見たな
[1715.381] (S)Ichigo_Strawberry15: 読むな
[1715.806] pirarucu_0701: あ
[1715.833] うたさゐ: 見たな
[1716.033] lemoncheesesource: こっちみんな
[1716.039] alice8629: ばれたな
[1716.640] (S)minibanbi: こっちみんな
[1716.940] c_kuma76: あーあ
[1716.977] や5: あ
[1717.159] くろざき: みたな
[1717.385] (S)Ichigo_Strawberry15: www
[1717.408] shiki_maru: あーあ
[1717.552] uziro0836: あ
[1717.798] umarekawattasaba: あーあ
[1718.896] yururano_0: 見てた
[1719.531] (S)mai161116katatumuri: a
[1719.836] shi_n_tou: コメントあったねえ
[1719.858] (S)ヒデちょん: radaoKasu
[1719.870] (S)jima922: radaoHusei
[1719.936] や5: あーあ
[1720.094] あるみ屋: こっち見んな
[1720.451] (S)unavele_nobu: こっちみんな
[1720.704] フーリー: こっち見んな
[1720.708] (S)いのりょ: おい
[1720.876] るるち246389: わこらだ
[1721.031] かなだ野郎: radaoOld
[1721.324] (S)ナラ抹茶: こっち見んな
[1721.473] Yukimaru__31: あーあ
[1721.740] alice8629: こっちみんな
[1721.952] c_kuma76: 出るの待ってたな
[1721.965] rito1725: あーあ
[1721.994] moririnn1103: こっちみんな
[1722.024] misin0422: こっちみんな
[1722.171] (S)ラボア: あーあ
[1722.622] (S)iamraiku: こっちみんな
[1723.267] nobume0v0: あーあ
[1723.447] トマト狩り: 見んな
[1723.613] まここま: こっち見んな
[1723.861] ayunosioyaki0223: radaoKasu
[1723.870] (S)もえもん: あーあ
[1724.058] 神崎立夏: バレてるやんwwwwww
[1724.187] (S)ゆきゆた: あーあ
[1724.603] omottti: あーあ
[1724.659] (S)Ichigo_Strawberry15: radaoHusei
[1724.817] masaba014147: あーあ
[1725.924] や5: こっちみんな
[1726.020] フーリー: 歪
[1726.093] くろざき: ばれてーら
[1726.130] (S)社畜なもちお: みんな
[1726.686] (S)あム: radaoHusei
[1726.708] (S)いのりょ: こっち見んな
[1726.756] suibotu_: あーあ
[1726.957] Yukimaru__31: こっちみんな
[1726.983] (S)はなぁ: radaoHusei
[1727.198] (S)ラボア: こっち見んな
[1728.941] きるた: こっちみんな
[1728.954] panndaman1: あーあ
[1728.997] すいぺりあ: ばれてーら
[1729.280] (S)unavele_nobu: あーあ
[1729.925] (S)Ichigo_Strawberry15: チラチラ見てただろ？
[1730.635] えんそのなみだ: こっち見んな
[1730.866] (S)dolly_7: radaoKasu
[1732.468] pokesi_: radaoYatta
[1733.336] (S)はなぁ: こっちみんな
[1733.363] (S)nyakku0720: こっちみんな
[1735.921] はむおくん: こっちみんな顔ぶっさ
[1735.946] (S)RBlue_Lyco: radaoHusei
[1736.190] ta_tago: こっち見んな
[1736.945] (S)まふふうぃんぐ: mafufuwing subscribed with Prime. They've subscribed for 2 months! 
[1737.089] world_kohaku: お世話になったにしては出てこなかったな
[1737.581] (S)PEI_OwO_: radaoHusei
[1744.752] bota111: radaoHusei
[1749.067] (S)いのりょ: radaoNannann
[1749.661] (S)jima922: あ
[1751.654] (S)sjindoa: あ
[1751.766] もねねん: あ
[1752.857] priskens: radaoH
[1753.711] (S)Ichigo_Strawberry15: あ
[1754.256] Yukimaru__31: あ
[1754.483] mar3mk2: あ
[1755.736] あるみ屋: あ
[1755.753] フーリー: あ
[1755.894] menecchi: あ
[1756.735] (S)moris1013: あ
[1757.163] komugi_1228: あ
[1757.410] (S)はなぁ: あ
[1757.834] ふぉー040: あ
[1758.429] (S)もえもん: あ
[1758.719] (S)猫又01: あ
[1759.123] きまぐれ_: あー
[1761.571] silua24: あ
[1761.579] jaja_goma: あ
[1763.204] (S)RBlue_Lyco: あ
[1763.661] (S)ゆきゆた: あ
[1764.510] bota111: あ
[1766.179] ruchi_13: www
[1766.736] ayunosioyaki0223: www
[1766.977] panndaman1: あ
[1767.696] 惰性さん: あ
[1768.330] フーリー: 危ない
[1768.542] るるち246389: 後輩も自分もらっだぁさんファンです。
[1770.660] taisho254: これ以上はまずい
[1771.448] ニコ丸0429: トイレお疲れ様です
[1771.939] (S)えりさ_: あ
[1772.157] su_gar__25: 歴史に名を残すｇｍイベだったし
[1772.503] (S)nakihai556: あ
[1772.620] mjoy0911: バグ多いしな・・・
[1773.080] (S)unavele_nobu: BFはねぇ
[1773.226] (S)moris1013: 炎上BFかぁ
[1773.509] ayunosioyaki0223: あ
[1774.087] (S)ryo_ngz: あ
[1774.302] ゆきとよ: あ
[1774.596] (S)himikokichi_06: あ
[1774.743] _こっぺぱん: あ
[1774.793] hinakai_46: あったっけ？
[1775.013] えびんぷ: わこらだ
[1775.765] harusame55: あ
[1776.290] (S)minibanbi: あ
[1776.554] yururano_0: あ
[1776.670] 神崎立夏: あ
[1777.171] ruu_ha: あ
[1777.293] (S)haru_anura: あ
[1777.504] shi_n_tou: ぼい
[1778.089] Ral_2525: あ
[1778.505] _もちもち_: あ
[1778.615] (S)fuu_maru: あ
[1778.816] uziro0836: あ
[1779.184] riku0572: あ
[1779.420] (S)aina___10812: あ
[1779.547] 17_ru: あ
[1779.569] (S)うもうくん: あ
[1779.636] あるみ屋: あっ
[1779.682] トマト狩り: あ
[1779.764] (S)howlin_0: あ
[1779.930] sunomono8: あ
[1780.560] muru1113: あ
[1780.646] kawaharaya: あ
[1780.663] (S)えりんぎ8: あ
[1781.220] moririnn1103: あ
[1781.495] _イオ_: あ
[1781.735] mikan_san: あ
[1781.893] (S)シモ0803: あ
[1782.488] ruchi_13: wwwwwwwwwwwwwww
[1782.521] もねねん: あっ
[1783.151] (S)who_tawn: あれスマブラの大会じゃなかったっけ
[1783.236] 惰性さん: あぁ
[1783.424] kosuke25252: あ
[1783.429] (S)えりんぎ8: wwwwww
[1783.489] ルロア: あ
[1783.642] 足し湯: www
[1783.725] (S)ナラ抹茶: あ
[1784.884] Oozora96: あ
[1785.420] なるか3: あ
[1785.712] lemoncheesesource: やめとけ
[1785.763] (S)Ichigo_Strawberry15: あっw
[1785.907] taisho254: あっ
[1785.914] kurono1627: あ
[1786.522] (S)howlin_0: wwwwwwwwwwwww
[1786.644] すいぺりあ: あ
[1787.237] 惰性さん: ｗｗｗ
[1787.293] ayunosioyaki0223: wwwwww
[1787.389] よわはと: あっ
[1787.993] (S)moris1013: ライン越えだぞ
[1788.078] maguro_tunakann: あ
[1788.253] うぃらすと: w
[1789.517] (S)Ichigo_Strawberry15: まっずい！
[1789.851] (S)ゆきゆた: あっ
[1789.999] (S)sjindoa: wwwwww
[1791.461] shi_n_tou: ダメかあw
[1792.039] _もちもち_: あれスマブラ配信やったろが
[1792.286] nishina___: あー…
[1792.292] 五色椿: wwwwww
[1792.681] (S)iamraiku: それ以上はやめとけ
[1792.777] (S)Ichigo_Strawberry15: wwwwwwwww
[1793.420] natuki_19217: あ
[1793.814] (S)SoLAnIN_r: あ
[1793.857] (S)howlin_0: スマブラがな
[1795.024] よわはと: wwwwwww
[1795.256] a1anhead86291: 禁句
[1796.244] (S)dolly_7: まずい
[1796.317] ta_tago: あれやばいよな
[1796.498] (S)はなぁ: wwwwwwwww
[1796.963] natuki_19217: wwwwww
[1797.025] zyagaimo__: あっ
[1797.160] jasmugi: あれは運営が悪い
[1797.162] あるみ屋: wwwwwww
[1797.372] せおりー: 二次会おもろかった
[1797.867] 五色椿: あ
[1797.974] lara_3o: wwwwww
[1798.688] madhome197: スマブラ配信たのしかったね
[1799.076] 惰性さん: スマブラが？
[1799.109] (S)taikan_yokoyama: スマブラがな
[1799.609] (S)お手軽炊飯器: ｗｗ
[1799.818] ayunosioyaki0223: おもろかったけどw
[1800.479] masaba014147: wwww
[1800.663] フーリー: 危ない危ない
[1801.202] (S)baberuboburu3939: その後がね
[1801.243] (S)evolblackhole555: wwwwwwww
[1801.574] もねねん: スマブラ楽しかったね
[1801.766] Yukimaru__31: スマブラのイベントじゃないの？
[1801.990] (S)iamraiku: スマブライベントか
[1802.236] (S)rioniku1515: そうそう！！スマブラ尾もろかった
[1803.072] (S)haru_anura: スマブラね
[1803.265] (S)moris1013: BF（スマブラ）
[1803.287] mai_parastica: スマブラがでしょ
[1804.130] トマト狩り: 二次会がね
[1804.277] (S)gorimattyo_syokityou: スマブラ楽しかったね
[1804.338] (S)dolly_7: いやダメだろあれは
[1804.359] (S)にゃんねね: wwwww
[1804.479] taisho254: スマブラ配信よね？
[1804.490] 神崎立夏: ん？スマブラの会じゃなかった？
[1804.784] 五色椿: 二次会が本番
[1805.143] (S)fuu_maru: スマブラ面白かったわ
[1805.145] harusame55: スマブラじゃんそれ
[1805.324] (S)who_tawn: またやりたいな〜、スマブラ
[1805.416] yonku_2512: スマブラね
[1805.533] sakusaku0113: スマブラがね
[1805.607] konpeitooon1017: スマブラ楽しかった
[1805.735] りむりん: ぼーよみ
[1805.958] a1anhead86291: スマブラね
[1806.384] miichan8111: スマブラかなー？
[1806.546] イオです: わこらだ！
[1806.653] うめた: あ
[1806.798] a_mondoKojio: wwwwwwwwww
[1807.204] 2jqtpja: スマブラ配信w
[1807.787] happasan88: おいw
[1808.060] (S)sjindoa: スマブラ楽しかったね
[1808.627] bc_moimoi: スマブラ楽しかったね
[1808.765] (S)unavele_nobu: 楽しかったのはスマブラだろ
[1808.877] yururano_0: wwwwwww
[1809.015] あるみ屋: スマブラがな
[1809.015] (S)yukichan2525: w
[1809.094] ayunosioyaki0223: 結局スマブラ
[1809.232] kurono1627: スマブラ楽しかったね
[1809.266] (S)みそギン: wwwwww
[1809.937] silua24: スマブラね
[1810.132] panndaman1: スマブラね
[1810.649] atuono: 2次会がな
[1811.138] フーリー: スマブラが一番楽しかった
[1811.369] すいぺりあ: スマブラ面白かったよ！
[1811.379] ウツル: スマブラ配信ね
[1811.392] りろ31: www
[1812.117] nobume0v0: スマブラ配信ね
[1812.390] alice8629: あれ本編ね
[1813.062] (S)Ichigo_Strawberry15: おい
[1813.330] a_mondoKojio: スマブラね
[1813.705] (S)いのりょ: スマブラおもろかった
[1813.748] (S)ちゃつう: スマブラ配信のこと？
[1814.617] よわはと: スマブラ最高
[1814.670] ruu_ha: スマブラがメインだよね？
[1815.238] (S)えりさ_: wwww
[1815.739] (S)jima922: ほぼやってないやつ(
[1816.081] (S)taikan_yokoyama: はっや
[1816.398] (S)ゆきゆた: スマブラね
[1816.913] (S)minibanbi: wwwwwwww
[1817.136] 17_ru: これ以上はまずい
[1817.751] ゆきとよ: スマブラ配信だったもんね
[1818.594] ウツル: 棒
[1819.324] ラムネ味: www
[1819.697] lemoncheesesource: 違う運営さんだったら行ってあげてな
[1820.445] Yukimaru__31: www
[1822.780] ちょーみん: 本音が
[1823.599] miichan8111: まじで器ちっさ
[1825.751] ai_ai0304: あれが本編
[1825.796] (S)はなぁ: スマブラ本編定期
[1825.801] a_mondoKojio: アリピ…
[1827.262] shi_n_tou: 出てすぐだしね
[1827.474] (S)PEI_OwO_: スマブラ配信だったなー
[1829.337] (S)Ichigo_Strawberry15: ソバルトさんの胃痛がやばかったからなぁ
[1832.114] suipi___: わこらだ
[1833.806] (S)jima922: スマブラ倍ぐらいやってたからな
[1833.959] miya_crsuki: 楽しそうでしたw
[1835.718] zyagaimo__: 器ちっせぇ
[1837.585] mikan_san: BF…？知らない子ですね…
[1841.000] (S)himikokichi_06: あれも面白かったなー
[1844.233] maguro_tunakann: くさ
[1845.045] suibotu_: 速攻二次会行ったもんな
[1851.262] (S)unavele_nobu: CoDは面白い
[1852.283] (S)まふふうぃんぐ: たのしそうでなによりだったわw
[1855.478] higiomi: あ
[1860.893] (S)Ichigo_Strawberry15: わかる
[1861.761] dokukinoco: 音に反応すんなw
[1862.389] alice8629: えぺは最強やな
[1862.508] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[1862.908] (S)fuu_maru: わかる
[1862.963] ayunosioyaki0223: わかる
[1863.127] rioapr03: 急に元気になるじゃん
[1866.714] あるみ屋: わかる
[1867.827] _イオ_: わかる
[1869.663] (S)お手軽炊飯器: 音は良いね
[1869.678] alice8629: わかる
[1870.372] bc_moimoi: わかる
[1872.901] ruchi_13: アーマー割れる音
[1872.991] ayunosioyaki0223: 301
[1873.433] shi_n_tou: 割れる音きもち〜よね
[1874.123] rioapr03: www
[1875.042] kurokurone: くも？
[1876.168] (S)ゆきゆた: わかる
[1877.316] (S)moris1013: アーマー割れる音
[1877.665] (S)unavele_nobu: シールド削る音かな
[1878.674] a_mondoKojio: へぇ
[1879.419] 神崎立夏: 殴る音？
[1879.558] (S)ぞーざ: アーマー割る音
[1880.811] ねぎま__: 割れる音
[1881.167] (S)who_tawn: アーマー割れた音好き
[1882.168] mizuno0624: アーマー割った音気持ちいい
[1884.051] misin0422: アーマー割れる音
[1884.195] 神崎立夏: あー
[1885.378] (S)medo_710: ヘッショでアーマー割る時
[1885.853] alice8629: ボルトの音
[1885.952] solomon_0219: あーく
