[4.024] ゆかりんりん: わこらだ！！！！！
[2193.675] kazunoko123: 落として、、、
[2193.717] kuru_mi0912: おいしそぉぉぉぉぉ
[2193.759] jinkucky: あ
[2193.825] zakoteki: おいしそう
[2193.859] hamatarobanana: いいね
[2193.922] あぐお: うおおおいしそ
[2194.074] kitu2456: 88888888
[2194.277] (S)ナラ抹茶: 88888888888
[2194.283] (S)azu_moti: 88888
[2194.312] すわずし: 88888888
[2194.458] hinakai_46: ８８８８８８
[2194.465] yurina_conan: 8888888888
[2194.504] km20020618: 88888888888
[2194.526] ayame025: うぉぉぉぉおおおおおお
[2194.531] ぺーきち: radaoNice
[2194.571] asa_0322: 88888888888
[2194.909] (S)evolblackhole555: 8888888888888888
[2195.330] azu7151: 88888888
[2195.340] レガンガ: あ
[2195.382] nekonaaa: 飯テロだわ
[2195.419] (S)あさひ841: 888888888888
[2195.448] gakuto1007: 腹減ってきた
[2195.485] gawrib: 8888
[2195.556] 砂ザトウ: 888888888888888
[2195.901] にこさく: うおおおおぉ
[2196.111] uzura_0412__: 88888888888
[2196.135] (S)rioniku1515: 88888888888
[2196.143] (S)~MISSING_COMMENTER_INFO~: は？
[2196.143] maccha_dethtoroy: ８８８８８８８８８
[2196.165] itoido: 8888888888888
[2196.330] kiiroitori: 圧が
[2196.335] すいろ: 888888888888
[2196.361] negishio___: 8888888
[2196.379] usagi_rom: 88888
[2196.441] ワタメル0324: へー
[2196.498] 美影はな: 飯テロすぎん？
[2196.549] kyo_kaaa: おいしそー！！！！！！
[2196.556] d_guma: 8888888888888888
[2196.713] minibanbi: 88888888888
[2196.752] touyukomaa: 8888888
[2196.757] (S)Zzz_jun: それはそう
[2196.792] shina1116: 圧がw
[2196.818] noguttyan02: 888888888
[2196.878] renkon293: 8888888888888
[2196.985] binsen_0707: 88888888888
[2197.014] 46_kulo: 888888888888888888888888888
[2197.111] sunomono8: 88888888888888888
[2197.288] kinote3: しいたけやろ
[2197.683] (S)tsuM6G1_: おいしそーん!!!
[2197.803] るね778: 888888888
[2197.893] ラボア: 888888888888888
[2198.013] 鯉々: 88888888888
[2198.017] rona0525: 8888888888
[2198.026] mikan_san: 富豪出すな
[2198.123] 7knon: 8888
[2198.348] omochi_uma_uma: 88888888888
[2198.397] あーわ: 88888888888888
[2198.445] ra_ra_ra_ra_: 888888888888888888888
[2198.523] ぴーやぽう: エリンギだろ
[2198.639] tumetai_kokoa: 8888888888
[2198.689] (S)aina___10812: 888888
[2198.773] A_ast_: 8888888888888
[2198.779] piisuke0428: あ；；
[2198.856] ramti0703: 8888888888
[2198.872] gotsuhe: 8888888888888888
[2198.904] ajataka66: いいね
[2198.918] Ruria00: わこらだ！うまそぉw
[2199.147] cocoron2525: 88888888888888
[2199.149] シェリー_: 8888888888888888
[2199.197] (S)ゆきとよ: 88888888
[2199.264] nuiru0710: 88888888
[2199.267] mitora2916: あ
[2199.277] kirisiro_azuki: 食べたくなってきたw
[2199.357] suibotu_: 8888888888888
[2199.369] shooo818: 888888
[2199.609] (S)レだん: 厚が
[2199.813] ugei0013: 8888888888
[2199.830] getsu_268: 888888888888888
[2201.190] 無限叉焼魚肉ソーセージ: 88888888
[2201.263] (S)mary611: 888888888888888
[2201.305] aika_0317: 888888888
[2201.364] Free_Box11: 8888888888
[2201.416] kokona0612: 888888888888888
[2201.424] (S)ちゃつう: 8888888888
[2201.424] manutan3009: 888888888
[2201.858] vash_246: 落とせ
[2201.866] みりンゴ: 贅沢
[2201.872] (S)liri_san: 888888888
[2201.901] (S)そふぃ3: まったけ美味いよねー
[2201.954] kanon_nnn: 888888
[2202.058] shina1116: うわ
[2202.063] asaborake0408: 888888
[2202.085] mayoiyomi: 88888888
[2202.274] (S)鉛筆びー: 888888888
[2202.301] ねぎま__: 金持ちアピ？
[2202.305] siiroda: 8888888888
[2202.311] REN_sylph: 888888888888888
[2202.381] (S)asona_c: 88888888888888
[2202.547] ayunosioyaki0223: 8888888888
[2202.619] bunchaan: 圧
[2202.731] (S)遊島うゅじ: 8888888888888888
[2202.745] 名無しの無し: 88888888888888888
[2202.746] rila26: 8888888888お腹空くなぁ
[2202.868] (S)ふむふる: 888888888
[2202.891] しーすら: 88888888888
[2202.901] (S)tsuM6G1_: 88888888888888888
[2202.927] (S)ta__mei: 椎茸やろ
[2204.305] kenp1n_8: 舞茸
[2204.340] (S)goshawk1152: 88888888888
[2204.355] koke_dama_: 88888888
[2204.389] hood_kun: 88
[2204.401] (S)あんころころもち: おごげもあれば完璧だったな。
[2204.428] urunc96s: 8888888
[2204.547] (S)masao0203: 88888888888
[2204.596] honekara: 結構マジで凄い
[2204.626] rona0525: きのこむり
[2204.629] sei_0401: 8888888888888
[2204.680] dokukinoco: 888888888888
[2204.698] (S)azu_moti: まいたけやろ
[2204.747] futunooryo: えのきだなぁ
[2204.786] (S)蕪木りん: 8888888
[2204.835] 小田野餅: きのこ嫌い
[2204.860] _えゐ_: 金持ちですか？
[2204.911] remiiiii_28: 88
[2205.077] (S)のんんんん: 金持ちだな
[2205.107] (S)MORIYA_37: 贅沢な奴ですね
[2205.111] なななこな: エリンギやろ
[2205.297] (S)ゆりの花: 88888888
[2205.302] momo_0430_: 88888888
[2205.336] mokupachi88: 888888888888888
[2205.397] nihu_umeki: 8888888
[2205.521] Ruria00: 888888
[2205.593] うどん兄さん: えのきだろ
[2205.595] (S)epdk114: 椎茸うまいだろ！！！
[2205.724] ぷます: 888888888888
[2205.767] (S)m46ue: 8888888888
[2205.771] (S)タクトン: 松茸の釜飯美味しいよね
[2205.889] (S)SHIROMA_468: 888888888
[2205.923] satou_036: 888888888888
[2207.370] (S)kanio319: 8888888
[2207.402] (S)otux2_0205: なめこだろ
[2207.439] kchan1225: 偉
[2207.513] meronthan: 88888088888
[2207.548] c_kuma76: 888888888
[2207.570] tyokominnto1227: 88888
[2207.572] truthdayo: 8888888888
[2207.575] nishina___: 舞茸やろ
[2207.588] stockun18: 贅沢やな
[2207.752] えんそ: なめこやろ
[2207.768] rihito_0312: しいたけ
[2207.792] cheaperes: 8888888888888
[2207.818] yuuharu0502: きのこ大嫌い
[2207.892] そぉらぁ: 88888888888888
[2208.050] asaborake0408: えのきだろjk
[2208.129] arupusu0129: 富豪？
[2208.137] (S)tomiet_: 8888888
[2208.217] (S)遊島うゅじ: は？
[2208.290] aika_0317: しめじだろ
[2208.291] jam_ars: 松茸美味しいよな
[2208.419] (S)tarakobb: エノキだろ
[2208.500] とうすすすすす: 888888888
[2208.561] karasudayou: 888888888888
[2208.574] (S)ナラ抹茶: えのきやろ
[2208.771] ぬら_: 888888
[2208.779] kuru_mi0912: 888888888
[2208.993] nuiru0710: あーあ
[2209.083] (S)楠木みしろ: 888888888888
[2209.112] ebiebleb1: 8888888888
[2209.213] aoi_nemu: 888888888888888
[2209.240] (S)ゆきとよ: えのき
[2209.253] 0509ruru: 88888888888
[2209.284] mitora2916: 8888888888888
[2209.365] guminosuke: まいたけ
[2209.470] munyamalru: 888888
[2209.616] (S)846chan: えのきだろ
[2209.858] kiiroitori: マツタケサンバ
[2209.859] (S)あんころころもち: は？椎茸だろ
[2210.446] (S)taito001: じゃあしめじだな
[2210.481] 雪狐0143: 金持ちだね
[2210.521] ekurea1221: えのき
[2210.524] ajataka66: あ
[2210.675] (S)manakaito: マイタケ
[2210.760] kairodi: 88888888
[2210.770] futunooryo: 88888888888888888888888888
[2210.919] honehone_2: えのきだろ
[2210.979] kobutada: きのこはどれも一緒
[2210.985] bunchaan: しいたけやろ
[2210.990] ao_aka_kiro: 舞茸は？
[2211.076] a_mondoKojio: 松茸きらい
[2211.136] (S)yona_0724: 88888888888
[2211.230] (S)OmOtc: 888888888
[2211.246] 虎空: 明日炊き込みご飯作ってツイートしてね
[2211.283] yuruchon: 888888888
[2211.312] (S)なつおよ: えのきだろ
[2211.530] (S)remittanman: 舞茸やろー！
[2211.538] dky_i111027: 888888888888
[2211.685] 礼紋: えのき
[2211.760] pp_____ff: 88888888888
[2211.827] kirisiro_azuki: 888888888888888
[2211.841] mimipaadesu0428: キノコ嫌い
[2211.899] hinoki_dayo: 888888888
[2212.098] rorutipeace22: マッシュルームやろ
[2212.153] さたさた: お吸い物？
[2212.157] (S)~MISSING_COMMENTER_INFO~: えのき
[2212.337] alice8629: なめこだろ
[2212.351] あぐお: 888888888
[2212.398] Oruvu0417: 888888888888
[2212.399] mimumaru: 888888
[2212.439] kazushan: まいたけ
[2212.547] すいぺりあ: 888888
[2212.571] acerolaaa3: ８８８８８８８８８８８
[2212.759] (S)ゆずかちゃん: 贅沢やな
[2212.881] カナバ: なめたけでしょ
[2212.898] (S)らむ麦: 贅沢いうな
[2213.494] ずれ: えのきだろ
[2213.582] Hamutyaro_126: 舞茸だろ
[2213.588] lie11914053: 888888888888
[2213.644] (S)matsubo99uri: しいたけ
[2213.718] あずき_: 888888888888
[2213.743] (S)そふぃ3: マッシュルームでしょ
[2213.827] (S)pwmjgpwdjgwuj: しいたけだろ
[2213.887] mayoiyomi: 食べたことあるん？
[2213.898] takepon0327: 高級食材だな
[2213.911] unauna713: まいたけ
[2213.923] usagi_rom: わかる
[2214.012] すいろ: わかる
[2214.102] luca24992: えのき最強
[2214.137] rain_12221: 888888888888888
[2214.207] dokukinoco: 舞茸は？
[2214.361] (S)あんころころもち: しいたけ
[2214.550] karasu57: でた金持ちアピール
[2214.618] (S)レだん: 8888888
[2214.633] (S)りこ_1130: 888888888888888
[2214.805] yusan913: radaoSekiyu
[2214.805] jinkucky: きのこ嫌い
[2214.817] (S)NORI25252: キクラゲだろ
[2214.847] i_iiiiiip: 金持ちアピしも
[2216.606] (S)OreO___0re0: 椎茸
[2216.847] (S)moris1013: なめたけだろ？
[2216.869] syotokeeki: まいたけだろ
[2216.911] sei_0401: エリンギ
[2216.926] (S)yuna_aaaaaaaaa: わかる
[2216.926] a_mondoKojio: しめじはすき
[2216.941] r_udhimaru: しめじ
[2216.968] torippy19212: エリンギやろ
[2217.176] mika_1218: 888888888
[2217.221] アキレゐト: あ
[2217.246] shilva_0: まいたけだろぉ
[2217.273] piisuke0428: あ
[2217.276] yurina_conan: しいたけやろって
[2217.395] nuiru0710: なめこだろ
[2217.416] えりさ_: しめじやな
[2217.496] suiryuu_01: えのきだろjk
[2217.811] 19sheeps: 舞茸だろ
[2217.872] rila26: えのきだろ
[2217.877] kiki_rurum: 香り松茸味しめじ
[2218.014] hinakai_46: きも
[2218.022] honossan: お前食うよなっていう圧を感じる
[2218.056] えびちりすけ: 88888
[2218.070] acerolaaa3: あ
[2218.244] (S)きなこら: なめこ
[2218.268] (S)みーだん: えりんぎはうまい
[2218.271] negishio___: まいたけ
[2218.272] 469646: 高いだけ
[2218.286] originmi: 強がんなくていいよ
[2218.298] ADOD_3nsf: キヌガサタケうまし
[2218.406] 哀れな人の子: radaoSekiyu
[2218.656] teritama5: まいたけだろ
[2218.871] beats_18942525: 食べたことないだろ
[2218.896] ajataka66: は
[2218.909] (S)geligamesh: radaoMoney
[2219.938] さたさた: しめじよりえのき
[2220.037] ひかじろ: 椎茸とえのきやろ
[2220.120] (S)ナラ抹茶: あ
[2220.133] Kyouzin26: おれなめこ
[2220.160] (S)Zzz_jun: radaoSekiyu
[2220.298] nagi03016: まいたけ
[2220.363] (S)楠木みしろ: あ
[2220.414] leo0401_: キノコ嫌い
[2220.485] (S)evolblackhole555: radaoSekiyu
[2220.519] wani38: キノコまずい
[2220.553] honehone_2: 4ね
[2220.721] bunchaan: しめじ嫌い
[2220.842] (S)レだん: きｍ
[2220.994] shooo818: ごめんきのこ嫌い
[2221.173] omochi_uma_uma: エリンギうまい
[2221.178] (S)えん: radaoSekiyu
[2221.221] (S)otux2_0205: radaoKasu
[2221.337] misuma_miss: なめこ
[2221.375] (S)yuujyuufudann: あ
[2221.386] (S)konei0210: なめｊこは？
[2221.422] あぐお: きのこうまい
[2221.437] しがー: えのきは？
[2221.533] ao_aka_kiro: マイタケですよね？
[2221.570] kazushan: シイタケも
[2221.633] ayunosioyaki0223: あ
[2221.665] かじ2酒: 松茸食べたことない
[2221.710] liangshi32100: あーあ
[2221.742] rila26: えのきは？
[2221.858] yuguuuuuuuu: まいたけだろ
[2221.872] (S)dia11313: しいたけだろ
[2222.111] gu_taranosuke: あ
[2222.145] shina1116: うざ
[2222.168] amenmumi: うわ
[2222.250] おそば0804: エリンギ派
[2222.309] yuruchon: バター醤油えのき
[2222.312] みつおうぎ: あ
[2222.402] truthdayo: えのきやろ
[2222.422] minto13579: なめことマッシュルームだろ
[2222.465] nuiru0710: なめこしか勝たん
[2222.578] ラボア: あ
[2222.616] mmn721: 香り松茸、味しめじだしね
[2222.744] chocominto_rin: マッシュルームは？？
[2222.899] (S)drem_chan: えぇ
[2222.925] (S)yuna_aaaaaaaaa: まいたけ
[2223.033] (S)遊島うゅじ: は？？？？？
[2223.208] omuraisu_nana10: えのきすき
[2223.323] ぱんだぁぁぁ: うわ
[2223.367] justice031101: 食ったことないのに？
[2223.465] acerolaaa3: は？
[2223.468] munyamalru: 888888888888888888888888888
[2223.484] (S)鉛筆びー: えのきは？
[2223.499] kurufu1022: えのき
[2223.553] 2リットルのスプライト: そのコメントでおれはお前が嫌いになったよ
[2223.579] (S)あんころころもち: しいたけ！！！！！！
[2224.031] risukao: 舞茸は？
[2224.037] ねぎカレー: radaoMoney
[2224.061] ayame025: 88888888888888888888888888888888
[2224.298] KinakoMochi_06: あ
[2224.302] _さらん_: きのこ嫌い
[2224.323] pyuuuuun: マッシュルームしか勝たん
[2224.380] kiiroitori: しいたけやろ
[2224.615] kogemaru_1030: まいたけ
[2224.627] kyurukapi: 独身アピですかん
[2224.656] イモムシファザー: は？
[2224.833] itoido: しいたけだろ
[2224.833] agrqua: しめじ一択だろ
[2224.841] shakemoyashiii: ？
[2224.846] (S)ichigomilk_252: あ
[2224.850] ごぜん_: まいたけは？
[2224.851] noritake_rbr: なめこ
[2224.885] supi_supi_: 舞茸だろ
[2225.131] (S)ちゃつう: 椎茸知らんのか
[2225.146] (S)てんまる: マッシュルームがいちばん
[2225.214] okayua: 今北わこらだ
[2225.225] hana1016: えのきだよ
[2225.360] (S)remon1503: ワライタケやろ！！！！！！
[2225.613] Kyouzin26: なめこやろ
[2225.774] (S)n_0809: えのきだろ
[2225.885] 神崎立夏: あ
[2225.998] iroha168nj: 舞茸
[2226.036] まみまる: radaoSekiyu
[2226.120] shore0926: なめこだろ
[2226.160] (S)~MISSING_COMMENTER_INFO~: でも昔は椎茸の方が高いんだよね
[2226.267] ぺーきち: エリンギ美味いねー
[2226.298] (S)nonaru4637: radaoMoney
[2226.349] (S)レだん: ４ね
[2226.384] (S)榊原とーげ: エリンギ好き
[2226.463] suiryuu_01: あ
[2226.505] yurina_conan: ひめじは？
[2226.563] honekara: キノコは特に…
[2226.624] ぬら_: えのきだろ
[2226.686] (S)そふぃ3: ナチュダルwww
[2226.721] (S)ゆずかちゃん: なめこだな
[2226.732] (S)manakaito: そうだよね
[2226.800] (S)ひびき1214: なめたけ
[2227.126] mikan_san: きめぇ〜^^
[2227.133] ひのもり: エリンギダメだわ...
[2227.224] alice8629: 松茸とか食べれるんだな
[2227.331] (S)遊島うゅじ: radaoKasu
[2227.335] sobayu120: えのこ
[2227.361] 46_kulo: うわ
[2227.429] 深爪のりこ: きのこむりだ
[2227.564] 6choco2: にわな
[2227.564] okuchan0751: 舞茸の天ぷらとか美味しいぞ
[2227.578] (S)ららら0913: かねもち？
[2227.640] kosei3524: なめこだろ
[2227.665] kokonoichi: は?
[2227.700] merumeru77: だよな
[2227.805] aika_0317: やまぶしたけ！
[2227.851] basebooor: ポルチーニ
[2227.878] (S)きなこら: なめこの味噌汁
[2228.464] 雪寺: は？
[2228.570] (S)tsuM6G1_: えのきとなめこだろ
[2228.574] jmpta: きのこまずい
[2228.714] kohq_Loco: 舞茸おいしいよね
[2228.715] chibiko_147: は？？？？？？
[2228.766] ra_ruu: えのきだろ
[2229.054] ばってん2424: ベニテングタケは？
[2229.234] syuria10y09: しめじうまい！
[2229.471] enu_xo: は
[2229.486] zakoteki: おー
[2229.547] (S)チュチュンバー: あ
[2229.573] (S)あさひ841: なめこだろ
[2229.584] ao_aka_kiro: だよな
[2229.599] マスクさん: ｗｗｗｗｗｗｗｗ
[2229.615] purinndaifuku: 大体好きやん
[2229.726] ore_baka: あ
[2229.830] (S)universal_studio_alice: radaoSekiyu
[2229.913] kenp1n_8: だよな
[2230.262] remiiiii_28: wwww
[2230.314] (S)otux2_0205: あ
[2230.318] satou_036: エリンギしか勝たん
[2230.419] (S)楠木みしろ: そうだよね
[2230.421] kazushan: あ
[2230.447] _イオ_: wwwwwww
[2230.598] えびちりすけ: あ
[2230.695] (S)lightreft1250: ｗｗｗｗｗｗｗ
[2230.706] kokona0612: キノコ食べれん
[2230.875] や5: o
[2230.891] (S)レだん: ｗｗｗｗ
[2230.939] kirisiro_azuki: きのこ類無理
[2230.974] にこさく: しめじうまい
[2231.013] 46_kulo: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[2231.111] ztsk_v: 888888888888
[2231.129] harusame55: だよな
[2231.186] すいぺりあ: radaoSekiyu
[2231.287] 礼紋: そうだよな
[2231.404] 神崎立夏: ボンボンか
[2231.582] (S)yuujyuufudann: おや
[2231.612] gaiantufan: は？
[2231.620] sena7723: しめじ分かり合えない
[2231.701] jinkucky: うおおおお
[2231.762] asaborake0408: 庶民派がよぉ
[2231.772] (S)evolblackhole555: あ
[2231.855] bunchaan: あ
[2231.899] にちゃん: わかる
[2231.907] みとまろ: あ
[2232.195] itoido: あ
[2232.296] (S)masao0203: は？？
[2232.336] saru0811s: マッシュだろ
[2232.393] rona0525: あ
[2232.413] hamatarobanana: 浮気？
[2232.416] ラボア: うーわ4ね
[2232.429] ENDer__Earth: まいたけだろ
