[30.309] 卯尾市場: DinoDance
[2457.873] (S)mukubado2: ガイル君うぇーいwそのサマーもう無敵ないよぉ？
[2460.720] muzai0128: それを分かった上であえてガイルの無敵消してみん？
[2463.632] (S)よぞらかげ: 無敵あるなしでマジで変わるからな
[2463.737] kitori_17: 削除かー
[2465.630] (S)paps0423: ヒーリングがやばいんじゃなくて、ウルコンシステムとの噛み合いがまずかった
[2469.695] てつやん: デビリバでサマー潰せたらなー
[2474.728] rorkallos: ガイル無敵消すなら・・・よくやった！カプコン！！って言うよ
[2477.016] butubatu: 無敵消えても一線に居続けたのがやばい
[2479.684] dillle623: ゲージ回収するし
[2483.399] ﾃﾄﾗﾝ: 頭突き決めたらお祭りが始まる
[2484.153] (S)よぞらかげ: はいエイジス
[2488.105] (M)(S)ぱぱすぬわ: 無敵からトリガー生当て、終わりっす
[2488.710] 闘劇のアルベルト: キンバリーどんだけヤバかったんや…
[2490.555] unimel1x: エイジス君〜
[2492.257] kitayu11: エイジスがぜんぶ悪い
[2500.023] (S)mukubado2: 今日の晩ご飯はなんです？豪華に行く感じ？
[2504.595] nyanyatyuya: はいはいエイジスエイジス
[2505.223] trialgabber: キンバリーの無敵が体験版から消えてるのも中々
[2509.351] 朝比奈カズハ: ユリアンのヘッドバット唯一発生遅くて詐欺できたからおいしかったのに！
[2511.281] (S)kinokogidora: 体験版キンバリーやばかった
[2513.039] みっ君: いい調整
[2519.410] kaeruseijin1008: キンバリーはかじゅが暴れすぎた
[2523.388] (S)mukubado2: と言うことを踏まえて無敵削除しない？
[2529.611] まっちらいふ: 今の時点でのキャラ上位TOP5の話しました？
[2529.938] (S)よぞらかげ: バニシング バニシング
[2532.639] e________t: どぐらさん誕生日おめでとう
[2537.369] みっ君: あるね
[2538.889] 灰原_: 試しにね
[2540.175] muzai0128: あえてね あえて
[2541.793] (S)よぞらかげ: 確かに
[2542.043] しぼみ: いっせーのせで消そう
[2542.750] kaeruseijin1008: 先っちょだけ！
[2543.021] (M)(S)ぱぱすぬわ: さすがに弱そう
[2543.468] (S)mukubado2: 試しに
[2543.710] モドキ: やめて
[2543.953] (S)鉄板: ものは試しにね
[2546.890] MUTSUKI4gpchu: あえてw
[2547.847] BrokenJP: ①完全無敵を撤廃しました。
[2548.501] zunoji: さきっちょだけね
[2549.800] (S)麦の人: とりあえずね
[2554.686] e________t: いっそ全キャラ
[2557.495] 灰原_: 全キャラ無敵なくしてね？
[2560.119] urumax999: そいやベガ無敵あるんか？
[2561.886] gyudon_tadano: 起き上がりDリバ来てから起き上がりDリバしか打ってない
[2563.302] rorkallos: 試しに消してみるって良いねｗ
[2565.464] (S)田中脊髄剣田中: 先っちょだけ！先っちょだけだから！
[2566.353] いろは3821: 生駒デビル氏】CRどぐら氏「下積み時代は配信やってもアクティブ2、コメントが増え始めたと思ったらコメント読めよと怒られていた男が、今や動画でも配信でも売れに売れ、毎日まめスパという名の馬に跨り、銭(ぜに)でいっぱいの風呂に浸かるような生活を送っているどぐら氏による、37歳の誕生日配信＆ベガ雑談」配信中( twitch.tv/ikoma_dogura )
[2567.298] てつやん: せめて無敵時間のフレーム短縮
[2571.954] モドキ: そしたらキンバリー最強格に
[2572.467] nyanyatyuya: 試しにOD百貫に投げ無敵付けてくれないすか
[2573.233] pesu700: ベガはOD無敵はないっぽい
[2576.847] れなまる〇: ヘッドプレス的なやつにもないか
[2577.117] trick0918: SA無敵のみ
[2577.332] (S)frofrofrognico2: frofrofrognico2 is gifting 1 Tier 1 Subs to 生駒どぐらデビル's community! They've gifted a total of 1 in the channel! 
[2577.746] (S)frofrofrognico2: frofrofrognico2 gifted a Tier 1 sub to 虎ちゃん! 
[2580.524] (M)(S)ぱぱすぬわ: ＯＤサイコは弾抜けだけか？
[2590.108] BrokenJP: まめスパという馬
[2591.481] unimel1x: 草
[2593.560] 好きな言葉は森林伐採: コメント読めよ
[2593.975] しぼみ: うお
[2594.716] (S)田中脊髄剣田中: まめスパと言う名の馬
[2594.765] zunoji: もてまくりやりまくり！？
[2595.825] (S)shadowchiefzed: furiousありがと～～～～～～
[2596.982] wasabisenbei: www
[2599.716] (S)shi_a__: www
[2599.728] kaeruseijin1008: まめス馬だったんか…
[2599.923] topazpizza: ww
[2601.314] (S)vra_oji: 銭風呂wwwwww
[2601.544] (S)mukubado2: まめスパ…
[2601.995] gyudon_tadano: フーリアスって何者？
[2602.164] nyarlbini: furiousありがと～
[2603.507] (M)(S)ぱぱすぬわ: やっぱり銭の風呂入ってるんですね
[2603.524] (S)鉄板: フーリアスいつもありがとー
[2603.734] (S)fox4th: 馬w
[2604.847] gettyozi: アクティブ２？！
[2605.756] muzai0128: コメント読んで
[2606.910] nyanyatyuya: 今月のどんぐりちゃんと配布してます？
[2608.078] kitori_17: 文字数マックス
[2609.514] (S)よぞらかげ: やりまくり
[2609.600] e________t: "まめスパという名の馬"←これ好き
[2609.660] onemoch: 悪意ｗ
[2609.805] MUTSUKI4gpchu: wwww🫶
[2610.645] てつやん: ウェーイ
[2611.779] naryuhama: 馬スパ
[2612.337] しぼみ: まめスパ号
[2612.736] nyarlbini: 勝ちまくりモテまくり
[2613.143] (S)godog02: 札束風呂ね
[2619.906] (S)kinokogidora: 両手にまめすぱ
[2620.839] trialgabber: そういえばまめスパさんとスト6対戦とかやったりするんですか？
[2621.676] toto3210119: 雑誌の裏表紙にいそう
[2622.145] 闘劇のアルベルト: 同接3からの成り上がり〜
[2623.104] rorkallos: 今回のベガに無敵あったら流石に・・・じゃない？
[2625.108] (S)よぞらかげ: 電車の広告
[2625.968] muzai0128: なんのゲームでアクティブ2やったか言ってやってくださいよ！！！
[2630.005] urumax999: まめ王号
[2632.080] (S)あはとぽけ: 娘さんからのプレゼントもっと見せて♡
[2632.297] e________t: 今日まめスパは？
[2633.973] daidaimonn: あの高橋名人みたいな人今何やってんやろ
[2634.021] naryuhama: 名馬 名馬
[2635.280] (S)鉄板: 札束風呂やったら全身傷だらけになりそう
[2635.486] (S)paps0423: ベガの実装２か月遅らせる代わりにODサマーから無敵失くします、って言われたらどうする？
[2639.523] しぼみ: 時々まめスパ配信にコーチ枠で現れるのすき
[2640.937] nyanyatyuya: ブルーバックにしてくれればコラ画像が作れるのに…
[2642.944] (S)frofrofrognico2: 誕生日おめでとうございます！！！
[2646.510] (S)よぞらかげ: MGR
[2647.897] BrokenJP: ライジングだったか～
[2648.262] れなまる〇: なんともいえない
[2650.757] muzai0128: うおおおおおお！！！！
[2650.810] (S)港区ザンギエフ: どぐらさん、誕生日おめでとうございます！
[2651.064] モドキ: ユリアンODヘッドバッドみたいなクソ調整列伝作ってほしい
[2652.460] (M)墾田永年私財砲: やにわに生まれた"どぐらはコメントを読まない"というユーザーネームの方もいました
[2652.667] (S)mukubado2: うーん
[2652.761] (S)kinokogidora: おーん
[2653.178] Dev9ru: 札束風呂の裏でまめスパはどんぐり
[2653.533] shalily0121: 売れに売れた男がおじリーグシャツきてこくも喜んでるわ
[2654.166] metalhot: ｗ
[2656.078] geppei: まめすぱとぎゃすだろそれ
[2657.861] uto____: ライジングならしゃーない
[2658.460] (S)fox4th: そのみていた2人はまだ配信に来ているのかしら
[2659.486] echizen2000: ゲーム屋の試遊で満足した
[2660.031] trick0918: おーん
[2661.740] hantuki72: ここで数年前の顔にもピアスとかバチバチに開けてたどぐらさんを見てみましょう
[2663.249] 好きな言葉は森林伐採: リスナーも隠れちゃった
[2664.774] (M)(S)ぱぱすぬわ: 今ちょっとライジング配信して何人集まるか気になるな
[2666.471] みっ君: ストリートファイター6もセール
[2668.075] tinpantarou: ミーム
[2670.448] (S)よぞらかげ: Nano Machine Sons ...
[2670.931] arugado: かの有名ミームさん
[2671.277] (S)kinokogidora: モンスーン好き
[2671.397] trialgabber: PS3事件の時って何人ぐらい視聴者いたんですか
[2672.383] (S)田中脊髄剣田中: そんなメタルギアライジングも11周年ですよ
[2674.401] unimel1x: 一瞬で硬化するナノマシンの人？
[2676.897] (S)mukubado2: これには上院議員も助走つけて殴りにくる
[2677.433] (S)鉄板: △アクティブ2⚪︎累計視聴者2
[2678.837] ahiruoji: 闘劇優勝しておいてmgr?
[2679.126] (S)banseim011: 懐かしい
[2679.853] 灰原_: 今なら4桁に
[2681.371] miss_type: いうて話題の新作なら知ってる配信者の方行くよな
[2681.462] みっ君: 気になる
[2681.837] nyarlbini: あの頃はまさか上院議員がミームになるとは思いもしなかった
[2682.492] BrokenJP: 搾取させろ！
[2682.905] しぼみ: どぐら史
[2686.922] (S)あはとぽけ: うれしー
[2687.793] e________t: どぐら列伝
[2688.125] (S)港区ザンギエフ: メタルギアライジングってアームストロング上院議員が出てくるやつ？
[2688.962] (S)kinokogidora: どぐら史
[2689.170] yuu071: イイね
[2689.900] 闘劇のアルベルト: アーカイブある？
[2695.063] eag1e2003: どぐらの伝説
[2695.705] (S)鉄板: 2014年
[2695.705] muzai0128: 闘神激突のとき大須さんが撮ったクソかっこいい写真見ない？
[2699.675] MUTSUKI4gpchu: やったぁぁ！！！！！！
[2701.247] ahiruoji: 動画素材
[2701.712] urumax999: プロライセンスをどこで取ったか
[2702.351] bosobaagirl: 闘劇見よう
[2702.416] Dev9ru: 闘劇っていつぐらいから出ている？
[2703.031] kitayu11: ps3事件も振り返ろう
[2704.513] kaeruseijin1008: どぐら史の単位落としたからたすかる
[2704.802] chiri2992: 初めてGODS出たのいつくらいでしたっけ？
[2707.229] rorkallos: まめスパと破天荒との出会い
[2708.113] unimel1x: 歴史 歴史
[2710.026] てつやん: ニコニコの時の？
[2713.324] (S)港区ザンギエフ: 〜どぐらの歴史〜
[2717.888] れなまる〇: 歴史を感じていこう
[2722.903] (S)mukubado2: 優勝した年の動画残ってる？
[2723.155] みぐみぐどっこいしょ: こんばんわ
[2725.067] (S)gularain: 知らないのもあるからうれしい
[2725.211] (S)あはとぽけ: ｶﾀｶﾀｶﾀﾀｯﾀｰﾝ
[2726.037] ahiruoji: 格ゲープレイヤーwikiを参考にしろ
[2726.568] (S)fox4th: 17年前
[2731.338] Dev9ru: 大学2年くらいか
[2733.547] muzai0128: えいたとパチスロモノマネしてる動画見よう
[2734.930] (M)(S)ぱぱすぬわ: 07,8,9と出てますよね
[2736.577] (S)vra_oji: 10年前だとXrdの頃か
[2737.740] BrokenJP: 裏・顔TV！どぐら「ハースストーン」
[2737.752] (S)obiheart: なってない
[2738.481] (S)kinokogidora: 格ゲーウィキとかに書いてそうだけど流石にか
[2741.274] (M)墾田永年私財砲: 【閉鎖空間】
[2753.656] shikokuzei01: 闘劇会場ももう半分近く無くなってる
[2755.224] bosobaagirl: N男と久々に絡むか
[2755.470] urumax999: 僕はPS3で知りました
[2758.570] kaeruseijin1008: 実はpixiv大百科にも乗ってるどぐら氏
[2759.538] 春詩音: もうPS3のやつ振り返りました？
[2760.295] みぐみぐどっこいしょ: 0回戦
[2760.958] e________t: 2007とか今の高1が生まれてるかどうかぐらいよ
[2761.090] echizen2000: めっちゃ嬉しそうにしてる写真の印象ある
[2762.911] (S)高級食材ふかひれ: １０年前だとあーくれぼでハザマのコスプレとかしてた時期？
[2776.166] (S)美濃屋善兵衛: 格ゲーwikiを本人が編集する例のアレ
[2776.394] (S)mukubado2: 君と僕の壊れた世界って何年の闘劇やったっけ？07？06？
[2786.617] (M)(S)ぱぱすぬわ: 08
[2787.524] bosobaagirl: wwwwww
[2788.508] BrokenJP: uwa
[2790.369] humi_akira: わっか
[2791.822] kokonotu6: 若い
[2792.718] (S)mukubado2: わっけー
[2793.126] 闘劇のアルベルト: わっか
[2793.383] morinagasyuya: わっかーい
[2794.063] てつやん: 肌つやつや
[2794.706] kaeruseijin1008: 若い
[2794.855] atamamiru: わっか
[2795.265] (S)高級食材ふかひれ: わっか
[2795.710] yuu071: グラドルはべらしてる写真が一番好き
[2795.713] (S)よぞらかげ: detaw
[2796.054] oyassan5963: わっか
[2796.202] nyarlbini: わっか
[2796.270] (S)鉄板: 16年前か
[2796.962] yamachask: わっかw
[2797.652] みぐみぐどっこいしょ: 若い
[2798.177] urumax999: わっか
[2798.494] nyanyatyuya: あまり人気のないロボカイ
[2798.631] (S)麦の人: なんか腹立つｗｗ
[2802.327] MUTSUKI4gpchu: わーーー！！すごい！！！！！
[2803.162] ヒースシザリン: わっか
[2804.416] BrokenJP: 若いけどあんま変わって無くない？
[2804.863] trick0918: よく見た
