[10.996] jSTARszn: tykwonNOWAY
[2943.026] 1108044k: エルマンってどうせ関西弁なんでしょ？知らんけど
[2944.462] volatility1: suprO
[2948.450] 残り8万: リメイクは進行度を遅くできるとかいう素晴らしいシステムがある
[2953.289] v_harumi_v: 嬉しい
[2954.279] (S)ponponguripon: かねかねー
[2959.614] (S)イエール: 嬉しい嬉しい
[2970.240] シャンウー: 野田さんのツイートに ウメさんがミンサガ始めたよ って返信したら そっこうで本人から イイねついてたww
[3000.976] isekai7153: 野田も喜んでるか
[3018.170] aigamo0214: BPは超大事
[3023.518] buretan555: ｗｗｗ
[3025.226] inumos: 遊んでない？
[3026.001] (S)gularain: ｗｗｗ
[3026.051] 残り8万: ボス
[3026.572] おざなり: たのしそう
[3026.793] (S)イエール: うおお
[3027.765] v_harumi_v: ｗｗ
[3027.793] unias2: 爆速
[3028.776] 1108044k: 速い
[3030.232] 泣き虫サクラ: ドラゴンを手玉やん
[3030.390] sussy_int: ほなええか
[3030.873] (S)sugi_tree3: 遊んでら
[3030.905] (S)蟹右手: ほなええか
[3031.202] ys120: めちゃくちゃ翻弄してる
[3032.050] yking0122: あ…
[3032.170] gyu_nyuu_pann: 遊んでるww
[3032.655] (S)kirama1097: 翻弄されてる
[3033.218] akira_s_: チーズになっちゃう
[3034.118] v_harumi_v: キャハハハハ
[3035.201] isekai7153: 見守り隊
[3035.503] prisira: 戦闘して遊ぶやべーこども
[3038.132] toro0524: これは友達
[3038.247] (S)~MISSING_COMMENTER_INFO~: ｗ
[3041.064] sh1zuku716: セーブした？
[3045.824] unias2: 近づくなぁ！😡
[3046.902] zangetsu1299: doodWat
[3048.269] (S)イエール: 近づくなぁ
[3049.033] fuan4444: これ全滅完全にやりなおし？
[3050.038] mukade3: 神曲きた
[3052.171] Jam10505: 捧げるまで一緒に遊んでたって訳？
[3052.274] prisira: ＢＧＭ神ぇ
[3052.550] yking0122: これイベント消えたかも
[3053.063] tsukikage_saga: 水竜は草
[3057.255] buretan555: 水龍だったら無理ゲーｗ
[3057.468] あり0221: 神曲きちゃあ
[3062.239] akira_s_: ボスBGM
[3065.687] gyu_nyuu_pann: いい曲だ
[3067.285] inumos: 神曲しかない
[3067.368] 残り8万: 水竜小さすぎる
[3068.176] zangetsu1299: atpDance
[3068.243] 泣き虫サクラ: 連携だ！
[3068.881] tsukikage_saga: こんな小物な水竜はいやだ
[3069.469] ys120: 水蛇だった
[3069.755] (S)kirama1097: 手下引き連れてくるタイプね
[3069.967] isekai7153: 水竜だったら全滅するんよｗ
[3070.035] aigamo0214: つまり蛇
[3070.839] prisira: 水蛇
[3071.621] シャンウー: やべぇ曲 鳥肌きたwww
[3071.843] snkfkn: リバァイアサンきた
[3071.862] (S)meat114kg: イトケンほんと神
[3080.039] forjc3rd: 勝つさ
[3084.582] buretan555: BGMいいね
[3084.803] (S)イエール: つんええ
[3086.027] kiton_taichi: ウメさんに好きにやってもらう方がいいよー、それを眺めるのが至高
[3086.774] inumos: １
[3088.454] isekai7153: 1
[3088.715] ys120: あくあさんが球に！？
[3089.703] sh1zuku716: よっわ
[3089.905] 残り8万: 1
[3091.467] toro0524: 1
[3091.530] (S)meat114kg: ｗ
[3092.388] arnhmci: ｗｗｗｗｗｗｗｗ
[3093.067] (S)monpiipop: ww
[3093.109] (S)sugi_tree3: 1
[3094.410] gyu_nyuu_pann: よんわい
[3095.766] hikky722: 4Head
[3095.908] kahaku91: GoldPLZ
[3099.367] jjjackass: かべさんよー
[3099.605] (S)~MISSING_COMMENTER_INFO~: 1
[3100.458] tsukikage_saga: 全力少年
[3101.381] isekai7153: 肉壁になれ
[3103.135] (S)イエール: 積み上げたものぶっ壊そう
[3110.087] (S)meat114kg: 悩むねえ
[3110.891] gorogorogorn: 神曲たまらん
[3111.137] fuan4444: 完全な壁にされる
[3111.374] おざなり: うんうん
[3111.977] buretan555: ひらめいてナンボ
[3114.783] あり0221: 今ミンサガ、スマホでもリリースされてるから気軽にできるよ
[3116.125] (S)monpiipop: ひらめけぇぇ
[3117.415] v_harumi_v: ああー
[3117.621] inumos: 主戦力が・・・
[3117.847] (S)~MISSING_COMMENTER_INFO~: ひらめけ！
[3118.069] prisira: ひらめきレベルあるからね
[3119.045] tsukikage_saga: 顔
[3119.206] (S)gularain: 主力死亡
[3120.337] maddy2623: そうなの？
[3120.892] (S)イエール: あああああ
[3120.909] pugya7: お、おわ。。
[3121.223] zanpei501: 殴った方が逆にいいとか？
[3121.324] spring__thief: ロマンシングにかける
[3121.584] isekai7153: 5
[3121.789] aigamo0214: 主力がああああ
[3125.430] gyu_nyuu_pann: ああああ
[3126.728] ys120: エース死亡
[3126.774] toro0524: オワ
[3127.188] tsukikage_saga: にげよっか
[3127.771] (S)イエール: よええww
[3129.896] sh1zuku716: これがロマサガ
[3130.497] tsukikage_saga: 逃げれるかしらんがｗ
[3131.692] (S)ponponguripon: 魔術師ー！
[3131.759] maddy2623: 悲報 セーブしてない
[3134.720] buretan555: スマホでミンサガって敵避けれる気がしないなｗ
[3138.159] (S)~MISSING_COMMENTER_INFO~: 負けイベか！？
[3138.997] natoooji: ボスにもスタン効くんか
[3141.222] daikun111: 大好きなロマサガやってる！
[3144.670] isekai7153: 言い過ぎｗ
[3144.786] (S)イエール: オートセーブきっとあるさ......。うむw
[3145.971] おざなり: 壁だ
[3146.457] kiton_taichi: あ、セーブ・・・
[3149.027] unias2: ゴミが代
[3153.306] (S)ponponguripon: 4！
[3154.103] v_harumi_v: おおおお
[3154.620] (S)meat114kg: あぶねえええええ
[3155.430] buretan555: 勝ったｗ
[3155.539] (S)kirama1097: 左端から殺していくスタイル
[3155.554] inumos: エルマン仕事した！！
[3156.085] isekai7153: 肉壁になったじゃんｗ
[3156.799] tsukikage_saga: ｗｗｗｗ
[3157.017] kiton_taichi: おおおおおお
[3157.207] forjc3rd: お前が倒すのか
[3157.770] (S)イエール: え
[3158.322] hikky722: ロマンシング！
[3158.978] tama_zx61: マジか
[3159.116] tsubomaru: セーブした方がいいよ
[3159.342] aigamo0214: ４でフィニッシュゲット
[3160.136] tsukikage_saga: ゴミじゃなかった
[3163.604] (S)sugi_tree3: おおお
[3163.977] v_harumi_v: びーねぇさま
[3164.275] kahaku91: PokSuicune
[3164.292] 残り8万: エルマンがいなければ死んでいた
[3164.653] ぷりにゃん: ｗｗｗｗ
[3165.165] unias2: 肉マン！
[3165.176] tsukikage_saga: ヒギャー
[3165.687] ys120: やっぱエルマンよ
[3166.380] とも8はる: 肉壁MVP
[3166.429] (S)イエール: 小パンぺチッ
[3168.118] gyu_nyuu_pann: おおおおお
[3168.765] もきち555: 肉壁ないすー
[3169.667] (S)meat114kg: 逃げるんかい
[3172.291] lutz001: そんな逃げ方
[3172.510] isekai7153: 2等身ｗ
[3172.917] (S)smile9104: ﾋｷﾞｬｰ
[3174.328] v_harumi_v: 楽しそうだったのに
[3176.425] buretan555: 普通に遊んでたよねｗ
[3176.667] gyu_nyuu_pann: 肉壁ナイスゥ
[3178.888] tsukikage_saga: やったね
[3180.825] (S)sugi_tree3: 顔デカすぎ
[3181.965] (S)gularain: オートセーブなの？
[3185.363] hikky722: エルマンいなかったら負けてた
[3188.543] (S)イエール: この曲好き
[3192.202] (S)~MISSING_COMMENTER_INFO~: 逃げてたのか
[3192.606] isekai7153: 金うめえ
[3195.010] tsukikage_saga: ２００金も！
[3195.396] (S)meat114kg: 金だあああああああ
[3198.279] あり0221: やばい大会よりサガ見てたいw
[3199.678] buretan555: レッドブル買えちゃう
[3201.270] (S)イエール: 200金！！
[3202.168] sh1zuku716: 円ではない
[3202.180] tabibitox: 円
[3203.125] ぷりにゃん: そんなもんよ
[3204.152] ys120: えいたさんは30万なのに・・・
[3205.137] zanpei501: やくざか
[3205.310] (S)kirama1097: 学費あるから
[3205.483] tsukikage_saga: ｗｗｗｗ
[3205.874] v_harumi_v: この人にとっては大金なのよ
[3206.001] シャンウー: 言ったらあかん
[3206.117] jojojo3311: セーブはいつでもできる
[3209.538] maddy2623: その言葉が聞きたかった
[3211.671] toro0524: お金目当てｗ
[3212.715] unias2: ここ開拓村ぞ？ 子供なんて産めばすぐって思っとるよ
[3213.710] sh1zuku716: 1金＝1万かもしれない
[3214.570] 泣き虫サクラ: 旅芸人ってやっぱそういう人種なんだ・・・
[3216.656] spring__thief: いいBGM
[3216.791] とも8はる: 金だからもっとするよw
[3224.545] LGA2011: BJはなんだかんだタダにしてくれる
[3232.912] 残り8万: ド田舎だしなあ
[3233.024] (M)Moobot: ** これ、配信で使ってます ** → オススメ https://hyperx.gg/3F6rGNO
[3238.135] buretan555: 金はすべてを解決する
[3239.188] (S)イエール: いいねぇ
[3239.843] (S)meat114kg: せやな
[3240.741] sh1zuku716: paytowin
[3240.793] jjjackass: そうそう
[3240.798] (S)monpiipop: すべては金
[3241.087] inumos: 世の中金やで！！
[3243.331] tsukikage_saga: お金は大事だよ～
[3243.580] おーとん: ほなエルマンに金かけるか
[3245.431] ぷりにゃん: そこに気づくとは
[3246.093] isekai7153: この世は金 ゲーム内でもね
[3246.315] hikky722: システム複雑すぎ
[3246.351] ys120: 3000万吹っ掛けて断られたら勝手に助けに行く
[3249.840] (S)brunoman1: 子どもごころで
[3251.598] あり0221: 金とジュエルは貴重
[3253.365] (S)イエール: エルマン「ワシにも......？」
[3254.428] 泣き虫サクラ: カネやで
[3254.665] daikun111: ステルスと忍び足が一番大事
[3255.210] lutz001: BJは払えるヤツからはちゃんと取る
[3255.390] unias2: 投資は力
[3262.575] tsukikage_saga: さて、なにしよう
[3265.231] aigamo0214: だからこそ周回してまうんやね
[3273.989] ぷりにゃん: 武器屋最強説
[3276.988] 残り8万: 馬はおいてきた
[3281.710] buretan555: 車ないんだっけ？バーバラ
[3284.123] sh1zuku716: 馬車・・
[3294.481] CARNO_JPN: これってゲームオーバーになれば、タイトル画面から？
[3298.486] daikun111: 修理できるよ
[3301.201] kiton_taichi: 修理可能
[3301.864] あり0221: 修理
[3303.022] sh1zuku716: 宿屋
[3303.269] 残り8万: 宿屋で休むと治ります
[3305.710] totoro2500: 壊れてもなおせる
[3309.669] forjc3rd: ksk呼ばないと
[3312.251] tsukikage_saga: 戦闘を早く終わらせたいと思ったら右スティックおすといいよ
[3315.262] daikun111: 武器屋へ
[3325.525] dopweb: 全滅はタイトル画面だね
[3325.848] あり0221: 赤い色の技使うと分母の数が減る
[3328.631] (S)イエール: メンおじに修理してもらおう
[3328.725] sussy_int: なんで寝たら武器が直るんだ
[3331.286] daikun111: 宿屋は改造してないのだけね
[3332.582] buretan555: 倍速モード便利だな
[3340.065] totoro2500: 武器屋で改造した装備以外は宿で直せる
[3341.536] Jam10505: ウメちゃんちょこちょこセーブしないと詰むぞ
[3343.448] kurone_2022: 乗り捨て馬車
[3344.681] tsukikage_saga: 倍速モードは神
[3346.876] eclair_white: 宿屋の普通以上ですね
[3346.882] shinra0721: 戦闘も倍速なる
[3348.296] sh1zuku716: ただ？
[3351.464] maddy2623: なんだぁ
[3351.720] kiton_taichi: 倍速は初見時に感動した
[3352.667] (S)~MISSING_COMMENTER_INFO~: 馬車置いてくの？
[3353.976] aigamo0214: お高いだけある
[3355.558] (S)meat114kg: するよー
[3357.120] isekai7153: 無料って馬小屋思い出す
[3357.758] (S)蟹右手: 出張サービスでもしとんか
[3366.677] ao_456: いまって２倍？設定いじれば最大３倍速いけなかったっけ？
[3373.333] ぷりにゃん: ｗｗｗｗｗ
[3373.838] shinra0721: オートセーブもあるよ
[3374.059] (S)イエール: ww
[3374.172] (S)meat114kg: ｗｗｗ
[3374.363] (S)gularain: ｾｰﾌ
[3376.018] (S)蟹右手: やっぱ気付いてなかったんだ
[3376.381] tsukikage_saga: ぬるくない
[3377.115] FirstBlood_GG: 早い早い
[3378.218] maddy2623: ボスで死んでたらアウトだったよ
[3378.902] sh1zuku716: がちでボス前はセーブしたほうがいいｗ
[3380.446] zanpei501: 馬はやｗ
[3381.122] (S)monpiipop: あぶねーw
[3381.160] isekai7153: はや
[3381.371] gyu_nyuu_pann: ぬるくない！
[3382.214] buretan555: ブーン
[3383.887] (S)~MISSING_COMMENTER_INFO~: ぶーん
[3384.026] ys120: ボスに負けても直前に戻される最近のRPG
[3384.506] tsukikage_saga: ブーーーン
[3384.593] だいこん_: umeYay
[3385.187] toro0524: はっやｗ
[3385.587] v_harumi_v: 馬なのにぶーん
[3386.590] nikukuisugi333: はっや
[3387.112] ぷりにゃん: プルプルしてるｗｗｗｗ
[3388.697] (S)sai927: 暴れ馬
[3390.463] moyashi117: あばれてるｗ
[3392.333] シャンウー: ぶーーんってww
[3392.587] hikky722: ｗ
[3392.870] (S)~MISSING_COMMENTER_INFO~: 挙動いいねｗ
[3394.350] isekai7153: 確かに馬なのにぶーんてｗ
[3394.912] 残り8万: ひいた
[3395.187] (S)meat114kg: ひき殺したねえ
[3396.044] kurone_2022: ひき逃げだああ
[3396.238] inumos: ひきころしたｗ
[3396.692] ぐぐっす: 轢いた
[3397.684] buretan555: つえーｗ
[3397.940] kiton_taichi: おや・・・？
[3399.513] あり0221: 馬車つええええ
[3399.889] ys120: 馬＞魔物
[3400.054] aigamo0214: サイッキョ
[3401.537] (S)~MISSING_COMMENTER_INFO~: クンクンしてる
[3403.367] おーとん: これでいいじゃん
[3403.644] chikachikabonito: umeYay
[3404.313] gyu_nyuu_pann: サイッキョ
[3404.836] oheya36: つええ
[3404.890] すいそう: 馬車がビーストやん
[3406.458] (S)mt7f: バーバラだけの特権
[3406.731] toro0524: 轢いてる
[3407.824] シャンウー: もう子供に戻ってるやん王
[3408.167] lutz001: 轢殺していく～
[3408.310] ariszkakf: ファイナルベント
[3416.185] daikun111: これ普通に雑魚戦いで全滅するゲームだからこまめにセーブ必要よ
[3416.502] suichoku_wakibara: 馬車が世界を救う！？
[3417.128] おざなり: もう馬車が主人公でいいや
[3419.106] moyashi117: 馬車もう主人公やん
[3419.165] あり0221: この道最終決戦前も通るから感慨深いよ
[3422.978] hikky722: ウマーイン
[3424.212] 残り8万: これで洞窟いけば余裕だった
[3424.367] v_harumi_v: リニア
[3427.203] gyu_nyuu_pann: ビースト(馬)
[3427.430] maddy2623: 酒場に誰かいる？
[3429.872] (S)~MISSING_COMMENTER_INFO~: 宝具
[3430.740] (S)monpiipop: タルミッタきたー
[3433.947] (S)gularain: 色合いほんといいなあ
[3434.341] (S)蟹右手: 原哲夫漫画の馬かよ
[3434.405] zanpei501: 馬だけでいい
[3436.315] natoooji: アセルスもひこう
[3437.082] isekai7153: タルミッタだあ
[3437.111] シャンウー: ダルシム いそう
[3438.649] (S)しゃくれ: 懐かしい
[3440.682] ys120: 魔物は馬を恐れて洞窟に隠れている？
[3443.863] (S)イエール: ジャミル？
[3446.007] おーとん: マジでなつかしいなぁ
[3446.106] あり0221: 子供が超うざい街行こうw
