[15.229] 熊ビッグベアー: 1gett-!
[5592.176] mugi_yu: ここからでも逆転するのがGo1なんよね
[5592.509] やきそばぬ: ｗ
[5592.612] ~MISSING_COMMENTER_INFO~: ｗ
[5593.299] ギアふっしー: まずーい
[5593.471] char1iebr0wn: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[5594.626] prisira: さすがにやりすぎだろこれ
[5594.700] (S)nihonsyu_: ｗｗｗｗｗｗｗｗｗｗｗ
[5594.915] fatandsmile: あれ？
[5594.923] roa_silk: ｗ
[5595.738] mukiryoku_mkr: キャラさあったぁｗｗｗ
[5596.041] highspeedwarakia2: おしい
[5596.732] ペプシ男: 突っ込むスピードは遅いのにな
[5597.084] porcupinepine: えっ
[5597.092] peperon17: ウメちゃんどうして
[5597.267] 二コラ: あ
[5597.783] sei_6: 波動拳どこいった？
[5597.814] tabibitox: ウメちゃん？
[5598.672] jony_avion: ウメちゃんどうして
[5599.085] スカプル: カプコン的にはモダンは初心者向けってわけじゃないしプロでもなんでもどんどん普及してほしいんやろな
[5599.130] (S)maya_g01: ああー
[5599.477] (S)nhhhe: ウメちゃん・・・
[5600.080] tinibari: w
[5600.116] (S)m1s4m0: umeFail
[5601.679] naa777: キャラ差でたな
[5601.852] (S)latenight000: これウメちゃんじゃないでしょ
[5603.692] renoarenoa: おじいちゃん
[5603.832] siiidmo: 岸田どかないねぇ
[5603.849] y0rmammu: icuhatErPACKWATCH
[5604.474] masabonchicken: ウメちゃん！？
[5604.616] uudege: みぐるしいバーンアウト
[5604.838] hoemin247: どうして…
[5605.373] maddy2623: ウメちゃん！？
[5607.485] gajpmwtdpw: どうして...
[5607.596] icyblue1985: 剛一
[5609.900] porcupinepine: ｺﾞﾒﾅｻｲｯ
[5611.964] mukiryoku_mkr: ウメちゃん俺くやしいよ.....
[5613.263] AeroTheFallenAngel: Hadokens dont do chip damage anymore?
[5613.872] DandyCheeks: no more fireballs against lv3 luke
[5614.120] takahashiseigi: SF力、GO1かーw
[5615.039] chicken_dumpling: daigo getting knowledge checked
[5619.177] (S)fahmy0825: I can't believe you can react with Super from that long range like that
[5619.335] やあああ: 楽しそうでいいなぁ
[5620.336] booby_one: ぴぃ
[5622.146] kiton_taichi: スト５のEXソニックの癖だな
[5623.574] porcupinepine: GO1攻略チームになってるの草
[5623.668] (S)1108044k: 真空も弾抜けさせろ
[5624.338] hogehoge314159: GO1何連勝してるんや？凄すぎる
[5625.180] ppooppy: どぐらならなぁ
[5625.289] ys120: 弾見てから返してくるCPUみたいになってる
[5628.891] DandyCheeks: @AeroTheFallenAngel only if youre burnt out. otherwise they do chip to drive bar.
[5629.383] (S)latenight000: ぴゃ～
[5629.960] RKC48: ウメちゃん弾あんまパリィしないね
[5630.298] ギアふっしー: えいたがんばって
[5632.892] sndkzfm1: スト6力が高いGO1
[5635.207] sweet_19: ***
[5636.441] ShIMUka: モダンって別に簡単じゃないしね
[5637.807] lostvayne91: @FahmyAbdul0825  was that a light hadoken?
[5642.130] AeroTheFallenAngel: @DandyCheeks oh ty
[5645.129] mukiryoku_mkr: 機械GO1
[5646.388] ~MISSING_COMMENTER_INFO~: ごーちゃん負けないなあ
[5646.456] yousuke778: 関おばつええ
[5646.596] sweet_19: 弾抜けの距離が異次元すぎる
[5650.285] balthazar000: 梅さんは追いつく人
[5650.800] takahashiseigi: GO1が、どんどん上手くなってるじゃんw
[5651.067] japonism: 真空も真昇竜もルークと比べると屁なんだよな
[5651.472] plumfield_kemono: GO1太强了
[5654.391] porcupinepine: えいたが連れてきたんだから責任取って
[5659.584] DandyCheeks: @AeroTheFallenAngel if youre burnt out everything can chip kill also
[5663.025] ぬーぼー2: このゲーム「思ったより届く」って結構あるきがする
[5671.059] sweet_19: なるほど
[5675.172] sweet_19: 思ったより届く、かぁ
[5678.799] (S)fahmy0825: @lostvayne91 Seems like it, but even so, that's nearly full screen.
[5692.854] めっとくん: スト6自体コンボルートどんだけあんだよって状態
[5694.755] jony_avion: っぱスタートダッシュ五神なんだよねＧＯ１
[5696.338] (S)daichan1200: ゴーちゃんずっと座ってるなぁ
[5697.755] lostvayne91: @FahmyAbdul0825  cuz thats nuts if its a light hado.
[5704.091] ppooppy: トッププロだと最終的に弾打たなくなってきそうだな
[5710.259] (S)fahmy0825: @lostvayne91 Needs to rewatch
[5721.822] roa_silk: SA1の使いやすさはかなり重要だなぁ
[5722.047] レム__: 右の人100円しか使ってない
[5724.454] japonism: サプは遅らせないと人の反応だと投げられるよね
[5726.197] (S)perfecttakahashi: 正直弾弱いよね
[5726.508] あり0221: モダン全く簡単じゃないよね。初心者帯はワンボタンぶっぱが猛威を奮うだろうけど
[5729.108] _ちとせ_: ドライブラッシュは、
[5734.158] prisira: あの距離抜けられるのはまじできついよな
[5736.835] heishosann: マノンとかSA1球抜けあるからな
[5744.697] sndkzfm1: リュウはまた使われなくなるようやな
[5745.119] (S)m1s4m0: そんなあなたにダイナミック
[5748.475] _ちとせ_: ドライブラッシュは、近めなら弱ｐとかで止められるのね
[5751.212] スカプル: このゲーム弾じゃないのか？
[5754.185] エムファイ: エムファイ subscribed with Prime. They've subscribed for 8 months, currently on a 2 month streak! 
[5755.726] takahashiseigi: 弾撃ちはルークの弾性能なら分かるけど、リュウの弾性能は…
[5758.174] fatandsmile: 結局ルークの弾速がないと打ち合えない感あるなあ
[5758.230] 目付きワルオ: なんかひっかけてからのラッシュがひどい
[5765.750] (S)fahmy0825: Ryu looks more and more weaker than Luke the more I see Ryu vs Luke gameplay. Maybe Phenom is right that Luke is better than Ryu
[5766.587] roa_silk: アシスト押したり離したりして技出すの難しいわ
[5784.558] (S)daichan1200: 「飛び道具は最強の地上技となる」
[5787.491] ShIMUka: クラおじのマッスルメモリーが邪魔するってだけでゼロから触る人にはモダンの方が簡単かもしれないけど
[5790.136] あり0221: 地上戦ガチでやりだしたらクラシックよりむずいと思う
[5795.710] balthazar000: 集中 しないとダメか
[5799.898] tukumi07: グラップの猶予長いんだ
[5811.400] やきそばぬ: 結局初心者はクラシックとモダンどっち練習すればいいんだろう
[5812.911] japonism: 通常技は出しやすいと言ってないのがモダンのミソよな
[5814.714] porcupinepine: まーじか
[5826.891] takahashiseigi: 弾性能、何で波動が、砂より弱いのよw
[5829.486] jony_avion: 初心者がクラシック練習する理癒なんかないやろ
[5829.686] tktkappaking: 咄嗟の大足差し替えしとかがモダンは2ボタンなのがキツい
[5830.122] (S)憂う者の弟子: やっぱ格ゲーは棒よ
[5832.541] めっとくん: えいたスト6本気宣言してるけど、スト5に本気で向き合って7年間過ごしたゲーマーに勝てるんか？って思ってしまう
[5834.005] レム__: 初心者はやりやすいと思うほうでいいんじゃない？
[5835.276] uudege: 原人がりい
[5835.847] ギアふっしー: ＰＡＤで入る初心者はモダンじゃね
[5851.539] やきそばぬ: モダンか
[5851.773] jentillak: no extra chair for daigo?
[5863.563] (S)m1s4m0: 負けたやつは立ってるのさ
[5864.008] sndkzfm1: PADモダンやろなぁ
[5869.699] のってる: サンブラジャストしてラッシュするのやめてほしい
[5875.858] poroncho4: パリィダッシュで弾確反になるのか
[5876.256] やきそばぬ: no chair for loser
[5880.651] ペプシ男: 初心者はモダン一択じゃないの、別に後からクラシックの練習もできるし、まずは楽しいと思う方が大事
[5881.521] (S)brutal9998: 真ん中に立ってるのは何十年本気で向き合って来た化け物
[5882.442] (S)4444446666: そりゃめちゃくちゃ差があるだろうな  だからその分めちゃくちゃやると。きっとそういうことなのだろう
[5884.718] tora6666: パッドでもクラシック、意外といけるよー
[5886.282] 記入漏れ: クラシックでやって、技が出なくてブチギレたらモダンやりゃいいよ
[5887.992] LuTiaa: 負けた人が立ってるのもゲーセンぽくていいよね
[5889.166] jentillak: @やきそばぬ 
[5892.936] MasterDerico__: Daigo is the judge
[5894.637] スカプル: Padだとクラシックより断然モダンのがな
[5900.465] ShIMUka: 上落とせるってだけで気持ちいいもんな
[5900.797] プリズムパワー: 他の格ゲーもしたいとかならクラシックかなぁ
[5904.183] (S)asaka139: オフ対戦楽しそう。
[5907.601] japonism: ジャスト精度高いな
[5907.953] (S)mobageiskusoge: nice reaction from eita
[5909.650] uudege: ごーちゃんこのゲームあってそうだな
[5921.229] tabibitox: ｲｲﾖ
[5921.650] tora6666: 早く製品版したいよ
[5923.388] スカプル: いうて他の格ゲーも六ボタンってわけちゃうし
[5925.833] (S)edgawatinpo: カワノみたいにスト５から始めて最強になった人もいるし
[5927.065] porcupinepine: 人間モダン 人間モダン
[5931.098] char1iebr0wn: 6ボタンは多すぎる
[5933.964] (S)m1s4m0: ルークって難しそう
[5934.301] ebityper: 原則アシストボタンは通常技使い分けボタンじゃなくてアシストコンボボタンなんでね・・・
[5938.784] いちたすいちわ: 反応ゲーすぎる
[5939.604] prosciu: ああ
[5943.515] (S)latenight000: 人間モダンGO1
[5944.736] porcupinepine: 6ボタン？ふふっ11ボタン
[5948.172] (S)brutal9998: 半年後対応型のプレイヤーがどうなってるか
[5948.804] yuki_m5: looser should stand to watch the game
[5949.039] takahashiseigi: ウメさん、大人の事情で、ヒトボ縛り？
[5949.301] (S)失地王: ジャスト入力って最速風神拳みたいな感じですか？
[5953.068] japonism: 投げでもタイミング合えばいいんだけどな
[5953.900] プリズムパワー: モダンはスト６特化過ぎて他の格ゲーに活かせなくない?
[5957.081] (S)mojira_2222: 弾抜けならリュウのSA2も弾抜けできるけどね しかもガード仕込みながらでいいしインパクトとラッシュ見分ける必要もない
[5959.545] ぬーぼー2: 指は１０本しかないのに１１ボタン・・・・
[5961.142] そうたマン: bday100
[5965.046] (S)らすたねこ: 冷静に考えると6ボタンってむずすぎるよな…
[5969.583] moricocoa: 他の格ゲーやるのはもう相当モチベ高いね
[5973.711] pengetop: これは関東人が大阪に遠征するレベル
[5980.277] thmelagi: ゆーてキーボード操作するのもせいぜい8本ぐらいやろ
[5989.128] japonism: ギルティギアとか通常技強くてモダンみたいなもんよ
[5990.671] (S)brutal9998: 逆に考えるんだ、スマブラの人たちがモダンに寄せやすいのだと
[6004.359] japonism: モダンだってコマンド入力一切ないわけじゃないから
[6004.587] porcupinepine: よう投げた
[6006.924] (S)れんぞね: モダンもちょっと頑張ろうと思うとコマンド必殺も混ぜるからやる気あるなら移行も
[6011.637] (S)nihonsyu_: まじｗｗ
[6013.146] moricocoa: 人間モダン
[6014.893] (S)m1s4m0: 美し
[6015.425] prosciu: ですよねー
[6015.492] tabibitox: 甘えた
[6017.006] fatandsmile: はっや
[6023.435] towai8: クラシックやって挫折するよりモダンでいいっしょ
[6023.711] tonikha: 反応早い
[6025.119] ギアふっしー: Ｖ勢 ＦＰＳ勢 スマブラ勢がモダンで始めてくれるかもしれない
[6026.255] jony_avion: 心配しなくてもグラブルでスマブラ勢が活躍した訳じゃないし６でも無理よ
[6032.848] ariszkakf: もしかしてごーちゃん一生座ってる？ｗ
[6042.168] sndkzfm1: GO1はきちんと相手の動きへの回答持ってるな
[6042.566] masabonchicken: オタク運びコン
[6045.191] sweet_19: ゲーセンやなぁ
[6048.490] roa_silk: ごーちゃんはまだ100円しか払ってない
[6050.107] takahashiseigi: ウメハラハンター連勝記録を、GO1が塗り替える
[6050.177] prisira: ルーク見てるとやっぱリュウ足りないよな
[6051.228] ぬーぼー2: お尻と椅子がくっついちゃってる
[6053.727] sweet_19: また中段ｗ
[6061.228] japonism: なんだその伸ばし方はw
[6063.584] (S)1108044k: 強すぎる
[6063.706] sweet_19: おおおおおおお
[6065.290] fatandsmile: ｗｗｗ
[6065.436] (S)nihonsyu_: ｗｗｗｗ
[6065.495] (S)憂う者の弟子: ぺち
[6065.629] sweet_19: まじかよｗｗｗ
[6066.217] ariszkakf: ｗｗｗｗｗｗｗ
[6067.323] char1iebr0wn: ひええ・・・
[6067.361] ギアふっしー: 体力持ってませんよえいたさん
[6067.695] くまたく: ごーちゃんは躊躇なく最強キャラ使う宣言してるしCPT上位は硬いやろなぁ
[6070.508] (S)れんぞね: 気持ちよくなる〜
[6070.746] moricocoa: いうほどいけるか？
[6071.266] fatandsmile: 耐えず
[6072.077] (S)latenight000: "追いついた"
[6072.658] jony_avion: 判断力がダンチや
[6073.090] (S)onihey: ふざけてんのはお前だよ
[6077.082] roa_silk: それさっきも聞いたぞｗ
[6077.173] lostvayne91: did he jab him out of d impact?
[6077.570] porcupinepine: 明日って今さ
[6078.305] japonism: 3-0
[6079.000] poroncho4: 次いける(0-3)
[6079.297] (S)nhhhe: 3-0
[6080.806] chorichoris: 次かー
[6083.760] mugi_yu: 次行けるな
[6084.844] ShIMUka: 勝ってるやつがずっとプレイできるからどんどん差が開く現象
[6086.869] icyblue1985: ハメや
[6088.005] masabonchicken: 早すぎてコパンスカっちゃう！？
[6089.212] (S)brutal9998: 次行けると言う名の0-3
[6089.755] 1678923482: えいたの楽しいスト６終わってしまうのか
[6091.547] (S)gazesd: 意識たけえ
[6092.762] berocyuu: コパンすかる？？
[6096.225] ギアふっしー: ３－０ ２－１ ３－０ ３－０？
[6097.430] レム__: このおばちゃん強すぎる
[6102.167] sndkzfm1: ゲーセン文化
[6105.631] porcupinepine: 人間モダンという強みだけで勝ってきたが、相手も人間モダンだった
[6106.452] jony_avion: えいたとＧＯ１が同キャラで一生えいたがボコられてるのにルークの方が強いは流石に判断が早すぎる
[6107.038] moricocoa: えいたもスト6に賭けてるから
[6107.994] (S)daichan1200: 反応早すぎる心配でした
[6108.432] ZiralDD: @lostvayne91 didnt have to life to armor through
