[3.336] nito1116: radaoMoeru
[5908.783] mirina017: wwwwww
[5909.317] (S)96猫3: wwwwwwwwwww
[5909.864] peace3511: 誰やねんw
[5910.114] (S)もあり: wwwwwww
[5910.331] sjindoa: それはそう
[5911.020] haru_anura: wwwwwwwww
[5911.062] ni4_maru: swww
[5911.105] akachanpetto: 公式チートwww
[5912.372] sjindoa: wwwwwwwww
[5913.249] たいやっき: wwwwwwwww
[5914.806] otumaro: 誰やねんw
[5917.132] ayunosioyaki0223: やれやれやれ
[5919.928] takuann9500: www
[5927.231] 弥紅: 誰視点
[5935.748] (S)きのここ: ないす
[5937.957] 愛の林檎: ないす
[5939.248] もずく_37: naisu
[5939.431] ye1118: ないす
[5940.043] (S)つむじのきもち: 帰ってきた誰視点
[5940.271] nobume0v0: ないす
[5941.161] もずく_37: ないす
[5941.569] ni4_maru: ないす
[5942.256] (S)ｻｧｻ: うま
[5943.514] mizusakura0326: ないす
[5944.375] ye1118: ないすー
[5948.366] otumaro: うま
[5948.778] nyankichi_773: いいね
[5950.787] まだら25: うま
[5955.298] (S)にわすずめ: ないす
[5955.529] blend523: ないす
[5955.709] ayunosioyaki0223: ないすー
[5957.440] (S)きのここ: ないす～
[5957.501] (S)ayanonn0708: あ
[5957.819] charlotte0ra: ないす
[5958.213] オレオおおおおおお: ないす
[5958.596] (S)ウツル: つよすんぎ
[5958.842] nobume0v0: ないすぅ！
[5959.261] ギンナン: おお
[5959.466] ayunosioyaki0223: お
[5959.515] (S)にわすずめ: お
[5959.893] ye1118: うま
[5960.385] otumaro: ないすー
[5960.519] kinugoshi_douhu: ないす
[5960.692] (S)96猫3: ないす
[5961.652] ni4_maru: お
[5961.857] 縮緬雑魚: いいとこどりのらっだぁ
[5962.051] nyankichi_773: ないすー
[5962.116] aikinkin07: あ
[5962.670] 愛の林檎: キルリいいね
[5963.168] peace3511: ないす
[5963.401] (S)96猫3: お
[5963.401] ye1118: つよー
[5963.875] (S)わらびもち_11: ないす
[5965.055] nyankichi_773: radaoKitya
[5965.984] ni4_maru: ないす
[5966.147] (S)あーしゃん: ないすぅ
[5967.374] (S)yu_hi3: キルリないす
[5967.930] (S)きのここ: うま
[5968.490] ayunosioyaki0223: やったれ
[5970.017] 愛の林檎: うんま
[5970.200] Ishio_62113125: うま
[5970.265] ただの絵描き: ないす
[5970.441] (S)haruneo_s: radaoBanzai
[5971.667] mochi_00v: うま
[5971.862] mizuno0624: CSO？
[5971.949] ni4_maru: うっま
[5972.818] (S)96猫3: つっよ
[5973.174] otumaro: うま
[5973.750] (S)もあり: うま
[5973.920] ye1118: ないすー
[5974.344] (S)ｻｧｻ: ないす
[5974.673] 弥紅: ナイスキルリ
[5974.768] sjindoa: ないすぅ
[5974.884] oshousantotanbo: つっよ
[5975.038] aikinkin07: すげ
[5975.355] (S)dinosaursan: うま
[5975.828] (S)わらびもち_11: うま
[5975.999] yuya_kura: うま
[5977.178] ye1118: うまあ
[5977.422] Ishio_62113125: ないす
[5978.450] frogflingpstfst: うまぁ
[5978.533] (S)Fukenn59: CSGO!?
[5979.006] もずく_37: ないすー
[5979.352] (S)きのここ: おｃ
[5979.436] otumaro: いいね
[5980.120] crowsuke96: おｃ
[5980.867] (S)抹茶の午後: うっま
[5980.889] (S)ayanonn0708: おｃ
[5981.295] ほんごう14: うま
[5981.658] あっすー_: おc
[5982.334] 愛の林檎: おc
[5983.207] mizusakura0326: うま
[5984.467] sjindoa: おc
[5984.522] ayunosioyaki0223: おc
[5985.020] peace3511: おc
[5985.189] kagura_kiba: おc
[5986.219] ye1118: ないすー！
[5986.458] えぬあい: ぎゃち
[5987.275] mikan_san: ぎゃちローか
[5987.292] oshousantotanbo: うま
[5988.173] ni4_maru: おc
[5988.313] (S)96猫3: おc
[5988.964] くろざき: おc
[5990.368] (S)きのここ: ないす
[5991.814] (S)にわすずめ: ないす
[5992.965] aikinkin07: おc
[5993.075] 愛の林檎: ないす
[5994.984] nobume0v0: うまい
[5996.602] sjindoa: ないすぅ
[5996.740] ye1118: ないす
[5996.788] ni4_maru: ないず
[5997.653] ただの絵描き: うまい
[5997.833] mizusakura0326: ないす
[5998.510] (S)きのここ: え
[5998.957] 銀河ポテト: 気持ちよ
[5999.620] nyankichi_773: ないす
[6000.381] りょう_0224: ナイス
[6001.388] ほんごう14: ないす
[6003.203] sjindoa: え
[6003.718] ye1118: うまい！
[6009.956] ほんごう14: え
[6012.367] ただの絵描き: え
[6016.068] aikinkin07: え
[6018.483] aikinkin07: (。=｀ω´=)ぇ?
[6020.677] ボンレスキャベツ: 今北どんな感じですか？
[6021.513] otumaro: あぶない
[6021.847] ayunosioyaki0223: めっちゃいるやん
[6022.134] nobume0v0: いすぎや
[6024.063] 愛の林檎: 漁夫祭り始まった
[6024.247] ye1118: お！
[6024.302] Ishio_62113125: いすぎじゃね？
[6024.358] ほんごう14: めちゃくる
[6026.543] aikinkin07: !!!Σ(ﾟﾛﾟ!(ﾟﾍﾟ?)???
[6027.191] oshousantotanbo: 漁夫ばっかやんけ
[6027.440] robstar1008: デスマッチ
[6030.821] (S)ウツル: お祭りやん
[6031.618] oli_liriri: 3O1のエイム良すぎやろお前
[6032.450] Ishio_62113125: 無限漁夫
[6033.272] (S)ayanonn0708: トリオもぐってます
[6037.163] sennpuki222: 返り討ちだーー！！
[6037.305] otumaro: いるね
[6038.985] sennkou28: めっちゃ練習できるｗ
[6046.788] きなこもち46: 無言で倒してる
[6049.453] (S)haruneo_s: みり
[6049.657] 愛の林檎: いった
[6051.085] (S)ライリキ: めっちゃいい感じ！
[6051.141] aikinkin07: あ
[6051.618] オレオおおおおおお: おおおお
[6052.906] 縮緬雑魚: ナイスカバー過ぎる
[6054.012] ぱけ: 死なないと
[6054.063] (S)あまりものの: あぶな
[6054.389] miamio121: おおお
[6055.065] touhu2553: あっっ
[6055.360] (S)96猫3: あっぶ
[6056.334] ほんごう14: おお
[6057.163] (S)ｻｧｻ: たえた
[6057.820] sjindoa: w
[6058.865] otumaro: あぶな
[6058.935] miamio121: あっぶ
[6059.176] ayunosioyaki0223: ないすカバーすぎ
[6059.988] のいたぬ: しなないと
[6062.174] ye1118: あぶなw
[6062.370] iodaon: ナイス耐え
[6062.539] higiomi: G並みの生命力
[6063.873] ほんごう14: なぜ耐えた
[6065.394] da1marrrr: 漁りすぎね
[6067.518] るぴちゃん_: 生きたねぇ
[6069.231] nyankichi_773: あぶね
[6074.611] Ishio_62113125: ショガンボな？
[6075.674] 弥紅: はっや
[6079.360] gurimuu: 落ち着いて頑張れ〜
[6079.434] (S)にょまれ: さっきあったけどね
[6080.348] touhu2553: なんで生きれるんだ
[6081.741] (S)buchibuchichann: 今北わこらだ
[6085.804] (S)きのここ: 失礼しま～
[6088.499] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[6088.575] バナナチ: radaoFight
[6089.124] touhu2553: ないす
[6093.141] (S)きのここ: wwwww
[6094.116] 愛の林檎: つんよ
[6096.203] hima_norita: www
[6096.839] aina___10812: ｗｗｗ
[6097.009] sjindoa: wwwwwwwww
[6097.126] mochi_00v: wwwwwww
[6097.265] nyankichi_773: wwwwwwwwww
[6097.618] あっすー_: wwww
[6097.804] えりさ_: www
[6098.080] (S)96猫3: wwwwwwwww
[6099.791] fh0522: 窓
[6100.899] touhu2553: ｗｗｗ
[6101.046] frogflingpstfst: ｗｗｗｗｗｗ
[6101.057] nobume0v0: www
[6101.463] otumaro: wwwwwww
[6101.503] (S)yuriira: 窓から
[6101.804] peace3511: ww
[6101.951] ゴミ以下でごめん: 窓やねそこは
[6102.637] oshousantotanbo: wwww
[6104.279] ayunosioyaki0223: www
[6104.654] touhu2553: やば
[6105.518] ryuta_25: 今北
[6106.586] 愛の林檎: wwwwwwwww
[6107.569] (S)きのここ: wwwwwwwww
[6108.370] (S)にわすずめ: wwwwwwwwww
[6109.485] Ichigo_Strawberry15: www
[6109.948] touhu2553: ｗｗｗｗｗｗｗ
[6110.838] charlotte0ra: wwwwwwwww
[6111.921] crowsuke96: ｗｗｗｗ
[6112.135] honehone_2: wwww
[6112.156] Ishio_62113125: wwww
[6112.534] えりさ_: wwwwwwwww
[6112.699] peng1130: wwwwwwwwwww
[6113.355] nobume0v0: wwwww
[6113.526] (S)ウツル: ｗｗｗｗｗｗ
[6113.953] (S)にわすずめ: wwwwwwwwwwww
[6114.088] sunomono8: wwwwwwwwwwww
[6114.096] nakihai556: wwwwwwwwww
[6114.658] 愛の林檎: 置いていかれがち
[6114.748] (S)96猫3: wwwwwww
[6115.164] sjindoa: wwwwwwww
[6115.164] ichinomyo_taro: wwww
[6115.184] aina___10812: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
[6115.204] frogflingpstfst: ｗｗｗｗｗｗｗｗ
[6115.464] miyamiya138: wwww
[6115.476] んさく: wwwwwwwwww
[6115.484] (S)わらびもち_11: wwwwww
[6115.569] (S)ayanonn0708: wwww
[6115.579] miamio121: wwwwwwww
[6115.739] himikokichi_06: wwwww
[6115.894] Ichigo_Strawberry15: wwwwwwwwwwwwwwwwww
[6115.921] (S)あーしゃん: wwwwwww
[6116.058] ayunosioyaki0223: wwwwwwwwwwww
[6116.060] れもんちぃ0: wwwwwwwwwww
[6116.163] mizuno0624: wwwwwwwwwww
[6116.411] (S)いちうら: ｗｗｗｗｗｗｗｗ
[6116.414] (S)あまりものの: wwwwwww
[6116.762] まだら25: wwwwwwww
[6117.215] mizusakura0326: wwwwwww
[6117.245] オレオおおおおおお: wwwwwwwwwwww
[6117.407] 愛の林檎: wwwwwwwwwwwwwwwww
[6117.464] (S)kuugay0905: wwwwwwwwww
[6117.590] fh0522: wwwwwwwww
[6117.608] cha_ti: wwwwwwww
[6117.684] yona_0724: wwwwwwww
[6117.764] hima_norita: wwwwwwwww
[6117.802] Ishio_62113125: wwwwww
[6117.897] (S)96猫3: あー
[6118.000] (S)きのここ: うわあああああwww
[6118.129] たいやっき: wwwwwwwwwwww
[6118.171] あっすー_: wwwwwwww
[6118.219] うめた: wwwww
[6118.293] sosko3260: wwwwwwwww
[6118.487] 柗原: wwwwww
[6119.090] タクトン: radaoW
[6119.106] oshousantotanbo: wwwww
[6119.275] touhu2553: ｗｗｗｗｗｗ
[6119.290] ギンナン: ww
[6119.510] くろざき: wwwwww
[6119.518] otumaro: wwwwwwwwwwwwww
[6119.619] おじょーー: wwww
[6119.769] peace3511: wwww
[6119.797] mochi_00v: wwwwwwwwwwwwwwww
[6119.807] nyankichi_773: wwwwwwwww
[6120.313] ingenmamesan: wwwwwwww
[6120.325] (S)抹茶の午後: ｗｗｗｗｗｗｗ
[6120.357] (S)ベニマル: wwwwwwwww
[6120.568] nobume0v0: 楽しそうwww
[6120.597] (S)矢知: wwwwww
[6120.603] pawameru: wwwwww
[6120.795] smile_826: wwwwwwwww
[6120.878] (S)96猫3: wwwwww
[6120.968] りょう_0224: wwwwwwwww
[6121.034] omomo67: wwwwww
[6121.038] (S)もあり: wwwwwww
[6121.044] (S)dinosaursan: wwwwww
[6121.789] (S)NanasinoNana0308: wwwwwww
[6121.794] mikannn_0117: wwwww
[6122.084] thukimia: wwwwwww
[6122.133] ura__5: www
[6123.346] kagura_kiba: wwwwww
[6124.099] nyankichi_773: セーフw
[6124.367] ぽんずっ: わこらだ
[6124.499] panndaman1: wwwwwwww
[6125.104] 愛の林檎: お
[6126.382] (S)haruneo_s: ウワーーー
[6128.085] (S)ｻｧｻ: wwwwww
[6129.435] ingenmamesan: 絶叫するやん
[6131.183] (S)tamatama525: 試合終わってるよー
[6132.928] (S)dinosaursan: いい叫び
[6133.705] ye1118: あー
[6142.535] (S)dinosaursan: リンチ
[6145.722] 愛の林檎: 追い込み漁や
[6147.936] (S)~MISSING_COMMENTER_INFO~: radaoBen
[6148.509] sennpuki222: 7
[6148.877] (S)yuriira: たま？！
[6149.968] せおりー: radaoBen
[6149.989] (S)pocobokei: radaoBen
[6150.395] sennpuki222: 9
[6152.037] touhu2553: え
[6152.171] (S)taiyousinnaporo: radaoBen
[6154.705] 猫又01: ヤンキーすぎwww
[6154.807] otumaro: たま？
[6155.332] ryuta_25: リンチやリンチ
[6157.250] (S)きのここ: wwwwwww
[6157.642] ayunosioyaki0223: www
[6159.452] (S)ウツル: ｗｗｗｗｗ
[6159.495] Ichigo_Strawberry15: www
[6160.229] 愛の林檎: wwwwwwwwwwwwwwwwwwwwwwwwww
[6162.121] nyankichi_773: wwwwwww
[6162.260] (S)96猫3: wwwwwwwww
[6162.393] runrun0414: らっだぁデカ肉忘れがちだよね
[6162.754] れなぽんぽん: 輩詰め
[6162.754] (S)ｻｧｻ: wwwwwwwwwww
[6163.374] ye1118: wwwww
[6163.971] aina___10812: まじかｗｗｗｗ
[6164.787] (S)96猫3: まじか
[6164.925] (S)矢知: wwwwwww
[6165.318] touhu2553: やばあ
[6165.430] (S)~MISSING_COMMENTER_INFO~: www
[6165.589] otumaro: w
[6165.745] ryuta_25: おやすみ
[6166.016] あっすー_: ずっとアイアンwwww
[6167.164] まだら25: wwwwww
[6167.456] nobume0v0: えぐ www
[6168.132] nyankichi_773: つよw
[6170.697] oshousantotanbo: wwww
[6171.486] Clrula: wwwww
[6175.039] ye1118: ww
[6175.613] otumaro: つよwwwwwww
[6177.502] ぱけ: 脳筋すぎ
[6177.763] bell_msvio: 等倍…？？？
[6180.688] 愛の林檎: 取りこぼしとる
[6186.881] まさ2013: 肉ゼロ
[6188.454] ayunosioyaki0223: 騙されたな！
[6191.898] (S)きのここ: 黙られろ？
[6193.620] 愛の林檎: 騙されろ！
[6193.702] oli_liriri: 黙られろ！
[6194.128] (S)ｻｧｻ: は？
[6199.255] (S)nek0kabur1: !rank
[6199.406] otumaro: 黙られろ？
[6203.050] ye1118: 黙られろ？
[6205.941] (S)きのここ: うま
[6208.329] (S)taninedesu: うま
[6209.942] 愛の林檎: うま
[6209.942] nyankichi_773: うま
[6210.984] nobume0v0: うま
[6211.165] otumaro: うま
[6212.071] (S)ｻｧｻ: うま
[6213.074] mizusakura0326: うま
[6215.798] charlotte0ra: うま
[6216.735] Clrula: うま
[6217.315] ye1118: うま
[6219.014] ayunosioyaki0223: もう流れ作業やん
[6221.023] 愛の林檎: カジュアルだから？
[6222.618] (S)96猫3: うま
[6222.761] mannni_0oy: へいへいへいへい
[6223.270] ayunosioyaki0223: www
[6223.520] sjindoa: うま
[6223.765] (S)にわすずめ: wwwwwwwwwww
[6224.102] (S)きのここ: wwwwwwwww
[6224.876] きょぴ: ｗｗｗｗｗｗｗ
[6225.082] えりさ_: www
[6226.263] (S)NanasinoNana0308: wwwww
[6226.518] mochi_00v: wwwwwwwwwwww
[6226.519] nobume0v0: wwwww
[6226.850] (S)ｻｧｻ: wwwwwwwwww
[6226.945] touhu2553: ｗｗｗ
[6227.157] (S)dinosaursan: wwwwww
[6227.218] nyankichi_773: wwwww
[6227.330] charlotte0ra: www
[6227.460] オレオおおおおおお: wwwwwwwwwwww
[6227.488] oshousantotanbo: wwww
[6227.579] nakihai556: wwwwwwwww
[6227.613] ye1118: www
[6227.833] ｿﾙﾄ: wwww
[6228.130] haru_anura: wwwwww
[6228.405] miyamiya138: wwwwwwww
[6228.949] peace3511: ww
[6229.197] (S)あーしゃん: wwwwwww
[6229.265] frogflingpstfst: なんちゅう声ｗ
[6229.438] smile_826: wwwww
[6229.602] mikannn_0117: wwww
[6229.898] (S)96猫3: wwwwwwwwww
[6230.458] kawaharaya: www
[6230.846] 愛の林檎: wwwwwwwwwwwwwwwww
[6231.060] iodaon: おぼれとるな
[6231.467] otumaro: おじいちゃんw
[6231.537] ご機嫌なシャチ: 溺れてる？w
[6231.622] gaiantufan: wwwwwwww
[6231.921] (S)わらびもち_11: wwwwww
[6232.107] たいやっき: おぼれとるｗｗｗ
[6232.198] Ishio_62113125: ありぴミリになりがちww
[6232.694] yoneto_: www
[6232.908] (S)ｻｧｻ: 溺れてるwwwwwww
[6232.963] mizusakura0326: wwwwwww
[6233.581] (S)にょまれ: 溺れてるやつおるw
[6234.117] (S)magu1013: 溺れてる？？ww
[6234.168] もずく_37: おしい
[6234.229] nyankichi_773: wwww
[6234.366] (S)imnameak: 溺れた？？
[6237.407] iodaon: おにくが
[6238.275] つよいこ: 溺れてるなあ
[6239.615] koko1995: 溺れた？？
[6240.955] su_gar__25: ０
[6242.489] 愛の林檎: 0
[6242.571] (S)リムヲ: ありさか毎回ローなるやんw
[6242.639] Hinori0228: 肉ないww
[6244.248] nyankichi_773: 0
[6245.438] たいやっき: ０
[6245.442] 井上ひでとも: へいへいへいへい
[6247.193] cloverya: 0
[6247.930] sennpuki222: 0
[6250.528] otumaro: 0
[6254.762] nyankichi_773: チャーラーおる
[6269.456] (S)きのここ: wwwww
[6271.080] 愛の林檎: ショガンボきちゃ
[6271.383] ayunosioyaki0223: www
[6271.488] aina___10812: ｗｗｗ
[6272.756] mochi_00v: wwwwww
[6278.825] touhu2553: チャーライおるー
[6282.804] nobume0v0: www
[6284.314] 神崎立夏: wwwwww
[6285.257] ye1118: ヤンキーww
[6285.976] (S)~MISSING_COMMENTER_INFO~: www
[6286.580] sjindoa: wwwwwwwww
[6286.775] Ishio_62113125: えー？ww
[6288.006] (S)ベニマル: wwwwwww
[6288.684] ayunosioyaki0223: wwww
[6288.988] きょぴ: 上田！？
[6289.207] 愛の林檎: 逆か
[6290.837] touhu2553: ｗｗｗｗｗｗ
[6291.817] nyankichi_773: wwwwwwww
[6291.996] まだら25: wwww
[6292.551] oshousantotanbo: www
[6293.056] (S)じゃがビぃ: wwwwwww
[6293.094] otumaro: 上か
[6295.010] iodaon: はえー？
[6296.531] Clrula: いけえええ
[6297.470] (S)dinosaursan: 暴走族
[6299.060] つよいこ: マージで輩ww
[6299.475] たいやっき: バーサーカーすぎるｗｗｗ
[6300.605] otumaro: 逆だったw
[6300.694] ayunosioyaki0223: やばすぎこの人ら
[6302.484] happa_yuki: 酔っ払い？
[6302.971] りずり: ヤンキーwww
[6303.099] peace3511: Apexヤクザだww
[6303.983] oshousantotanbo: もう適当すぎるww
[6304.519] kanipannn: やばw
[6305.034] 愛の林檎: 輩すぎる
[6305.118] (S)96猫3: wwwwwww
[6305.172] (S)きのここ: 戦闘狂すぎるwww
[6305.176] (S)スーベニア: もうラストやんw
[6305.413] ye1118: いけー
[6305.677] アララギ: ヤンキーすぎ
[6306.375] touhu2553: てめぇ
[6308.744] nobume0v0: ヤカラやんw
[6310.045] (S)にわすずめ: ないすー
[6310.110] すずやんさん: ｗｗｗｗｗｗ
[6310.280] あっすー_: ないすぅ！
[6310.390] れもんちぃ0: wwwwwwwwwww
[6310.540] frogflingpstfst: ないすう
[6310.548] (S)ayanonn0708: ないすー！！
[6310.805] 柗原: radaoOtaku
[6311.152] (S)ラム0158: ないすぅー
[6311.203] 夢現: gg
[6311.248] (S)きのここ: ないす～
[6311.358] オレオおおおおおお: ないすー！
[6311.594] 愛の林檎: ナイスー
[6311.696] yururano_0: ないす
[6311.720] Ichigo_Strawberry15: radaoG
[6311.916] hiraharuu: radaoG
[6312.132] (S)ウツル: ないす
[6312.491] ruu_ha: GG
[6312.586] kinari_iro_: radaoG
[6312.631] himikokichi_06: www
[6312.646] きょぴ: ないすーｗｗｗｗ
[6312.724] ayunosioyaki0223: ないすーwww
[6312.739] タクトン: radaoG
[6312.747] Ishio_62113125: つっよ
[6312.789] monmon09060: ないすー！！！
[6313.015] (S)NanasinoNana0308: wwww
[6313.231] (S)リムヲ: ないすー！
[6313.325] まだら25: ないす
[6313.333] ichinomyo_taro: ないすー
[6313.403] ｿﾙﾄ: ないすう
[6313.519] sosko3260: おおおおおおおおおおおお
[6313.575] miyamiya138: ないすー
[6313.790] pawameru: ないす
[6313.853] くろざき: ないす
[6313.891] nyankichi_773: ないすぅー
[6313.908] (S)ラム0158: radaoG
[6313.953] (S)矢知: radaoG
[6314.038] (S)いちうら: ないすう
[6314.063] アララギ: ないすぅ！
[6314.091] (S)buchibuchichann: radaoG
[6314.303] あっすー_: radaoG
[6314.313] (S)dinosaursan: ないすー
[6314.511] sjindoa: ないすぅ
[6314.524] (S)lapan7200: radaoG
[6314.580] (S)96猫3: ないすぅ
[6314.650] (S)もあり: radaoBanzai
[6314.688] おじょーー: radaoG
[6314.838] ozokunchan: radaoG
[6315.012] (S)にわすずめ: radaoG
[6315.020] mikannn_0117: radaoG
[6315.037] yona_0724: ないすぅ
[6315.038] mochi_00v: radaoG
[6315.095] (S)miam_1018: おおおおおおお
[6315.115] sunomono8: radaoG
[6315.142] (S)あーしゃん: radaoG
[6315.188] わんここ: radaoG
[6315.218] kosei000: ないすぅ
[6315.245] (S)misogomadare: ないすー
[6315.324] haru_anura: radaoG
[6315.403] (S)ウツル: radaoG
[6315.442] hiraharuu: radaoGJ
[6315.459] うめた: radaoOtaku
[6316.923] くまべりー: radaoG
[6316.934] (S)ふぉー040: radaoG
[6316.969] (S)aoi_0902: radaoG
