[7.348] (S)さいこりてぃ: こん塩～
[3005.719] (S)ky1124boc: ほつれ乱れ裂き
[3005.877] rt340: ポンも出ます
[3006.113] (S)シナシナな梨: けっつんかと思った
[3006.487] (S)uwantea: fantas22Angryfanta
[3006.646] (S)saku4869: 見てなかったやんww
[3007.356] (S)chigirip4n: ベジータ
[3007.837] (S)ぱと_ぱと: ないすぅー
[3008.310] (S)真なる我: ないすー
[3008.737] (S)けー353: wwww
[3008.767] (S)~MISSING_COMMENTER_INFO~: ナイスポン
[3008.826] (S)Gorikerujackson: 今日は感情豊かだな
[3008.878] youtanmaru: ないすぽん
[3008.998] (S)ゆうたくん: ちょけただろww
[3009.416] Cor0415: 千鳥すぎw
[3009.429] (S)taki_shin: 声出しオッケー
[3009.520] autyaku: ポンｗｗｗ
[3009.572] TaCtoS17: びっくり
[3009.858] jedaiyuki: 良い叫びw
[3009.913] Ghv3GjB3: 勝手に動いてたかんじか
[3009.995] mimisui: うっせぇわ？
[3010.508] gutsguigui: 良いリアクションw
[3011.060] ごーやちゃんぽ: けっつん
[3011.575] fu_fighters: イヌネコさんもマスオになるレベル
[3012.041] (S)earl2socks: どういうお笑い？
[3012.681] (S)グリカラ: 声でか
[3012.712] (S)bleach_stg: 自分でおちたんちゃうんかw
[3013.127] (S)てつーん: これは不服
[3013.135] オオゼキ: そういうことか
[3013.846] (S)rei_lisbeth: どういうお笑い？？？
[3013.951] (S)無職の緑色: どうゆうお笑い？
[3014.119] hikarinxxxx: adoかな？
[3014.679] (S)sijimi40: www
[3015.460] (S)chiku_wa_: そういうことかw
[3015.621] (S)hagaaa666: どういうお笑い！？
[3016.460] (S)shinshinbro: そういう星の元に生まれてますね
[3016.560] (S)~MISSING_COMMENTER_INFO~: いい声
[3016.633] (S)盾マン: 今王子いたやん
[3017.234] (S)sou_yyy: 流石です
[3017.436] (S)ソラナギ: fantas22Nice
[3017.559] (S)PINODAY0: kettunTenno
[3017.588] muchari: ヘラシギ店のオーナーとかアリですなｗ
[3018.380] (S)takeninth: そゆことかwwwww
[3019.973] (S)rebecca_76star: 大丈夫いつものだw
[3020.053] (S)アジ7864: わあ
[3020.716] yukito127: こっわｗ
[3022.549] (S)udon_jack: 歪み？
[3023.711] (S)rich3352: こわ
[3024.352] (S)kamakuradaibakuhu: WutFace
[3024.360] rinori_ddd: やばwww
[3025.484] (S)~MISSING_COMMENTER_INFO~: マイクチェックよし
[3025.756] nana43: こっわｗ
[3026.330] (S)バロン67: おおお
[3026.499] あっつあつのわかめご飯: 気弾飛ばすベジータやめてね
[3026.948] yukitwitch14: こわ
[3027.619] (S)ururisa: こわー
[3028.898] (S)かぐらんチャン: Eボタンが吸われて裏にいったのかw
[3029.311] (S)alohapon: こわｗ
[3029.699] (S)きゅむぉ: こええｗ
[3030.378] (S)onsen9674: いい声だw
[3030.544] (S)碇のあ: わあ
[3030.590] (S)PINODAY0: こっわ
[3032.414] hermit000005: これ歪み？
[3033.140] テミト: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[3034.539] (S)mo55an: キーボード潰した？w
[3034.837] (S)ケバケバオ: しこふみやめてね
[3034.913] arpesalt: こいつｗ
[3035.250] (S)でじたま: 大吾ｗ
[3036.245] 游々: こいつやば
[3037.687] (S)tgf1357: こいつがw
[3037.997] (S)rick12237: こいつ？
[3038.121] (S)takashi1111111: こいつがやめてね
[3038.236] yannu23: それ千鳥のボケですw
[3038.736] (S)ゆうたくん: こいつやめてねw
[3041.304] すずねちゃん_: こいつがとか言うなw
[3043.386] mimisui: しこw
[3044.647] tiga916: 同期した
[3045.172] (S)インスタントきなこ: こいつ(シャンクズ)が
[3046.311] ran73110: 千鳥wwww
[3047.579] (S)ずー3: どういうお笑い⁉︎w
[3050.635] (S)アジ7864: wwwwww
[3051.788] wozuxi: こいつは一応あなたです
[3054.026] ootomo777: 面白いより心配が勝つやつ
[3054.626] nohappy0827: 魂出すぎだろ
[3055.421] (S)~MISSING_COMMENTER_INFO~: こいつ(自分)
[3056.014] 朱音朱里: ボリトーちゃん
[3057.351] (S)ジムにぃ: 湧いたからとかかなぁ
[3057.757] (S)rebecca_76star: 竿持ってたらよかったなw
[3063.122] kakumikeneko: でも戦闘力上がったんで
[3064.574] yukito127: いいねぇ
[3066.607] (S)元気なデブ: 頑張れ
[3072.531] yukitwitch14: ファイト！
[3073.022] (S)いぇにく: ｶﾞﾝﾊﾞﾚ
[3073.362] (S)ninuking: 乗り込みキャンセルできたら良いのにな。。。
[3074.952] (S)アジ7864: 頑張れ〜
[3075.046] gutsguigui: 頑張れ～、
[3075.272] (S)ururisa: 今日はリグよく見えるね
[3076.088] ocha311: せいちゃんかわよ
[3076.387] ボンジョヴィ: やる気があって好し！
[3077.614] (S)ぱと_ぱと: ふぁいとー
[3079.716] (S)ryoji_0422: ｶﾞﾝﾊﾞﾚｶﾞﾝﾊﾞﾚ
[3080.472] dosanko2544: 頑張っ！
[3080.693] (S)ゆーうと: みんな頑張れ 
[3080.895] (S)poaiue: ｶﾞﾝﾊﾞﾚ
[3082.469] (S)~MISSING_COMMENTER_INFO~: ガンバレ！
[3082.510] tatisjrfan23: いいねー文殊
[3083.245] taku611111: がんば
[3083.488] マキシマムなハラミ: SAYのがんばれ
[3086.053] (S)天津_飯: sayかわいい
[3086.646] (S)らすちーどーる: fantas22Muscle
[3089.632] (S)ソラナギ: 皇帝来てほしいな
[3098.349] (S)マルディー: みんなあばれてこい
[3102.176] rouhey: 1とか2とかボス知らなそう
[3105.873] (S)~MISSING_COMMENTER_INFO~: 4・・？
[3113.965] (S)ururisa: どれが4番なんだ。。。
[3118.039] からあげマシン: 久しぶりのあばこいききてえな
[3122.417] (S)アジ7864: 頑張れ〜
[3122.872] susi0isii: あばこい
[3123.231] (S)ゆうたくん: つまり4なんだよね
[3123.561] mammamiyazaki: 野球みたい
[3126.385] rinori_ddd: GOGO！
[3126.914] till1022: ｗｗｗｗｗ
[3127.092] (S)きゅむぉ: ｗｗｗｗｗｗｗ
[3127.272] (S)ペプマシン: セイジしきってんねｗｗｗ
[3127.402] nana43: ｗｗｗｗ
[3127.441] (S)アジ7864: wwwwwwwwwwwwwww
[3127.610] オオゼキ: ｗｗｗｗｗｗｗｗｗｗ
[3127.917] (S)bakubaku52: ｗｗｗｗｗｗｗｗ
[3128.490] 游々: ｗｗｗｗｗｗ
[3128.540] (S)rich3352: w
[3128.582] (S)マルディー: ｗｗｗｗｗ
[3128.763] (S)_ゆきの_: wwww
[3128.939] ももけろ: wwwwwww
[3128.978] (S)alohapon: ｗｗｗｗｗ
[3128.979] (S)catina5456: ｗｗｗｗｗ
[3128.987] (S)福噴く袋: wwwwwww
[3129.157] Loar_Mirror: wwwwwww
[3129.169] (S)かぐらんチャン: www
[3129.195] (S)八咫烏: ｗｗｗｗｗｗｗ
[3129.262] (S)earl2socks: ｗｗｗｗｗｗ
[3129.268] (S)ururisa: そっちかよw
[3129.549] ごーやちゃんぽ: www
[3129.981] 10花: ｗｗｗｗｗｗｗｗｗ
[3130.316] himajin_235: ｗｗｗ
[3130.433] (S)もーーーたん: wwwwwwwwwwwwwww
[3130.591] yukito127: うおおおおおおおお
[3130.712] (S)~MISSING_COMMENTER_INFO~: wwwwwwwwww
[3130.755] (S)arusa_02: ｗｗｗｗｗｗｗｗｗｗ
[3130.802] (S)_なこ_: ｗｗｗ
[3130.807] (S)八神みや: ｗｗｗｗ
[3130.817] (S)sagiri_nnn: wwwwwww
[3130.904] (S)kamakuradaibakuhu: wwww
[3131.078] (S)_ゆきの_: ええてw
[3131.304] yt9653: wwwwwww
[3131.331] (S)patrick1000koo: ｗｗｗ
[3131.350] (S)canariaww: そっちｗｗｗｗ
[3131.524] テミト: それもかよｗｗｗｗｗｗｗｗｗ
[3131.579] (S)cocochu_u: wwww
[3131.693] (S)rinnteiyaa: ｗｗｗｗｗｗｗｗｗ
[3132.027] nkkaz: ｗｗｗｗｗｗｗｗｗｗｗｗ
[3132.064] (S)もふーお: wwwwwww
[3132.096] (S)エンペリ: ｗｗｗｗｗ
[3132.170] (S)ゆーうと: wwwww
[3132.199] (S)suzu25012: www
[3132.205] (S)tarako_0420: クソワロタ
[3132.404] unknown1139: wwwww
[3132.447] (S)ayukatono: wwww
[3132.489] (S)zinnagano: wwwwwww
[3132.912] (S)citrus1780: チンすき
[3132.931] (S)rebecca_76star: wwwwwww
[3133.165] patto_1023: wwww
[3133.208] jedaiyuki: www
[3133.373] (S)蛙田いぶき: wwwww
[3133.410] (S)ゆうたくん: wwwwww
[3133.446] bacchan1112: wwwwwwww
[3133.979] (S)bonehead51: wwwwwwwwwwww
[3134.009] (S)dens331: だれw
[3134.093] ただのただだし: 誰？w
[3134.511] (S)zaki384: ふぅうううう
[3134.518] (S)白湯飲みたい: wwwwwっw
[3134.579] (S)元気なデブ: wwwwww
[3134.822] (S)フルパワーアフロマン: wwwwwww
[3135.019] shi_noidb: wwwwwwwww
[3135.021] (S)桜乃ちゃそ: wwwww
[3135.537] (S)てつーん: 草
[3136.114] ヤーマン8: wwww
[3136.350] (S)tgf1357: だれw
[3136.486] (S)ティターナ: ｗｗｗｗ
[3137.182] rocomoco18: あばこいw
[3137.281] (S)インスタントきなこ: ボスっぽい
[3137.298] gray__47: wwwwww
[3137.777] leeresky: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[3139.837] (S)ryoji_0422: そーゆー意味？w
[3140.434] NOINNOIN: ふっとww
[3140.506] yukito127: ｗｗｗｗｗｗｗｗｗ
[3140.616] jedaiyuki: 流石に草
[3141.068] yurio1010: ｗｗｗ
[3141.259] (S)ゆりぃー: wwww
[3141.825] (S)earl2socks: 誇張しすぎた？
[3141.959] (S)元気なデブ: チンいいねぇw
[3142.072] (S)darkun_1115: ショータイムだ
[3142.074] foo1625: wwwwwwwww
[3143.384] (S)kafuka15: ｗｗｗｗｗｗｗｗ
[3143.565] dosanko2544: SeemsGood
[3144.613] (S)かぐらんチャン: まだきてねーのかよw
[3144.829] けろよん: ｱﾊﾞﾚﾃｺｲｯ!!
[3144.962] (S)らくとさん: 乗り切れてない感ｗ
[3145.494] (S)地縛神ポンタリウス: jaiker3Beast
[3146.269] (S)58qqq: あばこいの方なんだよねw
[3147.602] fu_fighters: チンはいちいち可愛いな
[3148.631] オオゼキ: 気まずい時間
[3149.562] flag_12: 今日のあばこい係
[3150.666] yukito127: ｗｗｗｗｗｗｗｗｗｗｗｗ
[3150.727] (S)きゅむぉ: ｗｗｗｗｗｗ
[3150.860] (S)shinshinbro: 荒々しいなww
[3151.355] (S)patrick1000koo: ｗｗｗｗｗｗｗｗ
[3151.459] ツーブ口パーマ: ｗｗｗｗｗｗｗ
[3151.486] (S)_ゆきの_: wwwwwwwwwwwwwwwwwwwwww
[3151.706] (S)catina5456: ｗｗｗｗｗｗ
[3151.761] nana43: ｗｗｗｗｗ
[3151.903] jonson69: wwwwww
[3152.246] (S)kafuka15: ｗｗｗｗｗｗｗｗｗ
[3152.300] (S)alohapon: ｗｗｗ
[3152.471] オオゼキ: ｗｗｗｗｗｗｗｗｗｗ
[3152.503] テミト: ｗｗｗｗｗｗｗｗｗｗｗ
[3152.508] harumich1: www
[3152.527] びーびー3: ｗｗｗｗｗｗｗｗ
[3152.615] (S)kurenainoakuma: LUL
[3152.720] Loar_Mirror: wwwwwwwwwwww
[3152.758] (S)www7mitty: ww
[3152.889] parupuntte: ｗｗｗｗ
[3153.042] (S)_なこ_: ｗｗｗｗｗｗｗ
[3153.248] (S)apron_u: wwwww
[3153.283] falco_xyz: 男だらけのリグ大会
[3153.430] meshiooooo: ちょっと任侠ww
[3153.532] rosso_k: ww
[3153.591] (S)でじたま: ｗｗｗ
[3153.597] (S)makomako1007: 遅い
[3153.607] jedaiyuki: www
[3153.784] (S)八咫烏: 再放送
[3153.785] (S)アジ7864: wwwwwwwww
[3154.515] (S)もーーーたん: wwwwwwwwwwwwwwwwwwwwwwww
[3154.617] (S)シルニカ: ｗｗｗｗｗｗｗｗ
[3154.719] rouhey: wwwwwwww
[3154.845] (S)cocochu_u: wwwww
[3154.885] (S)ティターナ: ｗｗｗｗｗｗｗ
[3154.931] (S)天津_飯: wwwwwww
[3154.957] (S)フルパワーアフロマン: wwwwwwwwww
[3155.349] (S)元気なデブ: wwwww
[3155.500] (S)canariaww: wwwwwwww
[3155.816] (S)landmark1000: チンピラいいわwwwww
[3156.259] (S)angela_qqq: wwwwwwwwwwwwwwwwwwwwwww
[3156.261] (S)huranohajime: wwwwwwww
[3156.319] (S)蛙田いぶき: wwwwwwww
[3156.350] (S)tarako_0420: 草
[3156.373] (S)マルディー: もう１回ｗｗｗ
[3156.481] e_t_o__: wwwwwww
[3156.769] (S)雁木茉莉: wwwww
[3156.885] (S)rinnteiyaa: 2回目ｗｗｗｗｗｗｗｗｗ
[3156.893] (S)sagiri_nnn: wwwwwwww
[3157.011] (S)aosusuki: やり直しやめてねｗ
[3157.112] (S)エンペリ: ｗｗｗｗｗｗｗ
[3157.314] (S)にる3: ｗｗｗｗｗｗｗｗｗｗ
[3157.543] (S)ちょぱにゃん: wwwwwwwwww
[3157.730] (S)tomorou_xo: テイク２ｗ
[3158.081] bacchan1112: わろてるやんw
[3158.098] (S)インスタントきなこ: ダブルあばこい
[3158.155] (S)ごはんよりパンがスキ: かわいい
[3158.205] himajin_235: ｗｗｗｗ
[3158.222] のあゆずりは: ｗｗｗｗｗｗｗ
[3158.302] (S)yahoo1192: www
[3158.318] (S)darkun_1115: テイク2
[3158.902] (S)earl2socks: take2
[3158.951] kyo325: wwwwwwwww
[3159.044] テミト: しっぱいｗｗｗｗｗｗｗｗｗｗｗｗ
[3159.093] (S)きゅむぉ: 笑うのやめてくれｗｗ
[3159.174] (S)german_potatoo: wwwwwwww
[3159.275] (S)angela_qqq: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[3159.684] ももけろ: wwwww
[3159.902] (S)tgf1357: わらってるやんw
[3160.097] (S)てつーん: ざつ
[3160.317] yt9653: wwwww
[3161.315] (S)~MISSING_COMMENTER_INFO~: wwwwww
[3161.398] (S)あっと_: テイク2ww
[3162.043] (S)もふーお: wwwwww
[3162.408] rocomoco18: めっちゃ言うやん
[3162.510] (S)ayukatono: リテイクやめてね
[3163.442] (S)_ゆきの_: おもろすぎるw
[3164.072] (S)ender_ear: テンションたけーなw
[3164.877] (S)しゅりな: チンはかわいい
[3165.036] (S)bonehead51: 笑うなwwwww
[3165.213] jedaiyuki: 昨日と良いwチンいいぞw
[3169.907] (S)landmark1000: 楽しそうでいいや
[3172.605] (S)mokanarii: チンかわええな
[3174.342] chinpanmansan: ちんいいなぁ
[3176.375] umechan4989: 締まらねぇｗ
[3176.603] (S)tarako_0420: チンほんまおもろいわ
[3176.620] (S)ずー3: 同士撃ちパターンきた
[3177.239] remember1966: チンは可愛いんだから
[3179.789] (S)tavath: おもろｗ
[3180.777] (S)amos5656: ダブルあばこいは熱い
[3180.912] (S)zawashow: チンいじりいいな
[3181.158] 烏龍茶です: ちんのエンディング好き
[3183.370] (S)kamakuradaibakuhu: ちんさんほんと面白いww
[3183.929] harutya_ptpt: チン、ボスが笑ったぞ
[3185.143] yuk1_bts: 笑顔は身体にも良いんやで
[3185.546] yukito127: 殲滅速いねぇ
[3186.137] (S)cocochu_u: チンかわ
[3187.285] (S)ぱと_ぱと: チンピラ本当にオモロいwww
[3192.696] yayu_ya8: ぐだがたじゃねーかw
[3198.276] ~MISSING_COMMENTER_INFO~: hi
[3200.991] yukito127: ないすぅ
[3202.852] (S)d3suko: はえええ
[3205.285] (S)~MISSING_COMMENTER_INFO~: かわよ
[3205.969] (S)ituki13_12: はええ
[3213.066] maxmusclemichael: 今来たんですが、イネヌコさんは体験の方ですか？
[3216.143] (S)ティターナ: はっや
[3216.357] rinori_ddd: NICE
[3216.422] (S)makomako1007: 早い
[3217.682] xastur3113: はっや
[3218.251] (S)ぱと_ぱと: はやー
[3218.302] (S)ナノン0210: ナノン0210 subscribed at Tier 1. They've subscribed for 5 months, currently on a 4 month streak! 
[3220.575] (S)アジ7864: fantas22Nice
[3222.283] (S)じんくん3: はっや
[3223.146] (S)なぎころね: はっや
[3223.482] (S)もーーーたん: はっや
[3228.034] (S)tackey8120: はっや
[3229.185] (S)n230385: はんや
[3229.339] (S)revivebot245: 判定うっす
[3229.376] joukunuoj: はやいなー
[3229.592] yukito127: 鬼速いな
[3229.854] (S)d3suko: 早すぎだろ
[3229.911] (S)alohapon: はっやｗ
[3232.831] (S)~MISSING_COMMENTER_INFO~: 殲滅はっや
[3236.430] chinpanmansan: はやいｗｗ
[3236.700] (S)さいとうネコ: しごでき
[3237.563] (S)ippaioppi: 事故なしナイスー
[3239.008] (S)yuuuuu066: リグプロじゃんｗｗｗ
[3240.675] (S)rebecca_76star: fantas22Nice
[3241.325] nagi__ch: はやい！
[3241.349] (S)bonehead51: 爆速だ
[3242.579] パッつぁん: RTAすぎるw
[3243.686] (S)インスタントきなこ: ん、なんか表記かわった？右下になったね
[3245.997] ocha311: みんなうまいよなあ
[3251.156] (S)arusa_02: げきスムーズｗ
[3251.320] (S)アジ7864: はやいな〜
[3253.140] テミト: はやなった
[3253.375] ヤーマン8: 仕事人だあ
[3255.143] (S)~MISSING_COMMENTER_INFO~: うま
[3255.342] (S)PINODAY0: はやい
[3256.168] (S)ky1124boc: 早くなったなぁ
[3258.972] (S)ururisa: これ重なってるの判定一カ所なんやなー
[3261.311] (S)buju: はやいな
[3261.515] (S)revivebot245: はっや
[3261.621] (S)d3suko: えええ
[3262.719] yukito127: はっや
[3262.887] (S)makomako1007: はや！
[3263.139] 烏龍茶です: はや
[3263.979] ももけろ: はんや
[3264.057] (S)alohapon: 早すぎｗｗｗ
[3265.942] (S)pistol_star01: 過去最速か？！
[3267.124] yuk1_bts: はっや
[3267.340] rinori_ddd: はえええ
[3268.723] (S)rinnteiyaa: はっや
[3268.873] yukitwitch14: はっや
[3269.113] (S)ender_ear: 早過ぎ
[3270.709] (S)~MISSING_COMMENTER_INFO~: はっやｗ
[3271.447] yurio1010: はっや
[3274.336] (S)mizurihon: はやすぎる
[3274.337] びーびー3: はや
[3275.363] xastur3113: 早過ぎんだろww
[3280.345] rinori_ddd: www
[3280.437] (S)tackey8120: 2分くらいで回収まで終わった？w
[3283.922] yukito127: かわちぃ
[3288.040] ももけろ: プロや
[3290.225] (S)rebecca_76star: dtnmukAiouen
[3290.930] (S)インスタントきなこ: 無月レオです
[3291.700] yukito127: にげろ～
[3297.461] bacchan1112: 早すぎるw
[3303.237] (S)けんじーじ: にげろ〜〜
[3304.616] (S)~MISSING_COMMENTER_INFO~: sirryWooo
[3309.148] たかてぃん3126: すいません、イヌネコさんは新しい体験の方ですか？
[3318.146] (S)ururisa: うっひょー
[3322.381] nana43: もう中堅ギャングの貫禄
[3322.875] (S)seven_man18: 違います
[3328.081] (S)スカイライン乗り: 合同
[3328.348] (S)kororo191: コンセル
[3328.391] (S)kou5656: CCの合同
[3329.540] (S)ender_ear: 他ギャンワンオペ合同
[3329.586] yukito127: コンセルの人と合同だよ～
[3330.072] (S)けんじーじ: @atamaitai3126 コンセルの人です
[3330.360] knsho_: 合同です
[3331.542] ysk_0w0: @atamaitai3126 こんせ
[3331.637] (S)_ゆきの_: いいね
[3332.070] (S)しゅりな: CCでぼっちだから合同
[3332.674] (S)rebecca_76star: コンセの人
[3333.085] (S)makomako1007: コンセルジュの方
[3333.286] テミト: おっけ
[3333.506] (M)Nightbot: 【Twitter】https://twitter.com/Fanta_JPN
[3338.378] chinpanmansan: コンセ一人だから合同
[3339.248] u_tan86: 留学生です
[3339.742] (S)アジ7864: 頑張れ〜
[3346.979] jedaiyuki: 下振れか
[3349.718] (S)tackey8120: 取りこぼしなし 
[3349.767] yukito127: いい連携だ
[3358.127] (S)~MISSING_COMMENTER_INFO~: (ブルーベリー・・？)
[3361.111] (M)Nightbot: 【Youtube Channel】https://www.youtube.com/channel/UCWlx7GTk0zQCi_0tKJhV72w
[3361.141] (S)revivebot245: 尻尾こえーー
[3362.226] ~MISSING_COMMENTER_INFO~: これダウンします
[3363.429] (S)earl2socks: 入れない作戦ｗ
[3363.434] (S)ぽっしぃ: あ
[3366.102] (S)hakusai142: あｗ
