[13.659] 02zegu: ブブ
[2163.659] akiraz3: それじゃ物語が進まないでしょうが！
[2163.981] kaworuko19: デュラルの元ネタ？
[2168.176] arito_bk: お母さんのお母さんを探すことができなかったんじゃない
[2168.506] moricocoa: 親殺しのパラドックスがあーだこーだ
[2168.656] アンインストール: でも結局１で助けに来た未来の人と作ったのが指導者ににるという
[2170.749] kitori_17: みんな見た映画の一つ
[2172.027] (S)hone253: 戻れる範囲が限定されてるとか…
[2172.172] shir039: お母さんの若い頃にとべたらね
[2172.278] ebikatsu39: ２は何回も見たけど１見たことない
[2172.885] balthazar000: マルチバース流行ってるよね
[2174.635] showsbsp: マルチバースになってからちょっとツラくなってきた。
[2175.096] neon_d99: あれはドラゴンボールより命軽くなるからあんまり好き区内
[2176.845] (S)ｾﾀﾒﾝ: こんなとこにも原住民が
[2177.200] Phenomer: 今MCUわけわからんくなってるからな
[2177.625] ebifuryai: １で母親失敗したから２で息子ってことかな？
[2182.613] (S)泣き虫サクラ: しっくり来てなさそう
[2183.858] maruto2023: 時間移動の要素入るともうなんでもありになるからなぁ
[2183.961] rxz_2017: そしたらお母さんのお母さんを守りにくるっしょ
[2190.769] (S)めしふよ: MCUというかマーベルね
[2191.363] pandasan_power: お母さんのお母さんがいつどこにいるか分からなかったとか
[2194.769] daruma2597: 平行宇宙論は何でも有りなのがなぁ
[2196.196] balthazar000: １は銃砲店のシーンが結構好き
[2197.217] showsbsp: マルチバース化させると、何でもアリになっちまってなぁ。
[2197.647] neon_d99: 主流はいいすぎかな
[2198.427] 小次郎_: 倒しに来た結果がその未来。っていうのが一番スマートなんだけどなぁ。マルチバースは何でもありすぎる。
[2199.369] ame512: 凸あるたびに何か話しかけられるんじゃないかって恐怖を感じる
[2200.940] (S)tom236n236p: マルチバースとパラレルワールドって何が違うん？
[2201.356] (S)hodanonn: 最近は選択した数だけ宇宙があるっていうのが多い
[2202.592] takashi4567: ヒモ理論難しすぎて意味不明
[2206.687] (S)kkshkk: 主流か?
[2210.746] LEE4646: 可能性で時間が分岐してるってやつね
[2211.021] taroumaruh: サラコナークロニクルズはなかった いいね？
[2212.560] レクター泣かせ: エブエブね
[2213.432] GelidiumJellyCat: マチルバース
[2213.957] アンインストール: シュタインズゲートや
[2223.626] akiraz3: 平行世界ネタをマルチバースって言ってんの？
[2226.729] MisaMisa_12: ホーキングの多元宇宙論の話すっか？
[2226.795] GelidiumJellyCat: マルチ商法みたいなもん？
[2228.552] どんぐり_: マーベルコミックは元からマルチバースを売りにしてる
[2236.255] (S)hodanonn: 便利だからだよ
[2238.110] (S)ぺりんご: マルチバースといえば破壊魔定光
[2238.317] 失地王: 平行線のナリくんが無茶苦茶強かったりするの？
[2239.058] 薬局: 最近やたら世界線って言葉聞くよね
[2242.166] seikeihanaobasan: バタフライエフェクト
[2242.217] (S)nacci516: 久々にサブスクした
[2242.591] (S)gfy_twitch: クリスティーナ説明してええ
[2243.261] 小次郎_: スパロボ式をマルチバースって言ってる。
[2243.875] neon_d99: 数式の意味を考えるとそうなんじゃないかって感じが多い
[2246.422] (S)ancehutn: 量子論的な
[2250.306] lun__01: 創作では最強の便利ツールよね
[2255.111] みんら: KSKが裏切った未来と裏切らなかった未来ね
[2259.078] chin_56_: 杖使うか使わなかったか
[2261.135] (S)闘劇のアルベルト: 悟空が死んだ世界も変わってないからね
[2262.971] 失地王: ダンゴさんが面白い平行世界はあるの？
[2265.500] (S)景彡才支: KSKが借金してない世界か
[2267.145] dai920: 並行世界のネモさんは投げキャラ使いかもしれない
[2268.763] アンインストール: シュレディンガーのネコ
[2273.097] showsbsp: 監視している団体との話だったね
[2273.874] Phenomer: アントマンマジで微妙だった
[2286.661] (S)tom236n236p: バーチャファイターが覇権のままだった世界線
[2286.979] seikeihanaobasan: そっかー
[2289.769] pandasan_power: ウメちゃんアベンジャーズをそもそも見てないんじゃなかった？
[2291.003] AtomPeter: テネット面白かったな
[2301.957] tabibitox: その「あっ」って言う未来は宇宙が生まれた結果にすぎないから不変やで
[2306.935] showsbsp: ストレンジもマジで微妙だった、なんでゾンビ・・・
[2324.174] chin_56_: インターステラー
[2325.061] アンインストール: シャマランも低迷してた
[2325.672] 失地王: ダンケルクは？
[2326.671] (S)キシュケ丸: テネットはイミフ
[2328.267] レクター泣かせ: スト実写映画どうなりますかね？
[2328.342] jagajaga1943: 最近のMCU微妙、スパイダーマンくらい
[2328.377] (S)がーこ: 最後にタイトルでるのカッコイイよな
[2328.434] np2np: テネットは雰囲気映画にしか感じなかった
[2329.547] balthazar000: 多元宇宙はリアルさ感じなくてな。たとえ学会で主流でも。
[2329.639] (S)peel_st: テネットはまじでおもろい
[2330.510] showsbsp: 俺たちのよほほほおじさんを返して
[2331.581] x_abu_xx: MCUは微妙映画量産体制に入ってる
[2332.289] neon_d99: メメントからそういう芸風だからなぁ
[2333.344] (S)kkshkk: マルホランドの方があれだけど
[2333.399] zyangara2: テネットどういう脳みそしたらあんな映画作れるのか
[2333.758] (S)vungo_mr: 邦画あんまり観ないっすか？
[2335.264] maruto2023: テネットは運命決定論より？
[2339.975] ijimenaide: メメント好き
[2343.278] shifoncafe: インセプション
[2349.178] (S)achieichi: 嘘食い現象草
[2353.021] sistersguitarreplica: マルホランド・ドライブすこ
[2353.136] porcupinepine: 文字が多すぎるハンターハンター
[2357.342] samuraichampoo: ダークナイト
[2358.046] dai920: ノーラン作品は酒飲みながらだとマジで分からんww
[2362.287] LEE4646: スパイダーマンはうまくマルチバース使っているよネ
[2365.173] Netbancho: ダークナイト一本
[2371.111] アンインストール: 星新一最強
[2374.239] のぞみくん: ユーチューバーｯすか？
[2379.171] maruto2023: インセプション好き
[2379.723] 失地王: JK?
[2380.439] ファーペン: ユージュアリーサスペクツ
[2384.407] ししどくろ: ダンケルク結構好きだけどなぁ
[2386.050] nikorinko: あやしんでるｗ
[2386.291] (S)泣き虫サクラ: ウメの声が殆ど聞こえん
[2388.428] garaisi: ジャージ学生だ！
[2389.136] daruma2597: 縦一列で歩いてえらい
[2390.678] tabibitox: 中学生ぽいな
[2399.049] act_ruka: パチ屋の跡地・・・懐かしいな
[2400.663] (S)fortis600: インターステラー見たあとテネット見てすげーガッカリした
[2401.250] gibutzsan: 赤い運動服は中学生
[2403.158] もきち555: 指向性マイクだからねー
[2405.009] (S)黒光り肉の: こんな田舎にこの集団は警戒しかない
[2408.053] act_ruka: この辺は高校ないから中学生よ
[2410.860] suupu: 普通に考えてカメラ構えたおっさんが集団で歩いてくるの怖くない？
[2415.237] スクルドちゃん: JC盗撮してない？大丈夫そ？
[2420.663] アンインストール: 学年によってジャージの色違うのでは？
[2421.996] hogehoge314159: 揺れがやばいｗ
[2422.317] neon_d99: 桜あるな
[2437.340] ファーペン: 田舎の中学生の前にハイエースから総師範出てきたら通報されそう
[2444.582] act_ruka: →の公園に土俵あって相撲とか子供会でやってる
[2446.647] Hikaru_256: インターステラーは最後にファンタジー要素でごまかしたのが残念
[2447.446] samuraichampoo: 闇落ち
[2448.797] (S)nacci516: RRR見てほしいめちゃ良かった
[2449.317] レクター泣かせ: ストリートファイターの映画どうなりますかねー
[2449.685] アンインストール: リバーフェニックスの弟さん
[2455.460] (S)hone253: ウメさんジョーカー好きそうだけど
[2455.607] radoruf04: 画面酔いしそう
[2457.754] (S)マンゴスチン: あれやばいよね
[2459.547] (S)ｾﾀﾒﾝ: 地元民がおるな
[2459.596] (S)hodanonn: まじ
[2460.484] (S)vungo_mr: あれ続き作れるのか？
[2463.356] showsbsp: サイクロン・ジョーカー
[2465.305] (S)peel_st: あれはよかった
[2466.317] (S)tilia211: インターステラーって父親が自演する映画だっけ
[2469.525] 失地王: 格ゲー界のジョーカーを教えてください
[2470.029] amadori3: あれに続編は必要なのか
[2472.409] invisible_focus: ジョーカー役を演じた俳優さん達ってみんな不思議な亡くなり方してるんだっけ？
[2475.290] chin_56_: 無敵の人
[2477.614] あんころーる: 時計仕掛けのオレンジみたいな？
[2477.717] アンインストール: こくじょーかー
[2480.137] jmyswrows: 京王線ジョーカーね
[2482.373] (S)machakyuro: でも人にはあまり勧めづらいな
[2483.708] Netbancho: ホアキンのジョーカーは最高に美しいだろ
[2484.933] (S)tom236n236p: RRRいいよね。まめスパとごーちゃんも絶賛してたわ。
[2488.735] zyangara2: ノーラン系の映画語るとネタバレになっちゃいそうで危ないねｗ
[2491.221] (S)senseiabcd: アールは説明が上手いな
[2493.674] x_abu_xx: ジョーカーは評価分かれるっすね
[2497.933] (S)tilia211: ジョーカーは色々と話題になったね・・・
[2498.983] arito_bk: ジョーカーは身震いしたね
[2505.927] 新ころりん: 亡くなったのはダークナイト時のヒース・レジャーやね
[2506.648] 失地王: ４んだのヒース・レジャーくらいじゃない？
[2508.313] neon_d99: だから若い子は倍速で見るらしいで
[2509.262] taroumaruh: わかる
[2510.604] jmyswrows: タイタンズを忘れないオヤジ好きそうだけどな〜見て欲しい
[2511.070] (S)kkshkk: まあわかる
[2511.484] largsrn: 癖
[2513.185] Lite909: ガガさま楽しみ
[2518.487] invisible_focus: SIRENの知子ちゃんおる
[2522.516] LEE4646: えらいなぁ
[2525.083] (S)hone253: 映画館だと強制集中できるから逆に良い
[2530.331] アンインストール: ロックユーのヒースレジャーと別人すぎんよ
[2533.532] Mrk111: 田舎名物ジャージの中学生
[2534.611] Hikaru_256: バットマンVSスーパーマンは期待したけど残念
[2537.498] (S)foo_twitch: 劇場はスマホいじれないから集中できる
[2537.626] porcupinepine: 映画館で見ると大抵の映画は面白いからね
[2539.095] (S)vungo_mr: 帰りにみんなでシン仮面ライダーみていくか！
[2541.243] kaminagi1637: 本腰据えたい作品溜まってくのよね
[2541.512] (S)tilia211: もう近くに映画館ないからサブスク待ちだなぁ
[2542.174] umeharagodaigo: RRRいいぞお
[2546.541] 失地王: ウォチパしよ
[2546.771] forthemoment_elt: 映画館いかんくなったなー
[2556.168] lun__01: DCは真面目ちゃん
[2557.293] (S)tilia211: あ
[2557.900] Phenomer: DCリブートするからね
[2558.605] x_abu_xx: IMAXは金払う価値があると思う
[2562.679] suupu: 17時
[2562.753] のぞみくん: ５時だ
[2562.997] bboy_k_handhopper: 映画館で観たスラダンとても良かった
[2563.297] chamomile21: 帰る時間だ
[2563.534] 失地王: あ
[2564.253] Mrk111: かもめかもめ
[2565.141] (S)kkshkk: 時報きた
[2565.184] karimen4: 下校時間か
[2565.578] act_ruka: このあと西根の中央ルートと車の迂回ルートあるから気をつけてね
[2565.647] Fish_BLUE: シャザムとかアクアマンとか明るいDCのが好き
[2565.716] (S)tilia211: 帰りたくなる音きた
[2565.854] Netbancho: DCは哲学いくからな
[2567.253] kirakiracat331: チャイムや
[2569.637] LEE4646: ５時のBGM
[2569.784] yoshikawa_yo: おお このチャイム
[2570.336] もきち555: 17時チャイム
[2570.497] (S)wankoro_moti: チャイムが
[2570.820] アンインストール: なぜか女に理解されないダークナイト
[2571.027] あんころーる: ひーがーくーれーてー
[2571.243] daruma2597: 5時だ
[2572.101] (S)foo_twitch: ダークナイトの影を追ってる
[2573.538] tominaga0331: 近所かと思った
[2573.598] (S)peel_st: 新しいバッドマンもよかったね
[2574.148] sakryan: ５時だーーー
[2575.004] weeep1: 原風景
[2575.576] (S)nacci516: 今日ってあとどれくらい？
[2575.675] kino883: DCもジャスティスリーグ系ははっちゃけてるよね
[2575.715] demonbane_twosword: 帰るかーー…
[2576.374] zyangara2: ＤＣは真面目過ぎてエンタメに欠けるんや
[2577.431] kebiisi: おうちへ帰ろう
[2577.471] (S)tom236n236p: かーえーりーまーしょー
[2578.152] (S)machakyuro: うちの近所も鐘なってるｗ
[2578.174] v401: RRRは3時間あるのに体感3分やからな
[2578.200] largsrn: このチャイムで場所を特定しろ
[2578.656] (S)one_ch123: おうちかえろっか…
[2578.750] 新ころりん: MARVELは最近ドラマと思想マシマシだからちょっとね・・・
[2578.895] neon_d99: 帰らなきゃ
[2578.929] AtomPeter: こんなチャイム鳴るんだね
[2579.516] GelidiumJellyCat: ゴジライン
[2579.666] 蟹右手: 暗いなあDCユニバースの人間かよ
[2580.505] nemu_less: ブルービートルは少しだけ期待してる
[2582.900] svcchaozu: 帰りたくなったよ
[2583.353] miruujyu: シャザムはｗｗ
[2583.557] halhiko9000: 帰るかあ
[2583.922] chin_56_: はらへったなぁ
[2583.949] (S)マンゴスチン: 田舎でよくある
[2584.208] showsbsp: うちもなってたからシンクロしたわ
[2586.017] taiyaki_ltd: DCは失敗してたから計画たくさん変更した
[2586.790] ファーペン: ごじにごじに
[2589.594] (S)wankoro_moti: かーえーりーまーしょー 
[2592.074] watanabe0731: DCはバットマンついていけてなくない？
[2592.658] itokoba11058: 5時？5時なのかい？
[2593.584] 芋之山: 田舎ではよくあるチャイム
[2595.313] (S)blue_pollen: ウォッチメン観ましょう!!
[2597.464] x_abu_xx: あと2時間くらいですかね、今日
[2600.068] 157655: これうちの地域は鳴らんな
[2602.530] (S)ふみふみ23: 品川でも流れてるよ
[2607.019] もきち555: ウメちゃんの方マイク向けてほしいなぁ
