[20.299] suhifire: おそーいｗ
[2888.502] doomosan: 大丈夫だから
[2888.522] akira5063: 不信任決議提出です
[2888.700] おりっち: 謝罪でホタテは草
[2888.849] gumi69: 謝罪しながら酒とホタテ
[2889.400] usa451: 岸田はもう負け確だよ
[2889.615] krowflow: 食いたいだけ
[2889.663] gucho735: 大丈夫、大丈夫やから
[2889.756] sarah_0519: 謝罪ホタテ
[2889.837] dayakose: 岸田から緊急電話あるで・・・
[2889.853] (S)gyu_nyuu_pann: 謝罪のホタテ
[2890.301] rt340: umeYay
[2890.372] bowabowa999: カーテンびりびりにされるよ
[2890.489] cubespin: また泣かせるの
[2890.611] 吉田じんぎ: 詫びホタ
[2890.927] myodent21: 謝罪ホタテw
[2891.216] naryuhama: ホタテリターン
[2891.284] rikuro_ojisan: 岸田・・・お前消えるのか・・・？
[2891.382] Roze1019: 食ったら許される
[2891.745] guruguruwan: 新しい謝罪の形
[2892.038] すーさん22: 謝罪のホタテ
[2893.289] feel2525: 罰として
[2893.541] zakkn: ほたておくるは草ｗ
[2893.869] (S)yuzubox: ご褒美やんけwww
[2893.953] nikukuisugi333: ホタテはご褒美だろ！
[2895.092] (S)EDN3rd: 初戦にホンダ使った岸田
[2895.182] (S)hakuchi11: 喰いたいだけ
[2895.439] (S)otyenco: 食いたいだけ
[2895.493] SEA_doukei: わさび！？
[2897.265] triskeal: 激辛ペヤングも一緒に食べよっか
[2897.727] kp428: 岸田不信任
[2897.790] king_katsuhisa: きゅうり食え
[2898.040] 000105: ご褒美じゃんね
[2898.211] カブトシロ: どうぞどうぞ。
[2898.768] erisuk: わさびホタテは犯罪だよ
[2901.441] フレイニア: ワサビ丸かじり？
[2901.623] (S)aruch_22: ホタテのだし、岸田
[2902.689] lesame: ホタテくったらゆるすわ
[2903.023] hanamarukii: 謝罪ホタテ繋がらなすぎてわろた
[2903.828] taroumaruh: 本わさび送ろう
[2904.583] doomosan: 大丈夫ってなんなん！？
[2904.823] (S)junjamaica: 白飯ほしなるで
[2904.848] sahaha213: 最初から下に置いとくと落とさなくていいよ！
[2904.903] (S)northernpike777: ただのご褒美ｗ
[2904.971] mamamamatsu: ホタテはタンパク質豊富ですよね
[2905.014] manasvin13: やむなくホタテ
[2905.276] (S)gyu_nyuu_pann: わさびいいじゃん
[2906.377] foo_twitch: 肉太郎とこくにも食べさせて
[2906.577] yougen1124: さっきホタテは下ごしらえだけでパスタ食ってたのかw
[2906.618] ddb365: わさびおいしいよねー
[2907.841] goozy009: 欲しい物言ってるw
[2908.010] isekai7153: いやいやｗ
[2909.684] (S)towai8: もったいない
[2909.844] nakao1976: 激辛ペヤング帆立！
[2910.165] suginaka56: 忘却の岸田からのわさび
[2910.634] moscat0c7: もう腹減ったのか
[2911.228] burisuke: うまいしかない
[2911.882] gloomymario: ザンギJPいけんのか
[2912.291] (S)gyu_nyuu_pann: えーー
[2912.329] prototypeie: うまいっしょ
[2912.477] akira5063: ないなぁｗｗ
[2912.531] mujina627: もったいない
[2912.834] juvenile0707: げきうま
[2912.841] nnmdfs: うまいと思うよ
[2912.975] tamanegi30: ホタテが入ったペヤングになるよ
[2913.588] 黒猫くん: 海鮮焼きそばや
[2913.655] krowflow: あんまりだな
[2913.687] gorilla_osaka: うまいだろうけどもったいない
[2914.000] erisuk: 別々でくいてぇわｗｗｗ
[2914.237] roval789: ペヤングとホタテの味がする
[2914.271] (S)noriyuki3: それはやめてw
[2914.506] gettyozi: 豪華
[2914.577] (S)凪水: 海鮮やきそば
[2914.588] mako6912: もったいない
[2914.704] (S)roytaly: そらうまい
[2914.746] hirotk4545: わさび食べたいから刺し身食うのわかるわｗ
[2915.817] renoarenoa: さすがに？
[2916.904] umetyaahan: まぁうまいでしょ
[2917.418] goozy009: バターホタテはうまい
[2917.492] hanamarukii: 塩焼きそばの方が合いそう
[2917.742] toro721: たこわさにホタテぶちこむんや
[2917.795] masabonchicken: ホタテが台無しになる
[2917.941] 閃光の: いいワサビってあんまりツーンとこないよね？
[2918.014] myodent21: 普通にうまそう
[2918.147] Stimpj: evoSrk
[2918.275] aranami0: 特にシナジーは無さそう
[2918.634] guruguruwan: 冒涜
[2919.790] jigokunonekomatu: わさお
[2919.796] zakkn: ほたて出汁！
[2920.210] rt340: わさび醤油 バター醤油
[2920.395] nikukuisugi333: ホタテがかわいそう
[2920.504] asahigaok: 塩にしとこう
[2921.398] (S)gyu_nyuu_pann: バター焼きとかなら合いそう
[2921.765] mohita_3: ソースの味しかしなそう
[2922.159] ひろみつー: 激辛じゃなきゃいい
[2922.173] milanor03: 脇役が主役の座を奪っちゃう
[2922.525] naryuhama: ペヤングにホタテ入れた味になる
[2922.858] jigen0104: 試すしかないか
[2923.333] hiro_chan: シーフードペヤングになる
[2923.532] isekai7153: ｗｗｗ
[2923.927] puertoescondidomota: うまいだろうけどそのままの方がうまいだろ
[2924.401] twitchyarutch: 両方に悪いよw
[2924.977] foo_twitch: シーフードヌードルに入れて
[2925.748] juvenile0707: ｗｗ
[2925.766] くね君: ｗｗｗ
[2925.773] feel2525: ｗｗｗ
[2926.319] toshikiiii: ｗ
[2926.474] ddb365: ｗｗ
[2928.086] krowflow: そっち？
[2928.525] sengoku_iori: 特に辛さ変わんなくない？
[2928.527] prototypeie: ペヤング過激派
[2929.237] Pogtoad: w
[2929.448] erisuk: 麺は別に普通やしｗ
[2929.583] (S)yuzubox: wwwwww
[2929.634] aranami0: UFO派なんで
[2929.658] tamanegi30: 信頼が厚い
[2930.191] (S)ミジンコ隊長: はあ？ 
[2930.660] シミズム: ホタテにペヤング入れるって言って
[2930.661] inkgran: ペヤンガー
[2931.123] zakkn: 戦争かあ！
[2931.282] sussy_int: ペヤングを信じすぎじゃない？
[2931.311] w4m1_54: 案件待ってます
[2931.630] (S)しゃくれ: ｗｗｗｗｗ
[2931.799] (S)aruch_22: 流石に？
[2931.940] (S)chinnen1: でももったいないね
[2932.152] (S)~MISSING_COMMENTER_INFO~: めくりダブらりでおちないよね今回
[2932.283] gabe00093: ホタテごはんにしあら？
[2932.535] iguchiill: ペヤング信者いたー
[2932.739] isekai7153: 過激派いたな
[2932.971] roval789: ペヤング好きなのね
[2933.225] goozy009: ホタテバター
[2933.431] nsb1016: 意外と会うかも
[2933.560] あり0221: ペヤングごめーーーーん
[2933.631] (S)gyu_nyuu_pann: ええ…
[2933.662] pondenring0930: 獄激辛食え！
[2934.071] mahou888: ペヤング過激派もいます
[2934.299] (S)morinagasyuya: ペヤング過激派
[2935.149] valhalla5555: おーまいこんぶだろそれ
[2935.199] ドア裏最高: ホタテをなめている
[2935.713] nellright: シーフードヌードル
[2935.927] v0m0v: ホタテに対する侮辱の可能性ある
[2935.946] nyata1234: もったいないっす！
[2936.615] SleepShiva: お湯の状態から入れたら麺に味ついてうまいかも
[2936.994] taroumaruh: 志の輔が泣いてるよ
[2937.421] e_shrimp: ホタテｎ味なくなるやろ
[2937.557] tabibitox: 激辛なんて味音痴の食い物や
[2937.627] one596: ホタテ入れて塩胡椒でただの海鮮焼きそばになるよ
[2937.869] tatara72: ペヤングは納豆が最強
[2938.930] azu_maru: 過激派こっわ
[2939.413] akira5063: うーんホタテ舐めてる？ｗ
[2939.763] くね君: いいねえ
[2941.320] kinkinouzi: ペヤング過激派
[2941.393] 000105: ホタテの茹で汁で
[2942.626] usa451: うまい激辛ペヤングにホタテうまいよ
[2942.855] maddy2623: １＋１＝２にならない １００になるよ
[2943.619] (S)もっこすおじさん: ホイルバターが美味い
[2943.916] (S)morinagasyuya: ペヤングさんスポンサードここです
[2944.584] marimon188: ホタテには配慮しないんだw
[2944.629] reogons: ちゃんと焼いた焼きそばならあうかもね笑
[2944.951] (S)ノア1844: 別々で良いでですね
[2945.813] puertoescondidomota: ホタテなめてんのかっていいかえされるよ
[2946.503] salifuas: ペヤングって過大評価だよね
[2947.738] hukohuko: ペヤングかもったいないのかもしれん
[2947.902] のりゆき0125: ホタテ、ペヤング両方への侮辱や！
[2948.381] (S)gyu_nyuu_pann: それは美味しいでしょ
[2949.098] user_5960: ペヤングよりごつもりでしよ
[2949.332] カブトシロ: 普通に美味いと思うよ。
[2949.444] pandasan_power: ホタテなめてる
[2949.878] renoarenoa: ホタテに対する侮辱やろ
[2950.732] perushi8: おい海鮮うまそう
[2950.989] tabbty15: そうだよ
[2952.999] (S)towai8: 観戦飽きるの早くね？
[2953.144] フレイニア: わかる納豆つよい
[2953.437] (S)nagasaki3662: ペヤングって美味いの？
[2953.891] (S)ミジンコ隊長: とびとびとびｗ
[2954.778] kaigaizei: ダブラリ天国
[2955.278] (S)gyu_nyuu_pann: へーーー
[2955.638] valhalla5555: しーふどを壊しにいく
[2958.100] zetton_s: 納豆うまいよな
[2958.443] isekai7153: マリオいた？
[2961.225] roval789: ゴマ入ったら最強じゃん
[2961.471] nyapittu: ケンのSA3のカス当たりってどんな時に起こるんですか？
[2963.035] goozy009: コンビーフ入れるのやばいっす
[2963.232] kokushitan: ごっつ盛りじゃダメなんですか？
[2964.094] vungo_mr: なんにでも納豆をいれるな
[2966.091] (S)funacchi15: 出汁でそうだから、汁物のほうが良さそう
[2966.762] maddy2623: Dリバありか
[2968.439] ~MISSING_COMMENTER_INFO~: どんなアレンジも一周してノーマルに戻っちゃう
[2974.699] senkoba9: 焼きそば食べたいんじゃなくてペヤング食いたくなるんよな
[2976.951] suginaka56: 納豆って好きな人そんないないでしょ
[2978.489] nameless_774: CAだね
[2982.641] naryuhama: なるほどなぁ
[2983.059] isekai7153: うま
[2983.244] kanegon7237: 焼きそばに納豆はアリかも
[2984.041] hanamarukii: ふむ
[2984.739] sistersguitarreplica: ふむふむ
[2986.366] gumi69: 背面ボタンいまなに設定してるんだろ
[2987.987] kaigaizei: うっま
[2988.804] (S)おかもこ: まじ？
[2988.963] (S)gyu_nyuu_pann: ふむ
[2990.205] bowabowa999: え？
[2990.299] aranami0: ！？
[2990.477] (S)latenight000: ひぃ～～～
[2990.740] simmonfoxy: 他人の価値観を否定するなかれ
[2991.209] くね君: えええ
[2991.305] ei1eN: え？
[2991.341] mahou888: いるだろ
[2991.455] ゆや96: ひい
[2991.484] burisuke: え
[2991.571] だいこん_: え？
[2991.935] (S)~MISSING_COMMENTER_INFO~: 日本人じゃない！
[2992.115] Roze1019: ｗｗｗｗ
[2992.233] erisuk: 国賊か？
[2992.260] (S)やまゆ: 日本人を侮辱してる
[2992.384] (S)ナンナー: !?
[2992.454] krowflow: さすがに？
[2992.514] (S)ミジンコ隊長: え？
[2992.553] ddb365: え？
[2992.558] ひろみつー: 人の試合見て学んでいくう
[2992.676] sai927: ｗ
[2992.800] あり0221: は？
[2992.808] tabbty15: は？
[2992.897] (S)ルシュ: え
[2992.954] tamanegi30: え？？？
[2993.402] rainchan4: 小学生ならいいよ？
[2993.408] chandio2251: さすがに？
[2993.504] despera_lk: あ？
[2993.508] suupu: え？
[2993.617] (S)hitmehitme: 外国人？
[2993.723] toshikiiii: 納豆アンチいたああああああああああああ
[2993.913] たあぼ0126: んz
[2994.242] nnmdfs: あっさ
[2994.285] guruguruwan: 悲鳴
[2994.530] kakao117: ザンギの弱Kマジで強い
[2994.656] ~MISSING_COMMENTER_INFO~: 海外の方かな？
[2994.988] shibaponz: ガイルもそう言ってます
[2994.989] 1108044k: は？
[2995.426] aranami0: あ
[2995.637] jigen0104: ？
[2995.856] maddy2623: ヒエーーっ
[2995.953] まるまり_: ？？？？？？？？
[2996.586] (S)gyu_nyuu_pann: えw
[2996.655] hanamarukii: 日本でリュウに食わされた納豆
[2996.741] (S)northernpike777: 戦争だｗ
[2996.791] (S)donachan: はぁ？ｗ
[2996.986] nuka_cola_jp: え？
[2997.197] コムコムぽん: は？
[2997.498] nakao1976: ひぃ(((;゜д゜)))
[2997.527] (S)nagasaki3662: こっわ
[2997.617] milanor03: こわw
[2997.699] asahigaok: 🐎
[2997.790] のりゆき0125: キチパさん強っ
[2997.893] feel2525: ｗｗｗ
[2998.537] akira5063: けっこういるけどなぁｗｗ
[2998.541] Coedawg: naru04Nltu
[2998.626] usa451: こわ
[2998.931] no_smoking_okada: いいなあ
[2999.081] レム__: ひえっ！
[2999.082] ゆや96: 認知された
[2999.181] (S)morinagasyuya: は？
[2999.248] banjo_03: あーあ
[2999.514] 000105: アンケートやろ
[2999.596] comment3: あなたさぁ～
[2999.634] (S)Jasminexxx2525: こわ
[2999.645] zakkn: おわったな・・
[2999.740] nagilay1: どんな声だよｗ
[2999.904] (S)maya_g01: ｗｗ
[2999.953] (S)yuzubox: 納豆にカレーもなかなかいけるぞ
[2999.962] rt340: ww
[3000.143] lain_6: なめんな
[3000.247] goozy009: ガイルがいる
[3000.390] kuroinanika521: え？
[3000.521] (S)gyu_nyuu_pann: wwww
[3000.623] user_5960: 草
[3000.691] (S)ミジンコ隊長: アー覚えました
[3000.845] がぜじぇいけー: なにいまのw
[3000.870] peperon17: あ
[3001.033] すーさん22: 過激派
[3001.134] hinachan172: いやー流石に？
[3001.268] vungo_mr: 私も苦手です
[3001.590] (S)3_dots: はっはっは！！
[3001.727] kinkinouzi: あ
[3001.867] tabibitox: 絶対忘れる
[3002.008] kasumika124: 敵か？
[3002.014] mako6912: ひえっ
[3002.158] jigen0104: www
[3002.193] ロディア8: 納豆隣で食われるとメシがまずくなる
[3002.196] 503_win: ｗｗｗｗ
[3002.300] isekai7153: 名前覚えられて名誉じゃん
[3002.447] krowflow: 終わったな・・・
[3002.887] oimo: ｗｗｗｗｗ
[3002.914] (S)おこめいぶし銀: ペヤングに納豆は至高
[3003.111] mamamamatsu: w
[3003.288] (S)クラウ07: www
[3003.336] rom_ookami: 納豆も食えないザコｗ
[3003.523] perushi8: おどろいちゃったよ
[3003.975] 157655: やっちゃったねえ
[3004.349] ひろみつー: こっわ
[3004.370] yamido2601: 子供やろさすがに
[3004.812] (S)nhhhe: 消されるぞ
[3004.818] 黒猫くん: もう忘れたよ
[3004.905] ddb365: 関西の人かな
[3005.042] あり0221: 非国民かぁてめえ！？
[3005.065] フレイニア: 草
[3005.241] (S)gorogorogorn: 非国民いたな
[3005.443] rainman606: 喜んでます
[3005.475] (S)gyu_nyuu_pann: こっっわ
[3005.482] tsubame5204: umeNirami
[3005.674] おりっち: 納豆しか食ってない
[3005.712] simmonfoxy: BANか
[3005.930] ryulv99: 納豆まずすぎやろ
[3006.238] burisuke: アンケとって！！
[3006.246] umetyaahan: 納豆嫌いとか子供か？
[3006.487] ohyoi2002: 覚えてどうするのｗ
[3006.509] mack_yy: やっちゃったねぇ～
[3006.662] peko0816: 関西人だな
[3006.951] sai927: ロックオン
[3006.997] (S)しゃくれ: 納豆で名前を覚えられる男
[3008.011] ドア裏最高: 1億人の納豆好きを敵に回したぞ
[3008.017] INosYU: 日本人で納豆嫌いな人の方が特殊でしょ
