[66.152] vovovoooooo: ぐへへ
[7230.279] hiisan: OPでみんな走ってくるのは覚えてる
[7231.788] kimie_white: 紫龍の右腕にはシュラのエクスカリバーが宿っている
[7239.514] meganesandesuyo: 外国の人が聖闘士星矢のオープニングを真似してる動画が面白いです
[7246.424] kingofhelheim9: this mans is a 🐐
[7246.546] うわらば_: ﾏｰﾏﾏｰﾏ言ってたね
[7248.875] orange88: きしょいわあれ
[7249.916] (S)hatano_kuboya: カシオスw第1話でボコボコや
[7250.207] (S)19ze: 瞬に人権ない
[7253.135] (S)lunasolnars: マムって言ってすぐ泣くからな
[7254.346] kbjn10mg: ここにいるヤツ等聖闘士星矢詳しすぎない？
[7260.046] lucentsnow: あんなぼろぼろになって女々しいか？ｗ
[7274.109] 雨男: ひょうがないてた
[7275.833] あいばにーず: D:
[7276.707] (S)多抜深夜: まままま
[7276.992] 000105: さおりの馬になったジャブ…
[7277.475] junichitanaka: 完全に質問者を置き去りにしているｗ 聖闘士星矢知識なくてオレ訳せねぇ
[7278.661] (S)hatano_kuboya: ママーーーーー！！！！！！！ママーーーーー！！！！
[7279.911] titilrin: ママのために毎日寒中水泳だぞ 雄々しいぞ
[7280.275] Barluke_: @kingofhelheim9 This man is a Capricorn 
[7281.138] kimie_white: ４０歳前後の人ばっかだなｗ
[7281.494] (S)curemikan: ママン美人だからな若いし
[7283.639] maccccccckkk: ジジィばっかだなここw
[7284.916] 将門ゴルゴロ: 嫌いなキャラ多くても見れる聖闘士星矢凄いな
[7289.167] tsubame5204: 牡牛座勢を救ってください
[7289.745] kurusu1: hi daddy 
[7291.109] あかの: ままがいるやつにはわからんのさ
[7291.174] うわらば_: 湖の底で冷たくなってんだっけﾏｰﾏ
[7291.243] mameneko1124: まままま?
[7292.649] (S)べーこん118: だけどアンドロメダはなんかのアニメで女設定にされたよ？
[7294.820] じげ: まままままま
[7297.924] (S)ebimayoo: でもクロスはカッコいい
[7299.110] (S)macmega_: umeWin
[7299.660] hogwash_2: doesnt seem like this guile is using a hitbox
[7299.840] Umechan55: ままままってマサかよ
[7301.767] hiisan: ポセイドン好きだった
[7310.075] (S)19ze: 🐮
[7310.283] (M)Moobot: サブスクライバー限定Discord連携方法はこちらから！ https://sites.google.com/view/daigothebeastvsubhelp/
[7310.540] (S)麻雀打ち: ｗｗ
[7311.869] ーたまむしー: グレートホーン！
[7312.635] akiaki0612: アルデバランっていじめられなかった？
[7313.310] hiisan: ｗｗｗｗ
[7313.947] lucentsnow: ｗｗｗ
[7314.443] dcdryuya404: デスマスクは？
[7314.480] (S)べーこん118: ｗｗｗｗｗｗｗｗｗ
[7315.188] stomachbb: ｗｗｗ
[7316.089] kimie_white: わかるー
[7317.154] (S)macmega_: umeJam
[7318.069] (M)Moobot: Commercial break! Thanks for supporting the stream! 
[7319.665] (S)19ze: 牛に人権ない
[7320.145] (S)麻雀打ち: 蟹座ｗ
[7320.822] (S)多抜深夜: 俺なんて魚座やぞ
[7320.964] あかの: かませバラン
[7321.418] うわらば_: 魚座もなかなか
[7321.541] norcaldeputydawg: ceroPepe
[7321.890] (S)lunasolnars: 牡牛座あるある
[7322.706] (S)curemikan: カノンかもしれん
[7324.059] (S)MadEggMania: 魚座なんですけどアフロディーテはほんと残念でした
[7324.481] hisano_kg: かに座はクラスでいじめられるよな…
[7327.515] audience01: 話題にも上がらん
[7329.804] kbjn10mg: 小学校でヒエラルキー出来ちゃったからね正座ごときで
[7330.727] edsonzj: Baki ha doo ?
[7330.998] kimie_white: 魚座ｗｗｗ
[7331.942] (S)19ze: 蟹よりはマシでしょ
[7333.603] たあぼ0126: え、魚座に人権ないんか
[7334.544] (S)ebimayoo: 蟹と魚よりマシっしょ
[7335.202] hiisan: グレートホーン
[7336.887] varoshi: 俺、かに座だったんだけど。
[7339.900] (S)islerotwitch: ぐれーとほーん
[7341.686] kimie_white: グレートホーン
[7343.440] あかの: ハリケーンミキサー
[7346.044] (S)べーこん118: もうハリケーンミキサーで良いんじゃない？
[7346.107] 000105: ギリアルデバランなら デスマスクは…
[7352.106] kimie_white: 腕組んでるだけ
[7354.967] dcdryuya404: 偉大な角
[7355.669] サラバア: すごいつの
[7360.960] Umechan55: ひどい偏見ｗ
[7361.118] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[7362.624] kaigaizei: カニと魚以外はおおむね勝ち組でしょ
[7362.675] (S)islerotwitch: ファミコンで死ぬほどみた
[7363.142] (S)curemikan: グーーレイト！！
[7363.265] (S)多抜深夜: 魚座は弱いオカマとか最悪だよ
[7364.326] hotaruru88: 確かに当てはめちゃうよね。カミュで良かったと思ったし
[7365.949] (S)19ze: 極悪超人みたいな
[7367.107] koutwitchtv: グレートサイヤマン
[7367.964] (S)hatano_kuboya: 折れるしねw
[7369.463] うわらば_: 組んでる腕を解いたら偉いことになるかと思ったらそうでもなかった
[7377.244] orange88: 牡牛座の地位低かったわ
[7377.501] yamatetu: 聖衣分解図好き
[7380.678] (S)lunasolnars: 牡牛座とカニ座は辛いよな
[7382.798] akiaki0612: 歳とるとアルデバランもいいもんやで
[7387.749] NateDDR: is Daigo gonna play GBVS?
[7391.396] liblie: アナザーディメンションに勝てるわけあらず
[7395.414] たあぼ0126: ｹﾞｰオカマキャラって大抵強いのに弱いとかありえんでしょー
[7396.291] u_can_pekastar: アイオリアとセイヤの区別が難しい
[7398.682] titilrin: 次のシーズンで主要敵キャラと相打ちになってたから弱くはない
[7401.117] stomachbb: 続編のアニメでかに座とか結構いいやつになってた
[7412.599] edsonzj: Do you guys like Baki ????
[7413.024] kidcomb0: I doubt he will @mgryann
[7413.095] audience01: あれは瞬が強すぎただけやろ
[7414.999] (S)べーこん118: ジェネラルにすぐやられちゃうアルデバラン
[7417.470] junichitanaka: グレート牟田・・
[7418.551] kimie_white: 星矢の流星拳がやがてひとつの彗星となり・・・のくだりが好き
[7430.055] kaigaizei: アルデバラン地味に女子人気も高いんだぞ
[7448.414] (S)べーこん118: アルデバランでもあれ10代なんだよね
[7455.604] (S)かふぇらて_: hello 
[7456.382] akiaki0612: 倒したんだかよくわかんないアルデバラン
[7501.304] yamatetu: ドラゴンボールと聖闘士星矢ってあの当時どっちが人気あったの？
[7510.391] Umechan55: わたくしムウでございます
[7517.853] VersuSfor: Aioros!!!!
[7519.425] NateDDR: @Streamstop247 thats too bad considering it was made by cygames i thought he would give it a try
[7539.150] (S)lunasolnars: 山羊座のシュラみんな忘れがち
[7540.362] juninho_ras: 16
[7541.603] (S)ebimayoo: 牛アスガルド編ですぐやられてなかった？
[7544.739] Barluke_: Saga/ Kanon are my favorite (I'm born in June, so my sign is Gemini too) 
[7545.261] Umechan55: ペガサス流星拳きまったな
[7547.662] (S)べーこん118: カプリコーンしゅき
[7550.782] kidcomb0: He might, but im just assuming hes not
[7551.780] mark_bw: Kreygasm
[7554.560] (S)多抜深夜: セイヤからリングにかけろ見た人多そう
[7555.395] nagoyan138: うんま
[7555.768] (S)remryavka: remryavka subscribed with Twitch Prime. They've subscribed for 10 months, currently on a 3 month streak! 応援してます!
[7555.933] (M)Moobot: @REMRYAVKAさん、サブスク登録10ヶ月目！
[7556.241] stomachbb: DBより先にブレイクしたようですね
[7559.302] titilrin: みんな見てたよな
[7566.096] kimie_white: やぎ座カプリコーンのシュラ
[7566.152] (S)curemikan: シュラは宇宙に帰ったからな
[7572.691] cation_77: !uptime
[7574.473] kaigaizei: アルデバランはクロコダインのおっさん枠
[7574.667] Umechan55: ロシアっぽいお名前
[7575.109] tabibitox: ジャンプ黄金期のラインナップは伝説や
[7576.769] kbjn10mg: 時代がちょっと早いかなセイヤのほうが
[7580.954] (S)masmas999: 全員異母兄弟ってすごい設定だよね
[7586.235] (S)afro888: 北斗の拳で好きなキャラは？
[7596.581] たあぼ0126: 今日は何時まで？
[7605.302] kimie_white: つまり城戸光政が最強ってこと
[7607.322] tokai1234: 聖闘士星矢ってジャンプだったのか
[7609.548] titilrin: 星夜世代だけどリングにかけろの方が好きだわ
[7615.654] meganesandesuyo: 刃牙で一番好きなキャラ何？
[7623.426] Hanahiro: 企画の発表はいつできます⁉️
[7624.942] stomachbb: マニアックすぎるｗ
[7632.933] (S)べーこん118: ウメちゃんはウイグル獄長かと思った
[7633.742] koutwitchtv: 定番やで
[7634.108] Umechan55: 北斗語っちゃう？終わらなくなるよ
[7645.538] dcdryuya404: 南斗聖拳好きだなぁ レイとかシュウとか
[7646.558] (S)多抜深夜: 海のリハクかと思ってた
[7649.326] みっかぼうず: ふどう
[7649.445] obo_006: ウメさんも自由さじゃ負けないしねｗ
[7655.853] igor_umechanchin: 藤村すらグラブってたやん
[7674.278] akiaki0612: 対戦会にグラブル被害
[7685.408] ippatsuman22: アルデバランがフドウくらいだったら
[7688.364] magic2021: 撃壁背水掌
[7690.418] Umechan55: 元斗皇拳最強の男が名もなき修羅に負ける
[7694.205] 記入漏れ: 不動にも依頼あったんじゃないかな
[7694.388] tabibitox: グラブル徹夜組は多そう
[7701.943] (S)masmas999: SAKOさんも一応グラブルソフトは入手済みらしいね
[7703.908] stomachbb: 名もなき修羅の存在感は異常
[7715.679] たあぼ0126: やってないのはがちくん、とっきー、ボンちゃんぐらい？
[7729.990] (S)べーこん118: 南斗獄屠拳の強さが伝わりにくくてアニメで南斗獄殺拳になったの好き
[7735.380] yamatetu: 今だと聖闘士星矢の世界に異世界転生したりすのかな
[7737.144] tabibitox: ガチくんはすでに覇権コンテンツもってるし
[7738.330] titilrin: 梅ちゃんは格ゲーに関しては浮気しないのかね 他ゲーはやるけど
[7738.725] (S)curemikan: サイゲがスポンサーだからソフト貰ったのかな
[7739.824] Cut01: Daigo not playing GBFVS?
[7745.401] gypsy2603: 北斗の拳の修羅の国編って人気あったのかな？
[7752.465] サラバア: ネモさんもやらなそう
[7754.000] mrhillandon: 皆が皆アークゲー好きなわけじゃないよ
[7766.702] (S)afro888: ファルコとは
[7768.165] Umechan55: 食うものにこまる世界で筋骨隆々の男だらけな話はしない
[7768.813] 記入漏れ: ウメハラさんはメインスポンサーはハイパーＸ
[7782.787] (S)多抜深夜: 何に時間を使うかってプロなら相当重要な判断だと思うけどねぇ
[7788.845] ぱんどぉる: グラブルときいて
[7791.424] nagoyan138: ストリートファイターに人生導いてもらってるんだからそらそうよ
[7791.975] yoyodoooon: レイユダのシーンでレイ好きになったなぁ
[7797.884] BoltBandicoot: @DaigoTheBeasTV what car brand do you drive?
[7804.780] damnRVN: D-God damnnn
[7809.831] たあぼ0126: メインサイゲだと思ってた
[7819.270] Umechan55: 羅将ハンスキだわ。変態紳士ぽくて
[7823.864] obo_006: という事はー
[7826.836] (S)8ikaika8: 対戦会やるんすか？
[7831.720] (S)feel2525: グラブルの影響か
[7838.914] (S)masmas999: 対戦会でグラブルやる可能性
[7841.279] obo_006: 再考
[7842.134] サラバア: お
[7843.671] 寝るポイント: 今日はみんな配信してるか寝てるかだと思うｗ
[7844.443] chibatendotera: グラブルにみんな浮気してる
[7845.053] obo_006: 最高
[7845.708] (S)多抜深夜: いいね
[7847.008] めっとくん: ナウマンもずっとグラブルやってる
[7848.042] ぱんどぉる: ラーメントレモおねがいします
[7850.861] yamatetu: おお
[7852.176] magic2021: ウメ散歩きたぁ！
[7852.787] pipion08: ウメさんぽ
[7854.173] (S)よもぎです: 半袖になるの？？
[7856.653] あかの: 散歩キターーーーーーーーーーー
[7857.107] verdict5557: 今日は寒いねぇ
[7858.750] sibazuke0141: 今日寒いですよ
[7859.973] tabibitox: 新規格ゲーの初日は祭りだししゃーないな
[7864.477] niobite: 新作格ゲーは楽しいからね
[7865.731] オシュ: 11proで散歩配信贅沢
[7871.125] yamatetu: 風めっちゃ強い
[7879.408] 将門ゴルゴロ: 風がね
[7879.997] yameteyone: 雪積もってます
[7881.216] (S)Capt011: sakoさんも風邪でダウンした
[7884.652] Umechan55: ウメちゃんは全然寒くないんだが？
[7884.931] market_fujisaki: 今日クソ寒いっすよ
[7885.215] (S)8ikaika8: 茨城はかぜビュービュー
[7886.039] dcdryuya404: 徳島雪降ったよ
[7886.071] (S)ﾃﾄﾗﾝ: ウメちゃんの興味は散歩＞グラブル
[7886.775] (S)lunasolnars: 寒波襲来してる
[7887.201] kimie_white: そいや寒いの好きって言ってたな
[7890.364] (S)多抜深夜: クソ雪ふってるわ 今年全然降ってなかったのに
[7890.930] Philanthrpy: 17
[7894.157] titilrin: なんでそこ嘘ついたｗ
[7896.153] ぱんどぉる: アイスエイジウメハラ
[7899.026] obo_006: グラブルまみれの所に散歩とかもうジュウザ
[7899.524] mrhillandon: 夏と冬だと冬が好きなの？
[7901.327] たあぼ0126: 暑いのは？
[7903.126] girotin89: 青森魂
[7903.768] サラバア: 正直ウィルス的なものも怖い…
[7904.869] aaaaaaawrtgh: 今日半袖は試されるね
[7908.459] INSEMINATI0N: the best thing to warm a man when it's cold is big oppai
[7912.102] royu916: 家いるならラグがマシなグラブルやりたくなる
[7912.771] tabibitox: ３１
[7931.690] 記入漏れ: これが本来のこの時期の気温なんだろうけど、急に例年通りの顔されても困る
[7958.856] koutwitchtv: インフィルもグラブル
[7960.651] yoyodoooon: 新型コロナ大丈夫？
[7965.519] (S)afro888: グラブルのRPGモードおもろいの？
[7972.040] junichitanaka: Truth of truth
[7978.701] magic2021: 夏見てるか？
[7979.598] たあぼ0126: 夏も冬も嫌い
[7979.692] (S)~MISSING_COMMENTER_INFO~: グラブル過疎る未来がみえるからやらん
[7981.658] tabibitox: ちなみに久保くんも今からグラブル開始のようですｗ
[7981.959] (S)masmas999: グラブルうめちゃんに送ってこないサイゲが悪い
[7992.168] macaron0103: 着込めばなんとかなるしな
[7993.671] Umechan55: 大丈夫っていって～
[8002.979] 残機なな: umeGrin
[8005.558] akiaki0612: 冬は寒さで動き鈍くなるから嫌い
