[23.788] (S)かげでん: な、な、な、なぜ今ｗｗｗ
[6203.198] (S)takeo_onakasuita: まだ現役だしね
[6205.722] nikutoyasai: なるほどね
[6206.613] nekodorakunn: まちゃぼーはそれを咎めるって言ってたｗ
[6207.922] (S)nukaduke91: 1時です
[6209.952] avalon0528: 麻雀育ちのボンちゃんがウメハラなしで強くなるの？
[6220.180] (S)takeiteasy55: おつー
[6220.530] owaiwaiwai: 一時ですね
[6221.947] snowX23: でも、梅ちゃんは弟子とらない方がいいなー
[6228.318] zakkn: おさんぽ
[6228.409] onoeserika7: おつかれー
[6230.842] (S)NIVEA1: おつです
[6234.405] (S)henrietta19: おつかれさまで＾ーす
[6234.485] (S)Kanquez05: 明後日出発か～
[6235.562] zakkn: おつかれさま
[6237.305] dante64899: おつかれー
[6237.349] mattarisk: おつかれさまでした！
[6238.818] (S)obo_006: おお
[6239.341] fina_thankyou: お疲れ様でした。明日雨かもよ
[6239.809] call49: おつかれさま
[6240.856] (S)mgs_faye: おお！
[6241.728] (S)hiisan: うおおおおおおおおおおおおおおおお
[6242.026] (S)kumanobed: お疲れさまでした
[6242.095] zakkn: たのしみやな
[6242.823] (S)x_abu_xx: おつかれCC頑張ってね
[6243.176] (S)AmberColor: 楽しみです
[6244.234] (S)NIVEA1: ありがとう
[6244.298] (S)Papapadad: やったー
[6244.423] 伝説の狂犬チハル: お散歩楽しみです
[6244.637] tagane6: おつかれー
[6245.187] habutaedango: 先日は、鹿浜の交通公園をブッ込んで、驚かせてすみませんでした
[6247.224] (S)tamachan0530: 応援してます
[6247.486] (S)jojoxxxxxxxx: おつかれさま
[6247.590] tep00: 本選楽しみにしてるわ
[6247.869] (S)henrietta19: 期待してます
[6247.884] 1up_kinoko: お疲れさまでしたー
[6247.979] kenkyonaninja2: 楽しみですわ
[6248.119] (S)ememeume: ゲーム！
[6248.174] gtm555: おつです
[6249.318] yarukiannu: お疲れ様
[6249.700] otasarnohimechan: お疲れ様です！
[6249.916] cassissoda: おつかれさまでした
[6250.145] suwatei: パンク倒して
[6250.740] (S)syururun: おつかれさまああああ 
[6251.067] (S)体調不良は背中をほぐせ: うおおおお
[6251.655] (S)あずき3: 期待してます
[6253.110] tidifjjrudhhd: 来た瞬間終わったし
[6256.718] おいす_: たのしみ
[6257.640] yuu7913: お疲れ様です
[6258.384] (S)user0511: おつ
[6258.939] 2DQ_Kari: トパンガに被せないでね
[6259.103] (S)ememeume: めっちゃ楽しみーーーー！！！
[6259.359] (S)~MISSING_COMMENTER_INFO~: umeWin
[6259.594] snowX23: きたいしてます
[6260.413] (S)NIVEA1: 寒いから気を付けて
[6260.610] higan1983: 風邪だけはひかないように
[6260.729] 1up_kinoko: 色々期待してるぜ
[6261.052] (S)mgs_faye: お疲れ様～
[6261.213] metalface_05: お疲れ様
[6261.677] (S)kumanobed: 楽しみにしてます
[6261.678] kenkyonaninja2: はい
[6261.942] (S)obo_006: おつです
[6262.492] Nakimoura: spankCheh
[6262.502] Tsubasa_SS: おつおつ
[6262.718] garouakira1983: おつかれさまです
[6262.856] (S)mack_yy: パンクがかりんじゃなかったらどうなるか
[6262.944] (S)AmberColor: お疲れさまでした
[6263.431] (S)hiisan: umeRoad
[6263.704] dswlm: おつかれしたー
[6264.225] (S)henrietta19: これねれねー
[6264.271] (S)Umechan55: ウメちゃんは期待してない時の方が結果だすから期待させないで
[6264.515] (S)jojoxxxxxxxx: 期待してます
[6264.974] (S)tamachan0530: 風邪ひかないでね
[6265.005] 伝説の狂犬チハル: おつかれやで
[6265.543] (S)Papapadad: CCとってくれー
[6265.815] matsu_zalem: 楽しみ！
[6266.296] Binbo_chama: 楽しみです
[6266.489] woodmud: 淀川
[6267.102] (S)Kanquez05: ありがとうございましたー
[6268.192] 2DQ_Kari: おつかれサマー
[6268.260] 記入漏れ: お疲れ様でした
[6269.764] (S)takeo_onakasuita: 毎日たのしい
[6270.223] (S)Aatyu: umeSalute
[6270.413] mattarisk: 風邪には気をつけて
[6270.732] balthazar000: お疲れ様
[6270.840] (S)chibull: さよなら
[6270.855] hondata12: おつかれー
[6271.280] スクルージおじさん: すよなら
[6271.447] masakari0000: 淀川
[6271.601] (S)あずき3: 修行の成果がてっぺんでありますように
[6272.908] メンタム: おつかれ
[6273.401] ororoin: umeYung
[6273.649] debimaru72: おつー
[6275.223] (S)yunyun_ada: お疲れ様でしたー！
[6275.268] (S)tamachan0530: おつかれさまー
[6275.413] svcchaozu: さよならさよならさよなら
[6275.873] (S)ememeume: すごい楽しみ！！
[6277.688] おいす_: ゲームって本当にいいものですね
[6277.812] burisuke: チュンリーもワンチャンあるからね
[6279.166] sayuha1: おつおつ
[6280.461] debimaru72: トラキア最高だった
[6282.193] (S)kyo967: cc楽しみにしてます
[6282.513] tk3333: ちゃんと体調整えて仕上げてよ！
[6283.905] (S)komine58: おつでした
[6284.773] (S)hiisan: さーて寝るかぁ 明日も仕事やで・・・
[6285.347] (S)Umechan55: 淀川さんおったで
[6291.628] (S)takeo_onakasuita: おつです
[6292.598] habutaedango: CC頑張ってください！
[6294.523] tk3333: 風邪ひかないように！！
[6295.502] (S)ememeume: 最後にめっちゃアガったー
[6301.297] fina_thankyou: もうすぐCCかー
[6306.037] (S)何も知らないジョンスノウ: お疲れ様～
[6314.002] soeasy0129: 淀川長治やん
