[24.046] kobayan86BRZ: 見れた
[4028.592] johndoe6523rp: 攻めを強くするために出しにくくしてる説
[4028.754] ある_____: 出ない と 弱い は違うからね
[4032.192] 風水ライダー: ミスの期待もあって一生重ねてくるのかな
[4038.635] berurusuko: てかなんかコマンド入ってても普通に他の技に化けたりするの何なんだろう
[4041.661] guilegairu: あ、出ないんだやっぱり？自分が下手なんだと思ってた
[4044.457] gatsbyin: ここにも専門家が
[4045.694] prisira: 無敵ないっす
[4047.933] yogaotoko: ラッシュの暗転で入力が飛ぶのは早く直して欲しい
[4048.518] Moneybagzzzzzzz: smh
[4049.029] taiga_stew: へー
[4049.851] かべ_娘は双子: ダメかー
[4052.607] sigurenigame: むしょ・・・
[4054.373] taiga_stew: ダメなんかい
[4060.952] 記入漏れ: 出にくいから、手段の為にモダンを選ぶ、ぐらいの選択肢を生み出させたいんだと思うよ
[4061.358] 0mantv: 削りがすごいｗ
[4061.409] Ch1nza: ボンバースペシャル
[4061.767] charcoal_filter: ケズール
[4067.905] ketumakure: 先行入力短くしてるんじゃない
[4070.557] Moneybagzzzzzzz: that should really have more invul
[4072.129] ぼむむ: ボンバーはでる！
[4075.082] kamonan_9: 今のはとられたタイミングによるのかな
[4077.967] prisira: 先行入力は一律４だっけか
[4079.108] moririka755: 全てボンバー
[4090.699] (S)日本語かな: SA2でるまでインパクトに7フレ隙間ないとね
[4094.856] 戸愚呂妹: オールうめはらさんこんにちは。昨日はたくさん死体を作りましたね。
[4095.244] bumpy671: 今のめくりかっけえ
[4095.598] (S)surop666: リバサ昇竜マジで出ないのなんでかね
[4097.312] hinatazaka46_hinanoosi: ラシード勝利コメントが面白いから好き
[4103.734] kidjuicebox_: OH MY GOD
[4104.208] 記入漏れ: 後、ギリギリでボタン押してリバサ昇竜出す出さないを選べるようになっても困るし
[4107.281] scottiever06: ラッシュ重ねられるとリバサ受付時間がズレるとかあるな
[4107.832] (S)相田俊介: リバサは先行入力効きにくいとかあるの？
[4108.038] かべ_娘は双子: ウヒョー！
[4108.854] joxster_: fire
[4111.694] (S)sugata128: モダンだとリバサ出ないことがない
[4112.851] berurusuko: なんならモダンでも出てない人いるからな
[4114.061] infernalpepe: clean
[4117.280] (S)gorogorogorn: ウメちゃんがここまで言うならホントに猶予短いのかなあ
[4122.753] yaahuru: KOFシリーズみたい必殺技＋ボタンに長押しで20Fくらい猶予あればなぁとか思いますね
[4125.348] sarashina339: ほー
[4129.385] (S)yomoyansan: Xに画像一覧あったね
[4132.194] (S)gorogorogorn: じゃあ慣れの問題か
[4133.475] 二丁目: ちょっと早いんだよね。硬直とけるの。
[4137.014] kamonan_9: 感覚のズレがある感じか
[4139.513] prisira: 絵より先に起き上がってるのか
[4139.747] guilegairu: 早いよね？5より
[4141.354] (S)再度落選の大統領マルモリ: マノンへの起き攻めにそれを感じる
[4141.691] Yok2DGod: that set was sick
[4147.166] (S)moko15: 連打すればよくない？
[4150.120] 風水ライダー: えー
[4156.134] korekitwitch: おれ このゲームゆらぎあると思うんだけどｗ
[4158.391] (S)尿管結石には気をつけろ: 手ついた時？
[4160.444] lain_6: マリーザの時特に出ないのは気のせい？
[4160.703] チャビ20: こんだけやってて出ないんだから慣れとかじゃ無いんだな
[4161.375] guilegairu: わざとなんだろうね
[4161.522] lesame: ヒットボックスだから余計にむずいのかな
[4161.593] 記入漏れ: 連打するとSA暴発しかねないからねｗ
[4162.614] successmk2: モーションに残心みたいなの付けまくった弊害かな？
[4162.924] Radio_hitd: umeGoat
[4167.057] blueplanet96: ゆらぎｗ
[4168.853] einstw: こういう意味のない練習したくないよね
[4169.203] (S)日本語かな: 頭が立ちモーションと同じになったら起き上がりでいいじゃんねぇ
[4170.188] sigurenigame: リバサゆらぎ
[4172.195] 憂う者の弟子: 実はもう起きている！
[4172.440] aobara0208: モダン連打でもリバサにならないこと結構あるぞ
[4176.189] ketumakure: 早く入力しちゃってそうだな
[4177.037] (S)pompom393: お前はもう
[4179.030] stnidic: ガチャるしかないよね
[4181.487] maddy2623: 関係ないす
[4188.293] Seria_24: 揺らいでいけ
[4190.345] (S)tabibitox: タイミングの問題だし関係ないっしょ
[4190.569] ponyforest: レバーも出ないよ
[4194.230] lackesis: 入力タイミングオンしてみよう？
[4198.813] かべ_娘は双子: ニューチャレンジャー
[4199.678] heijitusan: ガチャった方がでるもんなｗ
[4203.460] 記入漏れ: 直すってかわざと猶予短くしてるのでは
[4205.625] (S)gorogorogorn: 自分はガチャガチャ入力だから出難さ感じたことないのかなあ
[4206.478] 砂投げババア: こんな仕様いらない
[4210.682] berurusuko: 離し入力の問題もあるんかな
[4211.038] (S)tabibitox: 認定戦多いな
[4213.491] akasanz3x: なんでこんな認定戦と当たるんだ？ｗ
[4213.903] maddy2623: 離し入力とかいろいろ試したけど出にくさ変わらない
[4214.078] 蝉時雨: 直すつもりあんのかね、意図的なんじゃね
[4218.624] (S)matoo0777: 昨日の影響か
[4219.941] 風水ライダー: わざとこうしてる？
[4225.866] johndoe6523rp: タメキャラはもっとむずい？
[4228.975] ぴーなつ8: 仕様だとしたら糞つまらん
[4234.625] sigano3123: 相手もめっちゃびっくりだろうな
[4238.648] TOBABCS: ***
[4238.675] (S)gularain: 記念試合
[4245.366] xxpik0xx: そこをわざわざ難しくする意味がよくわからん
[4249.097] Moneybagzzzzzzz: Sun breath
[4256.504] 今夜が山田ァ: カプコンは試験官としての報酬をウメハラに払うべき
[4258.898] 二丁目: 無敵弱くするならわかるけど、出しにくいはね
[4260.154] furu13: 意図はなんなの？
[4263.054] hal0087: リバサでないのほんっっっっとにストレス
[4267.188] maddy2623: ガイルは出やすいと思う 1ボタンみたいなもんだからかな
[4268.635] かべ_娘は双子: 無敵技は出す/出さないの読み合いでいいのに出る出ないでもがくのはちょっと…
[4272.739] 砂投げババア: ストレスになるだけ
[4280.352] moricocoa: 最速ステステも異様に難しいしなぁ
[4280.926] guilegairu: 6のルークって強すぎるってことある？
[4281.921] bumpy671: リバサ難しくする意味は全くわからん なんでジャンケンでグー出すのに苦労せなあかんねん
[4285.615] hal0087: パリィ押しながら入れて保険かけるとか意味わからんことしたくない
[4288.402] uwbxlwyhsiqj: 別にリバサ出ても起き攻めちゃんと強いんだしなあ
[4292.026] (S)日本語かな: はじめは4フレで年一の調整で6フレとかにするんじゃない
[4297.671] momomo00123: ちゃんとリスクはある行動なんだからそこ出にくくする必要ある？って感じ
[4300.642] johndoe6523rp: 初心者から超上級者まで皆んな言ってるよねえ
[4304.417] 風水ライダー: １回ダウンしたら終わりみたいな展開ふえちゃうよねー
[4307.780] scottiever06: 離し入力とか関係あるのかな
[4307.787] 記入漏れ: そこも含めて守れない、守り切れない、をわざと作ってるんだとばかり
[4310.119] sirokurorabbit: 直接メールなりなんなりしないと開発も動かなさそう
[4313.064] doderino: bro goes hard on the ads 
[4319.359] miremoshi_ttv: Hello
[4321.890] (S)gularain: あら！！！！！
[4322.020] hal0087: ときど
[4322.849] akasanz3x: ときんすだ
[4323.961] syugi3: お
[4324.240] maddy2623: お
[4325.198] Moneybagzzzzzzz: tokidoki77
[4326.297] mm2351: ときどー
[4326.922] guilegairu: お！
[4327.532] miremoshi_ttv: miremoGGBellako
[4327.830] kuniyoshi8: ロート
[4328.645] (S)tabibitox: ときんすきた
[4328.731] sigurenigame: 野生のときど
[4329.668] uyuniiiii: お
[4331.191] kamonan_9: ときどエンカウント
[4332.402] (S)choco_mint6: ときんす
[4332.756] LooseDash: ときーどいつもありがとう！
[4337.315] akasanz3x: 2000超えの戦い
[4341.843] ryuken_future: やっぱときども2000超えてるのか
[4347.381] 二丁目: 東大式マスターリーグ
[4347.476] tominaga0331: ロードgマンだ！
[4349.355] (S)pompom393: 野生の獣道
[4358.622] (S)gorogorogorn: ときども三ちゃん戦見たのかなあ
[4362.926] (S)ふぁんつい: ワラキア塾でやった展開だーとおもったけど当たらず
[4367.286] 砂投げババア: 獣道きたー
[4368.017] momomo00123: ときんす今頃ニコニコだろうな
[4368.228] applepomm: あっつ
[4370.754] (S)日本語かな: いまの投げからの一文字はミリパン
[4372.017] DeleteSupergirl: why diago the goat not play ryu
[4374.138] lackesis: 行動可能タイミングをオンしてみよう？
[4381.613] DeleteSupergirl: ryu is stong
[4384.549] Moneybagzzzzzzz: ryu is mid
[4384.648] (S)gularain: 青すき・・・
[4385.537] maddy2623: サンデーときど
[4396.333] DeleteSupergirl: ryu is strong
[4403.213] (S)イエール: cuz Ken is stronger
[4408.784] Moneybagzzzzzzz: then why isnt daigo using him
[4408.838] (S)黒猫くん: あ、ときどや
[4409.277] IM_Arcades: ohh Tokido~
[4412.813] DeleteSupergirl: i mean
[4414.963] Moneybagzzzzzzz: and why arent we seeing any at this rank
[4430.508] bumpy671: ときどはトパチャンもあってスタートダッシュ遅れて最初ぜんぜんだったのに今や自分の動きしてるもんな すんげえわ
[4431.154] akasanz3x: CAでワンチャン
[4434.101] berurusuko: コパン見てからジャストパリィ余裕でした
[4435.181] Moneybagzzzzzzz: ok then
[4443.390] DeleteSupergirl: im purple ken in plat 4 and i know ryu is stong
[4447.573] 今夜が山田ァ: このときどは東大出てるな
[4450.122] Moneybagzzzzzzz: ok
[4454.973] kurobedam: 東大式OD波動
[4458.153] momomo00123: スタダ遅れただけじゃなくてキャラ変までしてるもんなぁときんす
[4459.227] curemikan: どうしたー
[4469.816] prisira: ときどは小技の使い方は上手い
[4469.968] (M)Moobot: ＊＊新ヘッドセット登場＊＊ HyperX Cloud III -- ヘッドホンクッションが大きくて柔らかいので耳が痛くならないよ！ → https://hyperx.gg/42XVwOf
[4473.793] lesame: ちょっとなえてる？w
[4475.201] guilegairu: 中足徹底してるなーときど
[4480.211] hal0087: リバサ入れたのに出なくて打撃重ねられるとマジで萎える
[4480.485] 風水ライダー: 最初ルークだったもんなー
[4481.674] DeleteSupergirl: if u cant play ryu high level ? seems like a skill issue
[4483.337] (S)pompom393: 感謝の昇竜しないと
[4485.922] sigurenigame: パリィ使ってねって・・・こと！？
[4496.620] ムエタイ: リバサ問題
[4497.786] maddy2623: ウメちゃんリバサの出づらさに萎えてるね
[4500.318] berurusuko: うめちゃんが言うってことはそうなんやろな
[4504.738] hal0087: 王から言えばワンチャン直してくれないかな
[4511.979] セツリ: タチがツイッターで訴えかけたら賛同あって 割とすぐアプデきたの最近あったよね
[4515.392] 風水ライダー: 勝った方もちょっとね
[4515.697] xdfwjfpf: 俺もあるからウメちゃんが言ってくれると救われる
[4516.611] J_Boy: Tokido 
[4517.810] (S)yomoyansan: ときどカリカリに仕上がってるなー
[4519.588] 二丁目: マジで割と皆言ってる部分
[4521.410] pekusuyada: いや、ほんとにsaも昇竜も等しく出にくいわリバサ
[4523.447] namuru497: 聞いてるかカプコン
[4524.588] sigano3123: ギルティはむずかしかったなー
[4531.201] 今夜が山田ァ: つよすぎぃ
[4531.347] akasanz3x: 1プレイヤーの意見が反映されるわけがねえ・・・
[4533.889] ram_doggo: コマンド入れた後ボタンおしっぱでリバサ成立でいいじゃんね
[4537.211] (M)(S)gameinntwitch: 見た目起き上がってないタイミングで起きてるからなぁ
