[14.698] ちくお: っわこらだ
[471.990] nattu__: なんでOWなんですかぁー？って
[472.597] みりンゴ: しゃーない
[472.653] (S)こぺと: radaoSekiyu
[472.803] ｸﾛｲ: radaoSekiyu
[472.840] tera_takan: 絶対言う
[473.317] (S)ruchi_13: radaoSekiyu
[473.373] yossii63: ランドマークどうすんの？
[473.488] (S)kizehashi888: radaoSekiyu
[473.685] あなりーぺに: ドッジボール飽きた？
[473.752] (S)sakiritu: radaoSekiyu
[474.398] (S)ルヲフ: オーバーウォッチ誰とやるん？
[474.445] ayunosioyaki0223: radaoSekiyu
[474.783] 20070217_: 黙りおれ
[475.085] ta_tago: radaoIiwake
[475.367] wannko10: 明日のコラボについての詳細どこでわかる？
[475.404] loupe_5385: 両手でOWしながら両足であぺやろ
[475.487] 黒い探偵: 明日大会じゃないの？
[475.540] (S)ruan_mt9: radaoSekiyu
[475.710] (S)星空くん: にわかは黙らせよう
[476.285] lara_3o: radaoSekiyu
[476.432] (S)FU_U03: radaoSekiyu
[476.716] (S)どなつ: わこらだ
[477.979] rin_0505: ソロでカスタムいく？
[478.222] ~MISSING_COMMENTER_INFO~: BOOTHのグッズ届いたよー
[478.350] (S)matchamochi117: 分身しないと
[478.902] (S)dia11313: 来るわ
[479.027] こもり: radaoSekiyu
[479.119] (S)puengin_: わこらだ
[479.359] てくてくてくの: radaoOkane
[479.485] どくつる: radaoSekiyu
[479.646] (S)fukanouda: おめ
[480.147] (S)suga_ra: 深夜配信しよ
[480.808] reinoanohito2525: それだけ人生楽しめてるんだよ
[480.961] もねねん: 別に好きなゲームやればいいやん
[481.199] mikan_san: うぇい
[481.717] ~MISSING_COMMENTER_INFO~: www
[481.870] hotaru3301: そんな状態でも勝つのが巨漢だろ
[481.899] AkabaFanta: 今日にうちにクリップ立てよう
[481.990] マカライト: 明日だけあぺと大会と練習禁止ワードにしとこう
[482.639] えびとまと: radaoIiwake
[482.720] (S)福茶丸: ランドマークもぶっつけ？
[483.288] kamimi339: わこらだ
[483.473] てくてくてくの: radaoSekiyu
[483.878] s_i_i_a: 人外なんだからエペとOW同時にできるでしょ
[484.020] uki_1205: 今日ソロででよ
[484.319] ぎょろっとみかん: うぇい
[484.952] to_to_a: 石油王大量発生や笑
[485.226] ポップ: なんなら大会当日にも来る
[485.435] (S)moimo_moi: radaoSekiyu
[485.456] (S)poru1010: radaoIiwake
[485.547] (S)wed_tomato: radaoSekiyu
[485.701] KARAKARUMU: お前はもうビジネス陰キャ
[485.808] hima_norita: わこらだ
[486.525] (S)shige__maru: しゃーないし
[486.654] rina_1113: おめおめ！
[486.681] mira_889: 明日のメンバーは？
[487.765] nasu_nonasu: radaoSekiyu
[488.034] (S)peroki0531: ランドマーク確かにどうなるんやろ
[488.452] koronn1101: owだれとやるんすか？
[488.511] owlf_edamame: 好きなことしよ
[489.057] torafuku59: わこらだいまきたおめでとう
[489.146] toyaka_0325: 初見です〜わこらだー
[489.265] 12akina16: radaoIiwake
[489.342] きのお: これはしゃーなし
[489.449] (S)スペルタン: おけ。俺らが委員長
[489.757] sugikafunn: 今日一人でカスタムでれば？
[490.932] いずえいと: ハードスケジュールにしたらいけるいける
[491.364] (S)ruchi_13: 雑談でも楽しい
[491.869] (S)PEI_OwO_: いいよ
[492.763] (S)まむにだ: radaoSekiyu
[492.819] unknown_ra: わこらだ
[493.711] みつおうぎ: 雑談しよ
[493.733] mikan_san: そうね
[494.540] カズの子だよ: らだおが今やりたいゲームがめっちゃ多そう
[494.759] ピポ助: どっちもコラボだししゃーない
[495.371] (S)pelex_dayo: 大会本番で黙らせよう
[496.058] ta_tago: 最近いいことあった？
[496.244] nton1023: わこらだ
[496.582] 20070217_: 元気〜？
[496.955] iononrada: ソロでいけないの？
[498.680] sakasa_n: 明日だけ禁止ワード増やしとく？
[499.413] (S)sakiritu: 手4本あったろ
[500.249] EBImaru_0098: 暑いね
[500.511] _りおん: わこらだ
[501.320] (S)mochimochiku: 片手OW片手あぺっしょ
[501.766] amara_2401: …出た｡ビジネス陰キャ
[502.014] ぽちゃぽちゃにゃんこ: わこらだ
[502.211] yasino1504: いいね
[502.240] seiyou_817: らつだぁの好きにしたらええよ
[502.426] おしゃけしゃけ: おくれたわこらだ
[502.744] (S)_こなた_: うむ
[502.861] (S)taito001: www
[503.075] 黒い探偵: うお
[503.127] zou_san: 20万おめ!! Cheer300
[504.968] (S)dokokara_dokomade: いいね
[505.085] (S)chuwann: 明日前回と同じメンバー？
[505.909] himasugiruhito: そっか、w
[506.126] yuna_aaaaaaaaa: やたー
[506.135] kiminonamo: いいね
[507.160] runa_xx1023: リスナーも気分がいいからよかった
[507.221] skz46_: グッズ届いたよ〜
[507.394] majiro_nns: 青鬼みたい
[507.399] hi_oyu: いいね
[508.362] kankitukeijyosi: ありゃとうごぜーまぁす
[508.518] まちばり42: 最高
[508.627] (S)PEI_OwO_: よかったやんｗｗｗ
[509.110] kiba_1129: ソロで行くか
[510.269] かがりごまだれ: なにもしないんくらふとやるの？
[511.851] k_taronosuke: もう２４時間配信生活しよう
[511.886] 12akina16: ソロランクする？
[511.940] zatti_23: わこらだ
[512.377] (S)kijinrin: らだぽ貯まるし助かる
[513.134] pirokasugg: いいね
[513.177] t4ni_yuu: よし決めよう
[513.404] r0_0Ru_ruru: ありがたい
[515.083] owlf_edamame: らだ、いろいろ話して
[515.190] uta5213os: 幸せならokです
[515.887] もんじゃ焼きたべたい: そういうの楽しそうやけどな
[516.754] (S)sakiritu: いいね
[516.849] himasugiruhito: 1時間はやばいw
[517.273] すいぺりあ: たすかる
[518.186] Miriotta: いいね
[518.263] たるたるたると: そんな悩むんだ
[518.534] shinr91: valorant
[519.609] (M)Nightbot: YouTubeにクリップ集を投稿していきたいので、面白かったシーンなどを>>"タイトル"<<をつけてクリップ作成お願いします。画面の右下にクリップ作成ボタンがあります。>>"タイトル"<<を付けて作成してもらえると後でクリップを選出しやすくなります。よろしくね
[519.840] (S)みみと: いいね
[520.257] (S)yona_0724: 雑談好きだからありがたい
[521.528] hururun86: じゃあ一時間雑談配信？
[521.591] やくとみ: ラダの雑談好き
[521.721] yuity_: 考えすぎw
[521.744] tam_tam518: わこらだ
[521.776] みつおうぎ: 雑談配信が一番お手軽だしね
[521.806] (S)こまし: どうしよっかなーの時間も良い
[521.813] yuriri0323: うんうん
[522.377] EBImaru_0098: 手元動画みたいなぁ〜
[522.599] (S)ハル_ｮｮ: たすかる
[523.027] ポフロン: わこらだ
[523.213] winwindows01: いいね
[523.400] (S)ゆきゆた: たすかるよ
[524.458] naraba_12: たすかる
[525.184] nightpool_NUMATA: w
[525.253] takumoririn: OW誰とやるの？
[525.403] amaebi____: 助かるよ
[526.058] (S)atuono: らだぽも溜まるし
[526.592] シヴ: Party300
[526.844] 黒い探偵: いいね
[527.578] miluku965: グッズ届きやした
[527.817] (S)なぴ22: わこらだ
[528.032] 週末_: 私らに無駄な時間送らせてるの？
[528.037] ta_tago: お
[528.345] (S)yona_0724: お
[528.544] (S)oootyao: 雑談配信好きよ
[528.559] (S)ruan_mt9: 一生雑談して
[529.387] 伊丙カオル: お
[529.462] (S)ruchi_13: 言質
[529.559] winwindows01: そういうの助かる
[529.612] komasannsann: なんでもええんよ
[529.652] たほ: たすかる
[529.754] nobume0v0: そんなに悩むんだね
[529.829] ぎょろっとみかん: お
[530.031] Miriotta: たすかる
[530.069] mikan_san: お
[530.143] wasabimaguroo: 誰かに祝ってもらった？
[530.217] pichu_0412: たすかる
[530.266] koshiankoOUO: 効率いいね
[530.366] nightpool_NUMATA: いいね
[530.613] (S)r1n_t: お
[530.720] kiba_1129: 最近前と比べて配信多いよね
[531.010] たるたるたると: お
[531.198] けし_: お
[531.223] hi_oyu: え
[531.514] rina_1113: たすかる
[531.860] (S)ねねねい: お
[532.097] (S)ルヲフ: そういうのいいね
[532.253] mochizk: mochizk subscribed with Prime. They've subscribed for 12 months! 
[532.452] (S)ディンダン: 話してる間に決めるのいいね
[532.503] haru_anura: お
[532.656] Miriotta: お
[532.701] runa_xx1023: お風呂もトイレも持っていけよ
[532.893] rz_rilu: お
[532.980] (S)jasmugi: お
[533.252] yuriri0323: そうそうなんでも配信してけ
[533.595] yui51: やってよ!
[533.879] (S)Braim5286: 配信中毒になるしかねぇ
[534.406] numawo_: お
[534.436] kurutonya: お？
[534.447] (S)ふかいさん: わこらだ
[534.485] sayo____es: お
[534.577] ta_tago: してよー
[534.587] kokodayoooooooo: お
[534.758] (S)kijinrin: お？
[534.795] bamubamu_baamu: お
[535.181] kazusuna: お
[535.264] みりンゴ: たすかる
[535.491] hima_norita: お
[535.618] あらんえむかーびぃ: 言ったな
[535.845] k_taronosuke: お！
[536.145] dt_apa: 24時間配信しよ
[536.286] わらびモち: とどかんw
[536.424] sakasa_n: らだぽがつがつ貯まるからこっちも嬉しい
[536.642] (S)shige__maru: お
[536.681] 梨一: 言質
[537.221] たほ: お
[537.344] kiminonamo: お
[537.353] mikan_san: 言質
[537.624] kokodayoooooooo: 言ったな
[537.830] sarami_33: いいね
[538.040] (S)みみと: お
[538.095] n_paa: お？
[538.158] tunatubaki: やって
[538.178] (S)こまし: 奥さんブチ切れ案件
[538.212] ツキミコ: 言質
[538.325] ayunosioyaki0223: ま？
[538.518] yossii63: なんの配信がいいかアンケとろ
[539.234] main94: 助かる
[539.300] (S)dokokara_dokomade: 夏だしホラーやろー
[539.333] まちばり42: 全部見るよ
[539.475] nobume0v0: お
[539.494] (S)nehar_maki: もう日常生活配信しよーぜ
[539.505] が_じゅ: 20万人だし20時間
[539.532] rina_1113: お
[539.558] seiyou_817: たすかる
[539.685] もんじゃ焼きたべたい: おお？
[539.758] kuirid: やろ
[539.796] nton1023: お
[539.946] sugikafunn: 夏休みがいいな
[539.963] koshitya0116: わこ
[540.200] kainn_1114: お
[540.247] はんなりパン: 1週間耐久？
[540.487] (S)yona_0724: せめて12時間
[540.690] ぴなむ: して欲しい
[541.271] inasaku1739: 帰りの電車で考えれば
[541.639] (S)yumemiruneco: わこらだ！おめでとうございます
[541.875] ta_tago: 見るよ
[542.099] a_kyasu: お
[542.386] はるきち02: らだおキッチンしよ
[542.618] (S)星空くん: 4ぬなよ
[542.715] (S)_こなた_: 奥さんとのご飯の時間くらいとれよ
[542.824] かがりごまだれ: いいね！
[542.859] (S)_ちむ_: わこらだ
[543.467] samehurai1028: まじで？
[543.521] hi_oyu: 夏が来るよ
[543.666] nameko415: 24時間耐久
[543.871] たるたるたると: 最長何時間？
[544.704] (S)r1n_t: 言質取った
[544.780] yuity_: 例えば何時間？
[545.323] (S)つむすけ: Cheer1000
[545.432] rourou_da: お
[546.273] t4ni_yuu: (￣･ω･￣)
[546.344] いずえいと: 健康が1番大事です！頑張ってください
[546.450] owlf_edamame: 土日にして
[547.501] (S)na_narunru: 休みの日にお願い
[547.907] sakasa_n: はい、言質
[548.092] (S)dokokara_dokomade: www
[548.648] seiyou_817: 言ったな！！
[548.884] kankitukeijyosi: おぉ
[549.273] (S)ruchi_13: 汚
[549.344] ~MISSING_COMMENTER_INFO~: 奥さんに迷惑
[549.520] coarinko: やってみたい？
[549.750] hatiti88: 若いね！
[549.795] 梨一: radaoBen
[549.976] himasugiruhito: www
[550.018] (S)こぺと: お
[550.047] ta_tago: wwwwwww
[550.206] もんじゃ焼きたべたい: www
[550.403] (S)ねねねい: 11時間越え配信待ってるよ
[550.645] yui51: 奥さんにご迷惑が…？！
[550.830] pichu_0412: 奥さん構ってあげて
[551.243] runa_xx1023: んー我慢！
[551.492] unknown_ra: 気になるw
[551.639] ogaoga7815: 何するかよね
[551.902] k_taronosuke: うんこ垂れ流していいよ
[552.586] すいぺりあ: 体爆発しそう
[552.792] yossii63: 20万人言ったから20時間
[552.816] nightpool_NUMATA: 寝言で浮気相手バレるよ？
[553.126] amara_2401: どんな配信でも俺は助かる
[553.342] wannko10: また48時間作業配信するってマジ？
[553.391] (S)Braim5286: どういう癖ｗ
[553.570] ぴなむ: うんこもしてよ
[553.575] (S)aina___10812: aina___10812 is gifting 1 Tier 1 Subs to らっだぁ's community! They've gifted a total of 2 in the channel! 
[553.743] amaebi____: おおお
[553.760] たるたるたると: ＢＥＮ
[553.963] (S)ティナさん: 汚
[554.151] miluku965: らだおキッチンしない？
[554.323] rina_1113: 草wwwww
[554.368] ta_tago: radaoBen
[554.369] (S)charosenpai: テント生活ですか？
[554.371] samehurai1028: 言質
[554.574] deeno_vl: ボトルでしろ
[554.654] (S)aina___10812: aina___10812 gifted a Tier 1 sub to janreno369! 
[554.724] 週末_: まき散らしとけ
[554.755] (S)そおお: 84時間配信しよ
[554.797] (S)kuuuuuuuuchan: おい
[554.817] nton1023: www
[554.952] らるとす_99: っw
[555.013] (S)ruan_mt9: 便秘の日にやろう
[555.031] huku_mm0v0: やめて
[555.158] (S)ここねり: radaoBen
[555.380] kankitukeijyosi: うれちい
[555.470] 20070217_: ホラー系やって欲しいなー
[555.570] norika0710: 我慢しよ
[555.584] みりンゴ: どんな癖？w
[555.608] ame_ume: 私もグッズ届いた〜ありがとう
[556.252] runa_xx1023: 我慢！
[556.282] _ほたる_: ？
[556.420] tera_takan: ？？
[556.432] もねねん: 夏休み待ってる
[556.456] 0to___: おめ！！！
[556.951] (S)ゆきゆた: 体調と奥さんとの時間と相談してな
[556.990] やくとみ: 長時間配信期待
[556.991] (S)mochimochiku: 例えば何百時間ですか？
[557.190] kalpiswota: うんこと奥さんどっちが先？
[557.201] x_milmake_x: わこらだ
[557.232] みどふぃ: ミュートして
[557.737] sugikafunn: wwwwwwww
[557.899] (S)furutto110: わこらだ
[558.591] ごり之すけ: 情けなくぶちまけろ
[558.743] itoido: わこらだおめでとー
[558.809] nattu__: じゃあ配信終わったらうんこってこと？
[558.840] nasucasan: 青鬼人狼はもうしない？
[559.533] hotaru3301: おむつして
[559.731] amiamimanzu: www
[560.039] (S)ゆう77: radaoBen
[560.085] zatti_23: またコラボ見たいなー
[560.301] 蛍_: ゲームの方？
[560.503] (S)星空くん: 24時間うんこ待機
[560.590] foxy1003: 排泄音待ってます
[560.864] (S)ディンダン: www
[561.060] subaru_41: radaoKonro
[561.158] hi_oyu: 情けなく漏らせ
[561.389] すいぺりあ: wwww
[561.725] nekomaccha: 汚い
[561.792] amaebi____: きったな
[561.952] mikan_san: 情けなく撒き散らせ
[562.570] esuteru_03: 草
[562.779] あなりーぺに: らっでぁ最高配信時間どのぐらい？
[562.794] koshitya0116: 草
[563.026] (S)こまし: これから配信閉じるたびに思い出すからほんとにやめて
[563.180] 黒い探偵: らだずキッチン楽しみに
[563.263] marimoko6231: www
[563.270] soumen652: 無様に巻き散らせ
[563.273] (S)yona_0724: 夏休み待ってる
[563.677] winwindows01: うんこまん
[563.722] s_i_i_a: どんな癖だよww
[563.843] nameko415: いいよ
[563.910] あきのね: 漏らすかミュートしましょ
[563.971] 0to___: わこらだ！！
[564.498] miimii1225: きたない
[564.519] (S)shinichan227: 100万人いったら10時間配信しよ
[564.746] (S)ichigomilk_252: おい
[565.157] rourou_da: www
[565.373] 香屋丸: 体大事にしてくれよな
[565.384] (S)ディンダン: そうなん？
[565.392] 針猫: わこらだ
[565.597] (S)かみまろ: wwwwwwwww
[565.772] runa_xx1023: くっさ
[565.995] seiyou_817: きたない
[566.259] (S)ぱんだぁぁぁ: wwwwww
[566.410] (S)ichigomilk_252: www
[566.524] (S)天然水の水: らっだぁのASMR聞きたいんやけど
[567.073] (S)furutto110: radaoBen
[567.189] samehurai1028: 草
[567.591] karo_rainasyuu: くさいよ
[567.798] ici1411: 草
[567.867] itoido: 情けなく巻き散らせ
[568.373] (S)sakiritu: 20万人だから20時間配信だよな！！！！！！
[568.522] (S)そおお: うんコストップが入る
[568.573] ryope10: じゃあ配信できないじゃん
[568.589] 0to___: わこらだおめらだ！！
[568.680] koshitya0116: 臭
[568.768] uiui0103: おい
[568.942] miluku965: くさ
[569.232] (S)yona_0724: くっさ
[569.432] tomo__04: 💩
[569.643] yuna_aaaaaaaaa: 分かっちまうじゃん
[569.784] ruu_ha: いいよ
[569.918] koronn1101: ○○全クリするまで終われません的な配信しよ
[570.184] rina_1113: 頑張れwwwww
[570.390] EBImaru_0098: 漏らしてく精神で
[570.628] kankitukeijyosi: うんぴ
[570.698] kokodayoooooooo: ww
[570.834] (S)ゆう77: wwww
[570.838] himasugiruhito: ごオムツwwww
[570.948] 黒い探偵: いいよ
[571.833] (S)dokokara_dokomade: ww
[572.019] (S)matchamochi117: トイレ配信
[572.239] oyasai_rc: 配信閉じたらうんこってことですね
[572.561] (S)dia11313: バチかますか
[572.611] 梨一: いいよ
[572.621] ta_tago: いいよ
