[10.153] (S)くろばれお: わこさかーーーー
[20569.464] pote_r: ピキピキどころかビキビキて草
[20570.843] (S)かぐらちゃん_: wwwwww
[20571.283] バスターハムスター: wwwww
[20571.783] (S)亜弥ノエル: ねえｗｗｗｗ
[20575.391] naxxuB: ありさん壊れちまうよ…
[20576.713] (S)b_chizu: まじかwwww
[20577.244] (S)sazanami28: 壊れちゃうww
[20578.192] 三枚舌: 炊き上がっちゃうｗｗｗｗ
[20578.743] (S)maru_a_s_: おかしくなっちゃった
[20579.040] asari__misosiru: www
[20579.258] えびふらいかも: www
[20579.292] (S)ren4299: おもんない！！！
[20580.176] (S)にゃるろーる: やばいｗｗｗ
[20582.442] 8tixu: 言語化になってないw
[20582.536] (S)pi_enn: 相手上手すぎるｗｗ
[20585.008] (S)aureliaaa1: おかしくなっちゃうw
[20585.655] s_h1234567: ほぼリスキルwww
[20638.763] (S)maru_a_s_: わあ
[20641.033] 腎臓ちゃん: じしん
[20642.972] (S)ゆうひ__: 地震だ
[20643.620] (S)aureliaaa1: ん
[20644.576] fanta3130: ゆれてる
[20644.758] (S)oavow: 揺れてる
[20645.173] (S)ren4299: まっずい
[20645.824] えびふらいかも: わお
[20648.836] (S)ニックネム: 地震だ
[20650.242] (S)rizudodo: 結構揺れるね
[20650.720] (S)ゆてぃ_: おっとっと
[20651.426] (S)96wuroncha: 地震だ
[20654.473] hi_na__31: わお
[20654.753] shino0onihs: お気を付けて
[20654.990] (S)brocco_lin: 地震だ
[20656.761] (S)にゃるろーる: 気持ち悪い揺れだね
[20657.285] (S)あるるるぴ: わお
[20659.719] MEGAgengarrrrrr: 地震
[20661.029] (S)亜弥ノエル: NotLikeThis
[20661.179] papico_________: 長めだ地震
[20662.096] pote_r: あばば
[20664.407] (S)aureliaaa1: わあ
[20664.769] semosemay: ちょっと長めか
[20666.986] うた_: 気をつけてね〜
[20668.444] (S)michikaaa_: 大丈夫？
[20670.569] (S)maru_a_s_: 茨城か
[20670.971] peterless: 大丈夫？
[20674.948] 10_10___shiell: 震度4
[20676.205] fumuumu: だいじょうぶ？
[20680.509] 三枚舌: 地震なのか、気をつけて〜
[20680.650] (S)ren4299: gg
[20681.340] (S)亜弥ノエル: GG
[20682.259] (S)ゆてぃ_: gg
[20682.820] (S)ゆうひ__: gg
[20683.736] (S)aureliaaa1: ないすGG
[20683.998] kazunoko016: gg
[20684.748] (S)michikaaa_: gg
[20684.823] nnnasbi: 大丈夫か？
[20684.909] (S)新鮮なシャコ: GG
[20684.942] (S)brocco_lin: gg
[20685.787] (S)b_chizu: gg
[20686.017] (S)ニックネム: GG
[20686.033] (S)たなか_たろう: ないすうう！
[20686.112] (S)rizudodo: gg
[20686.211] (S)sazanami28: gg
[20687.434] mako_lam: gg
[20687.870] (S)うなやま: GG
[20687.870] nnnasbi: gg
[20688.329] (S)yum1xx0219: gg
[20688.431] (S)にゃるろーる: ないすＧＧ
[20688.499] pote_r: gg
[20688.804] (S)o__m__i: gg
[20689.277] 三枚舌: gg
[20689.383] naxxuB: GG
[20690.184] ウェカピポ423: GG
[20690.448] (S)mitasomam: ナイスGG
[20692.088] (S)ぱらぱら__: gg
[20692.813] お_か_ら: gg
[20694.248] (S)maru_a_s_: GG
[20695.871] (S)kitanohou08: gg
[20696.089] (S)あるるるぴ: gg
[20697.488] (S)ひばり1226: ｇｇ
[20698.086] (S)ayu_tmm: gg
[20704.848] 秋天老爹: gg
[20706.987] (S)まこよ: gg
[20722.939] (S)aureliaaa1: www
[20730.110] (S)まいめろ5: franci208GG
[20735.526] nikonikosannn: 本日長時間で幸せ
[20774.922] えびふらいかも: wwww
[20776.498] (S)michikaaa_: ww
[20779.948] (S)aureliaaa1: wwww
[20781.954] 01__dska: あww
[20789.360] MEGAgengarrrrrr: 地震、最大震度３で震源地は茨城県だって
[20817.547] (S)ren4299: W
[20819.577] (S)ゆてぃ_: wwwww
[20820.182] (S)亜弥ノエル: wwww
[20820.537] (S)新鮮なシャコ: www
[20821.225] (S)aureliaaa1: www
[20821.315] (S)ニックネム: 飛んでったw
[20821.483] (S)にゃるろーる: ｗｗｗｗｗ
[20824.038] (S)brocco_lin: wwwwww
[20824.840] 三枚舌: わっるい笑いやなぁw
[20826.730] kazunoko016: wwwww
[20857.689] (S)aureliaaa1: wwww
[20859.602] えびふらいかも: ww
[20971.305] greenkokeshi: 痛そうってヒールくれるの可愛い
[21007.623] (S)ren4299: いいねえ
[21013.624] (S)aureliaaa1: www
[21146.517] ウェカピポ423: あのグレインチキ笑
[21245.801] (S)ren4299: ないすー
[21250.595] (S)brocco_lin: ないす
[21254.032] (S)michikaaa_: ないす
[21256.533] (S)ニックネム: ないす
[21257.502] (S)sazanami28: ないすぅ
[21258.632] (S)ayu_tmm: ないす
[21259.020] (S)ひばり1226: ないす」
[21259.125] ウェカピポ423: ないす！
[21259.736] (S)b_chizu: ないす
[21261.339] monme2874: ないすー
[21261.517] えびふらいかも: ないす
[21263.284] kazunoko016: ないすー
[21263.431] (S)うなやま: ないす
[21263.556] (S)mitasomam: ナイス
[21267.601] (S)furifuriholiday: ナイス
[21268.841] (S)ayu_tmm: www
[21269.892] (S)ゆうひ__: www
[21269.970] tmwing34v2: えw
[21270.644] (S)b_chizu: wwwwww
[21272.186] kazunoko016: wwwww
[21272.619] 8tixu: え
[21275.101] (S)シルバー000: www
[21276.407] (S)oavow: しすさんw
[21276.812] (S)michikaaa_: www
[21277.239] (S)ren4299: 噛み合わんなぁw
[21277.325] (S)ニックネム: wwww
[21277.797] narimuuu: 俺のキャリー！？
[21280.253] (S)たなか_たろう: ｗｗｗｗｗ
[21280.660] (S)oji1chan: wwwwwww
[21281.134] (S)sazanami28: wwww
[21282.180] (S)新鮮なシャコ: wwwww
[21283.848] (S)tokievi: wwww
[21284.844] (S)brocco_lin: wwwww
[21284.897] (S)fu4im1: 脳溶けてるやんw
[21285.619] kazunoko016: wwwwwwww
[21285.853] mickey__1228: しすwww
[21286.167] (S)にゃるろーる: ｗｗｗｗｗｗ
[21286.365] pote_r: www
[21287.078] (S)荒木なぎさ: 疲れてる？w
[21294.076] (S)furifuriholiday: wwwww
[21294.305] mitabi3: www
[21298.814] pote_r: そりゃ疲れるかwww
[21305.825] you0zeromus: wwwwww
[21325.530] えびふらいかも: https://clips.twitch.tv/SolidIronicKumquatPoooound-7LkOrT2jmKovgl6n
[21328.087] (S)yuri_404n: レイズみたいな感じ？
[21343.590] robstar1008: まだ36時間の6分の1か
[21435.558] (S)ゆてぃ_: ないす
[21462.793] (S)ren4299: いいねー
[21513.402] (S)ren4299: ナノハラしてんなー
[21520.628] (S)亜弥ノエル: ｗｗｗ
[21521.579] (S)ゆうひ__: wwwwwww
[21521.640] (S)ニックネム: wwww
[21522.051] semosemay: CRさんwwww
[21522.954] (S)brocco_lin: www
[21523.303] (S)oavow: うぜぇw
[21538.537] (S)fu4im1: こいつらほんまww
[21572.310] (S)ren4299: まだいうかw
[21576.329] 10_10___shiell: wwww
[21577.919] (S)b_chizu: wwww
[21578.138] (S)maru_a_s_: wwwwwwwwww
[21579.915] えびふらいかも: wwww
[21582.099] kazunoko016: wwwwwww
[21584.538] (S)ゆうひ__: wwwwwww
[21586.441] (S)にゃるろーる: ｗｗｗｗｗ
[21594.278] papiko925: 地震きて大丈夫かなと思ってきたんですがゲーム落ちとか色々しましたか？
[21618.835] papiko925: ちなみにVALORANTは落ちです( ´•̥̥̥ω•̥̥̥`)
[21629.426] chan_gio15: ありは早かった
[21643.491] (S)ren4299: キャスの安定感たるや
[21652.114] (S)ニックネム: wwww
[21655.739] sapasa: ｗｗｗ
[21658.327] (S)にゃるろーる: ｗｗｗｗｗ
[21660.185] (S)michikaaa_: なんなんww
[21661.823] (S)かぐらちゃん_: wwwwww
[21662.592] (S)ゆうひ__: www
[21664.308] (S)brocco_lin: wwww
[21676.336] (S)neet_master: ｗｗｗｗ
[21697.007] chan_gio15: つんよ
[21698.336] (S)ren4299: おおお
[21699.423] バスターハムスター: うま
[21758.323] 8tixu: おお
[21762.325] (S)ren4299: gg
[21763.815] (S)亜弥ノエル: GG
[21764.135] (S)michikaaa_: ないす
[21764.460] バスターハムスター: gg
[21766.451] (S)ゆうひ__: gg
[21766.665] (S)にゃるろーる: なーいす！
[21766.668] (S)ayu_tmm: ないす
[21766.742] (S)brocco_lin: ないす！gg
[21767.217] (S)b_chizu: gg
[21767.913] (S)ゆてぃ_: ないすgg
[21768.379] (S)ニックネム: ないす〜！GG
[21768.722] you0zeromus: gg
[21769.147] (S)key__owo: ないすgg
[21769.362] (S)sazanami28: gg
[21770.453] chan_gio15: 素晴らしい
[21770.918] (S)mitasomam: gg
[21773.526] pote_r: なーいすgg
[21773.758] (S)うなやま: GG
[21773.835] kazunoko016: gg
[21777.562] mickey__1228: ないすぅーGG！
[21778.483] sapasa: GG~
[21779.875] (S)ayu_tmm: gg
[21804.511] バスターハムスター: あ
[21809.942] (S)にゃるろーる: ｗｗｗｗ
[21852.177] (S)neet_master: ｗｗｗｗ
[21853.445] sapasa: ｗｗｗ
[21873.239] (S)sazanami28: wwww
[21874.149] (S)ren4299: ストーカーやめな？w
[21874.582] えびふらいかも: wwww
[21875.405] (S)michikaaa_: 俺www
[21880.672] (S)07FZK: あｒｊ
[21886.197] (S)ニックネム: あ
[21887.069] ぺこ太郎5: ｗｗｗ
[21889.687] バスターハムスター: www
[21889.825] sapasa: あ
[21891.711] (S)neet_master: あ
[21891.914] (S)ゆうひ__: あw
[21893.713] (S)新鮮なシャコ: あ
[21894.474] (S)brocco_lin: wwww
[21894.586] (S)b_chizu: あ
[21895.047] (S)ayu_tmm: あ
[21895.097] えびふらいかも: あ
[21895.601] kazunoko016: あ
[21895.626] (S)fu4im1: あーーー
[21900.220] (S)ren4299: バッドマナー？w
[21901.290] MEGAgengarrrrrr: 死体撃ち？！
[21902.533] pote_r: www
[21903.466] (S)michikaaa_: あーあー
[21910.626] (S)亜弥ノエル: あーあ
[21916.910] kazunoko016: wwwww
[21965.954] (S)07FZK: ありさん寝るね～zz おやすみなさ～い！
[22044.245] バスターハムスター: つよ
[22203.679] (S)ワトソソ: wwww
[22211.491] (S)sasa_nha: 落とされたwwww
[22215.754] warainusan: あ
[22236.500] chan_gio15: ウルト切ったらアリアッシュを推しますっ
[22273.547] (S)大天使りぼんちゃん: わこさか〜！
[22318.586] (S)ren4299: W
[22320.177] chan_gio15: ソルジャー強いからそのままのがええなこりゃ
[22375.025] chan_gio15: エイムが綺麗
[22384.486] (S)ren4299: いいよー
[22386.271] (S)b_chizu: ないす
[22402.762] れんちゅちゅ: エイム良き
[22403.470] dogdesuy: aimよすぎる!
[22427.979] (S)亜弥ノエル: ないす
[22509.188] (S)ren4299: w
[22512.855] you0zeromus: wwwwwwww
[22516.021] (S)michikaaa_: ww
[22516.440] sapasa: ｗｗｗ
[22518.675] (S)tokievi: シスさんww
[22529.616] sapasa: 一旦ちょろいか
[22530.979] (S)fu4im1: ちょろいw
[22548.149] chan_gio15: ファッ！？
[22548.912] you0zeromus: うおおおお
[22571.039] chan_gio15: GG
[22572.031] (S)b_chizu: gg
[22573.245] (S)michikaaa_: ないすー
[22574.174] (S)ren4299: gg
[22574.741] (S)sazanami28: ないすgg
[22575.341] (S)tokievi: ないすー！
[22576.040] (S)ニックネム: GG
[22576.225] (S)ayu_tmm: ないす
[22578.440] mickey__1228: ないす！GG
[22578.464] you0zeromus: ないすgg！
[22579.625] (S)にゃるろーる: ないすー！
[22579.702] (S)kzsss27: gg
[22580.288] (S)ayu_tmm: gg
[22582.098] (S)まいめろ5: franci208GG
[22583.595] (S)うなやま: GG
[22584.186] monme2874: ないす！
[22585.646] えびふらいかも: GG
[22590.617] (S)mitasomam: いいねぇgg
[22592.014] (S)oavow: お
[22594.310] (S)brocco_lin: ないすgg
[22596.394] 8tixu: おめです
[22597.264] れんちゅちゅ: おおー
[22597.799] (S)ayu_tmm: おお
[22598.416] you0zeromus: うおお昇格おめです！
[22598.471] (S)まこよ: gg
[22599.135] (S)ren4299: おめー
[22600.393] __紬: おおー
[22605.845] (S)mitasomam: 🎊
[22611.561] (S)brocco_lin: おおー
[22612.294] (S)亜弥ノエル: ｗｗｗ
[22613.604] (S)うなやま: www
[22615.285] (S)tokievi: あw
[22640.123] れんちゅちゅ: おじさんさーw
[22648.865] (S)ren4299: キモすぎw
[22650.018] (S)b_chizu: きめぇwwww
[22650.191] (S)ニックネム: CRえぐいw
[22651.171] you0zeromus: いじめっこ！w
[22651.198] (S)michikaaa_: だるいww
[22655.175] kazunoko016: wwwww
[22657.121] (S)sasa_nha: キモwwwww
[22677.376] you0zeromus: wwwwwwww
[22678.566] (S)新鮮なシャコ: wwwww
[22680.923] (S)sazanami28: wwww
[22681.935] (S)ren4299: だっさw
[22682.944] (S)うなやま: wwwwww
[22683.422] (S)かぐらちゃん_: wwwwww
[22683.895] (S)tokievi: やられたw
[22687.762] えびふらいかも: wwwwww
[22703.806] (S)ゆてぃ_: wwwww
[22705.766] (S)ren4299: W
[22708.426] (S)かぐらちゃん_: wwwwwwwwwwww
[22709.969] えびふらいかも: あ
[22710.482] you0zeromus: wwww
[22713.186] sapasa: ばいば～い
[22714.399] (S)tokievi: wwwww
[22714.630] (S)fu4im1: ぶいすぽの人に怒られたらええわw
[22740.512] (S)ゆてぃ_: 痛すぎwww
[22767.236] (S)neet_master: ｗｗｗｗｗｗ
[22769.675] you0zeromus: おしおきされとる
[22821.685] (S)ren4299: エコーマジで良い
[22874.970] (S)ren4299: W
[22992.427] (S)ren4299: ないすー
[23045.019] (S)xsionna: エコーいいね
[23065.080] MEGAgengarrrrrr: Overwatchやりたい！でも配信も見たい！！
[23122.048] you0zeromus: ﾜｵ
[23203.287] (S)michikaaa_: ないす
[23338.947] (S)亜弥ノエル: よしっ
[23409.789] myuusuke326: 女の子の声しか聞こえない笑
[23501.585] (S)kurooo__78: w
[23514.709] (S)ニックネム: うま
[23696.823] (S)ren4299: gg
[23697.868] you0zeromus: ないすー！！
[23699.079] (S)michikaaa_: ないすー
[23699.679] (S)brocco_lin: ないす！
[23700.457] (S)ニックネム: ないすぅ！
[23700.673] (S)sazanami28: ないすgg〜
[23700.836] 0lly_can: つよすぎない？？
[23701.073] (S)ayu_tmm: ないすぅ！
[23701.267] (S)kurooo__78: ナイスー❗️
[23702.058] (S)b_chizu: gg
[23704.344] (S)ayu_tmm: gg
[23705.512] (S)mitasomam: gg
[23706.595] (S)たなか_たろう: なああいすgg
[23710.076] (S)うなやま: GG
[23722.923] (S)michikaaa_: gg
[23723.153] 0lly_can: あ
[23730.043] mickey__1228: GG！
[23737.744] (S)youazz4242: gg
[23740.005] you0zeromus: 盛れてるねぇ
[23741.454] (S)ゆゆすけです: GG～
[23742.684] (S)xsionna: 次ラストか？
[23747.984] (S)亜弥ノエル: ん？
[23748.619] (S)oavow: さすがにか
[23750.994] 0_uka: GG!
[23756.491] (S)michikaaa_: ww
[23757.683] (S)亜弥ノエル: wwwww
[23758.898] (S)ニックネム: www
[23759.721] (S)kurooo__78: w
[23760.118] (S)にゃるろーる: 話し合いｗｗｗ
[23760.994] (S)ayu_tmm: www
[23761.157] (S)brocco_lin: www
[23764.262] (S)sazanami28: いったんねww
[23767.808] (S)maru_a_s_: wwwwwwwwww
[23768.967] you0zeromus: wwwwwww
[23773.028] (S)fu4im1: 話し合いの余地ある？w
[23773.143] ph_ser1: 36時間行くか行かないか？
[23776.279] (S)にゃるろーる: ＯＷについてｗｗｗ
[23777.976] mic_chon_key: おっも
[23780.948] sapasa: 大切な話し合いですねぇ
[23781.570] (S)tokievi: 深いなぁw
[23786.150] (S)亜弥ノエル: なんてｗｗｗｗ
[23798.228] (S)kurooo__78: たが多いw
[23799.340] nightblackmare_115: あれもいるね
[23799.394] sapasa: まだ36時間の1/6ですよ
[23799.438] (S)fu4im1: もう歩けてないやんw
[23801.895] (S)o__m__i: しすさんも疲れてるwww
[23808.674] (S)ゆうひ__: www
[23811.435] ph_ser1: まだ1/6くらいですよ
[23813.201] (S)亜弥ノエル: www
[23814.538] douauje: あと30時間頑張ろうか
[23822.103] you0zeromus: wwwwwwwww
[23822.343] hikarino_ow: 36ネキw
[23826.264] (S)ren4299: 逃げるなら今よw
[23829.366] (S)michikaaa_: www
[23831.015] (S)ニックネム: wwwww
[23831.883] (S)にゃるろーる: ｗｗｗｗｗ
[23834.443] (S)亜弥ノエル: あれｗｗ
[23836.749] (S)maru_a_s_: 圧www
[23838.219] mic_chon_key: 圧www
[23845.082] (S)kurooo__78: 正直が一番よw
[23847.498] nightblackmare_115: やれる1
[23862.204] (S)うなやま: www
[23865.466] (S)亜弥ノエル: wwww
[23866.473] sapasa: そこまで言うならねｗ
[23886.424] (S)たなか_たろう: そうよねｗｗ
[23891.520] (S)sasa_nha: 体力バケモンw
[23895.656] mic_chon_key: 6倍えぐい
[23902.615] (S)キレる17秒前: 深そうで浅いww
[23902.622] (S)新鮮なシャコ: wwwwwwwww
[23902.627] (S)ニックネム: wwwww
[23902.831] tmwing34v2: w
[23903.507] sapasa: あっ
[23904.452] (S)シルバー000: あ
[23904.453] hikarino_ow: www
[23904.721] (S)にゃるろーる: ｗｗｗｗｗｗ
[23904.819] (S)sazanami28: wwww
[23905.305] (S)michikaaa_: www
[23906.118] pemogu10: wwwwwww
[23906.131] (S)tokievi: wwwww
[23906.215] (S)brocco_lin: wwwwww
[23907.513] (S)b_chizu: wwwwww
[23908.405] mickey__1228: すぅww
[23908.697] you0zeromus: おっと
[23908.924] _ひゅーす: wwwwww
[23910.732] (S)キレる17秒前: www
[23910.788] (S)fu4im1: エグいwww
[23911.108] (S)ゆうひ__: wwww
[23916.812] warainusan: おっと？
[23928.973] (S)ayu_tmm: www
[23930.512] (S)にゃるろーる: 悪かったんだよｗｗｗ
[23948.355] (S)michikaaa_: 楽しければいいw
[23949.644] (S)ren4299: すごいな
[23952.625] (S)キレる17秒前: すご
[23952.790] sapasa: ソロなんだ…
[23955.109] (S)にゃるろーる: えｗｗｗｗずっとソロなんだｗｗ
[23966.540] you0zeromus: wwww
[23966.855] (S)にゃるろーる: ｗｗｗｗｗｗｗ
[23970.706] (S)brocco_lin: wwww
[23977.008] vbnoillc: www
[23977.589] show_time_in: e
[23978.184] (S)ren4299: ん？
[23978.186] sapasa: おっ
[23981.062] (S)sazanami28: ん？
[23981.312] (S)ゆうひ__: ん？
[23981.944] (S)fu4im1: ん？
[23982.106] (S)brocco_lin: ん？
[23982.929] (S)亜弥ノエル: ん？
[23983.357] nightblackmare_115: ん？
[23983.578] (S)うなやま: ん？
[23983.863] (S)kurooo__78: w
[23984.896] (S)ニックネム: 週一…？
[23986.373] (S)にゃるろーる: 週一でｗ
[23987.666] (S)荒木なぎさ: ん？
[23987.925] (S)maru_a_s_: ん
[23990.373] sapasa: いかないやつ
[23990.386] (S)michikaaa_: ん？
[23990.832] (S)o__m__i: www
[23994.934] (S)tokievi: 週一ね
[23996.331] (S)oavow: なんか付いてるなw
[23999.077] (S)ゆゆすけです: いけたらね
[24003.519] warainusan: 来ないやつｗ
[24004.983] (S)にゃるろーる: ＯＷ部かｗ
[24006.197] (S)ニックネム: wwwww
[24006.737] (S)キレる17秒前: www
[24009.747] (S)たなか_たろう: ｗｗｗ
[24009.948] (S)ayu_tmm: www
[24011.025] (S)亜弥ノエル: wwww
[24011.426] (S)furifuriholiday: wwwwww
[24012.018] mic_chon_key: wwww
[24012.262] (S)brocco_lin: wwww
[24012.710] (S)michikaaa_: ow部やw
[24013.420] _ひゅーす: wwwwww
[24018.428] (S)xsionna: OW部か
[24021.738] sapasa: 限定鯖すぎるｗｗ
[24022.895] (S)ren4299: お疲れ様でしたーw
[24027.617] warainusan: 全員でやっとフルパかｗ
[24028.517] 0lly_can: とりあえずうるーかは入るだろww
[24028.732] (S)かぐらちゃん_: お疲れ様でしたー
[24028.750] (S)キレる17秒前: お疲れ様でしたw
[24029.301] (S)michikaaa_: お疲れさまでした
[24029.333] (S)たなか_たろう: お疲れさまでした〜！
[24029.357] (S)荒木なぎさ: お疲れ様でした
[24029.766] (S)ゆうひ__: お疲れ様でしたー
[24030.494] (S)kurooo__78: お疲れ様でしたー❗️
[24030.573] (S)brocco_lin: お疲れ様でした〜！
[24030.867] (S)新鮮なシャコ: お疲れさまでしたww
[24030.958] (S)tokievi: お疲れ様でした
[24031.046] (S)sazanami28: お疲れ様でした〜
[24032.023] (S)ayu_tmm: お疲れ様でした
[24032.474] (S)ゆゆすけです: お疲れさまでした！
[24032.611] (S)o__m__i: お疲れ様でした
[24032.743] (S)b_chizu: お疲れ様でした
[24033.313] (S)fu4im1: お疲れ様でしたー
[24033.496] (S)maru_a_s_: お疲れ様でした〜
[24033.537] (S)ニックネム: お疲れ様でした〜
[24033.680] (S)ねるる__: お疲れ様です
[24034.166] (S)にゃるろーる: お疲れ様でしたー！
[24034.514] (S)furifuriholiday: お疲れさまでしたー！
[24034.655] tem71816: お疲れ様でした
[24037.949] (S)mitasomam: お疲れさまでしたー ありがとうございました
[24038.410] (S)ユリトス: お疲れさまでした
[24038.574] yuta8547: お疲れ様です。
[24038.803] _ひゅーす: お疲れ様でした〜！
[24039.348] (S)うなやま: お疲れ様でした〜
[24040.825] (S)ゆゆすけです: いっぱいやった！
[24041.439] (S)xsionna: お疲れ様でした
[24041.505] (S)nugget3150: お疲れ様でした〜
[24042.100] (S)co_oooo: お疲れさまでした～
[24042.111] warainusan: おつかれさまでしたー
[24042.396] MEGAgengarrrrrr: おつかれさまですー
[24043.567] (S)kuzu_00: お疲れさまでしたー
[24047.568] akagami_zoachan: お疲れ様でした！！
[24048.366] (S)xsionna: もう７時間近くよ
[24048.469] SeDaGames: tanoshii
[24049.438] (S)ささみ_35: お疲れ様でした〜
[24049.907] (S)たなか_たろう: ふぅ〜〜
[24053.185] (S)yuzukoshoo: 長時間感謝です
[24053.656] (S)oavow: 疲れてますやん
[24053.790] (S)xsionna: 盛れたね
[24054.553] (S)pipipipipi_piiiii: お疲れ様でした！
[24054.901] ryokucha47: お疲れ様でした！
[24055.149] sapasa: OWいっぱい見れて嬉しかった
[24055.535] (S)キレる17秒前: 6時間越えですってw
[24055.931] (S)ゆゆすけです: ないすかちかち～
[24056.977] (S)sasa_nha: カロリー高いね
[24057.937] you0zeromus: 見てておもろかった～
[24059.262] MEGAgengarrrrrr: Overwatch楽しすぎる！
[24059.575] (S)亜弥ノエル: お疲れ様でした
[24062.500] SeDaGames: OW fullpa tanoshii
[24062.562] _ゆりゆり: お疲れ様でした〜
[24064.216] (S)kurooo__78: 長めだったねー
[24067.009] (S)新鮮なシャコ: wwwww
[24067.760] (S)テトちむ: お疲れ様でした！！
[24068.883] (S)たなか_たろう: ｗｗｗ
[24068.891] (S)かぐらちゃん_: wwwwww
[24070.704] (S)brocco_lin: 7時間近くやってたねぇ
[24070.995] (S)sazanami28: www
[24071.885] (S)ren4299: それはそう
[24072.117] (S)うなやま: wwww
[24073.708] (S)希乃0107: wwwwww
[24074.668] hi_na__31: さすがにかwww
[24074.901] 0lly_can: メタじゃなくてエイムで解決してたねww
[24075.648] (S)tokievi: 長かったww
[24076.564] (S)feliaru24: wwwww
[24077.118] (S)fu4im1: そらそうww
[24077.719] myuusuke326: 今日長かったね
[24079.459] (S)ayu_tmm: おもろかったですよww
[24080.035] myuusuke326: お疲れ様
[24082.409] (S)youazz4242: 咳は治りましたかwww
[24083.188] (S)ren4299: 楽しかったー
[24086.875] warainusan: これの6倍って考えるとえぐいな
[24088.191] 湯屋さと: 勝率やば
[24088.644] (S)feliaru24: お疲れ様でした！
[24090.508] aruku_0120: こっからソロ？？
[24091.898] (S)ゆゆすけです: 今日はどのくらい盛れたの？
[24093.928] (S)にゃるろーる: 覚悟ｗｗｗ
[24095.557] おはぎだいすき: ありさんがなんかしらの耐久配信して壊れてるとこ見てみたい
[24095.757] (S)o__m__i: してたんだw
[24100.387] (S)キレる17秒前: 代わりに途中寝てたわ
[24101.484] (S)ainle0_0: お疲れ様〜
[24103.271] (S)ゆゆすけです: ｗｗｗ
[24104.416] p_onsan: これからあと30時間配信？w
[24104.432] tdkt4033: おつ
[24106.918] (S)亜弥ノエル: ｗｗｗｗ
[24107.367] sapasa: ｗｗｗ
[24107.954] (S)新鮮なシャコ: wwwww
[24108.123] (S)xsionna: ｗ
[24108.256] (S)maru_a_s_: 記憶www
[24108.410] (S)b_chizu: wwww
[24108.825] (S)ニックネム: www
[24110.990] (S)ゆうひ__: www
[24111.855] (S)ねるる__: wwwwww
[24111.920] (S)ayu_tmm: www
[24112.729] (S)youazz4242: 間違えてましたか失礼をばw
[24113.372] (S)brocco_lin: ww
[24117.789] (S)キレる17秒前: 記憶力おじぃww
[24118.173] (S)シェオ: ｗｗｗｗ
[24120.809] (S)xsionna: ちょっと体調不良気味かギアさん
[24120.814] kazunoko016: www
[24123.339] (S)ren4299: 声変わりか
[24123.631] (S)oavow: ずっと咳してたね
[24124.277] (S)michikaaa_: あらら
[24124.306] (S)ニックネム: ギアさんはもう声が違ったもんね
[24127.272] 0lly_can: ギアさんは最近体調戻んないらしいね
[24127.523] you0zeromus: 寒暖差えぐいもの
[24128.859] (S)maru_a_s_: ギアさん声変わり中か
[24129.256] (S)ゆゆすけです: あらあ心配
[24130.776] (S)fu4im1: 声変わってたね
[24135.505] (S)pqsific: ありさんこかげさんと初めましてだっけ？
[24136.022] (S)にゃるろーる: 心配ですね
[24138.234] aruku_0120: 声変わりか
[24138.373] (S)亜弥ノエル: 成長期か
[24138.504] (S)キレる17秒前: それで静かだったのか
[24139.084] (S)oji1chan: ギアさん喉お大事にだ
[24140.961] (S)kurooo__78: 咳流行ってるよね
[24140.986] tube_89: ギアさん席しながらvalo朝までやってるから
[24141.794] (S)brocco_lin: お大事にだね
[24150.371] 0lly_can: 風呂キャン界隈担当ね
[24152.958] aruku_0120: えwww
[24154.695] (S)ゆゆすけです: ん？
[24155.442] 0lly_can: しすこは？
[24155.685] gucciguccicci: し、す
[24156.496] ac41p38_yau85: ちなヴァロバグってて出来なくなってる。
[24157.613] (S)maru_a_s_: ん、、しす
[24158.927] (S)kurooo__78: え？
[24160.760] papico_________: タカね
[24161.280] 0lly_can: あ、そっちか
[24161.762] (S)あるるるぴ: あ
[24161.984] えリえリ: www
[24162.340] (S)michikaaa_: こかげさんがね
[24162.832] (S)新鮮なシャコ: そうなんww
[24162.948] (S)にゃるろーる: そうだね
[24164.240] (S)fu4im1: はい？
[24165.357] (S)たなか_たろう: かもね
[24165.408] (S)うなやま: こかげさんとってことかw
[24167.591] (S)sazanami28: こかげさんがね
[24168.064] aran1326: こかげさん目線ね
[24170.736] aruku_0120: ああww
[24170.969] (S)ゆゆすけです: ああ
[24171.695] (S)にゃるろーる: 主語がｗｗ
[24171.867] (S)maru_a_s_: あそういうことwww
[24174.658] (S)neet_master: 噂のfps猛者ですか？
[24176.840] douauje: リスナーも頭が・・・
[24176.871] (S)brocco_lin: こかげさんがね
[24176.983] (S)xsionna: ヴァロも長時間やってるからね
[24178.707] (S)キレる17秒前: 日本語むずwww
[24178.819] ルミナスさん: ほな、ありさんとシスコも初めましてか
[24179.341] (S)kurooo__78: あぁ
[24185.512] (S)okome_taberu: まだやってた！ありがとー
[24188.148] (S)xsionna: イモ２すね
[24188.492] SeDaGames: immo 3
[24189.189] (S)oavow: すげぇ
[24189.414] lrmigi: ちょっと深夜で頭悪くなった
[24189.465] おはぎだいすき: バロもAVAも
[24189.803] (S)ゆゆすけです: すごいよね
[24190.179] (S)oji1chan: そうなんだ！すごい
[24190.396] (S)うなやま: すげぇや
[24191.284] (S)あるるるぴ: すっげ
[24191.536] aran1326: ソロ芋３やね
[24192.646] (S)brocco_lin: すごいね
