[18.070] フﾄ: kokuji3Chu
[9614.527] agouwha: 毒 画面端 立強K（パニカン）⇒ウネウネP⇒立強K⇒OD蛇頭鞭⇒パリィキャンセルドライブラッシュ⇒強K⇒OD凶襲突⇒弱蛇頭鞭⇒OD紫煙砲⇒前P⇒CA / 7195
[9628.954] tabibitox: 更新した
[9643.821] ようま: ６４４２
[9647.860] 黒魔: スカル8時ありがとー
[9667.558] hollysummerxx: そうです
[9668.758] u_anna: リュウよりゴリラダメージじゃん！
[9673.069] moppu_gake: あと20分でスカルだからアラーム忘れんなよ⏰
[9696.410] yuubinya: こんなん気持ちよくなってまうやろ
[9705.256] v_harumi_v: へっるー
[9708.714] naganaiz: コンボ職人すごいな
[9708.827] syugi3: すご
[9716.700] tukumi07: スカルってなんですか？
[9723.135] 1108044k: マリーザクラスの火力あるな
[9733.540] hollysummerxx: 7000超えは毒沼必要
[9737.615] NoE_vivre: 毒設置っすね
[9746.701] twitchyarutch: ダウトに似たようなカードゲーム
[9747.258] iranaiko: 毒は設置すると伸びますねー
[9749.492] tabibitox: OD弾
[9755.182] kamiya1979: なぜウネウネだけ名前じゃない？w
[9756.552] ウル_27: それ沼設置限定じゃないですかね
[9757.644] 如月うづき: 設置してないとできないやつだそれ
[9776.932] elite_pork: ウネウネのほうがかわいいじゃん
[9785.981] tabibitox: シミー用だから違うね
[9797.057] gbmtp366: スカルはダウトみたいな感じのボードゲーム
[9803.415] kamiya1979: ウネウネ、しゃかしゃか、ドリルw
[9805.190] hollysummerxx: 沼限定コンボ
[9805.928] tukumi07: へー ありがとうございます！
[9820.547] ~MISSING_COMMENTER_INFO~: 毒がほんとにむずいねぇ
[9835.630] yuubinya: リニア、バッタ、チャカなみの言語力になっとる
[9843.348] ようま: 火力すごいなー
[9844.233] (S)きしー: 今日スカルなのか
[9845.502] zenosc9: へーる
[9851.011] ほうじ21: なっげえ
[9853.846] (S)きしー: たのしみー
[9860.069] agouwha: きたーー
[9862.661] tomodaachii: wow
[9863.158] (S)johndoe6523rp: ウネウネPだの、ドリルだの
[9864.701] kawasak1n: 7195ｗ
[9865.335] iranaiko: コンボに生ラッシュ多いあKら個人的には大k三回入れるほうがおすすめ
[9865.567] はらくだり: へりすぎ
[9866.242] 3595818: すっご
[9866.546] ようま: ｗｗｗｗｗｗ
[9867.629] (S)tama_zx61: ばくへりぃ！！
[9868.162] tondagame: www
[9868.372] v_harumi_v: ｗｗ
[9868.607] sion_h1gh: www
[9868.664] (S)人の心をなくした風俗店員: www
[9869.030] u_anna: それｗｗｗｗ
[9869.712] naganaiz: Www
[9869.921] (S)箸くれ: すーごい顔
[9870.637] syugi3: うひょー
[9871.273] tabibitox: それなｗ
[9871.410] terry_man630: 顔ｗ
[9871.906] helmetcage: wwww
[9871.956] ようま: 王の怒り
[9872.546] (S)chikachikabonito: umeSnooze
[9872.853] kazmo31: ほんとそれ
[9874.508] twitchyarutch: ここに持ち込むまでがね
[9874.750] (S)クラウ07: w
[9875.235] taroru3: いーつつかうねんって
[9875.372] kokuyoshi: スカルってなに？
[9875.802] v_harumi_v: セルフつっこみｗ
[9875.842] ~MISSING_COMMENTER_INFO~: はい
[9877.800] おりっち: いい。いま
[9878.158] (S)きしー: 結
[9878.257] hk_takoyaki: けっきょくそこw
[9878.801] mm2351: ｗｗ
[9879.419] kokentou: あ
[9880.473] 108305luca: サムネに使われそうな顔
[9880.895] doublepush_da: きづき
[9881.358] 1108044k: でも沼設置結構やってない？ｗ
[9881.448] varomu: ｗｗｗｗ
[9881.581] (S)ましゅダヨ: wwww
[9881.856] (S)chikachikabonito: ｽｯ
[9882.265] NoE_vivre: スタン時に一応…
[9882.970] ウル_27: 今のはまぁあると思うｗ
[9883.199] u_anna: 大足刀パニカンスタートより厳しいｗ
[9883.558] シキストレーガ: スタンからも始動変えればいける
[9884.327] (S)箸くれ: いきなり無にならないで
[9887.872] 天然ベニテングダケ: スカル～
[9888.294] (S)軽く捻るか: いつやんだよ！
[9889.545] terry_man630: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[9889.762] クラクラ777: にやにや
[9889.907] (S)ニャガレ: サコさんのキャラだなこれｗ
[9890.168] jamxqc: あ
[9890.548] kawasak1n: いつすんだ よー 
[9891.095] (S)maya_g01: ｗｗｗ
[9891.486] ほうじ21: ww
[9891.560] (S)きしー: 結局うめアキと当たらなかったなー
[9891.775] (S)箸くれ: ｗｗｗｗｗｗｗｗｗ
[9891.899] v_harumi_v: ｗｗｗｗ
[9892.471] mikazuki3150: aki研究会とかせん？
[9892.579] (S)ましゅダヨ: あ
[9893.531] 天然ベニテングダケ: ｗｗｗ
[9895.608] 1108044k: 失くしたのかｗ
[9897.516] zenosc9: iPhoneを探すアプリ便利
[9897.609] hal0302: コンボ職人は実戦のことはあまり考えないのだ
[9898.157] (S)箸くれ: iPhoneなくしおじさん
[9900.761] 天然ベニテングダケ: また落としたのかｗ
[9901.036] (S)人の心をなくした風俗店員: 鍵も探すし Iphoneも探す
[9905.802] (S)chikachikabonito: iPhoneなくした 
[9906.832] ばーのあひろまん: SA2設置からは設置コン狙えそうではありますよね
[9907.669] shiryu_iqq12: hello daigo my name is oscar i am from chile
[9908.834] ~MISSING_COMMENTER_INFO~: 強大な武器は持ってるというだけで抑止力になるのだ・・・
[9909.272] varomu: 落とし物が多い
[9910.812] v_harumi_v: 見つかって本当によかったです
[9910.925] (M)Moobot: ＊＊新ヘッドセット＊＊ HyperX Cloud III が ワイヤレスで登場！ → https://hyperx.gg/45bt2SJ
[9911.574] tonkiman_ojio: また飲んで無くしてしまいましたか
[9913.795] terry_man630: もの失くすのもうやめなぁ
[9918.531] おりっち: 尻呼べばいいのよ
[9919.081] (S)sugi_tree3: 家でiPhone無くした
[9919.314] Sishamock: 最高のサイト、BGA
[9922.012] zenosc9: スカルの時間か？！
[9924.703] カブトシロ: また失くしたの？
[9925.524] kamiya1979: 珍しく時間前行動してるw
[9926.803] (S)ましゅダヨ: ブラウザゲーなのか
[9927.048] chin_56_: SKULL
[9928.163] ebifal2: スカルってみんなルール知った状態で始まるの？
[9929.793] bikibiki999: スカルはブラウザゲーなのか
[9936.054] v_harumi_v: モク
[9943.593] naganaiz: CRメンバーとスカルいいね
[9956.516] v_harumi_v: ばっちし！
[9957.819] u_anna: 一号なつかしいなー
[9959.411] twitchyarutch: 紹介動画もあるし、いけるっしょ
[9961.586] moppu_gake: おい猫🐈かわいいぞ
[9963.312] (S)ringo_35: umeCat2
[9963.485] one596: ark勢多いから今皆んなarkしてる
[9965.732] monen_tofu: ウメキャット
[9969.826] niboshidaiashi: セクシーキャット
[9970.532] (S)イエール: かわゆす
[9972.731] tsubame5204: umeSmoosh
[9974.548] kamiya1979: 枠かえ？
[9976.550] (S)johndoe6523rp: umeCat
[9981.973] hinoki252577: ウメキャット可愛い
[9983.823] deahale151: 今度はぷっさんも何かに誘ってほしいなぁ
[9985.054] kawasak1n: 見ながらルール覚えます
[9985.136] (S)イエール: MercyWing1
[9987.824] (S)きしー: スイッチ配信できるようになった？
[9988.178] (S)monmon_petitpetit: umeCatGlare
[9993.630] nukaduke91: amakipTensai
[9994.726] (S)人の心をなくした風俗店員: ネコかわぇぇ
[9995.065] zenosc9: Pの→
[9997.411] maruino351: ｐの横
[10000.197] kawasak1n: ｐ横
[10002.417] naganaiz: @
[10004.567] (S)ハビー: ええ・・・
[10006.627] (S)chikachikabonito: umeCatSleep
[10007.912] ようま: ｗｗｗｗｗｗｗｗｗ
[10010.606] (S)ラベット: かわいいかよ
[10014.482] ~MISSING_COMMENTER_INFO~: 甘やかしていくぅ
[10017.217] twitchyarutch: 猫ソニック
[10024.493] tukumi07: どうやってやんの？っていう聞き方好き
[10024.680] ecell11: 英語キーボードだと配置ちがうかも
[10025.774] im_t4n4k4: ウメさん
[10030.731] mofumon11: 英語配列でしょ、shift+数字2
[10036.039] maddy2623: なんならあっとまーく変換でも出るぜ！
[10038.653] poco5656: DxCat
[10039.358] moppu_gake: みんなアークで忙しいやろうけど集まってくれるの嬉しいね
[10041.982] (S)箸くれ: 肉球かわいいな
[10054.273] poco5656: たのしみ〜〜
[10058.027] (S)イエール: 肉球くんくんしたい
[10071.357] (S)ponponguripon: にゃー
[10071.801] v_harumi_v: ネコの肉球ってどんな匂いなんだろ？
[10078.885] (S)イエール: ピーナッツ的な？
[10080.424] varomu: かわいい
[10083.009] (S)セルベリア: 猫ちゃんお元気ですか？
[10085.014] bikibiki999: ウメちゃんが集めたわけじゃないっしょ？よしなまさんじゃね
[10090.596] v_harumi_v: ピーナッツなんだ、おいしそう。
[10099.507] maddy2623: 焦がしたたたみみたいな匂いだよ 猫の肉球
[10099.862] ようま: ウメキャッツ
[10102.091] zenosc9: 猫はみんないい匂い
[10105.795] kusomegane123: 世界平和は置いといて猫アレルギーが救われますように
[10106.970] v_harumi_v: 畳？？？
[10111.907] (S)イエール: たたみ焦がすなww
[10114.298] bikibiki999: おおおおちついてて
[10117.136] (S)きしー: いまさらだと思うんだけどパーマかけたんだよねうめちゃん
[10120.017] chin_56_: (‘A`)ﾀﾞﾘｰ
[10121.848] (S)セルベリア: おちんついて！
[10123.855] (S)イエール: wwwww
[10125.988] twitchyarutch: なんで！
[10129.857] zenosc9: ｗｗｗ
[10129.952] hk_takoyaki: www
[10130.308] ecell11: 記号を入れたのに英数字しか受けつけないあるあるー
[10130.677] kawasak1n: ｗｗｗ
[10130.690] v_harumi_v: 寝ぐせの完成形よ
[10132.314] (S)tama_zx61: ｗｗ
[10137.754] hotsumaowo: ｗ
[10138.466] zenosc9: Daigoはぼくのものだぞ！
[10139.355] crownin_fumizuki: ｗｗｗ
[10139.926] kawasak1n: 結構いますｗ
[10140.918] syugi3: セルフツッコミ
[10141.709] moppu_gake: これ不敬罪だな
[10142.279] henly1984: 解決したｗｗｗ
[10143.194] カブトシロ: 普通に居ますよ。
[10143.280] (S)イエール: メンタリスト、ロック歌手
[10143.383] ようま: ダイゴロウ
[10143.659] 2youyou2: umeCat
[10146.019] (S)きしー: 寝癖なの、、
[10146.097] jhkkhfdathvd: ww
[10148.373] tabibitox: ウメハラも絶対とられてる
[10151.052] 戸愚呂妹: だれぇ！w
[10152.062] deahale151: ダイゴ被りにキレるｗ
[10154.323] (S)ババシャツ: ディエゴ
[10155.944] カラメルキッチュ遊撃隊: ディエゴウマハラ
[10159.187] (S)イエール: けろけろまる
[10168.485] zenosc9: いいんじゃないか？
[10174.820] (S)johndoe6523rp: カブ農家
[10179.152] mikaze0001: またいずれやるなら
[10194.106] Itsfreakyyyy: itsfre22JustChilling
[10203.348] u_anna: kerokeromaru懐かしいｗ
[10212.029] (S)brunoman1: ウメハラ・ディエゴ・ブランドー
[10212.606] きょー_1213: みんなとやるならそっちだよ
[10215.281] maddy2623: フレンドいない！
[10215.395] Sishamock: ターンベースはマジで時間かかるから
[10217.665] kuniyoshi8: トラボ、、、
[10224.489] bikibiki999: そういや何でケロケロ丸だったんだろ
[10232.937] deahale151: 雪山またやってねウメちゃん
[10244.765] (S)イエール: たーぼでも良し
[10248.904] 浣熊俠: asleepyZOOM
[10252.998] axchuuu: NotLikeThis
[10266.167] chin_56_: 色々あるやん
[10272.690] zenosc9: 検索しよう
[10272.806] (M)Moobot: ＊最大120時間＊ HyperX Cloud III ワイヤレス → https://hyperx.gg/45bt2SJ 1回の充電で映画見放題だな
[10277.971] nameless_774: 検索安定
[10278.613] v_harumi_v: 左上の検索でスカルかな
[10279.226] Sishamock: 左上で検索してみて
[10290.946] Hitode_noko: 小学生の時に考えたハンドルネームそのまま使い続けるのあるよね（自分）
[10291.265] ebiebi12: ウメちゃんARKやってんだ
[10293.310] (S)イエール: skull
[10296.780] Sishamock: Skull
[10306.156] v_harumi_v: あったあった
[10308.230] tayue07: ニムトってやつもおもろいよ時間ある時にぜひ
[10322.273] (S)イエール: ナイスゥ
[10331.742] (S)メタルぱんだ: ！？
[10336.141] kawasak1n: 王怒ってますｗ
[10336.716] カブトシロ: 怒らないで・・・
[10338.996] niemalsaufgeben: www
[10339.235] axchuuu: このおじちゃんがやりたいっていったのになぁ
[10339.880] ayataka33: ｗｗｗｗｗｗ
[10341.198] varomu: ｗｗｗｗｗｗ
[10341.397] nameless_774: 右のプラス？
[10342.348] moppu_gake: おいスカル！王を怒らせんなよ！！
[10342.749] agouwha: オヤジすぎるｗ
[10344.336] naganaiz: 人狼もまた見たいです
[10345.034] u_anna: おじは文句から入るｗ
[10345.286] ﾃﾄﾗﾝ: 当然のように調べてない
[10345.979] umetyaahan: ディスコ繋ごっか
[10346.311] zenosc9: よしなまとDiscordつないだ方が早いと思います
[10348.603] chin_56_: ﾒﾝﾄﾞｸｾ━━━━━━('A`)━━━━━━!!!!
[10348.830] (S)イエール: すーぐオコじゃんねぇ
[10349.277] takoyaki_of: これいまなにしてる？
[10352.263] kuniyoshi8: やりたいって言ってんの
[10353.659] 伝説的戦地之動画王: すかるぅ
[10355.170] tabibitox: 前はどうやってやったっけ？こく主導？
[10356.616] deahale151: オレは友達とやりてぇんだ！という叫びｗ
[10357.773] maddy2623: ずんだもんなのだ
[10358.737] すかんぽ: スカル？わかってるな？
[10361.427] jagajaga1943: ディスコで聞いて
[10361.485] balthazar000: なぜこちらに圧を？
[10361.540] zenosc9: 招待してもらう
[10362.089] bikibiki999: 前は誰かに段取りしてもらったのかな
[10362.129] kazmo31: おじはすぐキレる
[10363.532] ebiebi12: メンおじ早くきて
[10363.552] nameless_774: スタートのした？
[10364.895] Tetsuya5963: 俺だよ？
[10366.279] クラクラ777: 友達になろうよ
[10366.405] (S)johndoe6523rp: 時間ないぞ！ｗｗｗｗ
[10366.753] momomomon11: www
[10366.821] axchuuu: スカルの準備わからなくて怒ってる
[10367.430] (S)メタルぱんだ: ん？
[10367.565] v_harumi_v: 前もそんなこと言ってたきがするー
[10368.415] きょー_1213: フレンドになってるなら＋マークのところ押して招待できる
[10369.704] bikibiki999: よしなまああああああああ
[10370.118] kawasak1n: だれかー
[10370.331] (S)ハビー: わがんね
[10370.606] kino883: ww
[10371.475] nappamatei: まずは挨拶から
[10372.016] オシュ: 事前に準備してこず？
[10372.046] maruino351: わかんない
[10372.424] (S)redpeppar510: 一人じゃ何も出来ねえなぁ
[10372.451] hiaaru: NotLikeThis
[10372.461] (S)セルベリア: 急募！友達の作り方
[10372.582] monpaka: 友達の作り方
[10374.853] moppu_gake: 王おちんついて
[10375.708] (S)銀廻宗創始挙天和尚: いままでとやり方違うんですか？
[10377.085] peperon17: なかよくしてくださいっていうんだよ
[10378.612] (S)ゴリゴリのゴリ: 友達の作り方？
[10379.177] gbmtp366: ちいかわのモモンガ
[10379.418] umesecond: 友達 作り方
[10380.044] 伝説的戦地之動画王: 今から何やるの？
[10380.571] (S)ニャガレ: 勇気を出す事
[10381.818] (S)kodue55: 友達の作り方知りたいおじさん
[10382.612] umetyaahan: みんなに名前聞かないと分からないよ
[10383.317] jagajaga1943: ディスコードで話せば解決すると思う
[10383.897] Hitode_noko: なんで事前に準備してないの？？
[10384.848] (S)人の心をなくした風俗店員: 「フレンドってどうやってつくるの？」
[10386.567] chin_56_: 勇気を出す
[10386.579] (M)(S)gameinntwitch: もっと早く準備するべきですね
[10388.235] (S)marimon188: 重い話題ですね
[10388.466] moppu_gake: まず話しかけてみよう
[10388.674] naganaiz: ときんすの広告出てきてビビったw
[10391.046] watanabe0731: 年取ると友達はできないよね、、、、
[10391.159] kuropyonn: ハイタニさん待ってる。
[10391.482] クラクラ777: まず相手のいいところほめてみよう
[10392.790] axchuuu: メンおじ様wwwww
[10392.885] crownin_fumizuki: ワロタ
[10393.429] v_harumi_v: メンおじさまｗ
[10394.214] ebiebi12: みんなアカウントすら作ってないはず
[10395.622] たくあんどす: 自分から声をかけるのが近道だよ
[10396.310] (S)メタルぱんだ: フレンドの作り方
[10397.275] agouwha: 逃げた
[10398.467] ddb365: メンおじｗ
[10400.032] one596: メンおじ、厳しくいこう
[10401.642] (S)闘劇のアルベルト: ごもっともで草
[10401.722] 新ころりん: カニちゃんは・・・メンおじって事ぉ！？
[10402.075] mako6912: メンおじwww
[10402.087] moricocoa: 間違いないっすね
[10402.226] v_harumi_v: 今日はちょっと早めだった
[10402.645] クラクラ777: 正論
[10402.731] fbhjkl: BibleThump
[10405.342] potesaraudon: プレイや人数のとこの＋かな？
[10406.163] ようま: 来てからディスコードで招待してもらおうｗｗｗ
[10406.570] tabibitox: 直前に準備始めるからぁｗ
[10407.313] (S)セルベリア: メンおじのおっしゃる通りｗ
[10407.817] bikibiki999: メンおじのどストレートつっこみｗ
[10408.767] kuniyoshi8: メンおじそれなｗｗ
[10412.460] (S)イエール: メンおじ正論パンチやめなぁ？w
[10413.901] moppu_gake: 隣の席の子に勇気を振り絞ってね
[10414.929] きょー_1213: じゃあ他のプレイヤーの名前とか知らないと始まらない
[10415.858] (S)ひまんちゅ: 辛辣なメンおじ
[10416.657] axchuuu: 甘やかさないのえらい
[10418.048] umesecond: あと5分しかない
[10418.963] chin_56_: 時すでにお寿司
[10420.060] (S)ハビー: ハイタニに連絡だ
[10420.422] すかんぽ: メンおじ苦労かけるな...
[10423.099] (S)ringo_35: BibleThump
[10423.445] peperon17: メンおじからも甘やかされなくなったら終わりだよ
[10424.688] poco5656: もこたんおしえてあげてよ〜
[10427.165] 蟹右手: 俺だよ？
[10432.438] deahale151: ゲーム始めるまでこんな面倒だとは思ってなかったんだよウメちゃんは
[10437.005] axchuuu: スカルやりたいっていったの自分だもんねー？
[10438.419] (S)tama_zx61: 5分 無理！！
[10440.612] (S)brunoman1: 情報を納めろ！
[10441.935] kobetaf: 王は夏休みの宿題は最終日に取っとく派
[10442.818] カブトシロ: 友達をどうやって作るの知らない王。
[10443.783] ようま: 大丈夫なのか？ｗｗ
[10448.612] v_harumi_v: いつもこんな感じですし。
[10450.538] balthazar000: 即出来ると思って初めて、準備必要で遅れる。平常運転。
[10458.910] im_t4n4k4: 王VS王のスカルか
[10459.025] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[10459.314] kamiya1979: 枠変えないのかな？スト6
[10459.831] (S)gularain: ふふふ
[10463.584] ~MISSING_COMMENTER_INFO~: DAI GO1
[10468.969] すかんぽ: 30分押しは押したうちに入らないからな
[10469.426] Tetsuya5963: 『スト6』A.K.I.や『バイオRE:4』制作の舞台裏に迫るドキュメンタリー【100カメ】カプコン回が本日23時NHK総合にて放送
[10469.560] きょー_1213: discordに自分のフレンド名を送ればどうにかなると思うけどな
[10472.249] (M)(S)gameinntwitch: もう他のメンバーに先導してもろて。相手も初めてだろうけど
[10473.164] (S)ハビー: 俺ウメちゃんと同じ年代だけど俺の方がまともだな
[10473.701] (S)イエール: 格ゲーにステ振りしちまってるからこれで良いw
[10476.048] godiva_matsui: とりあえずシャワー、浴びます
[10476.532] ようま: 始まるまでまーた３０分かかるやーつ？
[10483.264] kuniyoshi8: 5分前で何とかなる、、そうウメハラならね、、
[10489.366] Sishamock: 画面上のコミュニティからプレイヤーを探すで名前調べてフレンドにならんといかんね
[10491.946] (S)ハビー: どこいったし
[10496.422] bikibiki999: よしなまさん召喚しよ
[10496.501] agouwha: ヌキさん６時間遅刻してるから大丈夫
[10497.820] twitchyarutch: 今日はケツ決まってるから急いだ方がいいけどw
[10498.240] axchuuu: あと3分
[10500.193] umesecond: いつもは周りが勝手にやってくれる
[10504.101] (S)銀廻宗創始挙天和尚: トイレですか?
[10504.462] Hitode_noko: 格ゲー以外捨てるとこうなるよ
[10506.317] Siohai: そういえば雪山も1時間始まらなかったな
[10507.707] poco5656: ウメハラさんのこと最近見だしたんだけど、結構お茶目な感じなんだね
[10516.309] bikibiki999: は？今日まだ予定あんのかよｗ
[10517.691] jhkkhfdathvd: 皆んな初めてなんだから準備に時間かかるでしょ
[10518.338] v_harumi_v: おちゃめさん
[10518.822] deahale151: お茶目しかない
[10520.471] レム__: お茶目どころか
[10522.934] zenosc9: フレンド：画面上部のコミュニティ→プレイヤーを探す
[10523.654] v_harumi_v: おかえりなさーい
[10525.681] axchuuu: お茶目って解釈してくれるなら嬉しいだろうね
[10526.846] kousen17: kousen17 subscribed with Prime. They've subscribed for 33 months! 
[10528.402] (S)chikachikabonito: umeCossack
[10532.668] moppu_gake: 格ゲー以外すてたから、、
[10533.329] 新ころりん: 格ゲー以外は可愛いおじさんだぞ
[10535.768] ようま: あい
[10537.407] twitchyarutch: ほい
[10538.299] (S)イエール: ウメちゃんは格ゲー以外はポンコツおじなのがお茶目よねw
[10538.560] カブトシロ: はい。
[10539.214] (S)johndoe6523rp: いそげーいそげー
[10540.399] kamiya1979: ほい
[10541.103] (S)ringo_35: はい
[10543.697] ebiebi12: ミルダムの時何回かやってたよね
[10543.780] ニャンプイ: ちいかわやぞ
[10546.797] nameless_774: スタートの下のプラス＋から招待URLつくれるぞ
[10546.807] (S)brunoman1: 全てなのでね
[10558.940] bikibiki999: おうかわ
