[21.185] (S)rin_aimer: radaoKitya
[2508.496] (S)ももなっとう: さっそく脱線しとるが
[2508.928] prpr_friedrice2: ただの古参
[2509.279] (S)よっしぃ37: 悔しくないの？
[2509.287] (S)yuujyuufudann: 何を誇ってるんだよw
[2509.344] shooo818: せっかくのシューズ使えず
[2509.358] えりさ_: ベンチの古株wwww
[2509.448] amane_e: 厄介やん
[2509.497] みおん3078: ベンチの常連
[2509.731] yuimo_1823: ベンチこええw
[2510.451] (S)和泉ぴけ: 底辺の争い
[2510.806] あかましまし: サッカー出来るやつってモテるよね
[2510.980] (S)ちゃつう: radaoWakotu
[2511.344] (S)こんばんは1: 害悪古参
[2511.531] (S)mazirou: 偉くないぞ
[2511.706] touhikou_: さっさと明け渡せ
[2511.911] towa0916: 何を譲らないんだよ
[2511.933] (S)わらびモち: はずかしいよ
[2512.916] (S)drem_chan: 自慢げに言うことじゃないぞ
[2512.994] かめいいんふ: かっこよくないよ
[2513.070] tanaoji0709: 譲れないものwwww
[2513.330] あきらかにあきら本物: どこにプライドもってんだよw
[2513.661] kosuke25252: 老害ってこと？
[2514.445] marion205_: 老害・・・ってこと！？
[2514.648] goma_nigiri: ベンチの古株とは
[2514.671] ゆうもち: 周りの人はどんどんフィールドに出てたんやな
[2514.802] rato_reto: ベンチの古株ｗ
[2514.875] amcill: だせ
[2514.939] YodoRa: ベンチつまらんよなめちゃ分かる
[2515.100] Dachiki_01: ベンチはベンチだよ
[2515.297] rg_irece: むしろダサい
[2515.537] (S)waa39: かっけぇ、、、
[2515.795] たゆう_はね: ベンチに古株とかないから
[2516.314] (S)yuna_aaaaaaaaa: あー
[2516.351] daibarorin: 後方腕組み古参ぶりじじい
[2516.421] rruwa: サンタっていつまで来るもんなの？(次の話いこ)
[2516.443] (S)sinahalo: 尖ったプライドだな
[2516.969] tubugu: ベンチ人
[2517.219] (S)kota0513: ベンチ古参
[2517.228] namonakimumei: なにどんぐりの背くらべしてんの？
[2517.434] (S)和泉ぴけ: お山の大将
[2518.175] nairon_5102: 年功序列ベンチ？
[2518.384] 白クマ: 最古参
[2518.390] きるた: ベンチで古株ってずっと不出来ってこと？
[2520.015] (S)ryo_ngz: あー...
[2520.514] ジン生部屋: ベンチはどう変わってもベンチだから安心して
[2520.735] (S)をぺ: radaoHatena2
[2520.748] あきぬこ: 恥ずかしいな.......
[2522.249] hirunnkun: いいように言えばね
[2522.499] YodoRa: ベンチの古参…！？
[2522.971] (S)medo_710: 安いプライドだな
[2523.057] girubardghq: カッケェ
[2524.554] (S)mazirou: なるほどなw
[2524.650] (S)nanasino0131: 左サイドベンチスタメンさん?!
[2524.662] pasu0517: なんでベンチ内でイキってんだよ
[2525.009] あきぬこ: はる
[2525.333] souta0712likeblue: どんぐりの背比べ
[2525.367] (S)星空くん: 実力のない奴がイキるのきっついよね
[2525.565] tora25_22: 平成ってひとまとめにするのやめて
[2526.190] satela_A: 誰も欲しいなんて言ってない
[2526.836] shion2221: 勘違いすんなよ？
[2527.477] toremoro_san: 老害…
[2527.522] YodoRa: 恥ずかしくないのか？
[2527.686] NORI25252: かっけぇなぁ
[2527.779] (S)yuna_aaaaaaaaa: おおお
[2527.811] るびあんず: スタメンの子来たらどーぞどーぞってゴマすって席譲るんでしょ、なんも変わってないんですね
[2528.639] jhonnymorimori: 何も支えてないよ
[2528.699] ルロア: 古株はさっさとスタメンになってくれ
[2528.827] (S)レだん: 俺は恥ずかしいよらだお
[2529.406] mai_parastica: 玉拾いとか上手いってこと？？
[2529.642] (S)zecky310: 働かないし、監督に文句言われないポジション
[2530.688] 夢現: 背番号10のベンチウォーマーがいると聞いて
[2530.871] あきらかにあきら本物: まぁ、年功序列はあたりまえ
[2531.381] iza__13: それ名前
[2531.532] りょうきち: 縁の下で日向ぼっこだろ
[2531.728] てぃやんでい: ベンチ暖かいと脚温まってコンディション良くなるもんね
[2532.560] gift0211: あいつはちゃんと活躍してるぞ
[2532.739] rruwa: もーいやー
[2533.017] あきぬこ: 縁下さんと一緒にするな
[2533.379] hiyori_0807: お
[2533.496] shinano72: そやな
[2533.967] (S)のせ太郎: 縁下と同じにすんなカス
[2534.180] (S)rankuma0408: いるいるこういうやつ
[2534.234] 梨一: お前が椅子だったってこと？
[2534.283] yura1196: さすがサンドバック役
[2536.894] prpr_friedrice2: 力入れてないやろ
[2537.719] (S)omoti1208: そーだぞ
[2538.023] (S)yuna_aaaaaaaaa: 力くん！
[2538.063] tubugu: 見てるこっちが恥ずかしい
[2538.632] mafuyu256: つまり出世出来なかったってこと？
[2538.719] 心咲: 彼奴試合出てるぞ
[2538.856] (S)マシュマロ: そやな
[2539.053] が_じゅ: 一緒にするな粕
[2539.095] (S)星空くん: してた
[2539.836] (S)mai161116katatumuri: かなり
[2539.872] rato_reto: ベンチガチ勢？
[2539.889] takuma_an: 6番ね
[2540.044] (S)misokaio: 最終兵器とか言われてそう
[2540.056] kiiroitori: てか、また脱線してて草
[2540.257] mai_parastica: サーブでね
[2540.272] navyblue___: 一緒にするな
[2540.299] (S)baberuboburu3939: でも出てたぞ
[2540.509] ikemikann: おい
[2540.869] 夢現: 活躍すらないもんな…
[2540.976] えりさ_: そーね
[2541.194] (S)中のヒト: ハーフタイムで水用意してくれるいいやつだよな！
[2541.457] satela_A: 縁下の足でまとい
[2541.672] mochi_00v: 縁下すき
[2541.675] touhikou_: 一緒にすんな
[2541.830] fukomori99: めっちゃしてる
[2541.839] みおん3078: うーん？
[2541.899] miyazawasinpei: 同じにするなよ
[2542.175] もぐつむり: 一緒にすな
[2542.254] (S)レだん: それぽまえじゃないぞ
[2542.269] もちばし: もちばし subscribed at Tier 3. They've subscribed for 26 months! 
[2542.365] たけのこ派: してる
[2542.396] hiyori_0807: 増田俊樹
[2542.419] oorer10969: なにしてたの？
[2542.446] 秋の気配がしますね: 3年（卒業）寝太郎
[2542.463] mamewasa817: お前とはちがうぞ
[2543.212] (S)にゃなと: 一緒にするな
[2543.349] suibotu_: うん
[2543.578] 燐だよ: お前と違ってね
[2543.588] Dachiki_01: 縁下力やん
[2543.630] (S)なつおよ: でもあいつは試合出たぞ
[2544.092] Mayoi__31: 縁下さんねw
[2544.222] amcill: してた
[2544.289] あきぬこ: ぶっ飛ばすぞ
[2544.296] YodoRa: 縁下さんと一緒にすんな
[2544.307] Mashiro_xwx: 若林くんってこと？
[2544.312] ロクでなし: だれ
[2544.592] mikan_san: それに比べてお前は…
[2545.441] さめちーず: あの子らとお前を一緒にすんな
[2545.455] りな_1822: 一緒にすんな
[2546.160] たゆう_はね: ボール拾いしてたもんな
[2546.246] Paste1: したすぎて見えてないぞ
[2546.328] mammona_jp: よく覚えてたね
[2546.556] 白クマ: 縁の下のえの字もないよ
[2546.905] hiyori_0807: は？？？？？
[2547.061] pasu0517: プロの雑用ってことか､､､
[2547.097] yubaharu: そやな
[2547.107] (S)zakuro0609: www
[2547.131] yuui01: 同じにするな
[2547.288] 濃香めろん: わこらだ 
[2547.364] ｻｧｻ: ｗｗｗｗ
[2547.392] (S)syumawok: あいつ出てたぞ
[2547.529] (S)和泉ぴけ: 彼は本当に縁の下の力持ちだから
[2547.768] daibarorin: お前とは違うぞ
[2548.282] (S)かりんとう12: 縁下さんと一緒にするな
[2548.294] (S)drem_chan: 縁下
[2548.361] すいぺりあ: いっしょにするな
[2548.393] 梨一: 縁下力くん
[2548.979] (S)rimirimi1205: 縁下力やん
[2549.158] hiyori_0807: おい
[2549.519] ponharu: 一緒にするな
[2549.750] (S)レだん: ぽまえとはちゃうぞ
[2550.308] air_118: お前と同じにするなw
[2550.334] YodoRa: お前と一緒にするか
[2550.638] ゆうがり: 縁下は頑張ったぞ
[2551.101] byakuya_557: 力くんは活躍したぞ
[2551.118] えりさ_: してるよ
[2551.605] kujirai___: ｗｗｗｗｗ
[2551.693] 守護神タナーカ1111世: 一緒にするな
[2551.805] suibotu_: 縁下くんね
[2551.806] mase_hs: 嫌な界隈だな
[2552.032] 村長の孫の嫁: 炎上するぞ
[2552.558] (S)togarashi73218: togarashi73218 subscribed with Prime. They've subscribed for 4 months! 思い出話助かる
[2552.697] syamo_ji_ch: 一緒にすんな
[2552.712] yuui01: お前とは違う
[2552.741] mammona_jp: キャプテンやぞ
[2553.609] wawafu2525: 一緒にするな
[2553.673] ikemikann: ハイキューファンです4ね
[2553.994] (S)おしゅわ: 推しだからやめて
[2553.996] navyblue___: ｗｗｗｗｗw
[2554.102] (S)yuna_aaaaaaaaa: wwwwwwwww
[2554.248] メープル羊: うん活躍してた
[2554.306] (S)ありちっ: キャプテンになってるよ
[2554.444] 白クマ: してたよ
[2554.506] YodoRa: お前と一緒にするな
[2554.670] (S)kouam428: 一緒にすな
[2554.988] tora25_22: 恥ずかしいから黙って
[2555.078] くるみ1209: 縁下くん？
[2555.158] riraaaaa: してるよ
[2555.172] (S)drem_chan: しえたね
[2555.906] Dachiki_01: 主将だったよ
[2556.540] (S)nakihai556: 力になってないな
[2556.637] ruchi_13: 縁下君バカにすんなや
[2556.659] shibuya_0830: 縁下を馬鹿にすんな
[2556.930] あきらかにあきら本物: 徹底的にベンチ
[2556.984] みおん3078: 裏切ってもないのよ
[2557.012] (S)ゆきゆた: 物は言いようだけどぽまえとは違う
[2557.199] iza__13: キャプテンやぞ
[2557.275] (S)omoti1208: 一緒にするな
[2557.380] mochi_00v: www
[2557.788] gumita777: お前は活躍出来なかったのか？
[2557.859] (S)きなこもち46: wwwwwwww
[2557.982] (S)nanasino0131: 汚そう
[2558.082] かめいいんふ: 一緒にすんな
[2558.649] くらいんしゅにー: スポーツ漫画で活躍しない奴がいてたまるか
[2558.819] ponharu: 努力したんだろ
[2558.864] (S)星空くん: 縁の下なのか？
[2559.076] あきぬこ: radaoMoeru
[2559.633] たゆう_はね: おい
[2559.745] YodoRa: あの人キャプテンやぞ
[2559.794] ふうぺん: 謝れ
[2560.713] (S)ssnyzk: お前この配信炎上させたいのか？
[2560.949] suibotu_: お前と一緒にするな
[2561.166] yuu0811: 一緒にすな
[2561.411] tomatan773: それはもうもはや一般人なんよ
[2561.577] (S)rimirimi1205: かっこいい時期キャプテンだよ
[2561.614] しょーーーん: 次期キャプテンやぞ
[2561.698] rana_121: してたよ
[2561.864] pasu0517: wwwwww
[2561.978] (S)なつおよ: 力になったぞお前と違って
[2562.009] (S)zecky310: 比べんな
[2562.138] fukomori99: それほんとに縁の下か？
[2562.435] hiyori_0807: ふざけんな
[2563.275] 村長の孫の嫁: ガチ恋いたらどーすんだ
[2563.639] あみのさん: モテなかったの？
[2564.054] (S)きっこまん: 縁下くん主将になたやろ
[2564.285] prpr_friedrice2: 勝手に仲間にすんな
[2564.285] (S)レだん: wwwww
[2564.310] gascoigne1837: おまえはかつやくしてないだろ
[2564.319] (S)haru_383838: 名前だけだぞ
[2564.508] えりさ_: wwwwwwww
[2564.797] (S)のせ太郎: 謝れ
[2565.121] 白クマ: 謝れ
[2565.251] (S)izayoi_77: 次いこ
[2566.020] goma_nigiri: 一緒にすんな
[2566.047] hirunnkun: 次行かない？
[2566.122] やし_: よく続けられたよな
[2566.508] harusame55: wwwwww
[2567.148] アルセレニア: お前には荷が重い
[2567.390] jhonnymorimori: 最後の試合も縁の下だっただよな？
[2567.520] メープル羊: あーあw
[2567.603] yuu0811: やめて
[2567.765] amane_e: 名前だけね
[2567.907] (S)mazirou: wwwwww
[2568.937] はな0: なんか今日声響いてない？
[2568.965] YodoRa: は？炎上しろカス
[2569.719] もぐつむり: 友達の推し馬鹿にするな
[2570.507] (S)和泉ぴけ: お前はパチモン縁の下だろ
[2570.535] amcill: 普通、試合出してくれね？
[2570.680] Dachiki_01: お前とは違う
[2570.702] shion2221: 努力してたから当たり前だろ？
[2570.948] ボンレスブス: 縁下さんをあいつっていうな
[2571.703] nairon_5102: wwwwwwwww
[2572.370] (S)haru_383838: ある意味かっこいいよ
[2573.180] あるみ屋: 次行こうぜ
[2573.419] hiina_091426: 勝手に裏切られるな
[2573.807] himekana_: ww
[2574.381] (S)sjindoa: つぎいこ
[2575.363] pasu0517: はいワロタ
[2576.199] radaodaisuk: 山口？
[2577.689] m4pp1_0o: スマブラのオンライン大会でようスマブラのオンライン大会でようスマブラのオンライン大会でようスマブラのオンライン大会でようスマブラのオンライン大会でようスマブラのオンライン大会でよう
[2578.170] wawafu2525: あの座を勝ち取ったんだぞ
[2578.454] mikan_san: ジメジメしてそう
[2578.456] hiyori_0807: はい、炎上
[2578.965] nico_kk_mp: お前は縁の下で支えてないただの石だったんだろ。
[2579.018] あかましまし: 卒団までずっといたの偉すぎ
[2579.214] いのりさん: それ石の下
[2579.250] oorer10969: できれば入りたくない
[2579.320] 2jqtpja: ？
[2579.393] 守護神タナーカ1111世: おもろ
[2579.463] tomatan773: 縁下あのあと主将なるなんだからな
[2580.394] itumi434: お前は日陰物やぞ
[2580.684] tubugu: 次
[2580.950] YodoRa: この話やめない？
[2582.094] jhonnymorimori: それ岩の下
[2583.146] (S)レだん: ？
[2583.892] air_118: おもろ
[2585.182] suibotu_: 次行こ！！
[2585.463] ruchi_13: www
[2586.203] n_kome_02: もう名前から縁の下の力持ちだもん。お前とはランクが違う
[2586.347] monatto__: ？
[2586.377] zenqlot: また話逸れてる
[2586.615] rato_reto: この話やめよ
[2587.029] (S)ぽぴら: だからジメジメがすきなんだねー
[2587.694] mirumiru_h: それ石の下
[2588.304] moririnn1103: 支えれんやん
[2588.421] rato_reto: そうだね
[2588.539] rrrrr1111: フリーキッカーだったもんな?
[2588.646] rruwa: 次の話いこ
[2589.096] (S)mg_rafu: ？
[2589.587] (S)mai161116katatumuri: たしかに
[2589.780] 燐だよ: 次行こう
[2590.202] 守護神タナーカ1111世: スノボ行こうぜ
[2590.438] (S)misokaio: だから御所なのにフットワーク軽いのか
[2590.617] あるみ屋: ？
[2590.667] 生まれたてのこはく: やめよこの話
[2590.669] (S)レだん: 次行こ
[2591.449] (S)mazirou: あ
[2591.664] ごみぱ: 縁の下で支えず潰されてた組だろお前は
[2591.684] きーうぃ: ？？？？？
[2591.733] mai_parastica: 早く次行かね？
[2591.903] (S)ryo_ngz: やめろ
[2592.450] (S)mai161116katatumuri: あ
[2592.465] rato_reto: テニスしか勝たん
[2592.742] mikan_san: はい…
[2592.754] piisuke0428: あ
[2592.984] ikemikann: ねえよ
[2593.204] rigore_napoli: あ
[2593.236] nanasi0917: あ
[2593.349] (S)sjindoa: あ
[2593.672] 4649lemon: 日陰暮し？
[2593.730] (S)にゃなと: ツイストサーブ打てた？
[2593.826] (S)pirarucu_0701: あ
[2593.887] ふうぺん: 次行こ
[2593.896] (S)Lucht168: ?
[2594.098] hirunnkun: え？ボウリングじゃないの？
[2594.235] rato_reto: あ
[2594.303] (S)zecky310: 土地の下やん
[2594.324] (S)マシュマロ: あ
[2594.393] ayunosioyaki0223: あ
[2594.496] (S)yuna_aaaaaaaaa: まあ
[2594.709] wawafu2525: ボーリングだろ？
[2594.788] shion2221: あ
[2594.905] ゆうもち: ボーリングでは？
[2595.073] touhikou_: あ
[2595.185] (S)ぽりやん: ；；
[2595.209] kosuke25252: あ
[2595.293] amqoh_: あ
[2595.407] (S)toumyou_2525: あ
[2595.522] 燐だよ: おいやめろ
[2595.530] maron1329: 卒団まで戦犯で試合後目の前で泣かれたやつの気持ちになったことある？
[2595.537] (S)evolblackhole555: あ
[2595.563] 梨一: あ
[2595.593] あるみ屋: あ
[2595.787] shibuya_0830: やめろ
[2595.788] (S)レだん: 人狼リーグ？
[2595.983] shilva_0: あ
[2595.991] (S)r0_0Ru_ruru: あ
[2596.020] nagamenoyama: あ
[2596.053] mochi_00v: あ
[2596.138] (S)omoti1208: あ
[2596.337] (S)ちゃつう: あ
[2596.380] 秋の気配がしますね: テニ部
[2596.411] あきぬこ: はい
[2596.571] 夜半アロウ: あ
[2596.627] harusame55: あ
[2596.716] yubaharu: ；；；；
[2596.791] (S)yuujyuufudann: あ
[2596.800] (S)MORIYA_37: あ
[2596.869] itoido: もう話やめるか
[2596.889] (S)そおお: あ
[2597.629] (S)mokkun_fesiro: 雑魚
[2597.633] (S)nakihai556: あ
[2597.661] (S)zakry_39: 何人中？
[2597.729] syugar1111: あ
[2597.836] (S)harugasaku: あ
[2597.890] ta_tago: あ
