[30.205] okaka_iq200: おいす
[5689.122] たあぼ0126: セイ！セイ！
[5689.444] tanaka_cyclone: セイウザそうにしてる
[5689.450] (S)メロンパンを極めし者: せいせいせーーーい！
[5689.635] kiton_taichi: ヤバい
[5689.877] avareinu: せい最強すぎる
[5690.192] おやつハンター: せい！
[5690.368] TarTarsource_: セイセイ！
[5691.396] nameless_774: テイはS-tierと
[5691.937] sweet_19: wayaSykeiku
[5692.113] (S)marton_ss: ｗ
[5692.165] ryunekosuke: せいつよくねw
[5692.372] flytaka: ｗｗｗｗ
[5692.963] kazmo31: セイ！ｗ
[5693.351] potocki1810: ほんとなのかなぁｗ
[5694.163] (S)tonakoba: 11セイ
[5694.224] fbhjkl: PogChamp
[5695.060] lun__01: 豪鬼は野菜売って生計立ててる普通の人だよ
[5698.113] moscat0c7: セイで立ち小キックしなくなった
[5698.898] 96473785: 普通に生きてるよ。なんか野菜かな？とか売ってる絵ある
[5699.308] (S)marvolo6: まさかザンギにもセイが
[5699.791] oasis______: say it say it
[5701.188] 毛だま: つま先おじさん
[5703.949] (S)daisan777: セイセイ勝ち
[5704.193] oomorisoba: 愚地克巳みたいな蹴り
[5704.292] (S)ponponguripon: せいせい
[5704.696] 銀廻宗創始挙天和尚: あざます。顔がやばいのでほんとに鬼かと
[5705.688] げとぅーすぐる: セイって中K?
[5706.715] torochansan: セイセイエディション
[5706.859] chachachakoma: せいｗｗ
[5708.214] syamunuko: アベルの小Ｋかな？
[5709.285] Youhei6251: 俺は気づいちまったのよ、このゲームは「セイセイセイ」だってナ
[5709.849] おりっち: あ、はげじんさんだ
[5710.377] hifumi_poyo: 三日月蹴り
[5710.618] nameless_774: セイセイＴＶ
[5710.912] yut7xot8: つま兄きたいか
[5711.293] kazmo31: せいせいおじさん
[5712.444] akichi018: まさか有利
[5712.615] sweet_19: これツンドラで取られないのかな
[5713.468] イカティィ: つっよｗ
[5713.481] hal0302: 答えは『セイ』
[5714.654] _とね_: 前中K
[5714.872] pondenring0930: あんま強そうには思えんけどセイｗ
[5715.791] (S)yoshida_hayo: セイ義は勝つ
[5715.927] (S)メロンパンを極めし者: ほんとにせいが効いてるｗ
[5716.475] rockmantarou: HG豪鬼 セイセイ
[5717.016] gomesu: P
[5717.755] (S)tonakoba: 15せい
[5718.002] 楚々: 朧で溢れかえってるランクマ、次はセイかー
[5718.019] royrat8325: みんな対戦後調べそう
[5718.208] てべす1103: セイおじ
[5718.620] dalhi: いやもうセイだよ
[5719.109] 157655: 機能しすぎて笑う
[5719.326] chachachakoma: セイつよいｗ
[5720.596] あぱれる君: 前中k
[5720.951] 吉田じんぎ: お前だったのか…SAY
[5721.169] ましゅダヨ: かわいいなあベティちゃんw
[5721.760] ジゼルストッチ: if you セイ so
[5722.790] (S)chromavalue: さし返しタイミング一つも逃さない勢いじゃないと苦しくなったザンギ戦
[5722.896] sugata128: セイ豪鬼が答えだなんて･･･
[5724.184] だいこん_: ウメちゃんこんばんは 
[5724.718] akichi018: 地上で押せてるのが強い
[5724.923] cuomo914: かっこよくはないなw
[5725.473] une3333: このセイセイおじさんには1回くらいツンドラ見せてもいいんじゃw
[5725.625] sashimisyouu: セイ対策ないのかな
[5728.026] 蝉時雨: 豪鬼を完封しただと…say
[5728.028] suzan_star: リアルファイト不可避
[5729.865] kiton_taichi: 気づいてしまった。豪鬼はセイだということに
[5732.400] ~MISSING_COMMENTER_INFO~: セイセイ
[5734.113] 日本語かな: 見つけた…俺の…俺だけの『セイ』…！！
[5735.172] tanaka_cyclone: ツンドラやり出したら笑う
[5738.352] lun__01: SiN豪鬼じゃなくSeI豪鬼だったか
[5738.970] sethpon: 今日から豪鬼使いみんなセイセイ言い出すぞ
[5739.010] DarioVaccaro: Is Akuma his new main?
[5739.571] mentp: この使い方してたら速攻調整入りそう
[5742.654] muck_339: 一応セイはインパクト確らなかったっけ
[5743.597] kiton_taichi: ツンドラ！確かに天敵かも
[5743.656] ミジンコ隊長: セイ論
[5743.957] (S)hikarubundoki: 世界を獲る「セイ！」
[5744.167] ましゅダヨ: セイはよくいうもんね、はやりだしね
[5745.562] (S)potesaraudon: ｾｲｾｲ
[5745.619] (S)yoshida_hayo: これにはカプコンも苦笑い
[5746.266] syamunuko: エクスプレスいけ
[5747.988] ｾｲ: 豪鬼は「セイ」
[5748.263] きょうまる00: セイからなんか繋がればいいのにね
[5749.908] てべす1103: これがSEI豪鬼か
[5752.188] dalhi: このままトレンドにセイ来るのでは？
[5752.764] gorogorogorn: ドラゴンスクリューってないんだっけ
[5753.155] でかちゃん: セーイ！
[5753.549] tabibitox: ツンドラもインパクトもしてこないなｗ
[5753.793] joedart123: セイはインパクトに弱い
[5753.903] CybranDemon: @DarioVaccaro yes
[5755.706] hal0302: ルークの2中Pだって猛威奮ったし・・・
[5755.903] potocki1810: チェンおじならぬセイおじ
[5758.094] だいこん_: せいせいせい
[5760.962] Umipuzzle: 迫真柔道部 セイの裏技
[5765.019] flytaka: つっよｗｗ
[5766.942] 日本語かな: セイはヒットで+4か+5なかった？
[5768.724] DarioVaccaro: @cybrandemon thanks
[5772.217] oasis______: good
[5772.521] _とね_: セイ一応当たれば＋５
[5773.246] てべす1103: 近い距離だと小足繋がるけど使えなさそう
[5774.004] sweet_19: momochocoKami
[5774.405] (S)hikarubundoki: セイを制するもの世界をセイす！
[5774.608] (S)chromavalue: こーれ開眼です
[5775.344] fbhjkl: SeemsGood
[5775.716] akichi018: セイの距離がちょうどいい物差しになってる
[5776.905] yut7xot8: いいね〜
[5777.081] une3333: とったぁっ！
[5777.810] akiaki0612: 本田でもこんな戦い方してなかったかな？
[5778.067] (S)メロンパンを極めし者: ゲージいただきます
[5778.239] muck_339: ザンギならアーマー攻撃で返せるんだけどそもそもセイ連発する豪鬼なんかいないから分からんという
[5778.350] おやつハンター: ヌゥン
[5779.359] nyata1234: umeOreda
[5779.454] イエール: セイ！
[5781.446] 千葉県おっさん: ほんとぉ？
[5783.144] nameless_774: ｗｗｗ
[5783.378] kiton_taichi: 調査済みぃ
[5785.117] イエール: なにそれwww
[5785.774] Youhei6251: ウメ豪鬼、早くも開眼した？
[5785.890] gularain: Www
[5786.980] (S)potesaraudon: ひよせい
[5787.125] chachachakoma: 生まれたてかぁ
[5787.681] ましゅダヨ: セイはプラ5
[5788.236] nameless_774: 赤ちゃんセイ
[5789.414] torochansan: セイセイヌーン
[5789.499] diego_ohunabara: umeYay
[5789.736] 日本語かな: おーよちよち
[5790.608] chocolat1234: 😂
[5791.311] kiki_knife: ？
[5791.675] gokukeshi: バブセイ
[5791.902] (S)メロンパンを極めし者: せいの成長が待たれる
[5791.976] hitmehitme: BabyRage
[5792.130] sashimisyouu: うまれたてw
[5792.333] (S)hikarubundoki: ベビーセイちゃん
[5793.931] (S)ponponguripon: そだてるのか
[5794.029] sweet_19: ｗｗｗ
[5794.111] だいこん_: あなたセイって言うのね！
[5794.550] hifumi_poyo: 一年は修正ないんでしょ？セイ覇権くる？
[5795.337] おりっち: 聞いたことあるそれ
[5795.340] てべす1103: 生まれたての生
[5796.373] fbhjkl: LUL
[5796.618] nyata1234: セイが命を持った？？
[5796.749] aruch_22: セイとは
[5796.857] tsubame5204: umeYay
[5797.067] gorogorogorn: 腐ってやがる
[5797.142] たあぼ0126: 生まれたてのセイ！
[5797.173] Jeakfreet: ｗｗｗｗ
[5797.207] tabibitox: 生まれたての生
[5797.673] SQOPH: why is zangief so white
[5797.977] (S)chromavalue: ｗｗｗｗ
[5799.848] イエール: クララみたいに言うやんけww
[5801.063] ましゅダヨ: クララ！？
[5802.313] hal0302: あと２回・・・セイは後２回変身を残している
[5803.394] potocki1810: くららーーー
[5803.439] (S)marvolo6: 生まれたてのセイｗｗ
[5804.040] chachachakoma: セイか！セイがたった！
[5805.010] TarTarsource_: 私たちのセイが！
[5805.879] 日本語かな: 生まれてもうたつんかい
[5806.077] sn0wf0x3: せいっ！
[5806.551] 千葉県おっさん: セイ＋７行けるよな？
[5806.950] 157655: つかまり立ちしたらもうすごそう
[5807.847] エス123: 生まれてすぐ立…！？
[5807.980] pondenring0930: もう万国共通語になっちまったなセイ
[5808.007] akiaki0612: なんだ今の対空
[5808.372] ミジンコ隊長: セイいたもん!
[5809.867] 96473785: このセイでダラス行きじゃあ
[5810.028] 吉田じんぎ: 瞬獄殺〜
[5810.423] akichi018: 画面ナチュラルに押せるの凄いな
[5811.223] sashimisyouu: 生をかんじろおおお
[5813.397] nameless_774: 瞬獄くるぞおお
[5816.799] ましゅダヨ: ハイジが泣いてる…
[5817.615] (S)hikarubundoki: セイは将来どんな大人になるのかねぇ
[5824.620] (S)新ころりん: セイのつま先おじさん
[5825.771] (S)chromavalue: +7セイも生まれます
[5826.185] (S)ponponguripon: このセイでサウジ行くんだよね
[5826.787] イエール: せい！の意気地なし！もう知らない！
[5828.612] マンゴスチン: そっからコンボいける
[5830.225] (S)buturin093: このザンギ肌色
[5834.318] Youhei6251: 海外の実況にクレイジーアクマ！とか言われる奴やん
[5837.454] gorogorogorn: セイしにいこ
[5838.030] sashimisyouu: コンボもあるのか
[5838.456] muck_339: 小指タンスにぶつけても動じない子になるよセイちゃんは
[5838.549] デス動画勢: ダラスいくの?
[5840.898] nameless_774: ダイゴのセイを確かめろ
[5844.734] lutz001: セイの喜び
[5845.197] (S)flashbacks18: 中華統一するよセイは
[5845.442] イエール: ダラスいくよ
[5846.901] (S)メロンパンを極めし者: あと一回 あと一回弟よりもおおくせいできるのだ
[5852.219] akiaki0612: バーンアウトしたような肌色やな
[5853.559] nyata1234: ダラスでセイッセイッが見れるな
[5853.752] Hiclere: しゃが中置きよえー
[5857.243] yaezakura21: セイ、インパクトかくらなかったけ
[5860.054] osarusan26: 海外で「まーたウメちゃんセイやってるよ」って見れるの楽しみw
[5860.689] ひまんちゅ: ダラスでセイ！
[5863.232] デス動画勢: いくのね。頑張って～
[5863.560] yut7xot8: ｗｗｗ
[5866.031] shirokuma1228: セイおじさん
[5866.503] デス動画勢: umeWin
[5868.730] Umipuzzle: セイ学の柱になれ...
[5870.743] 日本語かな: セイ後初日で草
[5872.786] magayoshi: 君たちはどうセイきるか
[5873.783] deus_ex_machina88: 実質球のセイ
[5878.468] (S)メロンパンを極めし者: 英語ボイスもせいなのかな？
[5881.659] akichi018: コマ投げ起草
[5883.497] 吉田じんぎ: 瞬獄殺対グルグル
[5886.366] lun__01: 1fCA対決
[5888.400] 96473785: でもセイのおかげで簡単に前にはこないのかな
[5892.727] une3333: お前にボリショイがあるように、こっちにも瞬獄殺があるんやで...!
[5893.783] junichitanaka: 豪鬼でメイン確定なんです？
[5894.226] Youhei6251: 向こうもセイ使える？？
[5894.587] sashimisyouu: こええ
[5896.121] だんごうお: シン豪鬼？ううん、これからはセイ豪鬼
[5898.572] Hiclere: ｗｗｗｗｗｗｗｗ
[5898.844] Philanthrpy: oh no
[5899.250] gomesu: 豪波動とセイ
[5899.887] akichi018: ｗｗｗ
[5900.280] ミジンコ隊長: ｗｗｗ
[5900.437] イエール: wwwwww
[5900.991] sashimisyouu: おお
[5901.423] hassou_tobi: NotLikeThis
[5901.518] FirstBlood_GG: ｗｗｗｗｗ
[5901.524] sweet_19: なんじゃこりゃあああああああああ
[5901.647] fbhjkl: BibleThump
[5901.953] SQOPH: lol
[5901.976] RzrZrkkz: LUL
[5902.012] nameless_774: ぐちゃった
[5902.239] muck_339: やっちゃったｗ
[5902.263] lutz001: ええ・・・
[5902.657] tsubame5204: umeYay
[5903.164] AyeSupple: Oh no
[5903.581] ましゅダヨ: あーー
[5903.828] gularain: Www
[5904.188] tabibitox: なんだそりゃー
[5904.530] surop666: ｗｗｗｗｗ
[5904.628] TarTarsource_: ｗｗｗ
[5904.755] Hiclere: あるあるｗ
[5904.842] おりっち: それ
[5904.942] smile9104: umeYay
[5905.271] おやつハンター: ぐちゃぁ
[5905.337] rdstus: ひどいｗ
[5905.365] moscat0c7: ひでーｗ
[5905.517] イエール: 流石に笑ったwww
[5905.556] pondenring0930: なんじゃそりゃあああ
[5905.587] mogai555: あるある
[5905.773] niemalsaufgeben: wwwwww
[5905.891] 軽く捻るか: ｗｗｗ
[5906.083] kuniyoshi8: でたあああ
[5906.222] chachachakoma: ｗｗｗｗ
[5906.587] mochirichan: NotLikeThis
[5906.780] chocolat1234: 🤣
[5907.066] (S)chromavalue: ｗｗｗ
[5908.242] てつか: 何してんの
[5908.309] hal0302: ぐにゃあああ
[5908.465] (S)yoshida_hayo: セイおじ誤爆ｗｗ
[5908.970] (S)Blehrn: umeYay
[5909.827] oasis______: NotLikeThis
[5909.934] gomesu: 相手のセイも強い
[5910.457] Umipuzzle: WutFace
[5910.483] keigunnoikkaku: それは無い
[5910.541] blackuma: 草
[5910.614] kiton_taichi: 草
[5910.725] ryunekosuke: あらw
[5911.052] lun__01: かっこいいポーズしただけ
[5912.483] sugi_tree3: 入れちゃったー
[5912.982] ましゅダヨ: やっぱセイだわ
[5913.221] 蝉時雨: コンボ53おじがあああああ
[5913.667] きょうまる00: ひどいｗｗ
[5913.970] (S)Blehrn: umeFail
[5915.011] てべす1103: セイセイし過ぎるから…
[5915.600] sweet_19: 梅原”優作”大吾
[5915.722] 近未来バスター: 抑止力のぶつかり合い
[5916.895] une3333: セイの副作用でちゃったー
[5918.997] ミジンコ隊長: 寝瞬獄
[5921.447] suzan_star: コパコパから漂う瞬獄やりたい感
[5922.206] AceCaliberClass: respect for trying nt
[5922.293] fourper212: SA2あるから波動もこわいよ
[5924.791] 96473785: 向こうもゴッドミドルしてきた
[5926.504] hiro925: セイを極めしものが
[5927.183] Umipuzzle: 威勢は良かった
[5927.281] (S)hoougyu: umeYay
[5927.897] kiton_taichi: 相手もセイしてきたな
[5928.999] shirokuma1228: ふんセイおじさん
[5931.117] Youhei6251: 松田優作だったかぁ
[5937.916] kahaku91: セイを受けたばっかりだから
[5944.835] デス動画勢: ダラスはケンなのかな。おにぎりおじさんなんかな
[5947.860] kalyonsa: Gigachad parry xD
[5954.058] akiaki0612: おにぎりだって
[5955.552] (S)chromavalue: まーじで画面押せるなぁ
[5955.556] ましゅダヨ: 渋さでは決して負けてない
[5961.534] necomuraneco: それうっま
[5969.941] Youhei6251: 差し返しのペンペンペンも1段目しか当たらないのか、セイセイセイ強くね？
