[13.129] 騙すカス鋼: にょっす
[4336.068] rekat6316: 忍者の道具も全部実用的と思ってた
[4338.090] bakedonion: 民明書房が嘘だとどこで気づいたか問題
[4341.378] ilm0806: 水泳選手は、全身の毛をそるとかね
[4352.115] じゃむじゃむお: 筋肉つけると遅くなるとかドラゴンボールで広がった気がする
[4354.693] amadori3: レイザレイサとか
[4357.687] hairi0610: 日本語読みだしｗ
[4362.748] neojapan01010: リバーシブルとかｗ
[4368.087] うわらば_: リバーシブルあったwww
[4368.354] (M)Moobot: Twitch Prime は30日ごとの更新が必要です。お忘れなく！
[4372.455] のぞみくん: カキゴールで気づいた
[4373.084] iwaisi: ｗｗｗｗ
[4373.544] ましゅダヨ: ！？
[4373.559] 雑食: ｗｗｗｗ
[4373.659] monpiipop: wwwwww
[4373.814] taroumaruh: ｗｗｗｗｗｗｗｗ
[4374.967] isekai7153: ｗｗｗｗｗ
[4375.606] kkshkk: w
[4376.899] 成吉大: ｗｗｗｗ
[4377.243] 5don: すごいｗ
[4377.684] シャンウー: なんそれww
[4377.760] RKC48: ｗｗｗｗｗｗ
[4378.158] sn0wf0x3: wwwww
[4379.084] one596: 終わってるw
[4380.314] シケモクスッパマン: リ・バシブルがいたのか
[4381.123] meganesandesuyo: www
[4381.207] brutal9998: w
[4382.012] adachi0919: 秒で嘘だとわかるw
[4382.926] ましゅダヨ: なんだよそれ！wwww
[4383.440] 成吉大: いいなそれｗ
[4383.468] toshio0224: 発想が天才ｗ
[4384.841] 雑食: 絶対嘘やんｗｗ
[4385.860] neojapan01010: 絶妙だよなあｗ
[4389.126] brutal9998: 最早大喜利w
[4390.160] tabibitox: 撲針愚
[4391.044] RKC48: バシブルの強引さ
[4391.194] taroumaruh: バシブルってなんだよｗ
[4393.127] monpiipop: おもしろwww
[4393.136] adachi0919: 李のとこだけ！！！！
[4395.362] ましゅダヨ: バシブルむりあるww
[4397.490] manasvin13: バシブルｗ
[4402.801] シケモクスッパマン: バシブル無理筋だろｗｗｗ
[4402.954] iwaisi: 李ｗｗｗｗ
[4407.076] monpiipop: こういうの好きだわ…
[4407.115] hidehide77777: キムタクの本名チョ・マテヨ
[4416.361] ta2_tattuu: 火薬ご飯で嘘って気が付いたなぁ
[4424.641] bakedonion: 李だけで押し通す
[4429.002] シケモクスッパマン: 男なんだな
[4432.685] kitori_17: 男塾で本当だと思った話になっちゃうw
[4436.901] erisuk: 早い段階で油に浸かるもんなぁ
[4440.208] かげでん: また男塾の話になってるw
[4446.819] ましゅダヨ: wwwwww
[4448.429] isekai7153: 笑うｗ
[4448.631] user_5960: 男塾よんだな〜
[4451.584] シャンウー: Twitterで 漫画の広告に 大体 男塾コラ画貼ってる奴おるよなー
[4454.344] シケモクスッパマン: ｗｗｗｗ
[4454.598] 雑食: ｗｗｗ
[4454.705] ミジンコ隊長: ｗｗｗ
[4456.511] yayayujin: お金に困るなぁ
[4456.670] bobonchuaaaa: 売る筆頭なの草
[4460.359] isekai7153: お金に困って売っても大した金にならんだろｗ
[4461.673] neojapan01010: 男塾名物  羅惧美偉
[4463.128] シケモクスッパマン: そういう周回はしないよｗｗｗ
[4466.050] sn0wf0x3: wwww
[4466.759] hairi0610: そんな好きなら売るなｗ
[4485.359] bakedonion: 男塾に何度も助けられてるじゃん
[4492.196] 3113JP: 牛宝な
[4492.859] ほねこっぷ: 知ってるのか⁉️雷電
[4494.972] のぞみくん: プシュー
[4496.410] brunoman1: とうしきは
[4496.816] シャンウー: アホやwww
[4502.569] ミジンコ隊長: ｗｗｗ
[4503.393] taroumaruh: ｗｗ
[4504.296] iwaisi: そこｗｗ
[4508.022] balthazar000: 風船なんだよなぁ
[4510.222] のぞみくん: 変だな
[4511.184] neojapan01010: きづいちまったか
[4511.229] ましゅダヨ: あれこれ変だな？ww
[4512.732] sn0wf0x3: wwww
[4522.876] mako_oswald: 何度も言ってるやつ
[4526.622] miyuku2023: www
[4535.445] amadori3: 独眼鉄ではなく
[4535.785] ほねこっぷ: あああれか…
[4536.015] osushi429: なんたらだいしょうれんだろ
[4537.508] Jaguar_kick: ガンダーラ戦だね
[4544.346] user_5960: ディーノの川流れ
[4547.253] pyamaaaa: 一生言ってる
[4548.081] atsushi_kishi: ふんどしディーノ
[4550.984] iwaisi: 歌さん詳しいなwｗ
[4560.994] stlogos: なんかドリルのついた鞭をすててなんかマジシャンキャラになったやつ
[4570.868] 5don: 配信で聞いてディーノだけ名前覚えました
[4577.051] balthazar000: ウメ「これが最後の昇竜だ、、、」
[4584.608] v_harumi_v: ｗｗｗｗ
[4584.812] ましゅダヨ: ！？
[4585.330] taroumaruh: ｗｗｗｗｗｗｗ
[4586.385] 赤髪_: かっけええ
[4586.394] ミジンコ隊長: ｗｗｗ
[4586.499] isekai7153: いやいやｗｗｗ
[4588.655] tabibitox: 腕ええええええ
[4590.571] lobelia_c: うでねーから！！！！！！！！！！
[4590.941] ddb365: かっけ～
[4590.944] のぞみくん: wwwwww
[4592.529] kimie_white: かっけえ
[4592.981] agouwha: 腕ｗｗｗ
[4594.134] kitori_17: 強がりが過ぎるww
[4595.210] balthazar000: 男じゃんねぇ
[4595.421] amadori3: かっけー
[4596.391] シャンウー: かすってないやんww
[4597.434] (S)noriyuki3: www
[4597.454] kyabetu_tarou4: 腕とれてますけどー？
[4597.915] monpiipop: かするとはw
[4599.071] verity225: ｗｗｗｗｗｗｗ
[4599.158] Dynamite_Gotanda: 虎丸回想では髭なくてイケメン風で謹慎させられたから髭面わかるけど謹慎終わってからずっと髭面が意味わからなかった
[4599.228] 雑食: 腕ねぇけどｗｗｗ
[4600.542] v_harumi_v: 重症だよｗ
[4602.564] sn0wf0x3: wwwwww
[4603.254] 5don: www
[4604.462] ましゅダヨ: かす、かすり……？
[4609.871] hinokihinoki: でもよぉ
[4614.161] シケモクスッパマン: モロ喰らいだよ
[4618.498] iwaisi: ｗｗｗ
[4621.080] Jaguar_kick: とうしきは！
[4621.524] tabibitox: ｲｪｰｲ
[4622.835] 5don: wwwww
[4635.409] kimie_white: 男塾読み直すか
[4638.589] 5don: 奥深い作品なのは分かったw
[4639.719] v_harumi_v: 男塾面白い
[4640.676] sn0wf0x3: それなwww
[4640.841] シャンウー: ギャグマンガではないんだろうけどねw
[4644.309] ヘイヨー: かすり傷の適用範囲広すぎｗｗｗｗ
[4651.572] ましゅダヨ: 確かにww
[4653.187] 成吉大: 間違えた知識しかないからなアレｗ
[4655.821] シャンウー: 男塾で 死んだ回数ランキングとかもおもろいよね
[4666.929] balthazar000: 好きな民名書房
[4678.548] brutal9998: 男塾とサーベルタイガーは止まらない
[4682.836] sussy_int: 困ったら男塾にいけばなんとかなる
[4685.800] ましゅダヨ: 野田さんもそれで悩んでたから……w
[4687.958] neojapan01010: ナイス闇話題だったよｗ
[4689.254] (S)moppu_gake: 結局世代の話題がいちばんもりあがあんだよねw
[4704.574] (S)chiichan2222: 今日はサクサク進むね
[4709.175] brutal9998: 全部意味わかんねえよあの漫画w
[4709.187] ほねこっぷ: wwwwww
[4721.236] sn0wf0x3: wwww
[4724.894] シャンウー: ラーメン食ってる奴とかもおもしろかったな
[4728.992] stlogos: 透明なブーメランに血しぶきつけて見えるようにした回があったのに
[4748.032] erisuk: そんなやついねぇ
[4753.653] ヘイヨー: とらぼ…
[4753.755] neojapan01010: ｗｗｗ
[4755.853] adachi0919: コサク
[4756.535] (S)moppu_gake: それはそうw
[4756.543] kaban1192: ｗｗｗｗ
[4759.060] BigbossJP: キッチンドリンカー
[4759.086] brutal9998: 飲みのあれかw
[4760.316] ddb365: 大人気
[4760.388] ましゅダヨ: おもろいねぇw
[4761.741] kitori_17: 今ですよなんならw
[4762.783] jackeryna: 絶賛配信中
[4763.236] manasvin13: おもしろいねｗ
[4763.366] taroumaruh: 今裏でジャスティスしてるよ
[4763.933] olka_kakuge: 今まさにジャスティスしてる
[4764.032] シャンウー: ぼんちゃんの配信おもろいwww
[4764.849] ミジンコ隊長: 今も語ってます
[4764.875] 軽く捻るか: ｗｗｗ
[4765.083] ましゅダヨ: また飲んでたんかww
[4765.301] neojapan01010: 今まさにｗ
[4766.097] roval789: 今もやってる
[4769.056] 雑食: 今もかｗ
[4773.539] sn0wf0x3: 今ねww
[4773.742] 5don: ブロンズ7000
[4778.461] olka_kakuge: あの人いいねー
[4798.343] jan384: キューバのやつよかった
[4803.013] ましゅダヨ: へぇー
[4803.655] シャンウー: ほえー
[4804.481] (S)chiichan2222: コミュ力やばい
[4808.725] slade_hauser: 究極のドキュメンタリー
[4811.276] olka_kakuge: コーラで滅びゆく街よかった
[4817.385] kyabetu_tarou4: 知らない人挙げる感じになりそうー
[4831.391] angofang: パーネルウィティカー？
[4831.652] RKC48: 悪魔王子ね
[4842.627] toshio0224: youtubeなら4STさんの動画はおもしろい
[4856.928] ILYStwich: 最近でてきたほうのウィテカーだね
[4858.486] adachi0919: 今井恵介とか
[4867.167] シャンウー: 毒虫に刺されるやつは？
[4872.858] s_ShinoD: ウィティカー 裏拳してめっちゃレフィリーに怒られてたねｗ
[4875.754] ましゅダヨ: ほんとそうなんよ
[4878.562] ノア1844: まだ弱い相手としか戦ってないですけどね
[4891.571] ketsu_debris: わかるｗ
[4891.808] vungo_mr: ウェイブな
[4893.020] kimie_white: ～おもしろいよねって言われてもわからないよね
[4893.281] manasvin13: ｗｗｗ
[4894.923] 軽く捻るか: ｗｗｗ
[4896.298] ましゅダヨ: 男子好きなコンテンツだわw
[4897.067] hinokihinoki: ときどね
[4899.504] kitori_17: 近所のおじさんがおもろいっていうわけにいかないしねw
[4899.987] isekai7153: ときんすに似てるよねえ
[4900.176] erisuk: 気軽に知識得られるから面白いよね
[4906.409] もきち555: ときどｗ
[4911.352] sn0wf0x3: わかる〜ww
[4911.487] kyabetu_tarou4: 石井東吾かーたまにみる
[4911.491] ましゅダヨ: 石井東吾先生ねww
[4916.875] vungo_mr: 肩甲骨の可動域で打突しろ
[4917.089] sugi_tree3: ジャッキー目指してんのかな
[4917.676] lobelia_c: 普通よりというイカレタ評価軸すき
[4932.073] かげでん: 石井さんは先輩でてきてつまんなくなったな
[4932.959] (S)Koooon__: システマの人とかね
[4934.216] Netwo_Z: 石井東吾さんも十分ぶっ飛んでる
[4936.168] bakedonion: 福地勇人チャンネルの達人企画とか
[4944.902] sn0wf0x3: 石井東吾先生の師匠とか話すごいよw
[4946.865] (S)てんとうむし55: ブルースリーだよ ジークンドー
[4947.181] kyabetu_tarou4: 影武流の雨宮先生とかね
[4956.509] taroumaruh: あーニート東京にでてたな
[4963.956] ましゅダヨ: ？？？？
[4965.062] bakedonion: イス軸法自分でやってる
[4965.088] hinokihinoki: 人気なのはノブロックとか？
[4965.568] lobelia_c: 不穏
[4966.559] avareinu: 雨穴さんはおもしろい
[4976.115] ましゅダヨ: ……
[4976.679] (S)moppu_gake: ww
[4979.365] neojapan01010: ？
[4979.504] pakupaku_koz: w
[4980.101] adachi0919: よわ
[4980.383] kaban1192: すべった
[4980.909] v_harumi_v: 💦
[4981.068] ほねこっぷ: …ん
[4981.532] 勤務中: なるほどね
[4981.708] nihonsyu_: ・・・
[4981.730] kitori_17: おおうw
[4981.918] ミジンコ隊長: ｗ
[4983.651] nako756: お。やばい
[4983.880] ましゅダヨ: 強者来たね
[4984.594] user_5960: …
[4985.202] sugi_tree3: …
[4985.438] のうみそきんにくん: えっ
[4986.717] adachi0919: 歌にぃ
[4990.783] pakupaku_koz: シュール系ね
[4991.236] pupurasu: 尖ってるな
[4991.448] verity225: おもろいやん
[4991.450] noelel_l: うおw
[4991.942] sumo_amo: 俺は好き
[4994.604] ましゅダヨ: だいぶいかれてるの来たね
[4994.712] sn0wf0x3: ？？？
[4997.678] のうみそきんにくん: おいかれになられてる
[4999.761] kitori_17: おイカれ
[5001.033] iwaisi: ｗｗｗ
[5002.295] 軽く捻るか: ｗｗｗ
[5004.333] (S)moppu_gake: コンビニいける
[5005.332] kaban1192: シュール系の笑い
[5009.638] 勤務中: ハイコンテキストな笑いだｗ
[5014.866] erisuk: ＤＩＯこえてる
[5017.829] sn0wf0x3: wwww
[5021.175] kyabetu_tarou4: 俺が時を止めた
[5022.377] 千葉県おっさん: 実際見てみれば面白いのか？
[5024.547] ましゅダヨ: へえー
[5026.980] kamiyama_t: ちゃんと有名だよ
[5034.170] kaomoji3: ほう…
[5040.707] taroumaruh: へー
[5055.994] ましゅダヨ: ？？？？
[5058.432] 成吉大: イカレテルｗ
[5058.659] kaban1192: ｗｗ
[5060.576] ミジンコ隊長: ｗｗｗ
[5061.239] sumo_amo: 草
[5063.561] sistersguitarreplica: いかれてはいるな
[5064.430] ミジンコ隊長: いかれとる
[5065.952] nako756: ちょっとおもろいやんけ
[5072.643] erisuk: 独特な企画の発想
[5088.452] kaban1192: 反省するやん 本番中にｗ
[5089.560] el_tanshio: ぼく脳さん、カレーうどん汁飛びダーツTシャツとか好き。
[5090.035] nako756: 反省も込みのトークえ
[5099.464] meganesandesuyo: ぼく脳の中野ブロードウェイって曲めちゃくちゃいいすよ
[5107.449] ましゅダヨ: 病み系アーティスト歌広
[5120.986] ミジンコ隊長: ｗｗｗ
[5121.467] 雑食: 自分ｗｗｗ
[5121.608] 5don: www
[5122.837] ヨコグシ: www
[5124.707] kamiyama_t: ｗｗ
[5129.563] nako756: 自分てｗｗｗ
[5130.518] (S)moppu_gake: え？
[5132.048] neojapan01010: アベマ・・・
[5135.271] ほねこっぷ: Abemaか
[5136.166] 雑食: ｱ､ﾍﾞﾏ
[5136.175] sn0wf0x3: wwwww
[5140.907] 5don: 「小炎上」ww
[5146.251] (S)moppu_gake: なにあったん？w
[5147.245] meganesandesuyo: www
[5149.670] ミジンコ隊長: 燃えたんだ
[5150.300] avareinu: なにがあったｗ
[5150.841] のうみそきんにくん: 楽しそうなハンサム
[5150.898] erisuk: ？
[5151.814] kitori_17: ちゃんと？w
[5158.165] kimie_white: アベプラね 見てたよ
[5158.367] pupurasu: 火属性すぎる
[5159.550] neojapan01010: むしろなにもなかった
[5160.191] 5don: たくさん稼いで引退みたいな
[5161.659] (S)Koooon__: ひろゆきとやりあったり？
[5171.117] 5don: 庶民！？！？
[5174.029] iwaisi: あ
[5174.294] lobelia_c: 庶民 庶民
[5174.417] 5don: 立ち上がるぞ！！！
[5175.919] lobelia_c: あ
[5176.334] 雑食: 庶民ってしっかり使うんだよね
[5176.560] kaban1192: 貧民ｗ
[5177.293] balthazar000: ＦＩＲＥしたんか？
[5178.521] ミジンコ隊長: あっ
[5178.956] (S)moppu_gake: 庶民です、か、、、
[5179.848] sarah_0519: 貧民？
[5180.015] 軽く捻るか: ｗｗｗ
[5181.635] erisuk: おいデブ
[5185.436] nako756: ひ、ひ、貧民
[5189.156] 5don: びんガチさん、なんか言ってやってください
