[24.164] トイメン: うぃーす
[2861.430] (S)ｸﾙﾐｯｯ: 下品な技でたぁ！
[2864.315] (S)日本語かな: うまない
[2868.297] 大失言: かじゅコミュ障言われがちだけどしゃべりうまいんだよね
[2868.573] wsdsie: トミナガさんの試合見よう
[2868.824] (S)もじゃ変人: れつげ！！！！
[2869.713] おかあさんいつも: ハッピーハッピーハッピーとかやめてね
[2870.179] berurusuko: ストーム久保とかは解説やりそう
[2870.945] masarin763: 実況が抑えめだからええね。野田氏とはちょっと噛みあいそう。かじゅ 
[2871.317] mamoniru: 平岩さんとかと一緒ならプロだからやりやすいと思うけど
[2871.950] (S)マクナルティー: エドのSA3でなるおのパンパンを轟かせてほしい
[2875.691] ぱすカル: ほんまやな
[2876.306] (S)まろ助: キャラの声真似しないように気をつけよっか
[2876.980] びーさん_: めっちゃ聞きやすいんだよね
[2877.724] (S)emptyeyes666: そうだね
[2878.144] echoesact48: 解説声ｗ
[2878.481] 桂歌丸: www
[2878.490] 7qojisan: たしかにｗ
[2879.017] tamano12321: 落ち着く
[2879.349] ocelote95: 落ち着いてる
[2879.682] (S)sakippo_o: わかるｗ
[2879.697] aiukake: 詳しいタイプの声してる
[2879.758] (S)ざあく: めっちゃちょうどいい
[2879.862] クライドフロッグ: w
[2880.160] banana25252525: 落ち着いてる良い声だなｗ
[2880.692] (S)nononono_uhoho: 聞きやすいわ
[2881.154] manul_neko_suki: 普通に本職でやってそう
[2881.547] (S)タイテン: 眼鏡もかけてるしな
[2881.780] TROI_Just: 落ち着いてる声
[2881.838] (S)nanno114: かじゅは色々得してる
[2881.978] カオカザリヒメフクロウ: 野球の解説にいても違和感ない
[2882.302] (S)たんたる: 「この旋律はなんだ」とかいうなよ！！
[2882.834] kobayan86BRZ: NHKの解説声
[2883.392] (S)たんや王: 地味な声なのに存在感あるよね
[2883.795] みはる_雨月: 競馬とかでも流れてそう
[2884.401] LanfanV5: かじゅは添えるだけ
[2884.578] mayotyon: メガネかけてそうな声だよね
[2884.597] saibabasan: 海外スポーツの解説の人みたい
[2884.614] gmgm11115: 1番上手いと思う
[2884.677] kasumiasano: 完全にそれっぽい
[2884.695] banana25252525: わかるわかるｗ
[2884.844] (S)むっこ65: 静かなんだけど通るんだよね
[2884.908] ライム_: 聞きやすい
[2885.524] IMULTA: アナウンサーみたいやな
[2886.061] (S)ちーぱおちゃん: 邪魔しない感じね
[2886.705] (S)4tap_py: ゴルフの実況とかしてそうな声してる
[2886.988] (S)馬娘で破算した男: 心の教えたがりおじを憑依させれば行けそう
[2887.044] ninnin: いいと思う
[2887.641] (S)aiken_03: わかる
[2887.673] (S)放課後プレイを読め: サッカーとかで聞いたことある
[2888.201] (S)テレポートできないケーシィ: 将棋の解説してそう
[2888.327] 0ま: わかるｗ
[2888.422] (S)間宮_: 分かる
[2888.676] akiraz3: なるおは実況声だよな
[2889.012] (S)今日も配信: 深夜の変なゲーム枠寝るのにちょうどいいしな
[2889.184] monti370: えっろ
[2889.494] 鷹爪三角脚: かずのこはそえるだけ・・・
[2890.001] co_reich: こういう解説の人居るよねって声してる
[2890.210] (S)馬娘で破算した男: わかる
[2890.451] (S)yukapero_14: わかる
[2890.493] 宣伝おじさん: ハメコさんが解説でスケジュール埋まりまくってるからなるきゅん助けてあげて
[2891.239] ry0444: なるおの声はどんな声？
[2891.437] (S)459dmaito: 将棋の解説っぽい
[2891.524] wacky0000: 解説声と実況声がある
[2891.842] saibabasan: BSチャンネル声
[2891.859] XTVYVTX: 見た目知ってるからだろw
[2891.874] hamham9999: ASMR声
[2891.999] banana25252525: 邪魔しない落ち着いたｗ
[2892.305] (S)ちうわ: なるおは実況声
[2892.314] (S)見るぞ: わかるー
[2893.610] (S)voltarensr: 🤓
[2894.137] natsume1313: データキャラって感じ
[2894.476] huryue: 不思議とイケボに聞こえる
[2894.897] shinoooch: 落ち着いてていいよね
[2894.918] pantyaaaaa: 解説は添えるだけ
[2895.102] choco0000: 主旋律な声ではないよね
[2895.347] (S)emptyeyes666: かじゅってゲーセン大会でもこういうのやってたんじゃない？
[2895.554] chika__s1: AMのラジオから流れる解説感ある
[2896.348] むだいさん: 高すぎず低すぎずききとりやすい
[2898.199] おかあさんいつも: 聞き取りやすい
[2898.421] 桂歌丸: メインディッシュではないな
[2898.464] (S)ありがたかし: ラジオで聞こえてくる声してる
[2899.115] milkhunter0721: 眼鏡ｸｲｯが似合いそうな声だよね
[2899.794] gjmtptjj: ちょうどいいんよね
[2900.140] (S)馬娘で破算した男: 聞きやすいよね
[2901.250] ギガゾンビ: 彩りなんだよな
[2901.263] nitamago33: なるかじゅで実況解説やって
[2901.329] nyannyannyan11: 解説顔もしてる
[2901.380] onrinr: なるおさんは副音声むかなそう
[2901.535] IMULTA: ゴルフ見てる時こんなんやな
[2901.784] 元年: 高いけど静かだよね
[2901.951] sndkzfm1: 実況：アール、解説：なるおは騒がしいね
[2902.058] TROI_Just: ハメコさんもそうだよね
[2902.130] たかゆきくんさん: 仕事としてやってきてそう
[2902.635] berurusuko: 淡々としてる感じが解説っぽい
[2902.875] (S)えむしーぽんぽん: マジでいい声
[2903.831] みはる_雨月: その点、なるちゃんは賑やかし声
[2905.279] (S)みなぷ080821_: 滑舌悪いのは悩みらしい 
[2906.727] takubon79: 真面目路線は難しい
[2909.353] Vakanori1: ｗｗｗｗｗ
[2909.366] (S)見るぞ: データキャラ声してる
[2910.156] Coedawg: 伏黒でいけ
[2911.483] (S)nononono_uhoho: 解説顔でもある
[2911.511] (S)馬娘で破算した男: 🤓
[2912.242] fireo1: Jスポで聞こえてきそうな声だよ
[2912.363] cielcloudy248: モノラルで心地よいね
[2912.542] (S)がすいんニキ: ハマってるねw
[2913.169] くろてん: 声に眼鏡かけてる
[2913.730] (S)hannariiiiii: 解説顔だしね
[2914.909] feel2525: 実況タイプと解説タイプ
[2915.274] tunguska97: なるおはガヤ
[2918.297] (S)emptyeyes666: なるおってゲーセン時代大会でこういうのやったことないん？GODS時代とかも
[2918.498] ソフィーノイエンミュラー: 解説は添えるだけ
[2919.724] ギガゾンビ: それでいくとなるおは実況声
[2920.456] (S)めしをくえ: いや？
[2922.746] co_reich: たしかにAMラジオのスポーツ中継で聞く声してる
[2922.802] johndoe6523rp: なるおさんの解説は副音声って感じ
[2923.511] loot446: 聞き取りやすいよ
[2923.614] mifune1046: ちなみにカミナッチャはComing At You の略
[2923.884] びーさん_: そうでもないけどな
[2923.952] (S)もじゃ変人: なるおはどれでいく？ときんす？
[2924.162] redspinel0530: かじゅは解説顔でもある
[2924.345] mamoniru: いやいいぞ
[2924.523] IMULTA: 声にメガネかけてるはオモロい
[2927.288] カオカザリヒメフクロウ: 悪くないっしょ
[2928.002] tamano12321: よくはないけど、そこまで悪くもない
[2929.073] ろぼたん: メガネかけてるのも説得力を増す
[2930.400] dothour09: 悪い時はかなり悪い
[2931.457] pantyaaaaa: データキャラで説明顔で解説声
[2931.739] aiukake: トミナガのターンも見ようぜ
[2932.433] digitech07: ゲーセンで勝手に話してくるやつの雰囲気ある
[2932.883] ggg000111: なるおは全部モノマネでいこう
[2935.057] hinatazaka46_hinanoosi: アングリー強すぎてワロタ
[2935.545] (S)maddy2623: いい勝負だなー
[2938.128] np2np: 活舌っていうか声がこもってるって感じはある
[2939.848] (S)ぷらちなドア: 実況と解説で声質がかぶらないのって大事なのか
[2940.583] beergorila: たまにフガフガするよねかじゅ
[2940.708] mamoniru: たまに早口になるだけ
[2941.570] (S)pero888888: 仕事の時はききやすいけど普段ゴニョゴニョだよ
[2941.616] 毛玉ナックル: ﾋｱｯ
[2943.488] (S)めしをくえ: 眼鏡声ではある
[2944.582] みはる_雨月: なるおさんは五月蝿い位がちょーどいいよね
[2944.587] (S)今日も配信: 実況なるお解説かじゅでやるか
[2944.845] (S)みなぷ080821_: 昨日だっけ一昨日だっけ、滑舌悪いエピソード話してた
[2945.978] tk12241130: なるおはラーメンって感じの声してる
[2946.753] jangfuran: 何言ってるかわかればいいじゃん
[2949.195] たニ: ココイチでトッピングにほうれん草頼んだらスクランブルエッグ出てきて自分で心配してた
[2949.746] (S)Bron61: 吹き替え声優にそっくりな声の人いるよね
[2950.727] 大失言: KSKって解説したことあるの
[2951.794] tamano12321: 先日、ココイチでほうれん草選んだのにスクランブルエッグでメニューが通った男
[2951.912] kasumiasano: 配信だとフガりやすい
[2953.887] すれいまん: なるおも解説の時めがねにするか
[2955.103] manul_neko_suki: 右下でマゴさんが「パターンが少なすぎ」って言ってるぞなるお！
[2956.057] (S)gokan_sanpo: CoCo壱でほうれん草頼んだのにスクランブルエッグになったらしいぞ
[2958.946] (S)日本語かな: ね、普通にw
[2959.986] (S)童貞卒業丸: なるおはセクシー
[2961.317] TROI_Just: なるおって現地にはスーツで行くの？
[2962.593] masarin763: メガネかけてるのはわかるかも
[2963.038] urushi_1: 唐揚げがスクランブルエッグになるくらいには悪いよ
[2963.331] sndkzfm1: 解説オファー優先度1番高いのはハイタニやなぁ
[2963.438] kasumiasano: 余所行きの声がこれなんじゃない？
[2963.750] obonbo217: かじゅの配信の音質が悪いだけ説
[2964.320] みはる_雨月: どこがいい試合に感じたかを解説してほしいの
[2965.078] ry0444: 困ったら「いい試合だなあ」
[2967.288] (S)肩ぱっと: とりあえず、当日までに喉は大事にしとけよ
[2967.961] カオカザリヒメフクロウ: 頭の回転に口が追いついてない時はあるね
[2970.220] mifune1046: 「おじさんにインパクトやめろ」とかやめてくれよな
[2971.135] jjnj_: @もギ くそおもろい
[2971.319] ソフィーノイエンミュラー: 試合が普通におもろい
[2972.574] moppu_gake: どっちが勝つか知らないから普通に試合楽しんでる
[2972.681] aiukake: かじゅ配信だといつも奇声発してる
[2975.666] wsdsie: これ死ぬのか
[2977.371] pyokotan_insitao: スト6で実況だけつけて解説してみたら？
[2977.974] (S)sonbarapinyan: 普通に見入ってるじゃんねえ
[2978.376] サーラ_スペースアヒージョ: 実況も解説も凄いよねぇ
[2982.270] bonjiri7: 残る、残らない判断の自信は？
[2982.748] (S)間宮_: へーる
[2985.749] loot446: あっつー
[2987.647] wacky0000: めちゃくちゃいい試合だな
[2988.223] みはる_雨月: 感想言うだけなら、ノーモーションさんでいいんだワ
[2988.931] feel2525: これスト6発売から2か月くらいの試合？
[2989.681] でべーく: 発売してまだ2か月だったのに2人とも完成度高いなあ
[2993.647] (S)ざあく: 普通に試合見ちゃってます
[2995.229] はせぽん: あと憶測じゃなくて事実から言うんだぞ
[2996.235] (S)テレポートできないケーシィ: 配信と実況で全然違う
[2996.606] (S)maddy2623: マジでプロスポーツの実況解説みたい
[2997.470] manul_neko_suki: アングリーコプター
[3000.693] haikonbanwa: どっちが勝つかわからん
[3001.083] 7qojisan: 今見てもくそおもしれーや！
[3001.510] (S)mg_mahiru: は？
[3003.730] (S)dook_dokidoki: な
[3003.874] (S)もじゃ変人: 闇
[3004.526] 鷹爪三角脚: なんだいまのｗ
[3005.137] beergorila: なんだこれー！
[3005.976] selionb: やっぱかけちゃんがCCにいなかったのおかしいだろ！
[3006.000] (S)nanno114: ふざけた野郎だ
[3006.058] (S)雑食: ｗｗｗ
[3006.296] red_bird_oo: ね
[3006.601] (S)放課後プレイを読め: マジで翔くんイケメン過ぎるな
[3006.651] akiraz3: 失われた闇の技
[3008.857] (S)雑食: 闇の力
