[34.119] kobi3070: ｳﾒﾁｬｱﾝ
[5897.699] koga_rashi: 打点が高いなぁ
[5918.537] aru_0928: 薬持ち越しは逆に強すぎ
[5922.856] hiro_chan: 来客用
[5923.844] prisira: 別に全キャラ戦えるしな
[5925.338] yuken_t: ジェイミーも別に普通に遊んでられる強さはあると思う
[5935.837] kobetaf: 人が死んだー！
[5937.735] fusionbebop2071: Is Jamie putting up a challenge! I'm proud on behalf of my fellow jaime mains.
[5938.045] sinsi3: トパンガのせいで見せるぜのたびにマゴの顔が浮かぶ呪い
[5939.356] prisira: プロだときついなってだけじゃない？
[5941.395] v_harumi_v: めちゃ痛そう
[5943.493] rlbread: オワゲキ
[5943.892] raikenzin: sheesh
[5946.521] (S)cqc5555: 激臭
[5947.632] mu_chan: 持ち越しでも最上位かは怪しい気もする
[5948.983] 5don: 終劇
[5949.125] chocolat1234: しゅうげき!
[5951.595] diegojoshi: Yoo jamie
[5954.259] NekoPunchKick: 喉いっぱい持ってる
[5963.482] chiysan: 喉笛コレクター
[5967.531] yusatteyonde: マノンは引き継がれるのに...
[5967.897] crownin_fumizuki: ジャッキー映画でよく見たやつ
[5975.247] 三角_: しぬやつ
[5980.443] WANABeey: 波動拳
[5991.498] くそいぬ: オワゲキ痛そうだからやめてほしい
[5999.385] koga_rashi: MKだったら悲惨な事になってます
[6011.355] fusionbebop2071: I hope Daigo trys out jaime one day 🙏
[6011.567] prisira: この状況はまじで最強クラスだと思うw
[6021.160] diegojoshi: I'd love to see it lol
[6050.533] WANABeey: karubisFurifurii
[6054.804] 茶臼山りんごちゃん: ぞうがうるさい（笑）
[6073.538] furu13: マゴさんの見せるぜー似てるよね
[6075.750] NekoPunchKick: スト2のゾウは騒音です
[6085.695] hiro_chan: ぱおん
[6086.306] くそいぬ: ここのステージってスト２のゾウステージと同じところ？
[6093.252] yi0331: 変身したあとに酒飲んでも意味あるの？
[6094.793] koga_rashi: ご近所のワンコが吠えてます
[6096.409] i_am_spartan300: 犬の鳴き声かなと思った
[6100.818] 三角_: 飲むねーｗｗ
[6104.122] 1rioreusu: チワワ
[6105.911] パプワ後藤: 返信した後はゲージに影響する
[6106.844] (S)fahmy0825: wooo
[6107.244] 三角_: ドライブゲージ回復です
[6109.230] ゴフク屋の倅: 酒の時間制限があるから延長
[6109.612] mu_chan: ゲージ回復
[6111.747] crownin_fumizuki: ドライブ回復
[6111.812] masarin763: Dゲージ回復
[6112.710] sugarsato_: 変身後の酒はドライブゲージ回復
[6115.176] 三角_: 煽りじゃないですｗ
[6117.284] vespa127g: ゲージ増えてる
[6118.356] hawawawawawa: 知らなかった
[6122.089] くそいぬ: へえ！
[6123.349] ピザ野郎: 酒４本からSA2でも回復する
[6123.779] (S)クラウ07: そうなんだ
[6124.996] りあ仮称: へー
[6125.214] (S)chikumin007: いいね
[6125.255] yusatteyonde: 強いなそれ
[6125.398] lilhalfcutlol: lilhalfcutlol subscribed with Prime. 
[6128.202] google_tver: 二日酔いにならない
[6131.117] kanegon7237: マジか！
[6132.516] hiro_chan: ぴえん超えてぱおん
[6134.977] chocolat1234: 面白い
[6138.269] syumahha: 有識者さすがです
[6139.907] prisira: 酒4はまじで強い
[6147.828] sharks_up: 酒ってすげー
[6152.673] goldexpepe: つっよ
[6155.875] rlbread: おお
[6156.835] icolionz: 二本ゲージ技はバーンアウト時半分回復します
[6157.617] Yui764: なるおさんが全一なの？？
[6158.751] sndkzfm1: ジェイミーはジョン竹内がコツコツ開発してる
[6160.052] rdmaxfan88: Sweeet
[6160.920] gorilla_osaka: この空対空かっこいいわ
[6165.411] KiraiRiu: brabo d+
[6167.077] diegojoshi: The clutch
[6167.835] yi0331: 酒じゃなくて薬湯なんだっけ
[6168.431] Masamoon_: Amazing
[6168.964] 三角_: なるおは横浜最強
[6169.569] tt5252: すげー
[6170.391] パプワ後藤: 酒じゃないんだっけ？
[6170.659] 温かいやさむぎ: 竹ジョン
[6172.758] chahaaaaan: 髭剃った？
[6175.914] goldexpepe: なるをは光
[6175.956] くそいぬ: なるおジェイミーめっちゃかっこよかった
[6176.486] vibbe1: c é loco cachorro, monstrao
[6178.055] nagasaki3662: あきらさんやぷげらさんがツイートしてたけど、梅さんは垂直同期オンにしてたりしてないのかな？
[6178.290] sakazuki_gensui: Dieguu
[6178.926] wochad123: Daigo Da Beast
[6180.191] りあ仮称: 注：酒ではな薬湯
[6182.303] naryuhama: 危険ドラッグじゃん
[6182.686] jojojogiogio: すぐ酔いが醒めるジェイミーの肝臓が欲しいわ
[6184.046] (S)veda13: ジェイミー挑発 でテーマソング歌ってくれる
[6195.087] NeNgYuWaNg: Can Daigo read English?
[6197.268] ラテラテ0210: 酒ではなく薬です
[6197.549] raikenzin: marisa gigachad
[6199.124] prisira: 設定はちゃんとしてるよ
[6200.141] Yui764: 垂直同期オン？
[6203.883] opticalprime36: So daigo definitely using Ken as his main for SF6?
[6207.690] apapa1031: エスタさん懐かしい
[6208.269] NekkyOne: @NeNgYuWaNg no
[6208.860] nagasaki3662: それなら良かった
[6210.756] sugarsato_: 外で乱闘起きてない？
[6212.698] ビフィダス: すごい
[6212.792] TUBE_MAN: 外で祭りでもやってる？
[6213.231] furu13: なんかうるさくね？
[6214.427] google_tver: 外騒がしいな
[6215.953] the_SAVCXX_NXMAD: You guys think Daigo can beat Punk?
[6222.030] 温かいやさむぎ: なんかきもい声がする
[6222.964] myk052: しかし、どう考えても酔拳なのに拳法ですら制限するポリコレ社会
[6225.533] everaltar: 外すごいね
[6226.115] yusatteyonde: he can't read eng
[6226.210] hiro_chan: not read English
[6226.303] koga_rashi: 窓開けてるのかな
[6230.964] まるいとうふ: リアルワールドツアー
[6233.000] nagilay1: 引っ越しオバが暴れてる可能性あるな
[6233.880] (S)猫神寝猫: 近所の声？エグくない？ww
[6235.344] Yui764: D can beat P!
[6235.366] GG_sensay: why not, no one is unbeatable
[6236.458] google_tver: もしかして内戦中？
[6237.325] (S)てんつくてん: 90秒でさめる酔い
[6238.110] AlmiranteCami: @the_SAVCXX_NXMAD just say that p2 has lad, any1 can beat him
[6238.602] 000105: 自転車投げ込んでるんでしょう
[6241.680] bec118_japan: タワマンで外がうるさいって怖くね？
[6243.357] おりっち: 画面見ればわかるけど後ろの人たちうるさいね？
[6246.342] 温かいやさむぎ: wwww
[6246.625] arcanus_anas: Punk lookin good ngl
[6248.951] prisira: 酒ポリコレ関係ないぞ
[6249.157] rlbread: メトロシティ在住か
[6255.429] sndkzfm1: 酔拳は別に本当に酔ってはいない
[6255.786] fusionbebop2071: What festivals?
[6268.957] Yui764: Punkって何を開発してるんだっけ？
[6283.996] piyopiyomaru555: 打撃重ねる時に小パン重ねにするメリットてなんですか？
[6285.951] トネ: マリーザ昨日やってみたけど、結構触るのが分からなかった。
[6287.782] nnmdfs: 薬飲んで強くなるほうがなんかヤバくない？
[6293.229] sei_man_nu: 酒はレーティングの問題
[6308.684] ilm0806: カフェインとりまくってんだろ
[6309.510] original0115: 酒って言っちゃうと年齢制限あがるからめ
[6309.733] お灸: ジェイミーはドーピング検査ある大会には出られない…
[6313.794] fb219: 血行をよくする健康飲料水だから
[6315.370] sndkzfm1: グローバルビジネスに日本の感覚持ち出してもズレてるだけ
[6317.147] rxz_2017: こ、これはビタミン剤じゃ
[6324.538] 三角_: むすび！
[6324.616] Yui764: 力水ということで...
[6324.670] (S)496shikuro: 忍者と極道
[6327.365] ガチくんコス転売ヤー: Just a normally sound in Japan.
[6330.317] bec118_japan: 蹴りをパンチで弾き返す女
[6333.369] Yuppier: Daigo said hes usually a slow starter. def not ready fort comptetion.
[6333.703] taco8ci: じゃあコーヒー飲むか？
[6333.933] hiro_chan: ファランクスで突っ込む
[6334.743] りあ仮称: 薬湯（発行によりアルコールあり）
[6335.719] nattou_onigiri: 配管工「キノコ食べて巨大化できる」
[6340.975] triton11519: コスパがいい
[6347.152] aranami0: おお
[6348.287] martin_mass: nice
[6349.896] kozeni05: 水を薬と思い込んで飲むことによるプラシーボ効果だから...
[6356.678] ebinosuke000: ケンかっけー
[6357.584] gonziri: しょうが湯だって薬湯だしヨシ！
[6380.317] Yui764: みんなお昼ご飯食べながら観てるんですか？？🍔
[6380.470] (M)(S)Moobot: ＊ HyperX Cloud 3＊ 先行予約受付中！ → https://hyperx.gg/42XVwOf
[6381.638] opticalprime36: Bet today's Daigo could still get top 16 at Evo
[6389.656] NekoPunchKick: 街頭イベント始まりました？
[6390.475] 吉田じんぎ: 前蹴りは強度で違うみたいよ
[6390.633] raikenzin: god damn she deals a lot of damage
[6391.462] バリーボンズ: 10連勝でキャラ替えだっけ？
[6411.667] triton11519: 次はDJ試すのかな
[6411.835] (M)(S)Moobot: Twitch Prime に登録すると無料でたくさんの特典があります → https://bit.ly/2YE2nLB
[6425.886] taco8ci: 10連勝の話まだ続いてたんだ…
[6437.164] aranami0: SA1優秀だなぁ
[6440.817] (S)496shikuro: 本人覚えてなさそう
[6444.954] Masamoon_: wow
[6445.966] aru_0928: その話続いてたなら、ケン勝てなすぎやな
[6447.539] トネ: おお
[6448.786] modsdontgetpaidnun: Diago please main Ken and win evo
[6452.425] ohigekujira: お昼ご飯はマリーザ
[6452.603] pekusuyada: え、djやるの？めっちゃ楽しみ
[6455.403] まるいとうふ: まじか
[6455.520] Yagr6: evo will be a bloodbath of top players taking each other out
[6467.386] Masamoon_: Isn't it technically always?
[6467.705] the_SAVCXX_NXMAD: Is this Diablo 4?
[6485.756] cha_ske: 最初の頃20連勝とかしてたよね。
[6500.710] だいこん_: ♥
[6504.112] omegazwalt: 愛と歴史
[6504.542] どどんこどん: 歴史
[6508.237] warotyphoon: これすき
[6508.911] totomaru_chan: マスター行ってから10連勝はまだできてない
[6509.208] 温かいやさむぎ: グリｯ！
[6511.804] NekoPunchKick: かまぼこぉ
[6513.489] salvalg7: @the_SAVCXX_NXMAD no, its tetris obviously
[6514.306] tabibitox: 愛ならしかたない
[6514.698] v_harumi_v: だっこ
[6515.301] modsdontgetpaidnun: Let’s go diago finally hit master
[6516.404] sndkzfm1: 🫶
[6529.491] まるいとうふ: なんて重てぇ愛なんだ
[6530.259] takahashiseigi: マスターに上がって相手ますます強くなってるし、10連勝は…
[6530.274] 元旦那: CoolCat
[6530.978] silca12: いってえ
[6546.850] gatzor: ah so ken instead of ryu seems like daigos final answer huh
[6547.247] ~MISSING_COMMENTER_INFO~: dasokuFoot
[6557.391] totomaru_chan: ケンはでもそのくらいできないとなぁっていう感じですよね
[6558.212] GG_sensay: not final
[6560.767] ninpoko13: コパンが出る喜び
[6561.314] バリーボンズ: ウメちゃんもケンは難しいって言ってたからねぇ
[6562.709] martin_mass: nice
[6571.657] modsdontgetpaidnun: @gatzor He’s playing both right now but I think he likes Ken more
[6577.318] gatzor: @GG_sensay hmm okay, nobody seems to be playing ryu rn
[6577.597] rt340: 次のキャラをやるとすればケンのコンボが安定してからって言ってたような
[6581.551] (S)一1990: すごい音が
[6587.668] totomaru_chan: あれ
[6590.307] (S)SUGAKIYA: 直近ウメちゃんが出るでかい大会も無いし晩成型でもいいという判断なんだろうけど
[6594.515] sasimi96: お疲れ様です
[6594.630] (S)一1990: 運動会かな
[6596.366] My_Organs_Are_Cats: I thought he was playing Ryu with that gi until I looked at the character portrait 
[6597.267] (S)niko_with_attitude: uctvEbony
[6599.425] (S)shi_e_n: 窓開いてる？
[6600.609] だいこん_: 増設から普通のレバレスに戻ってすぐに奮迅急停止コンできてるのすごい
[6603.304] 三角_: 外すごいなｗ
[6603.458] (M)(S)Moobot: ＊HyperX Cloud 最新モデル＊ 6/12 発売予定！
[6605.830] vespa127g: What’s the sounds
[6607.930] あまえびしゃす: 街宣車？
[6612.229] opticalprime36: Ryu must of gotten nerfed cause people were high on Ryu before launch
[6613.742] 三角_: パレードやってる
[6616.638] redbull_daisuki: ウメちゃん顔シュッとしたね。気のせい？
[6617.630] (S)perfecttakahashi: もうケンメインで行って欲しいけどねw
[6617.796] (S)inchangwww: フード外で演説してる？
[6618.368] (S)てんつくてん: 家バれちゃうよ
[6618.880] ramenbrake115: ストリートファイトおきてない？
[6620.152] twitchyarutch: やりたいときにやりたいキャラをやりたいだけやれる幸せ
[6624.003] パプワ後藤: festival
[6628.109] Yagr6: ryu is still good, its just ken is broken good
[6640.839] zebulac: zebulac subscribed at Tier 1. 
[6658.019] jigen0104: ウメさん起き攻めで小パン重ねるのってバクステケアとか攻め継続しやすいからですか？
[6661.408] (S)sup3lolzx: umeCossack
[6665.585] バリーボンズ: ナウマンだっけ、コンボが90位あるって言ってたの
[6673.058] potocki1810: umeCossack
[6673.364] (S)ak1nasu: ak1nasu subscribed with Prime. 
[6673.878] ohigekujira: 必殺技振れなくて苦しそうなマリーザ
