[9.323] (S)ふれーく: わこらだ」
[2428.147] (S)琉菜: radaoKasu
[2428.172] (S)ろみ_63: radaoKasu
[2428.223] (S)ドレイン: radaoKasu
[2428.800] (S)enbuun_: radaoAngry
[2428.865] dokukinoco: どこまでも強欲の壺
[2428.883] jhonnymorimori: radaoOkane
[2428.955] (S)はるのてゃん: radaoKasu
[2429.044] (S)スパーズ: radaoAngry
[2429.100] (S)しょこら25: radaoKasu
[2429.135] (S)howlin_0: エロゲ？
[2429.541] (S)816_uti: radaoKasu
[2429.697] (S)なるか3: radaoMoney
[2429.982] (S)naniha_0728: radaoKasu
[2430.134] omuraisu0806: radaoKasu
[2430.562] 梨一: エロゲだろ？
[2430.757] ru_san0720: radaoSekiyu
[2431.013] (S)atuono: radaoKasu
[2431.189] (S)スパーズ: radaoSekiyu
[2431.258] (S)しらすいか: やばこいつ
[2431.322] dairyu1128: radaoGoldgouyoku
[2431.433] jhonnymorimori: 土地
[2431.488] おろしポン酢: radaoKasu
[2431.832] kazushan: 壺だぁ
[2432.018] (S)あはりは: radaoKasu
[2432.269] (S)venibear3466: radaoKasu
[2432.295] (S)ここねり: radaoSekiyu
[2432.525] (S)syao7893: radaoKasu
[2432.850] (S)わらびモち: ら民卒業します
[2432.889] (S)tanpopo_po: wwwwwwwwwww
[2432.935] (S)PEI_OwO_: 土地
[2433.086] mope716: 土地でしょ？
[2433.100] (S)がるーら: radaoKasu
[2433.313] (S)スパーズ: エロゲ
[2433.446] ayunosioyaki0223: 土地
[2433.514] ru_san0720: radaoMoney
[2433.662] (S)Pantobox: radaoKasu
[2433.715] mirumiru_h: radaoOkane
[2433.745] (S)梅が美味え: radaoKasu
[2433.772] ももかんぬ: radaoKasu
[2433.882] (S)ラボア: radaoKasu
[2434.241] nonoha_111: radaoKick
[2434.250] (S)なるか3: radaoKasu
[2434.440] (S)amanatsu_007: radaoKasu
[2434.487] (S)nenne_n: 強欲
[2434.501] (S)りんりんりんこ331: radaoKasu
[2434.645] yuzutya_86: radaoKasu
[2434.650] (S)Haru_no_sinjya: radaoAngry
[2434.659] (S)をぺ: radaoKasu
[2434.855] (S)ギャンブルはやめましょう: 土地
[2434.906] (S)dia11313: ランクでダブハンとったらいいよ
[2435.084] (S)yoichimu: radaoKick
[2435.263] poteito: エロゲか
[2435.693] (S)netaiyo: エロゲか
[2436.068] (S)はちみつトマト: Cheer1000
[2436.436] (S)uro_1604: うっわ
[2436.522] (S)ioo89: あっ
[2436.633] 大宮瑞樹: radaoGouyoku
[2437.422] あきぬこ: radaoGoldgouyoku
[2437.458] (S)のこ汰: radaoOkane
[2437.573] (S)mawt___: radaoKasu
[2437.654] (S)mayu_329: radaoOkane
[2437.699] (S)がるーら: サブスクやめます
[2438.414] (S)sutolaba: radaoKasu
[2439.141] (S)夏目信乃: radaoKick
[2439.251] (S)しなと: radaoMoney
[2439.651] (S)suiha_7: radaoKasu
[2439.847] (S)ri_1826: radaoKasu
[2439.886] (S)こぺと: radaoKasu
[2439.924] waraashi: エロゲ買え
[2440.670] (S)スペルタン: 土地
[2441.019] 縮緬雑魚: 登録者ですよね
[2441.915] ねここねる: radaoKick
[2441.982] yuzutya_86: radaoCry2
[2442.036] (S)スティコ: radaoKasu
[2443.622] ツキ猫: Cheer1000
[2443.643] rinn_tu: エロゲ買お
[2443.755] 梨一: シャンプー
[2444.481] 神崎立夏: エロゲー買おうぜ
[2444.674] (S)IMOSUBE: radaoOkane
[2444.859] すいぺりあ: 土地
[2444.894] (S)ozokunchan: radaoKick
[2445.070] (S)あさみや301: Cheer1000
[2445.942] あきぬこ: は？
[2446.163] (S)ほまれ: radaoKasu
[2447.431] (S)atuono: ろくな事しないよ
[2447.649] かなだ野郎: radaoCry2
[2447.661] tokotto: わこらだァ！
[2448.771] (S)ドレイン: えろげ
[2448.864] (S)スパーズ: radaoKasu
[2448.895] (S)きのこの炊き込みご飯: 再生数ですか？
[2448.942] hatiti88: 富と名誉
[2449.433] (S)1a_a2_: フォロワー
[2449.582] (S)Ichigo_Strawberry15: じゃあやらん
[2449.971] 五色椿: 枯れてるじゃん
[2450.096] 4toki22: シャンプー買え
[2451.351] ﾏﾛ: Cheer1000 (っ’-‘)╮ =͟͟͞💰ﾌﾞｫﾝ
[2452.067] ねここねる: シャンプー
[2452.201] あきぬこ: いらねえじゃねえか
[2452.457] (S)そふぃ3: おっと
[2452.873] jhonnymorimori: エロゲ100本買え
[2452.983] ayunosioyaki0223: シャンプー買った？
[2453.688] ニコ丸0429: エロゲ買おうね
[2454.257] 天然水の水: ウォーターサーバー新しくしよ
[2454.570] (S)netaiyo: 無いのかよ
[2455.482] (S)りょーいち: エロゲ
[2455.790] (S)ラボア: 視聴者？
[2455.929] (S)guri_415: シャンプー
[2455.933] chirol__: シャンプー
[2456.012] shachi57o: shachi57o subscribed with Prime. 
[2456.997] (S)yumemiruneco: 老後の蓄え
[2457.012] 神崎立夏: 詰め替えじゃないシャンプー
[2457.324] (S)柒弍: 利権
[2458.227] tsuyuki77: シャンプー
[2458.382] (S)syao7893: シャンプー
[2459.054] やくとみ: シャンプーか
[2459.128] まみまる: シャンプー買えよ
[2459.282] すいぺりあ: シャンプーわろた
[2460.010] (S)スパーズ: radaoSekiyu
[2460.362] (S)そるとりうむ: シャンプー
[2461.114] 角角家: 登録者数？
[2461.618] (S)宮瀬: 月額のえ is gifting 10 Tier 1 Subs to らっだぁ's community! They've gifted a total of 35 in the channel! 
[2461.889] (S)宮瀬: 月額のえ gifted a Tier 1 sub to kamuyazule! 
[2461.899] (S)宮瀬: 月額のえ gifted a Tier 1 sub to ぽてとさん! 
[2461.903] (S)宮瀬: 月額のえ gifted a Tier 1 sub to yu__ma! 
[2461.920] (S)宮瀬: 月額のえ gifted a Tier 1 sub to ぷい_! 
[2461.920] (S)宮瀬: 月額のえ gifted a Tier 1 sub to miku1010! 
[2461.926] (S)宮瀬: 月額のえ gifted a Tier 1 sub to りょぷてぃ! 
[2461.958] (S)宮瀬: 月額のえ gifted a Tier 1 sub to のらら! 
[2461.999] (S)宮瀬: 月額のえ gifted a Tier 1 sub to aty2225! 
[2461.999] (S)宮瀬: 月額のえ gifted a Tier 1 sub to 福住! 
[2462.011] (S)_こなた_: シャンプー
[2462.042] (S)宮瀬: 月額のえ gifted a Tier 1 sub to みじんこたべたい! 
[2462.185] omuraisu0806: radaoWaterserver
[2462.597] (S)をぺ: シャンプー
[2462.837] (S)tumugi_76: ｗｗｗｗｗ
[2462.971] ta_tago: シャンプー
[2463.198] dokukinoco: シャンプー
[2463.424] ずきゅきゅんた: ウォーターサーバーの維持費
[2463.438] jhonnymorimori: wwwwwwwwwwww
[2463.621] ﾊｸﾁｮｳ: シャンプー
[2464.784] neu_rose: シャンプー
[2464.947] しかくのさんかく: シャンプー買え
[2465.152] mope716: 買ってないの？
[2465.350] (S)yona_0724: wwwww
[2465.381] (S)atuono: シャンプーwww
[2465.571] (S)himikokichi_06: wwww
[2465.610] (S)がるーら: radaoSekiyu
[2465.767] azusamann: シャンプー
[2466.168] (S)ukiwaman82: シャンプー
[2466.182] (S)きのこの炊き込みご飯: シャンプー買いなよ
[2466.223] (S)ruchi_13: まだ買ってないの？
[2466.324] pu_tyan: シャンプーw
[2466.424] (S)スパーズ: radaoWaterserver
[2466.663] おろしポン酢: シャンプーどうせ買い忘れる
[2466.733] (S)NORI25252: シャンプー
[2466.741] (S)ねこすず: radaoSekiyu
[2466.780] (S)田中弐号機: シャンプーwww
[2466.793] よわはと: シャンプーは？
[2466.825] (S)netaiyo: シャンプー買え
[2466.984] あきぬこ: radaoSekiyu
[2467.012] ayunosioyaki0223: wwwwww
[2467.142] まみまる: radaoSekiyu
[2467.355] (S)oyasai_rc: シャンプー買って
[2467.368] (S)Ichigo_Strawberry15: wwwwww
[2467.511] 五色椿: シャンプーwwwwwww
[2467.762] sunomono8: radaoSekiyu
[2468.235] mirumiru_h: radaoSekiyu
[2468.594] mamo_tarou: radaoSekiyu
[2468.654] (S)enbuun_: radaoSekiyu
[2468.738] ギンナン: radaoSekiyu
[2468.844] ももかんぬ: radaoSekiyu
[2468.939] 神崎立夏: radaoTyu
[2469.040] 大宮瑞樹: シャンプーでしょ
[2469.179] (S)naniha_0728: radaoSekiyu
[2469.543] (S)書写山: エロゲかえ
[2469.690] (S)rosemary0920: シャンプー草
[2469.770] kuuhaku417: radaoSekiyu
[2469.855] pu_tyan: radaoSekiyu
[2470.086] (S)夏目信乃: radaoSekiyu
[2470.352] (S)スパーズ: radaoSekiyu
[2470.980] (S)howlin_0: 買ってないんかい
[2471.061] crow_d27i7: radaoSekiyu
[2471.466] (S)りょーいち: radaoSekiyu
[2471.681] (S)ラボア: シャンプー買った？
[2471.720] (S)ドレイン: それはそう
[2471.754] キャリ: radaoSekiyu
[2472.347] (S)himikokichi_06: radaoSekiyu
[2472.485] (S)kasiwa_maru: radaoSekiyu
[2472.521] ayunosioyaki0223: まだ買ってないの？
[2472.559] (S)IMOSUBE: HungryPaimon
[2472.647] (S)Ichigo_Strawberry15: 買えるだろそれくらい
[2472.678] nonoha_111: radaoSekiyu
[2472.683] (S)mayu_329: radaoSekiyu
[2472.883] (S)なるか3: radaoSekiyu
[2473.303] (S)yumemiruneco: Twitterのかw
[2473.361] kuru053: シャンプーまだ買ってないの
[2473.603] jhonnymorimori: メモしとけ
[2473.606] (S)sutolaba: シャンプー
[2473.639] (S)ふむふる: radaoSekiyu
[2474.024] hamati_kan: radaoSekiyu
[2474.062] (S)ほのぼの: まだ買ってないの？
[2474.227] 縮緬雑魚: radaoSekiyu
[2474.246] (S)ruchi_13: radaoSekiyu
[2474.987] (S)ケバブビギナーのえる: 買い忘れたんかい
[2475.025] ayunosioyaki0223: radaoSekiyu
[2475.477] (S)kurui440: シャンプー
[2475.507] 五色椿: radaoSekiyu
[2475.674] 天然水の水: シャンプー買うの忘れたくせに
[2476.433] (S)をぺ: radaoSekiyu
[2476.528] kazushan: まだ買ってなかったんか
[2476.658] (S)Ichigo_Strawberry15: radaoSekiyu
[2476.773] (S)kurasaka128: radaoSekiyu
[2476.932] ta_tago: radaoSekiyu
[2477.193] (S)sutolaba: radaoSekiyu
[2477.223] (S)ギャンブルはやめましょう: Amazonで買ったんじゃないの
[2477.487] 0214ちさ: まだ買ってないの？？
[2477.697] (S)えん: radaoSekiyu
[2477.864] (S)みそチョコ: radaoSekiyu
[2478.216] (S)tumugi_76: さっさと買って
[2478.491] dokukinoco: シャンプー(詰め替え出ないもの)
[2478.664] (S)ninfea_03: radaoSekiyu
[2478.902] (S)natune_0: まだ買ってないの？ww
[2479.328] 紗弥0926: radaoSekiyu
[2479.338] (S)sutolaba: radaoSekiyu
[2479.430] ねねねい: radaoSekiyu
[2479.560] (S)_こなた_: radaoSekiyu
[2479.750] (S)田中弐号機: radaoSekiyu
[2479.989] おろしポン酢: 詰め替えないやつ
[2480.164] (S)らるとす_99: radaoSekiyu
[2481.135] (S)rosemary0920: まだ買っとらんのか
[2481.371] (S)わらびモち: radaoSekiyu
[2481.863] (S)ラボア: radaoSekiyu
[2482.425] (S)PEI_OwO_: なんでメモってかいわすれるんだよｗ
[2483.237] mirumiru_h: まだ買ってないんかい
[2483.653] regina_249: radaoSekiyu
[2483.929] (S)ドレイン: まだ買ってないんかい
[2484.446] (S)sutolaba: radaoSekiyu
[2484.497] tsuyuki77: radaoSekiyu
[2484.889] jhonnymorimori: radaoKansya
[2484.956] 梨一: やばw
[2485.184] (M)Nightbot: サブスクライブはこちら https://www.twitch.tv/products/raderaderader/ticket Primeの方は無料でスポンサー登録ができます→  https://twitch.amazon.com/prime
[2486.147] lara_3o: radaoSekiyu
[2486.216] (S)ekf4hamada: シャンプまだ買ってないのかよ
[2486.337] (S)yumemiruneco: radaoSekiyu
[2486.359] (S)nito1116: radaoSekiyu
[2486.391] (S)enbuun_: radaoSekiyu
[2486.826] (S)howlin_0: はよ買えや
[2487.062] (S)はるのてゃん: radaoSekiyu
[2487.092] (S)oyasai_rc: 詰め替えないやつね
[2487.963] (S)yoichimu: radaoSekiyu
[2489.240] (S)社畜丸: 買い忘れたよなあ
[2489.295] (S)愛由2590: radaoOI
[2489.579] (S)そふぃ3: え。
[2489.691] kuuhaku417: はよかえ
[2489.818] (S)田中弐号機: まだ買ってないのかよw
[2490.209] (S)mawt___: まだ買ってないの！？
[2490.895] ayunosioyaki0223: おじいちゃん
[2490.979] (S)dia11313: radaoKansya
[2490.990] kazushan: radaoSekiyu
[2491.101] (S)のこ汰: radaoSekiyu
[2493.030] (S)uro_1604: 忘れてたね
[2493.295] (S)atuono: radaoKansya
[2493.524] dokukinoco: Amazonでかえ
[2493.884] 神崎立夏: おじいちゃん
[2494.428] (S)Ichigo_Strawberry15: radaoGahaha
[2494.433] (S)norensan: Cheer1000
[2494.640] (S)woontion0013: radaoSekiyu
[2495.445] まみまる: radaoGahaha
[2495.460] (S)ioo89: 頭洗ってないの？
[2495.598] jhonnymorimori: radaoSekiyu
[2495.747] しなやかしょうゆ: 早く買え
[2495.816] (S)ruchi_13: radaoGahaha
[2495.960] (S)howlin_0: へへ穀
[2496.816] ayunosioyaki0223: radaoGahaha
[2497.044] キャリ: radaoGahaha
[2497.268] kio_1216: まだ買ってないんか
[2497.652] chirol__: radaoGahaha
[2497.702] (S)梅が美味え: radaoGahaha
[2497.966] (S)そふぃ3: おじいちゃん？
[2498.453] しかくのさんかく: へへ穀
[2499.975] おろしポン酢: 詰替をぶら下げるやついいよ
[2500.316] (S)みそチョコ: へへ穀
[2500.730] (S)をぺ: radaoGahaha
[2501.549] ﾊｸﾁｮｳ: Amazonで頼めよ
[2501.576] kazushan: radaoGahaha
[2501.608] (S)winwindows01: シャンプーならAmazonとかで買えば
[2501.824] ayunosioyaki0223: やめて
[2501.953] mamo_tarou: radaoGahaha
[2501.997] mameinu_: radaoGahaha
[2502.341] (S)哀れな人の子: きｍ
[2502.510] (S)suiha_7: radaoGahaha
[2502.557] (S)enbuun_: radaoGahaha
[2502.733] (S)ラボア: radaoGahaha
[2502.926] (S)himikokichi_06: radaoGahaha
[2502.946] (S)yaaaaaagi: radaoGahaha
[2502.994] jhonnymorimori: radaoGahaha
[2503.311] シアン_: 買ってないんかい
[2503.532] (S)pinkchikinhead: radaoGahaha
[2504.199] (S)ちよらん: radaoGahaha
[2504.442] (S)norensan: radaoGahaha
[2505.349] (S)Pantobox: radaoGahaha
[2505.938] いのりさん: メモしたことを忘れるな
[2506.173] (S)nekomoti1: radaoGahaha
[2506.932] 神崎立夏: 紫ー
[2507.000] (S)atuono: radaoGahaha
[2507.105] いるーじゅ: radaoGahaha
[2507.467] waraashi: radaoGahaha
[2507.904] (S)yumemiruneco: わーい、アーマー
[2508.092] (S)ディンダン: まだ買ってなかったのか
[2508.121] (S)NORI25252: radaoGahaha
[2508.173] lara_3o: radaoGahaha
[2508.819] (S)panndaman1: radaoGahaha
[2509.049] (S)きのこの炊き込みご飯: radaoGahaha
[2509.199] (S)猫又01: へへ穀
[2509.266] (S)田中弐号機: radaoGahaha
[2509.836] 梨一: クフフつっこんでくれなかったね
[2509.876] (S)rosemary0920: radaoGahaha
[2510.056] (S)guri_415: radaoGahaha
[2510.072] (S)スパーズ: radaoGahaha
[2510.287] (S)goodfriends02: radaoGahaha
[2510.290] (S)なるか3: radaoGahaha
[2510.470] mirumiru_h: radaoGahaha
[2510.522] (S)甘鈴: radaoGahaha
[2510.539] おろしポン酢: radaoGahaha
[2510.914] (S)yumemiruneco: radaoGahaha
[2511.096] しなやかしょうゆ: radaoGahaha
[2511.122] (S)mg_rafu: radaoGahaha
[2511.146] (S)わらびモち: radaoGahaha
[2511.243] ももかんぬ: radaoGahaha
[2511.373] (S)しょうろんぽウ: radaoGahaha
[2511.428] pu_tyan: radaoGahaha
[2512.019] (S)uw_azu_wu: radaoGahaha
[2512.096] azusamann: radaoGahaha
[2512.348] (S)kurui440: radaoGahaha
[2512.445] poteito: それ大嫌い
[2512.492] (S)Ichigo_Strawberry15: やめて
[2512.895] (S)はちみつトマト: radaoGahaha
[2513.123] (S)ドレイン: かわいくねえぞ
[2513.151] (S)atuono: クフフ
[2513.295] (S)uro_1604: ボトルの方がお得
[2513.439] (S)のこ汰: radaoGahaha
[2513.776] (S)_こなた_: radaoGahaha
[2514.412] hatiti88: radaoGahaha
[2514.451] (S)howlin_0: きm
[2515.160] (S)yoichimu: radaoGahaha
[2515.385] (S)しらすいか: radaoGahaha
[2515.973] (S)norensan: シャンプー買え
[2516.211] 神崎立夏: やめろ
[2516.587] ちよび: クフフやめて
[2517.304] omuraisu0806: radaoGahaha
[2517.556] (S)わらびモち: それいや
[2517.776] (S)スパーズ: きm
[2519.036] (S)sutolaba: radaoGahaha
[2519.517] すいぺりあ: きも
[2519.666] sunomono8: きm
[2519.720] (S)yoichimu: クフフ
[2519.725] (S)shi_n_tou: ほんまにやめて
[2520.493] (S)hakudesu117: radaoGahaha
[2522.997] (S)PEI_OwO_: radaoGahaha
[2523.259] ギンナン: うわ
[2523.372] (S)_こなた_: クフ腐
[2524.441] (S)kak1pi: radaoGahaha
[2525.518] mirumiru_h: きm
[2526.130] シアン_: radaoGahaha
[2526.200] pu_tyan: きっしょ
[2527.498] 五色椿: wwwwwww
[2528.705] ももかんぬ: きも
[2528.713] よわはと: うっわ
[2528.859] chirol__: ｗｗｗ
[2529.017] (S)ラボア: クフ穀
[2529.156] (S)愛由2590: ｷｬﾊﾊ
[2529.421] すいぺりあ: まじやめろ
[2529.898] (S)のこ汰: きm
[2530.114] hatiti88: きm
[2530.876] (S)_こなた_: うお
[2531.026] (S)をぺ: wwwwww
[2531.372] (S)naniha_0728: radaoGahaha
[2531.998] (S)Pantobox: クフフやめろ
[2535.339] (S)そふぃ3: こどもか笑
[2535.717] (S)_こなた_: きｍ
[2539.537] しなやかしょうゆ: クフフはやめろ
[2546.516] (S)ディンダン: きつい
[2549.019] (S)natune_0: うわ
[2554.707] いのりさん: 重ねてピン刺せなくなったん？
[2555.498] (S)ケバブビギナーのえる: 我パス
[2557.205] (S)くろとかげ: ウーワ
[2558.423] ayunosioyaki0223: wwww
[2559.777] chirol__: 我パス
[2560.518] (S)yona_0724: wwwww
[2562.392] あきぬこ: 我パス
[2564.103] (S)sully0283: sully0283 subscribed with Prime. They've subscribed for 6 months! わこらだ
[2565.787] (S)himikokichi_06: wwwww
[2568.264] pu_tyan: 我パス
[2570.606] (S)tumugi_76: ｗｗｗ
[2571.612] 神崎立夏: www
[2572.421] dokukinoco: 半分こw
[2574.018] (S)ruchi_13: w
[2575.806] おろしポン酢: 我パスぞ？？
[2579.255] (S)スパーズ: radaoKasu
[2582.548] (S)ケバブビギナーのえる: 半分こw
[2583.949] (S)そふぃ3: radaoKasu
[2584.795] pu_tyan: 半分こw
[2585.437] (S)哀れな人の子: ？
[2587.030] (S)ruchi_13: 草
[2587.138] 神崎立夏: わろす
[2587.185] あきぬこ: ガン無視
[2587.962] ayunosioyaki0223: ？
[2588.185] omuraisu0806: radaoKasu
[2588.513] 4toki22: 草
[2588.670] (S)ギャンブルはやめましょう: やめて
[2589.150] (S)mawt___: radaoKasu
[2589.271] sunomono8: wwwwwww
[2589.382] いのりさん: また言ってる
[2589.477] 五色椿: wwwww
[2589.741] しかくのさんかく: 草
[2590.013] (S)がるーら: でた
[2590.433] あらんえむかーびぃ: 笑わんよ
[2590.658] mizuno0624: www
[2591.616] chirol__: ｗｗｗ
[2591.954] (S)そるとりうむ: やめて
[2592.095] (S)PEI_OwO_: ？？？？
[2592.316] (S)tumugi_76: ｗｗｗｗ
[2592.578] まみまる: wwwwww
[2592.673] (S)ozokunchan: radaoCry
[2593.414] jhonnymorimori: wwwwwww
[2593.421] 1010tento: ｗｗｗｗｗｗｗ
[2593.747] kazushan: 草
[2593.826] (S)himikokichi_06: wwww
[2593.869] (S)ケバブビギナーのえる: wwwwww
[2594.739] (S)ジンコ: でたwww
[2595.267] (S)をぺ: wwwwww
[2595.510] (S)keichaaaaaan: radaoCry
[2595.562] crow_d27i7: radaoW
[2596.039] (S)shilva_0: www
[2596.516] (S)panndaman1: wwwwww
[2596.729] (S)ラボア: wwwwwwww
[2597.060] (S)そふぃ3: ワロタwww
[2597.220] しかくのさんかく: ；；
[2597.739] (S)ninfea_03: wwwwww
[2597.979] ayunosioyaki0223: wwwwwww
[2598.108] (S)猫又01: radaoCry2
[2599.459] あきぬこ: radaoCry
[2599.521] (S)そるとりうむ: 草
[2599.578] (S)こばやし__: えぐwwww
[2599.604] ニコ丸0429: radaoKuuun
[2599.818] pu_tyan: wwwwwwwwwwww
[2600.467] (S)ekf4hamada: さすチノ
[2600.700] おろしポン酢: radaoCry2
[2600.907] (S)ディンダン: www
[2601.153] ギンナン: ；；；；
[2601.433] (S)kurui440: wwwww
[2601.613] (S)田中弐号機: でたwww
[2602.132] jhonnymorimori: これが普通やぞ
[2602.354] (S)なるか3: radaoCry2
[2602.633] (S)atuono: wwwww
[2603.092] (S)a_min7se: こんばんは～
[2603.277] hatiti88: wwww
[2603.306] kuuhaku417: でた
[2603.317] 大宮瑞樹: みんなに聞くじゃん
[2603.336] (S)peroki0531: キツイから無視したんやな
[2604.150] mirumiru_h: radaoCry2
[2604.286] (S)りょーいち: radaoCry2
[2604.522] poteito: これは無視が正解
[2604.875] (S)のこ汰: radaoCry2
[2604.897] (S)Ichigo_Strawberry15: wwwwww
[2605.051] (S)鳥野郎の蘭: でた
[2606.210] (S)ラボア: さすチノ
[2606.365] (S)そふぃ3: ちっさ
[2606.527] chirol__: ｗｗｗｗ
[2606.739] (S)きのこの炊き込みご飯: radaoCry2
[2606.777] ももかんぬ: wwew
[2607.595] omuraisu0806: radaoCry2
[2608.058] (S)ほのぼの: wwwww
[2608.181] (S)yoichimu: radaoCry2
[2608.273] しなやかしょうゆ: radaoCry2
[2608.888] (S)ケバブビギナーのえる: さすチノwww
[2609.543] (S)anntyu: radaoCry2
[2610.722] ﾊｸﾁｮｳ: radaoCry2
[2612.240] (S)田中弐号機: www
